,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,CHICAGO_ACTION,LA CLIPPERS_SCORE,CHICAGO_SCORE
88,1,0:29.0,,P. Gasol makes 2-pt dunk at rim (assist by J. Butler),22,20
89,1,0:08.0,J. Crawford makes 2-pt jump shot from 19 ft,,24,20
90,1,0:00.0,,P. Gasol makes 3-pt jump shot from 24 ft (assist by K. Hinrich),24,23
91,2,11:42.0,,D. McDermott misses 3-pt jump shot from 24 ft,24,23
92,2,11:41.0,Defensive rebound by J. Smith,,24,23
93,2,11:34.0,J. Crawford misses 3-pt jump shot from 25 ft,,24,23
94,2,11:33.0,,Defensive rebound by J. Noah,24,23
95,2,11:27.0,,Turnover by J. Noah (bad pass),24,23
96,2,11:08.0,A. Rivers misses 2-pt jump shot from 13 ft,,24,23
97,2,11:07.0,Offensive rebound by A. Rivers,,24,23
98,2,10:55.0,P. Pierce misses 2-pt jump shot from 18 ft,,24,23
99,2,10:54.0,,Defensive rebound by A. Brooks,24,23
100,2,10:43.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by K. Hinrich),24,26
101,2,10:15.0,J. Smith misses 2-pt jump shot from 14 ft,,24,26
102,2,10:14.0,,Defensive rebound by N. Mirotić,24,26
103,2,9:56.0,,A. Brooks makes 3-pt jump shot from 26 ft,24,29
104,2,9:36.0,A. Rivers misses 2-pt jump shot from 6 ft (block by J. Noah),,24,29
105,2,9:33.0,Offensive rebound by W. Johnson,,24,29
106,2,9:33.0,W. Johnson misses 2-pt layup from 1 ft,,24,29
107,2,9:31.0,,Defensive rebound by J. Noah,24,29
108,2,9:18.0,,J. Noah makes 2-pt dunk at rim (assist by N. Mirotić),24,31
109,2,9:16.0,LA Clippers full timeout,,24,31
110,2,9:01.0,W. Johnson misses 2-pt layup from 1 ft,,24,31
111,2,9:00.0,,Defensive rebound by K. Hinrich,24,31
112,2,8:50.0,,N. Mirotić misses 3-pt jump shot from 25 ft,24,31
113,2,8:49.0,,Offensive rebound by K. Hinrich,24,31
114,2,8:44.0,,D. McDermott misses 2-pt layup from 1 ft,24,31
115,2,8:42.0,Defensive rebound by J. Smith,,24,31
116,2,8:32.0,P. Pierce misses 3-pt jump shot from 24 ft,,24,31
117,2,8:31.0,,Defensive rebound by N. Mirotić,24,31
118,2,8:20.0,,A. Brooks makes 2-pt layup at rim,24,33
119,2,8:04.0,J. Crawford misses 2-pt jump shot from 17 ft,,24,33
120,2,8:02.0,,Defensive rebound by N. Mirotić,24,33
121,2,7:47.0,,A. Brooks makes 2-pt layup from 1 ft,24,35
122,2,7:17.0,A. Rivers misses 2-pt jump shot from 18 ft,,24,35
123,2,7:16.0,,Defensive rebound by J. Noah,24,35
124,2,7:06.0,,N. Mirotić misses 2-pt jump shot from 15 ft,24,35
125,2,7:04.0,Defensive rebound by A. Rivers,,24,35
126,2,6:56.0,J. Crawford misses 2-pt jump shot from 19 ft,,24,35
127,2,6:55.0,,Defensive rebound by N. Mirotić,24,35
128,2,6:44.0,Violation by W. Johnson (kicked ball),,24,35
129,2,6:44.0,B. Griffin enters the game for A. Rivers,,24,35
130,2,6:44.0,J. Redick enters the game for W. Johnson,,24,35
131,2,6:44.0,C. Paul enters the game for J. Smith,,24,35
132,2,6:44.0,D. Jordan enters the game for P. Pierce,,24,35
133,2,6:44.0,,J. Butler enters the game for K. Hinrich,24,35
134,2,6:39.0,,Shooting foul by D. Jordan (drawn by J. Butler),24,35
135,2,6:39.0,,J. Butler misses free throw 1 of 2,24,35
136,2,6:39.0,,Offensive rebound by Team,24,35
137,2,6:39.0,,T. Snell enters the game for D. McDermott,24,35
138,2,6:39.0,L. Mbah a Moute enters the game for J. Crawford,,24,35
139,2,6:39.0,,J. Butler makes free throw 2 of 2,24,36
140,2,6:31.0,D. Jordan makes 2-pt layup from 2 ft (assist by J. Redick),,26,36
141,2,6:31.0,Shooting foul by J. Noah (drawn by D. Jordan),,26,36
142,2,6:31.0,D. Jordan makes free throw 1 of 1,,27,36
143,2,6:18.0,,N. Mirotić misses 3-pt jump shot from 25 ft,27,36
144,2,6:17.0,Defensive rebound by D. Jordan,,27,36
145,2,6:16.0,Personal foul by N. Mirotić (drawn by B. Griffin),,27,36
146,2,6:16.0,,T. Gibson enters the game for N. Mirotić,27,36
147,2,6:00.0,L. Mbah a Moute misses 2-pt jump shot from 4 ft,,27,36
148,2,5:59.0,Offensive rebound by D. Jordan,,27,36
149,2,5:59.0,Shooting foul by J. Noah (drawn by D. Jordan),,27,36
150,2,5:59.0,LA Clippers full timeout,,27,36
151,2,5:59.0,,D. Rose enters the game for A. Brooks,27,36
152,2,5:59.0,D. Jordan makes free throw 1 of 2,,28,36
153,2,5:59.0,D. Jordan misses free throw 2 of 2,,28,36
154,2,5:58.0,,Defensive rebound by J. Noah,28,36
155,2,5:46.0,,Turnover by D. Rose (traveling),28,36
156,2,5:32.0,Shooting foul by T. Snell (drawn by J. Redick),,28,36
157,2,5:32.0,J. Redick misses free throw 1 of 2,,28,36
158,2,5:32.0,Offensive rebound by Team,,28,36
159,2,5:32.0,,P. Gasol enters the game for J. Noah,28,36
160,2,5:32.0,J. Redick makes free throw 2 of 2,,29,36
161,2,5:16.0,,J. Butler misses 2-pt jump shot from 19 ft,29,36
162,2,5:15.0,,Offensive rebound by T. Snell,29,36
163,2,5:10.0,,T. Snell misses 2-pt jump shot from 18 ft,29,36
164,2,5:09.0,Defensive rebound by B. Griffin,,29,36
165,2,4:58.0,Turnover by C. Paul (traveling),,29,36
166,2,4:44.0,,T. Gibson misses 2-pt jump shot from 12 ft,29,36
167,2,4:42.0,Defensive rebound by B. Griffin,,29,36
168,2,4:33.0,J. Redick misses 3-pt jump shot from 24 ft,,29,36
169,2,4:32.0,,Defensive rebound by P. Gasol,29,36
170,2,4:17.0,,D. Rose misses 2-pt layup at rim,29,36
171,2,4:16.0,,Offensive rebound by T. Gibson,29,36
172,2,4:16.0,,T. Gibson misses 2-pt layup from 1 ft,29,36
173,2,4:15.0,Defensive rebound by Team,,29,36
174,2,4:01.0,J. Redick misses 2-pt jump shot from 21 ft,,29,36
175,2,4:00.0,,Defensive rebound by D. Rose,29,36
176,2,3:43.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by J. Butler),29,38
177,2,3:18.0,C. Paul misses 2-pt jump shot from 16 ft,,29,38
178,2,3:17.0,Offensive rebound by D. Jordan,,29,38
179,2,3:17.0,D. Jordan misses 2-pt layup from 2 ft,,29,38
180,2,3:16.0,,Defensive rebound by P. Gasol,29,38
181,2,3:10.0,,Turnover by D. Rose (lost ball; steal by D. Jordan),29,38
182,2,3:05.0,J. Redick misses 3-pt jump shot from 24 ft,,29,38
183,2,3:04.0,,Defensive rebound by J. Butler,29,38
184,2,2:54.0,,Shooting foul by B. Griffin (drawn by T. Gibson),29,38
185,2,2:54.0,,Chicago full timeout,29,38
186,2,2:54.0,,T. Gibson makes free throw 1 of 2,29,39
187,2,2:54.0,,T. Gibson makes free throw 2 of 2,29,40
188,2,2:44.0,C. Paul makes 2-pt jump shot from 17 ft,,31,40
189,2,2:19.0,,Shooting foul by B. Griffin (drawn by J. Butler),31,40
190,2,2:19.0,,J. Butler makes free throw 1 of 2,31,41
191,2,2:19.0,,K. Hinrich enters the game for D. Rose,31,41
192,2,2:19.0,,J. Butler makes free throw 2 of 2,31,42
193,2,2:08.0,C. Paul misses 2-pt jump shot from 20 ft,,31,42
194,2,2:07.0,,Defensive rebound by T. Snell,31,42
195,2,1:52.0,,Turnover by T. Snell (bad pass),31,42
196,2,1:26.0,B. Griffin misses 3-pt jump shot from 25 ft,,31,42
197,2,1:25.0,,Defensive rebound by T. Snell,31,42
198,2,1:12.0,,Turnover by P. Gasol (bad pass),31,42
199,2,1:12.0,W. Johnson enters the game for L. Mbah a Moute,,31,42
200,2,1:02.0,B. Griffin misses 2-pt jump shot from 19 ft,,31,42
201,2,1:02.0,Offensive rebound by Team,,31,42
202,2,1:02.0,,Loose ball foul by T. Snell (drawn by J. Redick),31,42
203,2,1:02.0,J. Redick makes free throw 1 of 2,,32,42
204,2,1:02.0,,D. McDermott enters the game for T. Snell,32,42
205,2,1:02.0,J. Redick makes free throw 2 of 2,,33,42
206,2,0:51.0,,Shooting foul by C. Paul (drawn by J. Butler),33,42
207,2,0:51.0,,J. Butler makes free throw 1 of 2,33,43
208,2,0:51.0,,J. Butler makes free throw 2 of 2,33,44
209,2,0:30.0,B. Griffin makes 2-pt jump shot from 15 ft (assist by C. Paul),,35,44
210,2,0:15.0,,D. McDermott misses 3-pt jump shot from 23 ft,35,44
211,2,0:14.0,,Offensive rebound by T. Gibson,35,44
212,2,0:00.0,,J. Butler misses 2-pt jump shot from 15 ft,35,44
213,2,0:00.0,,Offensive rebound by Team,35,44
214,3,11:40.0,,P. Gasol misses 2-pt jump shot from 18 ft,35,44
215,3,11:39.0,Defensive rebound by B. Griffin,,35,44
216,3,11:30.0,B. Griffin misses 2-pt jump shot from 18 ft,,35,44
217,3,11:29.0,,Defensive rebound by J. Butler,35,44
218,3,11:05.0,,T. Gibson makes 2-pt jump shot from 13 ft,35,46
219,3,10:38.0,Turnover by B. Griffin (bad pass; steal by J. Butler),,35,46
220,3,10:28.0,,D. Rose makes 2-pt jump shot from 8 ft (assist by J. Butler),35,48
221,3,10:27.0,LA Clippers full timeout,,35,48
222,3,10:14.0,Shooting foul by P. Gasol (drawn by B. Griffin),,35,48
223,3,10:14.0,B. Griffin makes free throw 1 of 2,,36,48
224,3,10:14.0,B. Griffin makes free throw 2 of 2,,37,48
225,3,9:55.0,,T. Gibson makes 2-pt layup from 1 ft (assist by J. Butler),37,50
226,3,9:34.0,J. Redick misses 2-pt jump shot from 21 ft,,37,50
227,3,9:33.0,Offensive rebound by D. Jordan,,37,50
228,3,9:27.0,B. Griffin makes 2-pt jump shot from 19 ft (assist by J. Redick),,39,50
229,3,9:03.0,,P. Gasol misses 2-pt jump shot from 18 ft,39,50
230,3,9:02.0,Defensive rebound by B. Griffin,,39,50
231,3,8:53.0,C. Paul misses 2-pt jump shot from 20 ft,,39,50
232,3,8:52.0,,Defensive rebound by T. Gibson,39,50
233,3,8:36.0,,P. Gasol makes 3-pt jump shot from 23 ft (assist by D. Rose),39,53
234,3,8:21.0,B. Griffin misses 2-pt jump shot from 21 ft,,39,53
235,3,8:20.0,Offensive rebound by D. Jordan,,39,53
236,3,8:17.0,C. Paul misses 3-pt jump shot from 24 ft,,39,53
237,3,8:15.0,Offensive rebound by B. Griffin,,39,53
238,3,8:13.0,Turnover by C. Paul (bad pass; steal by J. Butler),,39,53
239,3,8:06.0,,T. Gibson makes 2-pt dunk at rim (assist by J. Butler),39,55
240,3,7:42.0,L. Mbah a Moute misses 2-pt layup from 2 ft,,39,55
241,3,7:39.0,Offensive rebound by L. Mbah a Moute,,39,55
242,3,7:39.0,L. Mbah a Moute misses 2-pt layup from 1 ft (block by P. Gasol),,39,55
243,3,7:36.0,Offensive rebound by L. Mbah a Moute,,39,55
244,3,7:36.0,L. Mbah a Moute misses 2-pt layup from 1 ft (block by P. Gasol),,39,55
245,3,7:34.0,,Defensive rebound by D. Rose,39,55
246,3,7:22.0,,T. Snell misses 3-pt jump shot from 25 ft,39,55
247,3,7:21.0,Defensive rebound by L. Mbah a Moute,,39,55
248,3,7:11.0,Shooting foul by P. Gasol (drawn by B. Griffin),,39,55
249,3,7:11.0,B. Griffin makes free throw 1 of 2,,40,55
250,3,7:11.0,L. Stephenson enters the game for L. Mbah a Moute,,40,55
251,3,7:11.0,,K. Hinrich enters the game for D. Rose,40,55
252,3,7:11.0,B. Griffin makes free throw 2 of 2,,41,55
253,3,6:54.0,,J. Butler makes 2-pt jump shot from 22 ft,41,57
254,3,6:43.0,C. Paul makes 2-pt jump shot from 19 ft,,43,57
255,3,6:20.0,,J. Butler misses 2-pt jump shot from 20 ft,43,57
256,3,6:20.0,Defensive rebound by Team,,43,57
257,3,6:12.0,C. Paul misses 2-pt jump shot from 17 ft,,43,57
258,3,6:11.0,,Defensive rebound by T. Gibson,43,57
259,3,5:59.0,,Flagrant foul type 1 by B. Griffin (drawn by T. Gibson),43,57
260,3,5:59.0,J. Smith enters the game for B. Griffin,,43,57
261,3,5:59.0,,T. Gibson makes flagrant free throw 1 of 2,43,58
262,3,5:59.0,,T. Gibson makes flagrant free throw 2 of 2,43,59
263,3,5:43.0,,T. Gibson misses 2-pt jump shot from 5 ft,43,59
264,3,5:41.0,Defensive rebound by D. Jordan,,43,59
265,3,5:28.0,J. Redick makes 2-pt jump shot from 13 ft (assist by C. Paul),,45,59
266,3,5:28.0,Shooting foul by K. Hinrich (drawn by J. Redick),,45,59
267,3,5:28.0,J. Redick makes free throw 1 of 1,,46,59
268,3,5:09.0,,P. Gasol misses 2-pt jump shot from 12 ft,46,59
269,3,5:07.0,,Offensive rebound by J. Butler,46,59
270,3,5:03.0,,K. Hinrich misses 3-pt jump shot from 24 ft,46,59
271,3,5:02.0,Defensive rebound by L. Stephenson,,46,59
272,3,4:58.0,J. Smith makes 2-pt layup from 1 ft (assist by L. Stephenson),,48,59
273,3,4:41.0,,P. Gasol makes 2-pt jump shot from 17 ft (assist by K. Hinrich),48,61
274,3,4:25.0,D. Jordan makes 2-pt dunk at rim (assist by J. Smith),,50,61
275,3,4:02.0,,Shooting foul by J. Smith (drawn by J. Butler),50,61
276,3,4:02.0,,J. Butler misses free throw 1 of 2,50,61
277,3,4:02.0,,Offensive rebound by Team,50,61
278,3,4:02.0,,D. McDermott enters the game for T. Snell,50,61
279,3,4:02.0,,N. Mirotić enters the game for T. Gibson,50,61
280,3,4:02.0,,J. Noah enters the game for P. Gasol,50,61
281,3,4:02.0,,J. Butler makes free throw 2 of 2,50,62
282,3,3:51.0,Turnover by C. Paul (bad pass; steal by N. Mirotić),,50,62
283,3,3:46.0,,J. Butler misses 3-pt jump shot from 25 ft,50,62
284,3,3:44.0,Defensive rebound by J. Redick,,50,62
285,3,3:36.0,D. Jordan makes 2-pt dunk at rim (assist by J. Smith),,52,62
286,3,3:05.0,,K. Hinrich misses 3-pt jump shot from 22 ft,52,62
287,3,3:04.0,,Offensive rebound by J. Noah,52,62
288,3,2:52.0,,K. Hinrich misses 3-pt jump shot from 25 ft,52,62
289,3,2:51.0,,Offensive rebound by J. Noah,52,62
290,3,2:49.0,,Turnover by J. Noah (bad pass; steal by L. Stephenson),52,62
291,3,2:48.0,Personal foul by D. McDermott (drawn by J. Redick),,52,62
292,3,2:48.0,,Chicago full timeout,52,62
293,3,2:48.0,A. Rivers enters the game for C. Paul,,52,62
294,3,2:48.0,,A. Brooks enters the game for J. Butler,52,62
295,3,2:39.0,L. Stephenson makes 2-pt jump shot from 19 ft (assist by A. Rivers),,54,62
296,3,2:18.0,,D. McDermott misses 2-pt jump shot from 6 ft,54,62
297,3,2:17.0,Defensive rebound by L. Stephenson,,54,62
298,3,2:09.0,J. Smith misses 3-pt jump shot from 25 ft,,54,62
299,3,2:08.0,,Defensive rebound by J. Noah,54,62
300,3,1:59.0,,Turnover by J. Noah (bad pass),54,62
301,3,1:48.0,J. Smith misses 2-pt layup from 3 ft,,54,62
302,3,1:47.0,,Defensive rebound by N. Mirotić,54,62
303,3,1:35.0,,A. Brooks misses 2-pt layup from 1 ft,54,62
304,3,1:34.0,Defensive rebound by A. Rivers,,54,62
305,3,1:20.0,J. Redick misses 2-pt jump shot from 21 ft,,54,62
306,3,1:19.0,,Defensive rebound by N. Mirotić,54,62
307,3,1:10.0,,Turnover by K. Hinrich (lost ball),54,62
308,3,1:10.0,J. Crawford enters the game for J. Redick,,54,62
309,3,1:01.0,L. Stephenson misses 2-pt jump shot from 19 ft,,54,62
310,3,1:00.0,,Defensive rebound by N. Mirotić,54,62
311,3,0:49.0,,N. Mirotić misses 3-pt jump shot from 25 ft,54,62
312,3,0:48.0,Defensive rebound by J. Smith,,54,62
313,3,0:45.0,Turnover by J. Smith (lost ball; steal by J. Noah),,54,62
314,3,0:41.0,,N. Mirotić makes 2-pt layup from 1 ft (assist by A. Brooks),54,64
315,3,0:19.0,A. Rivers misses 3-pt jump shot from 23 ft,,54,64
316,3,0:18.0,,Defensive rebound by N. Mirotić,54,64
317,3,0:07.0,,Personal foul by A. Rivers (drawn by A. Brooks),54,64
318,3,0:07.0,L. Mbah a Moute enters the game for D. Jordan,,54,64
319,3,0:02.0,,A. Brooks misses 2-pt layup from 1 ft (block by J. Smith),54,64
320,3,0:01.0,,Offensive rebound by J. Noah,54,64
321,3,0:01.0,,J. Noah misses 2-pt layup from 1 ft,54,64
322,3,0:00.0,,Offensive rebound by Team,54,64
323,4,11:44.0,L. Mbah a Moute misses 2-pt jump shot from 19 ft,,54,64
324,4,11:43.0,,Defensive rebound by N. Mirotić,54,64
325,4,11:28.0,,Personal foul by L. Stephenson (drawn by A. Brooks),54,64
326,4,11:19.0,,D. Rose makes 2-pt jump shot from 15 ft,54,66
327,4,11:03.0,J. Smith misses 2-pt jump shot from 4 ft (block by J. Noah),,54,66
328,4,11:02.0,,Defensive rebound by J. Noah,54,66
329,4,10:45.0,,N. Mirotić misses 3-pt jump shot from 23 ft,54,66
330,4,10:45.0,Defensive rebound by Team,,54,66
331,4,10:36.0,Personal foul by J. Noah (drawn by L. Mbah a Moute),,54,66
332,4,10:36.0,W. Johnson enters the game for L. Mbah a Moute,,54,66
333,4,10:26.0,W. Johnson misses 3-pt jump shot from 24 ft,,54,66
334,4,10:25.0,Offensive rebound by A. Rivers,,54,66
335,4,10:20.0,A. Rivers makes 3-pt jump shot from 22 ft (assist by L. Stephenson),,57,66
336,4,10:04.0,,Personal foul by J. Smith (drawn by A. Brooks),57,66
337,4,9:47.0,,A. Brooks misses 2-pt jump shot from 4 ft,57,66
338,4,9:46.0,,Offensive rebound by J. Noah,57,66
339,4,9:46.0,,J. Noah misses 2-pt layup from 1 ft,57,66
340,4,9:44.0,,Offensive rebound by A. Brooks,57,66
341,4,9:42.0,,D. McDermott misses 2-pt layup from 1 ft,57,66
342,4,9:41.0,Defensive rebound by J. Smith,,57,66
343,4,9:31.0,W. Johnson makes 3-pt jump shot from 23 ft (assist by L. Stephenson),,60,66
344,4,9:31.0,,Chicago full timeout,60,66
345,4,9:31.0,,J. Butler enters the game for D. McDermott,60,66
346,4,9:13.0,,D. Rose misses 3-pt jump shot from 25 ft,60,66
347,4,9:12.0,Defensive rebound by W. Johnson,,60,66
348,4,8:53.0,J. Smith makes 3-pt jump shot from 24 ft (assist by L. Stephenson),,63,66
349,4,8:36.0,,A. Brooks misses 2-pt layup from 1 ft,63,66
350,4,8:35.0,,Offensive rebound by J. Noah,63,66
351,4,8:24.0,,N. Mirotić misses 2-pt layup at rim,63,66
352,4,8:22.0,Defensive rebound by W. Johnson,,63,66
353,4,8:14.0,J. Smith misses 2-pt layup from 2 ft,,63,66
354,4,8:13.0,,Defensive rebound by N. Mirotić,63,66
355,4,8:02.0,,D. Rose misses 2-pt jump shot from 21 ft,63,66
356,4,8:01.0,Defensive rebound by A. Rivers,,63,66
357,4,7:51.0,A. Rivers misses 2-pt jump shot from 20 ft,,63,66
358,4,7:50.0,,Defensive rebound by N. Mirotić,63,66
359,4,7:31.0,,J. Butler misses 2-pt jump shot from 16 ft,63,66
360,4,7:29.0,Defensive rebound by L. Stephenson,,63,66
361,4,7:19.0,J. Smith makes 3-pt jump shot from 24 ft (assist by J. Crawford),,66,66
362,4,7:19.0,,Chicago full timeout,66,66
363,4,7:19.0,,P. Gasol enters the game for J. Noah,66,66
364,4,7:19.0,,T. Gibson enters the game for N. Mirotić,66,66
365,4,7:19.0,Violation by Team (delay of game),,66,66
366,4,7:06.0,,P. Gasol misses 2-pt jump shot from 16 ft,66,66
367,4,7:05.0,Defensive rebound by J. Smith,,66,66
368,4,6:52.0,Turnover by J. Smith (bad pass),,66,66
369,4,6:35.0,,J. Butler makes 2-pt jump shot from 22 ft (assist by D. Rose),66,68
370,4,6:19.0,,Offensive charge foul by L. Stephenson (drawn by J. Butler),66,68
371,4,6:19.0,Turnover by L. Stephenson (offensive foul),,66,68
372,4,6:19.0,C. Paul enters the game for A. Rivers,,66,68
373,4,6:02.0,,P. Gasol misses 2-pt layup from 1 ft,66,68
374,4,6:01.0,Defensive rebound by J. Smith,,66,68
375,4,5:59.0,Turnover by J. Smith (bad pass; steal by D. Rose),,66,68
376,4,5:55.0,,A. Brooks misses 3-pt jump shot from 24 ft,66,68
377,4,5:54.0,,Offensive rebound by T. Gibson,66,68
378,4,5:54.0,,T. Gibson makes 2-pt dunk at rim,66,70
379,4,5:54.0,LA Clippers full timeout,,66,70
380,4,5:54.0,D. Jordan enters the game for W. Johnson,,66,70
381,4,5:54.0,J. Redick enters the game for J. Smith,,66,70
382,4,5:39.0,J. Redick misses 2-pt jump shot from 21 ft,,66,70
383,4,5:38.0,,Defensive rebound by T. Gibson,66,70
384,4,5:15.0,,D. Rose makes 3-pt jump shot from 25 ft (assist by T. Gibson),66,73
385,4,4:58.0,L. Stephenson makes 3-pt jump shot from 25 ft (assist by J. Crawford),,69,73
