,QUARTER,TIME_REMAINING,TORONTO_ACTION,PORTLAND_ACTION,TORONTO_SCORE,PORTLAND_SCORE
65,1,6:02.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,16,12
66,1,5:49.0,,Portland full timeout,16,12
67,1,5:49.0,,M. Leonard enters the game for M. Harkless,16,12
68,1,5:49.0,,A. Crabbe enters the game for C. McCollum,16,12
69,1,5:35.0,,A. Aminu misses 2-pt jump shot from 4 ft (block by K. Lowry),16,12
70,1,5:32.0,Defensive rebound by K. Lowry,,16,12
71,1,5:28.0,D. DeRozan makes 2-pt dunk at rim (assist by K. Lowry),,18,12
72,1,5:12.0,,Turnover by D. Lillard (lost ball),18,12
73,1,4:49.0,L. Scola makes 3-pt jump shot from 24 ft (assist by K. Lowry),,21,12
74,1,4:34.0,,D. Lillard makes 2-pt layup from 1 ft,21,14
75,1,4:22.0,D. DeRozan misses 2-pt jump shot from 6 ft,,21,14
76,1,4:22.0,,Defensive rebound by M. Leonard,21,14
77,1,4:10.0,,A. Aminu makes 2-pt layup at rim (assist by D. Lillard),21,16
78,1,4:04.0,Toronto full timeout,,21,16
79,1,4:04.0,J. Valančiūnas enters the game for N. Powell,,21,16
80,1,4:04.0,T. Ross enters the game for L. Scola,,21,16
81,1,4:04.0,,G. Henderson enters the game for A. Aminu,21,16
82,1,3:53.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,23,16
83,1,3:41.0,,M. Leonard misses 3-pt jump shot from 25 ft,23,16
84,1,3:40.0,Defensive rebound by J. Valančiūnas,,23,16
85,1,3:29.0,T. Ross makes 2-pt jump shot from 15 ft,,25,16
86,1,3:17.0,,Personal foul by K. Lowry (drawn by A. Crabbe),25,16
87,1,3:17.0,,A. Crabbe makes free throw 1 of 2,25,17
88,1,3:17.0,C. Joseph enters the game for K. Lowry,,25,17
89,1,3:17.0,,A. Crabbe makes free throw 2 of 2,25,18
90,1,3:00.0,Shooting foul by G. Henderson (drawn by T. Ross),,25,18
91,1,3:00.0,T. Ross makes free throw 1 of 3,,26,18
92,1,3:00.0,T. Ross makes free throw 2 of 3,,27,18
93,1,3:00.0,T. Ross misses free throw 3 of 3,,27,18
94,1,2:59.0,,Defensive rebound by E. Davis,27,18
95,1,2:43.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by D. Lillard),27,21
96,1,2:17.0,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,30,21
97,1,2:04.0,,M. Leonard misses 2-pt jump shot from 19 ft,30,21
98,1,2:03.0,Defensive rebound by T. Ross,,30,21
99,1,1:54.0,J. Valančiūnas makes 2-pt layup from 1 ft (assist by T. Ross),,32,21
100,1,1:37.0,,M. Leonard misses 3-pt jump shot from 24 ft,32,21
101,1,1:36.0,Defensive rebound by T. Ross,,32,21
102,1,1:17.0,J. Valančiūnas makes 2-pt dunk at rim (assist by P. Patterson),,34,21
103,1,1:00.0,,D. Lillard misses 2-pt jump shot from 4 ft,34,21
104,1,1:00.0,,Offensive rebound by E. Davis,34,21
105,1,1:00.0,,E. Davis makes 2-pt layup at rim,34,23
106,1,0:57.0,,Technical foul by D. Lillard,34,23
107,1,0:57.0,D. DeRozan misses technical free throw,,34,23
108,1,0:57.0,Offensive rebound by Team,,34,23
109,1,0:51.0,Turnover by C. Joseph (bad pass),,34,23
110,1,0:35.0,,D. Lillard misses 2-pt layup from 2 ft (block by J. Valančiūnas),34,23
111,1,0:34.0,Defensive rebound by D. DeRozan,,34,23
112,1,0:28.0,P. Patterson makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,37,23
113,1,0:11.0,,A. Crabbe makes 2-pt jump shot from 10 ft (assist by D. Lillard),37,25
114,1,0:00.0,D. DeRozan misses 2-pt jump shot from 22 ft,,37,25
115,1,0:00.0,Offensive rebound by Team,,37,25
116,2,11:45.0,C. Joseph makes 2-pt layup from 1 ft,,39,25
117,2,11:25.0,,A. Crabbe misses 2-pt jump shot from 14 ft,39,25
118,2,11:24.0,Defensive rebound by K. Lowry,,39,25
119,2,11:19.0,Personal foul by A. Crabbe (drawn by K. Lowry),,39,25
120,2,11:19.0,,M. Plumlee enters the game for E. Davis,39,25
121,2,11:19.0,,A. Aminu enters the game for M. Leonard,39,25
122,2,11:04.0,C. Joseph misses 2-pt layup from 1 ft,,39,25
123,2,11:04.0,Offensive rebound by J. Valančiūnas,,39,25
124,2,11:04.0,J. Valančiūnas misses 2-pt layup at rim,,39,25
125,2,11:03.0,Offensive rebound by J. Valančiūnas,,39,25
126,2,11:03.0,J. Valančiūnas misses 2-pt layup at rim,,39,25
127,2,11:01.0,,Defensive rebound by A. Aminu,39,25
128,2,10:41.0,,M. Plumlee misses 2-pt jump shot from 9 ft,39,25
129,2,10:41.0,Defensive rebound by Team,,39,25
130,2,10:21.0,T. Ross misses 2-pt jump shot from 19 ft,,39,25
131,2,10:18.0,Offensive rebound by J. Valančiūnas,,39,25
132,2,10:18.0,J. Valančiūnas makes 2-pt layup from 4 ft,,41,25
133,2,10:05.0,,M. Plumlee misses 2-pt layup from 1 ft (block by J. Valančiūnas),41,25
134,2,10:04.0,Defensive rebound by C. Joseph,,41,25
135,2,9:41.0,K. Lowry misses 2-pt layup at rim,,41,25
136,2,9:40.0,,Defensive rebound by G. Henderson,41,25
137,2,9:34.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by G. Henderson),41,27
138,2,9:09.0,C. Joseph misses 3-pt jump shot from 26 ft,,41,27
139,2,9:08.0,,Defensive rebound by A. Crabbe,41,27
140,2,9:01.0,,C. McCollum misses 2-pt layup from 2 ft (block by K. Lowry),41,27
141,2,9:01.0,,Offensive rebound by Team,41,27
142,2,8:48.0,,C. McCollum misses 3-pt jump shot from 24 ft,41,27
143,2,8:48.0,Defensive rebound by P. Patterson,,41,27
144,2,8:34.0,Shooting foul by G. Henderson (drawn by J. Valančiūnas),,41,27
145,2,8:34.0,Official timeout,,41,27
146,2,8:34.0,L. Scola enters the game for P. Patterson,,41,27
147,2,8:34.0,J. Valančiūnas makes free throw 1 of 2,,42,27
148,2,8:34.0,J. Valančiūnas makes free throw 2 of 2,,43,27
149,2,8:15.0,,A. Aminu makes 2-pt layup from 1 ft (assist by G. Henderson),43,29
150,2,7:59.0,K. Lowry misses 3-pt jump shot from 26 ft,,43,29
151,2,7:59.0,,Defensive rebound by M. Plumlee,43,29
152,2,7:49.0,,C. McCollum makes 2-pt jump shot from 14 ft,43,31
153,2,7:29.0,K. Lowry misses 2-pt layup from 1 ft (block by M. Plumlee),,43,31
154,2,7:28.0,,Defensive rebound by A. Aminu,43,31
155,2,7:22.0,,A. Aminu misses 2-pt jump shot from 3 ft,43,31
156,2,7:21.0,Defensive rebound by L. Scola,,43,31
157,2,7:06.0,T. Ross misses 3-pt jump shot from 24 ft,,43,31
158,2,7:04.0,,Defensive rebound by G. Henderson,43,31
159,2,6:56.0,,A. Aminu makes 3-pt jump shot from 22 ft (assist by G. Henderson),43,34
160,2,6:35.0,Personal foul by M. Plumlee (drawn by J. Valančiūnas),,43,34
161,2,6:35.0,D. DeRozan enters the game for C. Joseph,,43,34
162,2,6:24.0,D. DeRozan misses 2-pt jump shot from 13 ft,,43,34
163,2,6:24.0,,Defensive rebound by C. McCollum,43,34
164,2,6:09.0,,Turnover by C. McCollum (bad pass; steal by K. Lowry),43,34
165,2,6:04.0,L. Scola makes 3-pt jump shot from 22 ft (assist by K. Lowry),,46,34
166,2,5:49.0,,G. Henderson makes 3-pt jump shot from 25 ft (assist by C. McCollum),46,37
167,2,5:31.0,K. Lowry makes 2-pt jump shot from 4 ft,,48,37
168,2,5:17.0,,C. McCollum makes 2-pt jump shot from 3 ft,48,39
169,2,5:08.0,Toronto full timeout,,48,39
170,2,5:08.0,B. Biyombo enters the game for J. Valančiūnas,,48,39
171,2,5:08.0,,E. Davis enters the game for M. Plumlee,48,39
172,2,5:08.0,,D. Lillard enters the game for A. Crabbe,48,39
173,2,4:59.0,D. DeRozan makes 2-pt layup from 1 ft (assist by K. Lowry),,50,39
174,2,4:44.0,,C. McCollum misses 3-pt jump shot from 24 ft,50,39
175,2,4:43.0,Defensive rebound by L. Scola,,50,39
176,2,4:30.0,K. Lowry makes 3-pt jump shot from 28 ft (assist by L. Scola),,53,39
177,2,4:15.0,,D. Lillard misses 2-pt jump shot from 17 ft,53,39
178,2,4:14.0,Defensive rebound by T. Ross,,53,39
179,2,4:03.0,Turnover by K. Lowry (bad pass; steal by E. Davis),,53,39
180,2,4:00.0,,Personal foul by T. Ross (drawn by D. Lillard),53,39
181,2,4:00.0,,M. Leonard enters the game for A. Aminu,53,39
182,2,3:57.0,,C. McCollum makes 3-pt jump shot from 22 ft (assist by D. Lillard),53,42
183,2,3:40.0,Turnover by K. Lowry (bad pass; steal by G. Henderson),,53,42
184,2,3:36.0,,G. Henderson makes 2-pt jump shot from 5 ft,53,44
185,2,3:36.0,,Shooting foul by K. Lowry (drawn by G. Henderson),53,44
186,2,3:36.0,,A. Crabbe enters the game for C. McCollum,53,44
187,2,3:36.0,,G. Henderson makes free throw 1 of 1,53,45
188,2,3:15.0,K. Lowry misses 3-pt jump shot from 24 ft,,53,45
189,2,3:14.0,Offensive rebound by Team,,53,45
190,2,3:00.0,D. DeRozan misses 2-pt jump shot from 10 ft,,53,45
191,2,2:58.0,,Defensive rebound by G. Henderson,53,45
192,2,2:52.0,,M. Leonard makes 2-pt jump shot from 7 ft (assist by D. Lillard),53,47
193,2,2:37.0,D. DeRozan misses 2-pt jump shot from 3 ft,,53,47
194,2,2:37.0,,Portland full timeout,53,47
195,2,2:37.0,C. Joseph enters the game for L. Scola,,53,47
196,2,2:37.0,P. Patterson enters the game for K. Lowry,,53,47
197,2,2:37.0,,Offensive rebound by Team,53,47
198,2,2:24.0,,Turnover by M. Leonard (lost ball),53,47
199,2,2:08.0,C. Joseph misses 2-pt jump shot from 4 ft,,53,47
200,2,2:08.0,,Defensive rebound by D. Lillard,53,47
201,2,1:59.0,,M. Leonard misses 2-pt layup from 2 ft,53,47
202,2,1:59.0,Defensive rebound by P. Patterson,,53,47
203,2,1:54.0,Personal foul by G. Henderson (drawn by D. DeRozan),,53,47
204,2,1:54.0,,C. McCollum enters the game for G. Henderson,53,47
205,2,1:47.0,T. Ross makes 2-pt jump shot from 15 ft (assist by C. Joseph),,55,47
206,2,1:30.0,,D. Lillard misses 3-pt jump shot from 25 ft,55,47
207,2,1:30.0,Defensive rebound by B. Biyombo,,55,47
208,2,1:17.0,T. Ross makes 2-pt jump shot from 4 ft (assist by C. Joseph),,57,47
209,2,1:01.0,,A. Crabbe misses 2-pt jump shot from 17 ft,57,47
210,2,1:00.0,,Offensive rebound by A. Crabbe,57,47
211,2,0:59.0,,A. Crabbe makes 2-pt layup from 1 ft,57,49
212,2,0:43.0,C. Joseph misses 2-pt jump shot from 12 ft,,57,49
213,2,0:42.0,,Defensive rebound by C. McCollum,57,49
214,2,0:32.0,,Turnover by A. Crabbe (lost ball; steal by P. Patterson),57,49
215,2,0:26.0,C. Joseph makes 2-pt layup from 1 ft (assist by D. DeRozan),,59,49
216,2,0:08.0,,Shooting foul by C. Joseph (drawn by D. Lillard),59,49
217,2,0:08.0,,D. Lillard makes free throw 1 of 2,59,50
218,2,0:08.0,Toronto full timeout,,59,50
219,2,0:08.0,,A. Aminu enters the game for M. Leonard,59,50
220,2,0:08.0,L. Scola enters the game for B. Biyombo,,59,50
221,2,0:08.0,K. Lowry enters the game for P. Patterson,,59,50
222,2,0:08.0,,D. Lillard makes free throw 2 of 2,59,51
223,2,0:00.0,K. Lowry misses 3-pt jump shot from 25 ft,,59,51
224,2,0:00.0,Offensive rebound by Team,,59,51
225,3,11:34.0,Turnover by Team (shot clock),,59,51
226,3,11:14.0,,D. Lillard misses 2-pt jump shot from 20 ft,59,51
227,3,11:13.0,Defensive rebound by L. Scola,,59,51
228,3,11:02.0,D. DeRozan misses 2-pt jump shot from 14 ft,,59,51
229,3,11:02.0,,Defensive rebound by M. Plumlee,59,51
230,3,10:54.0,,Turnover by C. McCollum (bad pass; steal by K. Lowry),59,51
231,3,10:50.0,K. Lowry makes 2-pt layup from 2 ft (assist by L. Scola),,61,51
232,3,10:28.0,,A. Aminu misses 3-pt jump shot from 24 ft,61,51
233,3,10:26.0,Defensive rebound by J. Valančiūnas,,61,51
234,3,10:06.0,D. DeRozan misses 2-pt jump shot from 13 ft (block by M. Harkless),,61,51
235,3,10:05.0,,Defensive rebound by C. McCollum,61,51
236,3,9:55.0,,C. McCollum makes 3-pt jump shot from 23 ft (assist by D. Lillard),61,54
237,3,9:31.0,D. DeRozan makes 2-pt layup at rim,,63,54
238,3,9:31.0,Shooting foul by M. Harkless (drawn by D. DeRozan),,63,54
239,3,9:31.0,D. DeRozan makes free throw 1 of 1,,64,54
240,3,9:22.0,Violation by K. Lowry (kicked ball),,64,54
241,3,9:14.0,,C. McCollum misses 2-pt jump shot from 4 ft,64,54
242,3,9:13.0,,Offensive rebound by M. Plumlee,64,54
243,3,9:11.0,,M. Plumlee makes 2-pt layup from 2 ft,64,56
244,3,8:53.0,Turnover by K. Lowry (bad pass; steal by M. Harkless),,64,56
245,3,8:47.0,,M. Harkless makes 2-pt layup at rim,64,58
246,3,8:36.0,Turnover by K. Lowry (bad pass; steal by A. Aminu),,64,58
247,3,8:23.0,,Shooting foul by N. Powell (drawn by M. Plumlee),64,58
248,3,8:23.0,,M. Plumlee misses free throw 1 of 2,64,58
249,3,8:23.0,,Offensive rebound by Team,64,58
250,3,8:23.0,,M. Plumlee misses free throw 2 of 2,64,58
251,3,8:22.0,Defensive rebound by J. Valančiūnas,,64,58
252,3,7:59.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by L. Scola),,67,58
253,3,7:39.0,,D. Lillard misses 2-pt jump shot from 14 ft,67,58
254,3,7:39.0,Defensive rebound by N. Powell,,67,58
255,3,7:27.0,Personal foul by M. Plumlee (drawn by J. Valančiūnas),,67,58
256,3,7:22.0,Turnover by J. Valančiūnas (lost ball),,67,58
257,3,7:12.0,,Personal foul by L. Scola (drawn by D. Lillard),67,58
258,3,7:09.0,,D. Lillard makes 2-pt jump shot from 18 ft (assist by M. Harkless),67,60
259,3,6:43.0,J. Valančiūnas misses 2-pt jump shot from 17 ft,,67,60
260,3,6:42.0,,Defensive rebound by D. Lillard,67,60
261,3,6:28.0,,Shooting foul by L. Scola (drawn by D. Lillard),67,60
262,3,6:28.0,,D. Lillard makes free throw 1 of 2,67,61
263,3,6:28.0,T. Ross enters the game for N. Powell,,67,61
264,3,6:28.0,,D. Lillard makes free throw 2 of 2,67,62
265,3,6:12.0,Turnover by K. Lowry (lost ball),,67,62
266,3,5:59.0,,Turnover by D. Lillard (bad pass; steal by D. DeRozan),67,62
267,3,5:53.0,D. DeRozan makes 2-pt jump shot from 3 ft (assist by K. Lowry),,69,62
268,3,5:33.0,,C. McCollum makes 2-pt jump shot from 14 ft,69,64
269,3,5:18.0,K. Lowry misses 2-pt layup from 2 ft (block by D. Lillard),,69,64
270,3,5:18.0,Offensive rebound by Team,,69,64
271,3,5:18.0,,Portland full timeout,69,64
272,3,5:18.0,,A. Crabbe enters the game for M. Plumlee,69,64
273,3,5:18.0,,M. Leonard enters the game for C. McCollum,69,64
274,3,5:11.0,Turnover by T. Ross (lost ball),,69,64
275,3,5:03.0,,A. Aminu misses 3-pt jump shot from 22 ft,69,64
276,3,5:02.0,Defensive rebound by D. DeRozan,,69,64
277,3,4:49.0,D. DeRozan misses 2-pt jump shot from 16 ft,,69,64
278,3,4:49.0,,Defensive rebound by D. Lillard,69,64
279,3,4:41.0,,M. Leonard misses 3-pt jump shot from 24 ft,69,64
280,3,4:41.0,Defensive rebound by Team,,69,64
281,3,4:26.0,D. DeRozan makes 2-pt jump shot from 13 ft,,71,64
282,3,4:01.0,,D. Lillard misses 3-pt jump shot from 28 ft,71,64
283,3,4:00.0,,Offensive rebound by M. Leonard,71,64
284,3,3:55.0,,D. Lillard makes 2-pt layup from 1 ft (assist by M. Leonard),71,66
285,3,3:41.0,Personal foul by A. Crabbe (drawn by J. Valančiūnas),,71,66
286,3,3:41.0,P. Patterson enters the game for L. Scola,,71,66
287,3,3:35.0,D. DeRozan misses 2-pt layup from 1 ft,,71,66
288,3,3:34.0,,Defensive rebound by A. Aminu,71,66
289,3,3:29.0,,Turnover by M. Harkless (step out of bounds),71,66
290,3,3:15.0,K. Lowry misses 2-pt jump shot from 3 ft,,71,66
291,3,3:14.0,Offensive rebound by J. Valančiūnas,,71,66
292,3,3:14.0,J. Valančiūnas makes 2-pt layup at rim,,73,66
293,3,2:54.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by M. Leonard),73,69
294,3,2:34.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by P. Patterson),,76,69
295,3,2:18.0,,Shooting foul by T. Ross (drawn by A. Crabbe),76,69
296,3,2:18.0,Toronto full timeout,,76,69
297,3,2:18.0,,E. Davis enters the game for M. Harkless,76,69
298,3,2:18.0,,G. Henderson enters the game for A. Aminu,76,69
299,3,2:18.0,B. Biyombo enters the game for J. Valančiūnas,,76,69
300,3,2:18.0,C. Joseph enters the game for K. Lowry,,76,69
301,3,2:18.0,,A. Crabbe makes free throw 1 of 2,76,70
302,3,2:18.0,,A. Crabbe makes free throw 2 of 2,76,71
303,3,2:08.0,Personal foul by A. Crabbe (drawn by D. DeRozan),,76,71
304,3,1:56.0,C. Joseph makes 2-pt layup at rim,,78,71
305,3,1:41.0,,G. Henderson makes 2-pt layup from 1 ft (assist by M. Leonard),78,73
306,3,1:22.0,D. DeRozan makes 2-pt layup from 2 ft,,80,73
307,3,1:05.0,,G. Henderson misses 2-pt jump shot from 18 ft,80,73
308,3,1:04.0,Defensive rebound by D. DeRozan,,80,73
309,3,0:54.0,D. DeRozan misses 2-pt layup from 2 ft,,80,73
310,3,0:53.0,,Defensive rebound by M. Leonard,80,73
311,3,0:42.0,,A. Crabbe makes 2-pt jump shot from 17 ft (assist by D. Lillard),80,75
312,3,0:33.0,C. Joseph makes 2-pt jump shot from 18 ft,,82,75
313,3,0:23.0,,Turnover by D. Lillard (bad pass; steal by P. Patterson),82,75
314,4,11:47.0,,Turnover by C. McCollum (bad pass),82,75
315,4,11:35.0,T. Ross misses 2-pt jump shot from 18 ft,,82,75
316,4,11:35.0,,Defensive rebound by E. Davis,82,75
317,4,11:23.0,,M. Leonard makes 2-pt jump shot from 15 ft,82,77
318,4,10:59.0,K. Lowry misses 2-pt layup from 1 ft,,82,77
319,4,10:58.0,,Defensive rebound by M. Leonard,82,77
320,4,10:52.0,,C. McCollum misses 2-pt jump shot from 16 ft,82,77
321,4,10:51.0,Defensive rebound by B. Biyombo,,82,77
322,4,10:33.0,Turnover by K. Lowry (lost ball; steal by A. Crabbe),,82,77
323,4,10:25.0,,C. McCollum makes 2-pt jump shot from 15 ft,82,79
324,4,10:02.0,C. Joseph makes 2-pt jump shot from 8 ft (assist by K. Lowry),,84,79
325,4,9:49.0,,M. Leonard makes 2-pt jump shot from 16 ft,84,81
326,4,9:32.0,T. Ross misses 3-pt jump shot from 23 ft,,84,81
327,4,9:31.0,,Defensive rebound by E. Davis,84,81
328,4,9:22.0,,Turnover by C. McCollum (bad pass; steal by P. Patterson),84,81
329,4,9:17.0,T. Ross misses 2-pt layup from 1 ft (block by G. Henderson),,84,81
330,4,9:05.0,Offensive rebound by P. Patterson,,84,81
331,4,9:05.0,P. Patterson misses 2-pt dunk at rim,,84,81
332,4,9:03.0,,Defensive rebound by G. Henderson,84,81
333,4,9:02.0,,G. Henderson misses 2-pt jump shot from 17 ft,84,81
334,4,9:02.0,,Offensive rebound by E. Davis,84,81
335,4,9:02.0,,Turnover by A. Crabbe (step out of bounds),84,81
336,4,8:45.0,K. Lowry makes 3-pt jump shot from 24 ft,,87,81
337,4,8:28.0,,Offensive foul by E. Davis (drawn by K. Lowry),87,81
338,4,8:28.0,,Turnover by E. Davis (offensive foul),87,81
339,4,8:28.0,Official timeout,,87,81
340,4,8:15.0,K. Lowry makes 2-pt jump shot from 5 ft (assist by P. Patterson),,89,81
341,4,7:58.0,,C. McCollum misses 2-pt jump shot from 9 ft,89,81
342,4,7:58.0,Defensive rebound by C. Joseph,,89,81
343,4,7:46.0,C. Joseph misses 2-pt jump shot from 12 ft,,89,81
344,4,7:44.0,,Defensive rebound by C. McCollum,89,81
345,4,7:39.0,,A. Crabbe misses 3-pt jump shot from 24 ft,89,81
346,4,7:38.0,Defensive rebound by B. Biyombo,,89,81
347,4,7:20.0,T. Ross makes 2-pt jump shot from 18 ft,,91,81
348,4,7:01.0,,C. McCollum misses 2-pt jump shot from 8 ft,91,81
349,4,7:00.0,Defensive rebound by K. Lowry,,91,81
350,4,6:52.0,K. Lowry makes 3-pt jump shot from 24 ft,,94,81
351,4,6:52.0,,Portland full timeout,94,81
352,4,6:52.0,,M. Plumlee enters the game for E. Davis,94,81
353,4,6:52.0,,D. Lillard enters the game for C. McCollum,94,81
354,4,6:52.0,,A. Aminu enters the game for M. Leonard,94,81
355,4,6:40.0,,G. Henderson makes 2-pt layup from 3 ft (assist by D. Lillard),94,83
356,4,6:18.0,Shooting foul by A. Crabbe (drawn by K. Lowry),,94,83
357,4,6:18.0,K. Lowry makes free throw 1 of 3,,95,83
358,4,6:18.0,K. Lowry makes free throw 2 of 3,,96,83
359,4,6:18.0,K. Lowry makes free throw 3 of 3,,97,83
360,4,6:06.0,,D. Lillard makes 3-pt jump shot from 24 ft,97,86
361,4,5:46.0,K. Lowry misses 2-pt jump shot from 20 ft,,97,86
362,4,5:46.0,,Defensive rebound by G. Henderson,97,86
363,4,5:33.0,,D. Lillard misses 3-pt jump shot from 24 ft,97,86
364,4,5:32.0,Defensive rebound by C. Joseph,,97,86
365,4,5:22.0,Turnover by B. Biyombo (lost ball),,97,86
366,4,5:12.0,,D. Lillard misses 2-pt jump shot from 3 ft,97,86
367,4,5:11.0,Defensive rebound by K. Lowry,,97,86
368,4,4:59.0,T. Ross makes 2-pt jump shot from 20 ft (assist by C. Joseph),,99,86
369,4,4:44.0,,Personal foul by T. Ross (drawn by G. Henderson),99,86
370,4,4:44.0,D. DeRozan enters the game for B. Biyombo,,99,86
371,4,4:44.0,J. Valančiūnas enters the game for T. Ross,,99,86
372,4,4:44.0,,C. McCollum enters the game for G. Henderson,99,86
373,4,4:34.0,,A. Crabbe misses 3-pt jump shot from 24 ft,99,86
374,4,4:32.0,,Offensive rebound by M. Plumlee,99,86
375,4,4:22.0,,Shooting foul by J. Valančiūnas (drawn by D. Lillard),99,86
376,4,4:22.0,,D. Lillard misses free throw 1 of 2,99,86
377,4,4:22.0,,Offensive rebound by Team,99,86
378,4,4:22.0,,D. Lillard makes free throw 2 of 2,99,87
379,4,4:06.0,D. DeRozan makes 2-pt jump shot from 17 ft,,101,87
