,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,GOLDEN STATE_ACTION,LA CLIPPERS_SCORE,GOLDEN STATE_SCORE
0,1,11:33.0,C. Paul misses 2-pt jump shot from 17 ft,,0,0
1,1,11:32.0,,Defensive rebound by D. Green,0,0
2,1,11:16.0,,K. Thompson misses 2-pt jump shot from 18 ft,0,0
3,1,11:14.0,Defensive rebound by P. Pierce,,0,0
4,1,11:09.0,Turnover by C. Paul (bad pass; steal by K. Thompson),,0,0
5,1,11:03.0,,Shooting foul by P. Pierce (drawn by H. Barnes),0,0
6,1,11:03.0,,H. Barnes makes free throw 1 of 2,0,1
7,1,11:03.0,,H. Barnes misses free throw 2 of 2,0,1
8,1,11:02.0,Defensive rebound by D. Jordan,,0,1
9,1,10:39.0,L. Mbah a Moute makes 2-pt layup from 2 ft (assist by C. Paul),,2,1
10,1,10:19.0,,H. Barnes misses 2-pt layup from 2 ft,2,1
11,1,10:18.0,Defensive rebound by C. Paul,,2,1
12,1,10:11.0,J. Redick makes 3-pt jump shot from 27 ft (assist by C. Paul),,5,1
13,1,10:02.0,,Personal foul by L. Mbah a Moute,5,1
14,1,9:52.0,,K. Thompson misses 2-pt jump shot from 11 ft,5,1
15,1,9:51.0,Defensive rebound by P. Pierce,,5,1
16,1,9:42.0,C. Paul misses 3-pt jump shot from 26 ft,,5,1
17,1,9:41.0,Offensive rebound by P. Pierce,,5,1
18,1,9:27.0,Shooting foul by A. Bogut (drawn by D. Jordan),,5,1
19,1,9:27.0,D. Jordan misses free throw 1 of 2,,5,1
20,1,9:27.0,Offensive rebound by Team,,5,1
21,1,9:27.0,D. Jordan makes free throw 2 of 2,,6,1
22,1,9:09.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by A. Bogut),6,3
23,1,8:51.0,Turnover by P. Pierce (lost ball; steal by S. Curry),,6,3
24,1,8:45.0,,S. Curry makes 2-pt layup from 1 ft,6,5
25,1,8:21.0,C. Paul makes 2-pt jump shot from 19 ft,,8,5
26,1,8:12.0,,Turnover by K. Thompson (bad pass; steal by P. Pierce),8,5
27,1,8:08.0,Personal foul by D. Green,,8,5
28,1,8:00.0,J. Redick misses 2-pt jump shot from 22 ft,,8,5
29,1,8:00.0,Offensive rebound by J. Redick,,8,5
30,1,7:56.0,J. Redick misses 2-pt jump shot from 12 ft,,8,5
31,1,7:55.0,,Defensive rebound by H. Barnes,8,5
32,1,7:43.0,,D. Green misses 3-pt jump shot from 25 ft,8,5
33,1,7:43.0,Defensive rebound by J. Redick,,8,5
34,1,7:36.0,Personal foul by S. Curry,,8,5
35,1,7:29.0,D. Jordan misses 2-pt layup from 2 ft (block by A. Bogut),,8,5
36,1,7:28.0,,Defensive rebound by D. Green,8,5
37,1,7:22.0,,D. Green makes 2-pt layup from 2 ft,8,7
38,1,7:09.0,J. Redick misses 3-pt jump shot from 25 ft,,8,7
39,1,7:08.0,,Defensive rebound by A. Bogut,8,7
40,1,6:57.0,,H. Barnes makes 2-pt layup from 2 ft (assist by K. Thompson),8,9
41,1,6:43.0,J. Redick misses 3-pt jump shot from 24 ft,,8,9
42,1,6:43.0,,Defensive rebound by D. Green,8,9
43,1,6:40.0,,Shooting foul by L. Mbah a Moute (drawn by D. Green),8,9
44,1,6:40.0,,D. Green makes free throw 1 of 2,8,10
45,1,6:40.0,J. Green enters the game for P. Pierce,,8,10
46,1,6:40.0,W. Johnson enters the game for L. Mbah a Moute,,8,10
47,1,6:40.0,,D. Green misses free throw 2 of 2,8,10
48,1,6:39.0,Defensive rebound by D. Jordan,,8,10
49,1,6:28.0,C. Paul misses 2-pt layup from 1 ft (block by A. Bogut),,8,10
50,1,6:28.0,,Defensive rebound by D. Green,8,10
51,1,6:22.0,,S. Curry misses 3-pt jump shot from 27 ft,8,10
52,1,6:20.0,Defensive rebound by D. Jordan,,8,10
53,1,6:11.0,J. Green misses 3-pt jump shot from 23 ft,,8,10
54,1,6:11.0,,Defensive rebound by S. Curry,8,10
55,1,6:07.0,,Personal foul by C. Paul,8,10
56,1,5:58.0,,D. Green misses 2-pt layup from 2 ft (block by D. Jordan),8,10
57,1,5:57.0,Defensive rebound by D. Jordan,,8,10
58,1,5:51.0,W. Johnson makes 2-pt layup from 1 ft (assist by D. Jordan),,10,10
59,1,5:42.0,,S. Curry misses 2-pt jump shot from 18 ft,10,10
60,1,5:41.0,Defensive rebound by J. Green,,10,10
61,1,5:31.0,J. Green makes 2-pt layup from 1 ft (assist by C. Paul),,12,10
62,1,5:11.0,,H. Barnes misses 2-pt jump shot from 22 ft,12,10
63,1,5:09.0,,Offensive rebound by A. Bogut,12,10
64,1,5:05.0,,S. Curry makes 3-pt jump shot from 23 ft (assist by A. Bogut),12,13
65,1,4:50.0,LA Clippers full timeout,,12,13
66,1,4:50.0,J. Crawford enters the game for J. Redick,,12,13
67,1,4:50.0,,M. Speights enters the game for A. Bogut,12,13
68,1,4:50.0,,L. Barbosa enters the game for K. Thompson,12,13
69,1,4:37.0,J. Green makes 3-pt jump shot from 24 ft (assist by C. Paul),,15,13
70,1,4:27.0,,Turnover by D. Green (bad pass),15,13
