,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MIAMI_ACTION,CHICAGO_SCORE,MIAMI_SCORE
0,1,11:38.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by N. Mirotić),,2,0
1,1,11:22.0,,A. Stoudemire misses 2-pt layup from 1 ft,2,0
2,1,11:21.0,Defensive rebound by D. Rose,,2,0
3,1,11:15.0,D. Rose misses 2-pt jump shot from 18 ft,,2,0
4,1,11:14.0,,Defensive rebound by A. Stoudemire,2,0
5,1,11:01.0,,A. Stoudemire misses 2-pt jump shot from 19 ft,2,0
6,1,11:00.0,Defensive rebound by P. Gasol,,2,0
7,1,10:52.0,Turnover by P. Gasol (lost ball; steal by A. Stoudemire),,2,0
8,1,10:35.0,,L. Deng makes 2-pt layup from 1 ft,2,2
9,1,10:18.0,N. Mirotić misses 2-pt jump shot from 9 ft,,2,2
10,1,10:17.0,,Defensive rebound by G. Dragić,2,2
11,1,10:07.0,,G. Dragić misses 2-pt jump shot from 16 ft,2,2
12,1,10:06.0,Defensive rebound by M. Dunleavy,,2,2
13,1,9:52.0,D. Rose makes 2-pt layup from 1 ft,,4,2
14,1,9:41.0,,Turnover by D. Wade (bad pass),4,2
15,1,9:25.0,J. Butler misses 2-pt jump shot from 11 ft,,4,2
16,1,9:24.0,,Defensive rebound by A. Stoudemire,4,2
17,1,9:13.0,,Turnover by L. Deng (traveling),4,2
18,1,9:03.0,P. Gasol makes 2-pt dunk at rim (assist by J. Butler),,6,2
19,1,8:33.0,,Turnover by D. Wade (bad pass; steal by N. Mirotić),6,2
20,1,8:30.0,Personal foul by G. Dragić,,6,2
21,1,8:24.0,P. Gasol misses 2-pt layup from 2 ft,,6,2
22,1,8:23.0,Offensive rebound by P. Gasol,,6,2
23,1,8:22.0,P. Gasol misses 2-pt jump shot from 1 ft,,6,2
24,1,8:21.0,,Defensive rebound by G. Dragić,6,2
25,1,8:15.0,,J. Johnson makes 2-pt hook shot from 3 ft,6,4
26,1,7:46.0,D. Rose makes 2-pt jump shot from 8 ft,,8,4
27,1,7:26.0,,J. Johnson makes 3-pt jump shot from 25 ft (assist by L. Deng),8,7
28,1,7:11.0,J. Butler makes 2-pt jump shot from 11 ft,,10,7
29,1,6:59.0,,D. Wade misses 2-pt jump shot from 13 ft,10,7
30,1,6:58.0,Defensive rebound by P. Gasol,,10,7
31,1,6:53.0,Turnover by P. Gasol (lost ball; steal by A. Stoudemire),,10,7
32,1,6:44.0,,A. Stoudemire makes 2-pt jump shot from 3 ft (assist by L. Deng),10,9
33,1,6:32.0,D. Rose makes 2-pt jump shot from 17 ft,,12,9
34,1,6:09.0,,G. Dragić makes 2-pt jump shot from 17 ft,12,11
35,1,5:59.0,D. Rose misses 2-pt layup from 2 ft (block by G. Dragić),,12,11
36,1,5:58.0,Offensive rebound by D. Rose,,12,11
37,1,5:46.0,P. Gasol makes 2-pt jump shot from 4 ft,,14,11
38,1,5:40.0,,G. Dragić misses 2-pt layup from 1 ft,14,11
39,1,5:39.0,Defensive rebound by P. Gasol,,14,11
40,1,5:24.0,J. Butler misses 2-pt jump shot from 19 ft,,14,11
41,1,5:23.0,,Defensive rebound by D. Wade,14,11
42,1,5:19.0,Offensive charge foul by D. Wade (drawn by D. Rose),,14,11
43,1,5:19.0,,Turnover by D. Wade (offensive foul),14,11
44,1,5:19.0,,Miami full timeout,14,11
45,1,5:19.0,,J. Winslow enters the game for L. Deng,14,11
46,1,5:19.0,,J. Richardson enters the game for A. Stoudemire,14,11
47,1,5:19.0,,H. Whiteside enters the game for G. Dragić,14,11
48,1,5:08.0,J. Butler makes 2-pt dunk at rim (assist by P. Gasol),,16,11
49,1,4:41.0,,J. Winslow misses 3-pt jump shot from 23 ft,16,11
50,1,4:40.0,,Offensive rebound by D. Wade,16,11
51,1,4:38.0,,D. Wade makes 2-pt layup from 1 ft,16,13
52,1,4:14.0,J. Butler misses 2-pt jump shot from 5 ft,,16,13
53,1,4:13.0,Offensive rebound by P. Gasol,,16,13
54,1,4:12.0,Turnover by Team (shot clock),,16,13
55,1,4:12.0,J. Holiday enters the game for D. Rose,,16,13
56,1,3:53.0,,D. Wade misses 2-pt jump shot from 6 ft,16,13
57,1,3:52.0,Defensive rebound by P. Gasol,,16,13
58,1,3:45.0,N. Mirotić misses 3-pt jump shot from 23 ft,,16,13
59,1,3:44.0,,Defensive rebound by H. Whiteside,16,13
60,1,3:32.0,,J. Richardson misses 2-pt jump shot from 15 ft,16,13
61,1,3:31.0,Defensive rebound by M. Dunleavy,,16,13
62,1,3:19.0,J. Holiday makes 2-pt layup from 1 ft (assist by J. Butler),,18,13
63,1,2:55.0,,H. Whiteside misses 2-pt hook shot from 7 ft,18,13
64,1,2:54.0,Defensive rebound by M. Dunleavy,,18,13
65,1,2:42.0,P. Gasol misses 2-pt hook shot from 5 ft,,18,13
66,1,2:41.0,,Defensive rebound by J. Winslow,18,13
67,1,2:37.0,,J. Winslow misses 2-pt layup at rim (block by J. Holiday),18,13
68,1,2:36.0,,Offensive rebound by J. Winslow,18,13
69,1,2:34.0,,J. Winslow makes 2-pt layup from 1 ft,18,15
70,1,2:33.0,Chicago full timeout,,18,15
71,1,2:33.0,,G. Dragić enters the game for J. Johnson,18,15
72,1,2:33.0,,L. Deng enters the game for D. Wade,18,15
73,1,2:33.0,C. Felício enters the game for M. Dunleavy,,18,15
74,1,2:33.0,D. McDermott enters the game for P. Gasol,,18,15
75,1,2:15.0,J. Holiday makes 2-pt dunk at rim (assist by J. Butler),,20,15
76,1,1:54.0,,H. Whiteside makes 2-pt jump shot from 2 ft (assist by G. Dragić),20,17
77,1,1:39.0,J. Holiday misses 2-pt jump shot from 13 ft,,20,17
78,1,1:38.0,,Defensive rebound by G. Dragić,20,17
79,1,1:33.0,,G. Dragić makes 2-pt jump shot from 9 ft,20,19
80,1,1:15.0,C. Felício misses 2-pt dunk at rim,,20,19
81,1,1:14.0,,Defensive rebound by J. Winslow,20,19
82,1,1:08.0,,Personal block foul by J. Butler,20,19
83,1,1:08.0,B. Portis enters the game for N. Mirotić,,20,19
84,1,0:57.0,,J. Richardson misses 3-pt jump shot from 23 ft,20,19
