,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,PORTLAND_ACTION,LA LAKERS_SCORE,PORTLAND_SCORE
116,2,9:06.0,,A. Crabbe misses 3-pt jump shot from 24 ft,31,43
117,2,9:05.0,,Offensive rebound by E. Davis,31,43
118,2,9:05.0,,Shooting foul by R. Kelly (drawn by E. Davis),31,43
119,2,9:05.0,,E. Davis makes free throw 1 of 2,31,44
120,2,9:05.0,,E. Davis makes free throw 2 of 2,31,45
121,2,8:45.0,R. Kelly misses 2-pt layup from 2 ft,,31,45
122,2,8:45.0,Offensive rebound by Team,,31,45
123,2,8:45.0,Official timeout,,31,45
124,2,8:41.0,Shooting foul by A. Crabbe (drawn by L. Williams),,31,45
125,2,8:41.0,L. Williams makes free throw 1 of 2,,32,45
126,2,8:41.0,L. Williams makes free throw 2 of 2,,33,45
127,2,8:26.0,,Personal foul by B. Bass (drawn by C. McCollum),33,45
128,2,8:16.0,,C. McCollum makes 2-pt jump shot from 19 ft,33,47
129,2,8:00.0,L. Williams makes 2-pt jump shot from 12 ft,,35,47
130,2,7:43.0,,G. Henderson makes 2-pt jump shot from 13 ft,35,49
131,2,7:29.0,L. Williams misses 2-pt layup at rim,,35,49
132,2,7:28.0,,Defensive rebound by E. Davis,35,49
133,2,7:16.0,,G. Henderson misses 2-pt jump shot from 16 ft,35,49
134,2,7:16.0,Defensive rebound by B. Bass,,35,49
135,2,7:06.0,Offensive foul by R. Kelly (drawn by G. Henderson),,35,49
136,2,7:06.0,Turnover by R. Kelly (offensive foul),,35,49
137,2,6:45.0,,Turnover by C. McCollum (bad pass; steal by B. Bass),35,49
138,2,6:33.0,A. Brown makes 3-pt jump shot from 25 ft (assist by D. Russell),,38,49
139,2,6:32.0,,Portland full timeout,38,49
140,2,6:32.0,J. Randle enters the game for R. Kelly,,38,49
141,2,6:32.0,,D. Lillard enters the game for C. McCollum,38,49
142,2,6:32.0,,M. Plumlee enters the game for E. Davis,38,49
143,2,6:32.0,,A. Aminu enters the game for G. Henderson,38,49
144,2,6:25.0,,D. Lillard makes 2-pt layup from 1 ft,38,51
145,2,6:09.0,L. Williams misses 2-pt jump shot from 14 ft,,38,51
146,2,6:09.0,Offensive rebound by B. Bass,,38,51
147,2,6:01.0,L. Williams makes 3-pt jump shot from 24 ft,,41,51
148,2,5:47.0,,D. Lillard makes 2-pt jump shot from 22 ft,41,53
149,2,5:29.0,D. Russell misses 2-pt jump shot from 13 ft,,41,53
150,2,5:28.0,,Defensive rebound by M. Plumlee,41,53
151,2,5:07.0,,M. Plumlee misses 2-pt jump shot from 12 ft,41,53
152,2,5:06.0,Defensive rebound by D. Russell,,41,53
153,2,4:54.0,J. Randle makes 2-pt hook shot from 3 ft,,43,53
154,2,4:28.0,,D. Lillard misses 2-pt jump shot from 13 ft,43,53
155,2,4:28.0,,Offensive rebound by Team,43,53
156,2,4:28.0,,Turnover by Team (shot clock),43,53
157,2,4:28.0,K. Bryant enters the game for D. Russell,,43,53
158,2,4:28.0,J. Clarkson enters the game for A. Brown,,43,53
159,2,4:28.0,R. Hibbert enters the game for B. Bass,,43,53
160,2,4:28.0,,N. Vonleh enters the game for M. Leonard,43,53
161,2,4:17.0,L. Williams makes 2-pt jump shot from 7 ft,,45,53
162,2,4:17.0,Shooting foul by A. Crabbe (drawn by L. Williams),,45,53
163,2,4:17.0,L. Williams makes free throw 1 of 1,,46,53
164,2,4:00.0,,M. Plumlee misses 2-pt dunk at rim,46,53
165,2,4:00.0,Defensive rebound by J. Randle,,46,53
166,2,3:43.0,Turnover by K. Bryant (lost ball; steal by M. Plumlee),,46,53
167,2,3:40.0,,Personal foul by L. Williams,46,53
168,2,3:40.0,,C. McCollum enters the game for A. Crabbe,46,53
169,2,3:35.0,,M. Plumlee makes 2-pt layup at rim (assist by C. McCollum),46,55
170,2,3:35.0,,Shooting foul by J. Clarkson (drawn by M. Plumlee),46,55
171,2,3:35.0,,M. Plumlee makes free throw 1 of 1,46,56
172,2,3:22.0,L. Williams misses 2-pt jump shot from 10 ft,,46,56
173,2,3:21.0,,Defensive rebound by M. Plumlee,46,56
174,2,3:18.0,,Turnover by M. Plumlee (bad pass),46,56
175,2,2:58.0,R. Hibbert misses 2-pt hook shot from 3 ft,,46,56
176,2,2:57.0,Offensive rebound by J. Randle,,46,56
177,2,2:52.0,J. Randle misses 2-pt hook shot from 5 ft,,46,56
178,2,2:51.0,,Defensive rebound by M. Plumlee,46,56
179,2,2:41.0,,A. Aminu misses 3-pt jump shot from 25 ft,46,56
180,2,2:40.0,Defensive rebound by K. Bryant,,46,56
181,2,2:19.0,J. Clarkson misses 2-pt jump shot from 8 ft,,46,56
182,2,2:17.0,,Defensive rebound by A. Aminu,46,56
183,2,2:12.0,,Shooting foul by J. Clarkson (drawn by N. Vonleh),46,56
184,2,2:12.0,LA Lakers full timeout,,46,56
185,2,2:12.0,,N. Vonleh misses free throw 1 of 2,46,56
186,2,2:12.0,,Offensive rebound by Team,46,56
187,2,2:12.0,,N. Vonleh makes free throw 2 of 2,46,57
188,2,1:56.0,K. Bryant makes 2-pt jump shot from 18 ft,,48,57
189,2,1:32.0,,M. Plumlee misses 2-pt layup at rim,48,57
190,2,1:32.0,Defensive rebound by J. Randle,,48,57
191,2,1:27.0,Turnover by J. Randle (bad pass; steal by N. Vonleh),,48,57
192,2,1:20.0,,N. Vonleh makes 2-pt layup at rim (assist by C. McCollum),48,59
193,2,1:01.0,Shooting foul by N. Vonleh (drawn by J. Randle),,48,59
194,2,1:01.0,J. Randle makes free throw 1 of 2,,49,59
195,2,1:01.0,J. Randle misses free throw 2 of 2,,49,59
196,2,1:00.0,,Defensive rebound by C. McCollum,49,59
197,2,0:44.0,,C. McCollum misses 2-pt jump shot from 15 ft,49,59
198,2,0:42.0,Defensive rebound by Team,,49,59
199,2,0:29.0,L. Williams makes 3-pt jump shot from 23 ft (assist by J. Clarkson),,52,59
200,2,0:09.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by D. Lillard),52,62
201,2,0:00.0,L. Williams misses 3-pt jump shot from 25 ft,,52,62
202,2,0:00.0,Offensive rebound by Team,,52,62
203,3,11:33.0,,M. Plumlee misses 2-pt hook shot from 8 ft,52,62
204,3,11:32.0,Defensive rebound by J. Randle,,52,62
205,3,11:23.0,Def 3 sec tech foul by M. Plumlee,,52,62
206,3,11:23.0,J. Clarkson makes technical free throw,,53,62
207,3,11:09.0,Turnover by Team (shot clock),,53,62
208,3,11:02.0,,Personal foul by J. Randle (drawn by D. Lillard),53,62
209,3,10:56.0,,D. Lillard makes 2-pt jump shot from 19 ft,53,64
210,3,10:35.0,K. Bryant misses 2-pt jump shot from 23 ft,,53,64
211,3,10:34.0,,Defensive rebound by M. Plumlee,53,64
212,3,10:27.0,,D. Lillard makes 3-pt jump shot from 25 ft,53,67
213,3,10:03.0,K. Bryant makes 2-pt jump shot from 9 ft (assist by L. Williams),,55,67
214,3,9:52.0,,M. Plumlee makes 2-pt layup at rim (assist by D. Lillard),55,69
215,3,9:52.0,,Shooting foul by J. Clarkson (drawn by M. Plumlee),55,69
216,3,9:52.0,,M. Plumlee makes free throw 1 of 1,55,70
217,3,9:42.0,Turnover by R. Hibbert (lost ball; steal by M. Plumlee),,55,70
218,3,9:41.0,,Shooting foul by R. Hibbert (drawn by M. Plumlee),55,70
219,3,9:41.0,,M. Plumlee makes free throw 1 of 2,55,71
220,3,9:41.0,,M. Plumlee makes free throw 2 of 2,55,72
221,3,9:31.0,R. Hibbert makes 2-pt jump shot from 18 ft (assist by L. Williams),,57,72
222,3,9:14.0,,N. Vonleh makes 2-pt dunk at rim (assist by M. Plumlee),57,74
223,3,8:56.0,K. Bryant misses 2-pt jump shot from 15 ft,,57,74
224,3,8:55.0,,Defensive rebound by N. Vonleh,57,74
225,3,8:48.0,,M. Plumlee makes 2-pt dunk at rim (assist by C. McCollum),57,76
226,3,8:48.0,,Shooting foul by K. Bryant (drawn by M. Plumlee),57,76
227,3,8:48.0,,M. Plumlee makes free throw 1 of 1,57,77
228,3,8:48.0,LA Lakers full timeout,,57,77
229,3,8:25.0,K. Bryant misses 2-pt hook shot from 9 ft,,57,77
230,3,8:23.0,Offensive rebound by Team,,57,77
231,3,8:23.0,Shooting foul by N. Vonleh (drawn by J. Clarkson),,57,77
232,3,8:23.0,J. Clarkson makes free throw 1 of 2,,58,77
233,3,8:23.0,J. Clarkson makes free throw 2 of 2,,59,77
234,3,8:03.0,,C. McCollum makes 2-pt jump shot from 15 ft,59,79
235,3,7:57.0,Offensive foul by R. Hibbert (drawn by A. Aminu),,59,79
236,3,7:57.0,Turnover by R. Hibbert (offensive foul),,59,79
237,3,7:41.0,,Offensive foul by N. Vonleh (drawn by J. Clarkson),59,79
238,3,7:41.0,,Turnover by N. Vonleh (offensive foul),59,79
239,3,7:24.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by K. Bryant),,62,79
240,3,7:12.0,,Shooting foul by J. Randle (drawn by M. Plumlee),62,79
241,3,7:12.0,,M. Plumlee makes free throw 1 of 2,62,80
242,3,7:12.0,,M. Plumlee makes free throw 2 of 2,62,81
243,3,6:55.0,J. Randle makes 2-pt layup from 2 ft (assist by L. Williams),,64,81
244,3,6:55.0,Shooting foul by N. Vonleh (drawn by J. Randle),,64,81
245,3,6:55.0,J. Randle makes free throw 1 of 1,,65,81
246,3,6:32.0,,C. McCollum misses 3-pt jump shot from 24 ft (block by L. Williams),65,81
247,3,6:30.0,Defensive rebound by J. Clarkson,,65,81
248,3,6:23.0,Turnover by K. Bryant (bad pass; steal by A. Aminu),,65,81
249,3,6:15.0,,D. Lillard makes 2-pt jump shot from 22 ft (assist by M. Plumlee),65,83
250,3,5:52.0,K. Bryant makes 2-pt jump shot from 15 ft,,67,83
251,3,5:41.0,,Shooting foul by J. Clarkson (drawn by D. Lillard),67,83
252,3,5:41.0,,D. Lillard makes free throw 1 of 3,67,84
253,3,5:41.0,,D. Lillard makes free throw 2 of 3,67,85
254,3,5:41.0,D. Russell enters the game for J. Clarkson,,67,85
255,3,5:41.0,,E. Davis enters the game for N. Vonleh,67,85
256,3,5:41.0,,D. Lillard makes free throw 3 of 3,67,86
257,3,5:23.0,Shooting foul by E. Davis (drawn by J. Randle),,67,86
258,3,5:23.0,J. Randle misses free throw 1 of 2,,67,86
259,3,5:23.0,Offensive rebound by Team,,67,86
260,3,5:23.0,J. Randle makes free throw 2 of 2,,68,86
261,3,5:07.0,,C. McCollum makes 2-pt jump shot from 17 ft,68,88
262,3,4:48.0,B. Bass enters the game for R. Hibbert,,68,88
263,3,4:41.0,D. Russell makes 2-pt jump shot from 5 ft,,70,88
264,3,4:23.0,,C. McCollum misses 2-pt jump shot from 8 ft,70,88
265,3,4:22.0,Defensive rebound by J. Randle,,70,88
266,3,4:16.0,L. Williams misses 2-pt jump shot from 8 ft,,70,88
267,3,4:15.0,Offensive rebound by J. Randle,,70,88
268,3,4:15.0,J. Randle makes 2-pt layup at rim,,72,88
269,3,4:14.0,,Portland full timeout,72,88
270,3,4:14.0,,A. Crabbe enters the game for A. Aminu,72,88
271,3,4:14.0,,G. Henderson enters the game for M. Plumlee,72,88
272,3,4:14.0,,M. Leonard enters the game for C. McCollum,72,88
273,3,3:50.0,,M. Leonard misses 2-pt jump shot from 19 ft,72,88
274,3,3:49.0,Defensive rebound by D. Russell,,72,88
275,3,3:44.0,Turnover by D. Russell (bad pass),,72,88
276,3,3:28.0,,A. Crabbe misses 2-pt jump shot from 16 ft,72,88
277,3,3:28.0,Defensive rebound by L. Williams,,72,88
278,3,3:07.0,K. Bryant makes 2-pt jump shot from 14 ft,,74,88
279,3,2:52.0,A. Brown enters the game for K. Bryant,,74,88
280,3,2:46.0,,D. Lillard makes 2-pt jump shot from 16 ft,74,90
281,3,2:33.0,B. Bass misses 2-pt jump shot from 4 ft (block by E. Davis),,74,90
282,3,2:32.0,,Defensive rebound by A. Crabbe,74,90
283,3,2:25.0,,A. Crabbe misses 3-pt jump shot from 24 ft,74,90
284,3,2:23.0,,Offensive rebound by G. Henderson,74,90
285,3,2:21.0,,G. Henderson misses 2-pt jump shot from 19 ft,74,90
286,3,2:18.0,,Offensive rebound by A. Crabbe,74,90
287,3,2:14.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by A. Crabbe),74,93
288,3,2:14.0,Personal foul by M. Leonard,,74,93
289,3,2:14.0,LA Lakers full timeout,,74,93
290,3,1:57.0,Turnover by L. Williams (lost ball; steal by E. Davis),,74,93
291,3,1:53.0,,G. Henderson misses 2-pt dunk at rim (block by J. Randle),74,93
292,3,1:53.0,,Offensive rebound by Team,74,93
293,3,1:41.0,,A. Crabbe makes 2-pt jump shot from 8 ft (assist by M. Leonard),74,95
294,3,1:28.0,D. Russell misses 2-pt jump shot from 20 ft,,74,95
295,3,1:28.0,,Defensive rebound by G. Henderson,74,95
296,3,1:17.0,,Shooting foul by L. Williams (drawn by E. Davis),74,95
297,3,1:17.0,,E. Davis misses free throw 1 of 2,74,95
298,3,1:17.0,,Offensive rebound by Team,74,95
299,3,1:17.0,R. Kelly enters the game for J. Randle,,74,95
300,3,1:17.0,,E. Davis makes free throw 2 of 2,74,96
301,3,1:00.0,D. Russell misses 3-pt jump shot from 24 ft,,74,96
302,3,1:00.0,,Defensive rebound by G. Henderson,74,96
303,3,0:51.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by E. Davis),74,99
304,3,0:38.0,L. Williams misses 3-pt jump shot from 24 ft,,74,99
305,3,0:37.0,,Defensive rebound by G. Henderson,74,99
306,3,0:30.0,,A. Crabbe misses 2-pt jump shot from 6 ft,74,99
307,3,0:30.0,,Offensive rebound by E. Davis,74,99
308,3,0:28.0,,G. Henderson misses 2-pt jump shot from 18 ft,74,99
309,3,0:27.0,,Offensive rebound by M. Leonard,74,99
310,3,0:24.0,,D. Lillard misses 3-pt jump shot from 25 ft,74,99
311,3,0:24.0,,Offensive rebound by G. Henderson,74,99
312,3,0:24.0,,G. Henderson makes 2-pt dunk at rim,74,101
313,3,0:05.0,D. Russell makes 2-pt jump shot from 9 ft,,76,101
314,3,0:00.0,,D. Lillard misses 3-pt jump shot from 25 ft,76,101
315,3,0:00.0,,Offensive rebound by Team,76,101
316,4,11:44.0,Shooting foul by E. Davis (drawn by B. Bass),,76,101
317,4,11:44.0,B. Bass makes free throw 1 of 2,,77,101
318,4,11:44.0,B. Bass makes free throw 2 of 2,,78,101
319,4,11:32.0,,E. Davis misses 2-pt layup from 2 ft (block by M. Huertas),78,101
320,4,11:31.0,Defensive rebound by B. Bass,,78,101
321,4,11:21.0,D. Russell makes 2-pt layup from 1 ft,,80,101
322,4,11:00.0,,M. Leonard misses 3-pt jump shot from 25 ft,80,101
323,4,10:59.0,Defensive rebound by D. Russell,,80,101
324,4,10:54.0,Personal foul by C. McCollum (drawn by D. Russell),,80,101
325,4,10:47.0,D. Russell makes 2-pt jump shot from 5 ft,,82,101
326,4,10:47.0,,Portland full timeout,82,101
327,4,10:32.0,,Turnover by C. McCollum (lost ball; steal by D. Russell),82,101
328,4,10:27.0,A. Brown misses 2-pt layup from 1 ft,,82,101
329,4,10:27.0,Offensive rebound by Team,,82,101
330,4,10:18.0,A. Brown makes 2-pt jump shot from 6 ft (assist by B. Bass),,84,101
331,4,9:51.0,,G. Henderson misses 3-pt jump shot from 27 ft,84,101
332,4,9:50.0,,Offensive rebound by M. Leonard,84,101
333,4,9:46.0,,Shooting foul by R. Kelly (drawn by G. Henderson),84,101
334,4,9:46.0,,G. Henderson makes free throw 1 of 2,84,102
335,4,9:46.0,,G. Henderson makes free throw 2 of 2,84,103
336,4,9:24.0,D. Russell makes 3-pt jump shot from 26 ft,,87,103
337,4,9:24.0,Shooting foul by A. Crabbe (drawn by D. Russell),,87,103
338,4,9:24.0,D. Russell makes free throw 1 of 1,,88,103
339,4,9:14.0,,Portland full timeout,88,103
340,4,9:00.0,,A. Crabbe makes 2-pt jump shot from 22 ft,88,105
341,4,8:41.0,Shooting foul by A. Crabbe (drawn by D. Russell),,88,105
342,4,8:41.0,D. Russell misses free throw 1 of 2,,88,105
343,4,8:41.0,Offensive rebound by Team,,88,105
344,4,8:41.0,D. Russell makes free throw 2 of 2,,89,105
345,4,8:32.0,,Personal foul by A. Brown (drawn by G. Henderson),89,105
346,4,8:24.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by M. Leonard),89,108
347,4,8:06.0,Turnover by A. Brown (bad pass; steal by A. Crabbe),,89,108
348,4,8:01.0,,A. Crabbe misses 2-pt layup at rim,89,108
349,4,8:01.0,,Offensive rebound by M. Leonard,89,108
350,4,8:01.0,,M. Leonard makes 2-pt dunk at rim,89,110
351,4,7:47.0,B. Bass misses 2-pt jump shot from 19 ft,,89,110
352,4,7:47.0,,Defensive rebound by M. Leonard,89,110
353,4,7:27.0,,E. Davis misses 2-pt layup from 2 ft (block by B. Bass),89,110
354,4,7:27.0,N. Young enters the game for D. Russell,,89,110
355,4,7:27.0,Offensive rebound by Team,,89,110
356,4,7:11.0,R. Kelly misses 2-pt jump shot from 7 ft,,89,110
357,4,7:10.0,,Defensive rebound by C. McCollum,89,110
358,4,7:02.0,,C. McCollum misses 3-pt jump shot from 25 ft,89,110
359,4,7:01.0,Defensive rebound by B. Bass,,89,110
360,4,6:44.0,A. Brown makes 3-pt jump shot from 24 ft,,92,110
361,4,6:19.0,,M. Leonard misses 3-pt jump shot from 22 ft,92,110
362,4,6:18.0,Defensive rebound by A. Brown,,92,110
363,4,6:14.0,Turnover by M. Huertas (lost ball; steal by E. Davis),,92,110
364,4,6:07.0,,C. McCollum makes 2-pt dunk at rim (assist by G. Henderson),92,112
365,4,5:48.0,R. Kelly misses 3-pt jump shot from 25 ft,,92,112
366,4,5:48.0,,Defensive rebound by E. Davis,92,112
367,4,5:43.0,,A. Crabbe misses 3-pt jump shot from 24 ft,92,112
368,4,5:42.0,Defensive rebound by B. Bass,,92,112
369,4,5:32.0,N. Young misses 3-pt jump shot from 24 ft,,92,112
370,4,5:32.0,,Defensive rebound by E. Davis,92,112
371,4,5:12.0,,C. McCollum makes 2-pt layup from 1 ft,92,114
372,4,4:56.0,R. Kelly misses 3-pt jump shot from 24 ft,,92,114
373,4,4:56.0,,Defensive rebound by C. McCollum,92,114
374,4,4:38.0,,G. Henderson misses 3-pt jump shot from 23 ft,92,114
375,4,4:38.0,Defensive rebound by R. Kelly,,92,114
376,4,4:19.0,Turnover by A. Brown (lost ball; steal by E. Davis),,92,114
377,4,4:07.0,,M. Leonard misses 3-pt jump shot from 24 ft,92,114
378,4,4:07.0,,Offensive rebound by E. Davis,92,114
379,4,3:50.0,,G. Henderson misses 3-pt jump shot from 24 ft,92,114
380,4,3:49.0,Defensive rebound by B. Bass,,92,114
381,4,3:43.0,Personal foul by E. Davis (drawn by M. Huertas),,92,114
382,4,3:43.0,M. Huertas makes free throw 1 of 2,,93,114
383,4,3:43.0,R. Sacre enters the game for B. Bass,,93,114
384,4,3:43.0,,C. Kaman enters the game for C. McCollum,93,114
385,4,3:43.0,,T. Frazier enters the game for G. Henderson,93,114
