,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,SAN ANTONIO_ACTION,PHILADELPHIA_SCORE,SAN ANTONIO_SCORE
200,2,3:42.0,J. Sampson enters the game for H. Thompson,,30,39
201,2,3:42.0,,D. Green enters the game for K. Anderson,30,39
202,2,3:34.0,,L. Aldridge misses 2-pt jump shot from 18 ft,30,39
203,2,3:33.0,Defensive rebound by J. Sampson,,30,39
204,2,3:22.0,I. Canaan makes 3-pt jump shot from 24 ft,,33,39
205,2,3:13.0,,T. Parker misses 2-pt layup from 1 ft,33,39
206,2,3:12.0,,Offensive rebound by L. Aldridge,33,39
207,2,2:56.0,,D. Green misses 2-pt jump shot from 8 ft,33,39
208,2,2:55.0,Defensive rebound by J. Okafor,,33,39
209,2,2:33.0,J. Okafor misses 2-pt jump shot from 8 ft,,33,39
210,2,2:32.0,,Defensive rebound by D. Green,33,39
211,2,2:20.0,,T. Duncan makes 2-pt hook shot from 4 ft,33,41
212,2,2:06.0,Shooting foul by L. Aldridge (drawn by J. Grant),,33,41
213,2,2:06.0,,P. Mills enters the game for T. Parker,33,41
214,2,2:06.0,J. Grant makes free throw 1 of 2,,34,41
215,2,2:06.0,J. Grant makes free throw 2 of 2,,35,41
216,2,1:49.0,,Personal foul by J. Grant (drawn by L. Aldridge),35,41
217,2,1:49.0,C. Wood enters the game for J. Grant,,35,41
218,2,1:35.0,,T. Duncan misses 2-pt jump shot from 8 ft,35,41
219,2,1:34.0,Defensive rebound by T. McConnell,,35,41
220,2,1:26.0,,Offensive charge foul by J. Okafor (drawn by T. Duncan),35,41
221,2,1:26.0,Turnover by J. Okafor (offensive foul),,35,41
222,2,1:12.0,,Turnover by T. Duncan (bad pass; steal by C. Wood),35,41
223,2,1:06.0,Shooting foul by D. Green (drawn by J. Sampson),,35,41
224,2,1:06.0,J. Sampson makes free throw 1 of 2,,36,41
225,2,1:06.0,J. Sampson makes free throw 2 of 2,,37,41
226,2,0:49.0,,T. Duncan misses 2-pt jump shot from 6 ft (block by J. Okafor),37,41
227,2,0:48.0,Defensive rebound by C. Wood,,37,41
228,2,0:38.0,Philadelphia full timeout,,37,41
229,2,0:38.0,H. Thompson enters the game for T. McConnell,,37,41
230,2,0:30.0,I. Canaan misses 2-pt jump shot from 4 ft,,37,41
231,2,0:29.0,,Defensive rebound by D. Green,37,41
232,2,0:11.0,,R. McCallum makes 2-pt layup from 2 ft,37,43
233,2,0:00.0,I. Canaan misses 3-pt jump shot from 24 ft,,37,43
234,2,0:00.0,Offensive rebound by J. Sampson,,37,43
235,2,0:00.0,J. Sampson makes 2-pt layup from 2 ft,,39,43
236,3,11:43.0,,D. Green misses 2-pt layup from 2 ft,39,43
237,3,11:41.0,Defensive rebound by J. Okafor,,39,43
238,3,11:29.0,T. McConnell makes 2-pt jump shot from 7 ft,,41,43
239,3,11:13.0,,Shooting foul by T. McConnell (drawn by T. Parker),41,43
240,3,11:13.0,,T. Parker makes free throw 1 of 2,41,44
241,3,11:13.0,,T. Parker makes free throw 2 of 2,41,45
242,3,10:53.0,J. Grant misses 2-pt jump shot from 7 ft,,41,45
243,3,10:52.0,,Defensive rebound by T. Duncan,41,45
244,3,10:46.0,,K. Anderson makes 2-pt layup at rim (assist by T. Duncan),41,47
245,3,10:31.0,J. Grant makes 3-pt jump shot from 24 ft (assist by T. McConnell),,44,47
246,3,10:12.0,,K. Anderson makes 3-pt jump shot from 22 ft (assist by L. Aldridge),44,50
247,3,9:56.0,I. Canaan misses 2-pt layup at rim (block by T. Duncan),,44,50
248,3,9:55.0,,Offensive rebound by Team,44,50
249,3,9:33.0,,T. Duncan makes 2-pt jump shot from 5 ft,44,52
250,3,9:19.0,T. McConnell misses 2-pt jump shot from 7 ft,,44,52
251,3,9:18.0,Offensive rebound by J. Okafor,,44,52
252,3,9:15.0,J. Okafor makes 2-pt layup from 1 ft,,46,52
253,3,8:56.0,,Shooting foul by J. Okafor (drawn by T. Duncan),46,52
254,3,8:56.0,,T. Duncan makes free throw 1 of 2,46,53
255,3,8:56.0,,T. Duncan misses free throw 2 of 2,46,53
256,3,8:55.0,Defensive rebound by J. Okafor,,46,53
257,3,8:37.0,T. McConnell makes 2-pt jump shot from 16 ft (assist by J. Okafor),,48,53
258,3,8:13.0,,T. Parker makes 2-pt jump shot from 20 ft,48,55
259,3,7:58.0,Personal foul by T. Duncan (drawn by J. Okafor),,48,55
260,3,7:46.0,Turnover by J. Okafor (traveling),,48,55
261,3,7:27.0,,Personal foul by J. Grant (drawn by K. Anderson),48,55
262,3,7:27.0,J. Sampson enters the game for J. Grant,,48,55
263,3,7:19.0,,T. Parker makes 2-pt jump shot from 18 ft,48,57
264,3,7:00.0,Turnover by N. Noel (lost ball; steal by T. Duncan),,48,57
265,3,6:53.0,,D. Green makes 3-pt jump shot from 25 ft (assist by K. Anderson),48,60
266,3,6:53.0,Philadelphia full timeout,,48,60
267,3,6:38.0,J. Sampson misses 2-pt jump shot from 4 ft (block by T. Duncan),,48,60
268,3,6:37.0,,Defensive rebound by L. Aldridge,48,60
269,3,6:32.0,,Turnover by T. Parker (bad pass),48,60
270,3,6:32.0,H. Thompson enters the game for N. Noel,,48,60
271,3,6:32.0,C. Wood enters the game for I. Canaan,,48,60
272,3,6:09.0,J. Okafor misses 2-pt jump shot from 15 ft,,48,60
273,3,6:08.0,,Defensive rebound by K. Anderson,48,60
274,3,5:55.0,,T. Duncan makes 2-pt jump shot from 6 ft (assist by D. Green),48,62
275,3,5:32.0,J. Okafor misses 2-pt layup from 1 ft,,48,62
276,3,5:31.0,Offensive rebound by J. Okafor,,48,62
277,3,5:31.0,J. Okafor makes 2-pt layup from 1 ft,,50,62
278,3,5:12.0,,L. Aldridge makes 2-pt hook shot from 6 ft,50,64
279,3,5:01.0,J. Sampson misses 2-pt jump shot from 3 ft (block by T. Duncan),,50,64
280,3,4:59.0,,Defensive rebound by L. Aldridge,50,64
281,3,4:50.0,,T. Parker misses 2-pt jump shot from 3 ft,50,64
282,3,4:50.0,,Offensive rebound by L. Aldridge,50,64
283,3,4:50.0,,Shooting foul by J. Sampson (drawn by L. Aldridge),50,64
284,3,4:50.0,,L. Aldridge makes free throw 1 of 2,50,65
285,3,4:50.0,P. Pressey enters the game for T. McConnell,,50,65
286,3,4:50.0,,D. West enters the game for T. Duncan,50,65
287,3,4:50.0,,P. Mills enters the game for T. Parker,50,65
288,3,4:50.0,,R. Butler enters the game for D. Green,50,65
289,3,4:50.0,,L. Aldridge makes free throw 2 of 2,50,66
290,3,4:38.0,C. Wood makes 2-pt layup from 1 ft (assist by P. Pressey),,52,66
291,3,4:21.0,,D. West misses 2-pt jump shot from 19 ft,52,66
292,3,4:20.0,Defensive rebound by Team,,52,66
293,3,4:04.0,J. Okafor misses 2-pt layup from 1 ft,,52,66
294,3,4:03.0,,Defensive rebound by D. West,52,66
295,3,3:48.0,,L. Aldridge misses 2-pt jump shot from 4 ft,52,66
296,3,3:45.0,Defensive rebound by P. Pressey,,52,66
297,3,3:39.0,H. Thompson misses 3-pt jump shot from 26 ft,,52,66
298,3,3:38.0,,Defensive rebound by L. Aldridge,52,66
299,3,3:30.0,,P. Mills misses 3-pt jump shot from 24 ft,52,66
300,3,3:29.0,Defensive rebound by J. Okafor,,52,66
301,3,3:20.0,J. Sampson makes 3-pt jump shot from 22 ft,,55,66
302,3,2:57.0,,K. Anderson makes 3-pt jump shot from 23 ft (assist by L. Aldridge),55,69
303,3,2:27.0,P. Pressey misses 2-pt jump shot from 6 ft,,55,69
304,3,2:26.0,,Defensive rebound by L. Aldridge,55,69
305,3,2:07.0,,D. West misses 2-pt jump shot from 18 ft,55,69
306,3,2:07.0,,Offensive rebound by L. Aldridge,55,69
307,3,2:07.0,,Personal foul by C. Wood (drawn by L. Aldridge),55,69
308,3,2:07.0,,San Antonio full timeout,55,69
309,3,2:07.0,N. Stauskas enters the game for J. Okafor,,55,69
310,3,2:07.0,N. Noel enters the game for J. Sampson,,55,69
311,3,2:07.0,,L. Aldridge makes free throw 1 of 2,55,70
312,3,2:07.0,,J. Simmons enters the game for K. Anderson,55,70
313,3,2:07.0,,L. Aldridge makes free throw 2 of 2,55,71
314,3,1:53.0,H. Thompson misses 2-pt jump shot from 14 ft,,55,71
315,3,1:52.0,,Defensive rebound by L. Aldridge,55,71
316,3,1:35.0,,R. Butler makes 3-pt jump shot from 24 ft (assist by J. Simmons),55,74
317,3,1:22.0,C. Wood makes 3-pt jump shot from 26 ft,,58,74
318,3,1:17.0,,Turnover by P. Mills (lost ball; steal by P. Pressey),58,74
319,3,1:12.0,P. Pressey makes 2-pt dunk at rim,,60,74
320,3,0:53.0,,Personal block foul by P. Pressey (drawn by J. Simmons),60,74
321,3,0:53.0,,J. Simmons makes free throw 1 of 2,60,75
322,3,0:53.0,,B. Diaw enters the game for L. Aldridge,60,75
323,3,0:53.0,,J. Simmons makes free throw 2 of 2,60,76
324,3,0:42.0,C. Wood misses 2-pt jump shot from 16 ft,,60,76
325,3,0:41.0,,Defensive rebound by R. Butler,60,76
326,3,0:31.0,,P. Mills misses 2-pt jump shot from 20 ft,60,76
327,3,0:30.0,,Offensive rebound by Team,60,76
328,3,0:07.0,,D. West misses 2-pt layup from 1 ft,60,76
329,3,0:06.0,Defensive rebound by C. Wood,,60,76
330,3,0:01.0,P. Pressey misses 2-pt jump shot from 17 ft,,60,76
331,3,0:00.0,,Defensive rebound by J. Simmons,60,76
332,4,11:42.0,N. Noel misses 2-pt layup from 2 ft,,60,76
333,4,11:41.0,,Defensive rebound by D. West,60,76
334,4,11:32.0,,D. West makes 2-pt layup from 1 ft (assist by B. Diaw),60,78
335,4,11:10.0,Turnover by H. Thompson (lost ball; steal by J. Simmons),,60,78
336,4,10:53.0,,B. Diaw misses 2-pt jump shot from 15 ft,60,78
337,4,10:52.0,Defensive rebound by N. Noel,,60,78
338,4,10:45.0,P. Pressey makes 2-pt layup from 1 ft,,62,78
339,4,10:27.0,,R. Butler misses 3-pt jump shot from 24 ft,62,78
340,4,10:23.0,,Offensive rebound by J. Simmons,62,78
341,4,10:19.0,,P. Mills misses 3-pt jump shot from 25 ft,62,78
342,4,10:18.0,Defensive rebound by J. Okafor,,62,78
343,4,10:05.0,H. Thompson makes 3-pt jump shot from 25 ft (assist by P. Pressey),,65,78
344,4,9:49.0,,D. West makes 2-pt layup from 2 ft (assist by J. Simmons),65,80
345,4,9:33.0,P. Pressey makes 2-pt jump shot from 12 ft (assist by N. Noel),,67,80
346,4,9:12.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by D. West),67,83
347,4,9:12.0,Philadelphia full timeout,,67,83
348,4,9:12.0,,R. McCallum enters the game for P. Mills,67,83
349,4,9:12.0,,D. Green enters the game for R. Butler,67,83
350,4,9:12.0,J. Sampson enters the game for N. Stauskas,,67,83
351,4,8:52.0,J. Sampson misses 3-pt jump shot from 26 ft,,67,83
352,4,8:51.0,,Defensive rebound by R. McCallum,67,83
353,4,8:45.0,,D. Green misses 3-pt jump shot from 25 ft,67,83
354,4,8:44.0,,Offensive rebound by Team,67,83
355,4,8:44.0,Loose ball foul by J. Sampson (drawn by D. West),,67,83
356,4,8:30.0,,Turnover by D. West (bad pass),67,83
357,4,8:18.0,J. Okafor makes 2-pt jump shot from 13 ft (assist by P. Pressey),,69,83
358,4,8:05.0,,Turnover by B. Diaw (bad pass),69,83
359,4,8:05.0,J. Grant enters the game for N. Noel,,69,83
360,4,7:53.0,Turnover by J. Sampson (lost ball; steal by B. Diaw),,69,83
361,4,7:33.0,,D. Green misses 2-pt layup from 2 ft (block by J. Okafor),69,83
362,4,7:33.0,,Offensive rebound by Team,69,83
363,4,7:33.0,I. Canaan enters the game for J. Sampson,,69,83
364,4,7:31.0,,R. McCallum makes 2-pt jump shot from 17 ft (assist by B. Diaw),69,85
365,4,7:07.0,J. Okafor makes 2-pt layup at rim,,71,85
366,4,7:07.0,Shooting foul by D. West (drawn by J. Okafor),,71,85
367,4,7:07.0,,L. Aldridge enters the game for D. West,71,85
368,4,7:07.0,J. Okafor makes free throw 1 of 1,,72,85
369,4,6:49.0,,D. Green misses 2-pt jump shot from 19 ft,72,85
370,4,6:47.0,Defensive rebound by J. Okafor,,72,85
371,4,6:42.0,Philadelphia full timeout,,72,85
372,4,6:32.0,I. Canaan makes 3-pt jump shot from 26 ft (assist by P. Pressey),,75,85
373,4,6:16.0,,L. Aldridge misses 2-pt jump shot from 17 ft,75,85
374,4,6:14.0,Defensive rebound by J. Grant,,75,85
375,4,6:08.0,I. Canaan misses 3-pt jump shot from 26 ft,,75,85
376,4,6:06.0,,Defensive rebound by L. Aldridge,75,85
377,4,5:56.0,,Turnover by R. McCallum (bad pass; steal by J. Grant),75,85
378,4,5:51.0,P. Pressey misses 2-pt jump shot from 6 ft,,75,85
379,4,5:49.0,Offensive rebound by H. Thompson,,75,85
380,4,5:36.0,J. Okafor makes 2-pt jump shot from 11 ft (assist by I. Canaan),,77,85
381,4,5:36.0,,San Antonio full timeout,77,85
382,4,5:36.0,N. Noel enters the game for J. Okafor,,77,85
383,4,5:36.0,T. McConnell enters the game for P. Pressey,,77,85
384,4,5:36.0,,K. Anderson enters the game for B. Diaw,77,85
385,4,5:36.0,,T. Parker enters the game for R. McCallum,77,85
386,4,5:36.0,,T. Duncan enters the game for J. Simmons,77,85
387,4,5:29.0,,Turnover by T. Parker (bad pass; steal by N. Noel),77,85
388,4,5:23.0,N. Noel makes 2-pt dunk at rim,,79,85
389,4,5:02.0,,T. Parker misses 2-pt jump shot from 8 ft,79,85
390,4,5:01.0,,Offensive rebound by T. Parker,79,85
391,4,4:43.0,,Turnover by T. Parker (traveling),79,85
