,QUARTER,TIME_REMAINING,TORONTO_ACTION,LA LAKERS_ACTION,TORONTO_SCORE,LA LAKERS_SCORE
386,4,1:48.0,,K. Bryant makes 2-pt jump shot from 20 ft (assist by D. Russell),97,91
387,4,1:48.0,Toronto full timeout,,97,91
388,4,1:48.0,C. Joseph enters the game for P. Patterson,,97,91
389,4,1:39.0,Personal foul by M. World Peace (drawn by D. DeRozan),,97,91
390,4,1:25.0,D. DeRozan makes 2-pt layup from 1 ft,,99,91
391,4,1:13.0,,K. Bryant misses 3-pt jump shot from 23 ft,99,91
392,4,1:12.0,Defensive rebound by K. Lowry,,99,91
393,4,0:53.0,K. Lowry misses 3-pt jump shot from 24 ft,,99,91
394,4,0:52.0,,Defensive rebound by J. Clarkson,99,91
395,4,0:46.0,,J. Clarkson misses 2-pt layup from 1 ft (block by L. Scola),99,91
396,4,0:44.0,Defensive rebound by L. Scola,,99,91
397,4,0:25.0,D. Carroll makes 2-pt jump shot from 5 ft (assist by C. Joseph),,101,91
398,4,0:25.0,,LA Lakers full timeout,101,91
399,4,0:25.0,,L. Nance enters the game for K. Bryant,101,91
400,4,0:25.0,,B. Bass enters the game for M. World Peace,101,91
401,4,0:19.0,,D. Russell misses 3-pt jump shot from 25 ft,101,91
402,4,0:18.0,,Offensive rebound by B. Bass,101,91
403,4,0:18.0,,Turnover by J. Clarkson (lost ball),101,91
404,4,0:15.0,Personal take foul by D. Russell (drawn by D. DeRozan),,101,91
405,4,0:15.0,D. DeRozan misses free throw 1 of 2,,101,91
406,4,0:15.0,Offensive rebound by Team,,101,91
407,4,0:15.0,D. DeRozan makes free throw 2 of 2,,102,91
