,QUARTER,TIME_REMAINING,BOSTON_ACTION,OKLAHOMA CITY_ACTION,BOSTON_SCORE,OKLAHOMA CITY_SCORE
0,1,11:40.0,,S. Ibaka misses 2-pt layup from 2 ft,0,0
1,1,11:39.0,Defensive rebound by J. Sullinger,,0,0
2,1,11:24.0,J. Sullinger misses 2-pt jump shot from 10 ft,,0,0
3,1,11:24.0,,Defensive rebound by A. Roberson,0,0
4,1,11:10.0,,A. Roberson makes 2-pt jump shot from 6 ft (assist by S. Adams),0,2
5,1,10:48.0,J. Sullinger misses 2-pt jump shot from 17 ft,,0,2
6,1,10:47.0,,Defensive rebound by S. Ibaka,0,2
7,1,10:40.0,,Shooting foul by M. Smart (drawn by R. Westbrook),0,2
8,1,10:40.0,,R. Westbrook makes free throw 1 of 2,0,3
9,1,10:40.0,,R. Westbrook makes free throw 2 of 2,0,4
10,1,10:18.0,J. Crowder misses 2-pt jump shot from 4 ft,,0,4
11,1,10:17.0,Offensive rebound by J. Sullinger,,0,4
12,1,10:17.0,J. Sullinger misses 2-pt jump shot at rim,,0,4
13,1,10:15.0,Offensive rebound by J. Sullinger,,0,4
14,1,10:15.0,J. Sullinger misses 2-pt jump shot from 2 ft,,0,4
15,1,10:15.0,Offensive rebound by Team,,0,4
16,1,10:04.0,Offensive foul by A. Johnson (drawn by R. Westbrook),,0,4
17,1,10:04.0,Turnover by A. Johnson (offensive foul),,0,4
18,1,9:57.0,,A. Morrow misses 3-pt jump shot from 24 ft,0,4
19,1,9:56.0,,Offensive rebound by S. Ibaka,0,4
20,1,9:54.0,,S. Ibaka misses 2-pt layup from 2 ft (block by A. Johnson),0,4
21,1,9:52.0,Defensive rebound by A. Johnson,,0,4
22,1,9:44.0,I. Thomas makes 2-pt layup from 1 ft,,2,4
23,1,9:33.0,,R. Westbrook misses 2-pt layup from 2 ft (block by J. Sullinger),2,4
24,1,9:33.0,,Offensive rebound by Team,2,4
25,1,9:24.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by S. Adams),2,7
26,1,9:08.0,Shooting foul by S. Adams (drawn by M. Smart),,2,7
27,1,9:08.0,M. Smart misses free throw 1 of 2,,2,7
28,1,9:08.0,Offensive rebound by Team,,2,7
29,1,9:08.0,M. Smart makes free throw 2 of 2,,3,7
30,1,8:58.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by R. Westbrook),3,9
31,1,8:44.0,M. Smart makes 2-pt jump shot from 14 ft,,5,9
32,1,8:31.0,,S. Ibaka misses 2-pt jump shot from 4 ft,5,9
33,1,8:29.0,Defensive rebound by J. Sullinger,,5,9
34,1,8:17.0,A. Johnson misses 2-pt jump shot from 3 ft (block by S. Ibaka),,5,9
35,1,8:16.0,,Defensive rebound by S. Ibaka,5,9
36,1,8:09.0,,R. Westbrook makes 3-pt jump shot from 24 ft,5,12
37,1,7:56.0,Personal foul by A. Morrow (drawn by J. Sullinger),,5,12
38,1,7:48.0,M. Smart makes 2-pt jump shot from 17 ft,,7,12
39,1,7:29.0,,R. Westbrook makes 2-pt layup from 2 ft,7,14
40,1,7:18.0,I. Thomas makes 3-pt jump shot from 24 ft (assist by J. Sullinger),,10,14
41,1,7:03.0,,R. Westbrook misses 3-pt jump shot from 23 ft,10,14
42,1,7:02.0,,Offensive rebound by S. Ibaka,10,14
43,1,7:00.0,,S. Ibaka makes 2-pt jump shot from 16 ft,10,16
44,1,6:49.0,Offensive foul by J. Sullinger (drawn by R. Westbrook),,10,16
45,1,6:49.0,Turnover by J. Sullinger (offensive foul),,10,16
46,1,6:49.0,A. Bradley enters the game for J. Crowder,,10,16
47,1,6:38.0,,Turnover by S. Adams (bad pass; steal by J. Sullinger),10,16
48,1,6:33.0,A. Johnson makes 2-pt layup from 1 ft (assist by A. Bradley),,12,16
49,1,6:18.0,,D. Waiters enters the game for A. Morrow,12,16
50,1,6:05.0,,R. Westbrook misses 3-pt jump shot from 25 ft,12,16
51,1,6:05.0,Defensive rebound by M. Smart,,12,16
52,1,5:53.0,M. Smart makes 2-pt jump shot from 9 ft,,14,16
53,1,5:35.0,,D. Waiters misses 2-pt layup from 1 ft,14,16
54,1,5:34.0,Defensive rebound by M. Smart,,14,16
55,1,5:32.0,Turnover by I. Thomas (bad pass),,14,16
56,1,5:32.0,,Oklahoma City full timeout,14,16
57,1,5:32.0,K. Olynyk enters the game for J. Sullinger,,14,16
58,1,5:21.0,,R. Westbrook makes 2-pt dunk at rim,14,18
59,1,5:05.0,Personal foul by R. Westbrook (drawn by I. Thomas),,14,18
60,1,4:57.0,A. Johnson makes 2-pt layup from 1 ft (assist by I. Thomas),,16,18
61,1,4:40.0,,D. Waiters misses 2-pt jump shot from 19 ft,16,18
62,1,4:40.0,Defensive rebound by A. Bradley,,16,18
63,1,4:31.0,A. Bradley misses 2-pt jump shot from 18 ft,,16,18
64,1,4:31.0,,Defensive rebound by S. Ibaka,16,18
65,1,4:24.0,,R. Westbrook misses 3-pt jump shot from 24 ft,16,18
66,1,4:23.0,Defensive rebound by K. Olynyk,,16,18
67,1,4:07.0,I. Thomas makes 2-pt hook shot from 4 ft,,18,18
68,1,3:49.0,Offensive charge foul by R. Westbrook (drawn by A. Johnson),,18,18
69,1,3:49.0,,Turnover by R. Westbrook (offensive foul),18,18
70,1,3:49.0,E. Turner enters the game for I. Thomas,,18,18
71,1,3:49.0,,D. Augustin enters the game for R. Westbrook,18,18
72,1,3:36.0,K. Olynyk misses 2-pt jump shot from 8 ft,,18,18
73,1,3:35.0,,Defensive rebound by S. Adams,18,18
74,1,3:24.0,,S. Ibaka makes 2-pt jump shot from 5 ft (assist by A. Roberson),18,20
75,1,3:09.0,M. Smart misses 3-pt jump shot from 24 ft,,18,20
76,1,3:09.0,Offensive rebound by K. Olynyk,,18,20
77,1,2:58.0,A. Bradley misses 2-pt layup from 2 ft (block by S. Ibaka),,18,20
78,1,2:56.0,,Defensive rebound by A. Roberson,18,20
79,1,2:52.0,,Personal foul by A. Johnson (drawn by S. Adams),18,20
80,1,2:52.0,Boston full timeout,,18,20
81,1,2:52.0,,K. Singler enters the game for A. Roberson,18,20
82,1,2:52.0,,N. Collison enters the game for S. Ibaka,18,20
83,1,2:52.0,,E. Freedom enters the game for S. Adams,18,20
84,1,2:52.0,J. Jerebko enters the game for A. Johnson,,18,20
85,1,2:37.0,,D. Augustin makes 2-pt jump shot from 17 ft,18,22
86,1,2:24.0,Personal foul by D. Waiters (drawn by M. Smart),,18,22
87,1,2:11.0,M. Smart misses 2-pt jump shot from 3 ft,,18,22
88,1,2:09.0,Offensive rebound by K. Olynyk,,18,22
89,1,2:09.0,K. Olynyk makes 2-pt layup from 2 ft,,20,22
90,1,1:48.0,,E. Freedom makes 2-pt layup from 2 ft,20,24
91,1,1:29.0,M. Smart makes 2-pt jump shot from 17 ft (assist by J. Jerebko),,22,24
92,1,0:55.0,,D. Augustin misses 2-pt jump shot from 22 ft,22,24
93,1,0:55.0,Defensive rebound by Team,,22,24
94,1,0:46.0,Personal foul by D. Waiters (drawn by M. Smart),,22,24
95,1,0:46.0,M. Smart misses free throw 1 of 2,,22,24
96,1,0:46.0,Offensive rebound by Team,,22,24
97,1,0:46.0,M. Smart misses free throw 2 of 2,,22,24
98,1,0:46.0,,Defensive rebound by N. Collison,22,24
99,1,0:31.0,,D. Waiters misses 2-pt jump shot from 20 ft,22,24
100,1,0:30.0,Defensive rebound by K. Olynyk,,22,24
101,1,0:16.0,J. Jerebko makes 2-pt layup from 1 ft (assist by A. Bradley),,24,24
102,2,11:50.0,Turnover by J. Jerebko (bad pass; steal by E. Freedom),,24,24
103,2,11:35.0,,N. Collison makes 2-pt layup from 2 ft (assist by D. Augustin),24,26
104,2,11:20.0,D. Lee misses 2-pt layup from 2 ft,,24,26
105,2,11:20.0,,Defensive rebound by K. Singler,24,26
106,2,11:06.0,,K. Singler misses 3-pt jump shot from 24 ft,24,26
107,2,11:06.0,Defensive rebound by K. Olynyk,,24,26
108,2,10:59.0,Turnover by K. Olynyk (discontinued dribble),,24,26
109,2,10:48.0,,D. Waiters misses 2-pt layup from 3 ft,24,26
110,2,10:47.0,Defensive rebound by D. Lee,,24,26
111,2,10:41.0,A. Bradley makes 2-pt jump shot from 20 ft (assist by D. Lee),,26,26
112,2,10:21.0,,Turnover by D. Augustin (bad pass; steal by K. Olynyk),26,26
113,2,10:13.0,D. Lee makes 2-pt layup at rim (assist by K. Olynyk),,28,26
114,2,10:12.0,,Oklahoma City full timeout,28,26
115,2,10:12.0,I. Thomas enters the game for A. Bradley,,28,26
116,2,9:52.0,,D. Waiters makes 2-pt jump shot from 5 ft (assist by N. Collison),28,28
117,2,9:37.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by I. Thomas),,31,28
118,2,9:21.0,,D. Augustin misses 3-pt jump shot from 24 ft,31,28
119,2,9:20.0,,Offensive rebound by E. Freedom,31,28
120,2,9:18.0,,E. Freedom makes 2-pt layup from 1 ft,31,30
121,2,9:04.0,I. Thomas misses 3-pt jump shot from 24 ft,,31,30
122,2,9:04.0,,Defensive rebound by N. Collison,31,30
123,2,8:50.0,,Shooting foul by K. Olynyk (drawn by N. Collison),31,30
124,2,8:50.0,,N. Collison makes free throw 1 of 2,31,31
125,2,8:50.0,J. Crowder enters the game for J. Jerebko,,31,31
126,2,8:50.0,,S. Ibaka enters the game for E. Freedom,31,31
127,2,8:50.0,,N. Collison makes free throw 2 of 2,31,32
128,2,8:42.0,Offensive foul by K. Olynyk (drawn by D. Augustin),,31,32
129,2,8:42.0,Turnover by K. Olynyk (offensive foul),,31,32
130,2,8:42.0,J. Sullinger enters the game for K. Olynyk,,31,32
131,2,8:31.0,,K. Singler makes 3-pt jump shot from 22 ft (assist by D. Augustin),31,35
132,2,8:12.0,J. Sullinger misses 2-pt jump shot from 4 ft,,31,35
133,2,8:11.0,,Defensive rebound by K. Singler,31,35
134,2,8:04.0,,Turnover by D. Augustin (bad pass; steal by J. Sullinger),31,35
135,2,7:56.0,I. Thomas misses 3-pt jump shot from 25 ft,,31,35
136,2,7:55.0,,Defensive rebound by S. Ibaka,31,35
137,2,7:54.0,,Personal foul by I. Thomas (drawn by D. Augustin),31,35
138,2,7:37.0,,Turnover by D. Augustin (lost ball; steal by D. Lee),31,35
139,2,7:30.0,I. Thomas misses 3-pt jump shot from 23 ft,,31,35
140,2,7:29.0,Offensive rebound by Team,,31,35
141,2,7:29.0,,Loose ball foul by K. Singler (drawn by J. Sullinger),31,35
142,2,7:21.0,,Offensive charge foul by D. Lee (drawn by N. Collison),31,35
143,2,7:21.0,Turnover by D. Lee (offensive foul),,31,35
144,2,7:05.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by D. Augustin),31,37
145,2,7:03.0,Boston full timeout,,31,37
146,2,6:39.0,E. Turner misses 2-pt jump shot from 15 ft,,31,37
147,2,6:39.0,Offensive rebound by J. Sullinger,,31,37
