,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHOENIX_ACTION,PORTLAND_SCORE,PHOENIX_SCORE
0,1,11:40.0,,A. Len makes 2-pt jump shot from 12 ft (assist by E. Bledsoe),0,2
1,1,11:33.0,Turnover by D. Lillard (bad pass),,0,2
2,1,11:24.0,,J. Leuer makes 2-pt jump shot from 6 ft (assist by B. Knight),0,4
3,1,11:07.0,,Offensive charge foul by C. McCollum (drawn by J. Leuer),0,4
4,1,11:07.0,Turnover by C. McCollum (offensive foul),,0,4
5,1,10:55.0,,B. Knight misses 3-pt jump shot from 25 ft,0,4
6,1,10:55.0,,Offensive rebound by J. Leuer,0,4
7,1,10:42.0,,Personal foul by N. Vonleh (drawn by P. Tucker),0,4
8,1,10:36.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,0,4
9,1,10:35.0,Defensive rebound by C. McCollum,,0,4
10,1,10:28.0,Turnover by D. Lillard (bad pass; steal by B. Knight),,0,4
11,1,10:10.0,,J. Leuer misses 2-pt layup from 2 ft,0,4
12,1,10:09.0,Defensive rebound by A. Aminu,,0,4
13,1,9:57.0,D. Lillard misses 3-pt jump shot from 24 ft,,0,4
14,1,9:57.0,,Defensive rebound by B. Knight,0,4
15,1,9:44.0,,B. Knight misses 3-pt jump shot from 25 ft,0,4
16,1,9:44.0,Defensive rebound by A. Aminu,,0,4
17,1,9:33.0,D. Lillard misses 2-pt jump shot from 15 ft,,0,4
18,1,9:33.0,,Defensive rebound by P. Tucker,0,4
19,1,9:21.0,,A. Len makes 2-pt dunk at rim (assist by E. Bledsoe),0,6
20,1,8:54.0,A. Aminu misses 3-pt jump shot from 24 ft,,0,6
21,1,8:54.0,Offensive rebound by M. Plumlee,,0,6
22,1,8:51.0,A. Aminu makes 2-pt layup from 2 ft (assist by M. Plumlee),,2,6
23,1,8:51.0,Shooting foul by J. Leuer (drawn by A. Aminu),,2,6
24,1,8:51.0,A. Aminu makes free throw 1 of 1,,3,6
25,1,8:40.0,,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by P. Tucker),3,9
26,1,8:20.0,C. McCollum makes 3-pt jump shot from 24 ft,,6,9
27,1,8:05.0,,J. Leuer misses 2-pt jump shot from 10 ft,6,9
28,1,8:04.0,Defensive rebound by N. Vonleh,,6,9
29,1,7:57.0,A. Aminu makes 2-pt jump shot from 18 ft (assist by D. Lillard),,8,9
30,1,7:44.0,,E. Bledsoe misses 2-pt jump shot from 7 ft,8,9
31,1,7:43.0,,Offensive rebound by A. Len,8,9
32,1,7:43.0,,A. Len misses 2-pt layup at rim,8,9
33,1,7:41.0,,Offensive rebound by J. Leuer,8,9
34,1,7:41.0,,J. Leuer makes 2-pt layup at rim,8,11
35,1,7:37.0,Turnover by M. Plumlee (bad pass; steal by P. Tucker),,8,11
36,1,7:35.0,,P. Tucker misses 3-pt jump shot from 25 ft,8,11
37,1,7:32.0,Defensive rebound by N. Vonleh,,8,11
38,1,7:13.0,D. Lillard makes 2-pt layup from 2 ft (assist by M. Plumlee),,10,11
39,1,6:58.0,,A. Len makes 2-pt jump shot from 19 ft (assist by B. Knight),10,13
40,1,6:43.0,C. McCollum makes 2-pt jump shot from 21 ft (assist by M. Plumlee),,12,13
41,1,6:31.0,,B. Knight misses 3-pt jump shot from 24 ft,12,13
42,1,6:30.0,Defensive rebound by A. Aminu,,12,13
43,1,6:24.0,A. Aminu misses 2-pt jump shot from 7 ft,,12,13
44,1,6:23.0,,Defensive rebound by A. Len,12,13
45,1,6:12.0,,A. Len misses 2-pt layup from 2 ft,12,13
46,1,6:11.0,Defensive rebound by M. Plumlee,,12,13
47,1,6:00.0,C. McCollum makes 3-pt jump shot from 24 ft (assist by D. Lillard),,15,13
48,1,5:54.0,,Phoenix full timeout,15,13
49,1,5:46.0,,E. Bledsoe misses 2-pt jump shot from 13 ft,15,13
50,1,5:41.0,,Offensive rebound by A. Len,15,13
51,1,5:41.0,,A. Len misses 2-pt layup at rim,15,13
52,1,5:41.0,Defensive rebound by M. Plumlee,,15,13
53,1,5:28.0,D. Lillard misses 3-pt jump shot from 24 ft,,15,13
54,1,5:28.0,Offensive rebound by N. Vonleh,,15,13
55,1,5:25.0,N. Vonleh makes 2-pt layup from 1 ft,,17,13
56,1,5:11.0,,J. Leuer makes 2-pt hook shot from 5 ft (assist by A. Len),17,15
57,1,4:59.0,Turnover by M. Plumlee (bad pass; steal by J. Leuer),,17,15
58,1,4:54.0,,E. Bledsoe makes 2-pt layup at rim (assist by B. Knight),17,17
59,1,4:35.0,D. Lillard makes 2-pt layup at rim,,19,17
