,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,NEW YORK_ACTION,LA CLIPPERS_SCORE,NEW YORK_SCORE
0,1,11:40.0,,A. Afflalo misses 2-pt jump shot from 6 ft,0,0
1,1,11:38.0,Defensive rebound by C. Paul,,0,0
2,1,11:27.0,P. Pierce makes 3-pt jump shot from 24 ft,,3,0
3,1,11:10.0,,R. Lopez makes 2-pt hook shot from 4 ft,3,2
4,1,10:54.0,J. Redick makes 2-pt jump shot from 21 ft (assist by C. Paul),,5,2
5,1,10:42.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,5,2
6,1,10:40.0,Defensive rebound by D. Jordan,,5,2
7,1,10:28.0,P. Pierce makes 3-pt jump shot from 24 ft (assist by C. Paul),,8,2
8,1,10:11.0,,A. Afflalo misses 2-pt jump shot from 5 ft,8,2
9,1,10:11.0,Defensive rebound by Team,,8,2
10,1,10:11.0,,Loose ball foul by A. Afflalo (drawn by D. Jordan),8,2
11,1,9:55.0,J. Redick misses 2-pt jump shot from 21 ft,,8,2
12,1,9:53.0,,Defensive rebound by J. Calderón,8,2
13,1,9:49.0,,C. Anthony makes 3-pt jump shot from 24 ft (assist by J. Calderón),8,5
14,1,9:31.0,L. Mbah a Moute makes 2-pt jump shot from 19 ft (assist by C. Paul),,10,5
15,1,9:13.0,,K. Porziņģis misses 2-pt jump shot from 10 ft,10,5
16,1,9:11.0,,Offensive rebound by R. Lopez,10,5
17,1,9:11.0,,R. Lopez misses 2-pt layup at rim,10,5
18,1,9:10.0,Defensive rebound by C. Paul,,10,5
19,1,8:58.0,Turnover by C. Paul (bad pass),,10,5
20,1,8:38.0,,J. Calderón misses 2-pt jump shot from 12 ft,10,5
21,1,8:36.0,Defensive rebound by D. Jordan,,10,5
22,1,8:27.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,12,5
23,1,8:04.0,,Turnover by C. Anthony (bad pass),12,5
24,1,7:49.0,P. Pierce makes 2-pt layup from 1 ft (assist by C. Paul),,14,5
25,1,7:42.0,,New York full timeout,14,5
26,1,7:33.0,,J. Calderón misses 3-pt jump shot from 25 ft,14,5
27,1,7:31.0,,Offensive rebound by R. Lopez,14,5
28,1,7:31.0,,R. Lopez misses 2-pt layup from 1 ft,14,5
29,1,7:20.0,Defensive rebound by P. Pierce,,14,5
30,1,7:08.0,C. Paul misses 3-pt jump shot from 26 ft,,14,5
31,1,7:07.0,,Defensive rebound by J. Calderón,14,5
32,1,6:59.0,,C. Anthony misses 2-pt layup from 2 ft,14,5
33,1,6:58.0,,Offensive rebound by K. Porziņģis,14,5
34,1,6:58.0,,K. Porziņģis misses 2-pt layup at rim,14,5
35,1,6:56.0,Defensive rebound by J. Redick,,14,5
36,1,6:36.0,P. Pierce misses 3-pt jump shot from 24 ft,,14,5
37,1,6:34.0,,Defensive rebound by J. Calderón,14,5
38,1,6:25.0,,K. Porziņģis misses 2-pt jump shot from 5 ft,14,5
39,1,6:23.0,Defensive rebound by C. Paul,,14,5
40,1,6:15.0,C. Paul misses 2-pt jump shot from 18 ft,,14,5
41,1,6:13.0,,Defensive rebound by R. Lopez,14,5
42,1,6:05.0,,C. Anthony makes 2-pt jump shot from 14 ft,14,7
43,1,6:05.0,,Shooting foul by L. Mbah a Moute (drawn by C. Anthony),14,7
44,1,6:05.0,W. Johnson enters the game for P. Pierce,,14,7
45,1,6:05.0,,D. Williams enters the game for K. Porziņģis,14,7
46,1,6:05.0,,C. Anthony makes free throw 1 of 1,14,8
47,1,5:49.0,J. Redick makes 2-pt jump shot from 17 ft (assist by D. Jordan),,16,8
48,1,5:31.0,,Turnover by A. Afflalo (traveling),16,8
49,1,5:23.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by C. Paul),,19,8
50,1,5:11.0,,C. Anthony misses 3-pt jump shot from 24 ft,19,8
51,1,5:09.0,Defensive rebound by D. Jordan,,19,8
52,1,5:03.0,W. Johnson makes 3-pt jump shot from 22 ft (assist by L. Mbah a Moute),,22,8
53,1,4:44.0,,Shooting foul by L. Mbah a Moute (drawn by C. Anthony),22,8
54,1,4:44.0,,C. Anthony makes free throw 1 of 2,22,9
55,1,4:44.0,,K. Porziņģis enters the game for R. Lopez,22,9
56,1,4:44.0,J. Crawford enters the game for L. Mbah a Moute,,22,9
57,1,4:44.0,,C. Anthony makes free throw 2 of 2,22,10
58,1,4:39.0,Turnover by J. Redick (traveling),,22,10
59,1,4:26.0,,D. Williams makes 2-pt jump shot from 17 ft (assist by A. Afflalo),22,12
60,1,4:08.0,Personal block foul by J. Calderón (drawn by C. Paul),,22,12
61,1,3:55.0,C. Paul misses 2-pt jump shot from 3 ft,,22,12
62,1,3:53.0,Offensive rebound by D. Jordan,,22,12
63,1,3:53.0,D. Jordan makes 2-pt dunk at rim,,24,12
64,1,3:43.0,,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by C. Anthony),24,15
65,1,3:25.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,26,15
66,1,3:09.0,,C. Anthony makes 2-pt jump shot from 16 ft (assist by J. Calderón),26,17
67,1,2:56.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,28,17
68,1,2:38.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,28,17
69,1,2:36.0,Defensive rebound by D. Jordan,,28,17
70,1,2:18.0,W. Johnson makes 3-pt jump shot from 22 ft (assist by D. Jordan),,31,17
71,1,2:10.0,,New York full timeout,31,17
72,1,2:10.0,LA Clippers full timeout,,31,17
73,1,2:10.0,A. Rivers enters the game for J. Redick,,31,17
74,1,2:10.0,,L. Galloway enters the game for A. Afflalo,31,17
75,1,2:10.0,,J. Grant enters the game for J. Calderón,31,17
76,1,1:52.0,,Shooting foul by W. Johnson (drawn by C. Anthony),31,17
77,1,1:52.0,,C. Anthony misses free throw 1 of 2,31,17
78,1,1:52.0,,Offensive rebound by Team,31,17
79,1,1:52.0,,C. Anthony makes free throw 2 of 2,31,18
80,1,1:40.0,C. Paul misses 2-pt layup from 2 ft,,31,18
81,1,1:38.0,,Defensive rebound by C. Anthony,31,18
82,1,1:27.0,,K. Porziņģis misses 3-pt jump shot from 25 ft,31,18
83,1,1:25.0,Defensive rebound by W. Johnson,,31,18
84,1,1:14.0,C. Paul misses 2-pt jump shot from 8 ft,,31,18
85,1,1:12.0,,Defensive rebound by C. Anthony,31,18
86,1,1:06.0,,K. Porziņģis misses 2-pt layup from 1 ft,31,18
87,1,1:04.0,,Offensive rebound by K. Porziņģis,31,18
88,1,1:04.0,,K. Porziņģis makes 2-pt dunk at rim,31,20
89,1,0:47.0,Personal foul by J. Grant (drawn by C. Paul),,31,20
90,1,0:47.0,C. Aldrich enters the game for D. Jordan,,31,20
91,1,0:47.0,P. Prigioni enters the game for C. Paul,,31,20
92,1,0:38.0,J. Crawford misses 2-pt jump shot from 23 ft,,31,20
93,1,0:36.0,,Defensive rebound by K. Porziņģis,31,20
94,1,0:28.0,Violation by C. Aldrich (def goaltending),,31,20
95,1,0:28.0,,D. Williams makes 2-pt layup from 2 ft (assist by C. Anthony),31,22
96,1,0:08.0,Turnover by J. Crawford (lost ball; steal by C. Anthony),,31,22
97,1,0:05.0,,D. Williams makes 2-pt dunk at rim (assist by J. Grant),31,24
98,1,0:01.0,A. Rivers misses 2-pt jump shot from 12 ft,,31,24
99,1,0:00.0,Offensive rebound by Team,,31,24
100,2,11:42.0,W. Johnson makes 2-pt jump shot from 21 ft (assist by P. Prigioni),,33,24
101,2,11:28.0,,K. O'Quinn misses 2-pt layup from 2 ft (block by C. Aldrich),33,24
102,2,11:26.0,,Offensive rebound by K. O'Quinn,33,24
103,2,11:23.0,,Turnover by K. O'Quinn (lost ball; steal by C. Aldrich),33,24
104,2,11:11.0,C. Aldrich misses 2-pt jump shot from 3 ft,,33,24
105,2,11:09.0,,Defensive rebound by K. O'Quinn,33,24
106,2,10:56.0,,L. Galloway misses 3-pt jump shot from 24 ft,33,24
107,2,10:54.0,Defensive rebound by C. Aldrich,,33,24
108,2,10:46.0,J. Crawford makes 2-pt layup from 1 ft,,35,24
109,2,10:28.0,,K. O'Quinn makes 2-pt jump shot from 7 ft (assist by J. Grant),35,26
110,2,10:13.0,A. Rivers misses 3-pt jump shot from 24 ft,,35,26
111,2,10:11.0,,Defensive rebound by K. O'Quinn,35,26
112,2,10:02.0,,Offensive foul by D. Williams (drawn by P. Prigioni),35,26
113,2,10:02.0,,Turnover by D. Williams (offensive foul),35,26
114,2,9:41.0,C. Aldrich misses 2-pt hook shot from 4 ft,,35,26
115,2,9:40.0,,Defensive rebound by J. Grant,35,26
116,2,9:29.0,,L. Galloway makes 2-pt jump shot from 12 ft (assist by J. Grant),35,28
117,2,9:13.0,J. Crawford misses 2-pt jump shot from 16 ft,,35,28
118,2,9:11.0,,Defensive rebound by L. Galloway,35,28
119,2,8:59.0,,Turnover by D. Williams (offensive goaltending),35,28
120,2,8:59.0,Official timeout,,35,28
121,2,8:46.0,A. Rivers misses 2-pt jump shot from 8 ft,,35,28
122,2,8:44.0,,Defensive rebound by D. Williams,35,28
123,2,8:33.0,,A. Afflalo misses 2-pt jump shot from 12 ft (block by W. Johnson),35,28
124,2,8:30.0,Defensive rebound by P. Prigioni,,35,28
125,2,8:22.0,J. Crawford misses 2-pt jump shot from 12 ft,,35,28
126,2,8:20.0,Offensive rebound by C. Aldrich,,35,28
127,2,8:18.0,Turnover by C. Aldrich (bad pass; steal by D. Williams),,35,28
128,2,8:17.0,,Personal foul by A. Rivers (drawn by D. Williams),35,28
129,2,8:03.0,,K. O'Quinn makes 2-pt layup from 2 ft (assist by J. Grant),35,30
130,2,7:45.0,A. Rivers makes 3-pt jump shot from 23 ft (assist by W. Johnson),,38,30
131,2,7:22.0,,Turnover by J. Grant (lost ball),38,30
132,2,7:22.0,D. Jordan enters the game for C. Aldrich,,38,30
133,2,7:03.0,J. Crawford makes 2-pt jump shot from 3 ft,,40,30
134,2,6:53.0,,Turnover by K. O'Quinn (bad pass; steal by P. Prigioni),40,30
135,2,6:52.0,Personal foul by J. Grant (drawn by P. Prigioni),,40,30
136,2,6:52.0,,R. Lopez enters the game for K. O'Quinn,40,30
137,2,6:52.0,,C. Anthony enters the game for J. Grant,40,30
138,2,6:52.0,L. Mbah a Moute enters the game for W. Johnson,,40,30
139,2,6:42.0,J. Crawford misses 3-pt jump shot from 25 ft,,40,30
140,2,6:40.0,,Defensive rebound by C. Anthony,40,30
141,2,6:25.0,,L. Galloway makes 2-pt jump shot from 12 ft,40,32
142,2,6:07.0,P. Prigioni misses 3-pt jump shot from 26 ft,,40,32
143,2,6:05.0,,Defensive rebound by L. Galloway,40,32
144,2,6:01.0,,Turnover by L. Galloway (bad pass; steal by P. Prigioni),40,32
145,2,5:50.0,P. Prigioni makes 3-pt jump shot from 26 ft (assist by A. Rivers),,43,32
146,2,5:41.0,,New York full timeout,43,32
147,2,5:41.0,J. Redick enters the game for L. Mbah a Moute,,43,32
148,2,5:41.0,P. Pierce enters the game for A. Rivers,,43,32
149,2,5:41.0,C. Paul enters the game for P. Prigioni,,43,32
150,2,5:41.0,,J. Calderón enters the game for A. Afflalo,43,32
151,2,5:41.0,,K. Porziņģis enters the game for D. Williams,43,32
152,2,5:28.0,,R. Lopez makes 2-pt hook shot from 3 ft (assist by C. Anthony),43,34
153,2,5:09.0,Turnover by C. Paul (bad pass),,43,34
154,2,4:58.0,,J. Calderón makes 2-pt jump shot from 6 ft (assist by L. Galloway),43,36
155,2,4:41.0,P. Pierce misses 3-pt jump shot from 24 ft,,43,36
156,2,4:39.0,,Defensive rebound by J. Calderón,43,36
157,2,4:35.0,,Personal foul by P. Pierce (drawn by C. Anthony),43,36
158,2,4:26.0,,R. Lopez misses 2-pt hook shot from 5 ft,43,36
159,2,4:24.0,Defensive rebound by P. Pierce,,43,36
160,2,4:15.0,D. Jordan makes 2-pt dunk at rim (assist by P. Pierce),,45,36
161,2,3:58.0,,C. Anthony misses 2-pt jump shot from 13 ft,45,36
162,2,3:56.0,,Offensive rebound by R. Lopez,45,36
163,2,3:54.0,,Turnover by R. Lopez (lost ball; steal by C. Paul),45,36
164,2,3:50.0,C. Paul makes 2-pt jump shot from 9 ft,,47,36
165,2,3:33.0,,Turnover by K. Porziņģis (lost ball; steal by P. Pierce),47,36
166,2,3:28.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,49,36
167,2,3:17.0,,J. Calderón makes 2-pt jump shot from 17 ft,49,38
168,2,3:00.0,J. Redick misses 2-pt jump shot from 21 ft (block by C. Anthony),,49,38
169,2,2:57.0,,Defensive rebound by J. Calderón,49,38
170,2,2:48.0,,R. Lopez misses 2-pt jump shot from 18 ft,49,38
171,2,2:47.0,Defensive rebound by Team,,49,38
172,2,2:46.0,LA Clippers full timeout,,49,38
173,2,2:46.0,L. Mbah a Moute enters the game for J. Crawford,,49,38
174,2,2:46.0,,D. Williams enters the game for R. Lopez,49,38
175,2,2:46.0,,A. Afflalo enters the game for L. Galloway,49,38
176,2,2:26.0,Turnover by D. Jordan (lost ball; steal by A. Afflalo),,49,38
177,2,2:13.0,,D. Williams makes 2-pt layup at rim (assist by A. Afflalo),49,40
