,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CHICAGO_ACTION,MEMPHIS_SCORE,CHICAGO_SCORE
391,4,3:20.0,Shooting foul by D. Rose (drawn by M. Conley),,79,88
392,4,3:20.0,M. Conley misses free throw 1 of 2,,79,88
393,4,3:20.0,Offensive rebound by Team,,79,88
394,4,3:20.0,M. Conley makes free throw 2 of 2,,80,88
395,4,3:10.0,,Personal foul by Z. Randolph (drawn by P. Gasol),80,88
396,4,3:07.0,,Personal foul by Z. Randolph (drawn by D. Rose),80,88
397,4,3:07.0,,D. Rose misses free throw 1 of 2,80,88
398,4,3:07.0,,Offensive rebound by Team,80,88
399,4,3:07.0,,D. Rose makes free throw 2 of 2,80,89
400,4,2:54.0,Shooting foul by P. Gasol (drawn by J. Green),,80,89
401,4,2:54.0,,Chicago full timeout,80,89
402,4,2:54.0,M. Barnes enters the game for Z. Randolph,,80,89
403,4,2:54.0,J. Green misses free throw 1 of 2,,80,89
404,4,2:54.0,Offensive rebound by Team,,80,89
405,4,2:54.0,J. Green makes free throw 2 of 2,,81,89
406,4,2:44.0,,P. Gasol makes 2-pt layup from 1 ft (assist by J. Noah),81,91
407,4,2:44.0,,Shooting foul by C. Lee (drawn by P. Gasol),81,91
408,4,2:44.0,,P. Gasol makes free throw 1 of 1,81,92
409,4,2:33.0,Personal foul by J. Noah (drawn by M. Barnes),,81,92
410,4,2:33.0,M. Barnes makes free throw 1 of 2,,82,92
411,4,2:33.0,M. Barnes makes free throw 2 of 2,,83,92
412,4,2:19.0,,D. McDermott misses 3-pt jump shot from 25 ft,83,92
413,4,2:18.0,Defensive rebound by M. Conley,,83,92
414,4,2:01.0,M. Conley misses 2-pt jump shot from 7 ft,,83,92
415,4,2:00.0,Offensive rebound by M. Gasol,,83,92
416,4,1:54.0,M. Conley misses 3-pt jump shot from 23 ft,,83,92
417,4,1:53.0,,Defensive rebound by P. Gasol,83,92
418,4,1:44.0,,Shooting foul by M. Barnes (drawn by J. Butler),83,92
419,4,1:44.0,,J. Butler makes free throw 1 of 2,83,93
420,4,1:44.0,,J. Butler makes free throw 2 of 2,83,94
421,4,1:35.0,M. Barnes makes 2-pt jump shot from 15 ft (assist by M. Conley),,85,94
422,4,1:12.0,,J. Butler misses 2-pt jump shot from 18 ft,85,94
423,4,1:11.0,Defensive rebound by M. Conley,,85,94
424,4,1:06.0,,Violation by J. Butler (kicked ball),85,94
425,4,1:02.0,M. Conley misses 2-pt jump shot from 21 ft,,85,94
426,4,1:01.0,,Defensive rebound by J. Noah,85,94
427,4,0:43.0,,J. Butler makes 2-pt layup from 3 ft (assist by D. Rose),85,96
428,4,0:31.0,J. Green misses 3-pt jump shot from 25 ft,,85,96
429,4,0:30.0,Offensive rebound by M. Gasol,,85,96
430,4,0:25.0,M. Barnes misses 3-pt jump shot from 25 ft,,85,96
431,4,0:25.0,,Defensive rebound by P. Gasol,85,96
432,4,0:24.0,,Personal foul by M. Gasol (drawn by P. Gasol),85,96
433,4,0:24.0,,P. Gasol makes free throw 1 of 2,85,97
434,4,0:24.0,,P. Gasol makes free throw 2 of 2,85,98
435,4,0:00.0,M. Conley misses 3-pt jump shot from 25 ft,,85,98
436,4,0:00.0,Offensive rebound by Team,,85,98
437,4,0:00.0,Turnover by Team (shot clock),,85,98
