,QUARTER,TIME_REMAINING,PORTLAND_ACTION,SACRAMENTO_ACTION,PORTLAND_SCORE,SACRAMENTO_SCORE
0,1,11:42.0,,D. Cousins misses 2-pt jump shot from 18 ft,0,0
1,1,11:42.0,Defensive rebound by A. Aminu,,0,0
2,1,11:30.0,C. McCollum makes 2-pt layup from 4 ft,,2,0
3,1,11:11.0,,O. Casspi makes 3-pt jump shot from 25 ft (assist by D. Cousins),2,3
4,1,10:54.0,Turnover by A. Aminu (bad pass; steal by O. Casspi),,2,3
5,1,10:39.0,,Turnover by O. Casspi (lost ball; steal by M. Plumlee),2,3
6,1,10:32.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by M. Plumlee),,5,3
7,1,10:24.0,,Turnover by B. McLemore (lost ball; steal by A. Aminu),5,3
8,1,10:16.0,N. Vonleh misses 3-pt jump shot from 26 ft,,5,3
9,1,10:15.0,Offensive rebound by M. Plumlee,,5,3
10,1,10:06.0,C. McCollum makes 3-pt jump shot from 24 ft,,8,3
11,1,10:03.0,,Turnover by D. Cousins (lost ball; steal by N. Vonleh),8,3
12,1,9:53.0,C. McCollum makes 3-pt jump shot from 24 ft,,11,3
13,1,9:36.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),11,5
14,1,9:18.0,A. Crabbe misses 2-pt jump shot from 20 ft,,11,5
15,1,9:17.0,,Defensive rebound by B. McLemore,11,5
16,1,9:12.0,,Turnover by R. Gay (bad pass),11,5
17,1,8:54.0,N. Vonleh misses 2-pt jump shot from 5 ft (block by D. Cousins),,11,5
18,1,8:54.0,,Defensive rebound by R. Rondo,11,5
19,1,8:51.0,,Shooting foul by C. McCollum (drawn by R. Rondo),11,5
20,1,8:51.0,,R. Rondo makes free throw 1 of 2,11,6
21,1,8:51.0,,R. Rondo misses free throw 2 of 2,11,6
22,1,8:51.0,Defensive rebound by A. Crabbe,,11,6
23,1,8:35.0,M. Plumlee misses 2-pt jump shot from 17 ft,,11,6
24,1,8:35.0,,Defensive rebound by R. Rondo,11,6
25,1,8:27.0,,O. Casspi misses 2-pt hook shot from 5 ft,11,6
26,1,8:27.0,Defensive rebound by M. Plumlee,,11,6
27,1,8:10.0,N. Vonleh misses 2-pt jump shot from 12 ft,,11,6
28,1,8:10.0,,Defensive rebound by R. Gay,11,6
29,1,8:00.0,,O. Casspi makes 2-pt jump shot from 6 ft (assist by R. Rondo),11,8
30,1,7:37.0,N. Vonleh misses 2-pt jump shot from 6 ft,,11,8
31,1,7:36.0,,Defensive rebound by D. Cousins,11,8
32,1,7:26.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),11,10
33,1,7:14.0,C. McCollum misses 2-pt jump shot from 17 ft,,11,10
34,1,7:13.0,,Defensive rebound by O. Casspi,11,10
35,1,7:04.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by R. Rondo),11,13
36,1,6:48.0,A. Crabbe misses 3-pt jump shot from 24 ft,,11,13
37,1,6:47.0,,Defensive rebound by D. Cousins,11,13
38,1,6:44.0,,R. Gay makes 2-pt dunk at rim (assist by R. Rondo),11,15
39,1,6:44.0,Portland full timeout,,11,15
40,1,6:22.0,A. Aminu misses 2-pt jump shot from 21 ft,,11,15
41,1,6:21.0,,Defensive rebound by R. Gay,11,15
42,1,6:13.0,,Turnover by R. Rondo (lost ball; steal by N. Vonleh),11,15
43,1,5:55.0,A. Crabbe makes 2-pt jump shot from 20 ft,,13,15
44,1,5:47.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),13,17
45,1,5:35.0,,Violation by R. Rondo (kicked ball),13,17
46,1,5:35.0,,M. Belinelli enters the game for B. McLemore,13,17
47,1,5:24.0,A. Aminu misses 2-pt jump shot from 7 ft (block by R. Gay),,13,17
