,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,CHICAGO_ACTION,CHARLOTTE_SCORE,CHICAGO_SCORE
0,1,11:37.0,,D. Rose misses 2-pt jump shot from 18 ft,0,0
1,1,11:35.0,Defensive rebound by N. Batum,,0,0
2,1,11:26.0,K. Walker misses 3-pt jump shot from 23 ft,,0,0
3,1,11:24.0,,Defensive rebound by D. McDermott,0,0
4,1,11:08.0,,Turnover by P. Gasol (bad pass; steal by A. Jefferson),0,0
5,1,11:00.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,3,0
6,1,10:46.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by J. Butler),3,2
7,1,10:20.0,A. Jefferson makes 2-pt hook shot from 12 ft,,5,2
8,1,10:08.0,,Turnover by N. Mirotić (lost ball; steal by M. Williams),5,2
9,1,9:55.0,M. Williams misses 3-pt jump shot from 22 ft,,5,2
10,1,9:54.0,,Defensive rebound by P. Gasol,5,2
11,1,9:45.0,,P. Gasol makes 2-pt jump shot from 20 ft (assist by D. Rose),5,4
12,1,9:33.0,M. Williams misses 3-pt jump shot from 26 ft,,5,4
13,1,9:30.0,,Defensive rebound by P. Gasol,5,4
14,1,9:26.0,,D. Rose makes 2-pt jump shot from 8 ft,5,6
15,1,9:08.0,N. Batum misses 2-pt jump shot from 9 ft,,5,6
16,1,9:07.0,,Defensive rebound by P. Gasol,5,6
17,1,8:56.0,,N. Mirotić misses 2-pt hook shot from 6 ft,5,6
18,1,8:55.0,Defensive rebound by N. Batum,,5,6
19,1,8:50.0,N. Batum misses 2-pt layup from 2 ft,,5,6
20,1,8:49.0,,Defensive rebound by P. Gasol,5,6
21,1,8:41.0,,D. Rose misses 2-pt jump shot from 5 ft,5,6
22,1,8:38.0,Defensive rebound by K. Walker,,5,6
23,1,8:31.0,K. Walker makes 2-pt jump shot from 15 ft,,7,6
24,1,8:17.0,,D. McDermott makes 2-pt jump shot from 17 ft (assist by P. Gasol),7,8
25,1,8:01.0,A. Jefferson misses 2-pt layup from 2 ft (block by P. Gasol),,7,8
26,1,8:00.0,,Defensive rebound by P. Gasol,7,8
27,1,7:49.0,,J. Butler misses 2-pt jump shot from 17 ft,7,8
28,1,7:47.0,Defensive rebound by K. Walker,,7,8
29,1,7:37.0,K. Walker makes 2-pt jump shot from 10 ft,,9,8
30,1,7:22.0,,P. Gasol misses 2-pt jump shot from 17 ft,9,8
31,1,7:20.0,Defensive rebound by K. Walker,,9,8
32,1,7:10.0,Def 3 sec tech foul by P. Gasol,,9,8
33,1,7:10.0,N. Batum makes technical free throw,,10,8
34,1,6:56.0,N. Batum makes 3-pt jump shot from 25 ft,,13,8
35,1,6:36.0,,P. Gasol makes 2-pt jump shot from 3 ft (assist by N. Mirotić),13,10
36,1,6:36.0,,Shooting foul by P. Hairston (drawn by P. Gasol),13,10
37,1,6:36.0,,P. Gasol makes free throw 1 of 1,13,11
38,1,6:22.0,N. Batum makes 2-pt jump shot from 19 ft (assist by K. Walker),,15,11
39,1,6:12.0,,D. McDermott makes 2-pt jump shot from 1 ft (assist by N. Mirotić),15,13
40,1,6:12.0,,Shooting foul by P. Hairston (drawn by D. McDermott),15,13
41,1,6:12.0,F. Kaminsky enters the game for P. Hairston,,15,13
42,1,6:12.0,J. Lamb enters the game for M. Williams,,15,13
43,1,6:12.0,,D. McDermott makes free throw 1 of 1,15,14
44,1,5:59.0,K. Walker misses 2-pt jump shot from 13 ft,,15,14
45,1,5:58.0,,Defensive rebound by P. Gasol,15,14
46,1,5:45.0,,Turnover by J. Butler (bad pass; steal by N. Batum),15,14
47,1,5:34.0,F. Kaminsky makes 2-pt jump shot from 4 ft,,17,14
48,1,5:22.0,,D. McDermott misses 2-pt jump shot from 19 ft,17,14
49,1,5:21.0,Defensive rebound by A. Jefferson,,17,14
50,1,5:08.0,F. Kaminsky misses 2-pt jump shot from 10 ft,,17,14
51,1,5:07.0,,Defensive rebound by D. McDermott,17,14
52,1,5:01.0,,D. Rose misses 2-pt jump shot from 19 ft,17,14
53,1,5:00.0,Defensive rebound by J. Lamb,,17,14
54,1,4:49.0,A. Jefferson makes 2-pt jump shot from 15 ft (assist by K. Walker),,19,14
55,1,4:47.0,,Chicago full timeout,19,14
56,1,4:47.0,,T. Snell enters the game for D. McDermott,19,14
57,1,4:47.0,,K. Hinrich enters the game for N. Mirotić,19,14
58,1,4:47.0,,J. Noah enters the game for D. Rose,19,14
59,1,4:36.0,,J. Butler misses 2-pt jump shot from 4 ft,19,14
60,1,4:34.0,,Offensive rebound by J. Noah,19,14
61,1,4:34.0,,J. Noah makes 2-pt layup from 1 ft,19,16
62,1,4:18.0,A. Jefferson misses 2-pt jump shot from 18 ft,,19,16
63,1,4:17.0,,Defensive rebound by J. Butler,19,16
64,1,4:07.0,,J. Butler makes 2-pt jump shot at rim (assist by P. Gasol),19,18
65,1,3:55.0,S. Hawes enters the game for A. Jefferson,,19,18
66,1,3:47.0,K. Walker makes 2-pt jump shot from 20 ft,,21,18
67,1,3:31.0,,T. Snell misses 2-pt jump shot from 21 ft,21,18
68,1,3:30.0,Defensive rebound by F. Kaminsky,,21,18
69,1,3:19.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,21,18
70,1,3:18.0,,Defensive rebound by P. Gasol,21,18
71,1,3:07.0,,J. Butler makes 2-pt jump shot from 15 ft (assist by J. Noah),21,20
72,1,2:51.0,J. Lamb misses 3-pt jump shot from 24 ft,,21,20
73,1,2:50.0,,Defensive rebound by P. Gasol,21,20
74,1,2:45.0,,J. Butler misses 2-pt jump shot from 12 ft,21,20
75,1,2:43.0,Defensive rebound by N. Batum,,21,20
76,1,2:39.0,Personal foul by T. Snell (drawn by N. Batum),,21,20
77,1,2:39.0,Charlotte full timeout,,21,20
78,1,2:39.0,,T. Gibson enters the game for P. Gasol,21,20
79,1,2:39.0,J. Lin enters the game for N. Batum,,21,20
80,1,2:27.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,21,20
81,1,2:27.0,,Defensive rebound by Team,21,20
82,1,2:18.0,,Personal foul by F. Kaminsky (drawn by T. Gibson),21,20
83,1,2:10.0,,T. Snell misses 3-pt jump shot from 24 ft,21,20
84,1,2:09.0,Defensive rebound by S. Hawes,,21,20
85,1,1:55.0,K. Walker misses 2-pt jump shot from 16 ft,,21,20
86,1,1:54.0,,Defensive rebound by T. Snell,21,20
87,1,1:43.0,,T. Snell misses 2-pt jump shot from 18 ft,21,20
88,1,1:40.0,,Offensive rebound by J. Noah,21,20
89,1,1:34.0,,T. Gibson misses 2-pt layup from 2 ft (block by K. Walker),21,20
90,1,1:34.0,,Offensive rebound by Team,21,20
91,1,1:20.0,,T. Gibson misses 2-pt jump shot from 16 ft,21,20
92,1,1:18.0,,Offensive rebound by J. Noah,21,20
93,1,1:18.0,,Shooting foul by S. Hawes (drawn by J. Noah),21,20
94,1,1:18.0,,J. Noah misses free throw 1 of 2,21,20
95,1,1:18.0,,Offensive rebound by Team,21,20
96,1,1:18.0,,J. Noah makes free throw 2 of 2,21,21
97,1,1:11.0,Turnover by K. Walker (lost ball),,21,21
98,1,1:00.0,,Turnover by J. Butler (lost ball; steal by K. Walker),21,21
99,1,0:55.0,K. Walker misses 2-pt layup at rim (block by T. Snell),,21,21
100,1,0:53.0,,Defensive rebound by J. Butler,21,21
101,1,0:50.0,,K. Hinrich makes 2-pt jump shot from 19 ft (assist by J. Butler),21,23
102,1,0:38.0,Personal foul by K. Hinrich (drawn by K. Walker),,21,23
103,1,0:38.0,,E. Moore enters the game for J. Butler,21,23
104,1,0:31.0,J. Lin misses 2-pt jump shot from 21 ft,,21,23
105,1,0:30.0,,Defensive rebound by J. Noah,21,23
106,1,0:18.0,,K. Hinrich misses 2-pt jump shot from 20 ft,21,23
107,1,0:15.0,Defensive rebound by J. Lin,,21,23
108,1,0:01.0,K. Walker makes 2-pt jump shot from 11 ft,,23,23
109,2,11:36.0,S. Hawes misses 2-pt jump shot from 15 ft,,23,23
110,2,11:35.0,,Defensive rebound by T. Gibson,23,23
111,2,11:28.0,,J. Noah misses 2-pt jump shot from 6 ft,23,23
112,2,11:26.0,,Offensive rebound by J. Noah,23,23
113,2,11:21.0,,E. Moore makes 3-pt jump shot from 22 ft (assist by J. Noah),23,26
114,2,11:07.0,J. Lin misses 2-pt layup at rim (block by D. Rose),,23,26
115,2,11:07.0,Offensive rebound by Team,,23,26
116,2,10:59.0,Shooting foul by E. Moore (drawn by J. Lamb),,23,26
117,2,10:59.0,J. Lamb makes free throw 1 of 2,,24,26
118,2,10:59.0,J. Lamb misses free throw 2 of 2,,24,26
119,2,10:56.0,,Defensive rebound by J. Noah,24,26
120,2,10:42.0,,T. Gibson makes 2-pt jump shot from 16 ft (assist by D. Rose),24,28
121,2,10:20.0,S. Hawes makes 2-pt dunk at rim (assist by M. Williams),,26,28
122,2,10:07.0,,Turnover by T. Snell (lost ball; steal by J. Lin),26,28
123,2,10:04.0,Shooting foul by J. Noah (drawn by J. Lamb),,26,28
124,2,10:04.0,J. Lamb makes free throw 1 of 2,,27,28
125,2,10:04.0,,D. McDermott enters the game for T. Snell,27,28
126,2,10:04.0,J. Lamb makes free throw 2 of 2,,28,28
127,2,9:49.0,P. Hairston enters the game for F. Kaminsky,,28,28
128,2,9:44.0,,D. McDermott misses 2-pt jump shot from 16 ft,28,28
129,2,9:42.0,Defensive rebound by M. Williams,,28,28
130,2,9:34.0,J. Lamb makes 2-pt layup from 1 ft (assist by S. Hawes),,30,28
131,2,9:21.0,,D. McDermott makes 3-pt jump shot from 25 ft (assist by D. Rose),30,31
