,QUARTER,TIME_REMAINING,TORONTO_ACTION,INDIANA_ACTION,TORONTO_SCORE,INDIANA_SCORE
0,1,11:35.0,,P. George misses 2-pt jump shot from 22 ft,0,0
1,1,11:34.0,,Offensive rebound by Team,0,0
2,1,11:34.0,,Turnover by Team (shot clock),0,0
3,1,11:09.0,K. Lowry misses 2-pt jump shot from 18 ft,,0,0
4,1,11:09.0,,Defensive rebound by L. Allen,0,0
5,1,10:57.0,,G. Hill makes 3-pt jump shot from 26 ft (assist by P. George),0,3
6,1,10:42.0,Personal foul by G. Hill,,0,3
7,1,10:37.0,D. DeRozan makes 2-pt jump shot from 19 ft (assist by K. Lowry),,2,3
8,1,10:37.0,Shooting foul by P. George (drawn by D. DeRozan),,2,3
9,1,10:37.0,D. DeRozan makes free throw 1 of 1,,3,3
10,1,10:26.0,,Shooting foul by J. Valančiūnas (drawn by P. George),3,3
11,1,10:26.0,,P. George makes free throw 1 of 2,3,4
12,1,10:26.0,,P. George makes free throw 2 of 2,3,5
13,1,10:15.0,D. DeRozan makes 2-pt jump shot from 20 ft (assist by K. Lowry),,5,5
14,1,9:48.0,,P. George makes 2-pt jump shot from 12 ft,5,7
15,1,9:33.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by L. Scola),,8,7
16,1,9:21.0,,P. George makes 2-pt jump shot from 20 ft,8,9
17,1,9:02.0,D. Carroll misses 2-pt jump shot from 12 ft,,8,9
18,1,9:02.0,Offensive rebound by D. Carroll,,8,9
19,1,8:58.0,L. Scola misses 3-pt jump shot from 26 ft,,8,9
20,1,8:57.0,Offensive rebound by D. Carroll,,8,9
21,1,8:48.0,D. Carroll misses 3-pt jump shot from 27 ft,,8,9
22,1,8:47.0,,Defensive rebound by G. Hill,8,9
23,1,8:39.0,,Turnover by I. Mahinmi (bad pass),8,9
24,1,8:21.0,J. Valančiūnas makes 2-pt jump shot from 4 ft (assist by D. DeRozan),,10,9
25,1,8:10.0,,L. Allen misses 2-pt jump shot from 20 ft,10,9
26,1,8:10.0,Defensive rebound by J. Valančiūnas,,10,9
27,1,7:57.0,D. DeRozan makes 2-pt jump shot from 8 ft,,12,9
28,1,7:42.0,,Turnover by M. Ellis (bad pass; steal by D. DeRozan),12,9
29,1,7:37.0,D. Carroll makes 2-pt dunk at rim (assist by K. Lowry),,14,9
30,1,7:37.0,,Indiana full timeout,14,9
31,1,7:23.0,,P. George misses 3-pt jump shot from 26 ft,14,9
32,1,7:23.0,Defensive rebound by J. Valančiūnas,,14,9
33,1,7:12.0,D. DeRozan misses 2-pt jump shot from 16 ft,,14,9
34,1,7:12.0,,Defensive rebound by Team,14,9
35,1,7:12.0,Loose ball foul by J. Valančiūnas,,14,9
36,1,7:12.0,B. Biyombo enters the game for J. Valančiūnas,,14,9
37,1,6:57.0,,I. Mahinmi makes 2-pt dunk at rim (assist by M. Ellis),14,11
38,1,6:40.0,K. Lowry makes 3-pt jump shot from 27 ft,,17,11
39,1,6:22.0,,I. Mahinmi misses 2-pt jump shot from 6 ft,17,11
40,1,6:21.0,Defensive rebound by B. Biyombo,,17,11
41,1,6:08.0,B. Biyombo misses 2-pt jump shot from 6 ft (block by I. Mahinmi),,17,11
42,1,6:07.0,,Defensive rebound by M. Ellis,17,11
43,1,6:02.0,,G. Hill misses 2-pt layup from 2 ft,17,11
44,1,6:01.0,Defensive rebound by D. Carroll,,17,11
45,1,5:52.0,K. Lowry misses 3-pt jump shot from 28 ft (block by L. Allen),,17,11
46,1,5:51.0,Offensive rebound by K. Lowry,,17,11
47,1,5:44.0,D. Carroll misses 3-pt jump shot from 27 ft,,17,11
48,1,5:41.0,Offensive rebound by K. Lowry,,17,11
49,1,5:34.0,Shooting foul by I. Mahinmi (drawn by D. DeRozan),,17,11
50,1,5:34.0,D. DeRozan misses free throw 1 of 2,,17,11
51,1,5:34.0,Offensive rebound by Team,,17,11
52,1,5:34.0,D. DeRozan misses free throw 2 of 2,,17,11
53,1,5:34.0,,Defensive rebound by I. Mahinmi,17,11
54,1,5:15.0,Offensive charge foul by G. Hill (drawn by L. Scola),,17,11
55,1,5:15.0,,Turnover by G. Hill (offensive foul),17,11
56,1,5:15.0,,R. Stuckey enters the game for G. Hill,17,11
57,1,4:50.0,L. Scola misses 3-pt jump shot from 25 ft,,17,11
58,1,4:49.0,,Defensive rebound by L. Allen,17,11
59,1,4:40.0,,L. Allen misses 2-pt layup from 2 ft (block by B. Biyombo),17,11
60,1,4:39.0,Defensive rebound by D. DeRozan,,17,11
61,1,4:28.0,Turnover by D. Carroll (step out of bounds),,17,11
62,1,4:28.0,,S. Hill enters the game for L. Allen,17,11
63,1,4:13.0,,M. Ellis misses 3-pt jump shot from 26 ft,17,11
64,1,4:12.0,,Offensive rebound by I. Mahinmi,17,11
65,1,4:09.0,,Turnover by I. Mahinmi (back court),17,11
66,1,4:09.0,P. Patterson enters the game for L. Scola,,17,11
67,1,3:58.0,Personal foul by S. Hill,,17,11
68,1,3:58.0,,M. Turner enters the game for I. Mahinmi,17,11
69,1,3:45.0,D. DeRozan makes 2-pt jump shot from 12 ft,,19,11
70,1,3:31.0,,P. George misses 2-pt layup from 2 ft,19,11
71,1,3:30.0,,Offensive rebound by M. Turner,19,11
72,1,3:30.0,,M. Turner misses 2-pt layup from 1 ft,19,11
73,1,3:29.0,Defensive rebound by P. Patterson,,19,11
74,1,3:09.0,D. Carroll misses 2-pt jump shot from 5 ft,,19,11
75,1,3:08.0,,Defensive rebound by M. Ellis,19,11
76,1,2:58.0,,M. Ellis makes 2-pt layup at rim,19,13
77,1,2:48.0,B. Biyombo makes 2-pt dunk at rim (assist by K. Lowry),,21,13
78,1,2:38.0,,M. Turner makes 2-pt jump shot from 18 ft (assist by M. Ellis),21,15
79,1,2:37.0,Toronto full timeout,,21,15
80,1,2:37.0,C. Joseph enters the game for K. Lowry,,21,15
81,1,2:37.0,T. Ross enters the game for D. Carroll,,21,15
82,1,2:20.0,D. DeRozan misses 2-pt jump shot from 19 ft,,21,15
83,1,2:18.0,,Defensive rebound by P. George,21,15
84,1,2:04.0,,M. Turner misses 2-pt layup from 2 ft,21,15
85,1,2:03.0,,Offensive rebound by M. Ellis,21,15
86,1,1:54.0,,M. Ellis misses 2-pt jump shot from 10 ft,21,15
87,1,1:54.0,Defensive rebound by B. Biyombo,,21,15
88,1,1:36.0,Shooting foul by S. Hill (drawn by D. DeRozan),,21,15
89,1,1:36.0,D. DeRozan makes free throw 1 of 2,,22,15
90,1,1:36.0,,T. Lawson enters the game for M. Ellis,22,15
91,1,1:36.0,D. DeRozan makes free throw 2 of 2,,23,15
92,1,1:26.0,,Personal foul by T. Ross,23,15
93,1,1:19.0,,P. George misses 2-pt dunk at rim,23,15
94,1,1:19.0,Defensive rebound by C. Joseph,,23,15
95,1,1:13.0,P. Patterson misses 3-pt jump shot from 26 ft,,23,15
96,1,1:12.0,,Defensive rebound by P. George,23,15
97,1,1:06.0,,P. George makes 2-pt layup from 2 ft,23,17
98,1,0:59.0,,Technical foul by P. George,23,17
99,1,0:59.0,D. DeRozan makes technical free throw,,24,17
100,1,0:44.0,D. DeRozan misses 2-pt jump shot from 20 ft,,24,17
101,1,0:42.0,,Defensive rebound by P. George,24,17
102,1,0:34.0,,P. George misses 3-pt jump shot from 28 ft,24,17
103,1,0:33.0,Defensive rebound by T. Ross,,24,17
104,1,0:09.0,P. Patterson misses 3-pt jump shot from 23 ft,,24,17
105,1,0:08.0,Offensive rebound by B. Biyombo,,24,17
106,1,0:00.0,D. DeRozan misses 2-pt jump shot from 15 ft,,24,17
107,1,0:00.0,Offensive rebound by Team,,24,17
108,2,11:49.0,C. Joseph misses 2-pt layup from 2 ft,,24,17
109,2,11:47.0,Offensive rebound by B. Biyombo,,24,17
110,2,11:47.0,B. Biyombo makes 2-pt layup from 1 ft,,26,17
111,2,11:20.0,,Turnover by T. Lawson (lost ball),26,17
112,2,11:10.0,B. Biyombo misses 2-pt layup from 2 ft (block by M. Turner),,26,17
113,2,11:09.0,,Defensive rebound by C. Miles,26,17
114,2,11:03.0,,R. Stuckey makes 2-pt jump shot from 15 ft (assist by C. Miles),26,19
115,2,10:43.0,C. Joseph makes 2-pt jump shot from 15 ft,,28,19
116,2,10:25.0,,M. Turner misses 2-pt jump shot from 21 ft,28,19
117,2,10:24.0,Defensive rebound by P. Patterson,,28,19
118,2,10:09.0,,Technical foul by R. Stuckey,28,19
119,2,10:09.0,K. Lowry makes technical free throw,,29,19
120,2,10:00.0,T. Ross makes 2-pt jump shot from 19 ft (assist by C. Joseph),,31,19
121,2,9:41.0,,T. Lawson misses 2-pt layup at rim,31,19
122,2,9:40.0,Defensive rebound by C. Joseph,,31,19
123,2,9:31.0,K. Lowry misses 3-pt jump shot from 26 ft,,31,19
124,2,9:31.0,,Defensive rebound by Team,31,19
125,2,9:20.0,,Personal foul by K. Lowry,31,19
126,2,9:16.0,,C. Miles misses 3-pt jump shot from 27 ft,31,19
127,2,9:15.0,,Offensive rebound by M. Turner,31,19
128,2,9:13.0,,M. Turner makes 2-pt dunk at rim,31,21
129,2,8:52.0,C. Joseph misses 2-pt layup from 3 ft,,31,21
130,2,8:52.0,,Defensive rebound by R. Stuckey,31,21
131,2,8:45.0,,C. Miles misses 3-pt jump shot from 27 ft,31,21
132,2,8:44.0,Defensive rebound by T. Ross,,31,21
133,2,8:33.0,B. Biyombo makes 2-pt dunk at rim (assist by T. Ross),,33,21
134,2,8:26.0,,Indiana full timeout,33,21
135,2,8:26.0,J. Valančiūnas enters the game for B. Biyombo,,33,21
136,2,8:11.0,,Turnover by C. Miles (lost ball; steal by C. Joseph),33,21
137,2,8:06.0,C. Joseph makes 2-pt layup from 1 ft (assist by T. Ross),,35,21
138,2,7:49.0,,M. Turner misses 2-pt hook shot from 10 ft,35,21
139,2,7:48.0,Defensive rebound by T. Ross,,35,21
140,2,7:40.0,T. Ross makes 3-pt jump shot from 25 ft (assist by K. Lowry),,38,21
141,2,7:26.0,,S. Hill misses 2-pt layup from 1 ft (block by P. Patterson),38,21
142,2,7:26.0,,Offensive rebound by Team,38,21
143,2,7:19.0,,Shooting foul by T. Ross (drawn by R. Stuckey),38,21
144,2,7:19.0,,R. Stuckey makes free throw 1 of 3,38,22
145,2,7:19.0,,R. Stuckey makes free throw 2 of 3,38,23
146,2,7:19.0,,P. George enters the game for S. Hill,38,23
147,2,7:19.0,D. Carroll enters the game for T. Ross,,38,23
148,2,7:19.0,,R. Stuckey makes free throw 3 of 3,38,24
149,2,7:06.0,K. Lowry misses 3-pt jump shot from 29 ft,,38,24
150,2,7:04.0,Offensive rebound by D. Carroll,,38,24
151,2,6:48.0,D. Carroll misses 3-pt jump shot from 25 ft,,38,24
152,2,6:47.0,Offensive rebound by P. Patterson,,38,24
153,2,6:46.0,Shooting foul by P. George (drawn by P. Patterson),,38,24
154,2,6:46.0,P. Patterson makes free throw 1 of 2,,39,24
155,2,6:46.0,,G. Hill enters the game for R. Stuckey,39,24
156,2,6:46.0,,M. Ellis enters the game for T. Lawson,39,24
157,2,6:46.0,,I. Mahinmi enters the game for M. Turner,39,24
158,2,6:46.0,P. Patterson makes free throw 2 of 2,,40,24
159,2,6:32.0,,P. George misses 2-pt jump shot from 21 ft (block by D. Carroll),40,24
160,2,6:30.0,Defensive rebound by J. Valančiūnas,,40,24
161,2,6:20.0,J. Valančiūnas makes 2-pt hook shot from 3 ft,,42,24
162,2,6:20.0,,Indiana full timeout,42,24
163,2,6:07.0,,M. Ellis misses 2-pt jump shot from 19 ft,42,24
164,2,6:07.0,Defensive rebound by J. Valančiūnas,,42,24
165,2,5:56.0,P. Patterson misses 3-pt jump shot from 27 ft,,42,24
166,2,5:55.0,Offensive rebound by Team,,42,24
167,2,5:55.0,Official timeout,,42,24
168,2,5:55.0,D. DeRozan enters the game for C. Joseph,,42,24
169,2,5:40.0,K. Lowry misses 2-pt jump shot from 20 ft,,42,24
170,2,5:39.0,,Defensive rebound by P. George,42,24
171,2,5:33.0,,Shooting foul by D. DeRozan (drawn by P. George),42,24
172,2,5:33.0,,P. George makes free throw 1 of 2,42,25
173,2,5:33.0,,P. George makes free throw 2 of 2,42,26
174,2,5:13.0,D. DeRozan misses 3-pt jump shot from 26 ft,,42,26
175,2,5:12.0,,Defensive rebound by P. George,42,26
176,2,5:04.0,,Turnover by P. George (bad pass; steal by K. Lowry),42,26
