,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MEMPHIS_ACTION,PORTLAND_SCORE,MEMPHIS_SCORE
0,1,11:41.0,Shooting foul by T. Allen (drawn by C. McCollum),,0,0
1,1,11:41.0,C. McCollum makes free throw 1 of 2,,1,0
2,1,11:41.0,C. McCollum makes free throw 2 of 2,,2,0
3,1,11:25.0,,M. Conley makes 2-pt jump shot from 15 ft (assist by M. Gasol),2,2
4,1,11:09.0,C. Kaman misses 2-pt jump shot from 18 ft,,2,2
5,1,11:08.0,,Defensive rebound by Z. Randolph,2,2
6,1,10:44.0,,Turnover by Team (shot clock),2,2
7,1,10:32.0,A. Aminu misses 3-pt jump shot from 24 ft,,2,2
8,1,10:31.0,,Defensive rebound by Z. Randolph,2,2
9,1,10:21.0,,Z. Randolph misses 2-pt jump shot from 13 ft,2,2
10,1,10:21.0,,Offensive rebound by Team,2,2
11,1,10:11.0,,Personal foul by M. Plumlee (drawn by M. Conley),2,2
12,1,10:04.0,,M. Conley misses 2-pt jump shot from 11 ft,2,2
13,1,10:01.0,Defensive rebound by M. Plumlee,,2,2
14,1,9:49.0,Turnover by C. McCollum (bad pass),,2,2
15,1,9:27.0,,Z. Randolph misses 2-pt jump shot from 20 ft,2,2
16,1,9:25.0,Defensive rebound by C. McCollum,,2,2
17,1,9:18.0,C. McCollum makes 2-pt jump shot from 18 ft,,4,2
18,1,9:07.0,,T. Allen misses 2-pt layup from 3 ft (block by M. Plumlee),4,2
19,1,9:07.0,,Offensive rebound by Team,4,2
20,1,9:02.0,,C. Lee misses 2-pt jump shot from 17 ft,4,2
21,1,9:00.0,Defensive rebound by C. Kaman,,4,2
22,1,8:52.0,D. Lillard makes 2-pt layup from 3 ft,,6,2
23,1,8:41.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by M. Conley),6,4
24,1,8:16.0,C. McCollum makes 2-pt layup from 2 ft (assist by C. Kaman),,8,4
25,1,8:05.0,,Personal foul by M. Plumlee (drawn by M. Gasol),8,4
26,1,8:05.0,E. Davis enters the game for M. Plumlee,,8,4
27,1,7:55.0,,C. Lee makes 2-pt layup from 3 ft,8,6
28,1,7:40.0,C. Kaman makes 2-pt jump shot from 17 ft (assist by E. Davis),,10,6
29,1,7:25.0,,M. Gasol makes 2-pt jump shot from 17 ft (assist by Z. Randolph),10,8
30,1,7:07.0,,Violation by Z. Randolph (kicked ball),10,8
31,1,6:55.0,Turnover by C. Kaman (bad pass; steal by Z. Randolph),,10,8
32,1,6:44.0,,T. Allen misses 2-pt layup from 3 ft,10,8
33,1,6:44.0,Defensive rebound by C. Kaman,,10,8
34,1,6:32.0,C. Kaman makes 2-pt jump shot from 17 ft (assist by D. Lillard),,12,8
