,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DENVER_ACTION,SACRAMENTO_SCORE,DENVER_SCORE
37,1,6:01.0,,Defensive rebound by N. Jokić,13,14
38,1,5:50.0,,N. Jokić misses 3-pt jump shot from 25 ft,13,14
39,1,5:49.0,Defensive rebound by Q. Acy,,13,14
40,1,5:36.0,D. Collison misses 2-pt jump shot from 19 ft,,13,14
41,1,5:33.0,Offensive rebound by Q. Acy,,13,14
42,1,5:33.0,Q. Acy misses 2-pt layup from 1 ft,,13,14
43,1,5:32.0,,Defensive rebound by N. Jokić,13,14
44,1,5:26.0,,G. Harris makes 3-pt jump shot from 22 ft (assist by N. Jokić),13,17
45,1,5:16.0,B. McLemore makes 2-pt layup from 2 ft,,15,17
46,1,5:07.0,,K. Faried misses 2-pt layup from 1 ft,15,17
47,1,5:07.0,,Offensive rebound by N. Jokić,15,17
48,1,4:57.0,,K. Faried misses 2-pt hook shot from 3 ft,15,17
49,1,4:57.0,Defensive rebound by Q. Acy,,15,17
50,1,4:45.0,B. McLemore makes 2-pt jump shot from 7 ft (assist by Q. Acy),,17,17
51,1,4:31.0,,K. Faried makes 2-pt layup from 2 ft (assist by E. Mudiay),17,19
52,1,4:10.0,Q. Acy misses 2-pt jump shot from 16 ft,,17,19
53,1,4:08.0,,Defensive rebound by K. Faried,17,19
54,1,4:00.0,,J. Sampson misses 2-pt jump shot from 2 ft,17,19
55,1,4:00.0,Defensive rebound by W. Cauley-Stein,,17,19
56,1,3:57.0,Turnover by D. Collison (bad pass),,17,19
57,1,3:57.0,,W. Barton enters the game for J. Sampson,17,19
58,1,3:57.0,K. Koufos enters the game for Q. Acy,,17,19
59,1,3:57.0,S. Curry enters the game for B. McLemore,,17,19
60,1,3:31.0,,E. Mudiay misses 3-pt jump shot from 27 ft,17,19
61,1,3:29.0,Defensive rebound by K. Koufos,,17,19
62,1,3:15.0,R. Gay misses 2-pt jump shot from 3 ft,,17,19
63,1,3:14.0,Offensive rebound by R. Gay,,17,19
64,1,3:12.0,R. Gay misses 2-pt layup from 2 ft (block by N. Jokić),,17,19
65,1,3:11.0,,Defensive rebound by K. Faried,17,19
66,1,3:10.0,,Personal block foul by D. Collison,17,19
67,1,3:10.0,,J. Nurkić enters the game for K. Faried,17,19
68,1,3:10.0,,D. Augustin enters the game for E. Mudiay,17,19
69,1,3:10.0,B. McLemore enters the game for R. Gay,,17,19
70,1,3:10.0,J. Anderson enters the game for D. Collison,,17,19
71,1,3:01.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by D. Augustin),17,21
72,1,2:51.0,B. McLemore misses 3-pt jump shot from 26 ft,,17,21
73,1,2:50.0,,Defensive rebound by D. Augustin,17,21
74,1,2:48.0,,Personal foul by B. McLemore,17,21
75,1,2:48.0,Sacramento full timeout,,17,21
76,1,2:48.0,,G. Harris makes free throw 1 of 2,17,22
77,1,2:48.0,,G. Harris makes free throw 2 of 2,17,23
78,1,2:30.0,Turnover by S. Curry (traveling),,17,23
79,1,2:13.0,,J. Nurkić misses 2-pt hook shot from 5 ft,17,23
80,1,2:12.0,Defensive rebound by W. Cauley-Stein,,17,23
81,1,1:55.0,K. Koufos makes 2-pt hook shot from 3 ft (assist by J. Anderson),,19,23
82,1,1:39.0,,N. Jokić makes 2-pt layup from 1 ft (assist by J. Nurkić),19,25
83,1,1:32.0,Shooting foul by N. Jokić (drawn by W. Cauley-Stein),,19,25
84,1,1:32.0,W. Cauley-Stein makes free throw 1 of 2,,20,25
85,1,1:32.0,W. Cauley-Stein makes free throw 2 of 2,,21,25
86,1,1:12.0,,N. Jokić misses 2-pt jump shot from 5 ft,21,25
87,1,1:11.0,,Offensive rebound by J. Nurkić,21,25
88,1,1:09.0,,J. Nurkić misses 2-pt jump shot from 4 ft (block by K. Koufos),21,25
89,1,1:08.0,Defensive rebound by K. Koufos,,21,25
90,1,1:03.0,J. Anderson makes 2-pt jump shot from 20 ft (assist by B. McLemore),,23,25
91,1,0:48.0,,Turnover by D. Augustin (bad pass),23,25
92,1,0:40.0,Turnover by S. Curry (bad pass; steal by W. Barton),,23,25
93,1,0:34.0,,W. Barton misses 2-pt layup from 1 ft,23,25
94,1,0:30.0,,Offensive rebound by J. Nurkić,23,25
95,1,0:30.0,,J. Nurkić misses 2-pt layup from 2 ft,23,25
96,1,0:30.0,Defensive rebound by B. McLemore,,23,25
97,1,0:21.0,K. Koufos misses 2-pt hook shot from 5 ft,,23,25
98,1,0:19.0,,Defensive rebound by N. Jokić,23,25
99,1,0:16.0,,J. Nurkić makes 2-pt dunk at rim (assist by N. Jokić),23,27
100,1,0:01.0,K. Koufos misses 2-pt jump shot from 10 ft,,23,27
101,1,0:00.0,Offensive rebound by Team,,23,27
102,2,11:51.0,,Turnover by D. Augustin (bad pass; steal by S. Curry),23,27
103,2,11:51.0,S. Curry makes 2-pt layup from 2 ft,,25,27
104,2,11:22.0,,D. Augustin makes 3-pt jump shot from 25 ft,25,30
105,2,11:02.0,Personal foul by J. Nurkić,,25,30
106,2,10:54.0,S. Curry makes 3-pt jump shot from 24 ft,,28,30
107,2,10:43.0,,J. Nurkić makes 2-pt layup from 1 ft,28,32
108,2,10:43.0,,Shooting foul by B. McLemore (drawn by J. Nurkić),28,32
109,2,10:43.0,D. Collison enters the game for B. McLemore,,28,32
110,2,10:43.0,,J. Nurkić misses free throw 1 of 1,28,32
111,2,10:43.0,Defensive rebound by K. Koufos,,28,32
112,2,10:33.0,Shooting foul by A. Toupane (drawn by R. Gay),,28,32
113,2,10:33.0,R. Gay makes free throw 1 of 2,,29,32
114,2,10:33.0,R. Gay misses free throw 2 of 2,,29,32
115,2,10:31.0,,Defensive rebound by W. Barton,29,32
116,2,10:18.0,,Turnover by D. Augustin (bad pass),29,32
117,2,10:05.0,R. Gay makes 2-pt jump shot from 12 ft (assist by S. Curry),,31,32
118,2,9:40.0,,J. Lauvergne makes 2-pt hook shot from 4 ft (assist by W. Barton),31,34
119,2,9:26.0,S. Curry makes 2-pt jump shot from 4 ft (assist by D. Collison),,33,34
120,2,9:24.0,,Denver full timeout,33,34
121,2,9:04.0,,W. Barton misses 3-pt jump shot from 25 ft,33,34
122,2,9:04.0,Defensive rebound by J. Anderson,,33,34
123,2,8:54.0,K. Koufos makes 2-pt layup from 2 ft (assist by J. Anderson),,35,34
124,2,8:39.0,,J. Lauvergne makes 2-pt jump shot from 18 ft (assist by D. Augustin),35,36
125,2,8:22.0,S. Curry makes 2-pt jump shot from 21 ft (assist by R. Gay),,37,36
126,2,8:06.0,,D. Augustin misses 3-pt jump shot from 25 ft,37,36
127,2,8:05.0,,Offensive rebound by Team,37,36
128,2,8:05.0,,J. Sampson enters the game for J. Nurkić,37,36
129,2,7:55.0,,J. Lauvergne makes 2-pt jump shot from 13 ft (assist by D. Augustin),37,38
130,2,7:35.0,R. Gay misses 2-pt layup from 2 ft (block by J. Sampson),,37,38
131,2,7:34.0,,Defensive rebound by J. Lauvergne,37,38
132,2,7:32.0,,A. Toupane makes 2-pt layup from 1 ft (assist by J. Lauvergne),37,40
133,2,7:32.0,,Shooting foul by S. Curry (drawn by A. Toupane),37,40
134,2,7:32.0,,A. Toupane makes free throw 1 of 1,37,41
135,2,7:20.0,D. Collison misses 2-pt jump shot from 17 ft,,37,41
136,2,7:17.0,,Defensive rebound by J. Lauvergne,37,41
137,2,7:14.0,,A. Toupane makes 2-pt layup from 1 ft (assist by J. Lauvergne),37,43
138,2,7:14.0,,Shooting foul by J. Anderson (drawn by A. Toupane),37,43
139,2,7:14.0,W. Cauley-Stein enters the game for J. Anderson,,37,43
140,2,7:14.0,,A. Toupane makes free throw 1 of 1,37,44
141,2,7:00.0,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Collison),,40,44
142,2,6:45.0,,Turnover by A. Toupane (lost ball),40,44
143,2,6:37.0,Offensive foul by W. Cauley-Stein (drawn by D. Augustin),,40,44
144,2,6:37.0,Turnover by W. Cauley-Stein (offensive foul),,40,44
145,2,6:22.0,,J. Lauvergne misses 3-pt jump shot from 24 ft,40,44
146,2,6:21.0,,Offensive rebound by A. Toupane,40,44
147,2,6:20.0,,Shooting foul by K. Koufos (drawn by A. Toupane),40,44
148,2,6:20.0,,A. Toupane makes free throw 1 of 2,40,45
149,2,6:20.0,,A. Toupane makes free throw 2 of 2,40,46
150,2,6:08.0,Shooting foul by J. Sampson (drawn by K. Koufos),,40,46
151,2,6:08.0,K. Koufos misses free throw 1 of 2,,40,46
152,2,6:08.0,Offensive rebound by Team,,40,46
153,2,6:08.0,,E. Mudiay enters the game for D. Augustin,40,46
154,2,6:08.0,,G. Harris enters the game for W. Barton,40,46
155,2,6:08.0,K. Koufos makes free throw 2 of 2,,41,46
156,2,5:48.0,,J. Lauvergne makes 2-pt jump shot from 17 ft,41,48
157,2,5:35.0,R. Gay misses 2-pt layup from 1 ft (block by J. Sampson),,41,48
158,2,5:34.0,,Defensive rebound by A. Toupane,41,48
159,2,5:29.0,,J. Lauvergne makes 2-pt layup from 2 ft (assist by E. Mudiay),41,50
160,2,5:29.0,Sacramento full timeout,,41,50
161,2,5:29.0,,N. Jokić enters the game for A. Toupane,41,50
162,2,5:09.0,S. Curry makes 2-pt jump shot from 10 ft (assist by R. Gay),,43,50
163,2,4:55.0,,E. Mudiay misses 2-pt layup from 2 ft,43,50
164,2,4:54.0,Defensive rebound by D. Collison,,43,50
165,2,4:41.0,D. Collison makes 2-pt layup from 2 ft (assist by S. Curry),,45,50
166,2,4:26.0,Q. Acy enters the game for K. Koufos,,45,50
167,2,4:15.0,,J. Lauvergne makes 2-pt jump shot from 3 ft (assist by N. Jokić),45,52
168,2,4:04.0,Def 3 sec tech foul by J. Lauvergne,,45,52
169,2,4:04.0,S. Curry makes technical free throw,,46,52
170,2,4:04.0,J. Anderson enters the game for R. Gay,,46,52
171,2,3:51.0,J. Anderson makes 3-pt jump shot from 24 ft (assist by D. Collison),,49,52
172,2,3:34.0,,J. Lauvergne misses 2-pt layup from 2 ft,49,52
173,2,3:33.0,Defensive rebound by Q. Acy,,49,52
174,2,3:26.0,J. Anderson misses 3-pt jump shot from 22 ft,,49,52
175,2,3:25.0,,Defensive rebound by N. Jokić,49,52
176,2,3:13.0,,E. Mudiay makes 2-pt jump shot from 17 ft,49,54
177,2,2:54.0,Q. Acy makes 2-pt dunk at rim (assist by W. Cauley-Stein),,51,54
178,2,2:31.0,,J. Lauvergne misses 3-pt jump shot from 22 ft,51,54
179,2,2:29.0,Defensive rebound by J. Anderson,,51,54
180,2,2:20.0,S. Curry makes 2-pt jump shot from 4 ft (assist by J. Anderson),,53,54
181,2,2:20.0,,Denver full timeout,53,54
182,2,2:20.0,Official timeout,,53,54
183,2,1:58.0,,J. Lauvergne makes 2-pt jump shot from 13 ft (assist by J. Sampson),53,56
184,2,1:42.0,Personal foul by E. Mudiay,,53,56
185,2,1:36.0,S. Curry misses 3-pt jump shot from 24 ft,,53,56
186,2,1:36.0,,Defensive rebound by N. Jokić,53,56
187,2,1:22.0,,G. Harris makes 2-pt layup from 1 ft,53,58
188,2,1:17.0,D. Collison misses 2-pt jump shot from 3 ft (block by G. Harris),,53,58
189,2,1:16.0,,Defensive rebound by Team,53,58
190,2,1:00.0,,E. Mudiay makes 2-pt jump shot from 20 ft,53,60
191,2,0:46.0,Shooting foul by G. Harris (drawn by J. Anderson),,53,60
192,2,0:46.0,J. Anderson makes free throw 1 of 2,,54,60
193,2,0:46.0,R. Gay enters the game for D. Collison,,54,60
194,2,0:46.0,J. Anderson makes free throw 2 of 2,,55,60
195,2,0:35.0,,E. Mudiay makes 2-pt jump shot from 9 ft,55,62
196,2,0:24.0,Q. Acy misses 2-pt layup from 2 ft,,55,62
197,2,0:23.0,,Defensive rebound by E. Mudiay,55,62
198,2,0:18.0,,E. Mudiay misses 2-pt layup from 1 ft,55,62
199,2,0:15.0,,Offensive rebound by N. Jokić,55,62
200,2,0:01.0,,E. Mudiay misses 3-pt jump shot from 26 ft,55,62
201,2,0:00.0,,Offensive rebound by Team,55,62
202,3,11:44.0,,E. Mudiay misses 2-pt layup from 2 ft (block by W. Cauley-Stein),55,62
203,3,11:42.0,Defensive rebound by B. McLemore,,55,62
204,3,11:26.0,B. McLemore misses 2-pt jump shot from 21 ft,,55,62
205,3,11:26.0,,Defensive rebound by K. Faried,55,62
206,3,11:13.0,,J. Sampson misses 3-pt jump shot from 25 ft,55,62
207,3,11:13.0,Defensive rebound by R. Gay,,55,62
208,3,11:08.0,B. McLemore misses 2-pt layup from 1 ft (block by N. Jokić),,55,62
209,3,11:07.0,Offensive rebound by B. McLemore,,55,62
210,3,11:02.0,R. Gay misses 3-pt jump shot from 26 ft,,55,62
211,3,11:01.0,,Defensive rebound by J. Sampson,55,62
212,3,10:55.0,,E. Mudiay misses 3-pt jump shot from 26 ft,55,62
213,3,10:54.0,Defensive rebound by R. Gay,,55,62
214,3,10:35.0,R. Gay misses 3-pt jump shot from 22 ft,,55,62
215,3,10:34.0,,Defensive rebound by K. Faried,55,62
216,3,10:22.0,,Turnover by E. Mudiay (back court),55,62
217,3,10:07.0,W. Cauley-Stein makes 2-pt jump shot from 11 ft (assist by R. Gay),,57,62
218,3,9:57.0,,Personal foul by Q. Acy,57,62
219,3,9:48.0,,E. Mudiay misses 2-pt jump shot from 5 ft,57,62
220,3,9:47.0,,Offensive rebound by K. Faried,57,62
221,3,9:45.0,,K. Faried misses 2-pt layup from 1 ft (block by Q. Acy),57,62
222,3,9:43.0,,Offensive rebound by K. Faried,57,62
223,3,9:43.0,,K. Faried misses 2-pt layup from 2 ft,57,62
224,3,9:42.0,Defensive rebound by R. Gay,,57,62
225,3,9:39.0,Shooting foul by E. Mudiay (drawn by R. Gay),,57,62
226,3,9:39.0,R. Gay makes free throw 1 of 2,,58,62
227,3,9:39.0,R. Gay misses free throw 2 of 2,,58,62
228,3,9:39.0,,Defensive rebound by N. Jokić,58,62
229,3,9:32.0,,J. Sampson makes 2-pt dunk at rim (assist by N. Jokić),58,64
230,3,9:20.0,Q. Acy misses 3-pt jump shot from 25 ft,,58,64
231,3,9:19.0,,Defensive rebound by J. Sampson,58,64
232,3,9:16.0,,Shooting block foul by Q. Acy (drawn by N. Jokić),58,64
233,3,9:16.0,,N. Jokić makes free throw 1 of 2,58,65
234,3,9:16.0,,N. Jokić makes free throw 2 of 2,58,66
235,3,8:56.0,D. Collison misses 2-pt jump shot from 19 ft,,58,66
236,3,8:55.0,,Defensive rebound by G. Harris,58,66
237,3,8:48.0,,K. Faried makes 2-pt dunk at rim (assist by G. Harris),58,68
238,3,8:47.0,Sacramento full timeout,,58,68
239,3,8:38.0,Shooting foul by J. Sampson (drawn by R. Gay),,58,68
240,3,8:38.0,R. Gay makes free throw 1 of 2,,59,68
241,3,8:38.0,R. Gay makes free throw 2 of 2,,60,68
242,3,8:14.0,,N. Jokić misses 2-pt jump shot from 15 ft,60,68
243,3,8:13.0,Defensive rebound by D. Collison,,60,68
244,3,8:01.0,R. Gay misses 2-pt jump shot from 3 ft (block by K. Faried),,60,68
245,3,7:59.0,Offensive rebound by Q. Acy,,60,68
246,3,7:50.0,D. Collison misses 2-pt jump shot from 19 ft,,60,68
247,3,7:49.0,,Defensive rebound by K. Faried,60,68
248,3,7:37.0,,Offensive foul by E. Mudiay (drawn by Q. Acy),60,68
249,3,7:37.0,,Turnover by E. Mudiay (offensive foul),60,68
250,3,7:37.0,K. Koufos enters the game for Q. Acy,,60,68
251,3,7:37.0,S. Curry enters the game for D. Collison,,60,68
252,3,7:17.0,R. Gay makes 3-pt jump shot from 27 ft (assist by S. Curry),,63,68
253,3,7:04.0,,J. Sampson makes 3-pt jump shot from 24 ft (assist by K. Faried),63,71
254,3,6:51.0,K. Koufos misses 2-pt layup from 2 ft,,63,71
255,3,6:50.0,Offensive rebound by Team,,63,71
256,3,6:48.0,Turnover by S. Curry (bad pass; steal by J. Sampson),,63,71
257,3,6:43.0,,J. Sampson makes 2-pt dunk at rim,63,73
258,3,6:27.0,Shooting foul by N. Jokić (drawn by W. Cauley-Stein),,63,73
259,3,6:27.0,W. Cauley-Stein makes free throw 1 of 2,,64,73
260,3,6:27.0,W. Cauley-Stein makes free throw 2 of 2,,65,73
261,3,6:06.0,,G. Harris makes 3-pt jump shot from 26 ft (assist by N. Jokić),65,76
262,3,5:46.0,S. Curry misses 3-pt jump shot from 25 ft,,65,76
263,3,5:44.0,,Defensive rebound by N. Jokić,65,76
264,3,5:29.0,,Turnover by E. Mudiay (bad pass; steal by W. Cauley-Stein),65,76
265,3,5:21.0,Shooting block foul by K. Faried (drawn by R. Gay),,65,76
266,3,5:21.0,R. Gay makes free throw 1 of 2,,66,76
267,3,5:21.0,J. Anderson enters the game for W. Cauley-Stein,,66,76
268,3,5:21.0,R. Gay makes free throw 2 of 2,,67,76
269,3,5:14.0,,Personal foul by R. Gay,67,76
270,3,5:06.0,,G. Harris makes 3-pt jump shot from 22 ft (assist by E. Mudiay),67,79
271,3,4:55.0,J. Anderson makes 3-pt jump shot from 23 ft (assist by K. Koufos),,70,79
272,3,4:43.0,,E. Mudiay misses 2-pt jump shot from 20 ft,70,79
273,3,4:42.0,Defensive rebound by R. Gay,,70,79
274,3,4:38.0,B. McLemore misses 2-pt jump shot from 3 ft (block by K. Faried),,70,79
275,3,4:37.0,Offensive rebound by Team,,70,79
276,3,4:37.0,,W. Barton enters the game for K. Faried,70,79
277,3,4:23.0,R. Gay makes 2-pt layup from 1 ft,,72,79
278,3,4:23.0,Shooting foul by J. Sampson (drawn by R. Gay),,72,79
279,3,4:23.0,R. Gay makes free throw 1 of 1,,73,79
280,3,4:01.0,,Shooting foul by B. McLemore (drawn by E. Mudiay),73,79
281,3,4:01.0,,E. Mudiay makes free throw 1 of 2,73,80
282,3,4:01.0,D. Collison enters the game for B. McLemore,,73,80
283,3,4:01.0,,E. Mudiay misses free throw 2 of 2,73,80
284,3,3:59.0,Defensive rebound by K. Koufos,,73,80
285,3,3:40.0,J. Anderson misses 3-pt jump shot from 24 ft,,73,80
286,3,3:39.0,,Defensive rebound by G. Harris,73,80
287,3,3:33.0,,J. Sampson misses 2-pt dunk at rim,73,80
288,3,3:31.0,Defensive rebound by K. Koufos,,73,80
289,3,3:23.0,K. Koufos makes 2-pt layup from 1 ft (assist by J. Anderson),,75,80
290,3,3:23.0,,Denver full timeout,75,80
291,3,3:23.0,,J. Nurkić enters the game for J. Sampson,75,80
292,3,3:23.0,,A. Toupane enters the game for N. Jokić,75,80
293,3,3:23.0,,D. Augustin enters the game for E. Mudiay,75,80
294,3,3:15.0,,Offensive foul by J. Nurkić (drawn by S. Curry),75,80
295,3,3:15.0,,Turnover by J. Nurkić (offensive foul),75,80
296,3,3:01.0,D. Collison misses 2-pt jump shot from 18 ft,,75,80
297,3,3:00.0,,Defensive rebound by G. Harris,75,80
298,3,2:49.0,,D. Augustin makes 2-pt layup from 2 ft (assist by W. Barton),75,82
299,3,2:35.0,J. Anderson makes 2-pt layup at rim (assist by S. Curry),,77,82
300,3,2:35.0,Shooting foul by J. Nurkić (drawn by J. Anderson),,77,82
301,3,2:35.0,J. Anderson makes free throw 1 of 1,,78,82
302,3,2:15.0,,W. Barton misses 3-pt jump shot from 24 ft,78,82
303,3,2:13.0,Defensive rebound by S. Curry,,78,82
304,3,2:08.0,J. Anderson misses 3-pt jump shot from 25 ft,,78,82
305,3,2:05.0,Offensive rebound by R. Gay,,78,82
306,3,2:02.0,R. Gay misses 2-pt jump shot from 5 ft,,78,82
307,3,2:01.0,,Defensive rebound by G. Harris,78,82
308,3,1:57.0,,D. Augustin misses 3-pt jump shot from 27 ft,78,82
309,3,1:56.0,,Offensive rebound by J. Nurkić,78,82
310,3,1:55.0,,Shooting foul by J. Anderson (drawn by J. Nurkić),78,82
311,3,1:55.0,,J. Nurkić misses free throw 1 of 2,78,82
312,3,1:55.0,,Offensive rebound by Team,78,82
313,3,1:55.0,,J. Nurkić makes free throw 2 of 2,78,83
314,3,1:41.0,Shooting foul by J. Nurkić (drawn by K. Koufos),,78,83
315,3,1:41.0,K. Koufos makes 2-pt layup from 1 ft (assist by S. Curry),,80,83
316,3,1:41.0,K. Koufos misses free throw 1 of 1,,80,83
317,3,1:41.0,,Defensive rebound by J. Nurkić,80,83
318,3,1:28.0,,W. Barton misses 2-pt layup from 2 ft,80,83
319,3,1:27.0,Defensive rebound by R. Gay,,80,83
320,3,1:22.0,Shooting foul by A. Toupane (drawn by R. Gay),,80,83
321,3,1:22.0,R. Gay makes free throw 1 of 2,,81,83
322,3,1:22.0,R. Gay makes free throw 2 of 2,,82,83
323,3,1:12.0,,G. Harris misses 2-pt jump shot from 12 ft,82,83
324,3,1:12.0,Defensive rebound by J. Anderson,,82,83
325,3,0:58.0,K. Koufos misses 2-pt jump shot from 5 ft (block by J. Nurkić),,82,83
326,3,0:56.0,,Defensive rebound by J. Nurkić,82,83
327,3,0:51.0,,Shooting block foul by R. Gay (drawn by W. Barton),82,83
328,3,0:51.0,,W. Barton makes free throw 1 of 2,82,84
329,3,0:51.0,W. Cauley-Stein enters the game for R. Gay,,82,84
330,3,0:51.0,,W. Barton makes free throw 2 of 2,82,85
331,3,0:30.0,J. Anderson misses 2-pt jump shot from 6 ft,,82,85
332,3,0:29.0,,Defensive rebound by J. Nurkić,82,85
333,3,0:10.0,,G. Harris makes 3-pt jump shot from 26 ft (assist by W. Barton),82,88
334,3,0:02.0,D. Collison makes 2-pt jump shot from 17 ft,,84,88
335,3,0:01.0,,W. Barton misses 3-pt jump shot from 48 ft,84,88
336,3,0:00.0,,Offensive rebound by Team,84,88
337,4,11:44.0,S. Curry misses 3-pt jump shot from 26 ft,,84,88
338,4,11:43.0,,Defensive rebound by J. Nurkić,84,88
339,4,11:37.0,,D. Augustin makes 2-pt layup from 1 ft,84,90
340,4,11:25.0,,Violation by J. Nurkić (def goaltending),84,90
341,4,11:25.0,D. Collison makes 2-pt layup from 1 ft,,86,90
342,4,11:25.0,Shooting foul by D. Augustin (drawn by D. Collison),,86,90
343,4,11:25.0,D. Collison makes free throw 1 of 1,,87,90
344,4,11:09.0,,J. Nurkić makes 2-pt jump shot from 4 ft,87,92
345,4,11:09.0,,Shooting foul by W. Cauley-Stein (drawn by J. Nurkić),87,92
346,4,11:09.0,,J. Nurkić misses free throw 1 of 1,87,92
347,4,11:06.0,Defensive rebound by W. Cauley-Stein,,87,92
348,4,10:59.0,D. Collison makes 2-pt layup from 2 ft,,89,92
349,4,10:59.0,,Denver full timeout,89,92
350,4,10:59.0,B. McLemore enters the game for S. Curry,,89,92
351,4,10:39.0,,A. Toupane makes 3-pt jump shot from 23 ft (assist by J. Nurkić),89,95
352,4,10:18.0,B. McLemore makes 2-pt jump shot from 6 ft,,91,95
353,4,10:00.0,,W. Barton misses 2-pt jump shot from 5 ft,91,95
354,4,9:59.0,Defensive rebound by J. Anderson,,91,95
355,4,9:45.0,Personal block foul by A. Toupane,,91,95
356,4,9:38.0,W. Cauley-Stein makes 2-pt jump shot from 16 ft (assist by D. Collison),,93,95
357,4,9:23.0,,D. Augustin misses 3-pt jump shot from 26 ft,93,95
358,4,9:23.0,Defensive rebound by K. Koufos,,93,95
359,4,9:05.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by D. Collison),,96,95
360,4,8:48.0,,W. Barton misses 2-pt jump shot from 9 ft,96,95
361,4,8:46.0,,Offensive rebound by J. Nurkić,96,95
362,4,8:46.0,,J. Nurkić misses 2-pt layup at rim,96,95
363,4,8:45.0,,Offensive rebound by J. Nurkić,96,95
364,4,8:42.0,,J. Nurkić misses 2-pt hook shot from 3 ft,96,95
365,4,8:41.0,Defensive rebound by J. Anderson,,96,95
366,4,8:33.0,J. Anderson misses 2-pt layup from 2 ft (block by W. Barton),,96,95
367,4,8:31.0,Offensive rebound by J. Anderson,,96,95
368,4,8:27.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by W. Cauley-Stein),,99,95
369,4,8:06.0,,Shooting foul by W. Cauley-Stein (drawn by D. Augustin),99,95
370,4,8:06.0,,D. Augustin makes free throw 1 of 2,99,96
371,4,8:06.0,,D. Augustin makes free throw 2 of 2,99,97
372,4,7:52.0,J. Anderson misses 3-pt jump shot from 24 ft,,99,97
373,4,7:51.0,,Defensive rebound by J. Lauvergne,99,97
374,4,7:33.0,,J. Nurkić misses 2-pt hook shot from 5 ft,99,97
375,4,7:32.0,Defensive rebound by J. Anderson,,99,97
376,4,7:18.0,Shooting foul by J. Lauvergne (drawn by D. Collison),,99,97
377,4,7:18.0,D. Collison makes free throw 1 of 2,,100,97
378,4,7:18.0,R. Gay enters the game for J. Anderson,,100,97
379,4,7:18.0,D. Collison makes free throw 2 of 2,,101,97
380,4,6:54.0,,A. Toupane misses 2-pt jump shot from 8 ft,101,97
