,QUARTER,TIME_REMAINING,PORTLAND_ACTION,DENVER_ACTION,PORTLAND_SCORE,DENVER_SCORE
69,1,3:33.0,Shooting foul by J. Nurkić (drawn by M. Plumlee),,14,16
70,1,3:33.0,M. Plumlee misses free throw 1 of 2,,14,16
71,1,3:33.0,Offensive rebound by Team,,14,16
72,1,3:33.0,G. Henderson enters the game for A. Crabbe,,14,16
73,1,3:33.0,M. Plumlee makes free throw 2 of 2,,15,16
74,1,3:19.0,,J. Nurkić makes 2-pt jump shot from 8 ft (assist by W. Barton),15,18
75,1,3:19.0,,Shooting foul by M. Harkless (drawn by J. Nurkić),15,18
76,1,3:19.0,E. Davis enters the game for M. Plumlee,,15,18
77,1,3:19.0,,J. Nurkić misses free throw 1 of 1,15,18
78,1,3:18.0,Defensive rebound by E. Davis,,15,18
79,1,3:03.0,Turnover by C. McCollum (lost ball; steal by J. Nelson),,15,18
80,1,2:58.0,,J. Nelson makes 2-pt layup from 1 ft,15,20
81,1,2:58.0,Portland full timeout,,15,20
82,1,2:45.0,G. Henderson makes 2-pt jump shot from 20 ft (assist by C. McCollum),,17,20
83,1,2:27.0,,D. Gallinari misses 2-pt jump shot from 18 ft,17,20
84,1,2:27.0,,Offensive rebound by Team,17,20
85,1,2:27.0,Loose ball foul by M. Leonard (drawn by J. Nurkić),,17,20
86,1,2:27.0,,J. Nurkić makes free throw 1 of 2,17,21
87,1,2:27.0,,R. Foye enters the game for J. Nelson,17,21
88,1,2:27.0,,J. Nurkić makes free throw 2 of 2,17,22
89,1,2:12.0,M. Harkless makes 2-pt dunk at rim (assist by C. McCollum),,19,22
90,1,1:54.0,,D. Gallinari misses 3-pt jump shot from 25 ft,19,22
91,1,1:54.0,Defensive rebound by M. Leonard,,19,22
92,1,1:38.0,G. Henderson makes 2-pt hook shot from 8 ft,,21,22
93,1,1:35.0,,Denver full timeout,21,22
94,1,1:35.0,,K. Papanikolaou enters the game for D. Gallinari,21,22
95,1,1:26.0,,J. Nurkić misses 2-pt layup from 1 ft,21,22
96,1,1:26.0,Defensive rebound by E. Davis,,21,22
97,1,1:18.0,Def 3 sec tech foul by D. Arthur,,21,22
98,1,1:18.0,C. McCollum misses technical free throw,,21,22
99,1,1:18.0,Offensive rebound by Team,,21,22
100,1,1:07.0,C. McCollum makes 2-pt layup from 2 ft,,23,22
101,1,0:57.0,,R. Foye misses 2-pt jump shot from 19 ft,23,22
102,1,0:56.0,Defensive rebound by G. Henderson,,23,22
103,1,0:46.0,M. Leonard misses 2-pt jump shot from 10 ft,,23,22
104,1,0:45.0,Offensive rebound by E. Davis,,23,22
105,1,0:45.0,Shooting foul by K. Papanikolaou (drawn by E. Davis),,23,22
106,1,0:45.0,E. Davis misses free throw 1 of 2,,23,22
107,1,0:45.0,Offensive rebound by Team,,23,22
108,1,0:45.0,T. Frazier enters the game for C. McCollum,,23,22
109,1,0:45.0,E. Davis misses free throw 2 of 2,,23,22
110,1,0:44.0,,Defensive rebound by J. Nurkić,23,22
111,1,0:22.0,,K. Papanikolaou misses 3-pt jump shot from 22 ft,23,22
112,1,0:21.0,,Offensive rebound by Team,23,22
113,1,0:21.0,,Turnover by Team (shot clock),23,22
114,1,0:00.0,M. Harkless misses 3-pt jump shot from 25 ft,,23,22
115,1,0:00.0,Offensive rebound by Team,,23,22
116,2,11:45.0,Turnover by T. Frazier (bad pass),,23,22
117,2,11:35.0,,W. Barton misses 3-pt jump shot from 23 ft,23,22
118,2,11:35.0,,Offensive rebound by Team,23,22
119,2,11:35.0,Loose ball foul by E. Davis (drawn by J. Nurkić),,23,22
120,2,11:26.0,,J. Nurkić makes 2-pt layup from 1 ft,23,24
121,2,11:07.0,Shooting foul by J. Nurkić (drawn by M. Harkless),,23,24
122,2,11:07.0,M. Harkless makes free throw 1 of 2,,24,24
123,2,11:07.0,M. Harkless misses free throw 2 of 2,,24,24
124,2,11:06.0,,Defensive rebound by J. Nurkić,24,24
125,2,10:51.0,,W. Barton misses 3-pt jump shot from 25 ft,24,24
126,2,10:51.0,Defensive rebound by M. Harkless,,24,24
127,2,10:48.0,Turnover by M. Harkless (bad pass; steal by D. Arthur),,24,24
128,2,10:39.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by W. Barton),24,26
129,2,10:21.0,Personal foul by K. Papanikolaou (drawn by M. Leonard),,24,26
130,2,10:06.0,T. Frazier misses 2-pt jump shot from 10 ft (block by R. Foye),,24,26
131,2,10:04.0,Offensive rebound by T. Frazier,,24,26
132,2,10:01.0,T. Frazier makes 2-pt layup from 1 ft,,26,26
133,2,9:50.0,,D. Arthur makes 2-pt jump shot from 20 ft (assist by R. Foye),26,28
134,2,9:33.0,Def 3 sec tech foul by D. Arthur,,26,28
135,2,9:33.0,M. Leonard makes technical free throw,,27,28
136,2,9:26.0,G. Henderson misses 2-pt jump shot from 18 ft,,27,28
137,2,9:25.0,,Defensive rebound by J. Nurkić,27,28
138,2,9:19.0,,R. Foye misses 2-pt layup from 1 ft,27,28
139,2,9:18.0,Defensive rebound by Team,,27,28
140,2,9:01.0,G. Henderson makes 2-pt jump shot from 20 ft,,29,28
141,2,8:44.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by D. Arthur),29,31
142,2,8:23.0,M. Harkless makes 3-pt jump shot from 25 ft (assist by G. Henderson),,32,31
143,2,8:06.0,,J. Nurkić misses 2-pt jump shot from 5 ft,32,31
144,2,8:04.0,,Offensive rebound by J. Nurkić,32,31
145,2,8:03.0,,J. Nurkić makes 2-pt layup from 1 ft,32,33
146,2,7:41.0,M. Harkless misses 3-pt jump shot from 24 ft,,32,33
147,2,7:40.0,,Defensive rebound by J. Nurkić,32,33
148,2,7:32.0,,W. Barton misses 2-pt jump shot from 4 ft,32,33
149,2,7:31.0,Defensive rebound by M. Leonard,,32,33
150,2,7:24.0,G. Henderson misses 3-pt jump shot from 24 ft,,32,33
151,2,7:21.0,,Defensive rebound by J. Nurkić,32,33
152,2,7:20.0,,Denver full timeout,32,33
153,2,7:20.0,,D. Gallinari enters the game for D. Arthur,32,33
154,2,7:20.0,,G. Harris enters the game for W. Barton,32,33
155,2,7:20.0,,N. Jokić enters the game for J. Nurkić,32,33
156,2,7:20.0,,K. Faried enters the game for K. Papanikolaou,32,33
157,2,7:10.0,,R. Foye misses 3-pt jump shot from 25 ft,32,33
158,2,7:08.0,Defensive rebound by M. Harkless,,32,33
159,2,6:55.0,Shooting foul by N. Jokić (drawn by M. Harkless),,32,33
160,2,6:55.0,M. Harkless makes free throw 1 of 2,,33,33
161,2,6:55.0,M. Harkless makes free throw 2 of 2,,34,33
162,2,6:45.0,,Personal foul by M. Harkless (drawn by D. Gallinari),34,33
163,2,6:45.0,A. Aminu enters the game for M. Harkless,,34,33
164,2,6:39.0,,Shooting foul by M. Leonard (drawn by R. Foye),34,33
165,2,6:39.0,,R. Foye makes free throw 1 of 2,34,34
166,2,6:39.0,,R. Foye makes free throw 2 of 2,34,35
167,2,6:23.0,M. Leonard makes 2-pt jump shot from 9 ft,,36,35
168,2,6:13.0,,Shooting foul by E. Davis (drawn by K. Faried),36,35
169,2,6:13.0,,K. Faried misses free throw 1 of 2,36,35
170,2,6:13.0,,Offensive rebound by Team,36,35
171,2,6:13.0,,K. Faried misses free throw 2 of 2,36,35
172,2,6:12.0,Defensive rebound by T. Frazier,,36,35
173,2,5:58.0,Shooting foul by G. Harris (drawn by G. Henderson),,36,35
174,2,5:58.0,Official timeout,,36,35
175,2,5:58.0,M. Plumlee enters the game for E. Davis,,36,35
176,2,5:58.0,G. Henderson makes free throw 1 of 2,,37,35
177,2,5:58.0,G. Henderson makes free throw 2 of 2,,38,35
178,2,5:50.0,,Personal foul by M. Plumlee (drawn by N. Jokić),38,35
179,2,5:50.0,,N. Jokić makes free throw 1 of 2,38,36
180,2,5:50.0,,J. Nelson enters the game for R. Foye,38,36
181,2,5:50.0,,N. Jokić makes free throw 2 of 2,38,37
182,2,5:32.0,A. Aminu makes 2-pt layup from 3 ft,,40,37
183,2,5:32.0,Shooting foul by D. Gallinari (drawn by A. Aminu),,40,37
184,2,5:32.0,A. Aminu makes free throw 1 of 1,,41,37
185,2,5:17.0,,D. Gallinari makes 3-pt jump shot from 24 ft (assist by K. Faried),41,40
186,2,4:58.0,T. Frazier makes 3-pt jump shot from 25 ft (assist by M. Leonard),,44,40
187,2,4:43.0,,K. Faried misses 2-pt jump shot from 1 ft,44,40
188,2,4:42.0,,Offensive rebound by K. Faried,44,40
189,2,4:42.0,,K. Faried misses 2-pt layup from 1 ft,44,40
190,2,4:40.0,,Offensive rebound by K. Faried,44,40
191,2,4:40.0,,K. Faried makes 2-pt layup from 1 ft,44,42
192,2,4:23.0,G. Henderson misses 2-pt jump shot from 12 ft,,44,42
193,2,4:21.0,,Defensive rebound by K. Faried,44,42
194,2,4:05.0,,N. Jokić misses 3-pt jump shot from 25 ft,44,42
195,2,4:04.0,Defensive rebound by A. Aminu,,44,42
196,2,3:55.0,M. Leonard misses 3-pt jump shot from 24 ft,,44,42
197,2,3:54.0,,Defensive rebound by N. Jokić,44,42
198,2,3:41.0,,N. Jokić makes 2-pt jump shot from 9 ft (assist by J. Nelson),44,44
199,2,3:34.0,Portland full timeout,,44,44
200,2,3:34.0,C. McCollum enters the game for G. Henderson,,44,44
201,2,3:34.0,A. Crabbe enters the game for T. Frazier,,44,44
202,2,3:34.0,,W. Barton enters the game for N. Jokić,44,44
203,2,3:26.0,M. Plumlee makes 2-pt layup from 3 ft (assist by C. McCollum),,46,44
204,2,3:26.0,Shooting foul by J. Nelson (drawn by M. Plumlee),,46,44
205,2,3:26.0,M. Plumlee makes free throw 1 of 1,,47,44
206,2,3:14.0,,K. Faried makes 2-pt layup from 2 ft (assist by D. Gallinari),47,46
207,2,2:54.0,C. McCollum makes 2-pt jump shot from 4 ft,,49,46
208,2,2:45.0,,Shooting foul by C. McCollum (drawn by J. Nelson),49,46
209,2,2:45.0,,J. Nelson misses free throw 1 of 3,49,46
210,2,2:45.0,,Offensive rebound by Team,49,46
211,2,2:45.0,,J. Nelson makes free throw 2 of 3,49,47
212,2,2:45.0,,N. Jokić enters the game for K. Faried,49,47
213,2,2:45.0,,J. Nelson makes free throw 3 of 3,49,48
214,2,2:37.0,C. McCollum makes 2-pt layup from 2 ft,,51,48
215,2,2:29.0,,Personal foul by A. Aminu (drawn by D. Gallinari),51,48
216,2,2:29.0,,D. Gallinari misses free throw 1 of 2,51,48
217,2,2:29.0,,Offensive rebound by Team,51,48
218,2,2:29.0,,D. Gallinari makes free throw 2 of 2,51,49
219,2,2:17.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,54,49
220,2,2:05.0,,Turnover by N. Jokić (traveling),54,49
221,2,2:05.0,,R. Foye enters the game for W. Barton,54,49
222,2,1:48.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by M. Leonard),,57,49
223,2,1:34.0,,Shooting foul by M. Plumlee (drawn by G. Harris),57,49
224,2,1:34.0,,G. Harris misses free throw 1 of 2,57,49
225,2,1:34.0,,Offensive rebound by Team,57,49
226,2,1:34.0,,G. Harris makes free throw 2 of 2,57,50
227,2,1:20.0,A. Crabbe misses 2-pt jump shot from 18 ft,,57,50
228,2,1:19.0,,Defensive rebound by N. Jokić,57,50
229,2,1:00.0,,J. Nelson misses 2-pt jump shot from 7 ft,57,50
230,2,0:59.0,,Offensive rebound by N. Jokić,57,50
231,2,0:57.0,,G. Harris makes 3-pt jump shot from 23 ft (assist by N. Jokić),57,53
232,2,0:34.0,C. McCollum makes 2-pt layup from 1 ft,,59,53
233,2,0:14.0,,D. Gallinari makes 2-pt jump shot from 11 ft,59,55
234,2,0:14.0,,Shooting foul by C. McCollum (drawn by D. Gallinari),59,55
235,2,0:14.0,,D. Gallinari makes free throw 1 of 1,59,56
236,2,0:03.0,Personal foul by G. Harris (drawn by C. McCollum),,59,56
237,2,0:03.0,C. McCollum makes free throw 1 of 2,,60,56
238,2,0:03.0,C. McCollum makes free throw 2 of 2,,61,56
239,3,11:43.0,Shooting foul by N. Jokić (drawn by N. Vonleh),,61,56
240,3,11:43.0,N. Vonleh misses free throw 1 of 2,,61,56
241,3,11:43.0,Offensive rebound by Team,,61,56
242,3,11:43.0,N. Vonleh makes free throw 2 of 2,,62,56
243,3,11:32.0,,Personal foul by A. Aminu (drawn by D. Gallinari),62,56
244,3,11:19.0,,K. Faried misses 2-pt layup from 1 ft (block by N. Vonleh),62,56
245,3,11:17.0,Defensive rebound by A. Aminu,,62,56
246,3,11:12.0,A. Crabbe misses 3-pt jump shot from 25 ft,,62,56
247,3,11:11.0,,Defensive rebound by G. Harris,62,56
248,3,10:59.0,,N. Jokić makes 2-pt jump shot from 16 ft (assist by J. Nelson),62,58
249,3,10:40.0,Turnover by C. McCollum (lost ball; steal by G. Harris),,62,58
250,3,10:29.0,,Turnover by J. Nelson (bad pass; steal by A. Crabbe),62,58
251,3,10:28.0,Personal foul by N. Jokić (drawn by M. Plumlee),,62,58
252,3,10:14.0,A. Crabbe misses 2-pt jump shot from 17 ft,,62,58
253,3,10:14.0,,Defensive rebound by D. Gallinari,62,58
254,3,9:56.0,,Personal foul by N. Vonleh (drawn by D. Gallinari),62,58
255,3,9:49.0,,Shooting foul by C. McCollum (drawn by K. Faried),62,58
256,3,9:49.0,,K. Faried makes free throw 1 of 2,62,59
257,3,9:49.0,,K. Faried misses free throw 2 of 2,62,59
258,3,9:46.0,Defensive rebound by N. Vonleh,,62,59
259,3,9:26.0,Personal foul by N. Jokić (drawn by C. McCollum),,62,59
260,3,9:12.0,A. Aminu makes 3-pt jump shot from 23 ft (assist by M. Plumlee),,65,59
261,3,8:48.0,,N. Jokić makes 2-pt hook shot from 3 ft,65,61
262,3,8:37.0,Def 3 sec tech foul by N. Jokić,,65,61
263,3,8:37.0,C. McCollum misses technical free throw,,65,61
264,3,8:37.0,Offensive rebound by Team,,65,61
265,3,8:37.0,,J. Nurkić enters the game for N. Jokić,65,61
266,3,8:21.0,A. Crabbe misses 2-pt jump shot from 18 ft,,65,61
267,3,8:20.0,,Defensive rebound by Team,65,61
268,3,8:07.0,,Personal foul by N. Vonleh (drawn by K. Faried),65,61
269,3,8:02.0,,Personal foul by A. Aminu (drawn by D. Gallinari),65,61
270,3,8:02.0,,D. Gallinari makes free throw 1 of 2,65,62
271,3,8:02.0,M. Harkless enters the game for A. Aminu,,65,62
272,3,8:02.0,,D. Gallinari makes free throw 2 of 2,65,63
273,3,7:49.0,N. Vonleh misses 2-pt layup from 2 ft (block by J. Nurkić),,65,63
274,3,7:48.0,Offensive rebound by Team,,65,63
275,3,7:40.0,C. McCollum misses 2-pt layup from 2 ft (block by K. Faried),,65,63
276,3,7:39.0,,Defensive rebound by J. Nelson,65,63
277,3,7:36.0,,Personal foul by N. Vonleh (drawn by J. Nelson),65,63
278,3,7:36.0,,J. Nelson makes free throw 1 of 2,65,64
279,3,7:36.0,,J. Nelson makes free throw 2 of 2,65,65
280,3,7:23.0,C. McCollum makes 2-pt jump shot from 14 ft,,67,65
281,3,7:02.0,,D. Gallinari makes 2-pt jump shot from 22 ft,67,67
282,3,6:49.0,Def 3 sec tech foul by J. Nurkić,,67,67
283,3,6:49.0,C. McCollum makes technical free throw,,68,67
284,3,6:35.0,A. Crabbe misses 3-pt jump shot from 33 ft,,68,67
285,3,6:34.0,Offensive rebound by Team,,68,67
286,3,6:34.0,Turnover by Team (shot clock),,68,67
287,3,6:17.0,,Shooting block foul by M. Harkless (drawn by D. Gallinari),68,67
288,3,6:17.0,,D. Gallinari misses free throw 1 of 2,68,67
289,3,6:17.0,,Offensive rebound by Team,68,67
290,3,6:17.0,,D. Gallinari makes free throw 2 of 2,68,68
291,3,6:02.0,C. McCollum makes 2-pt jump shot from 22 ft,,70,68
292,3,5:49.0,,G. Harris misses 3-pt jump shot from 24 ft,70,68
293,3,5:49.0,,Offensive rebound by J. Nurkić,70,68
294,3,5:49.0,Loose ball foul by M. Plumlee (drawn by J. Nurkić),,70,68
295,3,5:49.0,,Denver full timeout,70,68
296,3,5:49.0,,J. Nurkić misses free throw 1 of 2,70,68
297,3,5:49.0,,Offensive rebound by Team,70,68
298,3,5:49.0,,J. Nurkić misses free throw 2 of 2,70,68
299,3,5:46.0,,Offensive rebound by K. Faried,70,68
300,3,5:46.0,,K. Faried misses 2-pt layup from 1 ft,70,68
301,3,5:44.0,Defensive rebound by N. Vonleh,,70,68
302,3,5:23.0,M. Harkless misses 3-pt jump shot from 23 ft,,70,68
303,3,5:21.0,,Defensive rebound by Team,70,68
304,3,5:04.0,,J. Nurkić misses 2-pt jump shot from 4 ft,70,68
305,3,5:04.0,,Offensive rebound by K. Faried,70,68
306,3,5:04.0,,Shooting foul by M. Plumlee (drawn by K. Faried),70,68
307,3,5:04.0,,K. Faried makes 2-pt layup from 1 ft,70,70
308,3,5:04.0,M. Leonard enters the game for A. Crabbe,,70,70
309,3,5:04.0,G. Henderson enters the game for N. Vonleh,,70,70
310,3,5:04.0,E. Davis enters the game for M. Plumlee,,70,70
311,3,5:04.0,,K. Faried misses free throw 1 of 1,70,70
312,3,5:02.0,Defensive rebound by E. Davis,,70,70
313,3,4:40.0,C. McCollum misses 2-pt jump shot from 11 ft,,70,70
314,3,4:40.0,,Defensive rebound by J. Nurkić,70,70
315,3,4:30.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by J. Nelson),70,73
316,3,4:02.0,G. Henderson misses 2-pt jump shot from 18 ft,,70,73
317,3,4:02.0,,Defensive rebound by D. Gallinari,70,73
318,3,3:48.0,,D. Gallinari makes 2-pt dunk at rim (assist by J. Nelson),70,75
319,3,3:48.0,Portland full timeout,,70,75
320,3,3:30.0,G. Henderson makes 2-pt jump shot from 19 ft (assist by C. McCollum),,72,75
321,3,3:17.0,,Shooting foul by M. Leonard (drawn by J. Nurkić),72,75
322,3,3:17.0,,J. Nurkić makes free throw 1 of 2,72,76
323,3,3:17.0,,J. Nurkić makes free throw 2 of 2,72,77
324,3,3:03.0,Loose ball foul by C. McCollum (drawn by J. Nurkić),,72,77
325,3,3:03.0,Turnover by C. McCollum (offensive foul),,72,77
326,3,3:03.0,,J. Nurkić misses free throw 1 of 2,72,77
327,3,3:03.0,,Offensive rebound by Team,72,77
328,3,3:03.0,,W. Barton enters the game for G. Harris,72,77
329,3,3:03.0,,J. Nurkić misses free throw 2 of 2,72,77
330,3,3:02.0,Defensive rebound by G. Henderson,,72,77
331,3,2:42.0,M. Leonard makes 2-pt jump shot from 13 ft (assist by C. McCollum),,74,77
332,3,2:32.0,,Def 3 sec tech foul by E. Davis,74,77
333,3,2:32.0,,D. Gallinari makes technical free throw,74,78
334,3,2:32.0,,D. Arthur enters the game for K. Faried,74,78
335,3,2:32.0,,N. Jokić enters the game for J. Nurkić,74,78
336,3,2:22.0,,D. Arthur makes 2-pt jump shot from 16 ft (assist by J. Nelson),74,80
337,3,2:05.0,M. Leonard misses 2-pt layup from 3 ft (block by N. Jokić),,74,80
338,3,2:03.0,,Defensive rebound by N. Jokić,74,80
339,3,1:47.0,,W. Barton misses 3-pt jump shot from 24 ft,74,80
340,3,1:47.0,Defensive rebound by M. Leonard,,74,80
341,3,1:47.0,,Loose ball foul by N. Jokić (drawn by M. Leonard),74,80
342,3,1:47.0,,J. Lauvergne enters the game for N. Jokić,74,80
343,3,1:31.0,E. Davis makes 2-pt layup at rim (assist by G. Henderson),,76,80
344,3,1:18.0,,D. Arthur misses 2-pt jump shot from 17 ft,76,80
345,3,1:18.0,Defensive rebound by M. Leonard,,76,80
346,3,1:05.0,Turnover by M. Leonard (offensive foul),,76,80
347,3,1:05.0,Offensive foul by M. Leonard (drawn by D. Gallinari),,76,80
348,3,0:47.0,,D. Arthur misses 3-pt jump shot from 26 ft,76,80
349,3,0:46.0,Defensive rebound by G. Henderson,,76,80
350,3,0:40.0,Shooting foul by D. Arthur (drawn by G. Henderson),,76,80
351,3,0:40.0,G. Henderson makes free throw 1 of 2,,77,80
352,3,0:40.0,A. Crabbe enters the game for M. Leonard,,77,80
353,3,0:40.0,N. Vonleh enters the game for C. McCollum,,77,80
354,3,0:40.0,T. Frazier enters the game for M. Harkless,,77,80
355,3,0:40.0,,Violation by W. Barton (lane),77,80
356,3,0:40.0,G. Henderson makes free throw 2 of 2,,78,80
357,3,0:27.0,,J. Nelson misses 2-pt jump shot from 20 ft,78,80
358,3,0:25.0,,Offensive rebound by D. Arthur,78,80
359,3,0:11.0,,W. Barton misses 2-pt jump shot from 17 ft,78,80
360,3,0:10.0,Defensive rebound by E. Davis,,78,80
361,3,0:03.0,T. Frazier misses 2-pt jump shot from 17 ft,,78,80
362,3,0:02.0,Offensive rebound by G. Henderson,,78,80
363,3,0:01.0,G. Henderson misses 2-pt layup from 1 ft,,78,80
364,3,0:00.0,Offensive rebound by N. Vonleh,,78,80
365,3,0:00.0,N. Vonleh makes 2-pt layup from 2 ft,,80,80
366,4,11:47.0,,Turnover by R. Foye (bad pass; steal by A. Crabbe),80,80
367,4,11:42.0,A. Crabbe makes 2-pt layup at rim,,82,80
368,4,11:25.0,,W. Barton misses 2-pt layup from 2 ft,82,80
369,4,11:25.0,Defensive rebound by T. Frazier,,82,80
370,4,11:21.0,T. Frazier makes 2-pt layup from 2 ft,,84,80
371,4,11:21.0,,Denver full timeout,84,80
372,4,11:03.0,,R. Foye misses 3-pt jump shot from 25 ft,84,80
373,4,11:02.0,Defensive rebound by N. Vonleh,,84,80
374,4,10:48.0,G. Henderson misses 2-pt jump shot from 20 ft,,84,80
375,4,10:47.0,Offensive rebound by N. Vonleh,,84,80
376,4,10:43.0,A. Crabbe makes 3-pt jump shot from 24 ft (assist by N. Vonleh),,87,80
377,4,10:31.0,,K. Papanikolaou makes 3-pt jump shot from 24 ft (assist by J. Lauvergne),87,83
378,4,10:05.0,A. Crabbe makes 2-pt jump shot from 19 ft (assist by T. Frazier),,89,83
379,4,9:45.0,,D. Arthur makes 3-pt jump shot from 23 ft (assist by R. Foye),89,86
380,4,9:29.0,A. Crabbe makes 2-pt jump shot from 12 ft (assist by T. Frazier),,91,86
381,4,9:19.0,,Offensive foul by D. Arthur (drawn by G. Henderson),91,86
382,4,9:19.0,,Turnover by D. Arthur (offensive foul),91,86
383,4,9:06.0,A. Crabbe misses 2-pt jump shot from 17 ft,,91,86
384,4,9:06.0,,Defensive rebound by Team,91,86
385,4,9:06.0,Loose ball foul by E. Davis (drawn by J. Lauvergne),,91,86
386,4,8:53.0,,R. Foye makes 2-pt layup from 3 ft,91,88
387,4,8:32.0,N. Vonleh misses 3-pt jump shot from 26 ft,,91,88
