,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,NEW ORLEANS_ACTION,OKLAHOMA CITY_SCORE,NEW ORLEANS_SCORE
0,1,11:47.0,Personal foul by A. Gee (drawn by R. Westbrook),,0,0
1,1,11:42.0,S. Ibaka misses 3-pt jump shot from 25 ft,,0,0
2,1,11:41.0,,Defensive rebound by A. Gee,0,0
3,1,11:18.0,,N. Cole makes 2-pt jump shot from 17 ft,0,2
4,1,10:57.0,Turnover by S. Adams (bad pass; steal by A. Davis),,0,2
5,1,10:53.0,,N. Cole makes 2-pt layup from 1 ft (assist by A. Gee),0,4
6,1,10:36.0,R. Westbrook makes 2-pt jump shot from 16 ft,,2,4
7,1,10:20.0,,Shooting foul by S. Adams (drawn by N. Cole),2,4
8,1,10:20.0,,N. Cole makes free throw 1 of 2,2,5
9,1,10:20.0,,N. Cole makes free throw 2 of 2,2,6
10,1,10:12.0,R. Westbrook makes 2-pt layup from 2 ft,,4,6
11,1,9:57.0,,A. Davis misses 2-pt jump shot from 17 ft,4,6
12,1,9:56.0,Defensive rebound by K. Durant,,4,6
13,1,9:56.0,Personal foul by A. Ajinça (drawn by K. Durant),,4,6
14,1,9:47.0,S. Adams makes 2-pt dunk at rim (assist by K. Durant),,6,6
15,1,9:35.0,,Turnover by N. Cole (bad pass),6,6
16,1,9:12.0,K. Durant makes 2-pt jump shot from 17 ft (assist by S. Adams),,8,6
17,1,8:48.0,,N. Cole makes 3-pt jump shot from 24 ft (assist by A. Gee),8,9
18,1,8:33.0,R. Westbrook misses 2-pt jump shot from 15 ft,,8,9
19,1,8:32.0,,Defensive rebound by A. Ajinça,8,9
20,1,8:23.0,,A. Davis misses 2-pt jump shot from 18 ft,8,9
21,1,8:22.0,,Offensive rebound by A. Ajinça,8,9
22,1,8:07.0,,A. Davis makes 2-pt jump shot from 6 ft (assist by N. Cole),8,11
23,1,7:53.0,S. Ibaka misses 2-pt jump shot from 16 ft,,8,11
24,1,7:52.0,,Defensive rebound by A. Davis,8,11
25,1,7:47.0,,N. Cole misses 3-pt jump shot from 26 ft,8,11
26,1,7:44.0,Defensive rebound by K. Durant,,8,11
27,1,7:36.0,S. Adams makes 2-pt jump shot from 9 ft (assist by R. Westbrook),,10,11
28,1,7:24.0,,A. Davis makes 3-pt jump shot from 25 ft (assist by N. Cole),10,14
29,1,7:06.0,S. Ibaka makes 2-pt dunk at rim (assist by K. Durant),,12,14
30,1,6:52.0,,Def 3 sec tech foul by S. Ibaka,12,14
31,1,6:52.0,,A. Davis makes technical free throw,12,15
32,1,6:40.0,,Turnover by A. Davis (bad pass),12,15
33,1,6:18.0,A. Roberson misses 3-pt jump shot from 26 ft,,12,15
34,1,6:18.0,Offensive rebound by S. Adams,,12,15
35,1,6:14.0,S. Adams misses 2-pt layup from 2 ft (block by A. Davis),,12,15
36,1,6:14.0,Offensive rebound by Team,,12,15
37,1,6:07.0,K. Durant makes 2-pt jump shot from 16 ft,,14,15
38,1,5:57.0,,A. Davis makes 3-pt jump shot from 25 ft (assist by D. Cunningham),14,18
39,1,5:44.0,R. Westbrook makes 2-pt jump shot from 12 ft,,16,18
40,1,5:32.0,,D. Cunningham misses 2-pt jump shot from 18 ft,16,18
41,1,5:31.0,,Offensive rebound by A. Davis,16,18
42,1,5:26.0,,A. Davis misses 2-pt layup from 1 ft,16,18
43,1,5:25.0,,Offensive rebound by A. Ajinça,16,18
44,1,5:25.0,,A. Ajinça makes 2-pt layup from 1 ft,16,20
45,1,5:22.0,Shooting foul by A. Ajinça (drawn by R. Westbrook),,16,20
46,1,5:22.0,,New Orleans full timeout,16,20
47,1,5:22.0,K. Singler enters the game for K. Durant,,16,20
48,1,5:22.0,,J. Holiday enters the game for A. Ajinça,16,20
49,1,5:22.0,,K. Perkins enters the game for A. Gee,16,20
50,1,5:22.0,R. Westbrook misses free throw 1 of 2,,16,20
51,1,5:22.0,Offensive rebound by Team,,16,20
52,1,5:22.0,R. Westbrook makes free throw 2 of 2,,17,20
53,1,5:14.0,,Shooting foul by S. Adams (drawn by A. Davis),17,20
54,1,5:14.0,,A. Davis makes free throw 1 of 2,17,21
55,1,5:14.0,E. Freedom enters the game for S. Adams,,17,21
56,1,5:14.0,D. Waiters enters the game for A. Roberson,,17,21
57,1,5:14.0,,A. Davis misses free throw 2 of 2,17,21
58,1,5:12.0,,Offensive rebound by K. Perkins,17,21
59,1,4:59.0,,D. Cunningham makes 2-pt layup at rim (assist by A. Davis),17,23
60,1,4:45.0,R. Westbrook makes 2-pt jump shot from 20 ft,,19,23
61,1,4:40.0,Offensive charge foul by D. Cunningham (drawn by K. Singler),,19,23
62,1,4:40.0,,Turnover by D. Cunningham (offensive foul),19,23
63,1,4:23.0,E. Freedom misses 2-pt jump shot from 12 ft (block by A. Davis),,19,23
64,1,4:22.0,,Defensive rebound by D. Cunningham,19,23
65,1,4:11.0,,J. Holiday makes 2-pt jump shot from 17 ft,19,25
66,1,3:55.0,R. Westbrook misses 2-pt jump shot from 16 ft,,19,25
67,1,3:53.0,Offensive rebound by S. Ibaka,,19,25
68,1,3:41.0,S. Ibaka makes 2-pt layup from 2 ft (assist by R. Westbrook),,21,25
69,1,3:24.0,,A. Davis makes 2-pt jump shot from 20 ft (assist by J. Holiday),21,27
70,1,3:15.0,Shooting foul by J. Holiday (drawn by R. Westbrook),,21,27
71,1,3:15.0,R. Westbrook misses free throw 1 of 2,,21,27
72,1,3:15.0,Offensive rebound by Team,,21,27
73,1,3:15.0,R. Westbrook makes free throw 2 of 2,,22,27
74,1,3:06.0,,A. Davis misses 3-pt jump shot from 24 ft,22,27
75,1,3:05.0,Defensive rebound by D. Waiters,,22,27
76,1,2:50.0,D. Waiters misses 2-pt jump shot from 20 ft,,22,27
77,1,2:49.0,,Defensive rebound by N. Cole,22,27
78,1,2:39.0,,A. Davis misses 2-pt layup from 1 ft,22,27
79,1,2:38.0,Defensive rebound by S. Ibaka,,22,27
80,1,2:33.0,Oklahoma City full timeout,,22,27
81,1,2:33.0,K. Durant enters the game for R. Westbrook,,22,27
82,1,2:31.0,E. Freedom makes 2-pt jump shot from 15 ft (assist by D. Waiters),,24,27
83,1,2:12.0,,A. Davis makes 2-pt jump shot from 10 ft (assist by N. Cole),24,29
84,1,2:02.0,E. Freedom makes 2-pt dunk at rim (assist by K. Durant),,26,29
85,1,1:48.0,,A. Davis makes 2-pt jump shot from 11 ft (assist by J. Holiday),26,31
86,1,1:28.0,Offensive foul by E. Freedom (drawn by D. Cunningham),,26,31
87,1,1:28.0,Turnover by E. Freedom (offensive foul),,26,31
88,1,1:28.0,,A. Gee enters the game for D. Cunningham,26,31
89,1,1:28.0,,T. Douglas enters the game for N. Cole,26,31
90,1,1:20.0,,J. Holiday makes 2-pt layup from 1 ft (assist by T. Douglas),26,33
91,1,1:03.0,K. Durant misses 2-pt jump shot from 20 ft,,26,33
92,1,1:02.0,Offensive rebound by Team,,26,33
93,1,1:02.0,,Loose ball foul by A. Gee (drawn by S. Ibaka),26,33
94,1,1:02.0,S. Ibaka makes free throw 1 of 2,,27,33
95,1,1:02.0,S. Ibaka misses free throw 2 of 2,,27,33
96,1,0:59.0,,Defensive rebound by T. Douglas,27,33
97,1,0:44.0,,J. Holiday makes 2-pt jump shot from 10 ft,27,35
98,1,0:30.0,D. Waiters makes 3-pt jump shot from 23 ft (assist by K. Durant),,30,35
99,1,0:18.0,,A. Davis misses 2-pt hook shot from 10 ft,30,35
100,1,0:16.0,Defensive rebound by E. Freedom,,30,35
101,1,0:00.0,K. Durant makes 2-pt hook shot from 12 ft,,32,35
102,2,11:41.0,,T. Douglas makes 2-pt layup from 3 ft,32,37
103,2,11:21.0,R. Foye makes 2-pt layup from 2 ft (assist by D. Waiters),,34,37
104,2,11:11.0,,D. Cunningham makes 3-pt jump shot from 23 ft (assist by J. Holiday),34,40
105,2,10:52.0,Turnover by K. Durant (lost ball),,34,40
106,2,10:39.0,,R. Anderson makes 2-pt jump shot from 20 ft (assist by J. Holiday),34,42
107,2,10:32.0,Oklahoma City full timeout,,34,42
108,2,10:22.0,E. Freedom misses 2-pt jump shot from 3 ft,,34,42
109,2,10:21.0,,Defensive rebound by A. Davis,34,42
110,2,10:03.0,,J. Holiday makes 2-pt jump shot from 16 ft,34,44
111,2,9:56.0,Personal block foul by J. Holiday (drawn by D. Waiters),,34,44
112,2,9:56.0,K. Singler enters the game for E. Freedom,,34,44
113,2,9:52.0,K. Durant makes 2-pt dunk at rim (assist by N. Collison),,36,44
114,2,9:40.0,,Personal foul by D. Waiters (drawn by J. Holiday),36,44
115,2,9:40.0,R. Westbrook enters the game for D. Waiters,,36,44
116,2,9:27.0,,Turnover by R. Anderson (offensive goaltending),36,44
117,2,9:10.0,K. Durant makes 2-pt jump shot from 13 ft,,38,44
118,2,8:59.0,,T. Douglas misses 3-pt jump shot from 24 ft,38,44
119,2,8:58.0,Defensive rebound by R. Westbrook,,38,44
120,2,8:45.0,R. Westbrook makes 2-pt jump shot from 9 ft,,40,44
121,2,8:39.0,Offensive charge foul by J. Holiday (drawn by N. Collison),,40,44
122,2,8:39.0,,Turnover by J. Holiday (offensive foul),40,44
123,2,8:39.0,,N. Cole enters the game for J. Holiday,40,44
124,2,8:39.0,,New Orleans full timeout,40,44
125,2,8:39.0,,A. Gee enters the game for A. Davis,40,44
126,2,8:39.0,,A. Ajinça enters the game for T. Douglas,40,44
127,2,8:23.0,K. Durant makes 2-pt jump shot from 11 ft (assist by R. Westbrook),,42,44
128,2,8:04.0,,R. Anderson misses 2-pt jump shot from 13 ft,42,44
129,2,8:03.0,Defensive rebound by K. Durant,,42,44
130,2,7:58.0,Turnover by K. Durant (discontinued dribble),,42,44
131,2,7:58.0,S. Ibaka enters the game for N. Collison,,42,44
132,2,7:44.0,,A. Ajinça misses 2-pt jump shot from 5 ft (block by S. Ibaka),42,44
133,2,7:43.0,Defensive rebound by K. Durant,,42,44
134,2,7:32.0,Shooting foul by N. Cole (drawn by R. Westbrook),,42,44
135,2,7:32.0,R. Westbrook makes free throw 1 of 2,,43,44
136,2,7:32.0,R. Westbrook makes free throw 2 of 2,,44,44
137,2,7:29.0,,Turnover by N. Cole (bad pass; steal by R. Foye),44,44
138,2,7:25.0,R. Foye misses 2-pt layup from 2 ft (block by A. Ajinça),,44,44
139,2,7:22.0,,Defensive rebound by N. Cole,44,44
140,2,7:18.0,,R. Anderson makes 2-pt layup at rim (assist by N. Cole),44,46
141,2,7:03.0,Turnover by R. Westbrook (bad pass; steal by D. Cunningham),,44,46
142,2,6:55.0,,R. Anderson misses 3-pt jump shot from 25 ft,44,46
143,2,6:54.0,Defensive rebound by K. Durant,,44,46
144,2,6:41.0,S. Ibaka misses 2-pt jump shot from 15 ft,,44,46
145,2,6:40.0,,Defensive rebound by A. Ajinça,44,46
146,2,6:32.0,,N. Cole misses 2-pt layup from 1 ft,44,46
147,2,6:30.0,,Offensive rebound by R. Anderson,44,46
148,2,6:30.0,,R. Anderson misses 2-pt layup at rim,44,46
149,2,6:28.0,,Offensive rebound by R. Anderson,44,46
150,2,6:28.0,,Shooting foul by S. Ibaka (drawn by R. Anderson),44,46
151,2,6:28.0,,R. Anderson makes free throw 1 of 2,44,47
152,2,6:28.0,A. Roberson enters the game for K. Singler,,44,47
153,2,6:28.0,D. Waiters enters the game for K. Durant,,44,47
154,2,6:28.0,,R. Anderson makes free throw 2 of 2,44,48
155,2,6:16.0,R. Westbrook makes 2-pt layup from 2 ft,,46,48
156,2,5:55.0,,R. Anderson misses 2-pt jump shot from 8 ft,46,48
157,2,5:54.0,Defensive rebound by S. Ibaka,,46,48
158,2,5:46.0,R. Foye misses 3-pt jump shot from 26 ft,,46,48
159,2,5:45.0,,Defensive rebound by A. Ajinça,46,48
160,2,5:31.0,,N. Cole misses 2-pt jump shot from 16 ft,46,48
161,2,5:30.0,Defensive rebound by R. Foye,,46,48
162,2,5:20.0,S. Ibaka makes 2-pt layup from 1 ft (assist by D. Waiters),,48,48
163,2,5:03.0,,N. Cole misses 2-pt jump shot from 10 ft,48,48
164,2,5:00.0,,Offensive rebound by R. Anderson,48,48
165,2,5:00.0,,R. Anderson misses 2-pt layup at rim,48,48
166,2,4:58.0,,Offensive rebound by N. Cole,48,48
167,2,4:57.0,,Turnover by N. Cole (lost ball; steal by D. Waiters),48,48
168,2,4:57.0,,Loose ball foul by N. Cole (drawn by D. Waiters),48,48
169,2,4:57.0,,A. Davis enters the game for A. Ajinça,48,48
170,2,4:57.0,S. Adams enters the game for R. Foye,,48,48
171,2,4:43.0,R. Westbrook misses 2-pt jump shot from 17 ft,,48,48
172,2,4:42.0,,Defensive rebound by N. Cole,48,48
173,2,4:27.0,,A. Davis misses 2-pt jump shot from 9 ft,48,48
174,2,4:26.0,,Offensive rebound by R. Anderson,48,48
175,2,4:26.0,,R. Anderson makes 2-pt layup from 1 ft,48,50
176,2,4:12.0,R. Westbrook makes 2-pt layup from 2 ft,,50,50
177,2,4:12.0,Shooting foul by A. Davis (drawn by R. Westbrook),,50,50
178,2,4:12.0,R. Westbrook makes free throw 1 of 1,,51,50
179,2,3:59.0,,R. Anderson makes 2-pt layup from 2 ft,51,52
180,2,3:47.0,Shooting foul by R. Anderson (drawn by R. Westbrook),,51,52
181,2,3:47.0,R. Westbrook makes free throw 1 of 2,,52,52
182,2,3:47.0,K. Durant enters the game for S. Ibaka,,52,52
183,2,3:47.0,R. Westbrook misses free throw 2 of 2,,52,52
184,2,3:45.0,Offensive rebound by K. Durant,,52,52
185,2,3:37.0,S. Adams makes 2-pt layup from 1 ft (assist by K. Durant),,54,52
186,2,3:11.0,,R. Anderson makes 2-pt jump shot from 19 ft (assist by N. Cole),54,54
187,2,2:57.0,R. Westbrook makes 2-pt layup from 2 ft,,56,54
188,2,2:45.0,,Turnover by N. Cole (bad pass; steal by D. Waiters),56,54
189,2,2:39.0,K. Durant misses 3-pt jump shot from 25 ft,,56,54
190,2,2:38.0,,Defensive rebound by D. Cunningham,56,54
191,2,2:30.0,,R. Anderson misses 3-pt jump shot from 25 ft,56,54
192,2,2:29.0,Defensive rebound by S. Adams,,56,54
193,2,2:22.0,Turnover by K. Durant (lost ball; steal by D. Cunningham),,56,54
194,2,2:17.0,,N. Cole makes 2-pt layup from 1 ft (assist by D. Cunningham),56,56
195,2,1:59.0,D. Waiters misses 3-pt jump shot from 24 ft,,56,56
196,2,1:58.0,,Defensive rebound by R. Anderson,56,56
197,2,1:43.0,,A. Davis misses 2-pt jump shot from 6 ft,56,56
198,2,1:42.0,Defensive rebound by K. Durant,,56,56
199,2,1:36.0,A. Roberson misses 2-pt layup from 1 ft,,56,56
200,2,1:35.0,,Defensive rebound by D. Cunningham,56,56
201,2,1:17.0,,A. Davis misses 2-pt layup at rim,56,56
202,2,1:15.0,Defensive rebound by K. Durant,,56,56
