,QUARTER,TIME_REMAINING,TORONTO_ACTION,ATLANTA_ACTION,TORONTO_SCORE,ATLANTA_SCORE
0,1,11:42.0,,A. Horford makes 2-pt layup from 1 ft (assist by T. Sefolosha),0,2
1,1,11:27.0,K. Lowry misses 2-pt jump shot from 21 ft,,0,2
2,1,11:25.0,,Defensive rebound by P. Millsap,0,2
3,1,11:18.0,,K. Korver misses 2-pt jump shot from 17 ft,0,2
4,1,11:17.0,Defensive rebound by K. Lowry,,0,2
5,1,11:05.0,L. Scola makes 2-pt hook shot from 4 ft,,2,2
6,1,10:54.0,,K. Korver misses 2-pt jump shot from 18 ft,2,2
7,1,10:51.0,Defensive rebound by L. Scola,,2,2
8,1,10:39.0,Turnover by D. Carroll (traveling),,2,2
9,1,10:27.0,,P. Millsap misses 2-pt dunk at rim (block by B. Biyombo),2,2
10,1,10:23.0,Defensive rebound by L. Scola,,2,2
11,1,10:13.0,L. Scola misses 3-pt jump shot from 24 ft,,2,2
12,1,10:11.0,,Defensive rebound by T. Sefolosha,2,2
13,1,10:03.0,,K. Korver misses 3-pt jump shot from 23 ft,2,2
14,1,10:01.0,Defensive rebound by L. Scola,,2,2
15,1,9:42.0,D. DeRozan makes 3-pt jump shot from 22 ft,,5,2
16,1,9:27.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by J. Teague),5,4
17,1,9:19.0,Offensive foul by B. Biyombo (drawn by T. Sefolosha),,5,4
18,1,9:19.0,Turnover by B. Biyombo (offensive foul),,5,4
19,1,9:04.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by P. Millsap),5,6
20,1,8:56.0,Personal foul by A. Horford (drawn by K. Lowry),,5,6
21,1,8:50.0,D. DeRozan misses 2-pt jump shot from 12 ft,,5,6
22,1,8:48.0,Offensive rebound by B. Biyombo,,5,6
23,1,8:47.0,B. Biyombo makes 2-pt layup at rim,,7,6
24,1,8:35.0,,J. Teague misses 2-pt jump shot from 18 ft,7,6
25,1,8:33.0,,Offensive rebound by A. Horford,7,6
26,1,8:30.0,,K. Korver misses 3-pt jump shot from 24 ft,7,6
27,1,8:29.0,Defensive rebound by L. Scola,,7,6
28,1,8:19.0,D. DeRozan makes 2-pt layup from 2 ft,,9,6
29,1,8:07.0,,J. Teague misses 2-pt jump shot from 4 ft,9,6
30,1,8:04.0,Defensive rebound by D. DeRozan,,9,6
31,1,7:55.0,K. Lowry misses 3-pt jump shot from 24 ft,,9,6
32,1,7:54.0,,Defensive rebound by J. Teague,9,6
33,1,7:50.0,,Shooting foul by D. Carroll (drawn by A. Horford),9,6
34,1,7:50.0,,A. Horford misses free throw 1 of 2,9,6
35,1,7:50.0,,Offensive rebound by Team,9,6
36,1,7:50.0,,A. Horford makes free throw 2 of 2,9,7
37,1,7:38.0,L. Scola misses 2-pt jump shot from 19 ft,,9,7
38,1,7:36.0,,Defensive rebound by T. Sefolosha,9,7
39,1,7:32.0,,Personal foul by L. Scola (drawn by P. Millsap),9,7
40,1,7:25.0,,A. Horford misses 3-pt jump shot from 23 ft,9,7
41,1,7:24.0,,Offensive rebound by J. Teague,9,7
42,1,7:13.0,,A. Horford misses 2-pt hook shot from 5 ft,9,7
43,1,7:11.0,Defensive rebound by L. Scola,,9,7
44,1,6:54.0,D. DeRozan misses 2-pt jump shot from 15 ft,,9,7
45,1,6:52.0,Offensive rebound by B. Biyombo,,9,7
46,1,6:35.0,D. Carroll misses 3-pt jump shot from 24 ft,,9,7
47,1,6:33.0,,Defensive rebound by K. Korver,9,7
48,1,6:23.0,,A. Horford makes 2-pt jump shot from 12 ft (assist by J. Teague),9,9
49,1,5:58.0,Turnover by D. Carroll (lost ball; steal by P. Millsap),,9,9
50,1,5:52.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by J. Teague),9,11
51,1,5:48.0,Toronto full timeout,,9,11
