,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,OKLAHOMA CITY_ACTION,LA CLIPPERS_SCORE,OKLAHOMA CITY_SCORE
0,1,11:43.0,,K. Durant makes 2-pt jump shot from 12 ft,0,2
1,1,11:18.0,J. Crawford misses 2-pt jump shot from 15 ft,,0,2
2,1,11:17.0,,Defensive rebound by S. Ibaka,0,2
3,1,11:04.0,,Personal foul by L. Mbah a Moute,0,2
4,1,10:57.0,,S. Ibaka makes 3-pt jump shot from 22 ft (assist by R. Westbrook),0,5
5,1,10:33.0,C. Aldrich misses 2-pt hook shot from 4 ft,,0,5
6,1,10:33.0,,Defensive rebound by R. Westbrook,0,5
7,1,10:23.0,,Turnover by K. Durant (bad pass; steal by C. Aldrich),0,5
8,1,10:07.0,J. Crawford makes 3-pt jump shot from 23 ft (assist by L. Mbah a Moute),,3,5
9,1,9:47.0,,K. Durant makes 2-pt jump shot from 20 ft (assist by R. Westbrook),3,7
10,1,9:32.0,A. Rivers makes 3-pt jump shot from 24 ft (assist by J. Crawford),,6,7
11,1,9:14.0,,S. Ibaka makes 2-pt hook shot from 4 ft (assist by A. Roberson),6,9
12,1,8:59.0,W. Johnson makes 2-pt jump shot from 18 ft (assist by C. Aldrich),,8,9
13,1,8:44.0,,R. Westbrook makes 2-pt layup from 1 ft,8,11
14,1,8:29.0,W. Johnson misses 3-pt jump shot from 25 ft,,8,11
15,1,8:29.0,,Defensive rebound by R. Westbrook,8,11
16,1,8:07.0,,S. Ibaka makes 2-pt jump shot from 18 ft (assist by R. Westbrook),8,13
17,1,7:42.0,J. Crawford misses 2-pt jump shot from 18 ft,,8,13
18,1,7:42.0,Offensive rebound by C. Aldrich,,8,13
19,1,7:36.0,J. Crawford misses 2-pt jump shot from 14 ft,,8,13
20,1,7:35.0,Offensive rebound by C. Aldrich,,8,13
21,1,7:29.0,W. Johnson makes 3-pt jump shot from 23 ft (assist by J. Crawford),,11,13
22,1,7:14.0,,K. Durant misses 2-pt layup from 1 ft (block by W. Johnson),11,13
23,1,7:14.0,,Offensive rebound by Team,11,13
24,1,7:01.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by S. Ibaka),11,16
25,1,6:44.0,L. Mbah a Moute makes 2-pt layup from 1 ft,,13,16
26,1,6:32.0,,A. Roberson makes 3-pt jump shot from 22 ft (assist by S. Ibaka),13,19
27,1,6:11.0,A. Rivers misses 2-pt jump shot from 10 ft,,13,19
28,1,6:11.0,,Defensive rebound by K. Durant,13,19
29,1,6:05.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),13,21
30,1,6:03.0,LA Clippers full timeout,,13,21
31,1,5:50.0,Turnover by J. Crawford (bad pass; steal by A. Roberson),,13,21
32,1,5:45.0,,Shooting foul by A. Rivers (drawn by R. Westbrook),13,21
33,1,5:45.0,,R. Westbrook makes free throw 1 of 2,13,22
34,1,5:45.0,,K. Singler enters the game for K. Durant,13,22
35,1,5:45.0,J. Green enters the game for L. Mbah a Moute,,13,22
36,1,5:45.0,,R. Westbrook makes free throw 2 of 2,13,23
37,1,5:28.0,W. Johnson misses 2-pt jump shot from 17 ft,,13,23
38,1,5:28.0,,Defensive rebound by S. Ibaka,13,23
39,1,5:12.0,,Turnover by R. Westbrook (bad pass; steal by J. Crawford),13,23
40,1,5:07.0,J. Crawford makes 2-pt layup from 1 ft,,15,23
41,1,4:50.0,,K. Singler makes 2-pt jump shot from 16 ft,15,25
42,1,4:23.0,Turnover by Team (shot clock),,15,25
43,1,4:23.0,,D. Waiters enters the game for A. Roberson,15,25
44,1,4:09.0,,S. Ibaka misses 2-pt jump shot from 7 ft,15,25
45,1,4:08.0,,Offensive rebound by K. Singler,15,25
46,1,3:59.0,,R. Westbrook misses 3-pt jump shot from 24 ft,15,25
47,1,3:59.0,,Offensive rebound by R. Westbrook,15,25
48,1,3:54.0,,S. Ibaka misses 2-pt jump shot from 11 ft,15,25
49,1,3:53.0,Defensive rebound by A. Rivers,,15,25
50,1,3:48.0,Shooting foul by S. Ibaka (drawn by A. Rivers),,15,25
51,1,3:48.0,A. Rivers misses free throw 1 of 2,,15,25
52,1,3:48.0,Offensive rebound by Team,,15,25
53,1,3:48.0,A. Rivers makes free throw 2 of 2,,16,25
