,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SACRAMENTO_ACTION,ORLANDO_SCORE,SACRAMENTO_SCORE
384,4,6:27.0,A. Gordon enters the game for E. İlyasova,,95,82
385,4,6:27.0,,K. Koufos makes free throw 2 of 2,95,83
386,4,6:05.0,M. Hezonja misses 2-pt jump shot from 20 ft,,95,83
387,4,6:04.0,,Defensive rebound by R. Rondo,95,83
388,4,6:01.0,,Personal foul by M. Hezonja,95,83
389,4,6:01.0,C. Watson enters the game for B. Jennings,,95,83
390,4,5:50.0,,K. Koufos makes 2-pt layup from 2 ft (assist by R. Rondo),95,85
391,4,5:31.0,Shooting foul by D. Collison (drawn by C. Watson),,95,85
392,4,5:31.0,C. Watson makes free throw 1 of 2,,96,85
393,4,5:31.0,E. Fournier enters the game for M. Hezonja,,96,85
394,4,5:31.0,C. Watson makes free throw 2 of 2,,97,85
395,4,5:22.0,,Personal foul by A. Gordon,97,85
396,4,5:09.0,,R. Gay misses 2-pt jump shot from 12 ft,97,85
397,4,5:08.0,,Offensive rebound by K. Koufos,97,85
398,4,5:08.0,,K. Koufos misses 2-pt layup from 4 ft,97,85
399,4,5:06.0,,Offensive rebound by D. Collison,97,85
400,4,5:02.0,,M. Belinelli misses 3-pt jump shot from 24 ft,97,85
401,4,5:02.0,Defensive rebound by E. Fournier,,97,85
402,4,5:02.0,Personal foul by R. Rondo,,97,85
403,4,4:42.0,Turnover by J. Smith (offensive foul),,97,85
404,4,4:42.0,,Offensive charge foul by J. Smith (drawn by R. Rondo),97,85
405,4,4:25.0,,Shooting foul by A. Gordon (drawn by R. Gay),97,85
406,4,4:25.0,,R. Gay misses free throw 1 of 2,97,85
407,4,4:25.0,,Offensive rebound by Team,97,85
408,4,4:25.0,,O. Casspi enters the game for M. Belinelli,97,85
409,4,4:25.0,,R. Gay makes free throw 2 of 2,97,86
410,4,4:03.0,E. Fournier misses 2-pt layup from 4 ft,,97,86
411,4,4:01.0,Offensive rebound by A. Gordon,,97,86
412,4,4:01.0,A. Gordon makes 2-pt layup from 1 ft,,99,86
413,4,3:51.0,,K. Koufos makes 2-pt layup from 1 ft (assist by R. Rondo),99,88
414,4,3:35.0,Shooting foul by K. Koufos (drawn by A. Gordon),,99,88
415,4,3:35.0,A. Gordon makes free throw 1 of 2,,100,88
416,4,3:35.0,A. Gordon makes free throw 2 of 2,,101,88
417,4,3:27.0,,Shooting foul by J. Smith (drawn by R. Gay),101,88
418,4,3:27.0,,R. Gay misses free throw 1 of 2,101,88
419,4,3:27.0,,Offensive rebound by Team,101,88
420,4,3:27.0,,R. Gay makes free throw 2 of 2,101,89
421,4,3:16.0,V. Oladipo misses 2-pt layup from 3 ft (block by K. Koufos),,101,89
422,4,3:14.0,,Defensive rebound by R. Gay,101,89
423,4,3:05.0,,K. Koufos makes 2-pt hook shot from 6 ft (assist by R. Rondo),101,91
424,4,2:42.0,J. Smith makes 2-pt jump shot from 15 ft (assist by C. Watson),,103,91
425,4,2:27.0,,R. Gay makes 2-pt jump shot from 7 ft,103,93
426,4,2:27.0,Orlando full timeout,,103,93
427,4,2:10.0,J. Smith makes 2-pt jump shot from 17 ft (assist by E. Fournier),,105,93
428,4,2:00.0,,Turnover by R. Rondo (lost ball; steal by A. Gordon),105,93
429,4,1:40.0,E. Fournier misses 2-pt jump shot from 6 ft,,105,93
430,4,1:40.0,,Defensive rebound by R. Rondo,105,93
431,4,1:32.0,,D. Collison misses 3-pt jump shot from 22 ft,105,93
432,4,1:31.0,Defensive rebound by V. Oladipo,,105,93
433,4,1:24.0,Offensive foul by J. Smith (drawn by D. Collison),,105,93
434,4,1:24.0,Turnover by J. Smith (offensive foul),,105,93
435,4,1:24.0,,W. Cauley-Stein enters the game for K. Koufos,105,93
436,4,1:15.0,,O. Casspi makes 2-pt jump shot from 8 ft,105,95
437,4,1:15.0,,Shooting foul by E. Fournier (drawn by O. Casspi),105,95
438,4,1:15.0,,O. Casspi makes free throw 1 of 1,105,96
439,4,0:52.0,Turnover by V. Oladipo (bad pass; steal by D. Collison),,105,96
440,4,0:50.0,,Shooting foul by E. Fournier (drawn by D. Collison),105,96
441,4,0:50.0,,D. Collison makes 2-pt layup from 3 ft (assist by W. Cauley-Stein),105,98
442,4,0:50.0,,D. Collison misses free throw 1 of 1,105,98
443,4,0:48.0,Defensive rebound by A. Gordon,,105,98
444,4,0:43.0,Personal foul by D. Collison,,105,98
445,4,0:43.0,A. Gordon misses free throw 1 of 2,,105,98
446,4,0:43.0,Offensive rebound by Team,,105,98
447,4,0:43.0,A. Gordon misses free throw 2 of 2,,105,98
448,4,0:41.0,,Defensive rebound by W. Cauley-Stein,105,98
449,4,0:28.0,,O. Casspi misses 2-pt jump shot from 6 ft (block by J. Smith),105,98
450,4,0:26.0,Defensive rebound by J. Smith,,105,98
451,4,0:26.0,Personal foul by R. Gay,,105,98
452,4,0:26.0,J. Smith makes free throw 1 of 2,,106,98
453,4,0:26.0,J. Smith misses free throw 2 of 2,,106,98
454,4,0:25.0,,Defensive rebound by R. Rondo,106,98
455,4,0:18.0,,W. Cauley-Stein makes 2-pt dunk at rim (assist by R. Rondo),106,100
456,4,0:09.0,Personal foul by O. Casspi,,106,100
457,4,0:09.0,V. Oladipo makes free throw 1 of 2,,107,100
458,4,0:09.0,V. Oladipo misses free throw 2 of 2,,107,100
459,4,0:07.0,,Defensive rebound by R. Rondo,107,100
460,4,0:07.0,,Sacramento full timeout,107,100
461,4,0:01.0,,W. Cauley-Stein misses 2-pt jump shot from 11 ft,107,100
462,4,0:01.0,Defensive rebound by V. Oladipo,,107,100
