,QUARTER,TIME_REMAINING,CHICAGO_ACTION,OKLAHOMA CITY_ACTION,CHICAGO_SCORE,OKLAHOMA CITY_SCORE
106,1,2:21.0,,Defensive rebound by K. Durant,25,20
107,1,2:01.0,,D. Waiters misses 2-pt jump shot from 6 ft,25,20
108,1,1:59.0,Defensive rebound by J. Butler,,25,20
109,1,1:52.0,J. Butler misses 2-pt jump shot from 10 ft,,25,20
110,1,1:50.0,,Defensive rebound by K. Durant,25,20
111,1,1:39.0,,K. Durant misses 2-pt jump shot from 17 ft,25,20
112,1,1:38.0,Defensive rebound by A. Brooks,,25,20
113,1,1:33.0,Chicago full timeout,,25,20
114,1,1:33.0,B. Portis enters the game for T. Gibson,,25,20
115,1,1:21.0,B. Portis misses 2-pt jump shot from 18 ft,,25,20
116,1,1:20.0,Offensive rebound by P. Gasol,,25,20
117,1,1:15.0,J. Butler misses 3-pt jump shot from 23 ft,,25,20
118,1,1:15.0,,Defensive rebound by K. Durant,25,20
119,1,1:00.0,,E. Freedom misses 2-pt layup from 2 ft (block by P. Gasol),25,20
120,1,1:00.0,,Offensive rebound by E. Freedom,25,20
121,1,0:57.0,,E. Freedom misses 2-pt layup from 2 ft,25,20
122,1,0:57.0,,Offensive rebound by N. Collison,25,20
123,1,0:54.0,,N. Collison makes 2-pt hook shot from 2 ft,25,22
124,1,0:42.0,J. Butler makes 2-pt dunk at rim (assist by P. Gasol),,27,22
125,1,0:28.0,,K. Durant makes 2-pt jump shot from 6 ft (assist by D. Augustin),27,24
126,1,0:10.0,A. Brooks misses 2-pt layup from 1 ft,,27,24
127,1,0:10.0,Offensive rebound by Team,,27,24
128,1,0:10.0,,Loose ball foul by D. Augustin (drawn by P. Gasol),27,24
129,1,0:10.0,P. Gasol makes free throw 1 of 2,,28,24
130,1,0:10.0,P. Gasol makes free throw 2 of 2,,29,24
131,1,0:03.0,,Shooting foul by J. Butler (drawn by K. Durant),29,24
132,1,0:03.0,,K. Durant makes free throw 1 of 2,29,25
133,1,0:03.0,,K. Durant makes free throw 2 of 2,29,26
134,1,0:00.0,J. Butler makes 3-pt jump shot from 35 ft (assist by P. Gasol),,32,26
135,2,11:42.0,,Turnover by D. Waiters (bad pass; steal by T. Gibson),32,26
136,2,11:38.0,Turnover by T. Gibson (lost ball; steal by D. Waiters),,32,26
137,2,11:14.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by D. Waiters),32,29
138,2,10:51.0,D. McDermott misses 2-pt jump shot from 9 ft,,32,29
139,2,10:50.0,,Defensive rebound by A. Morrow,32,29
140,2,10:43.0,,D. Augustin misses 2-pt layup at rim,32,29
141,2,10:43.0,Defensive rebound by B. Portis,,32,29
142,2,10:32.0,Turnover by D. McDermott (bad pass; steal by D. Augustin),,32,29
143,2,10:32.0,Loose ball foul by T. Gibson (drawn by D. Augustin),,32,29
144,2,10:32.0,,S. Ibaka enters the game for E. Freedom,32,29
145,2,10:32.0,,S. Adams enters the game for N. Collison,32,29
146,2,10:32.0,K. Hinrich enters the game for T. Snell,,32,29
147,2,10:18.0,,D. Waiters misses 2-pt jump shot from 13 ft,32,29
148,2,10:17.0,Defensive rebound by A. Brooks,,32,29
149,2,10:04.0,A. Brooks makes 3-pt jump shot from 24 ft (assist by B. Portis),,35,29
150,2,9:45.0,,Turnover by D. Augustin (bad pass),35,29
151,2,9:45.0,,R. Westbrook enters the game for D. Augustin,35,29
152,2,9:31.0,D. McDermott misses 3-pt jump shot from 24 ft,,35,29
153,2,9:31.0,Offensive rebound by Team,,35,29
154,2,9:17.0,K. Hinrich makes 2-pt layup from 1 ft (assist by B. Portis),,37,29
155,2,9:00.0,,S. Adams makes 2-pt layup from 1 ft (assist by D. Waiters),37,31
156,2,8:54.0,A. Brooks misses 2-pt layup at rim,,37,31
157,2,8:52.0,,Defensive rebound by S. Adams,37,31
158,2,8:47.0,,Turnover by R. Westbrook (traveling),37,31
159,2,8:47.0,Official timeout,,37,31
160,2,8:47.0,D. Rose enters the game for A. Brooks,,37,31
161,2,8:47.0,,D. Augustin enters the game for D. Waiters,37,31
162,2,8:34.0,D. McDermott misses 3-pt jump shot from 24 ft,,37,31
163,2,8:34.0,,Defensive rebound by D. Augustin,37,31
164,2,8:21.0,,S. Ibaka misses 2-pt jump shot from 17 ft,37,31
165,2,8:20.0,Defensive rebound by D. Rose,,37,31
166,2,8:11.0,D. Rose makes 2-pt layup from 2 ft,,39,31
167,2,7:58.0,,S. Adams misses 2-pt layup from 2 ft (block by T. Gibson),39,31
168,2,7:57.0,Defensive rebound by T. Gibson,,39,31
169,2,7:48.0,B. Portis misses 2-pt hook shot from 9 ft,,39,31
170,2,7:46.0,,Defensive rebound by S. Ibaka,39,31
171,2,7:38.0,,R. Westbrook misses 2-pt jump shot from 12 ft,39,31
172,2,7:38.0,Defensive rebound by T. Gibson,,39,31
173,2,7:30.0,Shooting foul by S. Ibaka (drawn by D. Rose),,39,31
174,2,7:30.0,D. Rose misses free throw 1 of 2,,39,31
175,2,7:30.0,Offensive rebound by Team,,39,31
176,2,7:30.0,P. Gasol enters the game for T. Gibson,,39,31
177,2,7:30.0,N. Mirotić enters the game for B. Portis,,39,31
178,2,7:30.0,J. Butler enters the game for D. McDermott,,39,31
179,2,7:30.0,,K. Durant enters the game for A. Morrow,39,31
180,2,7:30.0,D. Rose makes free throw 2 of 2,,40,31
181,2,7:09.0,,R. Westbrook misses 2-pt jump shot from 17 ft,40,31
182,2,7:08.0,Defensive rebound by D. Rose,,40,31
183,2,7:02.0,D. Rose misses 2-pt layup from 1 ft,,40,31
184,2,7:01.0,Offensive rebound by J. Butler,,40,31
185,2,7:00.0,J. Butler misses 2-pt layup from 1 ft,,40,31
186,2,6:59.0,Offensive rebound by J. Butler,,40,31
187,2,6:59.0,J. Butler makes 2-pt layup from 1 ft,,42,31
188,2,6:59.0,,Oklahoma City full timeout,42,31
189,2,6:59.0,,A. Roberson enters the game for S. Adams,42,31
190,2,6:47.0,,K. Durant makes 2-pt layup from 1 ft (assist by R. Westbrook),42,33
191,2,6:34.0,J. Butler makes 2-pt dunk at rim (assist by P. Gasol),,44,33
192,2,6:16.0,,Personal foul by N. Mirotić (drawn by D. Augustin),44,33
193,2,6:07.0,,K. Durant makes 2-pt jump shot from 18 ft (assist by R. Westbrook),44,35
194,2,5:48.0,J. Butler makes 2-pt layup from 1 ft (assist by P. Gasol),,46,35
195,2,5:32.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by K. Durant),46,37
196,2,5:16.0,N. Mirotić makes 3-pt jump shot from 24 ft (assist by J. Butler),,49,37
197,2,5:01.0,,Turnover by R. Westbrook (lost ball; steal by J. Butler),49,37
198,2,4:58.0,D. Rose makes 2-pt layup at rim (assist by N. Mirotić),,51,37
199,2,4:31.0,,K. Durant misses 3-pt jump shot from 25 ft,51,37
200,2,4:31.0,Defensive rebound by D. Rose,,51,37
201,2,4:22.0,N. Mirotić misses 3-pt jump shot from 25 ft,,51,37
202,2,4:22.0,,Defensive rebound by Team,51,37
203,2,4:06.0,,R. Westbrook misses 2-pt layup from 2 ft (block by N. Mirotić),51,37
204,2,4:06.0,Defensive rebound by Team,,51,37
205,2,3:52.0,Turnover by J. Butler (step out of bounds),,51,37
206,2,3:41.0,,R. Westbrook misses 3-pt jump shot from 24 ft,51,37
207,2,3:39.0,,Offensive rebound by Team,51,37
208,2,3:39.0,,D. Waiters enters the game for D. Augustin,51,37
209,2,3:34.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by R. Westbrook),51,39
210,2,3:21.0,Turnover by D. Rose (lost ball; steal by S. Ibaka),,51,39
211,2,3:16.0,,R. Westbrook makes 2-pt layup at rim (assist by K. Durant),51,41
212,2,3:15.0,Chicago full timeout,,51,41
213,2,3:15.0,T. Gibson enters the game for N. Mirotić,,51,41
214,2,2:59.0,J. Butler misses 2-pt jump shot from 20 ft,,51,41
215,2,2:59.0,,Defensive rebound by R. Westbrook,51,41
216,2,2:51.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by R. Westbrook),51,44
217,2,2:30.0,T. Gibson misses 2-pt jump shot from 14 ft,,51,44
218,2,2:29.0,,Defensive rebound by R. Westbrook,51,44
219,2,2:22.0,,R. Westbrook misses 2-pt jump shot from 18 ft,51,44
220,2,2:21.0,Defensive rebound by T. Gibson,,51,44
221,2,2:09.0,Turnover by P. Gasol (lost ball; steal by K. Durant),,51,44
222,2,2:02.0,,A. Roberson makes 2-pt layup from 2 ft (assist by K. Durant),51,46
223,2,2:01.0,Chicago full timeout,,51,46
224,2,2:01.0,T. Snell enters the game for K. Hinrich,,51,46
225,2,1:46.0,D. Rose misses 2-pt jump shot from 10 ft (block by K. Durant),,51,46
226,2,1:45.0,,Defensive rebound by S. Ibaka,51,46
227,2,1:40.0,,D. Waiters misses 2-pt layup from 1 ft,51,46
228,2,1:39.0,,Offensive rebound by A. Roberson,51,46
229,2,1:39.0,,A. Roberson misses 2-pt layup from 1 ft,51,46
230,2,1:38.0,,Offensive rebound by A. Roberson,51,46
231,2,1:37.0,,A. Roberson misses 2-pt layup from 1 ft,51,46
232,2,1:36.0,Defensive rebound by Team,,51,46
233,2,1:36.0,,Loose ball foul by S. Ibaka (drawn by P. Gasol),51,46
234,2,1:22.0,Turnover by T. Snell (bad pass; steal by R. Westbrook),,51,46
235,2,1:19.0,,R. Westbrook makes 2-pt layup from 1 ft,51,48
236,2,1:19.0,,Shooting foul by D. Rose (drawn by R. Westbrook),51,48
237,2,1:19.0,K. Hinrich enters the game for D. Rose,,51,48
238,2,1:19.0,,R. Westbrook misses free throw 1 of 1,51,48
239,2,1:18.0,Defensive rebound by T. Gibson,,51,48
240,2,1:07.0,K. Hinrich misses 2-pt jump shot from 18 ft,,51,48
241,2,1:07.0,Offensive rebound by J. Butler,,51,48
242,2,1:00.0,T. Snell makes 3-pt jump shot from 25 ft (assist by K. Hinrich),,54,48
243,2,0:50.0,,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),54,50
244,2,0:30.0,T. Snell misses 2-pt layup from 2 ft (block by S. Ibaka),,54,50
245,2,0:29.0,,Defensive rebound by A. Roberson,54,50
246,2,0:24.0,,D. Waiters makes 2-pt layup at rim (assist by A. Roberson),54,52
247,2,0:00.0,T. Snell misses 2-pt jump shot from 22 ft,,54,52
248,2,0:00.0,Offensive rebound by Team,,54,52
249,3,11:45.0,,S. Adams misses 2-pt layup at rim (block by N. Mirotić),54,52
250,3,11:44.0,Defensive rebound by N. Mirotić,,54,52
251,3,11:31.0,D. Rose makes 2-pt hook shot from 4 ft,,56,52
252,3,11:22.0,,K. Durant misses 3-pt jump shot from 23 ft,56,52
253,3,11:21.0,,Offensive rebound by S. Adams,56,52
254,3,11:15.0,,S. Ibaka misses 3-pt jump shot from 24 ft,56,52
255,3,11:15.0,Defensive rebound by P. Gasol,,56,52
256,3,11:04.0,N. Mirotić misses 3-pt jump shot from 24 ft,,56,52
257,3,11:03.0,,Defensive rebound by S. Adams,56,52
258,3,10:51.0,,R. Westbrook misses 2-pt jump shot from 6 ft,56,52
259,3,10:50.0,Defensive rebound by Team,,56,52
260,3,10:30.0,T. Gibson makes 2-pt dunk at rim (assist by J. Butler),,58,52
261,3,10:09.0,,K. Durant misses 2-pt jump shot from 10 ft,58,52
262,3,10:08.0,Defensive rebound by T. Gibson,,58,52
263,3,9:54.0,D. Rose makes 2-pt jump shot from 3 ft,,60,52
264,3,9:36.0,,Turnover by K. Durant (traveling),60,52
265,3,9:22.0,D. Rose makes 2-pt jump shot from 16 ft,,62,52
266,3,9:17.0,,Oklahoma City full timeout,62,52
267,3,9:00.0,,K. Durant misses 2-pt jump shot from 12 ft,62,52
268,3,8:59.0,,Offensive rebound by S. Ibaka,62,52
269,3,8:59.0,,S. Ibaka misses 2-pt layup from 1 ft,62,52
270,3,8:57.0,Defensive rebound by P. Gasol,,62,52
271,3,8:57.0,Turnover by P. Gasol (lost ball),,62,52
272,3,8:52.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by K. Durant),62,54
273,3,8:35.0,J. Butler misses 2-pt layup at rim,,62,54
274,3,8:33.0,Offensive rebound by P. Gasol,,62,54
275,3,8:33.0,P. Gasol makes 2-pt layup at rim,,64,54
276,3,8:17.0,,K. Durant makes 2-pt jump shot from 9 ft (assist by R. Westbrook),64,56
277,3,8:03.0,P. Gasol misses 2-pt jump shot from 17 ft,,64,56
278,3,8:03.0,,Defensive rebound by R. Westbrook,64,56
279,3,7:56.0,,R. Westbrook misses 2-pt jump shot from 4 ft,64,56
280,3,7:55.0,Defensive rebound by N. Mirotić,,64,56
281,3,7:40.0,N. Mirotić misses 3-pt jump shot from 24 ft,,64,56
282,3,7:40.0,,Defensive rebound by S. Adams,64,56
283,3,7:25.0,,S. Ibaka misses 3-pt jump shot from 22 ft,64,56
284,3,7:23.0,Defensive rebound by N. Mirotić,,64,56
285,3,7:03.0,J. Butler makes 2-pt layup from 2 ft (assist by T. Gibson),,66,56
286,3,6:43.0,,A. Roberson misses 3-pt jump shot from 24 ft,66,56
287,3,6:43.0,,Offensive rebound by K. Durant,66,56
288,3,6:36.0,,Shooting foul by P. Gasol (drawn by S. Adams),66,56
289,3,6:36.0,,S. Adams misses free throw 1 of 2,66,56
290,3,6:36.0,,Offensive rebound by Team,66,56
291,3,6:36.0,B. Portis enters the game for N. Mirotić,,66,56
292,3,6:36.0,D. McDermott enters the game for T. Gibson,,66,56
293,3,6:36.0,,S. Adams makes free throw 2 of 2,66,57
294,3,6:24.0,D. Rose misses 2-pt jump shot from 13 ft,,66,57
295,3,6:23.0,Offensive rebound by B. Portis,,66,57
296,3,6:21.0,B. Portis misses 2-pt layup from 1 ft,,66,57
297,3,6:19.0,,Defensive rebound by S. Ibaka,66,57
298,3,6:15.0,,Offensive foul by R. Westbrook (drawn by D. Rose),66,57
299,3,6:15.0,,Turnover by R. Westbrook (offensive foul),66,57
300,3,6:15.0,,D. Waiters enters the game for K. Durant,66,57
301,3,5:57.0,D. Rose misses 2-pt layup from 1 ft (block by S. Ibaka),,66,57
302,3,5:56.0,Offensive rebound by P. Gasol,,66,57
303,3,5:52.0,P. Gasol misses 3-pt jump shot from 25 ft,,66,57
304,3,5:52.0,,Defensive rebound by S. Ibaka,66,57
305,3,5:38.0,,Turnover by S. Ibaka (lost ball; steal by B. Portis),66,57
306,3,5:35.0,,N. Collison enters the game for S. Ibaka,66,57
307,3,5:35.0,K. Hinrich enters the game for J. Butler,,66,57
308,3,5:19.0,P. Gasol makes 2-pt jump shot from 12 ft,,68,57
309,3,5:05.0,,D. Waiters misses 2-pt layup at rim,68,57
310,3,5:04.0,,Offensive rebound by Team,68,57
311,3,5:03.0,,K. Durant enters the game for A. Roberson,68,57
312,3,5:03.0,J. Butler enters the game for D. Rose,,68,57
313,3,4:53.0,,S. Adams misses 2-pt hook shot from 4 ft,68,57
314,3,4:53.0,,Offensive rebound by R. Westbrook,68,57
315,3,4:53.0,,Shooting foul by K. Hinrich (drawn by R. Westbrook),68,57
316,3,4:53.0,,R. Westbrook makes free throw 1 of 2,68,58
317,3,4:53.0,,R. Westbrook misses free throw 2 of 2,68,58
318,3,4:52.0,Defensive rebound by P. Gasol,,68,58
319,3,4:31.0,B. Portis makes 3-pt jump shot from 24 ft (assist by P. Gasol),,71,58
320,3,4:17.0,,Shooting foul by P. Gasol (drawn by R. Westbrook),71,58
321,3,4:17.0,,R. Westbrook misses free throw 1 of 2,71,58
322,3,4:17.0,,Offensive rebound by Team,71,58
323,3,4:17.0,,A. Morrow enters the game for S. Adams,71,58
324,3,4:17.0,,R. Westbrook makes free throw 2 of 2,71,59
325,3,3:55.0,J. Butler misses 2-pt jump shot from 7 ft,,71,59
326,3,3:54.0,Offensive rebound by P. Gasol,,71,59
327,3,3:52.0,Turnover by P. Gasol (bad pass; steal by R. Westbrook),,71,59
328,3,3:46.0,,K. Durant misses 2-pt jump shot from 4 ft,71,59
329,3,3:46.0,Defensive rebound by J. Butler,,71,59
330,3,3:40.0,D. McDermott makes 2-pt layup from 1 ft (assist by B. Portis),,73,59
331,3,3:23.0,,K. Durant misses 3-pt jump shot from 24 ft,73,59
332,3,3:22.0,Defensive rebound by B. Portis,,73,59
333,3,3:12.0,P. Gasol misses 2-pt jump shot from 17 ft,,73,59
334,3,3:10.0,,Defensive rebound by R. Westbrook,73,59
335,3,3:04.0,,R. Westbrook makes 3-pt jump shot from 24 ft,73,62
336,3,2:47.0,P. Gasol makes 2-pt layup at rim (assist by D. McDermott),,75,62
337,3,2:36.0,,Shooting foul by K. Hinrich (drawn by R. Westbrook),75,62
338,3,2:36.0,Chicago full timeout,,75,62
339,3,2:36.0,A. Brooks enters the game for K. Hinrich,,75,62
340,3,2:36.0,,R. Westbrook misses free throw 1 of 2,75,62
341,3,2:36.0,,Offensive rebound by Team,75,62
342,3,2:36.0,,R. Westbrook makes free throw 2 of 2,75,63
343,3,2:14.0,P. Gasol makes 2-pt layup from 1 ft (assist by J. Butler),,77,63
344,3,1:54.0,,K. Durant makes 2-pt jump shot from 3 ft,77,65
345,3,1:54.0,,Shooting foul by A. Brooks (drawn by K. Durant),77,65
346,3,1:54.0,,D. Augustin enters the game for R. Westbrook,77,65
347,3,1:54.0,T. Gibson enters the game for P. Gasol,,77,65
348,3,1:54.0,,E. Freedom enters the game for N. Collison,77,65
349,3,1:54.0,,K. Durant makes free throw 1 of 1,77,66
350,3,1:38.0,J. Butler misses 2-pt jump shot from 10 ft,,77,66
351,3,1:38.0,,Defensive rebound by K. Durant,77,66
352,3,1:29.0,,D. Waiters misses 2-pt jump shot from 15 ft,77,66
353,3,1:28.0,Defensive rebound by A. Brooks,,77,66
354,3,1:21.0,A. Brooks makes 3-pt jump shot from 25 ft,,80,66
355,3,0:59.0,,Turnover by K. Durant (lost ball; steal by J. Butler),80,66
356,3,0:50.0,J. Butler makes 2-pt layup from 1 ft,,82,66
357,3,0:46.0,,Oklahoma City full timeout,82,66
358,3,0:42.0,,E. Freedom makes 2-pt layup from 1 ft (assist by K. Durant),82,68
359,3,0:36.0,Turnover by B. Portis (offensive foul),,82,68
360,3,0:36.0,Offensive foul by B. Portis (drawn by D. Augustin),,82,68
361,3,0:31.0,,Turnover by D. Augustin (bad pass; steal by J. Butler),82,68
362,3,0:28.0,J. Butler makes 2-pt dunk at rim,,84,68
363,3,0:07.0,,A. Morrow misses 3-pt jump shot from 25 ft,84,68
364,3,0:06.0,Defensive rebound by A. Brooks,,84,68
365,3,0:01.0,B. Portis makes 2-pt jump shot from 7 ft (assist by A. Brooks),,86,68
366,4,11:42.0,B. Portis misses 2-pt jump shot from 22 ft,,86,68
367,4,11:41.0,,Defensive rebound by K. Durant,86,68
368,4,11:31.0,,R. Westbrook makes 2-pt jump shot from 16 ft,86,70
369,4,11:21.0,Turnover by D. Rose (lost ball; steal by R. Westbrook),,86,70
370,4,11:18.0,,K. Durant makes 2-pt layup from 1 ft (assist by R. Westbrook),86,72
371,4,11:18.0,,Shooting foul by D. Rose (drawn by K. Durant),86,72
372,4,11:18.0,,K. Durant makes free throw 1 of 1,86,73
373,4,10:55.0,J. Butler makes 2-pt layup at rim,,88,73
374,4,10:33.0,,E. Freedom makes 2-pt layup from 1 ft (assist by K. Durant),88,75
375,4,10:11.0,J. Butler misses 2-pt jump shot from 17 ft,,88,75
376,4,10:11.0,,Defensive rebound by Team,88,75
377,4,9:54.0,,A. Morrow misses 3-pt jump shot from 22 ft,88,75
378,4,9:54.0,Defensive rebound by B. Portis,,88,75
379,4,9:43.0,Turnover by D. Rose (bad pass),,88,75
380,4,9:21.0,,R. Westbrook misses 3-pt jump shot from 25 ft,88,75
381,4,9:21.0,Defensive rebound by B. Portis,,88,75
382,4,9:05.0,T. Gibson makes 2-pt jump shot from 10 ft,,90,75
383,4,8:47.0,,S. Ibaka misses 2-pt jump shot from 9 ft,90,75
384,4,8:46.0,,Offensive rebound by E. Freedom,90,75
385,4,8:42.0,,E. Freedom makes 2-pt layup from 1 ft,90,77
386,4,8:24.0,D. Rose misses 2-pt jump shot from 19 ft,,90,77
