,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,CHARLOTTE_ACTION,MILWAUKEE_SCORE,CHARLOTTE_SCORE
70,1,3:29.0,,J. Lamb misses 3-pt jump shot from 25 ft,23,12
71,1,3:28.0,Defensive rebound by G. Monroe,,23,12
72,1,3:12.0,Turnover by M. Carter-Williams (lost ball; steal by K. Walker),,23,12
73,1,3:05.0,,K. Walker makes 2-pt layup from 1 ft,23,14
74,1,2:57.0,Turnover by J. Parker (lost ball; steal by K. Walker),,23,14
75,1,2:48.0,,N. Batum misses 3-pt jump shot from 25 ft,23,14
76,1,2:47.0,Defensive rebound by J. Parker,,23,14
77,1,2:32.0,G. Monroe misses 2-pt layup from 1 ft,,23,14
78,1,2:31.0,,Defensive rebound by F. Kaminsky,23,14
79,1,2:17.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),23,17
80,1,2:15.0,Milwaukee full timeout,,23,17
81,1,2:15.0,,J. Lin enters the game for N. Batum,23,17
82,1,2:15.0,J. Bayless enters the game for G. Monroe,,23,17
83,1,2:15.0,J. Henson enters the game for O. Mayo,,23,17
84,1,1:59.0,K. Middleton misses 2-pt jump shot from 21 ft,,23,17
85,1,1:58.0,,Defensive rebound by K. Walker,23,17
86,1,1:46.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by K. Walker),23,19
87,1,1:27.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,23,19
88,1,1:26.0,,Defensive rebound by F. Kaminsky,23,19
89,1,1:18.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,23,19
90,1,1:14.0,Defensive rebound by Team,,23,19
91,1,1:14.0,,Loose ball foul by C. Zeller (drawn by J. Henson),23,19
92,1,1:06.0,,Offensive charge foul by J. Henson (drawn by K. Walker),23,19
93,1,1:06.0,Turnover by J. Henson (offensive foul),,23,19
94,1,1:00.0,,F. Kaminsky misses 2-pt layup from 1 ft,23,19
95,1,0:57.0,Defensive rebound by J. Parker,,23,19
96,1,0:43.0,Shooting foul by J. Lin (drawn by J. Parker),,23,19
97,1,0:43.0,J. Parker makes free throw 1 of 2,,24,19
98,1,0:43.0,J. Parker makes free throw 2 of 2,,25,19
99,1,0:24.0,,J. Lamb makes 3-pt jump shot from 27 ft (assist by J. Lin),25,22
100,1,0:01.0,J. Bayless makes 3-pt jump shot from 25 ft (assist by K. Middleton),,28,22
101,2,11:37.0,,M. Williams makes 3-pt jump shot from 22 ft (assist by J. Lin),28,25
102,2,11:16.0,Turnover by J. Henson (bad pass; steal by F. Kaminsky),,28,25
103,2,11:04.0,,J. Lamb makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),28,28
104,2,10:51.0,Personal foul by C. Zeller (drawn by J. Bayless),,28,28
105,2,10:51.0,,S. Hawes enters the game for C. Zeller,28,28
106,2,10:47.0,J. Parker misses 2-pt layup from 2 ft,,28,28
107,2,10:46.0,,Defensive rebound by J. Lamb,28,28
108,2,10:41.0,,F. Kaminsky misses 2-pt layup at rim,28,28
109,2,10:39.0,Defensive rebound by M. Carter-Williams,,28,28
110,2,10:33.0,J. Bayless misses 3-pt jump shot from 25 ft,,28,28
111,2,10:32.0,,Defensive rebound by J. Lin,28,28
112,2,10:29.0,,Shooting foul by J. Bayless (drawn by J. Lamb),28,28
113,2,10:29.0,,J. Lamb makes free throw 1 of 2,28,29
114,2,10:29.0,,J. Lamb misses free throw 2 of 2,28,29
115,2,10:29.0,Defensive rebound by J. Parker,,28,29
116,2,10:17.0,Offensive foul by J. Henson (drawn by S. Hawes),,28,29
117,2,10:17.0,Turnover by J. Henson (offensive foul),,28,29
118,2,10:09.0,,Personal foul by M. Carter-Williams (drawn by J. Lin),28,29
119,2,10:03.0,,J. Lamb misses 3-pt jump shot from 24 ft,28,29
120,2,10:03.0,,Offensive rebound by J. Lamb,28,29
121,2,9:53.0,,J. Lin makes 3-pt jump shot from 26 ft (assist by J. Lamb),28,32
122,2,9:27.0,M. Carter-Williams misses 2-pt layup from 1 ft,,28,32
123,2,9:26.0,,Defensive rebound by J. Lamb,28,32
124,2,9:12.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by J. Lin),28,34
125,2,9:12.0,Milwaukee full timeout,,28,34
126,2,9:12.0,T. Ennis enters the game for M. Carter-Williams,,28,34
127,2,9:12.0,G. Monroe enters the game for J. Henson,,28,34
128,2,8:51.0,O. Mayo misses 3-pt jump shot from 25 ft,,28,34
129,2,8:50.0,,Defensive rebound by J. Lamb,28,34
130,2,8:40.0,,Turnover by S. Hawes (bad pass; steal by J. Bayless),28,34
131,2,8:34.0,J. Parker misses 2-pt layup from 2 ft,,28,34
132,2,8:33.0,,Defensive rebound by S. Hawes,28,34
133,2,8:28.0,,Shooting foul by J. Parker (drawn by J. Lin),28,34
134,2,8:28.0,,J. Lin makes free throw 1 of 2,28,35
135,2,8:28.0,,J. Lin makes free throw 2 of 2,28,36
136,2,8:07.0,O. Mayo makes 2-pt layup from 1 ft (assist by G. Monroe),,30,36
137,2,7:40.0,,J. Lin misses 2-pt jump shot from 17 ft,30,36
138,2,7:39.0,Defensive rebound by G. Monroe,,30,36
139,2,7:25.0,G. Monroe misses 2-pt layup from 1 ft,,30,36
140,2,7:24.0,Offensive rebound by G. Monroe,,30,36
141,2,7:24.0,G. Monroe misses 2-pt layup from 1 ft,,30,36
142,2,7:23.0,Offensive rebound by G. Monroe,,30,36
143,2,7:20.0,G. Monroe makes 2-pt layup from 1 ft,,32,36
144,2,6:56.0,,Shooting foul by G. Monroe (drawn by J. Lin),32,36
145,2,6:56.0,,J. Lin makes free throw 1 of 2,32,37
146,2,6:56.0,,J. Lin makes free throw 2 of 2,32,38
147,2,6:36.0,Turnover by G. Monroe (bad pass),,32,38
148,2,6:33.0,,J. Lamb makes 2-pt jump shot from 16 ft (assist by M. Williams),32,40
149,2,6:15.0,G. Monroe makes 2-pt layup from 1 ft,,34,40
150,2,6:02.0,,Turnover by S. Hawes (bad pass),34,40
151,2,5:47.0,T. Ennis misses 3-pt jump shot from 22 ft,,34,40
152,2,5:46.0,,Defensive rebound by J. Lamb,34,40
153,2,5:36.0,,Shooting foul by G. Monroe (drawn by S. Hawes),34,40
154,2,5:36.0,Official timeout,,34,40
155,2,5:36.0,,K. Walker enters the game for J. Lamb,34,40
156,2,5:36.0,,N. Batum enters the game for F. Kaminsky,34,40
157,2,5:36.0,K. Middleton enters the game for G. Monroe,,34,40
158,2,5:36.0,G. Antetokounmpo enters the game for J. Parker,,34,40
159,2,5:36.0,J. Henson enters the game for T. Ennis,,34,40
160,2,5:36.0,,S. Hawes makes free throw 1 of 2,34,41
161,2,5:36.0,,S. Hawes makes free throw 2 of 2,34,42
162,2,5:18.0,O. Mayo misses 3-pt jump shot from 24 ft,,34,42
163,2,5:17.0,Offensive rebound by J. Henson,,34,42
164,2,5:08.0,Personal foul by S. Hawes (drawn by G. Antetokounmpo),,34,42
165,2,4:57.0,J. Bayless misses 2-pt jump shot from 18 ft,,34,42
166,2,4:55.0,Offensive rebound by J. Bayless,,34,42
167,2,4:51.0,O. Mayo misses 3-pt jump shot from 25 ft,,34,42
168,2,4:50.0,,Defensive rebound by S. Hawes,34,42
169,2,4:43.0,,M. Williams misses 3-pt jump shot from 25 ft,34,42
170,2,4:42.0,Defensive rebound by G. Antetokounmpo,,34,42
171,2,4:21.0,O. Mayo makes 3-pt jump shot from 26 ft (assist by K. Middleton),,37,42
172,2,4:21.0,Technical foul by Team,,37,42
173,2,4:21.0,,N. Batum misses technical free throw,37,42
174,2,4:21.0,,Offensive rebound by Team,37,42
175,2,3:59.0,,S. Hawes misses 2-pt layup at rim (block by J. Henson),37,42
176,2,3:58.0,,Offensive rebound by M. Williams,37,42
177,2,3:56.0,,Turnover by Team (shot clock),37,42
178,2,3:41.0,K. Middleton misses 2-pt jump shot from 17 ft,,37,42
179,2,3:40.0,,Defensive rebound by M. Williams,37,42
180,2,3:24.0,,Turnover by N. Batum (traveling),37,42
181,2,3:16.0,Personal foul by J. Lin (drawn by O. Mayo),,37,42
182,2,3:16.0,,J. Lamb enters the game for J. Lin,37,42
183,2,3:02.0,G. Antetokounmpo misses 2-pt jump shot from 4 ft,,37,42
184,2,3:02.0,Offensive rebound by J. Henson,,37,42
185,2,2:49.0,J. Henson misses 2-pt hook shot from 6 ft,,37,42
186,2,2:49.0,,Defensive rebound by M. Williams,37,42
187,2,2:28.0,,M. Williams misses 2-pt jump shot from 6 ft,37,42
188,2,2:27.0,Defensive rebound by J. Bayless,,37,42
189,2,2:14.0,J. Bayless misses 3-pt jump shot from 24 ft,,37,42
190,2,2:12.0,,Defensive rebound by Team,37,42
191,2,2:12.0,,Charlotte full timeout,37,42
192,2,1:48.0,,S. Hawes makes 3-pt jump shot from 26 ft (assist by M. Williams),37,45
193,2,1:31.0,K. Middleton misses 3-pt jump shot from 24 ft,,37,45
194,2,1:30.0,Offensive rebound by J. Henson,,37,45
195,2,1:26.0,O. Mayo misses 2-pt jump shot from 16 ft,,37,45
196,2,1:26.0,,Defensive rebound by S. Hawes,37,45
197,2,1:02.0,,J. Lamb misses 2-pt jump shot from 4 ft,37,45
198,2,1:01.0,Defensive rebound by K. Middleton,,37,45
199,2,0:58.0,O. Mayo misses 3-pt jump shot from 25 ft,,37,45
200,2,0:57.0,,Defensive rebound by M. Williams,37,45
201,2,0:37.0,,S. Hawes misses 2-pt jump shot from 15 ft,37,45
202,2,0:36.0,Defensive rebound by O. Mayo,,37,45
203,2,0:25.0,J. Henson misses 2-pt jump shot from 4 ft,,37,45
204,2,0:24.0,,Defensive rebound by S. Hawes,37,45
205,3,11:42.0,,M. Williams misses 3-pt jump shot from 22 ft,37,45
206,3,11:42.0,,Offensive rebound by C. Zeller,37,45
207,3,11:42.0,,Personal foul by J. Bayless (drawn by C. Zeller),37,45
208,3,11:36.0,,Shooting foul by O. Mayo (drawn by M. Williams),37,45
209,3,11:36.0,,M. Williams makes 2-pt layup from 1 ft (assist by C. Zeller),37,47
210,3,11:36.0,,M. Williams makes free throw 1 of 1,37,48
211,3,11:20.0,O. Mayo makes 2-pt jump shot from 21 ft (assist by K. Middleton),,39,48
212,3,10:55.0,,N. Batum misses 2-pt jump shot from 21 ft,39,48
213,3,10:54.0,Defensive rebound by Team,,39,48
214,3,10:37.0,G. Monroe misses 2-pt layup from 2 ft,,39,48
215,3,10:36.0,,Defensive rebound by M. Williams,39,48
216,3,10:26.0,,K. Walker misses 2-pt jump shot from 17 ft,39,48
217,3,10:25.0,Defensive rebound by O. Mayo,,39,48
218,3,10:11.0,G. Monroe makes 2-pt layup at rim (assist by O. Mayo),,41,48
219,3,9:47.0,,C. Zeller makes 2-pt jump shot from 9 ft (assist by N. Batum),41,50
220,3,9:27.0,G. Monroe makes 2-pt layup from 1 ft (assist by K. Middleton),,43,50
221,3,9:11.0,,K. Walker makes 2-pt layup from 2 ft,43,52
222,3,8:58.0,K. Middleton misses 2-pt jump shot from 1 ft,,43,52
223,3,8:57.0,Offensive rebound by K. Middleton,,43,52
224,3,8:57.0,K. Middleton makes 2-pt layup from 1 ft,,45,52
225,3,8:37.0,,N. Batum misses 2-pt jump shot from 18 ft,45,52
226,3,8:35.0,Defensive rebound by K. Middleton,,45,52
227,3,8:26.0,Personal foul by C. Zeller (drawn by G. Monroe),,45,52
228,3,8:18.0,G. Monroe makes 2-pt layup from 1 ft (assist by J. Bayless),,47,52
229,3,8:18.0,Shooting foul by C. Zeller (drawn by G. Monroe),,47,52
230,3,8:18.0,,S. Hawes enters the game for C. Zeller,47,52
231,3,8:18.0,G. Monroe misses free throw 1 of 1,,47,52
232,3,8:16.0,,Defensive rebound by N. Batum,47,52
233,3,8:09.0,,Personal foul by O. Mayo (drawn by N. Batum),47,52
234,3,7:58.0,,P. Hairston makes 3-pt jump shot from 26 ft (assist by N. Batum),47,55
235,3,7:42.0,Shooting foul by S. Hawes (drawn by G. Monroe),,47,55
236,3,7:42.0,G. Monroe makes free throw 1 of 2,,48,55
237,3,7:42.0,G. Monroe misses free throw 2 of 2,,48,55
238,3,7:40.0,,Defensive rebound by M. Williams,48,55
239,3,7:23.0,,Turnover by N. Batum (bad pass; steal by G. Antetokounmpo),48,55
240,3,7:12.0,G. Monroe misses 2-pt jump shot from 17 ft,,48,55
241,3,7:11.0,,Defensive rebound by N. Batum,48,55
242,3,6:56.0,,S. Hawes misses 2-pt hook shot from 10 ft,48,55
243,3,6:55.0,Defensive rebound by G. Antetokounmpo,,48,55
244,3,6:43.0,Turnover by O. Mayo (bad pass; steal by N. Batum),,48,55
245,3,6:42.0,,Personal foul by K. Middleton (drawn by N. Batum),48,55
246,3,6:26.0,,Turnover by K. Walker (bad pass; steal by G. Monroe),48,55
247,3,6:20.0,J. Bayless makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,51,55
248,3,6:20.0,,Charlotte full timeout,51,55
249,3,6:00.0,,N. Batum misses 3-pt jump shot from 25 ft,51,55
250,3,6:00.0,Defensive rebound by Team,,51,55
251,3,5:39.0,K. Middleton misses 2-pt jump shot from 15 ft,,51,55
252,3,5:38.0,,Defensive rebound by S. Hawes,51,55
253,3,5:28.0,,Turnover by N. Batum (lost ball; steal by O. Mayo),51,55
254,3,5:22.0,O. Mayo makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,54,55
255,3,4:56.0,,M. Williams misses 2-pt jump shot from 17 ft,54,55
256,3,4:55.0,Defensive rebound by G. Antetokounmpo,,54,55
257,3,4:30.0,K. Middleton makes 3-pt jump shot from 29 ft,,57,55
258,3,4:06.0,,P. Hairston misses 2-pt jump shot from 8 ft,57,55
259,3,4:05.0,Defensive rebound by J. Bayless,,57,55
260,3,3:58.0,O. Mayo misses 3-pt jump shot from 22 ft,,57,55
261,3,3:57.0,,Defensive rebound by S. Hawes,57,55
262,3,3:49.0,,M. Williams misses 3-pt jump shot from 25 ft,57,55
263,3,3:47.0,Defensive rebound by G. Monroe,,57,55
264,3,3:34.0,K. Middleton misses 3-pt jump shot from 24 ft,,57,55
265,3,3:32.0,,Defensive rebound by S. Hawes,57,55
266,3,3:20.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),57,58
267,3,3:01.0,J. Bayless misses 3-pt jump shot from 25 ft,,57,58
268,3,3:00.0,,Defensive rebound by S. Hawes,57,58
269,3,2:51.0,,K. Walker misses 2-pt jump shot from 11 ft,57,58
270,3,2:49.0,Defensive rebound by G. Monroe,,57,58
271,3,2:45.0,Milwaukee full timeout,,57,58
272,3,2:45.0,,J. Lamb enters the game for P. Hairston,57,58
273,3,2:45.0,,F. Kaminsky enters the game for M. Williams,57,58
274,3,2:45.0,,T. Hansbrough enters the game for S. Hawes,57,58
275,3,2:28.0,K. Middleton misses 3-pt jump shot from 23 ft,,57,58
276,3,2:27.0,,Defensive rebound by F. Kaminsky,57,58
277,3,2:07.0,,J. Lamb makes 3-pt jump shot from 23 ft (assist by N. Batum),57,61
278,3,1:53.0,Personal foul by T. Hansbrough (drawn by G. Monroe),,57,61
279,3,1:50.0,Turnover by J. Bayless (dbl dribble),,57,61
280,3,1:30.0,,Shooting foul by G. Monroe (drawn by K. Walker),57,61
281,3,1:30.0,,K. Walker makes free throw 1 of 2,57,62
282,3,1:30.0,,J. Lin enters the game for N. Batum,57,62
283,3,1:30.0,,K. Walker misses free throw 2 of 2,57,62
284,3,1:29.0,Defensive rebound by Team,,57,62
285,3,1:29.0,,Loose ball foul by T. Hansbrough (drawn by G. Monroe),57,62
286,3,1:29.0,G. Monroe makes free throw 1 of 2,,58,62
287,3,1:29.0,M. Carter-Williams enters the game for O. Mayo,,58,62
288,3,1:29.0,G. Monroe makes free throw 2 of 2,,59,62
289,3,1:10.0,,K. Walker makes 3-pt jump shot from 24 ft (assist by J. Lin),59,65
290,3,0:58.0,Offensive foul by K. Middleton (drawn by J. Lamb),,59,65
291,3,0:58.0,Turnover by K. Middleton (offensive foul),,59,65
292,3,0:58.0,J. Henson enters the game for G. Monroe,,59,65
293,3,0:45.0,,J. Lamb misses 3-pt jump shot from 25 ft,59,65
294,3,0:44.0,Defensive rebound by J. Bayless,,59,65
295,3,0:28.0,J. Bayless misses 3-pt jump shot from 25 ft,,59,65
296,3,0:27.0,,Defensive rebound by J. Lamb,59,65
297,3,0:02.0,,J. Lamb misses 2-pt jump shot from 11 ft,59,65
298,3,0:01.0,Defensive rebound by K. Middleton,,59,65
299,3,0:00.0,K. Middleton misses 3-pt jump shot from 26 ft,,59,65
300,3,0:00.0,Offensive rebound by Team,,59,65
301,4,11:48.0,J. Parker makes 2-pt layup from 2 ft,,61,65
302,4,11:33.0,,Personal foul by J. Parker (drawn by J. Lin),61,65
303,4,11:22.0,,F. Kaminsky misses 2-pt jump shot from 6 ft,61,65
304,4,11:21.0,Defensive rebound by M. Carter-Williams,,61,65
305,4,11:08.0,Shooting foul by J. Lin (drawn by O. Mayo),,61,65
306,4,11:08.0,O. Mayo misses free throw 1 of 2,,61,65
307,4,11:08.0,Offensive rebound by Team,,61,65
308,4,11:08.0,O. Mayo misses free throw 2 of 2,,61,65
309,4,11:05.0,Offensive rebound by J. Parker,,61,65
310,4,11:03.0,J. Parker misses 2-pt layup from 1 ft (block by T. Hansbrough),,61,65
311,4,11:01.0,,Defensive rebound by T. Hansbrough,61,65
312,4,10:52.0,,K. Walker misses 2-pt jump shot from 10 ft,61,65
313,4,10:51.0,Defensive rebound by M. Carter-Williams,,61,65
314,4,10:40.0,Shooting foul by F. Kaminsky (drawn by M. Carter-Williams),,61,65
315,4,10:40.0,M. Carter-Williams misses free throw 1 of 2,,61,65
316,4,10:40.0,Offensive rebound by Team,,61,65
317,4,10:40.0,M. Carter-Williams makes free throw 2 of 2,,62,65
318,4,10:27.0,,Personal foul by J. Parker (drawn by J. Lin),62,65
319,4,10:12.0,,K. Walker makes 2-pt layup from 2 ft,62,67
320,4,10:00.0,J. Bayless misses 3-pt jump shot from 23 ft,,62,67
321,4,9:59.0,,Defensive rebound by F. Kaminsky,62,67
322,4,9:41.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,62,67
323,4,9:40.0,Defensive rebound by J. Henson,,62,67
324,4,9:32.0,Shooting foul by T. Hansbrough (drawn by J. Bayless),,62,67
325,4,9:32.0,J. Bayless misses free throw 1 of 2,,62,67
326,4,9:32.0,Offensive rebound by Team,,62,67
327,4,9:32.0,J. Bayless makes free throw 2 of 2,,63,67
328,4,9:21.0,,K. Walker misses 2-pt jump shot from 12 ft,63,67
329,4,9:19.0,Defensive rebound by J. Parker,,63,67
330,4,9:11.0,J. Parker makes 2-pt jump shot from 18 ft (assist by J. Bayless),,65,67
331,4,8:53.0,,J. Lin misses 2-pt jump shot from 11 ft,65,67
332,4,8:50.0,,Offensive rebound by T. Hansbrough,65,67
333,4,8:45.0,,T. Hansbrough makes 2-pt layup from 1 ft,65,69
334,4,8:37.0,J. Bayless misses 2-pt layup from 1 ft (block by F. Kaminsky),,65,69
335,4,8:35.0,Offensive rebound by J. Bayless,,65,69
336,4,8:34.0,J. Parker misses 2-pt layup from 1 ft,,65,69
337,4,8:32.0,Offensive rebound by J. Henson,,65,69
338,4,8:32.0,J. Henson makes 2-pt layup at rim,,67,69
339,4,8:14.0,,F. Kaminsky misses 2-pt layup from 1 ft,67,69
340,4,8:11.0,Defensive rebound by J. Parker,,67,69
341,4,7:59.0,J. Parker misses 2-pt jump shot from 17 ft,,67,69
342,4,7:57.0,,Defensive rebound by J. Lamb,67,69
343,4,7:49.0,,J. Lamb makes 2-pt jump shot from 18 ft,67,71
344,4,7:48.0,Milwaukee full timeout,,67,71
345,4,7:48.0,K. Middleton enters the game for J. Bayless,,67,71
346,4,7:48.0,,N. Batum enters the game for K. Walker,67,71
347,4,7:48.0,,M. Williams enters the game for F. Kaminsky,67,71
348,4,7:38.0,O. Mayo misses 2-pt layup from 1 ft (block by M. Williams),,67,71
349,4,7:36.0,Offensive rebound by J. Parker,,67,71
350,4,7:30.0,M. Carter-Williams makes 2-pt layup from 1 ft,,69,71
351,4,7:15.0,,J. Lin misses 2-pt jump shot from 9 ft,69,71
352,4,7:13.0,Defensive rebound by M. Carter-Williams,,69,71
353,4,6:54.0,Turnover by M. Carter-Williams (traveling),,69,71
354,4,6:38.0,,Def 3 sec tech foul by J. Henson,69,71
355,4,6:38.0,,N. Batum makes technical free throw,69,72
356,4,6:34.0,,N. Batum makes 3-pt jump shot from 28 ft (assist by T. Hansbrough),69,75
357,4,6:18.0,J. Parker misses 2-pt layup from 2 ft (block by T. Hansbrough),,69,75
358,4,6:16.0,,Defensive rebound by J. Lin,69,75
359,4,6:09.0,,Turnover by N. Batum (lost ball; steal by O. Mayo),69,75
360,4,6:03.0,J. Parker makes 2-pt dunk at rim (assist by O. Mayo),,71,75
361,4,5:50.0,,Personal foul by M. Carter-Williams (drawn by J. Lin),71,75
362,4,5:50.0,Official timeout,,71,75
363,4,5:50.0,J. Bayless enters the game for M. Carter-Williams,,71,75
364,4,5:50.0,G. Monroe enters the game for J. Parker,,71,75
365,4,5:50.0,G. Antetokounmpo enters the game for J. Henson,,71,75
366,4,5:50.0,,K. Walker enters the game for J. Lamb,71,75
367,4,5:50.0,,C. Zeller enters the game for T. Hansbrough,71,75
368,4,5:37.0,,C. Zeller misses 2-pt jump shot from 19 ft,71,75
369,4,5:36.0,Defensive rebound by O. Mayo,,71,75
370,4,5:12.0,J. Bayless misses 2-pt layup from 2 ft,,71,75
371,4,5:11.0,,Defensive rebound by N. Batum,71,75
372,4,4:57.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),71,78
373,4,4:39.0,Offensive foul by G. Monroe (drawn by C. Zeller),,71,78
374,4,4:39.0,Turnover by G. Monroe (offensive foul),,71,78
375,4,4:21.0,,Turnover by N. Batum (bad pass; steal by K. Middleton),71,78
376,4,3:58.0,K. Middleton makes 3-pt jump shot from 23 ft (assist by J. Bayless),,74,78
377,4,3:40.0,,N. Batum misses 3-pt jump shot from 23 ft,74,78
378,4,3:38.0,Defensive rebound by G. Monroe,,74,78
379,4,3:31.0,K. Middleton misses 2-pt jump shot from 16 ft,,74,78
380,4,3:30.0,,Defensive rebound by J. Lin,74,78
381,4,3:18.0,,Personal foul by G. Monroe (drawn by J. Lin),74,78
382,4,3:03.0,,N. Batum makes 2-pt jump shot from 16 ft,74,80
383,4,2:43.0,J. Bayless makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,76,80
