,QUARTER,TIME_REMAINING,UTAH_ACTION,MINNESOTA_ACTION,UTAH_SCORE,MINNESOTA_SCORE
0,1,11:43.0,Turnover by S. Mack (bad pass; steal by G. Dieng),,0,0
1,1,11:23.0,,R. Rubio misses 2-pt jump shot from 22 ft,0,0
2,1,11:22.0,Defensive rebound by R. Hood,,0,0
3,1,11:08.0,R. Hood misses 3-pt jump shot from 23 ft,,0,0
4,1,11:07.0,,Defensive rebound by K. Towns,0,0
5,1,10:42.0,,K. Towns misses 2-pt hook shot from 6 ft,0,0
6,1,10:40.0,Defensive rebound by R. Gobert,,0,0
7,1,10:31.0,Turnover by G. Hayward (bad pass; steal by K. Towns),,0,0
8,1,10:23.0,,A. Wiggins misses 2-pt jump shot from 20 ft,0,0
9,1,10:22.0,Defensive rebound by D. Favors,,0,0
10,1,10:01.0,D. Favors misses 2-pt jump shot from 15 ft,,0,0
11,1,10:00.0,Offensive rebound by R. Gobert,,0,0
12,1,10:00.0,R. Gobert misses 2-pt layup from 1 ft,,0,0
13,1,9:56.0,,Defensive rebound by R. Rubio,0,0
14,1,9:48.0,,G. Dieng misses 2-pt jump shot from 17 ft,0,0
15,1,9:47.0,Defensive rebound by R. Gobert,,0,0
16,1,9:30.0,S. Mack misses 2-pt jump shot from 16 ft,,0,0
17,1,9:28.0,,Defensive rebound by G. Dieng,0,0
18,1,9:14.0,,K. Towns misses 2-pt jump shot from 18 ft,0,0
19,1,9:13.0,Defensive rebound by Team,,0,0
20,1,9:13.0,,Loose ball foul by G. Dieng,0,0
21,1,8:49.0,S. Mack misses 3-pt jump shot from 25 ft,,0,0
22,1,8:48.0,,Defensive rebound by G. Dieng,0,0
23,1,8:34.0,,Personal foul by R. Hood,0,0
24,1,8:18.0,,A. Wiggins misses 2-pt jump shot from 11 ft,0,0
25,1,8:17.0,,Offensive rebound by K. Towns,0,0
26,1,8:16.0,,K. Towns makes 2-pt layup from 1 ft,0,2
27,1,7:49.0,Turnover by Team (shot clock),,0,2
28,1,7:34.0,,Z. LaVine misses 2-pt jump shot from 20 ft,0,2
29,1,7:33.0,,Offensive rebound by R. Rubio,0,2
30,1,7:25.0,,R. Rubio makes 2-pt jump shot from 13 ft,0,4
31,1,7:25.0,Utah full timeout,,0,4
32,1,7:04.0,S. Mack misses 2-pt layup from 4 ft (block by G. Dieng),,0,4
33,1,7:03.0,Offensive rebound by Team,,0,4
34,1,7:00.0,D. Favors makes 2-pt jump shot from 14 ft (assist by S. Mack),,2,4
35,1,6:32.0,,G. Dieng misses 2-pt hook shot from 8 ft,2,4
36,1,6:31.0,Defensive rebound by S. Mack,,2,4
37,1,6:24.0,R. Hood misses 2-pt layup from 1 ft,,2,4
38,1,6:23.0,Offensive rebound by R. Hood,,2,4
39,1,6:23.0,R. Hood makes 2-pt layup from 1 ft,,4,4
40,1,6:13.0,,K. Towns misses 3-pt jump shot from 24 ft,4,4
41,1,6:12.0,Defensive rebound by R. Gobert,,4,4
42,1,6:02.0,Personal foul by R. Rubio,,4,4
43,1,6:02.0,T. Booker enters the game for R. Gobert,,4,4
44,1,5:54.0,R. Hood makes 3-pt jump shot from 23 ft (assist by G. Hayward),,7,4
45,1,5:31.0,,G. Dieng misses 2-pt jump shot from 9 ft,7,4
46,1,5:30.0,Defensive rebound by T. Booker,,7,4
47,1,5:17.0,S. Mack misses 2-pt jump shot from 8 ft,,7,4
48,1,5:16.0,,Defensive rebound by K. Towns,7,4
49,1,5:10.0,,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),7,6
50,1,5:06.0,,G. Smith enters the game for G. Dieng,7,6
51,1,4:42.0,D. Favors makes 2-pt jump shot from 20 ft (assist by S. Mack),,9,6
