,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MILWAUKEE_ACTION,CHARLOTTE_SCORE,MILWAUKEE_SCORE
382,4,3:34.0,M. Williams enters the game for A. Jefferson,,84,86
383,4,3:34.0,C. Zeller makes 2-pt jump shot from 3 ft,,86,86
384,4,3:34.0,Shooting foul by M. Carter-Williams (drawn by C. Zeller),,86,86
385,4,3:34.0,C. Zeller makes free throw 1 of 1,,87,86
386,4,3:18.0,,Turnover by G. Monroe (lost ball; steal by J. Lamb),87,86
387,4,3:09.0,M. Williams makes 3-pt jump shot from 24 ft (assist by N. Batum),,90,86
388,4,3:09.0,,Milwaukee full timeout,90,86
389,4,3:02.0,,Shooting foul by K. Walker (drawn by K. Middleton),90,86
390,4,3:02.0,,K. Middleton makes free throw 1 of 2,90,87
391,4,3:02.0,,K. Middleton makes free throw 2 of 2,90,88
392,4,2:44.0,K. Walker makes 2-pt jump shot from 20 ft,,92,88
393,4,2:30.0,,K. Middleton misses 2-pt jump shot from 17 ft,92,88
394,4,2:29.0,,Offensive rebound by J. Parker,92,88
395,4,2:29.0,,Shooting foul by M. Williams (drawn by J. Parker),92,88
396,4,2:29.0,,J. Parker makes free throw 1 of 2,92,89
397,4,2:29.0,,J. Parker misses free throw 2 of 2,92,89
398,4,2:27.0,Defensive rebound by N. Batum,,92,89
399,4,2:05.0,M. Williams misses 3-pt jump shot from 24 ft,,92,89
400,4,2:02.0,,Defensive rebound by G. Antetokounmpo,92,89
401,4,1:52.0,,K. Middleton makes 2-pt layup from 1 ft,92,91
402,4,1:38.0,J. Lamb misses 3-pt jump shot from 25 ft,,92,91
403,4,1:37.0,,Defensive rebound by G. Antetokounmpo,92,91
404,4,1:27.0,,K. Middleton misses 2-pt jump shot from 8 ft,92,91
405,4,1:26.0,,Offensive rebound by J. Parker,92,91
406,4,1:24.0,,Turnover by J. Parker (bad pass),92,91
407,4,1:08.0,Shooting foul by K. Middleton (drawn by C. Zeller),,92,91
408,4,1:08.0,C. Zeller makes free throw 1 of 2,,93,91
409,4,1:08.0,C. Zeller makes free throw 2 of 2,,94,91
410,4,0:45.0,,Shooting foul by J. Lamb (drawn by K. Middleton),94,91
411,4,0:45.0,,K. Middleton makes free throw 1 of 3,94,92
412,4,0:45.0,,K. Middleton misses free throw 2 of 3,94,92
413,4,0:45.0,,Offensive rebound by Team,94,92
414,4,0:45.0,,K. Middleton makes free throw 3 of 3,94,93
415,4,0:25.0,M. Williams makes 2-pt jump shot from 9 ft,,96,93
416,4,0:25.0,,Milwaukee full timeout,96,93
417,4,0:18.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by G. Monroe),96,95
418,4,0:18.0,Charlotte full timeout,,96,95
419,4,0:18.0,,O. Mayo enters the game for G. Monroe,96,95
420,4,0:18.0,J. Lin enters the game for C. Zeller,,96,95
421,4,0:18.0,Turnover by N. Batum (bad pass),,96,95
422,4,0:18.0,,M. Plumlee enters the game for M. Carter-Williams,96,95
423,4,0:18.0,,G. Monroe enters the game for M. Plumlee,96,95
424,4,0:18.0,C. Zeller enters the game for J. Lin,,96,95
425,4,0:06.0,,K. Middleton misses 2-pt jump shot from 16 ft,96,95
426,4,0:06.0,Defensive rebound by K. Walker,,96,95
427,4,0:06.0,Personal foul by O. Mayo,,96,95
428,4,0:06.0,K. Walker makes free throw 1 of 2,,97,95
429,4,0:06.0,K. Walker makes free throw 2 of 2,,98,95
430,4,0:06.0,,Milwaukee full timeout,98,95
431,4,0:02.0,,K. Middleton misses 3-pt jump shot from 25 ft,98,95
432,4,0:00.0,,Offensive rebound by Team,98,95
