,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,HOUSTON_ACTION,CHARLOTTE_SCORE,HOUSTON_SCORE
389,4,9:04.0,,Offensive rebound by C. Capela,66,76
390,4,9:04.0,,C. Capela misses 2-pt layup from 2 ft,66,76
391,4,9:01.0,,Offensive rebound by P. Beverley,66,76
392,4,8:53.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by M. Thornton),66,79
393,4,8:39.0,S. Hawes misses 2-pt jump shot from 3 ft (block by T. Jones),,66,79
394,4,8:39.0,Offensive rebound by Team,,66,79
395,4,8:39.0,,J. Terry enters the game for P. Beverley,66,79
396,4,8:38.0,F. Kaminsky makes 2-pt layup from 2 ft (assist by J. Lamb),,68,79
397,4,8:38.0,Shooting foul by T. Jones (drawn by F. Kaminsky),,68,79
398,4,8:38.0,F. Kaminsky makes free throw 1 of 1,,69,79
399,4,8:24.0,,M. Thornton misses 2-pt jump shot from 21 ft,69,79
400,4,8:23.0,,Offensive rebound by T. Jones,69,79
401,4,8:18.0,,T. Jones misses 2-pt layup from 1 ft,69,79
402,4,8:17.0,Defensive rebound by K. Walker,,69,79
403,4,8:13.0,Shooting foul by J. Terry (drawn by J. Lamb),,69,79
404,4,8:13.0,J. Lamb makes free throw 1 of 2,,70,79
405,4,8:13.0,,T. Ariza enters the game for C. Brewer,70,79
406,4,8:13.0,,J. Harden enters the game for M. Thornton,70,79
407,4,8:13.0,J. Lamb makes free throw 2 of 2,,71,79
408,4,7:52.0,,J. Terry misses 3-pt jump shot from 24 ft,71,79
409,4,7:51.0,Defensive rebound by J. Lamb,,71,79
410,4,7:46.0,Personal foul by J. Terry (drawn by K. Walker),,71,79
411,4,7:46.0,K. Walker makes free throw 1 of 2,,72,79
412,4,7:46.0,K. Walker makes free throw 2 of 2,,73,79
413,4,7:21.0,,Turnover by Team (shot clock),73,79
414,4,6:57.0,J. Lin makes 3-pt jump shot from 25 ft (assist by S. Hawes),,76,79
415,4,6:32.0,,T. Ariza misses 3-pt jump shot from 25 ft,76,79
416,4,6:31.0,Defensive rebound by Team,,76,79
417,4,6:15.0,S. Hawes makes 3-pt jump shot from 24 ft (assist by J. Lin),,79,79
418,4,5:58.0,,J. Harden makes 3-pt jump shot from 24 ft (assist by J. Terry),79,82
419,4,5:33.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,79,82
420,4,5:32.0,,Defensive rebound by J. Terry,79,82
421,4,5:14.0,,T. Jones makes 2-pt dunk at rim (assist by J. Terry),79,84
422,4,5:14.0,Charlotte full timeout,,79,84
423,4,5:14.0,Charlotte full timeout,,79,84
424,4,5:14.0,,D. Howard enters the game for C. Capela,79,84
425,4,5:14.0,N. Batum enters the game for S. Hawes,,79,84
426,4,5:14.0,C. Zeller enters the game for J. Lamb,,79,84
427,4,5:05.0,Personal foul by T. Ariza (drawn by K. Walker),,79,84
428,4,5:05.0,K. Walker makes free throw 1 of 2,,80,84
429,4,5:05.0,K. Walker makes free throw 2 of 2,,81,84
430,4,4:40.0,,T. Ariza misses 3-pt jump shot from 26 ft,81,84
431,4,4:39.0,Defensive rebound by F. Kaminsky,,81,84
432,4,4:20.0,N. Batum misses 3-pt jump shot from 22 ft,,81,84
433,4,4:19.0,,Defensive rebound by D. Howard,81,84
434,4,4:01.0,,T. Jones misses 2-pt jump shot from 5 ft,81,84
435,4,4:00.0,Defensive rebound by F. Kaminsky,,81,84
436,4,3:55.0,C. Zeller makes 2-pt layup from 2 ft (assist by K. Walker),,83,84
437,4,3:35.0,,J. Harden makes 2-pt jump shot from 14 ft,83,86
438,4,3:15.0,J. Lin makes 2-pt layup from 2 ft,,85,86
439,4,2:52.0,,Shooting foul by J. Lin (drawn by J. Harden),85,86
440,4,2:52.0,,Houston full timeout,85,86
441,4,2:52.0,,P. Beverley enters the game for J. Terry,85,86
442,4,2:52.0,M. Williams enters the game for F. Kaminsky,,85,86
443,4,2:52.0,,J. Harden makes free throw 1 of 2,85,87
444,4,2:52.0,,J. Harden makes free throw 2 of 2,85,88
445,4,2:30.0,M. Williams makes 3-pt jump shot from 24 ft (assist by J. Lin),,88,88
446,4,2:10.0,,J. Harden misses 3-pt jump shot from 26 ft,88,88
447,4,2:09.0,Defensive rebound by C. Zeller,,88,88
448,4,1:55.0,J. Lin misses 3-pt jump shot from 24 ft,,88,88
449,4,1:54.0,Offensive rebound by C. Zeller,,88,88
450,4,1:41.0,Personal foul by D. Howard (drawn by J. Lin),,88,88
451,4,1:41.0,,M. Thornton enters the game for D. Howard,88,88
452,4,1:41.0,J. Lin makes free throw 1 of 2,,89,88
453,4,1:41.0,J. Lin misses free throw 2 of 2,,89,88
454,4,1:41.0,,Defensive rebound by J. Harden,89,88
455,4,1:25.0,,T. Jones makes 2-pt layup at rim (assist by J. Harden),89,90
456,4,1:25.0,,Shooting foul by C. Zeller (drawn by T. Jones),89,90
457,4,1:25.0,,C. Brewer enters the game for M. Thornton,89,90
458,4,1:25.0,,T. Jones makes free throw 1 of 1,89,91
459,4,1:05.0,Turnover by K. Walker (bad pass; steal by T. Ariza),,89,91
460,4,0:49.0,,C. Brewer misses 3-pt jump shot from 24 ft,89,91
461,4,0:48.0,Defensive rebound by C. Zeller,,89,91
462,4,0:38.0,C. Zeller makes 2-pt layup from 1 ft (assist by J. Lin),,91,91
463,4,0:32.0,,Shooting foul by M. Williams (drawn by J. Harden),91,91
464,4,0:32.0,,J. Harden makes 2-pt layup from 1 ft,91,93
465,4,0:32.0,,J. Harden makes free throw 1 of 1,91,94
466,4,0:32.0,Charlotte full timeout,,91,94
467,4,0:27.0,C. Zeller misses 2-pt dunk at rim (block by T. Jones),,91,94
468,4,0:26.0,,Defensive rebound by P. Beverley,91,94
469,4,0:24.0,,Personal foul by K. Walker (drawn by P. Beverley),91,94
470,4,0:24.0,,P. Beverley makes free throw 1 of 2,91,95
471,4,0:24.0,,P. Beverley makes free throw 2 of 2,91,96
472,4,0:24.0,Charlotte full timeout,,91,96
473,4,0:23.0,Personal foul by C. Brewer (drawn by J. Lin),,91,96
474,4,0:23.0,J. Lin makes free throw 1 of 2,,92,96
475,4,0:23.0,,C. Capela enters the game for C. Brewer,92,96
476,4,0:23.0,J. Lin makes free throw 2 of 2,,93,96
477,4,0:23.0,,Houston full timeout,93,96
478,4,0:23.0,,J. Terry enters the game for C. Capela,93,96
479,4,0:23.0,,M. Thornton enters the game for T. Jones,93,96
480,4,0:21.0,,Personal foul by K. Walker (drawn by P. Beverley),93,96
481,4,0:21.0,,P. Beverley misses free throw 1 of 2,93,96
482,4,0:21.0,,Offensive rebound by Team,93,96
483,4,0:21.0,,P. Beverley makes free throw 2 of 2,93,97
484,4,0:17.0,Personal foul by P. Beverley (drawn by J. Lin),,93,97
485,4,0:17.0,J. Lin misses free throw 1 of 2,,93,97
486,4,0:17.0,Offensive rebound by Team,,93,97
487,4,0:17.0,,T. Jones enters the game for M. Thornton,93,97
488,4,0:17.0,,C. Capela enters the game for J. Terry,93,97
489,4,0:17.0,J. Lin misses free throw 2 of 2,,93,97
490,4,0:16.0,,Defensive rebound by T. Jones,93,97
491,4,0:16.0,Personal foul by C. Capela (drawn by K. Walker),,93,97
492,4,0:16.0,,Personal foul by K. Walker,93,97
493,4,0:16.0,,M. Thornton enters the game for T. Jones,93,97
494,4,0:16.0,,J. Terry enters the game for C. Capela,93,97
495,4,0:14.0,,Personal foul by C. Zeller (drawn by J. Harden),93,97
496,4,0:14.0,,J. Harden makes free throw 1 of 2,93,98
497,4,0:14.0,,J. Harden makes free throw 2 of 2,93,99
498,4,0:09.0,J. Lin makes 2-pt layup at rim,,95,99
499,4,0:09.0,,Away from play foul by C. Zeller (drawn by J. Harden),95,99
500,4,0:09.0,F. Kaminsky enters the game for C. Zeller,,95,99
501,4,0:09.0,,J. Harden makes free throw 1 of 1,95,100
502,4,0:07.0,,Personal foul by M. Williams (drawn by M. Thornton),95,100
503,4,0:07.0,,M. Thornton makes free throw 1 of 2,95,101
504,4,0:07.0,,M. Thornton makes free throw 2 of 2,95,102
