,QUARTER,TIME_REMAINING,TORONTO_ACTION,BOSTON_ACTION,TORONTO_SCORE,BOSTON_SCORE
0,1,11:48.0,,T. Zeller misses 2-pt jump shot from 19 ft,0,0
1,1,11:47.0,Defensive rebound by K. Lowry,,0,0
2,1,11:31.0,D. DeRozan misses 2-pt jump shot from 19 ft,,0,0
3,1,11:30.0,,Defensive rebound by A. Bradley,0,0
4,1,11:20.0,,Shooting foul by K. Lowry (drawn by M. Smart),0,0
5,1,11:20.0,,M. Smart misses free throw 1 of 2,0,0
6,1,11:20.0,,Offensive rebound by Team,0,0
7,1,11:20.0,,M. Smart makes free throw 2 of 2,0,1
8,1,11:06.0,Turnover by L. Scola (bad pass),,0,1
9,1,10:54.0,,D. Lee misses 2-pt jump shot from 7 ft,0,1
10,1,10:53.0,Defensive rebound by J. Valančiūnas,,0,1
11,1,10:45.0,K. Lowry misses 2-pt jump shot from 20 ft,,0,1
12,1,10:44.0,,Defensive rebound by A. Bradley,0,1
13,1,10:35.0,,A. Bradley makes 2-pt jump shot from 19 ft,0,3
14,1,10:11.0,D. DeRozan misses 2-pt jump shot from 12 ft (block by A. Bradley),,0,3
15,1,10:10.0,,Defensive rebound by A. Bradley,0,3
16,1,10:10.0,,Turnover by A. Bradley (step out of bounds),0,3
17,1,9:58.0,D. DeRozan misses 2-pt layup from 1 ft,,0,3
18,1,9:57.0,Offensive rebound by J. Valančiūnas,,0,3
19,1,9:57.0,J. Valančiūnas makes 2-pt layup at rim,,2,3
20,1,9:46.0,,J. Crowder misses 2-pt jump shot from 17 ft,2,3
21,1,9:45.0,Defensive rebound by L. Scola,,2,3
22,1,9:40.0,Offensive foul by J. Valančiūnas (drawn by T. Zeller),,2,3
23,1,9:40.0,Turnover by J. Valančiūnas (offensive foul),,2,3
24,1,9:31.0,,M. Smart misses 2-pt jump shot from 11 ft,2,3
25,1,9:30.0,,Offensive rebound by D. Lee,2,3
26,1,9:30.0,,D. Lee misses 2-pt layup from 1 ft,2,3
27,1,9:28.0,Defensive rebound by L. Scola,,2,3
28,1,9:20.0,K. Lowry makes 2-pt layup at rim,,4,3
29,1,9:07.0,,D. Lee makes 2-pt layup from 1 ft (assist by A. Bradley),4,5
30,1,8:44.0,Turnover by D. DeRozan (bad pass; steal by J. Crowder),,4,5
31,1,8:39.0,,A. Bradley makes 3-pt jump shot from 25 ft (assist by J. Crowder),4,8
32,1,8:22.0,D. Carroll misses 3-pt jump shot from 22 ft,,4,8
33,1,8:21.0,,Defensive rebound by D. Lee,4,8
34,1,8:09.0,,T. Zeller misses 2-pt jump shot from 18 ft,4,8
35,1,8:08.0,Defensive rebound by J. Valančiūnas,,4,8
36,1,8:02.0,K. Lowry misses 2-pt jump shot from 21 ft,,4,8
37,1,8:02.0,,Defensive rebound by Team,4,8
38,1,8:02.0,Loose ball foul by L. Scola (drawn by T. Zeller),,4,8
39,1,7:50.0,,D. Lee misses 2-pt jump shot from 7 ft,4,8
40,1,7:49.0,Defensive rebound by J. Valančiūnas,,4,8
41,1,7:39.0,J. Valančiūnas misses 2-pt layup from 2 ft (block by J. Crowder),,4,8
42,1,7:37.0,Offensive rebound by L. Scola,,4,8
43,1,7:35.0,L. Scola misses 2-pt jump shot from 4 ft,,4,8
44,1,7:34.0,,Defensive rebound by D. Lee,4,8
45,1,7:29.0,,T. Zeller makes 2-pt layup from 1 ft (assist by J. Crowder),4,10
46,1,7:24.0,Personal foul by D. Lee (drawn by K. Lowry),,4,10
47,1,7:24.0,Toronto full timeout,,4,10
48,1,7:09.0,D. DeRozan makes 3-pt jump shot from 24 ft (assist by K. Lowry),,7,10
49,1,6:53.0,,A. Bradley misses 2-pt jump shot from 17 ft,7,10
50,1,6:53.0,Defensive rebound by K. Lowry,,7,10
51,1,6:45.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by K. Lowry),,10,10
52,1,6:31.0,,M. Smart misses 3-pt jump shot from 26 ft,10,10
53,1,6:30.0,Defensive rebound by J. Valančiūnas,,10,10
54,1,6:13.0,Personal foul by T. Zeller (drawn by J. Valančiūnas),,10,10
55,1,6:13.0,,I. Thomas enters the game for M. Smart,10,10
56,1,6:13.0,,K. Olynyk enters the game for T. Zeller,10,10
57,1,6:04.0,Shooting foul by D. Lee (drawn by J. Valančiūnas),,10,10
58,1,6:04.0,J. Valančiūnas makes free throw 1 of 2,,11,10
59,1,6:04.0,J. Valančiūnas makes free throw 2 of 2,,12,10
60,1,5:54.0,,Turnover by D. Lee (lost ball; steal by D. DeRozan),12,10
61,1,5:48.0,D. Carroll misses 2-pt layup from 1 ft,,12,10
62,1,5:47.0,,Defensive rebound by D. Lee,12,10
63,1,5:39.0,,J. Crowder misses 3-pt jump shot from 23 ft,12,10
64,1,5:38.0,Defensive rebound by K. Lowry,,12,10
65,1,5:24.0,D. DeRozan misses 3-pt jump shot from 24 ft,,12,10
66,1,5:23.0,,Defensive rebound by J. Crowder,12,10
67,1,5:17.0,,I. Thomas makes 2-pt layup from 1 ft (assist by J. Crowder),12,12
68,1,5:00.0,L. Scola misses 2-pt jump shot from 19 ft,,12,12
69,1,4:59.0,,Defensive rebound by Team,12,12
70,1,4:59.0,,A. Johnson enters the game for D. Lee,12,12
71,1,4:59.0,P. Patterson enters the game for J. Valančiūnas,,12,12
72,1,4:59.0,B. Biyombo enters the game for L. Scola,,12,12
73,1,4:48.0,,I. Thomas misses 2-pt jump shot from 18 ft,12,12
74,1,4:47.0,Defensive rebound by D. DeRozan,,12,12
75,1,4:30.0,D. Carroll misses 2-pt layup from 2 ft,,12,12
76,1,4:29.0,,Defensive rebound by J. Crowder,12,12
