,QUARTER,TIME_REMAINING,ORLANDO_ACTION,LA LAKERS_ACTION,ORLANDO_SCORE,LA LAKERS_SCORE
0,1,11:35.0,,J. Randle misses 2-pt layup from 1 ft,0,0
1,1,11:33.0,,Offensive rebound by J. Randle,0,0
2,1,11:33.0,,J. Randle makes 2-pt layup at rim,0,2
3,1,11:19.0,J. Smith misses 2-pt jump shot from 17 ft,,0,2
4,1,11:18.0,,Defensive rebound by J. Randle,0,2
5,1,11:16.0,,Personal foul by J. Smith,0,2
6,1,11:08.0,,Turnover by D. Russell (lost ball; steal by E. Payton),0,2
7,1,11:03.0,Turnover by E. Payton (lost ball),,0,2
8,1,10:42.0,,R. Hibbert misses 2-pt hook shot from 4 ft,0,2
9,1,10:40.0,Defensive rebound by E. Payton,,0,2
10,1,10:29.0,Shooting foul by D. Russell (drawn by E. Payton),,0,2
11,1,10:29.0,E. Payton misses free throw 1 of 2,,0,2
12,1,10:29.0,Offensive rebound by Team,,0,2
13,1,10:29.0,E. Payton misses free throw 2 of 2,,0,2
14,1,10:28.0,,Defensive rebound by J. Randle,0,2
15,1,10:02.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by R. Hibbert),0,5
16,1,9:40.0,J. Smith makes 2-pt hook shot from 2 ft (assist by A. Gordon),,2,5
17,1,9:11.0,,J. Randle makes 2-pt jump shot from 6 ft,2,7
18,1,9:01.0,A. Gordon misses 3-pt jump shot from 24 ft,,2,7
19,1,9:01.0,,Defensive rebound by N. Young,2,7
20,1,8:42.0,,N. Young misses 3-pt jump shot from 25 ft,2,7
21,1,8:41.0,Defensive rebound by J. Smith,,2,7
22,1,8:35.0,E. Fournier makes 2-pt layup from 2 ft,,4,7
23,1,8:15.0,,D. Russell makes 2-pt jump shot from 11 ft (assist by J. Clarkson),4,9
24,1,8:02.0,A. Gordon misses 3-pt jump shot from 24 ft,,4,9
25,1,8:01.0,,Defensive rebound by J. Randle,4,9
26,1,7:47.0,,J. Randle misses 2-pt layup from 2 ft (block by J. Smith),4,9
27,1,7:45.0,Defensive rebound by A. Gordon,,4,9
28,1,7:40.0,V. Oladipo makes 2-pt layup from 1 ft (assist by A. Gordon),,6,9
29,1,7:22.0,,N. Young misses 2-pt jump shot from 17 ft,6,9
30,1,7:20.0,Defensive rebound by A. Gordon,,6,9
31,1,7:08.0,V. Oladipo makes 2-pt jump shot from 17 ft,,8,9
32,1,6:49.0,,J. Randle misses 3-pt jump shot from 24 ft,8,9
33,1,6:48.0,Defensive rebound by V. Oladipo,,8,9
34,1,6:42.0,V. Oladipo makes 2-pt jump shot from 17 ft,,10,9
35,1,6:32.0,,D. Russell misses 3-pt jump shot from 26 ft,10,9
36,1,6:31.0,Defensive rebound by E. Fournier,,10,9
37,1,6:21.0,E. Payton makes 3-pt jump shot from 24 ft (assist by E. Fournier),,13,9
38,1,6:02.0,,Turnover by J. Clarkson (bad pass),13,9
39,1,5:42.0,V. Oladipo misses 2-pt jump shot from 9 ft,,13,9
40,1,5:40.0,,Defensive rebound by D. Russell,13,9
41,1,5:19.0,,J. Randle makes 2-pt hook shot from 4 ft (assist by J. Clarkson),13,11
42,1,5:03.0,E. Payton makes 2-pt jump shot from 15 ft,,15,11
43,1,4:43.0,,J. Clarkson misses 3-pt jump shot from 24 ft,15,11
44,1,4:42.0,Defensive rebound by J. Smith,,15,11
45,1,4:32.0,J. Smith misses 2-pt jump shot from 19 ft,,15,11
46,1,4:30.0,,Defensive rebound by J. Clarkson,15,11
47,1,4:20.0,,J. Clarkson makes 2-pt layup from 2 ft,15,13
48,1,4:06.0,E. Payton makes 2-pt jump shot from 6 ft,,17,13
49,1,3:59.0,,LA Lakers full timeout,17,13
50,1,3:59.0,D. Dedmon enters the game for J. Smith,,17,13
51,1,3:59.0,,B. Bass enters the game for R. Hibbert,17,13
52,1,3:59.0,,M. Huertas enters the game for D. Russell,17,13
53,1,3:52.0,,M. Huertas makes 2-pt layup from 1 ft,17,15
54,1,3:35.0,E. Payton misses 2-pt jump shot from 10 ft,,17,15
55,1,3:32.0,Offensive rebound by D. Dedmon,,17,15
56,1,3:29.0,D. Dedmon makes 2-pt hook shot from 10 ft,,19,15
57,1,3:08.0,,J. Randle misses 2-pt jump shot from 16 ft,19,15
58,1,3:07.0,Defensive rebound by D. Dedmon,,19,15
59,1,2:57.0,Turnover by D. Dedmon (lost ball; steal by J. Randle),,19,15
60,1,2:53.0,,J. Randle makes 2-pt layup from 1 ft,19,17
61,1,2:28.0,E. Payton misses 2-pt jump shot from 9 ft,,19,17
62,1,2:26.0,Offensive rebound by E. Payton,,19,17
63,1,2:21.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by E. Payton),,22,17
64,1,2:10.0,,Turnover by J. Randle (bad pass; steal by V. Oladipo),22,17
65,1,2:07.0,V. Oladipo makes 2-pt dunk at rim,,24,17
66,1,1:40.0,,N. Young misses 3-pt jump shot from 24 ft,24,17
67,1,1:38.0,Defensive rebound by V. Oladipo,,24,17
68,1,1:30.0,V. Oladipo misses 2-pt jump shot from 11 ft,,24,17
69,1,1:25.0,,Defensive rebound by M. Huertas,24,17
70,1,1:14.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by B. Bass),24,20
71,1,1:07.0,Orlando full timeout,,24,20
72,1,1:07.0,M. Hezonja enters the game for E. Fournier,,24,20
73,1,1:07.0,E. İlyasova enters the game for A. Gordon,,24,20
74,1,1:07.0,B. Jennings enters the game for E. Payton,,24,20
