,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,INDIANA_ACTION,NEW ORLEANS_SCORE,INDIANA_SCORE
63,1,4:11.0,,M. Ellis misses 3-pt jump shot from 24 ft,12,15
64,1,4:11.0,Defensive rebound by T. Douglas,,12,15
65,1,3:52.0,A. Ajinça misses 2-pt jump shot from 19 ft,,12,15
66,1,3:51.0,,Defensive rebound by M. Ellis,12,15
67,1,3:39.0,,J. Hill misses 2-pt jump shot from 19 ft,12,15
68,1,3:39.0,Defensive rebound by A. Ajinça,,12,15
69,1,3:24.0,D. Cunningham misses 2-pt jump shot from 11 ft,,12,15
70,1,3:24.0,,Defensive rebound by G. Hill,12,15
71,1,3:18.0,,M. Turner makes 2-pt dunk at rim (assist by G. Hill),12,17
72,1,3:00.0,A. Gee makes 3-pt jump shot from 25 ft (assist by A. Ajinça),,15,17
73,1,2:37.0,,Shooting foul by K. Perkins (drawn by P. George),15,17
74,1,2:37.0,New Orleans full timeout,,15,17
75,1,2:37.0,L. Babbitt enters the game for A. Ajinça,,15,17
76,1,2:37.0,T. Frazier enters the game for T. Douglas,,15,17
77,1,2:37.0,,L. Allen enters the game for M. Turner,15,17
78,1,2:37.0,,R. Stuckey enters the game for M. Ellis,15,17
79,1,2:37.0,,P. George makes free throw 1 of 2,15,18
80,1,2:37.0,,P. George makes free throw 2 of 2,15,19
81,1,2:19.0,A. Gee misses 2-pt jump shot from 7 ft,,15,19
82,1,2:18.0,,Defensive rebound by P. George,15,19
83,1,1:58.0,,R. Stuckey misses 2-pt jump shot from 20 ft,15,19
84,1,1:57.0,Defensive rebound by K. Perkins,,15,19
85,1,1:49.0,A. Gee makes 2-pt dunk at rim (assist by T. Frazier),,17,19
86,1,1:27.0,,Turnover by P. George (bad pass; steal by L. Babbitt),17,19
87,1,1:10.0,D. Cunningham misses 3-pt jump shot from 25 ft,,17,19
88,1,1:09.0,Offensive rebound by A. Gee,,17,19
89,1,1:05.0,L. Babbitt misses 3-pt jump shot from 26 ft,,17,19
90,1,1:04.0,,Defensive rebound by G. Hill,17,19
91,1,0:54.0,,R. Stuckey makes 2-pt layup at rim (assist by L. Allen),17,21
92,1,0:34.0,D. Cunningham makes 2-pt jump shot from 20 ft,,19,21
93,1,0:22.0,,P. George makes 3-pt jump shot from 28 ft (assist by L. Allen),19,24
94,1,0:00.0,T. Frazier makes 2-pt jump shot from 19 ft,,21,24
95,1,0:00.0,Shooting foul by G. Hill (drawn by T. Frazier),,21,24
96,1,0:00.0,T. Frazier makes free throw 1 of 1,,22,24
97,2,11:33.0,,T. Lawson misses 3-pt jump shot from 39 ft,22,24
98,2,11:33.0,,Offensive rebound by Team,22,24
99,2,11:33.0,,Turnover by Team (shot clock),22,24
100,2,11:16.0,K. Perkins misses 2-pt jump shot from 6 ft,,22,24
101,2,11:16.0,,Defensive rebound by C. Miles,22,24
102,2,11:00.0,,R. Stuckey misses 2-pt jump shot from 17 ft,22,24
103,2,10:59.0,Defensive rebound by K. Perkins,,22,24
104,2,10:52.0,T. Frazier misses 2-pt jump shot from 19 ft,,22,24
105,2,10:51.0,,Defensive rebound by J. Hill,22,24
106,2,10:43.0,,J. Hill makes 2-pt jump shot from 17 ft (assist by T. Lawson),22,26
107,2,10:26.0,A. Gee makes 2-pt layup from 4 ft,,24,26
108,2,10:15.0,,C. Miles misses 2-pt jump shot from 13 ft,24,26
109,2,10:12.0,Defensive rebound by Team,,24,26
110,2,10:01.0,A. Ajinça makes 2-pt jump shot from 19 ft (assist by T. Frazier),,26,26
111,2,9:44.0,,Turnover by C. Miles (bad pass; steal by A. Ajinça),26,26
112,2,9:36.0,Shooting foul by C. Miles (drawn by A. Gee),,26,26
113,2,9:36.0,A. Gee makes free throw 1 of 2,,27,26
114,2,9:36.0,A. Gee misses free throw 2 of 2,,27,26
115,2,9:36.0,,Defensive rebound by L. Allen,27,26
116,2,9:23.0,,C. Miles misses 2-pt jump shot from 12 ft,27,26
117,2,9:21.0,Defensive rebound by Team,,27,26
118,2,9:01.0,A. Ajinça misses 2-pt hook shot from 11 ft,,27,26
119,2,9:01.0,,Defensive rebound by L. Allen,27,26
120,2,9:01.0,,Personal foul by A. Ajinça,27,26
121,2,8:43.0,,T. Lawson misses 2-pt jump shot from 20 ft,27,26
122,2,8:43.0,Defensive rebound by A. Gee,,27,26
123,2,8:34.0,K. Perkins misses 2-pt jump shot from 6 ft,,27,26
124,2,8:32.0,,Defensive rebound by L. Allen,27,26
125,2,8:16.0,,C. Miles makes 2-pt jump shot from 18 ft (assist by J. Hill),27,28
126,2,8:03.0,Turnover by T. Frazier (lost ball; steal by T. Lawson),,27,28
127,2,7:59.0,,T. Lawson makes 2-pt layup at rim (assist by R. Stuckey),27,30
128,2,7:44.0,Turnover by T. Frazier (bad pass; steal by J. Hill),,27,30
129,2,7:39.0,,T. Lawson misses 2-pt layup at rim,27,30
130,2,7:38.0,Defensive rebound by A. Ajinça,,27,30
131,2,7:24.0,L. Babbitt makes 2-pt jump shot from 7 ft (assist by K. Perkins),,29,30
132,2,7:20.0,,Indiana full timeout,29,30
133,2,7:20.0,Ö. Aşık enters the game for K. Perkins,,29,30
134,2,7:04.0,,J. Hill misses 2-pt layup from 1 ft,29,30
135,2,7:04.0,Defensive rebound by A. Ajinça,,29,30
136,2,6:49.0,A. Ajinça makes 2-pt jump shot from 19 ft (assist by T. Frazier),,31,30
137,2,6:42.0,,Shooting foul by Ö. Aşık (drawn by R. Stuckey),31,30
138,2,6:42.0,,R. Stuckey makes free throw 1 of 2,31,31
139,2,6:42.0,,R. Stuckey makes free throw 2 of 2,31,32
140,2,6:24.0,Ö. Aşık misses 2-pt layup from 1 ft,,31,32
141,2,6:23.0,Offensive rebound by A. Ajinça,,31,32
142,2,6:23.0,A. Ajinça makes 2-pt layup at rim,,33,32
143,2,6:10.0,,R. Stuckey makes 2-pt jump shot from 18 ft,33,34
144,2,6:01.0,Offensive foul by A. Ajinça (drawn by R. Stuckey),,33,34
145,2,6:01.0,Turnover by A. Ajinça (offensive foul),,33,34
146,2,6:01.0,,M. Ellis enters the game for R. Stuckey,33,34
147,2,6:01.0,,M. Turner enters the game for L. Allen,33,34
148,2,5:47.0,,C. Miles makes 2-pt jump shot from 14 ft (assist by J. Hill),33,36
149,2,5:36.0,T. Frazier makes 2-pt jump shot from 6 ft,,35,36
150,2,5:25.0,,M. Turner misses 2-pt jump shot from 19 ft,35,36
151,2,5:24.0,Defensive rebound by Ö. Aşık,,35,36
152,2,5:14.0,Ö. Aşık misses 2-pt layup from 2 ft,,35,36
153,2,5:13.0,,Defensive rebound by M. Ellis,35,36
154,2,5:09.0,,M. Turner makes 2-pt layup at rim (assist by M. Ellis),35,38
155,2,5:09.0,,Shooting foul by T. Frazier (drawn by M. Turner),35,38
156,2,5:09.0,Official timeout,,35,38
157,2,5:09.0,,G. Hill enters the game for J. Hill,35,38
158,2,5:09.0,,I. Mahinmi enters the game for T. Lawson,35,38
159,2,5:09.0,T. Douglas enters the game for A. Gee,,35,38
160,2,5:09.0,D. Cunningham enters the game for T. Frazier,,35,38
161,2,5:09.0,,M. Turner makes free throw 1 of 1,35,39
162,2,4:47.0,A. Ajinça misses 2-pt jump shot from 9 ft,,35,39
163,2,4:46.0,,Defensive rebound by I. Mahinmi,35,39
164,2,4:27.0,,M. Turner makes 2-pt jump shot from 19 ft (assist by G. Hill),35,41
165,2,4:17.0,T. Douglas misses 2-pt jump shot from 16 ft,,35,41
166,2,4:16.0,,Defensive rebound by M. Turner,35,41
167,2,4:06.0,,G. Hill misses 2-pt jump shot from 15 ft,35,41
168,2,4:06.0,Defensive rebound by Ö. Aşık,,35,41
169,2,3:49.0,L. Babbitt misses 2-pt hook shot from 10 ft,,35,41
170,2,3:49.0,,Defensive rebound by M. Turner,35,41
171,2,3:43.0,,Turnover by M. Turner (lost ball; steal by T. Douglas),35,41
172,2,3:29.0,D. Cunningham misses 2-pt jump shot from 16 ft,,35,41
173,2,3:29.0,,Defensive rebound by M. Turner,35,41
174,2,3:25.0,,Turnover by M. Ellis (bad pass),35,41
175,2,3:25.0,,P. George enters the game for C. Miles,35,41
176,2,3:22.0,T. Frazier enters the game for L. Babbitt,,35,41
177,2,3:04.0,A. Ajinça misses 2-pt jump shot from 19 ft,,35,41
178,2,3:04.0,,Defensive rebound by G. Hill,35,41
179,2,2:48.0,,M. Turner makes 2-pt layup from 1 ft,35,43
180,2,2:48.0,,Shooting foul by A. Ajinça (drawn by M. Turner),35,43
181,2,2:48.0,New Orleans full timeout,,35,43
182,2,2:48.0,A. Gee enters the game for A. Ajinça,,35,43
183,2,2:48.0,,M. Turner makes free throw 1 of 1,35,44
184,2,2:28.0,A. Gee misses 3-pt jump shot from 23 ft,,35,44
185,2,2:27.0,,Defensive rebound by M. Turner,35,44
186,2,2:06.0,,M. Ellis misses 2-pt layup from 1 ft,35,44
187,2,2:05.0,Defensive rebound by Ö. Aşık,,35,44
188,2,1:57.0,T. Frazier makes 2-pt layup at rim,,37,44
189,2,1:40.0,,G. Hill makes 3-pt jump shot from 22 ft (assist by M. Ellis),37,47
190,2,1:37.0,Turnover by Ö. Aşık (bad pass; steal by P. George),,37,47
191,2,1:34.0,,P. George makes 2-pt layup at rim,37,49
192,2,1:05.0,T. Douglas misses 3-pt jump shot from 23 ft,,37,49
193,2,1:04.0,,Defensive rebound by P. George,37,49
194,2,0:52.0,,Turnover by G. Hill (bad pass; steal by T. Douglas),37,49
195,2,0:49.0,T. Douglas makes 2-pt layup at rim,,39,49
196,2,0:29.0,,M. Ellis misses 2-pt jump shot from 19 ft,39,49
197,2,0:29.0,Defensive rebound by Ö. Aşık,,39,49
198,2,0:19.0,New Orleans full timeout,,39,49
199,2,0:19.0,,R. Stuckey enters the game for I. Mahinmi,39,49
200,2,0:19.0,L. Babbitt enters the game for Ö. Aşık,,39,49
201,2,0:04.0,A. Gee misses 2-pt jump shot from 12 ft,,39,49
202,2,0:03.0,Offensive rebound by Team,,39,49
203,2,0:02.0,Personal foul by R. Stuckey,,39,49
204,2,0:00.0,T. Frazier misses 2-pt jump shot from 17 ft (block by M. Turner),,39,49
205,2,0:00.0,,Defensive rebound by M. Turner,39,49
206,3,11:42.0,,M. Ellis misses 2-pt jump shot from 17 ft,39,49
207,3,11:40.0,Defensive rebound by Ö. Aşık,,39,49
208,3,11:17.0,A. Ajinça makes 2-pt jump shot from 5 ft,,41,49
209,3,11:05.0,,G. Hill makes 3-pt jump shot from 26 ft (assist by P. George),41,52
210,3,10:54.0,Turnover by A. Ajinça (bad pass),,41,52
211,3,10:42.0,,M. Turner misses 2-pt jump shot from 16 ft,41,52
212,3,10:41.0,Defensive rebound by Ö. Aşık,,41,52
213,3,10:28.0,D. Cunningham makes 2-pt jump shot from 10 ft,,43,52
214,3,10:14.0,,Turnover by G. Hill (kicked ball),43,52
215,3,10:04.0,Turnover by T. Douglas (bad pass; steal by I. Mahinmi),,43,52
216,3,9:55.0,,P. George makes 2-pt layup from 1 ft,43,54
217,3,9:31.0,A. Ajinça makes 2-pt dunk at rim,,45,54
218,3,9:13.0,,P. George misses 3-pt jump shot from 25 ft,45,54
219,3,9:12.0,Defensive rebound by Ö. Aşık,,45,54
220,3,9:00.0,T. Douglas misses 2-pt jump shot from 21 ft,,45,54
221,3,9:00.0,,Defensive rebound by M. Turner,45,54
222,3,8:44.0,,M. Turner makes 2-pt jump shot from 21 ft (assist by P. George),45,56
223,3,8:21.0,D. Cunningham misses 2-pt jump shot from 10 ft (block by P. George),,45,56
224,3,8:20.0,,Defensive rebound by M. Turner,45,56
225,3,8:08.0,,Turnover by M. Turner (bad pass),45,56
226,3,8:08.0,,Loose ball foul by M. Ellis,45,56
227,3,7:52.0,A. Gee misses 3-pt jump shot from 23 ft,,45,56
228,3,7:51.0,,Defensive rebound by P. George,45,56
229,3,7:41.0,,G. Hill misses 3-pt jump shot from 25 ft,45,56
230,3,7:40.0,Defensive rebound by Ö. Aşık,,45,56
231,3,7:33.0,A. Gee misses 2-pt layup at rim,,45,56
232,3,7:32.0,,Defensive rebound by M. Turner,45,56
233,3,7:31.0,,Personal foul by T. Douglas,45,56
234,3,7:31.0,,C. Miles enters the game for P. George,45,56
235,3,7:14.0,,I. Mahinmi misses 2-pt jump shot from 7 ft,45,56
236,3,7:13.0,Defensive rebound by Ö. Aşık,,45,56
237,3,7:05.0,Shooting foul by M. Turner (drawn by A. Ajinça),,45,56
238,3,7:05.0,A. Ajinça makes free throw 1 of 2,,46,56
239,3,7:05.0,A. Ajinça makes free throw 2 of 2,,47,56
240,3,6:53.0,,M. Turner makes 2-pt jump shot from 20 ft (assist by M. Ellis),47,58
241,3,6:41.0,T. Douglas misses 3-pt jump shot from 26 ft,,47,58
242,3,6:40.0,,Defensive rebound by M. Turner,47,58
243,3,6:31.0,,M. Ellis misses 2-pt jump shot from 16 ft,47,58
244,3,6:30.0,Defensive rebound by A. Ajinça,,47,58
245,3,6:21.0,Personal foul by C. Miles,,47,58
246,3,6:08.0,T. Douglas makes 2-pt jump shot from 16 ft,,49,58
247,3,6:01.0,,Indiana full timeout,49,58
248,3,6:01.0,T. Frazier enters the game for A. Gee,,49,58
249,3,5:51.0,Violation by D. Cunningham (kicked ball),,49,58
250,3,5:39.0,,M. Ellis misses 3-pt jump shot from 27 ft,49,58
251,3,5:39.0,Defensive rebound by A. Ajinça,,49,58
252,3,5:29.0,Shooting foul by M. Ellis (drawn by T. Frazier),,49,58
253,3,5:29.0,T. Frazier makes free throw 1 of 2,,50,58
254,3,5:29.0,T. Frazier makes free throw 2 of 2,,51,58
255,3,5:14.0,,M. Turner misses 2-pt jump shot from 11 ft,51,58
256,3,5:14.0,Defensive rebound by Ö. Aşık,,51,58
257,3,5:00.0,Turnover by A. Ajinça (bad pass; steal by M. Ellis),,51,58
258,3,4:50.0,,C. Miles makes 3-pt jump shot from 27 ft (assist by G. Hill),51,61
259,3,4:35.0,A. Ajinça misses 2-pt hook shot from 6 ft,,51,61
260,3,4:33.0,Offensive rebound by T. Douglas,,51,61
261,3,4:30.0,T. Douglas misses 3-pt jump shot from 25 ft,,51,61
262,3,4:27.0,Offensive rebound by A. Ajinça,,51,61
263,3,4:27.0,A. Ajinça makes 2-pt layup from 1 ft,,53,61
264,3,4:14.0,,C. Miles makes 2-pt jump shot from 5 ft (assist by M. Ellis),53,63
265,3,3:51.0,Ö. Aşık makes 2-pt layup from 2 ft,,55,63
266,3,3:35.0,,M. Turner makes 2-pt jump shot from 19 ft,55,65
267,3,3:23.0,Turnover by T. Frazier (bad pass),,55,65
268,3,3:23.0,,R. Stuckey enters the game for M. Ellis,55,65
269,3,2:59.0,,I. Mahinmi misses 2-pt hook shot from 9 ft,55,65
270,3,2:58.0,Defensive rebound by T. Frazier,,55,65
271,3,2:51.0,T. Frazier misses 2-pt jump shot from 1 ft (block by G. Hill),,55,65
272,3,2:50.0,Offensive rebound by T. Frazier,,55,65
273,3,2:47.0,A. Ajinça makes 2-pt jump shot from 17 ft (assist by T. Frazier),,57,65
274,3,2:30.0,,Shooting foul by T. Douglas (drawn by R. Stuckey),57,65
275,3,2:30.0,New Orleans full timeout,,57,65
276,3,2:30.0,,T. Lawson enters the game for I. Mahinmi,57,65
277,3,2:30.0,,S. Hill enters the game for G. Hill,57,65
278,3,2:30.0,K. Perkins enters the game for D. Cunningham,,57,65
279,3,2:30.0,A. Gee enters the game for Ö. Aşık,,57,65
280,3,2:30.0,L. Babbitt enters the game for T. Douglas,,57,65
281,3,2:30.0,,R. Stuckey makes free throw 1 of 2,57,66
282,3,2:30.0,,R. Stuckey makes free throw 2 of 2,57,67
283,3,2:07.0,A. Gee makes 2-pt dunk at rim,,59,67
284,3,1:48.0,,C. Miles misses 3-pt jump shot from 27 ft,59,67
285,3,1:47.0,Defensive rebound by T. Frazier,,59,67
286,3,1:32.0,A. Ajinça misses 2-pt jump shot from 5 ft,,59,67
287,3,1:30.0,Offensive rebound by K. Perkins,,59,67
288,3,1:28.0,K. Perkins misses 2-pt jump shot from 4 ft,,59,67
289,3,1:27.0,,Defensive rebound by C. Miles,59,67
290,3,1:26.0,,Personal take foul by K. Perkins,59,67
291,3,1:12.0,,M. Turner misses 2-pt jump shot from 19 ft,59,67
292,3,1:11.0,Defensive rebound by A. Gee,,59,67
293,3,0:50.0,L. Babbitt misses 2-pt jump shot from 11 ft (block by M. Turner),,59,67
294,3,0:49.0,,Defensive rebound by S. Hill,59,67
295,3,0:33.0,,C. Miles misses 3-pt jump shot from 27 ft,59,67
296,3,0:32.0,Defensive rebound by L. Babbitt,,59,67
297,3,0:27.0,T. Frazier makes 2-pt jump shot from 17 ft (assist by L. Babbitt),,61,67
298,3,0:04.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by M. Turner),61,70
299,3,0:02.0,Turnover by A. Ajinça (lost ball; steal by T. Lawson),,61,70
300,4,11:47.0,T. Frazier makes 2-pt jump shot from 19 ft (assist by K. Perkins),,63,70
301,4,11:29.0,,C. Miles makes 3-pt jump shot from 22 ft (assist by R. Stuckey),63,73
302,4,11:16.0,Turnover by T. Frazier (bad pass; steal by T. Lawson),,63,73
303,4,11:07.0,,C. Miles makes 2-pt layup from 1 ft (assist by T. Lawson),63,75
304,4,11:07.0,New Orleans full timeout,,63,75
305,4,11:07.0,D. Cunningham enters the game for A. Ajinça,,63,75
306,4,10:54.0,A. Gee makes 2-pt layup from 1 ft,,65,75
307,4,10:54.0,Shooting foul by J. Hill (drawn by A. Gee),,65,75
308,4,10:54.0,A. Gee makes free throw 1 of 1,,66,75
309,4,10:38.0,,J. Hill makes 2-pt jump shot from 14 ft (assist by C. Miles),66,77
310,4,10:11.0,A. Gee misses 2-pt jump shot from 15 ft,,66,77
311,4,10:10.0,,Defensive rebound by T. Lawson,66,77
312,4,10:03.0,,C. Miles misses 3-pt jump shot from 26 ft,66,77
313,4,10:01.0,Defensive rebound by K. Perkins,,66,77
314,4,9:52.0,,Offensive charge foul by L. Babbitt (drawn by R. Stuckey),66,77
315,4,9:52.0,Turnover by L. Babbitt (offensive foul),,66,77
316,4,9:43.0,,T. Lawson makes 2-pt layup at rim,66,79
317,4,9:33.0,D. Cunningham misses 3-pt jump shot from 25 ft,,66,79
318,4,9:31.0,Offensive rebound by T. Frazier,,66,79
319,4,9:28.0,A. Gee makes 2-pt dunk at rim (assist by T. Frazier),,68,79
320,4,9:00.0,,Turnover by J. Hill (lost ball; steal by D. Cunningham),68,79
321,4,8:54.0,L. Babbitt misses 3-pt jump shot from 23 ft,,68,79
322,4,8:53.0,,Defensive rebound by J. Hill,68,79
323,4,8:40.0,,R. Stuckey misses 2-pt layup at rim,68,79
324,4,8:38.0,,Offensive rebound by J. Hill,68,79
325,4,8:38.0,,J. Hill misses 2-pt dunk at rim,68,79
326,4,8:37.0,Defensive rebound by L. Babbitt,,68,79
327,4,8:36.0,Personal foul by S. Hill,,68,79
328,4,8:28.0,L. Babbitt misses 2-pt jump shot from 8 ft,,68,79
329,4,8:27.0,,Defensive rebound by J. Hill,68,79
330,4,8:06.0,,J. Hill misses 2-pt jump shot from 17 ft,68,79
331,4,8:05.0,Defensive rebound by D. Cunningham,,68,79
332,4,7:52.0,T. Frazier makes 2-pt jump shot from 9 ft,,70,79
333,4,7:52.0,,Indiana full timeout,70,79
334,4,7:52.0,,M. Ellis enters the game for J. Hill,70,79
335,4,7:52.0,,I. Mahinmi enters the game for C. Miles,70,79
336,4,7:45.0,,Turnover by T. Lawson (lost ball),70,79
337,4,7:29.0,Turnover by T. Frazier (bad pass; steal by M. Ellis),,70,79
338,4,7:11.0,,M. Ellis misses 2-pt jump shot from 16 ft,70,79
339,4,7:09.0,Defensive rebound by K. Perkins,,70,79
340,4,6:51.0,T. Frazier makes 3-pt jump shot from 25 ft,,73,79
341,4,6:37.0,,T. Lawson misses 2-pt jump shot from 18 ft,73,79
342,4,6:36.0,Defensive rebound by L. Babbitt,,73,79
343,4,6:17.0,Turnover by L. Babbitt (lost ball; steal by I. Mahinmi),,73,79
344,4,6:13.0,,M. Ellis makes 2-pt layup at rim,73,81
345,4,5:59.0,Turnover by T. Frazier (bad pass),,73,81
346,4,5:59.0,,M. Turner enters the game for S. Hill,73,81
347,4,5:59.0,,G. Hill enters the game for T. Lawson,73,81
348,4,5:59.0,,C. Miles enters the game for R. Stuckey,73,81
349,4,5:41.0,,I. Mahinmi makes 2-pt layup from 1 ft (assist by G. Hill),73,83
350,4,5:17.0,L. Babbitt misses 2-pt layup from 1 ft,,73,83
351,4,5:16.0,,Defensive rebound by C. Miles,73,83
352,4,5:08.0,,C. Miles misses 3-pt jump shot from 25 ft,73,83
353,4,5:06.0,Defensive rebound by T. Frazier,,73,83
354,4,5:00.0,T. Frazier misses 2-pt jump shot from 20 ft,,73,83
355,4,4:59.0,,Defensive rebound by M. Turner,73,83
356,4,4:41.0,,Personal foul by L. Babbitt,73,83
357,4,4:41.0,T. Douglas enters the game for T. Frazier,,73,83
358,4,4:41.0,A. Ajinça enters the game for K. Perkins,,73,83
359,4,4:30.0,,M. Turner misses 2-pt jump shot from 13 ft,73,83
360,4,4:29.0,Defensive rebound by A. Ajinça,,73,83
361,4,4:21.0,A. Gee makes 2-pt layup from 1 ft (assist by T. Douglas),,75,83
362,4,3:57.0,,M. Ellis makes 2-pt jump shot from 5 ft,75,85
363,4,3:40.0,D. Cunningham makes 2-pt jump shot from 11 ft,,77,85
364,4,3:17.0,,M. Turner makes 2-pt dunk at rim (assist by G. Hill),77,87
365,4,3:03.0,D. Cunningham misses 3-pt jump shot from 27 ft,,77,87
366,4,3:03.0,,Defensive rebound by M. Turner,77,87
367,4,2:37.0,,M. Ellis misses 2-pt jump shot from 20 ft,77,87
368,4,2:35.0,Defensive rebound by T. Douglas,,77,87
369,4,2:30.0,Shooting foul by G. Hill (drawn by T. Douglas),,77,87
370,4,2:30.0,Official timeout,,77,87
371,4,2:30.0,T. Frazier enters the game for L. Babbitt,,77,87
372,4,2:30.0,T. Douglas makes free throw 1 of 2,,78,87
373,4,2:30.0,T. Douglas makes free throw 2 of 2,,79,87
374,4,2:11.0,,Shooting foul by A. Ajinça (drawn by I. Mahinmi),79,87
375,4,2:11.0,,I. Mahinmi misses free throw 1 of 2,79,87
376,4,2:11.0,,Offensive rebound by Team,79,87
377,4,2:11.0,,I. Mahinmi makes free throw 2 of 2,79,88
378,4,1:48.0,T. Douglas misses 2-pt jump shot from 6 ft (block by M. Ellis),,79,88
379,4,1:47.0,,Defensive rebound by M. Turner,79,88
380,4,1:25.0,,Turnover by G. Hill (bad pass; steal by D. Cunningham),79,88
381,4,1:21.0,T. Douglas makes 2-pt layup at rim (assist by D. Cunningham),,81,88
382,4,1:09.0,,Turnover by M. Turner (lost ball; steal by T. Douglas),81,88
383,4,1:03.0,T. Douglas makes 3-pt jump shot from 25 ft (assist by A. Gee),,84,88
384,4,1:03.0,,Indiana full timeout,84,88
385,4,0:52.0,,Personal take foul by T. Douglas,84,88
386,4,0:47.0,,Personal take foul by T. Frazier,84,88
387,4,0:47.0,,C. Miles makes free throw 1 of 2,84,89
