,QUARTER,TIME_REMAINING,ATLANTA_ACTION,BOSTON_ACTION,ATLANTA_SCORE,BOSTON_SCORE
0,1,11:38.0,,J. Jerebko misses 3-pt jump shot from 25 ft,0,0
1,1,11:36.0,,Offensive rebound by A. Johnson,0,0
2,1,11:31.0,,I. Thomas misses 3-pt jump shot from 24 ft,0,0
3,1,11:30.0,,Offensive rebound by J. Jerebko,0,0
4,1,11:30.0,,J. Jerebko makes 2-pt dunk at rim,0,2
5,1,11:13.0,P. Millsap makes 2-pt layup from 2 ft (assist by A. Horford),,2,2
6,1,11:01.0,,Shooting foul by K. Korver (drawn by E. Turner),2,2
7,1,11:01.0,,E. Turner misses free throw 1 of 2,2,2
8,1,11:01.0,,Offensive rebound by Team,2,2
9,1,11:01.0,,E. Turner makes free throw 2 of 2,2,3
10,1,10:51.0,Shooting foul by I. Thomas (drawn by J. Teague),,2,3
11,1,10:51.0,J. Teague makes free throw 1 of 2,,3,3
12,1,10:51.0,J. Teague makes free throw 2 of 2,,4,3
13,1,10:31.0,,I. Thomas makes 3-pt jump shot from 24 ft (assist by J. Crowder),4,6
14,1,10:15.0,K. Bazemore misses 3-pt jump shot from 25 ft,,4,6
15,1,10:14.0,,Defensive rebound by J. Jerebko,4,6
16,1,10:07.0,,Offensive foul by A. Johnson (drawn by K. Bazemore),4,6
17,1,10:07.0,,Turnover by A. Johnson (offensive foul),4,6
18,1,9:52.0,J. Teague misses 3-pt jump shot from 23 ft,,4,6
19,1,9:51.0,,Defensive rebound by J. Crowder,4,6
20,1,9:36.0,,J. Jerebko makes 3-pt jump shot from 25 ft (assist by A. Johnson),4,9
21,1,9:27.0,Shooting foul by J. Crowder (drawn by P. Millsap),,4,9
22,1,9:27.0,P. Millsap makes free throw 1 of 2,,5,9
23,1,9:27.0,P. Millsap makes free throw 2 of 2,,6,9
24,1,9:07.0,,J. Crowder misses 3-pt jump shot from 24 ft,6,9
25,1,9:06.0,Defensive rebound by A. Horford,,6,9
26,1,8:52.0,A. Horford misses 3-pt jump shot from 25 ft,,6,9
27,1,8:51.0,,Defensive rebound by A. Johnson,6,9
28,1,8:40.0,,E. Turner makes 3-pt jump shot from 24 ft (assist by J. Jerebko),6,12
29,1,8:19.0,Turnover by J. Teague (bad pass; steal by E. Turner),,6,12
30,1,8:14.0,,I. Thomas makes 3-pt jump shot from 23 ft,6,15
31,1,8:13.0,Atlanta full timeout,,6,15
32,1,7:51.0,K. Bazemore misses 3-pt jump shot from 25 ft,,6,15
33,1,7:50.0,,Defensive rebound by J. Jerebko,6,15
34,1,7:32.0,,A. Johnson makes 2-pt dunk at rim (assist by J. Crowder),6,17
35,1,7:14.0,P. Millsap misses 2-pt layup from 1 ft,,6,17
36,1,7:14.0,,Defensive rebound by J. Jerebko,6,17
37,1,7:02.0,,I. Thomas makes 2-pt layup from 2 ft,6,19
38,1,6:50.0,K. Bazemore makes 2-pt layup from 1 ft (assist by P. Millsap),,8,19
39,1,6:32.0,,I. Thomas misses 3-pt jump shot from 24 ft (block by J. Teague),8,19
40,1,6:31.0,Defensive rebound by P. Millsap,,8,19
41,1,6:22.0,K. Bazemore misses 2-pt jump shot from 8 ft,,8,19
42,1,6:20.0,Offensive rebound by K. Bazemore,,8,19
43,1,6:19.0,K. Bazemore misses 2-pt layup from 2 ft,,8,19
44,1,6:18.0,,Defensive rebound by J. Crowder,8,19
45,1,6:09.0,,E. Turner misses 2-pt layup from 2 ft,8,19
46,1,6:08.0,Defensive rebound by A. Horford,,8,19
47,1,6:02.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by A. Horford),,11,19
48,1,5:45.0,,Turnover by A. Johnson (lost ball; steal by P. Millsap),11,19
49,1,5:39.0,J. Teague makes 2-pt jump shot from 9 ft,,13,19
50,1,5:21.0,,I. Thomas makes 2-pt layup from 2 ft,13,21
51,1,5:21.0,,Shooting block foul by K. Korver (drawn by I. Thomas),13,21
52,1,5:21.0,T. Sefolosha enters the game for A. Horford,,13,21
53,1,5:21.0,M. Muscala enters the game for K. Korver,,13,21
54,1,5:21.0,,J. Sullinger enters the game for J. Jerebko,13,21
55,1,5:21.0,,M. Smart enters the game for A. Johnson,13,21
56,1,5:21.0,,I. Thomas makes free throw 1 of 1,13,22
