,QUARTER,TIME_REMAINING,UTAH_ACTION,GOLDEN STATE_ACTION,UTAH_SCORE,GOLDEN STATE_SCORE
0,1,11:45.0,G. Hayward misses 2-pt jump shot from 15 ft,,0,0
1,1,11:44.0,Offensive rebound by G. Hayward,,0,0
2,1,11:43.0,G. Hayward misses 2-pt jump shot from 4 ft (block by D. Green),,0,0
3,1,11:40.0,,Defensive rebound by K. Thompson,0,0
4,1,11:23.0,,K. Thompson makes 2-pt jump shot from 11 ft,0,2
5,1,11:02.0,T. Lyles makes 2-pt layup from 1 ft (assist by R. Hood),,2,2
6,1,10:48.0,,S. Curry makes 3-pt jump shot from 24 ft,2,5
7,1,10:26.0,D. Favors makes 2-pt jump shot from 18 ft (assist by G. Hayward),,4,5
8,1,10:13.0,,K. Thompson misses 2-pt layup from 1 ft,4,5
9,1,10:11.0,,Offensive rebound by A. Bogut,4,5
10,1,10:11.0,,A. Bogut misses 2-pt layup from 1 ft,4,5
11,1,10:09.0,,Offensive rebound by A. Bogut,4,5
12,1,10:04.0,,K. Thompson misses 3-pt jump shot from 22 ft,4,5
13,1,10:03.0,Defensive rebound by G. Hayward,,4,5
14,1,9:53.0,G. Hayward misses 2-pt jump shot from 5 ft,,4,5
15,1,9:53.0,Offensive rebound by Team,,4,5
16,1,9:43.0,R. Hood makes 3-pt jump shot from 25 ft,,7,5
17,1,9:31.0,,S. Curry misses 2-pt jump shot from 20 ft,7,5
18,1,9:30.0,Defensive rebound by G. Hayward,,7,5
19,1,9:23.0,R. Neto misses 2-pt layup from 2 ft (block by B. Rush),,7,5
20,1,9:22.0,,Defensive rebound by B. Rush,7,5
21,1,9:18.0,,B. Rush makes 3-pt jump shot from 25 ft (assist by D. Green),7,8
22,1,8:56.0,G. Hayward misses 3-pt jump shot from 23 ft,,7,8
23,1,8:55.0,Offensive rebound by D. Favors,,7,8
24,1,8:44.0,R. Hood makes 2-pt jump shot from 7 ft,,9,8
25,1,8:25.0,,Turnover by D. Green (bad pass; steal by R. Neto),9,8
26,1,8:22.0,Turnover by R. Neto (bad pass; steal by D. Green),,9,8
27,1,8:14.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),9,11
28,1,7:49.0,Turnover by D. Favors (bad pass; steal by S. Curry),,9,11
29,1,7:43.0,,S. Curry makes 2-pt layup from 1 ft,9,13
30,1,7:22.0,R. Hood misses 2-pt jump shot from 11 ft,,9,13
31,1,7:21.0,Offensive rebound by D. Favors,,9,13
32,1,7:20.0,D. Favors misses 2-pt layup from 2 ft (block by A. Bogut),,9,13
33,1,7:17.0,,Defensive rebound by A. Bogut,9,13
34,1,7:13.0,,S. Curry misses 3-pt jump shot from 25 ft,9,13
35,1,7:12.0,Defensive rebound by D. Favors,,9,13
36,1,6:49.0,D. Favors makes 2-pt dunk at rim (assist by R. Hood),,11,13
37,1,6:37.0,,Personal foul by D. Favors (drawn by D. Green),11,13
38,1,6:34.0,,Turnover by K. Thompson (bad pass),11,13
39,1,6:19.0,R. Hood misses 3-pt jump shot from 25 ft,,11,13
40,1,6:18.0,,Defensive rebound by Team,11,13
41,1,6:00.0,,K. Thompson misses 2-pt jump shot from 10 ft,11,13
42,1,5:58.0,Defensive rebound by G. Hayward,,11,13
43,1,5:54.0,Turnover by R. Neto (step out of bounds),,11,13
44,1,5:54.0,,Golden State full timeout,11,13
45,1,5:54.0,T. Booker enters the game for R. Neto,,11,13
46,1,5:54.0,T. Burke enters the game for T. Lyles,,11,13
47,1,5:54.0,,A. Iguodala enters the game for B. Rush,11,13
48,1,5:39.0,,D. Green misses 3-pt jump shot from 26 ft,11,13
49,1,5:36.0,,Offensive rebound by D. Green,11,13
50,1,5:31.0,,D. Green makes 2-pt dunk at rim,11,15
51,1,5:12.0,G. Hayward misses 2-pt jump shot from 10 ft,,11,15
52,1,5:12.0,,Defensive rebound by Team,11,15
53,1,5:12.0,Loose ball foul by T. Booker (drawn by D. Green),,11,15
54,1,4:55.0,,S. Curry misses 3-pt jump shot from 23 ft,11,15
55,1,4:54.0,,Offensive rebound by A. Bogut,11,15
56,1,4:54.0,,A. Bogut misses 2-pt layup from 1 ft,11,15
57,1,4:52.0,Defensive rebound by R. Hood,,11,15
58,1,4:34.0,R. Hood misses 2-pt layup from 1 ft,,11,15
59,1,4:33.0,,Defensive rebound by D. Green,11,15
60,1,4:30.0,,Turnover by D. Green (bad pass),11,15
61,1,4:12.0,G. Hayward misses 3-pt jump shot from 22 ft,,11,15
62,1,4:12.0,,Defensive rebound by S. Curry,11,15
63,1,4:05.0,,Turnover by S. Curry (lost ball; steal by T. Burke),11,15
64,1,3:50.0,T. Burke misses 2-pt jump shot from 21 ft,,11,15
65,1,3:49.0,,Defensive rebound by A. Bogut,11,15
66,1,3:34.0,,Turnover by S. Curry (bad pass; steal by T. Burke),11,15
67,1,3:29.0,Turnover by T. Burke (bad pass),,11,15
68,1,3:29.0,,F. Ezeli enters the game for A. Bogut,11,15
69,1,3:29.0,A. Burks enters the game for G. Hayward,,11,15
70,1,3:19.0,,F. Ezeli makes 2-pt layup from 1 ft (assist by S. Curry),11,17
71,1,2:56.0,A. Burks misses 2-pt jump shot from 20 ft,,11,17
72,1,2:55.0,,Defensive rebound by F. Ezeli,11,17
73,1,2:47.0,,D. Green misses 2-pt layup from 1 ft,11,17
74,1,2:46.0,Defensive rebound by T. Booker,,11,17
75,1,2:32.0,Turnover by A. Burks (lost ball; steal by A. Iguodala),,11,17
76,1,2:18.0,,K. Thompson makes 2-pt jump shot from 12 ft,11,19
77,1,2:17.0,Utah full timeout,,11,19
78,1,2:17.0,,S. Livingston enters the game for K. Thompson,11,19
79,1,1:55.0,R. Hood misses 2-pt jump shot from 11 ft,,11,19
80,1,1:54.0,Offensive rebound by T. Booker,,11,19
81,1,1:53.0,Turnover by Team (shot clock),,11,19
82,1,1:40.0,,A. Iguodala misses 2-pt jump shot from 17 ft,11,19
83,1,1:40.0,Defensive rebound by Team,,11,19
84,1,1:40.0,J. Ingles enters the game for R. Hood,,11,19
85,1,1:21.0,Turnover by J. Ingles (bad pass; steal by A. Iguodala),,11,19
86,1,1:18.0,,Turnover by A. Iguodala (traveling),11,19
87,1,1:18.0,J. Withey enters the game for D. Favors,,11,19
88,1,0:58.0,T. Burke makes 2-pt jump shot from 21 ft,,13,19
89,1,0:52.0,,Turnover by S. Curry (bad pass; steal by J. Withey),13,19
90,1,0:39.0,T. Burke misses 2-pt jump shot from 10 ft,,13,19
91,1,0:38.0,,Defensive rebound by F. Ezeli,13,19
92,1,0:29.0,,S. Curry makes 2-pt jump shot from 10 ft,13,21
93,1,0:14.0,T. Burke misses 2-pt jump shot from 4 ft (block by F. Ezeli),,13,21
94,1,0:14.0,,Defensive rebound by Team,13,21
95,1,0:06.0,,Shooting foul by T. Booker (drawn by S. Curry),13,21
96,1,0:06.0,,S. Curry makes free throw 1 of 2,13,22
97,1,0:06.0,,S. Curry makes free throw 2 of 2,13,23
98,1,0:01.0,A. Burks misses 2-pt jump shot from 9 ft (block by F. Ezeli),,13,23
99,1,0:00.0,,Defensive rebound by D. Green,13,23
100,2,11:51.0,,A. Iguodala makes 3-pt jump shot from 22 ft (assist by S. Livingston),13,26
