,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SACRAMENTO_ACTION,CHICAGO_SCORE,SACRAMENTO_SCORE
382,4,5:25.0,,D. Cousins makes 2-pt layup from 3 ft,93,87
383,4,5:23.0,Chicago full timeout,,93,87
384,4,5:23.0,K. Hinrich enters the game for D. McDermott,,93,87
385,4,5:07.0,T. Gibson misses 2-pt jump shot from 12 ft,,93,87
386,4,5:06.0,,Defensive rebound by W. Cauley-Stein,93,87
387,4,4:46.0,,D. Cousins makes 2-pt jump shot from 17 ft,93,89
388,4,4:23.0,Shooting foul by W. Cauley-Stein (drawn by D. Rose),,93,89
389,4,4:23.0,D. Rose makes free throw 1 of 2,,94,89
390,4,4:23.0,,R. Gay enters the game for W. Cauley-Stein,94,89
391,4,4:23.0,D. Rose makes free throw 2 of 2,,95,89
392,4,4:13.0,,Turnover by D. Cousins (lost ball; steal by E. Moore),95,89
393,4,4:10.0,Shooting foul by M. Belinelli (drawn by E. Moore),,95,89
394,4,4:10.0,E. Moore makes free throw 1 of 2,,96,89
395,4,4:10.0,E. Moore makes free throw 2 of 2,,97,89
396,4,3:57.0,,Personal foul by K. Hinrich (drawn by D. Cousins),97,89
397,4,3:57.0,,D. Cousins misses free throw 1 of 2,97,89
398,4,3:57.0,,Offensive rebound by Team,97,89
399,4,3:57.0,,D. Cousins makes free throw 2 of 2,97,90
400,4,3:38.0,D. Rose makes 2-pt jump shot from 16 ft,,99,90
401,4,3:28.0,,D. Cousins misses 3-pt jump shot from 24 ft,99,90
402,4,3:27.0,Defensive rebound by T. Gibson,,99,90
403,4,3:10.0,D. Rose misses 2-pt jump shot from 16 ft,,99,90
404,4,3:08.0,Offensive rebound by D. Rose,,99,90
405,4,3:06.0,Turnover by D. Rose (bad pass; steal by R. Rondo),,99,90
406,4,3:03.0,,R. Rondo makes 2-pt dunk at rim,99,92
407,4,2:38.0,D. Rose makes 2-pt jump shot from 9 ft,,101,92
408,4,2:25.0,,M. Belinelli makes 2-pt layup from 4 ft (assist by R. Rondo),101,94
409,4,2:11.0,Turnover by D. Rose (bad pass; steal by D. Cousins),,101,94
410,4,2:07.0,,D. Collison makes 2-pt layup from 2 ft (assist by R. Rondo),101,96
411,4,1:45.0,T. Gibson makes 2-pt layup from 2 ft (assist by E. Moore),,103,96
412,4,1:35.0,,D. Cousins makes 2-pt dunk at rim,103,98
413,4,1:32.0,Personal foul by R. Rondo (drawn by D. Rose),,103,98
414,4,1:32.0,Official timeout,,103,98
415,4,1:32.0,D. Rose makes free throw 1 of 2,,104,98
416,4,1:32.0,D. Rose makes free throw 2 of 2,,105,98
417,4,1:23.0,,M. Belinelli makes 3-pt jump shot from 23 ft (assist by R. Rondo),105,101
418,4,1:23.0,,Shooting foul by E. Moore (drawn by M. Belinelli),105,101
419,4,1:23.0,,M. Belinelli misses free throw 1 of 1,105,101
420,4,1:22.0,,Offensive rebound by Team,105,101
421,4,1:09.0,,D. Cousins misses 3-pt jump shot from 25 ft,105,101
422,4,1:07.0,Defensive rebound by Team,,105,101
423,4,0:51.0,Turnover by D. Rose (lost ball; steal by R. Rondo),,105,101
424,4,0:46.0,,D. Collison misses 2-pt layup from 2 ft,105,101
425,4,0:45.0,,Offensive rebound by D. Cousins,105,101
426,4,0:45.0,,Shooting foul by T. Gibson (drawn by D. Cousins),105,101
427,4,0:45.0,,D. Cousins makes free throw 1 of 2,105,102
428,4,0:45.0,,D. Cousins misses free throw 2 of 2,105,102
429,4,0:45.0,Defensive rebound by P. Gasol,,105,102
430,4,0:28.0,E. Moore misses 2-pt jump shot from 5 ft (block by D. Cousins),,105,102
431,4,0:28.0,Offensive rebound by Team,,105,102
432,4,0:28.0,Chicago full timeout,,105,102
433,4,0:26.0,P. Gasol misses 2-pt jump shot from 17 ft,,105,102
434,4,0:25.0,,Defensive rebound by M. Belinelli,105,102
435,4,0:18.0,,Sacramento full timeout,105,102
436,4,0:18.0,T. Snell enters the game for P. Gasol,,105,102
437,4,0:15.0,,D. Cousins misses 2-pt jump shot from 6 ft,105,102
438,4,0:14.0,,Offensive rebound by D. Cousins,105,102
439,4,0:11.0,,D. Cousins misses 2-pt layup from 2 ft,105,102
440,4,0:11.0,Defensive rebound by E. Moore,,105,102
441,4,0:10.0,Personal foul by M. Belinelli (drawn by E. Moore),,105,102
442,4,0:10.0,E. Moore misses free throw 1 of 2,,105,102
443,4,0:10.0,Offensive rebound by Team,,105,102
444,4,0:10.0,E. Moore misses free throw 2 of 2,,105,102
445,4,0:10.0,,Defensive rebound by D. Collison,105,102
446,4,0:09.0,,Sacramento full timeout,105,102
447,4,0:08.0,,Personal foul by E. Moore (drawn by D. Cousins),105,102
448,4,0:08.0,,D. Cousins misses free throw 1 of 2,105,102
449,4,0:08.0,,Offensive rebound by Team,105,102
450,4,0:08.0,P. Gasol enters the game for T. Snell,,105,102
451,4,0:08.0,,W. Cauley-Stein enters the game for R. Rondo,105,102
452,4,0:08.0,,K. Koufos enters the game for D. Collison,105,102
453,4,0:08.0,B. Portis enters the game for K. Hinrich,,105,102
454,4,0:08.0,,Turnover by D. Cousins (lane violation.),105,102
455,4,0:08.0,K. Hinrich enters the game for T. Gibson,,105,102
456,4,0:08.0,D. McDermott enters the game for B. Portis,,105,102
457,4,0:08.0,,O. Casspi enters the game for D. Cousins,105,102
458,4,0:08.0,,D. Collison enters the game for M. Belinelli,105,102
459,4,0:08.0,,R. Rondo enters the game for K. Koufos,105,102
460,4,0:04.0,Personal foul by R. Gay (drawn by P. Gasol),,105,102
461,4,0:04.0,,D. Cousins enters the game for R. Gay,105,102
462,4,0:04.0,P. Gasol makes free throw 1 of 2,,106,102
463,4,0:04.0,T. Snell enters the game for D. McDermott,,106,102
464,4,0:04.0,P. Gasol makes free throw 2 of 2,,107,102
465,4,0:04.0,,Sacramento full timeout,107,102
466,4,0:04.0,T. Gibson enters the game for P. Gasol,,107,102
467,4,0:04.0,,M. Belinelli enters the game for W. Cauley-Stein,107,102
468,4,0:01.0,,M. Belinelli misses 3-pt jump shot from 23 ft,107,102
469,4,0:01.0,Defensive rebound by K. Hinrich,,107,102
