,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CLEVELAND_ACTION,HOUSTON_SCORE,CLEVELAND_SCORE
45,1,7:23.0,,C. Frye enters the game for K. Love,13,10
46,1,7:23.0,D. Howard misses free throw 2 of 2,,13,10
47,1,7:23.0,,Defensive rebound by T. Thompson,13,10
48,1,7:03.0,,T. Thompson makes 2-pt layup at rim (assist by I. Shumpert),13,12
49,1,7:03.0,,Shooting foul by D. Motiejūnas (drawn by T. Thompson),13,12
50,1,7:03.0,M. Beasley enters the game for D. Motiejūnas,,13,12
51,1,7:03.0,,T. Thompson misses free throw 1 of 1,13,12
52,1,7:02.0,,Offensive rebound by C. Frye,13,12
53,1,6:55.0,,C. Frye misses 3-pt jump shot from 22 ft,13,12
54,1,6:53.0,,Offensive rebound by T. Thompson,13,12
55,1,6:53.0,,T. Thompson misses 2-pt layup at rim,13,12
56,1,6:52.0,Defensive rebound by M. Beasley,,13,12
57,1,6:44.0,M. Beasley misses 2-pt jump shot from 13 ft,,13,12
58,1,6:43.0,Offensive rebound by T. Ariza,,13,12
59,1,6:36.0,Turnover by P. Beverley (bad pass),,13,12
60,1,6:23.0,,K. Irving misses 2-pt layup at rim,13,12
61,1,6:21.0,,Offensive rebound by T. Thompson,13,12
62,1,6:10.0,,Turnover by K. Irving (lost ball; steal by P. Beverley),13,12
63,1,6:04.0,P. Beverley makes 2-pt layup from 1 ft (assist by T. Ariza),,15,12
64,1,5:45.0,,C. Frye misses 3-pt jump shot from 25 ft,15,12
65,1,5:44.0,Defensive rebound by D. Howard,,15,12
66,1,5:41.0,M. Beasley makes 2-pt layup at rim (assist by D. Howard),,17,12
67,1,5:41.0,,Cleveland full timeout,17,12
68,1,5:24.0,,Turnover by T. Thompson (lost ball; steal by J. Harden),17,12
69,1,5:20.0,Shooting foul by C. Frye (drawn by M. Beasley),,17,12
70,1,5:20.0,M. Beasley misses free throw 1 of 2,,17,12
71,1,5:20.0,Offensive rebound by Team,,17,12
72,1,5:20.0,C. Capela enters the game for D. Howard,,17,12
73,1,5:20.0,M. Beasley makes free throw 2 of 2,,18,12
74,1,5:03.0,,Personal foul by M. Beasley,18,12
75,1,5:03.0,,M. Dellavedova enters the game for I. Shumpert,18,12
76,1,4:54.0,,Shooting foul by T. Ariza (drawn by J. Smith),18,12
77,1,4:54.0,,J. Smith makes free throw 1 of 2,18,13
78,1,4:54.0,,J. Smith makes free throw 2 of 2,18,14
79,1,4:41.0,C. Capela misses 2-pt layup from 1 ft,,18,14
80,1,4:39.0,Offensive rebound by M. Beasley,,18,14
81,1,4:36.0,P. Beverley misses 3-pt jump shot from 23 ft,,18,14
82,1,4:36.0,,Defensive rebound by Team,18,14
83,1,4:12.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,18,14
84,1,4:11.0,Defensive rebound by P. Beverley,,18,14
85,1,4:02.0,J. Harden misses 2-pt jump shot from 6 ft (block by K. Irving),,18,14
86,1,4:00.0,,Defensive rebound by M. Dellavedova,18,14
87,1,3:54.0,,K. Irving misses 2-pt jump shot from 7 ft,18,14
88,1,3:54.0,Defensive rebound by C. Capela,,18,14
89,1,3:47.0,T. Ariza misses 3-pt jump shot from 23 ft,,18,14
90,1,3:46.0,,Defensive rebound by J. Smith,18,14
91,1,3:35.0,,C. Frye misses 3-pt jump shot from 24 ft,18,14
92,1,3:34.0,Defensive rebound by C. Capela,,18,14
93,1,3:27.0,,Violation by J. Smith (kicked ball),18,14
94,1,3:27.0,C. Brewer enters the game for P. Beverley,,18,14
95,1,3:27.0,J. Terry enters the game for T. Ariza,,18,14
96,1,3:15.0,C. Brewer makes 2-pt jump shot from 13 ft (assist by M. Beasley),,20,14
97,1,3:00.0,,M. Dellavedova makes 2-pt jump shot from 9 ft (assist by K. Irving),20,16
98,1,2:50.0,Shooting foul by C. Frye (drawn by J. Harden),,20,16
99,1,2:50.0,Houston full timeout,,20,16
100,1,2:50.0,,J. Jones enters the game for C. Frye,20,16
101,1,2:50.0,J. Harden misses free throw 1 of 2,,20,16
102,1,2:50.0,Offensive rebound by Team,,20,16
103,1,2:50.0,J. Harden makes free throw 2 of 2,,21,16
104,1,2:28.0,,J. Jones misses 3-pt jump shot from 24 ft,21,16
105,1,2:28.0,Defensive rebound by J. Harden,,21,16
106,1,2:09.0,J. Terry makes 3-pt jump shot from 22 ft (assist by J. Harden),,24,16
107,1,2:00.0,,Personal foul by C. Brewer,24,16
108,1,2:00.0,,T. Thompson makes free throw 1 of 2,24,17
109,1,2:00.0,D. Howard enters the game for C. Capela,,24,17
110,1,2:00.0,P. Beverley enters the game for J. Harden,,24,17
111,1,2:00.0,,M. Williams enters the game for K. Irving,24,17
112,1,2:00.0,,T. Thompson makes free throw 2 of 2,24,18
113,1,1:44.0,P. Beverley misses 2-pt layup from 1 ft,,24,18
114,1,1:43.0,,Defensive rebound by Team,24,18
115,1,1:23.0,,J. Jones misses 3-pt jump shot from 24 ft,24,18
116,1,1:23.0,,Offensive rebound by Team,24,18
117,1,1:22.0,Loose ball foul by P. Beverley,,24,18
118,1,1:22.0,,T. Thompson makes free throw 1 of 2,24,19
119,1,1:22.0,,R. Jefferson enters the game for J. Smith,24,19
120,1,1:22.0,,T. Thompson makes free throw 2 of 2,24,20
121,1,1:08.0,M. Beasley makes 2-pt jump shot from 12 ft (assist by P. Beverley),,26,20
122,1,0:50.0,,T. Thompson misses 2-pt jump shot from 6 ft,26,20
123,1,0:49.0,Defensive rebound by D. Howard,,26,20
124,1,0:32.0,C. Brewer misses 3-pt jump shot from 23 ft,,26,20
125,1,0:32.0,,Defensive rebound by J. Jones,26,20
126,1,0:11.0,,J. Jones makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),26,23
127,1,0:11.0,,Shooting foul by P. Beverley (drawn by J. Jones),26,23
128,1,0:11.0,J. Harden enters the game for P. Beverley,,26,23
129,1,0:11.0,,I. Shumpert enters the game for M. Williams,26,23
130,1,0:11.0,,J. Jones makes free throw 1 of 1,26,24
131,1,0:00.0,J. Terry misses 3-pt jump shot from 22 ft,,26,24
132,1,0:00.0,Offensive rebound by Team,,26,24
133,2,11:41.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),26,27
134,2,11:28.0,Turnover by J. Terry (bad pass; steal by J. Jones),,26,27
135,2,11:23.0,,R. Jefferson misses 2-pt layup at rim,26,27
136,2,11:23.0,Defensive rebound by M. Beasley,,26,27
137,2,11:13.0,Personal foul by R. Jefferson,,26,27
138,2,11:09.0,Turnover by D. Howard (3 sec),,26,27
139,2,10:55.0,,M. Dellavedova misses 2-pt jump shot from 5 ft (block by D. Howard),26,27
140,2,10:55.0,,Offensive rebound by Team,26,27
141,2,10:50.0,,J. Jones makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),26,30
142,2,10:34.0,T. Ariza makes 2-pt layup at rim,,28,30
143,2,10:09.0,,Turnover by Team (shot clock),28,30
144,2,10:09.0,J. Harden enters the game for M. Beasley,,28,30
145,2,10:00.0,J. Harden misses 2-pt jump shot from 5 ft,,28,30
146,2,10:00.0,Offensive rebound by J. Harden,,28,30
147,2,9:57.0,C. Brewer misses 3-pt jump shot from 22 ft,,28,30
148,2,9:57.0,,Defensive rebound by Team,28,30
149,2,9:46.0,,Shooting foul by C. Brewer (drawn by J. Jones),28,30
150,2,9:46.0,,J. Jones makes free throw 1 of 3,28,31
151,2,9:46.0,,J. Jones makes free throw 2 of 3,28,32
152,2,9:46.0,,J. Jones makes free throw 3 of 3,28,33
153,2,9:21.0,C. Brewer makes 2-pt jump shot from 7 ft (assist by D. Howard),,30,33
154,2,9:08.0,,T. Thompson misses 2-pt layup from 1 ft,30,33
155,2,9:08.0,Defensive rebound by D. Howard,,30,33
156,2,9:06.0,Turnover by D. Howard (bad pass; steal by R. Jefferson),,30,33
157,2,9:00.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by R. Jefferson),30,36
158,2,9:00.0,Houston full timeout,,30,36
159,2,9:00.0,,K. Love enters the game for J. Jones,30,36
160,2,9:00.0,K. McDaniels enters the game for C. Brewer,,30,36
161,2,8:46.0,J. Harden makes 2-pt layup at rim (assist by D. Howard),,32,36
162,2,8:23.0,Violation by D. Howard (def goaltending),,32,36
163,2,8:23.0,,M. Dellavedova makes 2-pt jump shot from 9 ft,32,38
164,2,7:58.0,K. McDaniels makes 3-pt jump shot from 25 ft (assist by J. Harden),,35,38
165,2,7:58.0,,Loose ball foul by M. Williams,35,38
166,2,7:58.0,,K. Irving enters the game for M. Williams,35,38
167,2,7:58.0,,I. Shumpert enters the game for M. Dellavedova,35,38
168,2,7:58.0,D. Howard misses free throw 1 of 1,,35,38
169,2,7:58.0,,Defensive rebound by Team,35,38
170,2,7:39.0,,K. Love makes 2-pt jump shot from 14 ft,35,40
171,2,7:22.0,D. Howard misses 2-pt hook shot from 6 ft,,35,40
172,2,7:21.0,Offensive rebound by K. McDaniels,,35,40
173,2,7:21.0,K. McDaniels misses 2-pt dunk at rim,,35,40
174,2,7:21.0,Offensive rebound by K. McDaniels,,35,40
175,2,7:21.0,,T. Mozgov enters the game for T. Thompson,35,40
176,2,7:20.0,Shooting foul by I. Shumpert (drawn by D. Howard),,35,40
177,2,7:20.0,D. Howard makes free throw 1 of 2,,36,40
178,2,7:20.0,D. Motiejūnas enters the game for J. Terry,,36,40
179,2,7:20.0,D. Howard misses free throw 2 of 2,,36,40
180,2,7:19.0,,Defensive rebound by T. Mozgov,36,40
181,2,7:01.0,,K. Love misses 2-pt jump shot from 13 ft,36,40
182,2,7:01.0,Defensive rebound by K. McDaniels,,36,40
183,2,6:53.0,T. Ariza misses 2-pt jump shot from 6 ft,,36,40
184,2,6:51.0,,Defensive rebound by K. Love,36,40
185,2,6:46.0,,I. Shumpert misses 2-pt layup at rim,36,40
186,2,6:45.0,,Offensive rebound by T. Mozgov,36,40
187,2,6:45.0,,T. Mozgov makes 2-pt dunk at rim,36,42
188,2,6:36.0,Personal foul by T. Mozgov,,36,42
189,2,6:36.0,,T. Thompson enters the game for T. Mozgov,36,42
190,2,6:36.0,,J. Smith enters the game for R. Jefferson,36,42
191,2,6:26.0,D. Motiejūnas misses 2-pt jump shot from 7 ft,,36,42
192,2,6:25.0,,Defensive rebound by K. Love,36,42
193,2,6:16.0,,K. Irving makes 3-pt jump shot from 27 ft,36,45
194,2,6:06.0,Offensive foul by D. Motiejūnas (drawn by K. Love),,36,45
195,2,6:06.0,Turnover by D. Motiejūnas (offensive foul),,36,45
196,2,6:06.0,C. Capela enters the game for D. Howard,,36,45
197,2,6:06.0,C. Brewer enters the game for D. Motiejūnas,,36,45
198,2,5:48.0,,I. Shumpert misses 3-pt jump shot from 23 ft,36,45
199,2,5:47.0,,Offensive rebound by K. Love,36,45
200,2,5:35.0,,J. Smith makes 2-pt jump shot from 5 ft (assist by K. Irving),36,47
201,2,5:28.0,C. Brewer misses 2-pt layup from 3 ft,,36,47
202,2,5:28.0,,Defensive rebound by K. Love,36,47
203,2,5:17.0,,K. Irving misses 3-pt jump shot from 24 ft,36,47
204,2,5:16.0,,Offensive rebound by T. Thompson,36,47
205,2,5:02.0,Violation by K. McDaniels (kicked ball),,36,47
206,2,5:02.0,Official timeout,,36,47
207,2,5:02.0,M. Beasley enters the game for C. Brewer,,36,47
208,2,4:50.0,,Turnover by K. Irving (lost ball; steal by C. Capela),36,47
209,2,4:50.0,Personal foul by K. Irving,,36,47
210,2,4:50.0,C. Capela misses free throw 1 of 2,,36,47
211,2,4:50.0,Offensive rebound by Team,,36,47
212,2,4:50.0,C. Capela makes free throw 2 of 2,,37,47
213,2,4:33.0,,K. Love misses 3-pt jump shot from 23 ft,37,47
214,2,4:32.0,Defensive rebound by K. McDaniels,,37,47
215,2,4:10.0,M. Beasley makes 2-pt layup from 1 ft,,39,47
216,2,3:54.0,,K. Love makes 3-pt jump shot from 24 ft (assist by K. Irving),39,50
217,2,3:41.0,J. Harden misses 3-pt jump shot from 25 ft,,39,50
218,2,3:40.0,,Defensive rebound by K. Love,39,50
219,2,3:31.0,,K. Irving makes 2-pt layup at rim,39,52
220,2,3:19.0,T. Ariza misses 3-pt jump shot from 22 ft,,39,52
221,2,3:19.0,,Defensive rebound by T. Thompson,39,52
222,2,3:00.0,,Shooting foul by M. Beasley (drawn by K. Irving),39,52
223,2,3:00.0,,K. Irving makes free throw 1 of 2,39,53
224,2,3:00.0,,K. Irving makes free throw 2 of 2,39,54
225,2,2:52.0,,Violation by I. Shumpert (kicked ball),39,54
226,2,2:52.0,,Cleveland full timeout,39,54
227,2,2:40.0,J. Harden misses 2-pt jump shot from 4 ft (block by I. Shumpert),,39,54
228,2,2:39.0,Offensive rebound by J. Harden,,39,54
229,2,2:36.0,M. Beasley misses 2-pt jump shot from 20 ft,,39,54
230,2,2:34.0,Offensive rebound by T. Ariza,,39,54
231,2,2:23.0,M. Beasley misses 2-pt layup from 1 ft (block by I. Shumpert),,39,54
232,2,2:22.0,,Defensive rebound by K. Irving,39,54
233,2,2:16.0,,K. Irving misses 2-pt layup from 1 ft,39,54
234,2,2:15.0,Defensive rebound by M. Beasley,,39,54
235,2,2:13.0,D. Howard enters the game for C. Capela,,39,54
236,2,2:13.0,,J. Jones enters the game for K. Love,39,54
237,2,2:13.0,C. Brewer enters the game for M. Beasley,,39,54
238,2,2:13.0,Houston full timeout,,39,54
239,2,2:02.0,Turnover by J. Harden (bad pass),,39,54
240,2,1:47.0,,J. Smith misses 3-pt jump shot from 24 ft,39,54
241,2,1:47.0,,Offensive rebound by T. Thompson,39,54
242,2,1:47.0,,Personal foul by K. McDaniels,39,54
243,2,1:30.0,,K. Irving misses 3-pt jump shot from 23 ft,39,54
244,2,1:30.0,Defensive rebound by C. Brewer,,39,54
245,2,1:26.0,,Offensive charge foul by K. McDaniels (drawn by J. Jones),39,54
246,2,1:26.0,Turnover by K. McDaniels (offensive foul),,39,54
247,2,1:08.0,,J. Jones misses 3-pt jump shot from 26 ft,39,54
248,2,1:08.0,Defensive rebound by D. Howard,,39,54
249,2,0:59.0,Turnover by J. Harden (bad pass; steal by T. Thompson),,39,54
250,2,0:48.0,,I. Shumpert misses 2-pt layup from 1 ft,39,54
251,2,0:48.0,,Offensive rebound by Team,39,54
252,2,0:48.0,Loose ball foul by C. Brewer,,39,54
253,2,0:48.0,,T. Thompson makes free throw 1 of 2,39,55
254,2,0:48.0,J. Terry enters the game for C. Brewer,,39,55
255,2,0:48.0,,T. Thompson makes free throw 2 of 2,39,56
256,2,0:35.0,K. McDaniels misses 2-pt layup from 3 ft (block by J. Smith),,39,56
257,2,0:35.0,,Defensive rebound by Team,39,56
258,2,0:30.0,,K. Irving makes 3-pt jump shot from 24 ft,39,59
259,2,0:08.0,Shooting foul by J. Smith (drawn by J. Harden),,39,59
260,2,0:08.0,J. Harden misses free throw 1 of 2,,39,59
261,2,0:08.0,Offensive rebound by Team,,39,59
262,2,0:08.0,J. Harden makes free throw 2 of 2,,40,59
263,2,0:00.0,,K. Irving misses 3-pt jump shot from 27 ft,40,59
264,2,0:00.0,,Offensive rebound by Team,40,59
265,3,11:46.0,,K. Irving misses 2-pt jump shot from 14 ft,40,59
266,3,11:46.0,Defensive rebound by D. Motiejūnas,,40,59
267,3,11:32.0,D. Motiejūnas makes 2-pt hook shot from 6 ft (assist by J. Harden),,42,59
268,3,11:20.0,,T. Mozgov misses 2-pt jump shot from 15 ft,42,59
269,3,11:20.0,Defensive rebound by P. Beverley,,42,59
270,3,11:13.0,Shooting foul by K. Love (drawn by D. Howard),,42,59
271,3,11:13.0,D. Howard misses free throw 1 of 2,,42,59
272,3,11:13.0,Offensive rebound by Team,,42,59
273,3,11:13.0,D. Howard misses free throw 2 of 2,,42,59
274,3,11:13.0,,Defensive rebound by T. Mozgov,42,59
275,3,10:55.0,,K. Love misses 2-pt jump shot from 19 ft,42,59
276,3,10:54.0,,Offensive rebound by I. Shumpert,42,59
277,3,10:49.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by J. Smith),42,62
278,3,10:28.0,Shooting foul by T. Mozgov (drawn by D. Howard),,42,62
279,3,10:28.0,D. Howard makes free throw 1 of 2,,43,62
280,3,10:28.0,D. Howard misses free throw 2 of 2,,43,62
281,3,10:27.0,,Defensive rebound by I. Shumpert,43,62
282,3,10:12.0,,Turnover by K. Irving (bad pass; steal by P. Beverley),43,62
283,3,10:08.0,T. Ariza makes 2-pt dunk at rim,,45,62
284,3,9:42.0,,K. Love misses 2-pt jump shot from 18 ft,45,62
285,3,9:40.0,Defensive rebound by D. Howard,,45,62
286,3,9:32.0,D. Motiejūnas misses 2-pt jump shot from 3 ft,,45,62
287,3,9:30.0,,Defensive rebound by T. Mozgov,45,62
288,3,9:26.0,,I. Shumpert misses 2-pt layup from 1 ft,45,62
289,3,9:24.0,,Offensive rebound by T. Mozgov,45,62
290,3,9:18.0,,K. Love misses 3-pt jump shot from 23 ft,45,62
291,3,9:18.0,Defensive rebound by D. Howard,,45,62
292,3,8:59.0,D. Motiejūnas misses 3-pt jump shot from 24 ft,,45,62
293,3,8:58.0,Offensive rebound by P. Beverley,,45,62
294,3,8:56.0,P. Beverley makes 2-pt layup from 2 ft,,47,62
295,3,8:56.0,,Cleveland full timeout,47,62
296,3,8:42.0,,Def 3 sec tech foul by D. Howard,47,62
297,3,8:42.0,,K. Irving makes technical free throw,47,63
298,3,8:29.0,,Shooting foul by D. Motiejūnas (drawn by I. Shumpert),47,63
299,3,8:29.0,,I. Shumpert makes free throw 1 of 2,47,64
300,3,8:29.0,M. Beasley enters the game for D. Motiejūnas,,47,64
301,3,8:29.0,,I. Shumpert misses free throw 2 of 2,47,64
302,3,8:28.0,Defensive rebound by D. Howard,,47,64
303,3,8:07.0,P. Beverley misses 2-pt jump shot from 10 ft,,47,64
304,3,8:05.0,Offensive rebound by P. Beverley,,47,64
305,3,8:05.0,D. Howard makes 2-pt layup at rim (assist by M. Beasley),,49,64
306,3,8:05.0,Shooting foul by T. Mozgov (drawn by D. Howard),,49,64
307,3,8:05.0,,T. Thompson enters the game for T. Mozgov,49,64
308,3,8:05.0,D. Howard misses free throw 1 of 1,,49,64
309,3,8:04.0,,Defensive rebound by K. Love,49,64
310,3,7:55.0,,K. Irving misses 2-pt layup at rim,49,64
311,3,7:55.0,Defensive rebound by Team,,49,64
312,3,7:55.0,,Loose ball foul by T. Thompson,49,64
313,3,7:33.0,M. Beasley makes 2-pt layup at rim (assist by T. Ariza),,51,64
314,3,7:01.0,,K. Irving misses 3-pt jump shot from 24 ft,51,64
315,3,7:01.0,Defensive rebound by D. Howard,,51,64
316,3,7:00.0,Turnover by J. Harden (traveling),,51,64
317,3,6:44.0,,Offensive foul by K. Irving (drawn by P. Beverley),51,64
318,3,6:44.0,,Turnover by K. Irving (offensive foul),51,64
319,3,6:35.0,Turnover by J. Harden (bad pass; steal by I. Shumpert),,51,64
320,3,6:31.0,,I. Shumpert makes 2-pt dunk at rim (assist by J. Smith),51,66
321,3,6:16.0,M. Beasley misses 2-pt jump shot from 16 ft,,51,66
322,3,6:16.0,Offensive rebound by P. Beverley,,51,66
323,3,6:08.0,P. Beverley makes 3-pt jump shot from 24 ft,,54,66
324,3,5:56.0,,K. Love makes 3-pt jump shot from 25 ft (assist by K. Irving),54,69
325,3,5:38.0,M. Beasley makes 2-pt layup from 1 ft (assist by P. Beverley),,56,69
326,3,5:20.0,,I. Shumpert makes 2-pt jump shot from 17 ft (assist by K. Irving),56,71
327,3,5:09.0,T. Ariza misses 2-pt jump shot from 18 ft,,56,71
328,3,5:08.0,,Defensive rebound by K. Love,56,71
329,3,5:01.0,,K. Irving misses 2-pt layup from 1 ft (block by P. Beverley),56,71
330,3,5:01.0,,Offensive rebound by Team,56,71
331,3,5:01.0,C. Capela enters the game for D. Howard,,56,71
332,3,4:58.0,,Personal foul by M. Beasley,56,71
333,3,4:50.0,,I. Shumpert misses 3-pt jump shot from 23 ft,56,71
334,3,4:50.0,Defensive rebound by T. Ariza,,56,71
335,3,4:37.0,M. Beasley makes 2-pt jump shot from 8 ft (assist by P. Beverley),,58,71
336,3,4:10.0,,Turnover by J. Smith (bad pass),58,71
337,3,3:53.0,M. Beasley misses 2-pt jump shot from 5 ft,,58,71
338,3,3:51.0,Offensive rebound by C. Capela,,58,71
339,3,3:51.0,C. Capela makes 2-pt dunk at rim,,60,71
340,3,3:39.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),60,73
341,3,3:20.0,M. Beasley misses 2-pt layup from 1 ft (block by T. Thompson),,60,73
342,3,3:19.0,,Defensive rebound by K. Love,60,73
343,3,3:11.0,,K. Irving makes 3-pt jump shot from 28 ft (assist by I. Shumpert),60,76
344,3,3:11.0,Houston full timeout,,60,76
345,3,3:11.0,,M. Dellavedova enters the game for J. Smith,60,76
346,3,3:11.0,K. McDaniels enters the game for P. Beverley,,60,76
347,3,2:52.0,T. Ariza makes 2-pt jump shot from 10 ft (assist by J. Harden),,62,76
348,3,2:36.0,,Turnover by K. Irving (lost ball; steal by C. Capela),62,76
349,3,2:29.0,J. Harden makes 2-pt layup at rim,,64,76
350,3,2:21.0,,Personal foul by J. Harden,64,76
351,3,2:21.0,,C. Frye enters the game for K. Love,64,76
352,3,2:12.0,,I. Shumpert makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),64,79
353,3,1:58.0,C. Capela makes 2-pt layup at rim (assist by J. Harden),,66,79
354,3,1:41.0,,I. Shumpert misses 2-pt layup at rim,66,79
355,3,1:40.0,Defensive rebound by C. Capela,,66,79
356,3,1:35.0,K. McDaniels misses 2-pt jump shot from 4 ft,,66,79
357,3,1:33.0,Offensive rebound by C. Capela,,66,79
358,3,1:33.0,C. Capela misses 2-pt layup from 2 ft,,66,79
359,3,1:32.0,Offensive rebound by C. Capela,,66,79
360,3,1:32.0,C. Capela misses 2-pt layup at rim,,66,79
361,3,1:31.0,Offensive rebound by C. Capela,,66,79
362,3,1:31.0,C. Capela makes 2-pt layup at rim,,68,79
363,3,1:20.0,,Shooting foul by J. Harden (drawn by T. Thompson),68,79
364,3,1:20.0,,T. Thompson makes free throw 1 of 2,68,80
365,3,1:20.0,,T. Thompson makes free throw 2 of 2,68,81
366,3,1:05.0,Turnover by C. Capela (traveling),,68,81
367,3,0:42.0,,K. Irving misses 2-pt layup at rim (block by M. Beasley),68,81
368,3,0:40.0,Defensive rebound by J. Harden,,68,81
369,3,0:37.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),,71,81
370,3,0:29.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),71,84
371,3,0:08.0,J. Harden misses 3-pt jump shot from 24 ft,,71,84
372,3,0:07.0,,Defensive rebound by K. Irving,71,84
373,3,0:03.0,,K. Irving misses 3-pt jump shot from 25 ft (block by C. Capela),71,84
374,3,0:02.0,Defensive rebound by J. Harden,,71,84
375,3,0:00.0,J. Harden misses 3-pt jump shot from 40 ft,,71,84
376,3,0:00.0,Offensive rebound by Team,,71,84
377,4,11:47.0,P. Beverley misses 3-pt jump shot from 23 ft,,71,84
378,4,11:46.0,,Defensive rebound by I. Shumpert,71,84
379,4,11:25.0,,M. Dellavedova misses 2-pt jump shot from 11 ft,71,84
380,4,11:24.0,Defensive rebound by C. Capela,,71,84
381,4,11:18.0,J. Harden makes 3-pt jump shot from 24 ft (assist by C. Capela),,74,84
382,4,11:10.0,,Personal foul by P. Beverley,74,84
383,4,11:08.0,,Personal foul by K. McDaniels,74,84
384,4,10:52.0,,Turnover by Team (shot clock),74,84
385,4,10:43.0,J. Harden makes 2-pt jump shot from 6 ft,,76,84
386,4,10:38.0,,Offensive foul by T. Thompson (drawn by P. Beverley),76,84
387,4,10:38.0,,Turnover by T. Thompson (offensive foul),76,84
388,4,10:30.0,Personal foul by I. Shumpert,,76,84
389,4,10:26.0,Personal foul by I. Shumpert,,76,84
390,4,10:18.0,J. Harden makes 2-pt layup at rim,,78,84
391,4,9:59.0,,Personal foul by C. Brewer,78,84
392,4,9:50.0,,T. Thompson makes 2-pt jump shot from 4 ft (assist by M. Dellavedova),78,86
393,4,9:35.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,80,86
394,4,9:14.0,,I. Shumpert misses 3-pt jump shot from 25 ft,80,86
395,4,9:13.0,Defensive rebound by C. Capela,,80,86
396,4,9:03.0,Turnover by K. McDaniels (traveling),,80,86
397,4,8:41.0,,R. Jefferson makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),80,89
