,QUARTER,TIME_REMAINING,PORTLAND_ACTION,LA LAKERS_ACTION,PORTLAND_SCORE,LA LAKERS_SCORE
64,1,5:48.0,M. Harkless makes 2-pt dunk at rim (assist by M. Plumlee),,16,14
65,1,5:33.0,,R. Hibbert makes 2-pt jump shot from 10 ft (assist by D. Russell),16,16
66,1,5:22.0,D. Lillard makes 2-pt jump shot from 12 ft,,18,16
67,1,5:06.0,,K. Bryant misses 2-pt jump shot from 17 ft,18,16
68,1,5:05.0,Defensive rebound by A. Crabbe,,18,16
69,1,4:47.0,M. Harkless misses 2-pt layup from 2 ft (block by R. Hibbert),,18,16
70,1,4:46.0,,Defensive rebound by R. Hibbert,18,16
71,1,4:40.0,,L. Williams misses 2-pt layup at rim (block by N. Vonleh),18,16
72,1,4:38.0,Defensive rebound by D. Lillard,,18,16
73,1,4:31.0,A. Crabbe makes 3-pt jump shot from 23 ft (assist by D. Lillard),,21,16
74,1,4:05.0,,K. Bryant misses 2-pt jump shot from 13 ft,21,16
75,1,4:04.0,Defensive rebound by M. Plumlee,,21,16
76,1,3:56.0,M. Harkless misses 3-pt jump shot from 25 ft,,21,16
77,1,3:55.0,,Defensive rebound by J. Randle,21,16
78,1,3:43.0,,J. Randle makes 2-pt hook shot from 6 ft,21,18
79,1,3:39.0,Portland full timeout,,21,18
80,1,3:39.0,,M. World Peace enters the game for K. Bryant,21,18
81,1,3:39.0,,N. Young enters the game for J. Randle,21,18
82,1,3:39.0,,B. Bass enters the game for R. Hibbert,21,18
83,1,3:39.0,G. Henderson enters the game for N. Vonleh,,21,18
84,1,3:39.0,E. Davis enters the game for M. Plumlee,,21,18
85,1,3:39.0,E. Davis makes 2-pt layup at rim (assist by D. Lillard),,23,18
86,1,3:27.0,,L. Williams makes 2-pt jump shot from 18 ft (assist by D. Russell),23,20
87,1,3:05.0,D. Lillard makes 2-pt layup from 2 ft,,25,20
88,1,2:52.0,,Turnover by L. Williams (bad pass; steal by M. Harkless),25,20
89,1,2:48.0,M. Harkless makes 2-pt dunk at rim (assist by D. Lillard),,27,20
90,1,2:29.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by B. Bass),27,23
91,1,2:06.0,E. Davis makes 2-pt jump shot from 1 ft (assist by D. Lillard),,29,23
92,1,2:06.0,Shooting foul by M. World Peace (drawn by E. Davis),,29,23
93,1,2:06.0,C. McCollum enters the game for D. Lillard,,29,23
94,1,2:06.0,E. Davis makes free throw 1 of 1,,30,23
95,1,2:06.0,,Personal foul by A. Crabbe,30,23
96,1,2:06.0,,D. Russell misses 3-pt jump shot from 24 ft,30,23
97,1,2:06.0,Defensive rebound by E. Davis,,30,23
98,1,1:44.0,C. McCollum misses 2-pt jump shot from 14 ft,,30,23
99,1,1:44.0,,Defensive rebound by D. Russell,30,23
100,1,1:36.0,,N. Young misses 2-pt jump shot from 17 ft,30,23
101,1,1:36.0,Defensive rebound by A. Crabbe,,30,23
102,1,0:00.0,C. McCollum makes 2-pt layup at rim,,32,23
103,2,11:45.0,,B. Bass makes 2-pt dunk at rim (assist by N. Young),32,25
104,2,11:23.0,G. Henderson misses 2-pt jump shot from 10 ft,,32,25
105,2,11:21.0,,Defensive rebound by Team,32,25
106,2,11:01.0,,M. World Peace misses 2-pt jump shot from 13 ft (block by M. Harkless),32,25
107,2,10:58.0,,Offensive rebound by Team,32,25
108,2,10:57.0,,N. Young makes 2-pt jump shot from 19 ft (assist by M. World Peace),32,27
109,2,10:42.0,A. Crabbe misses 2-pt jump shot from 5 ft,,32,27
110,2,10:42.0,,Defensive rebound by L. Williams,32,27
111,2,10:36.0,,Personal foul by A. Crabbe,32,27
112,2,10:36.0,,K. Bryant enters the game for M. World Peace,32,27
113,2,10:26.0,,K. Bryant misses 3-pt jump shot from 24 ft,32,27
114,2,10:26.0,Defensive rebound by G. Henderson,,32,27
115,2,10:14.0,Shooting foul by B. Bass (drawn by G. Henderson),,32,27
116,2,10:14.0,G. Henderson makes free throw 1 of 2,,33,27
117,2,10:14.0,A. Aminu enters the game for M. Harkless,,33,27
118,2,10:14.0,G. Henderson misses free throw 2 of 2,,33,27
119,2,10:14.0,,Defensive rebound by K. Bryant,33,27
120,2,9:57.0,,J. Clarkson makes 2-pt layup from 1 ft,33,29
121,2,9:39.0,G. Henderson misses 2-pt layup from 2 ft,,33,29
122,2,9:39.0,,Defensive rebound by J. Clarkson,33,29
123,2,9:26.0,,K. Bryant makes 2-pt jump shot from 11 ft,33,31
124,2,9:10.0,A. Crabbe misses 2-pt jump shot from 19 ft,,33,31
125,2,9:10.0,Offensive rebound by C. McCollum,,33,31
126,2,9:00.0,C. McCollum makes 2-pt layup from 1 ft,,35,31
127,2,8:54.0,,J. Clarkson makes 3-pt jump shot from 24 ft (assist by K. Bryant),35,34
128,2,8:29.0,A. Aminu misses 2-pt layup from 2 ft (block by B. Bass),,35,34
129,2,8:28.0,Offensive rebound by E. Davis,,35,34
130,2,8:25.0,E. Davis misses 2-pt jump shot from 6 ft,,35,34
131,2,8:25.0,Offensive rebound by A. Aminu,,35,34
132,2,8:17.0,A. Aminu makes 2-pt layup from 1 ft,,37,34
133,2,8:09.0,,Turnover by N. Young (lost ball; steal by G. Henderson),37,34
134,2,8:01.0,G. Henderson misses 2-pt jump shot from 13 ft,,37,34
135,2,8:00.0,,Defensive rebound by L. Williams,37,34
136,2,7:51.0,,N. Young misses 3-pt jump shot from 26 ft,37,34
137,2,7:40.0,,Offensive rebound by Team,37,34
138,2,7:40.0,Official timeout,,37,34
139,2,7:40.0,,J. Randle enters the game for N. Young,37,34
140,2,7:40.0,D. Lillard enters the game for C. McCollum,,37,34
141,2,7:40.0,M. Harkless enters the game for A. Crabbe,,37,34
142,2,7:28.0,,L. Williams makes 3-pt jump shot from 24 ft,37,37
143,2,7:09.0,D. Lillard makes 2-pt jump shot from 21 ft,,39,37
144,2,6:54.0,,J. Clarkson makes 2-pt jump shot from 7 ft,39,39
145,2,6:34.0,E. Davis makes 2-pt layup from 1 ft (assist by D. Lillard),,41,39
146,2,6:23.0,,K. Bryant misses 2-pt jump shot from 11 ft,41,39
147,2,6:23.0,Defensive rebound by M. Harkless,,41,39
148,2,6:11.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by E. Davis),,44,39
149,2,5:59.0,,J. Clarkson makes 3-pt jump shot from 24 ft (assist by K. Bryant),44,42
150,2,5:38.0,M. Harkless makes 2-pt jump shot at rim (assist by E. Davis),,46,42
151,2,5:15.0,,J. Randle misses 2-pt layup from 1 ft,46,42
152,2,5:13.0,,Offensive rebound by J. Randle,46,42
153,2,5:13.0,,J. Randle misses 2-pt jump shot at rim,46,42
154,2,5:09.0,,Offensive rebound by J. Randle,46,42
155,2,5:09.0,,J. Randle makes 2-pt jump shot at rim,46,44
156,2,5:03.0,Turnover by D. Lillard (lost ball),,46,44
157,2,4:57.0,,LA Lakers full timeout,46,44
158,2,4:57.0,,R. Hibbert enters the game for L. Williams,46,44
159,2,4:57.0,,D. Russell enters the game for B. Bass,46,44
160,2,4:57.0,T. Frazier enters the game for E. Davis,,46,44
161,2,4:57.0,M. Plumlee enters the game for G. Henderson,,46,44
162,2,4:42.0,,D. Russell misses 2-pt jump shot from 10 ft,46,44
163,2,4:42.0,Defensive rebound by M. Plumlee,,46,44
164,2,4:32.0,D. Lillard misses 3-pt jump shot from 24 ft,,46,44
165,2,4:31.0,,Defensive rebound by R. Hibbert,46,44
166,2,4:23.0,,Turnover by J. Clarkson (bad pass; steal by D. Lillard),46,44
167,2,4:18.0,T. Frazier makes 2-pt layup at rim (assist by D. Lillard),,48,44
168,2,3:52.0,,K. Bryant misses 2-pt jump shot from 16 ft,48,44
169,2,3:52.0,Defensive rebound by M. Plumlee,,48,44
170,2,3:40.0,M. Harkless makes 2-pt layup from 2 ft (assist by M. Plumlee),,50,44
171,2,3:40.0,,Violation by J. Randle (def goaltending),50,44
172,2,3:18.0,,Shooting foul by M. Harkless (drawn by J. Randle),50,44
173,2,3:18.0,,J. Randle makes free throw 1 of 2,50,45
174,2,3:18.0,,N. Young enters the game for K. Bryant,50,45
175,2,3:18.0,,J. Randle makes free throw 2 of 2,50,46
176,2,3:03.0,M. Plumlee makes 2-pt jump shot from 1 ft (assist by D. Lillard),,52,46
177,2,3:03.0,Shooting foul by R. Hibbert (drawn by M. Plumlee),,52,46
178,2,3:03.0,M. Plumlee makes free throw 1 of 1,,53,46
179,2,2:53.0,,Personal foul by T. Frazier (drawn by D. Russell),53,46
180,2,2:53.0,Portland full timeout,,53,46
181,2,2:46.0,,J. Clarkson makes 2-pt layup at rim,53,48
182,2,2:29.0,A. Aminu misses 3-pt jump shot from 25 ft,,53,48
183,2,2:29.0,,Defensive rebound by J. Randle,53,48
184,2,2:18.0,,Turnover by J. Clarkson (bad pass),53,48
185,2,2:00.0,D. Lillard misses 3-pt jump shot from 24 ft,,53,48
186,2,2:00.0,,Defensive rebound by J. Randle,53,48
187,2,1:53.0,,J. Randle misses 2-pt layup from 1 ft (block by M. Plumlee),53,48
188,2,1:52.0,Defensive rebound by M. Plumlee,,53,48
189,2,1:45.0,D. Lillard misses 3-pt jump shot from 24 ft,,53,48
190,2,1:44.0,Offensive rebound by M. Harkless,,53,48
191,2,1:30.0,D. Lillard misses 2-pt layup from 1 ft (block by R. Hibbert),,53,48
192,2,1:29.0,,Defensive rebound by R. Hibbert,53,48
193,2,1:14.0,,J. Randle misses 2-pt jump shot from 3 ft,53,48
194,2,1:14.0,,Offensive rebound by J. Clarkson,53,48
195,2,1:04.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by N. Young),53,51
196,2,0:45.0,A. Aminu makes 2-pt jump shot from 20 ft (assist by M. Plumlee),,55,51
197,2,0:39.0,,J. Clarkson misses 3-pt jump shot from 25 ft,55,51
198,2,0:38.0,Defensive rebound by A. Aminu,,55,51
199,2,0:12.0,Shooting foul by N. Young (drawn by A. Aminu),,55,51
200,2,0:12.0,A. Aminu misses free throw 1 of 2,,55,51
201,2,0:12.0,Offensive rebound by Team,,55,51
202,2,0:12.0,A. Aminu makes free throw 2 of 2,,56,51
203,2,0:07.0,,Personal take foul by T. Frazier (drawn by D. Russell),56,51
204,2,0:07.0,N. Vonleh enters the game for A. Aminu,,56,51
205,2,0:07.0,A. Crabbe enters the game for M. Harkless,,56,51
206,2,0:02.0,,Shooting foul by D. Lillard (drawn by D. Russell),56,51
207,2,0:02.0,,D. Russell makes free throw 1 of 2,56,52
208,2,0:02.0,Portland full timeout,,56,52
209,2,0:02.0,,B. Bass enters the game for R. Hibbert,56,52
210,2,0:02.0,,D. Russell misses free throw 2 of 2,56,52
211,2,0:02.0,Defensive rebound by M. Plumlee,,56,52
212,2,0:00.0,M. Plumlee misses 3-pt jump shot from 68 ft,,56,52
213,2,0:00.0,Offensive rebound by Team,,56,52
214,3,11:37.0,,J. Randle misses 2-pt layup from 2 ft,56,52
215,3,11:37.0,,Offensive rebound by Team,56,52
216,3,11:32.0,,D. Russell makes 2-pt jump shot from 16 ft (assist by K. Bryant),56,54
217,3,11:14.0,C. McCollum makes 2-pt jump shot from 9 ft,,58,54
218,3,10:57.0,,R. Hibbert misses 2-pt jump shot from 16 ft,58,54
219,3,10:56.0,Defensive rebound by N. Vonleh,,58,54
220,3,10:51.0,Turnover by A. Aminu (lost ball),,58,54
221,3,10:37.0,,D. Russell makes 2-pt jump shot from 12 ft (assist by K. Bryant),58,56
222,3,10:16.0,M. Plumlee makes 2-pt layup from 1 ft (assist by C. McCollum),,60,56
223,3,10:08.0,,J. Clarkson misses 2-pt jump shot from 15 ft,60,56
224,3,10:07.0,Defensive rebound by A. Aminu,,60,56
225,3,10:03.0,Turnover by A. Aminu (lost ball),,60,56
226,3,9:44.0,,K. Bryant misses 2-pt jump shot from 16 ft,60,56
227,3,9:44.0,Defensive rebound by D. Lillard,,60,56
228,3,9:35.0,D. Lillard makes 2-pt jump shot from 18 ft,,62,56
229,3,9:16.0,,J. Clarkson misses 2-pt jump shot from 8 ft,62,56
230,3,9:14.0,,Offensive rebound by J. Clarkson,62,56
231,3,9:10.0,,J. Clarkson misses 2-pt jump shot from 8 ft,62,56
232,3,9:08.0,Defensive rebound by N. Vonleh,,62,56
233,3,9:01.0,D. Lillard makes 2-pt jump shot from 10 ft,,64,56
234,3,8:48.0,,Shooting foul by M. Plumlee (drawn by K. Bryant),64,56
235,3,8:48.0,,K. Bryant makes free throw 1 of 2,64,57
236,3,8:48.0,,K. Bryant misses free throw 2 of 2,64,57
237,3,8:47.0,Defensive rebound by M. Plumlee,,64,57
238,3,8:32.0,Turnover by C. McCollum (traveling),,64,57
239,3,8:15.0,,J. Clarkson makes 2-pt layup from 1 ft (assist by J. Randle),64,59
240,3,8:00.0,C. McCollum misses 2-pt jump shot from 15 ft,,64,59
241,3,7:59.0,,Defensive rebound by R. Hibbert,64,59
242,3,7:49.0,,R. Hibbert makes 2-pt hook shot from 2 ft (assist by D. Russell),64,61
243,3,7:29.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,67,61
244,3,7:07.0,,J. Randle misses 2-pt layup from 1 ft,67,61
245,3,7:06.0,,Offensive rebound by R. Hibbert,67,61
246,3,6:57.0,,R. Hibbert misses 2-pt jump shot from 1 ft,67,61
247,3,6:52.0,,Offensive rebound by J. Randle,67,61
248,3,6:52.0,Turnover by D. Lillard (bad pass),,67,61
249,3,6:52.0,,J. Randle makes 2-pt jump shot from 1 ft,67,63
250,3,6:44.0,,Personal foul by C. McCollum (drawn by J. Clarkson),67,63
251,3,6:35.0,,J. Clarkson makes 2-pt jump shot from 17 ft,67,65
252,3,6:18.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),,70,65
253,3,5:58.0,,K. Bryant makes 2-pt layup from 2 ft,70,67
254,3,5:38.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by C. McCollum),,73,67
255,3,5:24.0,,Turnover by D. Russell (lost ball; steal by D. Lillard),73,67
256,3,5:17.0,D. Lillard misses 2-pt layup at rim,,73,67
257,3,5:16.0,,Defensive rebound by J. Randle,73,67
258,3,5:10.0,,LA Lakers full timeout,73,67
259,3,5:10.0,,L. Williams enters the game for D. Russell,73,67
260,3,5:10.0,,Violation by Team (delay of game),73,67
261,3,4:53.0,,K. Bryant misses 2-pt jump shot from 15 ft (block by A. Aminu),73,67
262,3,4:52.0,,Offensive rebound by J. Randle,73,67
263,3,4:52.0,,Turnover by Team (shot clock),73,67
264,3,4:39.0,D. Lillard misses 3-pt jump shot from 24 ft,,73,67
265,3,4:39.0,,Defensive rebound by J. Randle,73,67
266,3,4:28.0,,J. Randle makes 2-pt jump shot from 7 ft (assist by J. Clarkson),73,69
267,3,4:06.0,A. Aminu misses 2-pt jump shot from 3 ft (block by K. Bryant),,73,69
268,3,4:05.0,,Defensive rebound by K. Bryant,73,69
269,3,3:59.0,,Turnover by J. Clarkson (bad pass; steal by C. McCollum),73,69
270,3,3:55.0,C. McCollum makes 2-pt dunk at rim,,75,69
271,3,3:55.0,Technical foul by A. Aminu,,75,69
272,3,3:55.0,,K. Bryant makes technical free throw,75,70
273,3,3:55.0,,N. Young enters the game for K. Bryant,75,70
274,3,3:55.0,M. Harkless enters the game for N. Vonleh,,75,70
275,3,3:35.0,,J. Clarkson makes 3-pt jump shot from 25 ft (assist by N. Young),75,73
276,3,3:08.0,M. Plumlee makes 2-pt jump shot at rim (assist by C. McCollum),,77,73
277,3,2:51.0,,R. Hibbert misses 2-pt jump shot from 10 ft,77,73
278,3,2:50.0,Defensive rebound by Team,,77,73
279,3,2:50.0,Portland full timeout,,77,73
280,3,2:50.0,A. Crabbe enters the game for A. Aminu,,77,73
281,3,2:50.0,G. Henderson enters the game for C. McCollum,,77,73
282,3,2:38.0,A. Crabbe makes 2-pt jump shot from 15 ft (assist by M. Plumlee),,79,73
283,3,2:19.0,,L. Williams misses 2-pt jump shot from 15 ft,79,73
284,3,2:19.0,,Offensive rebound by J. Randle,79,73
285,3,2:16.0,,J. Randle misses 2-pt jump shot from 2 ft,79,73
286,3,2:16.0,Defensive rebound by M. Plumlee,,79,73
287,3,2:10.0,D. Lillard makes 2-pt jump shot from 18 ft,,81,73
288,3,2:10.0,Away from play foul by R. Hibbert (drawn by M. Plumlee),,81,73
289,3,2:10.0,,M. World Peace enters the game for J. Randle,81,73
290,3,2:10.0,M. Plumlee misses free throw 1 of 1,,81,73
291,3,2:05.0,,Defensive rebound by L. Williams,81,73
292,3,1:53.0,,N. Young misses 2-pt jump shot from 13 ft,81,73
293,3,1:53.0,Defensive rebound by M. Harkless,,81,73
294,3,1:42.0,D. Lillard misses 2-pt jump shot from 4 ft,,81,73
295,3,1:40.0,,Defensive rebound by N. Young,81,73
296,3,1:35.0,,J. Clarkson misses 2-pt jump shot from 5 ft,81,73
297,3,1:34.0,,Offensive rebound by R. Hibbert,81,73
298,3,1:34.0,,Shooting foul by M. Harkless (drawn by R. Hibbert),81,73
299,3,1:34.0,,R. Hibbert misses free throw 1 of 2,81,73
300,3,1:34.0,,Offensive rebound by Team,81,73
301,3,1:34.0,,R. Hibbert makes free throw 2 of 2,81,74
302,3,1:21.0,M. Harkless misses 3-pt jump shot from 24 ft,,81,74
303,3,1:21.0,,Defensive rebound by L. Williams,81,74
304,3,1:04.0,,Turnover by R. Hibbert (lost ball; steal by M. Plumlee),81,74
305,3,1:02.0,Turnover by M. Harkless (bad pass),,81,74
306,3,0:50.0,,L. Williams misses 3-pt jump shot from 25 ft (block by D. Lillard),81,74
307,3,0:48.0,,Offensive rebound by N. Young,81,74
308,3,0:38.0,,M. World Peace misses 2-pt jump shot from 21 ft,81,74
309,3,0:35.0,Defensive rebound by G. Henderson,,81,74
310,3,0:33.0,Shooting foul by R. Hibbert (drawn by D. Lillard),,81,74
311,3,0:33.0,D. Lillard makes 2-pt jump shot from 13 ft,,83,74
312,3,0:33.0,D. Lillard makes free throw 1 of 1,,84,74
313,3,0:11.0,,N. Young misses 2-pt jump shot from 22 ft,84,74
314,3,0:09.0,Defensive rebound by G. Henderson,,84,74
315,3,0:01.0,M. Plumlee misses 2-pt layup from 1 ft,,84,74
316,3,0:01.0,,Defensive rebound by N. Young,84,74
317,4,11:38.0,C. McCollum misses 3-pt jump shot from 24 ft,,84,74
318,4,11:36.0,,Defensive rebound by K. Bryant,84,74
319,4,11:20.0,,K. Bryant makes 2-pt jump shot from 19 ft,84,76
320,4,10:55.0,M. Harkless misses 3-pt jump shot from 23 ft,,84,76
321,4,10:54.0,,Defensive rebound by D. Russell,84,76
322,4,10:49.0,,Shooting foul by A. Crabbe (drawn by L. Williams),84,76
323,4,10:49.0,,L. Williams makes free throw 1 of 2,84,77
324,4,10:49.0,,L. Williams makes free throw 2 of 2,84,78
325,4,10:26.0,G. Henderson misses 2-pt jump shot from 3 ft,,84,78
326,4,10:26.0,,Defensive rebound by D. Russell,84,78
327,4,10:20.0,,L. Williams misses 3-pt jump shot from 24 ft,84,78
328,4,10:18.0,Defensive rebound by A. Crabbe,,84,78
329,4,10:12.0,M. Harkless makes 2-pt dunk at rim (assist by C. McCollum),,86,78
330,4,9:56.0,,D. Russell misses 2-pt jump shot from 3 ft,86,78
331,4,9:55.0,,Offensive rebound by L. Williams,86,78
332,4,9:55.0,,Shooting foul by C. McCollum (drawn by L. Williams),86,78
333,4,9:55.0,,L. Williams makes free throw 1 of 3,86,79
334,4,9:55.0,,L. Williams makes free throw 2 of 3,86,80
335,4,9:55.0,,L. Williams makes free throw 3 of 3,86,81
336,4,9:33.0,G. Henderson makes 2-pt jump shot at rim (assist by E. Davis),,88,81
337,4,9:11.0,,M. World Peace misses 2-pt jump shot from 4 ft,88,81
338,4,9:10.0,Defensive rebound by C. McCollum,,88,81
339,4,9:04.0,Turnover by C. McCollum (step out of bounds),,88,81
340,4,8:51.0,,K. Bryant misses 2-pt jump shot from 13 ft (block by C. McCollum),88,81
341,4,8:49.0,Defensive rebound by M. Harkless,,88,81
342,4,8:47.0,Turnover by C. McCollum (dbl dribble),,88,81
343,4,8:47.0,Official timeout,,88,81
344,4,8:27.0,,L. Williams makes 2-pt jump shot from 8 ft,88,83
345,4,8:14.0,C. McCollum makes 3-pt jump shot from 24 ft,,91,83
346,4,7:54.0,,K. Bryant misses 2-pt jump shot from 19 ft,91,83
347,4,7:54.0,,Offensive rebound by M. World Peace,91,83
348,4,7:53.0,,Turnover by M. World Peace (traveling),91,83
349,4,7:36.0,M. Harkless misses 3-pt jump shot from 22 ft,,91,83
350,4,7:36.0,Offensive rebound by E. Davis,,91,83
351,4,7:21.0,Turnover by E. Davis (bad pass; steal by M. World Peace),,91,83
352,4,7:17.0,,Shooting foul by E. Davis (drawn by L. Williams),91,83
353,4,7:17.0,,L. Williams makes free throw 1 of 2,91,84
354,4,7:17.0,D. Lillard enters the game for G. Henderson,,91,84
355,4,7:17.0,A. Aminu enters the game for M. Harkless,,91,84
356,4,7:17.0,,N. Young enters the game for K. Bryant,91,84
357,4,7:17.0,,L. Williams makes free throw 2 of 2,91,85
358,4,6:59.0,D. Lillard misses 3-pt jump shot from 26 ft,,91,85
359,4,6:59.0,,Defensive rebound by M. World Peace,91,85
360,4,6:42.0,,L. Williams misses 2-pt jump shot from 13 ft,91,85
361,4,6:41.0,Defensive rebound by D. Lillard,,91,85
362,4,6:22.0,C. McCollum misses 3-pt jump shot from 25 ft,,91,85
363,4,6:22.0,,Defensive rebound by B. Bass,91,85
364,4,6:10.0,,D. Russell misses 2-pt jump shot from 15 ft,91,85
365,4,6:09.0,Defensive rebound by D. Lillard,,91,85
366,4,6:02.0,E. Davis makes 2-pt hook shot from 3 ft (assist by D. Lillard),,93,85
367,4,6:02.0,Shooting foul by M. World Peace (drawn by E. Davis),,93,85
368,4,6:02.0,,J. Clarkson enters the game for L. Williams,93,85
369,4,6:02.0,E. Davis misses free throw 1 of 1,,93,85
370,4,6:01.0,,Defensive rebound by B. Bass,93,85
371,4,5:45.0,,Shooting foul by E. Davis (drawn by B. Bass),93,85
372,4,5:45.0,,LA Lakers full timeout,93,85
373,4,5:45.0,,J. Randle enters the game for M. World Peace,93,85
374,4,5:45.0,,B. Bass makes free throw 1 of 2,93,86
375,4,5:45.0,,B. Bass makes free throw 2 of 2,93,87
376,4,5:23.0,A. Crabbe misses 3-pt jump shot from 23 ft,,93,87
377,4,5:22.0,,Defensive rebound by D. Russell,93,87
378,4,5:02.0,,Shooting foul by E. Davis (drawn by B. Bass),93,87
379,4,5:02.0,,B. Bass misses free throw 1 of 2,93,87
380,4,5:02.0,,Offensive rebound by Team,93,87
381,4,5:02.0,M. Plumlee enters the game for E. Davis,,93,87
382,4,5:02.0,,B. Bass makes free throw 2 of 2,93,88
383,4,4:48.0,D. Lillard misses 2-pt jump shot from 18 ft,,93,88
384,4,4:47.0,,Defensive rebound by D. Russell,93,88
385,4,4:34.0,,B. Bass makes 2-pt dunk at rim (assist by D. Russell),93,90
