,QUARTER,TIME_REMAINING,PORTLAND_ACTION,OKLAHOMA CITY_ACTION,PORTLAND_SCORE,OKLAHOMA CITY_SCORE
0,1,11:41.0,C. McCollum makes 3-pt jump shot from 24 ft (assist by A. Aminu),,3,0
1,1,11:22.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),3,2
2,1,11:04.0,C. McCollum misses 3-pt jump shot from 22 ft,,3,2
3,1,11:04.0,,Defensive rebound by S. Ibaka,3,2
4,1,10:42.0,,R. Westbrook makes 2-pt layup from 1 ft,3,4
5,1,10:21.0,C. McCollum makes 2-pt jump shot from 10 ft,,5,4
6,1,10:07.0,,K. Durant misses 2-pt jump shot from 12 ft,5,4
7,1,10:06.0,Defensive rebound by N. Vonleh,,5,4
8,1,9:55.0,A. Aminu makes 2-pt layup from 1 ft (assist by N. Vonleh),,7,4
9,1,9:38.0,,K. Durant misses 2-pt layup from 2 ft,7,4
10,1,9:38.0,,Offensive rebound by A. Roberson,7,4
11,1,9:28.0,,R. Westbrook makes 2-pt jump shot from 12 ft,7,6
12,1,9:12.0,A. Aminu misses 3-pt jump shot from 24 ft,,7,6
13,1,9:11.0,Offensive rebound by M. Plumlee,,7,6
14,1,9:09.0,Shooting block foul by S. Ibaka (drawn by A. Aminu),,7,6
15,1,9:09.0,A. Aminu makes free throw 1 of 2,,8,6
16,1,9:09.0,A. Aminu makes free throw 2 of 2,,9,6
17,1,9:00.0,,K. Durant makes 2-pt layup at rim (assist by R. Westbrook),9,8
18,1,8:48.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by C. McCollum),,12,8
19,1,8:32.0,,K. Durant makes 2-pt jump shot from 13 ft (assist by R. Westbrook),12,10
20,1,8:11.0,Turnover by M. Plumlee (bad pass; steal by R. Westbrook),,12,10
21,1,8:00.0,,A. Roberson misses 3-pt jump shot from 22 ft,12,10
22,1,8:00.0,Defensive rebound by A. Aminu,,12,10
23,1,7:54.0,M. Plumlee makes 2-pt layup at rim (assist by D. Lillard),,14,10
24,1,7:39.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by R. Westbrook),14,12
25,1,7:19.0,N. Vonleh misses 2-pt jump shot from 18 ft,,14,12
26,1,7:18.0,,Defensive rebound by S. Adams,14,12
27,1,7:08.0,,S. Adams makes 2-pt jump shot from 8 ft (assist by K. Durant),14,14
28,1,6:51.0,A. Aminu makes 3-pt jump shot from 22 ft (assist by M. Plumlee),,17,14
29,1,6:35.0,,Turnover by K. Durant (bad pass),17,14
30,1,6:35.0,,K. Singler enters the game for A. Roberson,17,14
31,1,6:18.0,M. Plumlee misses 2-pt dunk at rim (block by S. Ibaka),,17,14
32,1,6:18.0,Offensive rebound by Team,,17,14
33,1,6:13.0,M. Plumlee misses 2-pt hook shot from 6 ft,,17,14
34,1,6:12.0,,Defensive rebound by K. Durant,17,14
35,1,6:01.0,,S. Ibaka misses 2-pt hook shot from 5 ft,17,14
36,1,6:00.0,Defensive rebound by M. Plumlee,,17,14
37,1,5:55.0,C. McCollum misses 2-pt jump shot from 18 ft,,17,14
38,1,5:54.0,,Defensive rebound by S. Adams,17,14
39,1,5:39.0,,R. Westbrook misses 2-pt jump shot from 5 ft,17,14
40,1,5:34.0,Defensive rebound by N. Vonleh,,17,14
41,1,5:31.0,A. Aminu makes 3-pt jump shot from 22 ft (assist by D. Lillard),,20,14
42,1,5:31.0,,Oklahoma City full timeout,20,14
43,1,5:18.0,,K. Durant misses 2-pt jump shot from 11 ft,20,14
44,1,5:17.0,,Offensive rebound by K. Singler,20,14
45,1,5:12.0,,K. Durant misses 3-pt jump shot from 24 ft,20,14
46,1,5:12.0,Defensive rebound by M. Plumlee,,20,14
47,1,5:00.0,N. Vonleh misses 2-pt jump shot from 3 ft (block by S. Ibaka),,20,14
48,1,4:59.0,,Defensive rebound by R. Westbrook,20,14
49,1,4:53.0,,R. Westbrook makes 2-pt layup at rim,20,16
50,1,4:47.0,D. Lillard misses 2-pt layup from 1 ft,,20,16
51,1,4:47.0,Offensive rebound by N. Vonleh,,20,16
52,1,4:46.0,N. Vonleh makes 2-pt layup from 1 ft,,22,16
53,1,4:37.0,,S. Ibaka misses 3-pt jump shot from 24 ft,22,16
54,1,4:37.0,,Offensive rebound by R. Westbrook,22,16
55,1,4:28.0,,Shooting foul by A. Aminu (drawn by K. Durant),22,16
56,1,4:28.0,,K. Durant makes free throw 1 of 3,22,17
57,1,4:28.0,,K. Durant makes free throw 2 of 3,22,18
58,1,4:28.0,M. Leonard enters the game for N. Vonleh,,22,18
59,1,4:28.0,A. Crabbe enters the game for M. Plumlee,,22,18
60,1,4:28.0,E. Davis enters the game for C. McCollum,,22,18
61,1,4:28.0,,E. Freedom enters the game for S. Adams,22,18
62,1,4:28.0,,K. Durant makes free throw 3 of 3,22,19
63,1,4:12.0,A. Aminu misses 3-pt jump shot from 24 ft,,22,19
64,1,4:12.0,,Defensive rebound by R. Westbrook,22,19
65,1,4:05.0,,K. Durant misses 2-pt layup from 1 ft (block by M. Leonard),22,19
66,1,4:03.0,,Offensive rebound by R. Westbrook,22,19
67,1,3:58.0,,E. Freedom makes 2-pt jump shot from 3 ft (assist by R. Westbrook),22,21
68,1,3:43.0,M. Leonard misses 2-pt jump shot from 16 ft,,22,21
69,1,3:42.0,,Defensive rebound by R. Westbrook,22,21
70,1,3:38.0,,Personal foul by A. Crabbe,22,21
71,1,3:38.0,,R. Foye enters the game for K. Durant,22,21
72,1,3:29.0,,E. Freedom misses 2-pt layup from 1 ft,22,21
73,1,3:28.0,,Offensive rebound by E. Freedom,22,21
74,1,3:28.0,,E. Freedom misses 2-pt layup from 1 ft,22,21
