,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,TORONTO_ACTION,OKLAHOMA CITY_SCORE,TORONTO_SCORE
34,1,7:38.0,,K. Lowry makes free throw 2 of 2,13,3
35,1,7:24.0,K. Durant makes 2-pt jump shot from 18 ft (assist by R. Westbrook),,15,3
36,1,7:10.0,,K. Lowry misses 3-pt jump shot from 26 ft,15,3
37,1,7:09.0,,Offensive rebound by N. Powell,15,3
38,1,7:01.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by L. Scola),15,5
39,1,6:50.0,Turnover by R. Westbrook (bad pass; steal by L. Scola),,15,5
40,1,6:39.0,,N. Powell makes 3-pt jump shot from 26 ft (assist by D. DeRozan),15,8
41,1,6:24.0,S. Adams makes 2-pt layup at rim (assist by K. Durant),,17,8
42,1,6:14.0,,J. Valančiūnas makes 2-pt layup from 1 ft (assist by K. Lowry),17,10
43,1,5:55.0,S. Ibaka misses 2-pt jump shot from 17 ft,,17,10
44,1,5:54.0,,Defensive rebound by J. Valančiūnas,17,10
45,1,5:44.0,,K. Lowry misses 3-pt jump shot from 26 ft,17,10
46,1,5:43.0,Defensive rebound by S. Adams,,17,10
47,1,5:36.0,R. Westbrook misses 2-pt layup from 2 ft (block by L. Scola),,17,10
48,1,5:35.0,Offensive rebound by R. Westbrook,,17,10
49,1,5:32.0,Personal foul by L. Scola,,17,10
50,1,5:32.0,,P. Patterson enters the game for L. Scola,17,10
51,1,5:32.0,D. Waiters enters the game for K. Durant,,17,10
52,1,5:17.0,R. Westbrook makes 3-pt jump shot from 28 ft (assist by D. Waiters),,20,10
53,1,4:57.0,,J. Valančiūnas misses 2-pt jump shot from 11 ft,20,10
54,1,4:56.0,Defensive rebound by A. Roberson,,20,10
55,1,4:50.0,Turnover by R. Westbrook (step out of bounds),,20,10
56,1,4:40.0,,D. DeRozan misses 2-pt layup from 3 ft,20,10
57,1,4:39.0,Defensive rebound by S. Ibaka,,20,10
58,1,4:36.0,Shooting foul by K. Lowry (drawn by R. Westbrook),,20,10
59,1,4:36.0,R. Westbrook makes free throw 1 of 2,,21,10
60,1,4:36.0,R. Westbrook makes free throw 2 of 2,,22,10
61,1,4:27.0,,Shooting foul by S. Adams (drawn by K. Lowry),22,10
62,1,4:27.0,,K. Lowry makes free throw 1 of 2,22,11
63,1,4:27.0,E. Freedom enters the game for A. Roberson,,22,11
64,1,4:27.0,K. Singler enters the game for S. Adams,,22,11
65,1,4:27.0,,B. Biyombo enters the game for J. Valančiūnas,22,11
66,1,4:27.0,,K. Lowry misses free throw 2 of 2,22,11
67,1,4:26.0,Defensive rebound by E. Freedom,,22,11
68,1,4:14.0,R. Westbrook misses 3-pt jump shot from 25 ft,,22,11
69,1,4:14.0,,Defensive rebound by B. Biyombo,22,11
70,1,4:07.0,,Personal foul by K. Singler,22,11
71,1,3:57.0,,D. DeRozan makes 2-pt jump shot from 3 ft,22,13
72,1,3:40.0,Shooting foul by B. Biyombo (drawn by R. Westbrook),,22,13
73,1,3:40.0,R. Westbrook misses free throw 1 of 2,,22,13
74,1,3:40.0,Offensive rebound by Team,,22,13
75,1,3:40.0,R. Westbrook misses free throw 2 of 2,,22,13
76,1,3:37.0,,Defensive rebound by D. DeRozan,22,13
77,1,3:22.0,,K. Lowry misses 2-pt jump shot from 8 ft,22,13
78,1,3:22.0,,Offensive rebound by B. Biyombo,22,13
79,1,3:20.0,,Toronto full timeout,22,13
80,1,3:12.0,,D. DeRozan misses 2-pt jump shot from 19 ft,22,13
81,1,3:11.0,Defensive rebound by R. Westbrook,,22,13
82,1,3:06.0,R. Westbrook misses 2-pt jump shot from 5 ft (block by N. Powell),,22,13
83,1,3:06.0,Offensive rebound by Team,,22,13
84,1,3:06.0,K. Durant enters the game for S. Ibaka,,22,13
85,1,3:06.0,R. Foye enters the game for R. Westbrook,,22,13
86,1,3:06.0,,J. Johnson enters the game for N. Powell,22,13
87,1,3:06.0,,C. Joseph enters the game for K. Lowry,22,13
88,1,3:03.0,D. Waiters misses 2-pt jump shot from 15 ft,,22,13
89,1,3:02.0,,Defensive rebound by J. Johnson,22,13
90,1,3:00.0,,Turnover by J. Johnson (bad pass; steal by D. Waiters),22,13
91,1,2:51.0,K. Singler misses 3-pt jump shot from 23 ft,,22,13
92,1,2:50.0,,Defensive rebound by C. Joseph,22,13
93,1,2:31.0,,P. Patterson misses 3-pt jump shot from 24 ft,22,13
94,1,2:30.0,Defensive rebound by E. Freedom,,22,13
95,1,2:15.0,K. Durant misses 2-pt jump shot from 15 ft,,22,13
96,1,2:15.0,Offensive rebound by E. Freedom,,22,13
97,1,2:13.0,E. Freedom makes 2-pt layup from 1 ft,,24,13
98,1,1:54.0,,D. DeRozan makes 2-pt jump shot from 19 ft,24,15
99,1,1:31.0,K. Singler misses 2-pt layup from 2 ft (block by P. Patterson),,24,15
100,1,1:30.0,,Defensive rebound by B. Biyombo,24,15
101,1,1:19.0,,Shooting block foul by E. Freedom (drawn by P. Patterson),24,15
102,1,1:19.0,Oklahoma City full timeout,,24,15
103,1,1:19.0,,P. Patterson makes free throw 1 of 2,24,16
104,1,1:19.0,,P. Patterson makes free throw 2 of 2,24,17
105,1,1:03.0,Turnover by K. Durant (lost ball; steal by C. Joseph),,24,17
106,1,0:58.0,,Personal foul by R. Foye,24,17
107,1,0:58.0,,D. DeRozan makes free throw 1 of 2,24,18
108,1,0:58.0,A. Morrow enters the game for K. Singler,,24,18
109,1,0:58.0,,D. DeRozan makes free throw 2 of 2,24,19
110,1,0:40.0,E. Freedom misses 2-pt hook shot from 5 ft,,24,19
111,1,0:39.0,,Defensive rebound by B. Biyombo,24,19
112,1,0:30.0,,D. DeRozan misses 2-pt jump shot from 14 ft,24,19
113,1,0:29.0,,Offensive rebound by B. Biyombo,24,19
114,1,0:29.0,,B. Biyombo makes 2-pt layup from 1 ft,24,21
115,1,0:29.0,,Shooting foul by A. Morrow (drawn by B. Biyombo),24,21
116,1,0:29.0,,B. Biyombo misses free throw 1 of 1,24,21
117,1,0:29.0,Defensive rebound by K. Durant,,24,21
118,1,0:07.0,A. Morrow makes 3-pt jump shot from 23 ft (assist by D. Waiters),,27,21
119,1,0:01.0,,D. DeRozan misses 2-pt jump shot from 7 ft (block by D. Waiters),27,21
120,1,0:00.0,Defensive rebound by D. Waiters,,27,21
121,2,11:46.0,,Turnover by K. Lowry (bad pass; steal by E. Freedom),27,21
122,2,11:36.0,D. Waiters makes 3-pt jump shot from 26 ft (assist by K. Durant),,30,21
123,2,11:10.0,,C. Joseph misses 2-pt layup from 4 ft,30,21
124,2,11:10.0,,Offensive rebound by J. Valančiūnas,30,21
125,2,11:08.0,,J. Valančiūnas misses 2-pt layup from 1 ft,30,21
126,2,11:07.0,,Offensive rebound by J. Valančiūnas,30,21
127,2,11:06.0,,J. Valančiūnas makes 2-pt layup from 1 ft,30,23
128,2,10:54.0,Turnover by R. Foye (bad pass),,30,23
129,2,10:45.0,,K. Lowry makes 3-pt jump shot from 24 ft (assist by C. Joseph),30,26
130,2,10:25.0,K. Durant misses 3-pt jump shot from 25 ft,,30,26
131,2,10:25.0,,Defensive rebound by J. Valančiūnas,30,26
132,2,10:06.0,,C. Joseph misses 2-pt jump shot from 3 ft (block by K. Durant),30,26
133,2,10:05.0,,Offensive rebound by C. Joseph,30,26
134,2,10:01.0,,K. Lowry misses 3-pt jump shot from 28 ft,30,26
135,2,10:00.0,,Offensive rebound by J. Johnson,30,26
136,2,9:56.0,,J. Johnson makes 2-pt layup from 2 ft,30,28
137,2,9:38.0,Turnover by A. Morrow (bad pass; steal by P. Patterson),,30,28
138,2,9:30.0,,P. Patterson makes 3-pt jump shot from 26 ft (assist by J. Johnson),30,31
139,2,9:29.0,Oklahoma City full timeout,,30,31
140,2,9:14.0,D. Waiters makes 3-pt jump shot from 22 ft (assist by R. Foye),,33,31
141,2,8:58.0,,K. Lowry misses 2-pt jump shot from 5 ft,33,31
142,2,8:57.0,,Offensive rebound by K. Lowry,33,31
143,2,8:56.0,,Turnover by K. Lowry (step out of bounds),33,31
144,2,8:56.0,S. Ibaka enters the game for R. Foye,,33,31
145,2,8:56.0,R. Westbrook enters the game for A. Morrow,,33,31
146,2,8:42.0,K. Durant misses 2-pt jump shot from 5 ft,,33,31
147,2,8:42.0,,Defensive rebound by J. Valančiūnas,33,31
148,2,8:27.0,,J. Valančiūnas misses 2-pt hook shot from 5 ft,33,31
149,2,8:26.0,Defensive rebound by R. Westbrook,,33,31
150,2,8:22.0,Shooting foul by K. Lowry (drawn by K. Durant),,33,31
151,2,8:22.0,K. Durant makes free throw 1 of 2,,34,31
152,2,8:22.0,S. Adams enters the game for E. Freedom,,34,31
153,2,8:22.0,K. Durant makes free throw 2 of 2,,35,31
154,2,7:59.0,,J. Johnson misses 2-pt jump shot from 16 ft,35,31
155,2,7:59.0,Defensive rebound by S. Ibaka,,35,31
156,2,7:51.0,K. Durant misses 3-pt jump shot from 25 ft,,35,31
157,2,7:51.0,,Defensive rebound by J. Valančiūnas,35,31
158,2,7:39.0,,J. Johnson misses 3-pt jump shot from 23 ft,35,31
159,2,7:39.0,Defensive rebound by S. Ibaka,,35,31
160,2,7:27.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,37,31
161,2,7:08.0,,K. Lowry misses 2-pt jump shot from 6 ft,37,31
162,2,7:08.0,Defensive rebound by K. Durant,,37,31
163,2,7:03.0,R. Westbrook makes 2-pt layup from 2 ft (assist by K. Durant),,39,31
164,2,6:57.0,,Toronto full timeout,39,31
165,2,6:57.0,,D. DeRozan enters the game for J. Valančiūnas,39,31
166,2,6:57.0,,B. Biyombo enters the game for J. Johnson,39,31
167,2,6:57.0,A. Roberson enters the game for K. Durant,,39,31
168,2,6:50.0,,Turnover by P. Patterson (bad pass; steal by R. Westbrook),39,31
169,2,6:46.0,R. Westbrook makes 2-pt dunk at rim,,41,31
170,2,6:34.0,,Shooting foul by S. Ibaka (drawn by B. Biyombo),41,31
171,2,6:34.0,,B. Biyombo makes free throw 1 of 2,41,32
172,2,6:34.0,,B. Biyombo makes free throw 2 of 2,41,33
173,2,6:23.0,S. Ibaka misses 2-pt jump shot from 21 ft,,41,33
174,2,6:22.0,,Defensive rebound by B. Biyombo,41,33
175,2,6:05.0,,K. Lowry makes 2-pt layup at rim,41,35
176,2,5:40.0,R. Westbrook misses 3-pt jump shot from 24 ft,,41,35
177,2,5:40.0,Offensive rebound by A. Roberson,,41,35
178,2,5:34.0,D. Waiters makes 3-pt jump shot from 24 ft (assist by S. Ibaka),,44,35
179,2,5:16.0,,P. Patterson makes 2-pt jump shot from 8 ft (assist by K. Lowry),44,37
180,2,4:54.0,R. Westbrook makes 2-pt jump shot from 7 ft,,46,37
181,2,4:30.0,,K. Lowry misses 2-pt layup from 3 ft (block by S. Adams),46,37
182,2,4:30.0,,Offensive rebound by Team,46,37
183,2,4:30.0,K. Durant enters the game for D. Waiters,,46,37
184,2,4:28.0,,C. Joseph makes 2-pt layup from 3 ft (assist by K. Lowry),46,39
185,2,4:19.0,Shooting foul by P. Patterson (drawn by S. Adams),,46,39
186,2,4:19.0,S. Adams makes free throw 1 of 2,,47,39
187,2,4:19.0,,N. Powell enters the game for C. Joseph,47,39
188,2,4:19.0,,L. Scola enters the game for P. Patterson,47,39
189,2,4:19.0,S. Adams makes free throw 2 of 2,,48,39
190,2,4:05.0,,N. Powell makes 2-pt layup from 2 ft (assist by D. DeRozan),48,41
191,2,3:50.0,K. Durant misses 3-pt jump shot from 25 ft,,48,41
192,2,3:50.0,Offensive rebound by R. Westbrook,,48,41
193,2,3:43.0,K. Durant misses 2-pt hook shot from 5 ft,,48,41
194,2,3:42.0,Offensive rebound by S. Adams,,48,41
195,2,3:41.0,S. Adams misses 2-pt layup from 1 ft,,48,41
196,2,3:41.0,,Defensive rebound by L. Scola,48,41
197,2,3:30.0,,D. DeRozan makes 2-pt jump shot from 11 ft,48,43
198,2,3:30.0,,Shooting block foul by A. Roberson (drawn by D. DeRozan),48,43
199,2,3:30.0,,D. DeRozan makes free throw 1 of 1,48,44
200,2,3:23.0,K. Durant makes 2-pt layup from 2 ft (assist by R. Westbrook),,50,44
201,2,2:59.0,,D. DeRozan misses 2-pt jump shot from 11 ft,50,44
202,2,2:59.0,Defensive rebound by K. Durant,,50,44
203,2,2:53.0,Shooting foul by D. DeRozan (drawn by K. Durant),,50,44
204,2,2:53.0,Official timeout,,50,44
205,2,2:53.0,K. Durant makes free throw 1 of 3,,51,44
206,2,2:53.0,K. Durant makes free throw 2 of 3,,52,44
207,2,2:53.0,K. Durant makes free throw 3 of 3,,53,44
208,2,2:38.0,,N. Powell misses 2-pt jump shot from 20 ft,53,44
209,2,2:37.0,,Offensive rebound by B. Biyombo,53,44
210,2,2:34.0,,B. Biyombo misses 2-pt layup from 1 ft,53,44
211,2,2:34.0,Defensive rebound by S. Adams,,53,44
212,2,2:34.0,,Technical foul by Team,53,44
213,2,2:34.0,K. Durant misses technical free throw,,53,44
214,2,2:34.0,Offensive rebound by Team,,53,44
215,2,2:23.0,S. Ibaka makes 2-pt jump shot from 20 ft (assist by R. Westbrook),,55,44
216,2,2:04.0,,D. DeRozan misses 2-pt jump shot from 10 ft,55,44
217,2,2:03.0,Defensive rebound by K. Durant,,55,44
218,2,1:53.0,S. Ibaka makes 2-pt jump shot from 17 ft,,57,44
219,2,1:35.0,,D. DeRozan makes 2-pt jump shot from 1 ft,57,46
220,2,1:21.0,K. Durant misses 2-pt jump shot from 15 ft,,57,46
221,2,1:21.0,Offensive rebound by Team,,57,46
222,2,1:21.0,,Loose ball foul by B. Biyombo,57,46
223,2,1:21.0,,C. Joseph enters the game for K. Lowry,57,46
224,2,1:01.0,Shooting foul by N. Powell (drawn by R. Westbrook),,57,46
225,2,1:01.0,R. Westbrook makes free throw 1 of 2,,58,46
226,2,1:01.0,,J. Valančiūnas enters the game for B. Biyombo,58,46
227,2,1:01.0,R. Westbrook makes free throw 2 of 2,,59,46
228,2,0:40.0,,Personal foul by A. Roberson,59,46
229,2,0:31.0,,D. DeRozan makes 2-pt jump shot from 5 ft,59,48
230,2,0:30.0,,Violation by Team (delay of game),59,48
231,2,0:26.0,Turnover by R. Westbrook (bad pass; steal by L. Scola),,59,48
232,2,0:21.0,,D. DeRozan misses 2-pt layup from 1 ft (block by S. Ibaka),59,48
233,2,0:20.0,Defensive rebound by S. Adams,,59,48
234,2,0:17.0,R. Westbrook makes 2-pt dunk at rim (assist by K. Durant),,61,48
235,2,0:00.0,,D. DeRozan misses 2-pt jump shot from 18 ft,61,48
236,2,0:00.0,,Offensive rebound by Team,61,48
237,3,11:50.0,,D. DeRozan misses 2-pt jump shot from 1 ft,61,48
238,3,11:49.0,Defensive rebound by S. Ibaka,,61,48
239,3,11:23.0,K. Durant misses 3-pt jump shot from 27 ft,,61,48
240,3,11:23.0,,Defensive rebound by N. Powell,61,48
241,3,11:10.0,,Shooting foul by K. Durant (drawn by K. Lowry),61,48
242,3,11:10.0,,K. Lowry makes free throw 1 of 2,61,49
243,3,11:10.0,,K. Lowry misses free throw 2 of 2,61,49
244,3,11:09.0,,Offensive rebound by Team,61,49
245,3,11:09.0,Loose ball foul by S. Adams,,61,49
246,3,10:51.0,,L. Scola misses 3-pt jump shot from 25 ft,61,49
247,3,10:50.0,Defensive rebound by K. Durant,,61,49
248,3,10:45.0,Personal foul by N. Powell,,61,49
249,3,10:37.0,S. Ibaka makes 2-pt jump shot from 17 ft (assist by S. Adams),,63,49
250,3,10:12.0,,D. DeRozan misses 2-pt jump shot from 5 ft,63,49
251,3,10:11.0,Defensive rebound by S. Adams,,63,49
252,3,10:05.0,K. Durant makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,66,49
253,3,9:44.0,,N. Powell makes 2-pt jump shot from 20 ft,66,51
254,3,9:31.0,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),,68,51
255,3,9:15.0,,K. Lowry makes 3-pt jump shot from 25 ft,68,54
256,3,8:49.0,R. Westbrook makes 2-pt layup from 2 ft (assist by S. Adams),,70,54
257,3,8:37.0,,Turnover by K. Lowry (bad pass; steal by A. Roberson),70,54
258,3,8:33.0,S. Ibaka makes 2-pt dunk at rim (assist by R. Westbrook),,72,54
259,3,8:33.0,,Toronto full timeout,72,54
260,3,8:17.0,,K. Lowry misses 3-pt jump shot from 25 ft,72,54
261,3,8:16.0,Defensive rebound by S. Ibaka,,72,54
262,3,7:58.0,S. Ibaka misses 3-pt jump shot from 23 ft,,72,54
263,3,7:57.0,Offensive rebound by S. Adams,,72,54
264,3,7:53.0,Shooting foul by J. Valančiūnas (drawn by A. Roberson),,72,54
265,3,7:53.0,A. Roberson misses free throw 1 of 2,,72,54
266,3,7:53.0,Offensive rebound by Team,,72,54
267,3,7:53.0,A. Roberson makes free throw 2 of 2,,73,54
268,3,7:40.0,,N. Powell makes 3-pt jump shot from 25 ft (assist by D. DeRozan),73,57
269,3,7:26.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,75,57
270,3,7:26.0,Shooting foul by L. Scola (drawn by S. Adams),,75,57
271,3,7:26.0,,B. Biyombo enters the game for L. Scola,75,57
272,3,7:26.0,,P. Patterson enters the game for J. Valančiūnas,75,57
273,3,7:26.0,S. Adams makes free throw 1 of 1,,76,57
274,3,7:10.0,,N. Powell makes 3-pt jump shot from 24 ft (assist by D. DeRozan),76,60
275,3,6:50.0,K. Durant misses 2-pt jump shot from 5 ft (block by N. Powell),,76,60
276,3,6:49.0,,Defensive rebound by N. Powell,76,60
277,3,6:45.0,,N. Powell misses 2-pt layup from 1 ft,76,60
278,3,6:44.0,Defensive rebound by R. Westbrook,,76,60
279,3,6:33.0,Turnover by S. Adams (lost ball),,76,60
280,3,6:23.0,,N. Powell makes 2-pt layup from 1 ft (assist by P. Patterson),76,62
281,3,6:21.0,Oklahoma City full timeout,,76,62
282,3,6:11.0,K. Durant misses 2-pt jump shot from 19 ft,,76,62
283,3,6:11.0,,Defensive rebound by N. Powell,76,62
284,3,5:58.0,,D. DeRozan misses 2-pt jump shot from 14 ft,76,62
285,3,5:58.0,Defensive rebound by A. Roberson,,76,62
286,3,5:46.0,R. Westbrook misses 2-pt layup from 2 ft (block by P. Patterson),,76,62
287,3,5:45.0,Offensive rebound by S. Adams,,76,62
288,3,5:39.0,A. Roberson makes 3-pt jump shot from 24 ft (assist by K. Durant),,79,62
289,3,5:16.0,,B. Biyombo misses 2-pt layup from 1 ft,79,62
290,3,5:16.0,Defensive rebound by S. Ibaka,,79,62
291,3,5:14.0,Personal foul by D. DeRozan,,79,62
292,3,5:14.0,D. Waiters enters the game for K. Durant,,79,62
293,3,5:03.0,,Violation by B. Biyombo (kicked ball),79,62
294,3,4:56.0,S. Ibaka misses 3-pt jump shot from 27 ft,,79,62
295,3,4:56.0,,Defensive rebound by D. DeRozan,79,62
296,3,4:39.0,,D. DeRozan makes 2-pt jump shot from 12 ft,79,64
297,3,4:20.0,S. Ibaka makes 3-pt jump shot from 23 ft (assist by D. Waiters),,82,64
298,3,4:14.0,,Turnover by K. Lowry (bad pass),82,64
299,3,4:14.0,E. Freedom enters the game for S. Adams,,82,64
300,3,4:03.0,R. Westbrook makes 2-pt jump shot from 4 ft,,84,64
301,3,3:46.0,,N. Powell misses 3-pt jump shot from 22 ft,84,64
302,3,3:46.0,,Offensive rebound by Team,84,64
303,3,3:38.0,,Personal block foul by E. Freedom,84,64
304,3,3:32.0,,D. DeRozan makes 2-pt layup from 2 ft,84,66
305,3,3:23.0,R. Westbrook makes 2-pt layup from 2 ft,,86,66
306,3,3:13.0,,B. Biyombo makes 2-pt dunk at rim (assist by K. Lowry),86,68
307,3,2:51.0,D. Waiters makes 2-pt jump shot from 22 ft,,88,68
308,3,2:33.0,,N. Powell misses 3-pt jump shot from 23 ft,88,68
309,3,2:32.0,Defensive rebound by S. Ibaka,,88,68
310,3,2:15.0,E. Freedom misses 2-pt jump shot from 12 ft,,88,68
311,3,2:15.0,Offensive rebound by Team,,88,68
312,3,2:15.0,,Loose ball foul by K. Lowry,88,68
313,3,2:15.0,A. Roberson makes free throw 1 of 2,,89,68
314,3,2:15.0,,C. Joseph enters the game for K. Lowry,89,68
315,3,2:15.0,R. Foye enters the game for S. Ibaka,,89,68
316,3,2:15.0,K. Durant enters the game for R. Westbrook,,89,68
317,3,2:15.0,,J. Johnson enters the game for N. Powell,89,68
318,3,2:15.0,A. Roberson makes free throw 2 of 2,,90,68
319,3,1:56.0,,J. Johnson misses 3-pt jump shot from 24 ft,90,68
320,3,1:55.0,Defensive rebound by A. Roberson,,90,68
321,3,1:46.0,K. Singler enters the game for A. Roberson,,90,68
322,3,1:33.0,K. Durant misses 3-pt jump shot from 26 ft,,90,68
323,3,1:33.0,Offensive rebound by E. Freedom,,90,68
324,3,1:32.0,Shooting foul by B. Biyombo (drawn by E. Freedom),,90,68
325,3,1:32.0,E. Freedom makes free throw 1 of 2,,91,68
326,3,1:32.0,E. Freedom makes free throw 2 of 2,,92,68
327,3,1:19.0,,P. Patterson misses 3-pt jump shot from 22 ft,92,68
328,3,1:18.0,Defensive rebound by D. Waiters,,92,68
329,3,1:05.0,K. Durant misses 2-pt layup from 2 ft (block by B. Biyombo),,92,68
330,3,1:03.0,,Defensive rebound by P. Patterson,92,68
331,3,1:01.0,,C. Joseph makes 2-pt layup from 3 ft (assist by J. Johnson),92,70
332,3,1:01.0,,Shooting foul by K. Singler (drawn by C. Joseph),92,70
333,3,1:01.0,,C. Joseph makes free throw 1 of 1,92,71
334,3,0:36.0,K. Durant makes 3-pt jump shot from 25 ft (assist by K. Singler),,95,71
335,3,0:28.0,,C. Joseph misses 2-pt layup at rim,95,71
336,3,0:28.0,Defensive rebound by E. Freedom,,95,71
337,3,0:08.0,K. Durant misses 3-pt jump shot from 25 ft,,95,71
338,3,0:08.0,,Defensive rebound by Team,95,71
339,3,0:08.0,Loose ball foul by E. Freedom,,95,71
340,3,0:08.0,,B. Biyombo misses free throw 1 of 2,95,71
341,3,0:08.0,,Offensive rebound by Team,95,71
342,3,0:08.0,,B. Biyombo makes free throw 2 of 2,95,72
343,3,0:05.0,Personal foul by J. Johnson,,95,72
344,3,0:05.0,K. Durant makes free throw 1 of 2,,96,72
345,3,0:05.0,K. Durant makes free throw 2 of 2,,97,72
346,3,0:00.0,,C. Joseph makes 2-pt jump shot from 14 ft,97,74
347,4,11:35.0,R. Foye misses 2-pt jump shot from 20 ft,,97,74
348,4,11:35.0,,Defensive rebound by J. Valančiūnas,97,74
349,4,11:23.0,,Personal foul by R. Foye,97,74
350,4,11:10.0,,J. Johnson makes 2-pt layup from 3 ft,97,76
351,4,10:53.0,D. Waiters misses 3-pt jump shot from 26 ft,,97,76
352,4,10:52.0,,Defensive rebound by J. Johnson,97,76
353,4,10:45.0,,Turnover by J. Johnson (bad pass; steal by D. Waiters),97,76
354,4,10:39.0,D. Waiters misses 2-pt layup from 3 ft,,97,76
355,4,10:38.0,Offensive rebound by K. Singler,,97,76
356,4,10:37.0,K. Singler misses 2-pt layup from 3 ft,,97,76
357,4,10:36.0,,Defensive rebound by J. Johnson,97,76
358,4,10:32.0,,J. Valančiūnas makes 2-pt layup from 2 ft (assist by J. Johnson),97,78
359,4,10:32.0,Oklahoma City full timeout,,97,78
360,4,10:18.0,K. Singler misses 2-pt hook shot from 5 ft,,97,78
361,4,10:18.0,,Defensive rebound by P. Patterson,97,78
362,4,10:05.0,,P. Patterson makes 2-pt layup from 4 ft,97,80
363,4,9:49.0,E. Freedom misses 2-pt jump shot from 9 ft,,97,80
364,4,9:48.0,Offensive rebound by E. Freedom,,97,80
365,4,9:46.0,R. Westbrook enters the game for R. Foye,,97,80
366,4,9:42.0,K. Durant makes 2-pt jump shot from 13 ft,,99,80
367,4,9:27.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by C. Joseph),99,82
368,4,9:15.0,K. Durant makes 2-pt layup from 2 ft (assist by R. Westbrook),,101,82
369,4,9:02.0,,Turnover by C. Joseph (lost ball; steal by D. Waiters),101,82
370,4,9:00.0,,Offensive charge foul by D. Waiters (drawn by J. Johnson),101,82
371,4,9:00.0,Turnover by D. Waiters (offensive foul),,101,82
372,4,8:42.0,,K. Lowry makes 2-pt jump shot from 9 ft,101,84
373,4,8:22.0,K. Durant misses 2-pt jump shot from 19 ft,,101,84
374,4,8:21.0,,Defensive rebound by P. Patterson,101,84
375,4,8:14.0,,P. Patterson makes 3-pt jump shot from 23 ft (assist by J. Johnson),101,87
376,4,7:52.0,Shooting foul by K. Lowry (drawn by R. Westbrook),,101,87
377,4,7:52.0,R. Westbrook makes free throw 1 of 2,,102,87
378,4,7:52.0,S. Ibaka enters the game for E. Freedom,,102,87
379,4,7:52.0,S. Adams enters the game for K. Singler,,102,87
380,4,7:52.0,R. Westbrook misses free throw 2 of 2,,102,87
381,4,7:51.0,Offensive rebound by R. Westbrook,,102,87
382,4,7:47.0,R. Westbrook makes 2-pt layup from 1 ft,,104,87
383,4,7:22.0,,K. Lowry misses 3-pt jump shot from 36 ft,104,87
384,4,7:22.0,,Offensive rebound by Team,104,87
385,4,7:22.0,,Turnover by Team (shot clock),104,87
