,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,UTAH_ACTION,LA CLIPPERS_SCORE,UTAH_SCORE
0,1,11:42.0,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),,2,0
1,1,11:20.0,,R. Hood misses 2-pt jump shot from 18 ft,2,0
2,1,11:20.0,Defensive rebound by D. Jordan,,2,0
3,1,11:10.0,Turnover by J. Smith (bad pass; steal by J. Withey),,2,0
4,1,10:49.0,,R. Neto misses 2-pt jump shot from 8 ft,2,0
5,1,10:48.0,Defensive rebound by J. Smith,,2,0
6,1,10:27.0,C. Paul misses 2-pt jump shot from 21 ft,,2,0
7,1,10:26.0,,Defensive rebound by T. Lyles,2,0
8,1,10:07.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by G. Hayward),2,3
9,1,9:51.0,Personal foul by R. Neto (drawn by C. Paul),,2,3
10,1,9:36.0,J. Smith misses 2-pt jump shot from 18 ft,,2,3
11,1,9:35.0,,Defensive rebound by G. Hayward,2,3
12,1,9:24.0,,R. Hood misses 2-pt jump shot from 7 ft,2,3
13,1,9:23.0,Defensive rebound by D. Jordan,,2,3
14,1,9:21.0,Turnover by D. Jordan (bad pass; steal by R. Neto),,2,3
15,1,9:15.0,,R. Neto misses 2-pt layup from 2 ft,2,3
16,1,9:15.0,Defensive rebound by J. Smith,,2,3
17,1,9:01.0,J. Redick makes 2-pt jump shot from 21 ft (assist by C. Paul),,4,3
18,1,8:47.0,,J. Withey misses 2-pt jump shot from 5 ft,4,3
19,1,8:46.0,Defensive rebound by D. Jordan,,4,3
20,1,8:38.0,J. Smith misses 2-pt dunk at rim (block by J. Withey),,4,3
21,1,8:36.0,,Defensive rebound by J. Withey,4,3
22,1,8:27.0,Violation by D. Jordan (kicked ball),,4,3
23,1,8:27.0,,T. Booker enters the game for J. Withey,4,3
24,1,8:20.0,,G. Hayward makes 2-pt layup from 2 ft,4,5
25,1,8:16.0,Turnover by D. Jordan (bad pass),,4,5
26,1,8:13.0,,R. Neto makes 3-pt jump shot from 24 ft (assist by G. Hayward),4,8
27,1,7:58.0,J. Redick misses 2-pt jump shot from 20 ft,,4,8
28,1,7:57.0,,Defensive rebound by T. Booker,4,8
29,1,7:38.0,,R. Neto makes 2-pt layup from 2 ft,4,10
30,1,7:16.0,D. Jordan misses 2-pt jump shot from 3 ft,,4,10
31,1,7:15.0,,Defensive rebound by G. Hayward,4,10
32,1,7:07.0,,R. Neto misses 3-pt jump shot from 23 ft,4,10
33,1,7:07.0,Defensive rebound by Team,,4,10
34,1,7:05.0,P. Pierce enters the game for J. Smith,,4,10
35,1,6:49.0,P. Pierce misses 3-pt jump shot from 25 ft,,4,10
36,1,6:48.0,Offensive rebound by D. Jordan,,4,10
37,1,6:48.0,Personal foul by G. Hayward (drawn by D. Jordan),,4,10
38,1,6:48.0,,A. Burks enters the game for R. Hood,4,10
39,1,6:36.0,J. Redick misses 3-pt jump shot from 24 ft,,4,10
40,1,6:34.0,,Defensive rebound by T. Lyles,4,10
41,1,6:22.0,,G. Hayward makes 2-pt layup from 2 ft (assist by T. Lyles),4,12
42,1,6:19.0,LA Clippers full timeout,,4,12
43,1,6:10.0,L. Mbah a Moute makes 2-pt jump shot from 21 ft (assist by C. Paul),,6,12
44,1,5:54.0,,T. Booker makes 2-pt layup from 2 ft (assist by G. Hayward),6,14
45,1,5:30.0,P. Pierce misses 2-pt jump shot from 8 ft,,6,14
46,1,5:30.0,Offensive rebound by D. Jordan,,6,14
47,1,5:24.0,C. Paul makes 3-pt jump shot from 23 ft (assist by D. Jordan),,9,14
48,1,5:01.0,,A. Burks makes 2-pt dunk at rim (assist by R. Neto),9,16
49,1,4:38.0,C. Paul misses 2-pt jump shot from 16 ft,,9,16
50,1,4:35.0,,Defensive rebound by A. Burks,9,16
51,1,4:21.0,,A. Burks makes 3-pt jump shot from 23 ft,9,19
52,1,4:01.0,W. Johnson enters the game for L. Mbah a Moute,,9,19
53,1,4:01.0,J. Crawford enters the game for J. Redick,,9,19
54,1,4:01.0,,T. Burke enters the game for R. Neto,9,19
55,1,3:56.0,P. Pierce makes 2-pt dunk at rim,,11,19
56,1,3:32.0,,T. Burke misses 2-pt jump shot from 10 ft,11,19
57,1,3:31.0,,Offensive rebound by T. Burke,11,19
58,1,3:21.0,,Turnover by A. Burks (step out of bounds),11,19
59,1,3:21.0,,J. Ingles enters the game for T. Lyles,11,19
60,1,2:59.0,C. Paul misses 2-pt jump shot from 18 ft,,11,19
61,1,2:58.0,,Defensive rebound by J. Ingles,11,19
62,1,2:42.0,,Shooting foul by D. Jordan (drawn by G. Hayward),11,19
63,1,2:42.0,,Utah full timeout,11,19
64,1,2:42.0,C. Aldrich enters the game for D. Jordan,,11,19
65,1,2:42.0,,G. Hayward makes free throw 1 of 2,11,20
66,1,2:42.0,,G. Hayward makes free throw 2 of 2,11,21
67,1,2:30.0,W. Johnson misses 2-pt jump shot from 22 ft,,11,21
68,1,2:30.0,,Defensive rebound by A. Burks,11,21
69,1,2:14.0,,T. Burke misses 3-pt jump shot from 23 ft,11,21
70,1,2:14.0,Defensive rebound by P. Pierce,,11,21
71,1,2:06.0,Turnover by J. Crawford (bad pass),,11,21
72,1,2:06.0,,J. Withey enters the game for T. Booker,11,21
73,1,2:06.0,P. Prigioni enters the game for C. Paul,,11,21
74,1,1:50.0,,Turnover by G. Hayward (lost ball; steal by W. Johnson),11,21
75,1,1:48.0,Turnover by W. Johnson (lost ball; steal by G. Hayward),,11,21
76,1,1:41.0,,G. Hayward misses 2-pt jump shot from 7 ft,11,21
77,1,1:41.0,Defensive rebound by C. Aldrich,,11,21
78,1,1:24.0,W. Johnson makes 3-pt jump shot from 22 ft (assist by C. Aldrich),,14,21
79,1,1:03.0,,Personal foul by C. Aldrich (drawn by J. Ingles),14,21
80,1,1:03.0,,E. Millsap enters the game for G. Hayward,14,21
81,1,0:57.0,,J. Ingles makes 3-pt jump shot from 24 ft,14,24
82,1,0:42.0,W. Johnson makes 2-pt jump shot from 17 ft,,16,24
83,1,0:31.0,,J. Withey makes 2-pt jump shot from 6 ft (assist by A. Burks),16,26
84,1,0:07.0,J. Crawford misses 2-pt jump shot from 19 ft,,16,26
85,1,0:06.0,Offensive rebound by C. Aldrich,,16,26
86,1,0:05.0,C. Aldrich makes 2-pt jump shot from 2 ft,,18,26
87,1,0:01.0,,T. Burke misses 3-pt jump shot from 31 ft,18,26
88,1,0:00.0,,Offensive rebound by Team,18,26
89,2,11:40.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by T. Burke),18,29
90,2,11:26.0,W. Johnson makes 2-pt dunk at rim (assist by C. Aldrich),,20,29
91,2,11:06.0,,Turnover by J. Ingles (bad pass; steal by P. Prigioni),20,29
92,2,11:00.0,W. Johnson misses 3-pt jump shot from 24 ft,,20,29
93,2,10:59.0,,Defensive rebound by J. Withey,20,29
94,2,10:48.0,,T. Burke misses 3-pt jump shot from 24 ft,20,29
95,2,10:47.0,Defensive rebound by J. Crawford,,20,29
96,2,10:37.0,C. Aldrich makes 2-pt layup from 2 ft (assist by J. Crawford),,22,29
97,2,10:18.0,,J. Withey misses 2-pt dunk at rim (block by C. Aldrich),22,29
98,2,10:17.0,Defensive rebound by P. Pierce,,22,29
99,2,10:09.0,W. Johnson makes 2-pt jump shot from 12 ft (assist by P. Pierce),,24,29
100,2,9:49.0,,T. Burke makes 2-pt layup from 1 ft (assist by J. Ingles),24,31
101,2,9:23.0,P. Pierce makes 3-pt jump shot from 23 ft (assist by W. Johnson),,27,31
102,2,9:10.0,,T. Burke misses 3-pt jump shot from 22 ft,27,31
103,2,9:08.0,Defensive rebound by P. Pierce,,27,31
104,2,8:53.0,Turnover by W. Johnson (step out of bounds),,27,31
105,2,8:53.0,,Utah full timeout,27,31
106,2,8:53.0,L. Stephenson enters the game for P. Pierce,,27,31
107,2,8:53.0,,R. Neto enters the game for T. Burke,27,31
108,2,8:53.0,,T. Lyles enters the game for J. Withey,27,31
109,2,8:44.0,,A. Burks makes 2-pt jump shot from 18 ft,27,33
110,2,8:21.0,J. Crawford misses 2-pt jump shot from 15 ft (block by E. Millsap),,27,33
111,2,8:20.0,,Defensive rebound by T. Lyles,27,33
112,2,8:09.0,,J. Ingles misses 3-pt jump shot from 23 ft,27,33
113,2,8:09.0,Defensive rebound by J. Crawford,,27,33
114,2,7:49.0,W. Johnson misses 3-pt jump shot from 23 ft,,27,33
115,2,7:48.0,,Defensive rebound by A. Burks,27,33
116,2,7:40.0,,Personal foul by W. Johnson (drawn by J. Ingles),27,33
117,2,7:40.0,,R. Hood enters the game for E. Millsap,27,33
118,2,7:27.0,,R. Neto makes 2-pt jump shot from 12 ft,27,35
119,2,7:16.0,C. Aldrich makes 2-pt dunk at rim (assist by P. Prigioni),,29,35
120,2,7:02.0,,Shooting foul by C. Aldrich (drawn by T. Lyles),29,35
121,2,7:02.0,,T. Lyles misses free throw 1 of 2,29,35
122,2,7:02.0,,Offensive rebound by Team,29,35
123,2,7:02.0,C. Paul enters the game for P. Prigioni,,29,35
124,2,7:02.0,D. Jordan enters the game for C. Aldrich,,29,35
125,2,7:02.0,J. Redick enters the game for W. Johnson,,29,35
126,2,7:02.0,,G. Hayward enters the game for J. Ingles,29,35
127,2,7:02.0,,T. Lyles makes free throw 2 of 2,29,36
128,2,6:55.0,Turnover by D. Jordan (offensive foul),,29,36
129,2,6:55.0,Offensive foul by D. Jordan (drawn by R. Hood),,29,36
130,2,6:55.0,,T. Booker enters the game for T. Lyles,29,36
131,2,6:46.0,,Personal foul by J. Crawford (drawn by T. Booker),29,36
132,2,6:44.0,,Personal foul by J. Crawford (drawn by A. Burks),29,36
133,2,6:39.0,,Turnover by A. Burks (traveling),29,36
134,2,6:24.0,J. Crawford misses 2-pt jump shot from 22 ft,,29,36
135,2,6:24.0,,Defensive rebound by T. Booker,29,36
136,2,6:16.0,,Turnover by G. Hayward (offensive foul),29,36
137,2,6:16.0,,Offensive foul by G. Hayward (drawn by C. Paul),29,36
138,2,5:59.0,Shooting foul by A. Burks (drawn by J. Crawford),,29,36
139,2,5:59.0,,Utah full timeout,29,36
140,2,5:59.0,,J. Ingles enters the game for A. Burks,29,36
141,2,5:59.0,J. Crawford makes free throw 1 of 3,,30,36
142,2,5:59.0,J. Crawford makes free throw 2 of 3,,31,36
143,2,5:59.0,J. Crawford makes free throw 3 of 3,,32,36
144,2,5:49.0,,Shooting foul by L. Stephenson (drawn by G. Hayward),32,36
145,2,5:49.0,,G. Hayward makes free throw 1 of 2,32,37
146,2,5:49.0,,A. Burks enters the game for R. Hood,32,37
147,2,5:49.0,,G. Hayward makes free throw 2 of 2,32,38
148,2,5:26.0,D. Jordan makes 2-pt dunk at rim (assist by L. Stephenson),,34,38
149,2,5:10.0,,T. Booker misses 2-pt layup from 2 ft,34,38
150,2,5:09.0,Defensive rebound by D. Jordan,,34,38
151,2,5:07.0,Turnover by L. Stephenson (lost ball; steal by R. Neto),,34,38
