,QUARTER,TIME_REMAINING,INDIANA_ACTION,ORLANDO_ACTION,INDIANA_SCORE,ORLANDO_SCORE
103,1,1:03.0,,Offensive rebound by E. İlyasova,18,18
104,1,1:03.0,,E. İlyasova makes 2-pt layup from 1 ft,18,20
105,1,0:50.0,J. Hill makes 2-pt jump shot from 9 ft (assist by J. Young),,20,20
106,1,0:30.0,,N. Vučević makes 2-pt hook shot from 4 ft (assist by B. Jennings),20,22
107,1,0:17.0,Turnover by J. Young (lost ball; steal by B. Jennings),,20,22
108,1,0:11.0,,B. Jennings misses 2-pt layup from 1 ft,20,22
109,1,0:10.0,Defensive rebound by J. Hill,,20,22
110,1,0:00.0,J. Hill misses 2-pt jump shot from 18 ft,,20,22
111,1,0:00.0,Offensive rebound by Team,,20,22
112,2,11:48.0,,N. Vučević misses 2-pt jump shot from 10 ft,20,22
113,2,11:46.0,,Offensive rebound by E. İlyasova,20,22
114,2,11:46.0,,E. İlyasova misses 2-pt layup from 1 ft,20,22
115,2,11:43.0,Defensive rebound by J. Hill,,20,22
116,2,11:27.0,C. Miles misses 3-pt jump shot from 22 ft,,20,22
117,2,11:24.0,Offensive rebound by S. Hill,,20,22
118,2,11:15.0,Personal foul by B. Jennings,,20,22
119,2,11:06.0,C. Miles makes 2-pt jump shot from 16 ft (assist by J. Hill),,22,22
120,2,10:47.0,,Shooting foul by J. Hill (drawn by N. Vučević),22,22
121,2,10:47.0,,N. Vučević misses free throw 1 of 2,22,22
122,2,10:47.0,,Offensive rebound by Team,22,22
123,2,10:47.0,,N. Vučević makes free throw 2 of 2,22,23
124,2,10:35.0,Turnover by C. Miles (bad pass; steal by V. Oladipo),,22,23
125,2,10:27.0,,M. Hezonja misses 3-pt jump shot from 25 ft,22,23
126,2,10:26.0,Defensive rebound by J. Hill,,22,23
127,2,10:24.0,Turnover by J. Hill (bad pass; steal by V. Oladipo),,22,23
128,2,10:24.0,,Shooting foul by C. Miles (drawn by V. Oladipo),22,23
129,2,10:24.0,,V. Oladipo makes free throw 1 of 2,22,24
130,2,10:24.0,,V. Oladipo makes free throw 2 of 2,22,25
131,2,10:10.0,J. Hill makes 2-pt jump shot from 13 ft,,24,25
132,2,9:54.0,,E. İlyasova makes 3-pt jump shot from 23 ft (assist by B. Jennings),24,28
133,2,9:42.0,C. Miles misses 3-pt jump shot from 24 ft,,24,28
134,2,9:41.0,Offensive rebound by Team,,24,28
135,2,9:29.0,Shooting foul by N. Vučević (drawn by S. Hill),,24,28
136,2,9:29.0,S. Hill makes free throw 1 of 2,,25,28
137,2,9:29.0,S. Hill misses free throw 2 of 2,,25,28
138,2,9:27.0,,Defensive rebound by N. Vučević,25,28
139,2,9:15.0,,N. Vučević makes 2-pt hook shot from 4 ft (assist by V. Oladipo),25,30
140,2,8:57.0,Turnover by C. Miles (lost ball; steal by B. Jennings),,25,30
141,2,8:55.0,,B. Jennings makes 2-pt layup from 1 ft,25,32
142,2,8:55.0,Indiana full timeout,,25,32
143,2,8:55.0,M. Ellis enters the game for J. Young,,25,32
144,2,8:38.0,Shooting foul by B. Jennings (drawn by J. Hill),,25,32
145,2,8:38.0,J. Hill misses free throw 1 of 2,,25,32
146,2,8:38.0,Offensive rebound by Team,,25,32
147,2,8:38.0,,E. Payton enters the game for B. Jennings,25,32
148,2,8:38.0,J. Hill makes free throw 2 of 2,,26,32
149,2,8:26.0,,E. İlyasova misses 2-pt jump shot from 18 ft,26,32
150,2,8:25.0,,Offensive rebound by N. Vučević,26,32
151,2,8:04.0,,E. İlyasova misses 3-pt jump shot from 25 ft,26,32
152,2,8:03.0,Defensive rebound by J. Hill,,26,32
153,2,7:56.0,Turnover by M. Ellis (lost ball),,26,32
154,2,7:51.0,,Personal foul by M. Ellis (drawn by E. Payton),26,32
155,2,7:45.0,,E. İlyasova misses 3-pt jump shot from 25 ft,26,32
156,2,7:44.0,Defensive rebound by J. Hill,,26,32
157,2,7:25.0,J. Hill makes 2-pt layup from 1 ft,,28,32
158,2,7:11.0,,N. Vučević makes 2-pt hook shot from 3 ft (assist by V. Oladipo),28,34
159,2,7:02.0,M. Ellis misses 2-pt layup from 1 ft,,28,34
160,2,7:00.0,Offensive rebound by J. Hill,,28,34
161,2,7:00.0,J. Hill makes 2-pt layup at rim,,30,34
162,2,7:00.0,,Orlando full timeout,30,34
163,2,7:00.0,,E. Fournier enters the game for E. İlyasova,30,34
164,2,7:00.0,,A. Gordon enters the game for M. Hezonja,30,34
165,2,6:48.0,,E. Fournier makes 3-pt jump shot from 26 ft (assist by E. Payton),30,37
166,2,6:32.0,C. Miles makes 3-pt jump shot from 22 ft (assist by L. Allen),,33,37
167,2,6:11.0,,N. Vučević makes 2-pt jump shot from 18 ft (assist by A. Gordon),33,39
168,2,6:00.0,Offensive foul by C. Miles (drawn by E. Payton),,33,39
169,2,6:00.0,Turnover by C. Miles (offensive foul),,33,39
170,2,6:00.0,M. Turner enters the game for L. Allen,,33,39
171,2,6:00.0,P. George enters the game for C. Miles,,33,39
172,2,5:41.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by E. Payton),33,41
173,2,5:16.0,M. Ellis makes 2-pt layup from 2 ft,,35,41
174,2,5:09.0,I. Mahinmi enters the game for J. Hill,,35,41
175,2,5:09.0,G. Hill enters the game for S. Hill,,35,41
176,2,5:03.0,,Personal foul by P. George (drawn by E. Fournier),35,41
177,2,4:52.0,,N. Vučević misses 2-pt layup from 1 ft (block by M. Turner),35,41
178,2,4:49.0,Defensive rebound by I. Mahinmi,,35,41
179,2,4:41.0,P. George misses 3-pt jump shot from 24 ft,,35,41
180,2,4:40.0,,Defensive rebound by V. Oladipo,35,41
181,2,4:33.0,,Turnover by N. Vučević (3 sec),35,41
182,2,4:19.0,G. Hill misses 2-pt jump shot from 17 ft,,35,41
183,2,4:18.0,,Defensive rebound by A. Gordon,35,41
184,2,4:05.0,,N. Vučević misses 2-pt jump shot from 6 ft,35,41
185,2,4:04.0,Defensive rebound by M. Turner,,35,41
186,2,3:40.0,M. Ellis makes 3-pt jump shot from 23 ft (assist by P. George),,38,41
187,2,3:24.0,,V. Oladipo makes 2-pt jump shot from 19 ft,38,43
188,2,3:16.0,Personal foul by E. Payton (drawn by G. Hill),,38,43
189,2,3:04.0,I. Mahinmi makes 2-pt dunk at rim (assist by G. Hill),,40,43
190,2,2:44.0,,E. Fournier misses 2-pt layup from 2 ft (block by M. Ellis),40,43
191,2,2:43.0,Defensive rebound by I. Mahinmi,,40,43
192,2,2:38.0,P. George makes 3-pt jump shot from 22 ft (assist by M. Ellis),,43,43
193,2,2:38.0,,Orlando full timeout,43,43
194,2,2:38.0,Official timeout,,43,43
195,2,2:20.0,,A. Gordon misses 2-pt jump shot from 3 ft (block by M. Turner),43,43
196,2,2:20.0,,Offensive rebound by Team,43,43
197,2,2:14.0,,V. Oladipo misses 2-pt jump shot from 11 ft,43,43
198,2,2:14.0,,Offensive rebound by Team,43,43
199,2,2:13.0,,Turnover by Team (shot clock),43,43
200,2,2:00.0,Turnover by I. Mahinmi (bad pass),,43,43
201,2,2:00.0,,C. Watson enters the game for E. Fournier,43,43
202,2,1:49.0,,N. Vučević makes 2-pt jump shot from 14 ft (assist by A. Gordon),43,45
203,2,1:30.0,Personal foul by E. Payton (drawn by G. Hill),,43,45
204,2,1:30.0,G. Hill makes free throw 1 of 2,,44,45
205,2,1:30.0,G. Hill makes free throw 2 of 2,,45,45
206,2,1:14.0,,V. Oladipo misses 3-pt jump shot from 24 ft,45,45
207,2,1:13.0,Defensive rebound by I. Mahinmi,,45,45
208,2,1:01.0,P. George misses 3-pt jump shot from 24 ft,,45,45
209,2,1:00.0,,Defensive rebound by N. Vučević,45,45
210,2,0:52.0,,A. Gordon misses 2-pt layup from 1 ft,45,45
211,2,0:51.0,,Offensive rebound by A. Gordon,45,45
212,2,0:51.0,,A. Gordon misses 2-pt layup from 1 ft,45,45
213,2,0:49.0,Defensive rebound by M. Turner,,45,45
214,2,0:46.0,P. George makes 2-pt dunk at rim,,47,45
215,2,0:36.0,C. Miles enters the game for P. George,,47,45
216,2,0:26.0,,Shooting foul by G. Hill (drawn by E. Payton),47,45
217,2,0:26.0,,E. Payton makes free throw 1 of 2,47,46
218,2,0:26.0,Indiana full timeout,,47,46
219,2,0:26.0,,E. Payton makes free throw 2 of 2,47,47
220,2,0:05.0,Turnover by M. Ellis (bad pass),,47,47
221,2,0:00.0,,E. Payton misses 3-pt jump shot from 25 ft (block by G. Hill),47,47
222,2,0:00.0,,Offensive rebound by E. Payton,47,47
223,3,11:47.0,,E. Payton misses 2-pt jump shot from 7 ft,47,47
224,3,11:44.0,,Offensive rebound by N. Vučević,47,47
225,3,11:44.0,,N. Vučević makes 2-pt layup from 1 ft,47,49
226,3,11:36.0,G. Hill misses 2-pt layup from 2 ft,,47,49
227,3,11:35.0,,Defensive rebound by E. Payton,47,49
228,3,11:30.0,,Turnover by E. Payton (bad pass),47,49
229,3,11:14.0,Personal foul by E. Fournier (drawn by P. George),,47,49
230,3,11:08.0,P. George makes 2-pt layup from 1 ft (assist by I. Mahinmi),,49,49
231,3,10:49.0,,A. Gordon makes 2-pt hook shot from 5 ft,49,51
232,3,10:33.0,M. Turner makes 2-pt jump shot from 20 ft (assist by G. Hill),,51,51
233,3,10:22.0,,Shooting foul by P. George (drawn by E. Fournier),51,51
234,3,10:22.0,,E. Fournier makes 2-pt layup from 1 ft (assist by V. Oladipo),51,53
235,3,10:22.0,,E. Fournier makes free throw 1 of 1,51,54
236,3,10:10.0,G. Hill misses 2-pt layup from 2 ft,,51,54
237,3,10:08.0,,Defensive rebound by N. Vučević,51,54
238,3,10:00.0,,A. Gordon misses 3-pt jump shot from 24 ft,51,54
239,3,9:58.0,Defensive rebound by M. Ellis,,51,54
240,3,9:54.0,M. Ellis misses 2-pt layup from 2 ft,,51,54
241,3,9:53.0,,Defensive rebound by A. Gordon,51,54
242,3,9:47.0,,V. Oladipo misses 2-pt layup from 1 ft,51,54
243,3,9:45.0,Defensive rebound by G. Hill,,51,54
244,3,9:40.0,Shooting foul by N. Vučević (drawn by G. Hill),,51,54
245,3,9:40.0,G. Hill misses free throw 1 of 2,,51,54
246,3,9:40.0,Offensive rebound by Team,,51,54
247,3,9:40.0,G. Hill makes free throw 2 of 2,,52,54
248,3,9:28.0,,Personal foul by M. Ellis (drawn by V. Oladipo),52,54
249,3,9:21.0,,Turnover by V. Oladipo (bad pass; steal by I. Mahinmi),52,54
250,3,9:17.0,G. Hill makes 2-pt layup from 2 ft (assist by P. George),,54,54
251,3,9:08.0,,E. Payton makes 2-pt layup at rim,54,56
252,3,9:01.0,Personal foul by A. Gordon (drawn by M. Ellis),,54,56
253,3,8:52.0,M. Turner misses 2-pt jump shot from 19 ft,,54,56
254,3,8:50.0,,Defensive rebound by V. Oladipo,54,56
255,3,8:43.0,,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),54,58
256,3,8:40.0,Turnover by I. Mahinmi (bad pass; steal by E. Payton),,54,58
257,3,8:37.0,,E. Payton misses 2-pt dunk at rim,54,58
258,3,8:36.0,Defensive rebound by G. Hill,,54,58
259,3,8:29.0,M. Turner misses 2-pt hook shot from 2 ft,,54,58
260,3,8:26.0,,Defensive rebound by A. Gordon,54,58
261,3,8:17.0,,A. Gordon misses 3-pt jump shot from 23 ft,54,58
262,3,8:16.0,Defensive rebound by I. Mahinmi,,54,58
263,3,8:01.0,Personal foul by E. Payton (drawn by P. George),,54,58
264,3,7:58.0,P. George makes 2-pt dunk at rim,,56,58
265,3,7:38.0,,V. Oladipo makes 2-pt jump shot from 6 ft,56,60
266,3,7:24.0,P. George misses 2-pt jump shot from 17 ft,,56,60
267,3,7:23.0,,Defensive rebound by N. Vučević,56,60
268,3,7:14.0,,Turnover by E. Payton (bad pass; steal by M. Ellis),56,60
269,3,7:08.0,Shooting foul by V. Oladipo (drawn by P. George),,56,60
270,3,7:08.0,P. George makes free throw 1 of 2,,57,60
271,3,7:08.0,P. George misses free throw 2 of 2,,57,60
272,3,7:07.0,,Defensive rebound by A. Gordon,57,60
273,3,6:53.0,,V. Oladipo misses 3-pt jump shot from 25 ft,57,60
274,3,6:52.0,Defensive rebound by M. Turner,,57,60
275,3,6:42.0,I. Mahinmi makes 2-pt layup from 1 ft,,59,60
276,3,6:29.0,,Shooting foul by M. Turner (drawn by V. Oladipo),59,60
277,3,6:29.0,,V. Oladipo misses free throw 1 of 2,59,60
278,3,6:29.0,,Offensive rebound by Team,59,60
279,3,6:29.0,,J. Smith enters the game for N. Vučević,59,60
280,3,6:29.0,,B. Jennings enters the game for E. Payton,59,60
281,3,6:29.0,,V. Oladipo makes free throw 2 of 2,59,61
282,3,6:06.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by P. George),,61,61
283,3,5:53.0,,B. Jennings makes 3-pt jump shot from 25 ft (assist by A. Gordon),61,64
284,3,5:52.0,Indiana full timeout,,61,64
285,3,5:40.0,P. George misses 3-pt jump shot from 27 ft,,61,64
286,3,5:39.0,,Defensive rebound by J. Smith,61,64
287,3,5:23.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by V. Oladipo),61,67
288,3,5:10.0,Personal foul by E. Fournier (drawn by P. George),,61,67
289,3,5:10.0,P. George makes free throw 1 of 2,,62,67
290,3,5:10.0,,C. Watson enters the game for E. Fournier,62,67
291,3,5:10.0,P. George makes free throw 2 of 2,,63,67
292,3,4:59.0,,V. Oladipo makes 2-pt jump shot from 14 ft,63,69
293,3,4:43.0,M. Turner misses 2-pt layup from 2 ft (block by J. Smith),,63,69
294,3,4:41.0,,Defensive rebound by A. Gordon,63,69
295,3,4:34.0,,Turnover by B. Jennings (bad pass; steal by G. Hill),63,69
296,3,4:19.0,M. Ellis misses 2-pt jump shot from 23 ft,,63,69
297,3,4:18.0,,Defensive rebound by Team,63,69
298,3,4:07.0,,A. Gordon misses 2-pt jump shot from 3 ft,63,69
299,3,4:05.0,Defensive rebound by M. Turner,,63,69
300,3,3:53.0,M. Ellis makes 3-pt jump shot from 22 ft (assist by G. Hill),,66,69
301,3,3:39.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by B. Jennings),66,71
302,3,3:12.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by M. Ellis),,68,71
303,3,2:59.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by B. Jennings),68,73
304,3,2:42.0,P. George makes 3-pt jump shot from 25 ft (assist by G. Hill),,71,73
305,3,2:30.0,,Turnover by B. Jennings (bad pass; steal by M. Turner),71,73
306,3,2:24.0,G. Hill misses 3-pt jump shot from 27 ft,,71,73
307,3,2:23.0,,Defensive rebound by J. Smith,71,73
308,3,2:18.0,,Shooting foul by I. Mahinmi (drawn by V. Oladipo),71,73
309,3,2:18.0,,Orlando full timeout,71,73
310,3,2:18.0,,E. İlyasova enters the game for A. Gordon,71,73
311,3,2:18.0,C. Miles enters the game for M. Turner,,71,73
312,3,2:18.0,L. Allen enters the game for M. Ellis,,71,73
313,3,2:18.0,,V. Oladipo misses free throw 1 of 2,71,73
314,3,2:18.0,,Offensive rebound by Team,71,73
315,3,2:18.0,,V. Oladipo makes free throw 2 of 2,71,74
316,3,2:01.0,L. Allen makes 2-pt jump shot from 19 ft (assist by P. George),,73,74
317,3,1:48.0,,B. Jennings makes 3-pt jump shot from 23 ft (assist by J. Smith),73,77
318,3,1:28.0,P. George makes 2-pt layup from 2 ft,,75,77
319,3,1:28.0,Shooting foul by V. Oladipo (drawn by P. George),,75,77
320,3,1:28.0,J. Hill enters the game for I. Mahinmi,,75,77
321,3,1:28.0,P. George makes free throw 1 of 1,,76,77
322,3,1:17.0,,V. Oladipo makes 2-pt jump shot from 17 ft (assist by B. Jennings),76,79
323,3,1:04.0,C. Miles makes 2-pt layup from 2 ft (assist by G. Hill),,78,79
324,3,0:44.0,,J. Smith misses 2-pt jump shot from 18 ft,78,79
325,3,0:43.0,Defensive rebound by J. Hill,,78,79
326,3,0:35.0,,Offensive charge foul by P. George (drawn by E. İlyasova),78,79
327,3,0:35.0,Turnover by P. George (offensive foul),,78,79
328,3,0:35.0,S. Hill enters the game for P. George,,78,79
329,3,0:27.0,,J. Smith misses 2-pt jump shot from 18 ft,78,79
330,3,0:26.0,Defensive rebound by J. Hill,,78,79
331,3,0:04.0,J. Hill makes 2-pt jump shot from 14 ft (assist by G. Hill),,80,79
332,3,0:00.0,,V. Oladipo misses 2-pt jump shot from 11 ft,80,79
333,3,0:00.0,,Offensive rebound by Team,80,79
334,4,11:43.0,C. Miles makes 3-pt jump shot from 23 ft (assist by J. Hill),,83,79
335,4,11:40.0,,Personal take foul by M. Ellis (drawn by B. Jennings),83,79
336,4,11:40.0,J. Young enters the game for C. Miles,,83,79
337,4,11:20.0,,N. Vučević makes 2-pt jump shot from 11 ft (assist by E. Fournier),83,81
338,4,11:18.0,Turnover by J. Young (bad pass; steal by C. Watson),,83,81
339,4,11:13.0,,E. İlyasova makes 2-pt dunk at rim (assist by C. Watson),83,83
340,4,10:53.0,Personal foul by E. İlyasova (drawn by M. Ellis),,83,83
341,4,10:42.0,J. Hill misses 2-pt jump shot from 20 ft,,83,83
342,4,10:42.0,Offensive rebound by Team,,83,83
343,4,10:42.0,Personal foul by E. İlyasova (drawn by L. Allen),,83,83
344,4,10:35.0,M. Ellis makes 3-pt jump shot from 24 ft,,86,83
345,4,10:22.0,,Shooting foul by J. Young (drawn by B. Jennings),86,83
346,4,10:22.0,,B. Jennings makes free throw 1 of 3,86,84
347,4,10:22.0,,B. Jennings makes free throw 2 of 3,86,85
348,4,10:22.0,,B. Jennings misses free throw 3 of 3,86,85
349,4,10:21.0,Defensive rebound by J. Hill,,86,85
350,4,10:14.0,M. Ellis makes 2-pt layup from 1 ft,,88,85
351,4,10:07.0,,Personal foul by J. Young,88,85
352,4,10:04.0,,Personal foul by L. Allen (drawn by B. Jennings),88,85
353,4,9:58.0,,E. Fournier makes 2-pt layup at rim (assist by B. Jennings),88,87
354,4,9:32.0,J. Hill makes 2-pt layup from 1 ft (assist by S. Hill),,90,87
355,4,9:20.0,,B. Jennings misses 3-pt jump shot from 26 ft,90,87
356,4,9:19.0,,Offensive rebound by B. Jennings,90,87
357,4,9:15.0,,Turnover by C. Watson (step out of bounds),90,87
358,4,9:15.0,P. George enters the game for J. Young,,90,87
359,4,9:04.0,Turnover by S. Hill (lost ball; steal by E. İlyasova),,90,87
360,4,9:04.0,,Personal foul by S. Hill (drawn by C. Watson),90,87
361,4,9:04.0,,C. Watson makes free throw 1 of 2,90,88
362,4,9:04.0,,C. Watson makes free throw 2 of 2,90,89
363,4,8:54.0,L. Allen misses 2-pt jump shot from 16 ft,,90,89
364,4,8:52.0,Offensive rebound by S. Hill,,90,89
365,4,8:48.0,J. Hill misses 2-pt layup from 1 ft,,90,89
366,4,8:47.0,,Defensive rebound by N. Vučević,90,89
367,4,8:41.0,,C. Watson misses 3-pt jump shot from 25 ft,90,89
368,4,8:40.0,,Offensive rebound by B. Jennings,90,89
369,4,8:38.0,,B. Jennings misses 2-pt layup at rim,90,89
370,4,8:37.0,,Offensive rebound by B. Jennings,90,89
371,4,8:37.0,,B. Jennings makes 2-pt layup at rim,90,91
372,4,8:28.0,Personal foul by E. İlyasova (drawn by L. Allen),,90,91
373,4,8:28.0,Official timeout,,90,91
374,4,8:21.0,P. George misses 2-pt jump shot from 18 ft,,90,91
375,4,8:19.0,,Defensive rebound by N. Vučević,90,91
376,4,8:09.0,,Shooting foul by J. Hill (drawn by N. Vučević),90,91
377,4,8:09.0,,N. Vučević misses free throw 1 of 2,90,91
378,4,8:09.0,,Offensive rebound by Team,90,91
379,4,8:09.0,,N. Vučević makes free throw 2 of 2,90,92
380,4,7:51.0,M. Ellis makes 3-pt jump shot from 26 ft (assist by L. Allen),,93,92
381,4,7:27.0,,Turnover by B. Jennings (bad pass),93,92
382,4,7:27.0,,V. Oladipo enters the game for C. Watson,93,92
383,4,7:27.0,G. Hill enters the game for S. Hill,,93,92
384,4,7:14.0,Personal foul by E. Fournier (drawn by P. George),,93,92
385,4,7:14.0,M. Turner enters the game for L. Allen,,93,92
386,4,6:59.0,J. Hill misses 2-pt jump shot from 9 ft,,93,92
387,4,6:58.0,,Defensive rebound by B. Jennings,93,92
