,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MEMPHIS_ACTION,CLEVELAND_SCORE,MEMPHIS_SCORE
39,1,6:20.0,,Memphis full timeout,12,6
40,1,6:20.0,R. Jefferson enters the game for L. James,,12,6
41,1,6:07.0,,C. Lee misses 2-pt jump shot from 21 ft,12,6
42,1,6:07.0,Defensive rebound by K. Love,,12,6
43,1,5:54.0,K. Love makes 3-pt jump shot from 25 ft (assist by M. Williams),,15,6
44,1,5:39.0,,M. Gasol makes 2-pt jump shot from 20 ft (assist by M. Conley),15,8
45,1,5:15.0,K. Love misses 3-pt jump shot from 23 ft,,15,8
46,1,5:14.0,,Defensive rebound by Z. Randolph,15,8
47,1,4:55.0,,J. Green misses 2-pt jump shot from 8 ft,15,8
48,1,4:53.0,Defensive rebound by K. Love,,15,8
49,1,4:45.0,R. Jefferson makes 3-pt jump shot from 24 ft (assist by J. Smith),,18,8
50,1,4:44.0,,Memphis full timeout,18,8
51,1,4:44.0,,T. Allen enters the game for J. Green,18,8
52,1,4:44.0,T. Thompson enters the game for K. Love,,18,8
53,1,4:33.0,,Turnover by Z. Randolph (traveling),18,8
54,1,4:26.0,Offensive foul by R. Jefferson (drawn by M. Conley),,18,8
55,1,4:26.0,Turnover by R. Jefferson (offensive foul),,18,8
56,1,4:10.0,,M. Conley misses 2-pt jump shot from 8 ft,18,8
57,1,4:10.0,,Offensive rebound by T. Allen,18,8
58,1,4:10.0,,Personal foul by R. Jefferson (drawn by T. Allen),18,8
59,1,4:10.0,M. Dellavedova enters the game for M. Williams,,18,8
60,1,4:10.0,L. James enters the game for R. Jefferson,,18,8
61,1,4:02.0,,Personal foul by M. Dellavedova (drawn by M. Conley),18,8
62,1,3:48.0,,M. Gasol misses 2-pt jump shot from 11 ft,18,8
63,1,3:46.0,Defensive rebound by T. Mozgov,,18,8
64,1,3:33.0,Turnover by T. Mozgov (traveling),,18,8
65,1,3:33.0,,B. Wright enters the game for Z. Randolph,18,8
66,1,3:33.0,,M. Barnes enters the game for C. Lee,18,8
67,1,3:20.0,,T. Allen misses 2-pt jump shot from 18 ft,18,8
68,1,3:19.0,,Offensive rebound by T. Allen,18,8
69,1,3:17.0,,T. Allen misses 2-pt layup at rim,18,8
70,1,3:16.0,Defensive rebound by J. Smith,,18,8
71,1,3:03.0,Shooting foul by M. Barnes (drawn by L. James),,18,8
72,1,3:03.0,L. James makes free throw 1 of 2,,19,8
73,1,3:03.0,A. Varejão enters the game for T. Mozgov,,19,8
74,1,3:03.0,L. James misses free throw 2 of 2,,19,8
75,1,3:02.0,,Defensive rebound by M. Barnes,19,8
76,1,2:52.0,,M. Conley misses 2-pt jump shot from 7 ft,19,8
77,1,2:52.0,Defensive rebound by Team,,19,8
78,1,2:52.0,,Loose ball foul by M. Gasol (drawn by A. Varejão),19,8
79,1,2:52.0,Cleveland full timeout,,19,8
80,1,2:52.0,,B. Udrih enters the game for M. Conley,19,8
81,1,2:32.0,L. James misses 3-pt jump shot from 25 ft,,19,8
82,1,2:31.0,,Defensive rebound by T. Allen,19,8
83,1,2:13.0,,M. Barnes misses 3-pt jump shot from 23 ft,19,8
84,1,2:13.0,Defensive rebound by A. Varejão,,19,8
85,1,2:04.0,Turnover by J. Smith (bad pass),,19,8
86,1,1:48.0,,Offensive foul by B. Udrih (drawn by M. Dellavedova),19,8
87,1,1:48.0,,Turnover by B. Udrih (offensive foul),19,8
88,1,1:48.0,J. Cunningham enters the game for J. Smith,,19,8
89,1,1:39.0,M. Dellavedova makes 3-pt jump shot from 25 ft,,22,8
90,1,1:21.0,,T. Allen misses 2-pt jump shot from 5 ft,22,8
91,1,1:20.0,Defensive rebound by L. James,,22,8
92,1,1:07.0,A. Varejão makes 2-pt jump shot from 13 ft (assist by M. Dellavedova),,24,8
93,1,0:50.0,,Personal foul by A. Varejão (drawn by M. Gasol),24,8
94,1,0:45.0,,B. Udrih makes 2-pt jump shot from 21 ft (assist by M. Barnes),24,10
95,1,0:39.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,24,10
96,1,0:38.0,,Defensive rebound by M. Gasol,24,10
97,1,0:31.0,,Turnover by B. Udrih (lost ball; steal by L. James),24,10
98,1,0:23.0,L. James makes 2-pt layup at rim (assist by A. Varejão),,26,10
99,1,0:03.0,,Turnover by B. Wright (lost ball; steal by L. James),26,10
100,1,0:00.0,L. James misses 2-pt jump shot from 15 ft,,26,10
101,1,0:00.0,Offensive rebound by Team,,26,10
102,2,11:49.0,Turnover by L. James (traveling),,26,10
103,2,11:49.0,R. Jefferson enters the game for L. James,,26,10
104,2,11:29.0,,B. Udrih misses 2-pt jump shot from 20 ft,26,10
105,2,11:27.0,Defensive rebound by R. Jefferson,,26,10
106,2,11:24.0,J. Cunningham makes 2-pt dunk at rim (assist by M. Dellavedova),,28,10
107,2,11:12.0,,B. Wright misses 2-pt jump shot from 10 ft,28,10
108,2,11:10.0,Defensive rebound by K. Love,,28,10
109,2,10:48.0,A. Varejão misses 2-pt jump shot from 9 ft,,28,10
110,2,10:48.0,Offensive rebound by Team,,28,10
111,2,10:48.0,,M. Conley enters the game for B. Udrih,28,10
112,2,10:42.0,K. Love misses 2-pt jump shot from 21 ft,,28,10
113,2,10:41.0,,Defensive rebound by M. Barnes,28,10
114,2,10:30.0,,B. Wright misses 2-pt dunk at rim,28,10
115,2,10:28.0,,Offensive rebound by J. Green,28,10
116,2,10:28.0,,Turnover by M. Barnes (lost ball),28,10
117,2,10:12.0,M. Dellavedova makes 2-pt jump shot from 5 ft,,30,10
118,2,10:02.0,,M. Conley misses 3-pt jump shot from 24 ft,30,10
119,2,10:00.0,,Offensive rebound by T. Allen,30,10
120,2,9:56.0,,J. Green makes 2-pt layup from 4 ft (assist by T. Allen),30,12
121,2,9:44.0,R. Jefferson makes 3-pt jump shot from 25 ft (assist by A. Varejão),,33,12
122,2,9:38.0,,Memphis full timeout,33,12
123,2,9:38.0,T. Thompson enters the game for A. Varejão,,33,12
124,2,9:28.0,,M. Barnes misses 2-pt jump shot from 18 ft,33,12
125,2,9:26.0,,Offensive rebound by Team,33,12
126,2,9:22.0,,Turnover by B. Wright (bad pass),33,12
127,2,9:08.0,K. Love makes 2-pt hook shot from 6 ft,,35,12
128,2,9:08.0,Shooting foul by J. Green (drawn by K. Love),,35,12
129,2,9:08.0,,Z. Randolph enters the game for B. Wright,35,12
130,2,9:08.0,K. Love makes free throw 1 of 1,,36,12
131,2,8:50.0,,Shooting block foul by K. Love (drawn by M. Conley),36,12
132,2,8:50.0,,M. Conley makes free throw 1 of 2,36,13
133,2,8:50.0,,C. Lee enters the game for T. Allen,36,13
134,2,8:50.0,,M. Conley makes free throw 2 of 2,36,14
135,2,8:35.0,R. Jefferson makes 2-pt layup at rim (assist by K. Love),,38,14
136,2,8:35.0,Shooting foul by M. Barnes (drawn by R. Jefferson),,38,14
137,2,8:35.0,R. Jefferson makes free throw 1 of 1,,39,14
138,2,8:15.0,,Z. Randolph misses 2-pt hook shot from 9 ft,39,14
139,2,8:14.0,Defensive rebound by T. Thompson,,39,14
140,2,8:04.0,Offensive foul by T. Thompson (drawn by Z. Randolph),,39,14
141,2,8:04.0,Turnover by T. Thompson (offensive foul),,39,14
142,2,7:49.0,,J. Green misses 3-pt jump shot from 22 ft,39,14
143,2,7:49.0,Defensive rebound by J. Cunningham,,39,14
144,2,7:32.0,M. Dellavedova misses 2-pt layup from 1 ft,,39,14
145,2,7:28.0,Offensive rebound by T. Thompson,,39,14
146,2,7:28.0,T. Thompson makes 2-pt dunk at rim,,41,14
147,2,7:18.0,,M. Conley misses 2-pt layup from 2 ft,41,14
148,2,7:16.0,,Offensive rebound by J. Green,41,14
149,2,7:16.0,,J. Green misses 2-pt layup from 2 ft,41,14
150,2,7:16.0,,Offensive rebound by J. Green,41,14
151,2,7:16.0,,J. Green misses 2-pt layup from 2 ft,41,14
152,2,7:16.0,,Offensive rebound by J. Green,41,14
153,2,7:16.0,Loose ball foul by M. Dellavedova (drawn by J. Green),,41,14
154,2,7:16.0,,M. Gasol enters the game for J. Green,41,14
155,2,7:16.0,M. Williams enters the game for M. Dellavedova,,41,14
156,2,7:06.0,,Z. Randolph misses 2-pt layup from 1 ft,41,14
157,2,7:04.0,,Offensive rebound by Z. Randolph,41,14
158,2,7:04.0,,Shooting foul by T. Thompson (drawn by Z. Randolph),41,14
159,2,7:04.0,,Z. Randolph misses free throw 1 of 2,41,14
160,2,7:04.0,,Offensive rebound by Team,41,14
161,2,7:04.0,T. Mozgov enters the game for T. Thompson,,41,14
162,2,7:04.0,L. James enters the game for J. Cunningham,,41,14
163,2,7:04.0,,T. Allen enters the game for M. Barnes,41,14
164,2,7:04.0,,Z. Randolph makes free throw 2 of 2,41,15
165,2,6:54.0,T. Mozgov makes 2-pt layup at rim (assist by M. Williams),,43,15
166,2,6:39.0,,M. Conley makes 2-pt jump shot from 19 ft,43,17
167,2,6:13.0,K. Love misses 2-pt jump shot from 17 ft,,43,17
168,2,6:12.0,,Defensive rebound by M. Conley,43,17
169,2,6:07.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by M. Conley),43,20
170,2,5:40.0,L. James misses 2-pt jump shot from 19 ft,,43,20
171,2,5:38.0,,Defensive rebound by M. Gasol,43,20
172,2,5:29.0,,M. Gasol misses 2-pt jump shot from 19 ft,43,20
173,2,5:28.0,Defensive rebound by K. Love,,43,20
174,2,5:25.0,Turnover by K. Love (lost ball; steal by T. Allen),,43,20
175,2,5:22.0,,T. Allen makes 2-pt layup at rim,43,22
176,2,5:21.0,Cleveland full timeout,,43,22
177,2,5:21.0,J. Smith enters the game for R. Jefferson,,43,22
178,2,5:10.0,K. Love misses 3-pt jump shot from 24 ft,,43,22
179,2,5:09.0,Offensive rebound by J. Smith,,43,22
180,2,4:51.0,M. Williams makes 3-pt jump shot from 26 ft (assist by K. Love),,46,22
181,2,4:23.0,,M. Gasol makes 2-pt jump shot from 9 ft,46,24
182,2,4:05.0,T. Mozgov makes 2-pt dunk at rim (assist by J. Smith),,48,24
183,2,3:39.0,,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),48,26
184,2,3:16.0,J. Smith makes 2-pt jump shot from 20 ft,,50,26
185,2,2:57.0,,C. Lee misses 2-pt jump shot from 20 ft,50,26
186,2,2:57.0,Defensive rebound by K. Love,,50,26
187,2,2:41.0,K. Love makes 3-pt jump shot from 26 ft (assist by L. James),,53,26
188,2,2:29.0,,M. Conley makes 2-pt layup at rim,53,28
189,2,2:12.0,J. Smith misses 2-pt jump shot from 4 ft,,53,28
190,2,2:09.0,,Defensive rebound by M. Gasol,53,28
191,2,1:55.0,,Shooting foul by J. Smith (drawn by M. Conley),53,28
192,2,1:55.0,,Memphis full timeout,53,28
193,2,1:55.0,T. Thompson enters the game for K. Love,,53,28
194,2,1:55.0,,M. Conley makes free throw 1 of 2,53,29
195,2,1:55.0,,M. Conley makes free throw 2 of 2,53,30
196,2,1:39.0,M. Williams misses 3-pt jump shot from 25 ft,,53,30
197,2,1:39.0,Offensive rebound by L. James,,53,30
198,2,1:29.0,L. James misses 2-pt jump shot from 14 ft,,53,30
199,2,1:28.0,,Defensive rebound by Z. Randolph,53,30
200,2,1:23.0,,C. Lee misses 3-pt jump shot from 24 ft,53,30
201,2,1:20.0,Defensive rebound by J. Smith,,53,30
202,2,1:06.0,Turnover by T. Mozgov (lost ball; steal by C. Lee),,53,30
203,2,1:02.0,,Turnover by T. Allen (lost ball),53,30
204,2,1:02.0,J. Cunningham enters the game for J. Smith,,53,30
205,2,0:48.0,M. Williams misses 2-pt jump shot from 18 ft,,53,30
206,2,0:46.0,,Defensive rebound by T. Allen,53,30
207,2,0:33.0,,M. Gasol makes 2-pt jump shot from 12 ft (assist by M. Conley),53,32
208,2,0:20.0,T. Mozgov misses 2-pt layup from 2 ft (block by T. Allen),,53,32
209,2,0:18.0,,Defensive rebound by C. Lee,53,32
210,2,0:13.0,,M. Conley misses 3-pt jump shot from 23 ft,53,32
211,2,0:11.0,Defensive rebound by L. James,,53,32
212,2,0:01.0,T. Mozgov misses 3-pt jump shot from 24 ft,,53,32
213,2,0:00.0,Offensive rebound by Team,,53,32
214,3,11:37.0,M. Williams misses 3-pt jump shot from 25 ft,,53,32
215,3,11:35.0,,Defensive rebound by M. Gasol,53,32
216,3,11:15.0,,M. Gasol misses 2-pt jump shot from 11 ft,53,32
217,3,11:13.0,Defensive rebound by T. Mozgov,,53,32
218,3,10:55.0,M. Williams makes 3-pt jump shot from 25 ft (assist by J. Smith),,56,32
219,3,10:33.0,,Turnover by Z. Randolph (lost ball; steal by L. James),56,32
220,3,10:10.0,K. Love misses 3-pt jump shot from 25 ft,,56,32
221,3,10:09.0,Offensive rebound by T. Mozgov,,56,32
222,3,9:54.0,K. Love makes 2-pt layup at rim (assist by M. Williams),,58,32
223,3,9:35.0,,M. Gasol makes 2-pt layup at rim (assist by C. Lee),58,34
224,3,9:20.0,Turnover by M. Williams (bad pass; steal by T. Allen),,58,34
225,3,9:17.0,,Offensive foul by T. Allen (drawn by L. James),58,34
226,3,9:17.0,,Turnover by T. Allen (offensive foul),58,34
227,3,9:08.0,J. Smith misses 3-pt jump shot from 24 ft,,58,34
228,3,9:06.0,,Defensive rebound by T. Allen,58,34
229,3,9:02.0,,Personal foul by K. Love (drawn by Z. Randolph),58,34
230,3,8:53.0,,T. Allen makes 2-pt jump shot from 7 ft,58,36
231,3,8:41.0,L. James misses 2-pt jump shot from 20 ft,,58,36
232,3,8:40.0,,Defensive rebound by M. Conley,58,36
233,3,8:30.0,,Personal foul by T. Mozgov (drawn by M. Gasol),58,36
234,3,8:22.0,,Z. Randolph makes 2-pt jump shot from 13 ft (assist by T. Allen),58,38
235,3,8:05.0,L. James makes 2-pt layup from 1 ft (assist by M. Williams),,60,38
236,3,7:50.0,,C. Lee makes 2-pt jump shot from 20 ft (assist by M. Conley),60,40
237,3,7:31.0,L. James misses 3-pt jump shot from 24 ft,,60,40
238,3,7:30.0,,Defensive rebound by C. Lee,60,40
239,3,7:20.0,,M. Gasol misses 2-pt jump shot from 17 ft,60,40
240,3,7:19.0,Defensive rebound by L. James,,60,40
241,3,7:11.0,J. Smith misses 2-pt jump shot from 7 ft,,60,40
242,3,7:10.0,,Defensive rebound by M. Conley,60,40
243,3,7:10.0,,Personal foul by M. Williams (drawn by M. Conley),60,40
244,3,6:47.0,,M. Gasol makes 2-pt jump shot from 18 ft (assist by C. Lee),60,42
245,3,6:47.0,Cleveland full timeout,,60,42
246,3,6:47.0,,J. Green enters the game for M. Conley,60,42
247,3,6:30.0,K. Love makes 2-pt jump shot from 20 ft (assist by L. James),,62,42
248,3,6:08.0,,Z. Randolph misses 2-pt jump shot from 16 ft,62,42
249,3,6:08.0,Defensive rebound by L. James,,62,42
250,3,5:47.0,Turnover by K. Love (bad pass),,62,42
251,3,5:37.0,,J. Green misses 2-pt layup from 1 ft,62,42
252,3,5:34.0,,Offensive rebound by Z. Randolph,62,42
253,3,5:34.0,,Z. Randolph makes 2-pt hook shot from 3 ft,62,44
254,3,5:17.0,M. Williams misses 2-pt jump shot from 5 ft (block by C. Lee),,62,44
255,3,5:14.0,,Defensive rebound by T. Allen,62,44
256,3,5:11.0,,C. Lee misses 2-pt jump shot from 13 ft,62,44
257,3,5:08.0,Defensive rebound by M. Williams,,62,44
258,3,4:55.0,L. James makes 2-pt jump shot from 20 ft,,64,44
259,3,4:39.0,,T. Allen makes 2-pt jump shot from 6 ft,64,46
260,3,4:39.0,,Violation by Team (delay of game),64,46
261,3,4:28.0,Personal foul by Z. Randolph (drawn by T. Mozgov),,64,46
262,3,4:28.0,M. Dellavedova enters the game for K. Love,,64,46
263,3,4:28.0,T. Thompson enters the game for M. Williams,,64,46
264,3,4:24.0,Personal foul by J. Green (drawn by T. Mozgov),,64,46
265,3,4:24.0,,M. Barnes enters the game for T. Allen,64,46
266,3,4:15.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,64,46
267,3,4:15.0,,Defensive rebound by Z. Randolph,64,46
268,3,4:04.0,Offensive charge foul by M. Gasol (drawn by T. Mozgov),,64,46
269,3,4:04.0,,Turnover by M. Gasol (offensive foul),64,46
270,3,3:55.0,L. James misses 2-pt jump shot from 20 ft,,64,46
271,3,3:53.0,Offensive rebound by T. Thompson,,64,46
272,3,3:47.0,T. Mozgov makes 2-pt layup from 1 ft (assist by J. Smith),,66,46
273,3,3:47.0,Shooting foul by M. Gasol (drawn by T. Mozgov),,66,46
274,3,3:47.0,T. Mozgov makes free throw 1 of 1,,67,46
275,3,3:37.0,Violation by J. Smith (kicked ball),,67,46
276,3,3:27.0,,Z. Randolph makes 2-pt hook shot from 5 ft,67,48
277,3,3:12.0,Turnover by L. James (traveling),,67,48
278,3,2:57.0,,Shooting foul by T. Mozgov (drawn by Z. Randolph),67,48
279,3,2:57.0,,Memphis full timeout,67,48
280,3,2:57.0,,B. Wright enters the game for M. Gasol,67,48
281,3,2:57.0,,M. Conley enters the game for C. Lee,67,48
282,3,2:57.0,R. Jefferson enters the game for L. James,,67,48
283,3,2:57.0,A. Varejão enters the game for T. Mozgov,,67,48
284,3,2:57.0,,Z. Randolph makes free throw 1 of 2,67,49
285,3,2:57.0,,Z. Randolph misses free throw 2 of 2,67,49
286,3,2:56.0,Defensive rebound by T. Thompson,,67,49
287,3,2:35.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by J. Smith),,70,49
288,3,2:22.0,,Turnover by M. Barnes (bad pass),70,49
289,3,2:13.0,M. Dellavedova misses 2-pt layup at rim (block by B. Wright),,70,49
290,3,2:12.0,,Defensive rebound by Team,70,49
291,3,1:57.0,,B. Wright misses 2-pt layup at rim,70,49
292,3,1:56.0,Defensive rebound by M. Dellavedova,,70,49
293,3,1:51.0,M. Dellavedova makes 2-pt layup from 2 ft,,72,49
294,3,1:36.0,,J. Green makes 3-pt jump shot from 24 ft (assist by M. Conley),72,52
295,3,1:17.0,R. Jefferson makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,75,52
296,3,1:09.0,,Shooting foul by T. Thompson (drawn by J. Green),75,52
297,3,1:09.0,,J. Green makes free throw 1 of 2,75,53
298,3,1:09.0,,J. Green misses free throw 2 of 2,75,53
299,3,1:08.0,Defensive rebound by A. Varejão,,75,53
300,3,0:56.0,Turnover by A. Varejão (offensive foul),,75,53
301,3,0:56.0,Offensive foul by A. Varejão (drawn by M. Barnes),,75,53
302,3,0:45.0,,J. Green makes 2-pt jump shot from 15 ft,75,55
303,3,0:35.0,T. Thompson makes 2-pt dunk at rim (assist by J. Smith),,77,55
304,3,0:25.0,,M. Barnes misses 3-pt jump shot from 26 ft,77,55
305,3,0:24.0,Defensive rebound by J. Smith,,77,55
306,3,0:05.0,Personal foul by M. Conley (drawn by M. Dellavedova),,77,55
307,3,0:05.0,,T. Allen enters the game for Z. Randolph,77,55
308,3,0:00.0,A. Varejão makes 2-pt layup from 1 ft,,79,55
309,4,11:45.0,,Shooting foul by R. Jefferson (drawn by B. Wright),79,55
310,4,11:45.0,,B. Wright makes free throw 1 of 2,79,56
311,4,11:45.0,,B. Wright makes free throw 2 of 2,79,57
312,4,11:32.0,R. Jefferson misses 2-pt jump shot from 22 ft,,79,57
313,4,11:31.0,Offensive rebound by T. Thompson,,79,57
314,4,11:28.0,R. Jefferson makes 2-pt layup at rim (assist by T. Thompson),,81,57
315,4,11:12.0,,C. Lee misses 3-pt jump shot from 22 ft,81,57
316,4,11:10.0,Defensive rebound by R. Jefferson,,81,57
317,4,10:52.0,A. Varejão misses 2-pt layup from 2 ft,,81,57
318,4,10:51.0,Offensive rebound by A. Varejão,,81,57
319,4,10:51.0,A. Varejão misses 2-pt layup from 2 ft,,81,57
320,4,10:51.0,Offensive rebound by A. Varejão,,81,57
321,4,10:51.0,A. Varejão misses 2-pt layup from 2 ft,,81,57
322,4,10:48.0,,Defensive rebound by M. Conley,81,57
323,4,10:43.0,,Turnover by M. Conley (lost ball; steal by M. Dellavedova),81,57
324,4,10:40.0,Shooting foul by B. Wright (drawn by T. Thompson),,81,57
325,4,10:40.0,T. Thompson makes free throw 1 of 2,,82,57
326,4,10:40.0,,B. Udrih enters the game for M. Conley,82,57
327,4,10:40.0,,J. Green enters the game for B. Wright,82,57
328,4,10:40.0,T. Thompson misses free throw 2 of 2,,82,57
329,4,10:38.0,,Defensive rebound by J. Green,82,57
330,4,10:27.0,,J. Green makes 2-pt jump shot from 4 ft,82,59
331,4,10:13.0,Personal foul by J. Green (drawn by T. Thompson),,82,59
332,4,10:09.0,Offensive foul by T. Thompson (drawn by B. Udrih),,82,59
333,4,10:09.0,Turnover by T. Thompson (offensive foul),,82,59
334,4,10:01.0,,Turnover by B. Udrih (lost ball; steal by M. Dellavedova),82,59
335,4,9:57.0,M. Dellavedova makes 2-pt layup at rim,,84,59
336,4,9:57.0,,Memphis full timeout,84,59
337,4,9:57.0,K. Love enters the game for T. Thompson,,84,59
338,4,9:43.0,,J. Green misses 2-pt jump shot from 7 ft,84,59
339,4,9:42.0,Defensive rebound by A. Varejão,,84,59
340,4,9:30.0,Offensive foul by L. James (drawn by B. Udrih),,84,59
341,4,9:30.0,Turnover by L. James (offensive foul),,84,59
342,4,9:30.0,T. Thompson enters the game for A. Varejão,,84,59
343,4,9:12.0,,B. Udrih misses 2-pt jump shot from 21 ft,84,59
344,4,9:11.0,Defensive rebound by T. Thompson,,84,59
345,4,8:53.0,K. Love misses 3-pt jump shot from 25 ft,,84,59
346,4,8:52.0,,Defensive rebound by Team,84,59
347,4,8:42.0,,C. Lee misses 3-pt jump shot from 23 ft,84,59
348,4,8:41.0,Defensive rebound by R. Jefferson,,84,59
349,4,8:32.0,K. Love makes 2-pt jump shot from 5 ft (assist by L. James),,86,59
350,4,8:21.0,,M. Barnes misses 3-pt jump shot from 25 ft,86,59
351,4,8:20.0,Defensive rebound by K. Love,,86,59
352,4,8:02.0,L. James misses 3-pt jump shot from 23 ft,,86,59
353,4,8:01.0,Offensive rebound by K. Love,,86,59
354,4,8:00.0,Shooting foul by J. Green (drawn by L. James),,86,59
355,4,8:00.0,L. James misses free throw 1 of 2,,86,59
356,4,8:00.0,Offensive rebound by Team,,86,59
357,4,8:00.0,L. James misses free throw 2 of 2,,86,59
358,4,7:59.0,,Defensive rebound by J. Green,86,59
359,4,7:51.0,,C. Lee misses 2-pt layup from 1 ft,86,59
360,4,7:49.0,Defensive rebound by L. James,,86,59
361,4,7:43.0,Shooting foul by J. Green (drawn by L. James),,86,59
362,4,7:43.0,L. James makes free throw 1 of 2,,87,59
363,4,7:43.0,L. James makes free throw 2 of 2,,88,59
364,4,7:23.0,,J. Green misses 3-pt jump shot from 24 ft,88,59
365,4,7:23.0,Defensive rebound by L. James,,88,59
366,4,7:23.0,Personal foul by J. Green (drawn by L. James),,88,59
367,4,7:23.0,L. James makes free throw 1 of 2,,89,59
368,4,7:23.0,,Z. Randolph enters the game for J. Green,89,59
369,4,7:23.0,,M. Gasol enters the game for M. Barnes,89,59
370,4,7:23.0,J. Cunningham enters the game for M. Dellavedova,,89,59
371,4,7:23.0,L. James misses free throw 2 of 2,,89,59
372,4,7:22.0,,Defensive rebound by M. Gasol,89,59
373,4,7:20.0,,Personal take foul by J. Cunningham (drawn by B. Udrih),89,59
374,4,7:20.0,J. Smith enters the game for L. James,,89,59
375,4,7:04.0,,J. Adams enters the game for C. Lee,89,59
376,4,7:01.0,,B. Udrih misses 3-pt jump shot from 25 ft,89,59
377,4,7:00.0,Defensive rebound by J. Smith,,89,59
378,4,6:48.0,Turnover by K. Love (bad pass; steal by Z. Randolph),,89,59
379,4,6:31.0,,J. Adams makes 2-pt jump shot from 14 ft (assist by J. Green),89,61
380,4,6:11.0,Turnover by J. Cunningham (bad pass; steal by J. Adams),,89,61
381,4,6:06.0,,J. Adams misses 2-pt layup at rim,89,61
382,4,6:02.0,Defensive rebound by T. Thompson,,89,61
383,4,5:59.0,Personal foul by J. Green (drawn by J. Cunningham),,89,61
384,4,5:59.0,Cleveland full timeout,,89,61
385,4,5:59.0,S. Kaun enters the game for K. Love,,89,61
386,4,5:59.0,,R. Smith enters the game for J. Green,89,61
387,4,5:59.0,,J. Green enters the game for Z. Randolph,89,61
388,4,5:59.0,,B. Wright enters the game for M. Gasol,89,61
389,4,5:59.0,J. Cunningham misses free throw 1 of 2,,89,61
390,4,5:59.0,Offensive rebound by Team,,89,61
391,4,5:59.0,J. Cunningham makes free throw 2 of 2,,90,61
392,4,5:46.0,,J. Adams misses 3-pt jump shot from 25 ft,90,61
393,4,5:45.0,Defensive rebound by T. Thompson,,90,61
394,4,5:23.0,Turnover by R. Jefferson (bad pass; steal by R. Smith),,90,61
395,4,5:15.0,,Shooting foul by S. Kaun (drawn by J. Adams),90,61
396,4,5:15.0,,J. Adams misses free throw 1 of 2,90,61
