,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DALLAS_ACTION,CLEVELAND_SCORE,DALLAS_SCORE
101,2,10:00.0,K. Love misses 2-pt jump shot from 6 ft,,22,28
102,2,9:59.0,Offensive rebound by Team,,22,28
103,2,9:59.0,K. Irving enters the game for M. Dellavedova,,22,28
104,2,9:53.0,Turnover by I. Shumpert (bad pass),,22,28
105,2,9:38.0,,C. Parsons misses 3-pt jump shot from 23 ft,22,28
106,2,9:37.0,Defensive rebound by K. Love,,22,28
107,2,9:27.0,K. Love makes 2-pt jump shot from 22 ft (assist by K. Irving),,24,28
108,2,9:05.0,,J. Barea makes 2-pt layup from 4 ft,24,30
109,2,8:46.0,I. Shumpert misses 2-pt jump shot from 13 ft,,24,30
110,2,8:43.0,,Defensive rebound by J. McGee,24,30
111,2,8:32.0,,Shooting foul by K. Irving (drawn by J. Barea),24,30
112,2,8:32.0,Official timeout,,24,30
113,2,8:32.0,,J. Barea makes free throw 1 of 2,24,31
114,2,8:32.0,,J. Barea makes free throw 2 of 2,24,32
115,2,8:24.0,K. Irving misses 2-pt jump shot from 16 ft,,24,32
116,2,8:22.0,Offensive rebound by K. Love,,24,32
117,2,8:06.0,R. Jefferson misses 2-pt layup from 2 ft (block by J. McGee),,24,32
118,2,8:05.0,Offensive rebound by T. Mozgov,,24,32
119,2,8:04.0,T. Mozgov misses 2-pt layup from 1 ft (block by J. McGee),,24,32
120,2,8:03.0,,Defensive rebound by J. Barea,24,32
121,2,7:57.0,,Turnover by D. Nowitzki (bad pass; steal by T. Mozgov),24,32
122,2,7:53.0,K. Irving makes 2-pt jump shot from 1 ft,,26,32
123,2,7:53.0,Shooting foul by J. Barea (drawn by K. Irving),,26,32
124,2,7:53.0,K. Irving makes free throw 1 of 1,,27,32
125,2,7:41.0,,Turnover by C. Parsons (lost ball; steal by I. Shumpert),27,32
126,2,7:35.0,I. Shumpert makes 2-pt layup from 1 ft (assist by R. Jefferson),,29,32
127,2,7:34.0,,Dallas full timeout,29,32
128,2,7:34.0,,Z. Pachulia enters the game for D. Nowitzki,29,32
129,2,7:34.0,,D. Williams enters the game for J. McGee,29,32
130,2,7:34.0,,R. Felton enters the game for D. Harris,29,32
131,2,7:34.0,,W. Matthews enters the game for J. Barea,29,32
132,2,7:24.0,,Z. Pachulia makes 2-pt jump shot from 10 ft (assist by D. Williams),29,34
133,2,7:05.0,K. Irving misses 2-pt jump shot from 8 ft (block by R. Felton),,29,34
134,2,7:02.0,,Defensive rebound by R. Felton,29,34
135,2,6:50.0,,W. Matthews misses 3-pt jump shot from 25 ft,29,34
136,2,6:49.0,,Offensive rebound by Z. Pachulia,29,34
137,2,6:42.0,,D. Williams makes 2-pt jump shot from 18 ft,29,36
138,2,6:21.0,K. Love misses 2-pt hook shot from 8 ft,,29,36
139,2,6:19.0,,Defensive rebound by Z. Pachulia,29,36
140,2,6:11.0,,C. Parsons makes 2-pt jump shot from 18 ft (assist by D. Williams),29,38
141,2,5:49.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by K. Irving),,32,38
142,2,5:40.0,,Turnover by D. Williams (bad pass; steal by I. Shumpert),32,38
143,2,5:37.0,,Offensive charge foul by I. Shumpert (drawn by D. Williams),32,38
144,2,5:37.0,Turnover by I. Shumpert (offensive foul),,32,38
145,2,5:37.0,T. Thompson enters the game for T. Mozgov,,32,38
146,2,5:37.0,L. James enters the game for R. Jefferson,,32,38
147,2,5:25.0,,Shooting foul by K. Love (drawn by Z. Pachulia),32,38
148,2,5:25.0,,Z. Pachulia makes free throw 1 of 2,32,39
149,2,5:25.0,J. Smith enters the game for I. Shumpert,,32,39
150,2,5:25.0,,Z. Pachulia makes free throw 2 of 2,32,40
151,2,5:12.0,J. Smith misses 3-pt jump shot from 23 ft,,32,40
152,2,5:11.0,,Defensive rebound by W. Matthews,32,40
153,2,5:05.0,,C. Parsons misses 3-pt jump shot from 25 ft,32,40
154,2,5:04.0,Defensive rebound by T. Thompson,,32,40
155,2,4:53.0,Personal foul by C. Parsons (drawn by L. James),,32,40
156,2,4:45.0,K. Irving makes 2-pt jump shot from 10 ft,,34,40
157,2,4:45.0,Shooting foul by R. Felton (drawn by K. Irving),,34,40
158,2,4:45.0,K. Irving misses free throw 1 of 1,,34,40
159,2,4:45.0,,Defensive rebound by C. Parsons,34,40
160,2,4:23.0,,Z. Pachulia misses 2-pt jump shot from 7 ft,34,40
161,2,4:22.0,Defensive rebound by T. Thompson,,34,40
162,2,4:05.0,L. James makes 3-pt jump shot from 27 ft (assist by K. Irving),,37,40
163,2,3:40.0,,W. Matthews misses 3-pt jump shot from 26 ft,37,40
164,2,3:39.0,,Offensive rebound by Z. Pachulia,37,40
165,2,3:35.0,,C. Parsons makes 2-pt jump shot from 6 ft,37,42
166,2,3:08.0,K. Irving misses 2-pt jump shot from 12 ft (block by R. Felton),,37,42
167,2,3:06.0,,Defensive rebound by Z. Pachulia,37,42
168,2,2:57.0,,W. Matthews misses 2-pt jump shot from 7 ft,37,42
169,2,2:55.0,,Offensive rebound by Z. Pachulia,37,42
170,2,2:47.0,,Z. Pachulia makes 2-pt layup at rim (assist by D. Williams),37,44
171,2,2:47.0,Cleveland full timeout,,37,44
172,2,2:47.0,,D. Nowitzki enters the game for C. Parsons,37,44
173,2,2:47.0,M. Dellavedova enters the game for K. Love,,37,44
174,2,2:32.0,K. Irving misses 3-pt jump shot from 26 ft,,37,44
175,2,2:31.0,Offensive rebound by M. Dellavedova,,37,44
176,2,2:27.0,K. Irving misses 2-pt jump shot from 6 ft,,37,44
177,2,2:25.0,,Defensive rebound by D. Nowitzki,37,44
178,2,2:24.0,,Turnover by D. Nowitzki (lost ball; steal by K. Irving),37,44
179,2,2:20.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,37,44
180,2,2:19.0,,Defensive rebound by D. Nowitzki,37,44
181,2,2:06.0,,D. Williams makes 2-pt jump shot from 18 ft (assist by R. Felton),37,46
182,2,1:38.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by L. James),,40,46
183,2,1:34.0,,Turnover by D. Williams (lost ball; steal by M. Dellavedova),40,46
184,2,1:30.0,M. Dellavedova makes 3-pt jump shot from 25 ft (assist by K. Irving),,43,46
185,2,1:11.0,,Personal foul by L. James (drawn by D. Nowitzki),43,46
186,2,1:08.0,,Personal foul by T. Thompson (drawn by Z. Pachulia),43,46
187,2,1:08.0,,Z. Pachulia makes free throw 1 of 2,43,47
188,2,1:08.0,,Z. Pachulia makes free throw 2 of 2,43,48
189,2,0:45.0,J. Smith makes 2-pt jump shot from 18 ft,,45,48
190,2,0:30.0,,D. Williams makes 2-pt jump shot from 5 ft,45,50
191,2,0:10.0,Shooting block foul by W. Matthews (drawn by L. James),,45,50
192,2,0:10.0,L. James makes free throw 1 of 2,,46,50
193,2,0:10.0,L. James makes free throw 2 of 2,,47,50
194,2,0:01.0,,R. Felton makes 2-pt jump shot from 11 ft,47,52
195,3,11:42.0,,Turnover by D. Williams (bad pass),47,52
196,3,11:28.0,J. Smith makes 3-pt jump shot from 23 ft (assist by K. Irving),,50,52
197,3,11:13.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,50,52
198,3,11:12.0,Defensive rebound by K. Love,,50,52
199,3,10:56.0,K. Irving makes 2-pt jump shot from 9 ft,,52,52
200,3,10:45.0,,Personal foul by L. James (drawn by C. Parsons),52,52
201,3,10:36.0,,Personal foul by K. Irving (drawn by D. Williams),52,52
202,3,10:26.0,,Turnover by D. Williams (lost ball),52,52
203,3,10:12.0,K. Irving misses 3-pt jump shot from 24 ft,,52,52
204,3,10:12.0,,Defensive rebound by W. Matthews,52,52
205,3,9:59.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by D. Williams),52,55
206,3,9:40.0,K. Love misses 3-pt jump shot from 24 ft,,52,55
207,3,9:37.0,,Defensive rebound by W. Matthews,52,55
208,3,9:29.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,52,55
209,3,9:27.0,Defensive rebound by T. Thompson,,52,55
210,3,9:09.0,Turnover by K. Irving (lost ball; steal by D. Williams),,52,55
211,3,9:03.0,,W. Matthews makes 3-pt jump shot from 23 ft (assist by D. Williams),52,58
212,3,8:38.0,L. James makes 3-pt jump shot from 24 ft (assist by K. Irving),,55,58
213,3,8:23.0,,D. Nowitzki makes 2-pt jump shot from 12 ft,55,60
214,3,8:10.0,Turnover by K. Irving (bad pass; steal by C. Parsons),,55,60
215,3,8:10.0,,Personal take foul by K. Love (drawn by C. Parsons),55,60
216,3,8:10.0,M. Dellavedova enters the game for K. Irving,,55,60
217,3,7:58.0,,Personal foul by T. Thompson (drawn by D. Nowitzki),55,60
218,3,7:51.0,,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by W. Matthews),55,62
219,3,7:37.0,L. James misses 3-pt jump shot from 25 ft,,55,62
220,3,7:36.0,,Defensive rebound by W. Matthews,55,62
221,3,7:22.0,,Turnover by Z. Pachulia (bad pass; steal by J. Smith),55,62
222,3,7:15.0,J. Smith misses 3-pt jump shot from 24 ft,,55,62
223,3,7:13.0,,Defensive rebound by D. Nowitzki,55,62
224,3,6:52.0,,C. Parsons misses 3-pt jump shot from 28 ft,55,62
225,3,6:52.0,Defensive rebound by L. James,,55,62
226,3,6:40.0,K. Love misses 2-pt hook shot from 9 ft,,55,62
227,3,6:38.0,,Defensive rebound by C. Parsons,55,62
228,3,6:22.0,,Z. Pachulia misses 2-pt layup from 2 ft (block by K. Love),55,62
229,3,6:22.0,,Offensive rebound by Team,55,62
230,3,6:21.0,,C. Parsons makes 2-pt dunk at rim (assist by D. Williams),55,64
231,3,6:18.0,Cleveland full timeout,,55,64
232,3,6:18.0,,R. Felton enters the game for D. Nowitzki,55,64
233,3,6:01.0,Shooting block foul by W. Matthews (drawn by L. James),,55,64
234,3,6:01.0,L. James misses free throw 1 of 2,,55,64
235,3,6:01.0,Offensive rebound by Team,,55,64
236,3,6:01.0,I. Shumpert enters the game for K. Love,,55,64
237,3,6:01.0,L. James makes free throw 2 of 2,,56,64
238,3,5:42.0,,D. Williams misses 3-pt jump shot from 25 ft,56,64
239,3,5:40.0,Defensive rebound by T. Thompson,,56,64
240,3,5:34.0,M. Dellavedova misses 3-pt jump shot from 25 ft,,56,64
241,3,5:32.0,,Defensive rebound by Z. Pachulia,56,64
242,3,5:25.0,,Personal foul by I. Shumpert (drawn by C. Parsons),56,64
243,3,5:25.0,,C. Parsons misses free throw 1 of 2,56,64
244,3,5:25.0,,Offensive rebound by Team,56,64
245,3,5:25.0,,C. Parsons makes free throw 2 of 2,56,65
246,3,5:14.0,Turnover by L. James (bad pass; steal by C. Parsons),,56,65
247,3,5:02.0,,Turnover by Z. Pachulia (bad pass; steal by J. Smith),56,65
248,3,5:01.0,Personal foul by Z. Pachulia (drawn by J. Smith),,56,65
249,3,4:51.0,M. Dellavedova misses 2-pt jump shot from 8 ft,,56,65
250,3,4:49.0,,Defensive rebound by Z. Pachulia,56,65
251,3,4:41.0,,Turnover by D. Williams (bad pass; steal by J. Smith),56,65
252,3,4:34.0,I. Shumpert misses 3-pt jump shot from 25 ft,,56,65
253,3,4:33.0,Offensive rebound by T. Thompson,,56,65
254,3,4:33.0,Personal foul by W. Matthews (drawn by T. Thompson),,56,65
255,3,4:20.0,J. Smith misses 3-pt jump shot from 25 ft,,56,65
256,3,4:19.0,,Defensive rebound by C. Parsons,56,65
257,3,4:12.0,,Dallas full timeout,56,65
258,3,4:06.0,,Shooting foul by M. Dellavedova (drawn by D. Williams),56,65
259,3,4:06.0,,D. Williams makes free throw 1 of 2,56,66
260,3,4:06.0,,D. Williams makes free throw 2 of 2,56,67
261,3,3:44.0,I. Shumpert makes 3-pt jump shot from 24 ft (assist by J. Smith),,59,67
262,3,3:23.0,,Shooting block foul by I. Shumpert (drawn by C. Parsons),59,67
263,3,3:23.0,,C. Parsons misses free throw 1 of 2,59,67
264,3,3:23.0,,Offensive rebound by Team,59,67
265,3,3:23.0,T. Mozgov enters the game for T. Thompson,,59,67
266,3,3:23.0,R. Jefferson enters the game for I. Shumpert,,59,67
267,3,3:23.0,,J. McGee enters the game for Z. Pachulia,59,67
268,3,3:23.0,,C. Parsons makes free throw 2 of 2,59,68
269,3,3:06.0,J. Smith makes 2-pt jump shot from 15 ft,,61,68
270,3,2:47.0,,R. Felton misses 2-pt jump shot from 19 ft,61,68
271,3,2:46.0,Defensive rebound by R. Jefferson,,61,68
272,3,2:38.0,L. James makes 2-pt layup from 1 ft (assist by M. Dellavedova),,63,68
273,3,2:30.0,,Dallas full timeout,63,68
274,3,2:30.0,,D. Nowitzki enters the game for C. Parsons,63,68
275,3,2:20.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,63,68
276,3,2:19.0,Defensive rebound by T. Mozgov,,63,68
277,3,1:56.0,L. James misses 2-pt jump shot from 13 ft,,63,68
278,3,1:54.0,,Defensive rebound by D. Nowitzki,63,68
279,3,1:42.0,,R. Felton misses 2-pt jump shot from 22 ft,63,68
280,3,1:41.0,Defensive rebound by R. Jefferson,,63,68
281,3,1:36.0,Personal foul by J. McGee (drawn by T. Mozgov),,63,68
282,3,1:36.0,,D. Harris enters the game for D. Williams,63,68
283,3,1:36.0,,J. Barea enters the game for R. Felton,63,68
284,3,1:36.0,K. Irving enters the game for L. James,,63,68
285,3,1:30.0,T. Mozgov makes 2-pt dunk at rim (assist by M. Dellavedova),,65,68
286,3,1:06.0,,J. McGee makes 2-pt dunk at rim (assist by J. Barea),65,70
287,3,0:48.0,M. Dellavedova misses 2-pt jump shot from 8 ft,,65,70
288,3,0:47.0,,Defensive rebound by J. Barea,65,70
289,3,0:41.0,,D. Harris misses 3-pt jump shot from 25 ft,65,70
290,3,0:40.0,,Offensive rebound by Team,65,70
291,3,0:40.0,,Personal foul by R. Jefferson (drawn by J. McGee),65,70
292,3,0:40.0,,D. Williams enters the game for W. Matthews,65,70
293,3,0:40.0,,J. McGee misses free throw 1 of 2,65,70
294,3,0:40.0,,Offensive rebound by Team,65,70
295,3,0:40.0,,J. McGee misses free throw 2 of 2,65,70
296,3,0:40.0,Defensive rebound by R. Jefferson,,65,70
297,3,0:31.0,K. Irving misses 3-pt jump shot from 24 ft,,65,70
298,3,0:30.0,,Defensive rebound by D. Williams,65,70
299,3,0:28.0,,Personal take foul by M. Dellavedova (drawn by J. McGee),65,70
300,3,0:28.0,,J. McGee makes free throw 1 of 2,65,71
301,3,0:28.0,,J. McGee makes free throw 2 of 2,65,72
302,3,0:06.0,K. Irving makes 2-pt layup from 2 ft,,67,72
303,3,0:01.0,,J. Barea misses 3-pt jump shot from 36 ft,67,72
304,3,0:00.0,,Offensive rebound by Team,67,72
305,4,11:41.0,K. Irving misses 2-pt jump shot from 7 ft,,67,72
306,4,11:39.0,Offensive rebound by T. Mozgov,,67,72
307,4,11:34.0,R. Jefferson makes 2-pt dunk at rim (assist by J. Smith),,69,72
308,4,11:11.0,,D. Nowitzki misses 2-pt jump shot from 16 ft,69,72
309,4,11:10.0,Defensive rebound by K. Irving,,69,72
310,4,11:05.0,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by K. Irving),,72,72
311,4,10:38.0,,J. McGee makes 2-pt hook shot from 4 ft (assist by D. Harris),72,74
312,4,10:15.0,I. Shumpert enters the game for J. Smith,,72,74
313,4,10:12.0,R. Jefferson misses 3-pt jump shot from 27 ft,,72,74
314,4,10:11.0,Offensive rebound by T. Mozgov,,72,74
315,4,10:00.0,K. Irving makes 3-pt jump shot from 23 ft,,75,74
316,4,9:46.0,,J. McGee makes 2-pt dunk at rim (assist by D. Harris),75,76
317,4,9:27.0,T. Mozgov makes 2-pt dunk at rim (assist by M. Dellavedova),,77,76
318,4,9:16.0,,Personal foul by R. Jefferson (drawn by D. Nowitzki),77,76
319,4,9:09.0,,D. Harris makes 2-pt jump shot from 12 ft,77,78
320,4,8:42.0,R. Jefferson misses 3-pt jump shot from 24 ft,,77,78
321,4,8:42.0,Offensive rebound by Team,,77,78
322,4,8:42.0,Turnover by Team (shot clock),,77,78
323,4,8:42.0,Official timeout,,77,78
324,4,8:42.0,,W. Matthews enters the game for D. Williams,77,78
325,4,8:42.0,L. James enters the game for M. Dellavedova,,77,78
326,4,8:42.0,K. Love enters the game for R. Jefferson,,77,78
327,4,8:23.0,,W. Matthews misses 3-pt jump shot from 22 ft,77,78
328,4,8:22.0,,Offensive rebound by Team,77,78
329,4,8:06.0,,D. Harris misses 2-pt layup from 2 ft,77,78
330,4,8:03.0,Defensive rebound by I. Shumpert,,77,78
331,4,7:55.0,T. Mozgov makes 2-pt dunk at rim (assist by K. Irving),,79,78
332,4,7:40.0,,J. Barea makes 3-pt jump shot from 24 ft,79,81
333,4,7:21.0,I. Shumpert misses 3-pt jump shot from 22 ft,,79,81
334,4,7:20.0,,Defensive rebound by D. Nowitzki,79,81
335,4,7:20.0,,Personal foul by K. Love (drawn by D. Nowitzki),79,81
336,4,7:20.0,,C. Parsons enters the game for D. Nowitzki,79,81
337,4,7:20.0,,Z. Pachulia enters the game for J. McGee,79,81
338,4,7:04.0,,C. Parsons misses 2-pt jump shot from 5 ft (block by K. Love),79,81
339,4,7:02.0,Defensive rebound by T. Mozgov,,79,81
340,4,6:55.0,K. Love makes 3-pt jump shot from 25 ft (assist by I. Shumpert),,82,81
341,4,6:48.0,,Dallas full timeout,82,81
342,4,6:48.0,,D. Williams enters the game for J. Barea,82,81
343,4,6:35.0,,C. Parsons makes 2-pt jump shot from 19 ft (assist by D. Harris),82,83
344,4,6:09.0,K. Irving makes 3-pt jump shot from 26 ft (assist by L. James),,85,83
345,4,5:44.0,,Turnover by C. Parsons (bad pass; steal by L. James),85,83
346,4,5:40.0,Turnover by L. James (bad pass),,85,83
347,4,5:26.0,,D. Harris misses 3-pt jump shot from 24 ft,85,83
348,4,5:26.0,Defensive rebound by K. Love,,85,83
349,4,5:10.0,Shooting foul by D. Harris (drawn by T. Mozgov),,85,83
350,4,5:10.0,T. Mozgov makes free throw 1 of 2,,86,83
351,4,5:10.0,,D. Nowitzki enters the game for D. Harris,86,83
352,4,5:10.0,T. Mozgov makes free throw 2 of 2,,87,83
353,4,5:02.0,,Shooting foul by T. Mozgov (drawn by Z. Pachulia),87,83
354,4,5:02.0,,Z. Pachulia makes free throw 1 of 2,87,84
355,4,5:02.0,J. Smith enters the game for T. Mozgov,,87,84
356,4,5:02.0,,Z. Pachulia makes free throw 2 of 2,87,85
357,4,4:42.0,K. Love misses 3-pt jump shot from 24 ft,,87,85
358,4,4:41.0,Offensive rebound by K. Love,,87,85
359,4,4:36.0,K. Love misses 2-pt layup from 1 ft,,87,85
360,4,4:35.0,Offensive rebound by L. James,,87,85
361,4,4:33.0,I. Shumpert misses 3-pt jump shot from 25 ft,,87,85
362,4,4:32.0,Offensive rebound by K. Love,,87,85
363,4,4:32.0,K. Love misses 2-pt layup from 1 ft,,87,85
364,4,4:31.0,Offensive rebound by K. Love,,87,85
365,4,4:31.0,Personal foul by D. Nowitzki (drawn by K. Love),,87,85
366,4,4:18.0,I. Shumpert makes 2-pt layup from 2 ft,,89,85
367,4,4:02.0,,W. Matthews misses 3-pt jump shot from 25 ft,89,85
368,4,4:01.0,Defensive rebound by L. James,,89,85
369,4,3:36.0,L. James misses 2-pt jump shot from 17 ft,,89,85
370,4,3:34.0,Offensive rebound by K. Love,,89,85
371,4,3:20.0,Turnover by K. Irving (step out of bounds),,89,85
372,4,3:06.0,,D. Nowitzki misses 2-pt jump shot from 10 ft,89,85
373,4,3:04.0,,Offensive rebound by Z. Pachulia,89,85
374,4,2:58.0,,D. Williams misses 3-pt jump shot from 24 ft,89,85
375,4,2:57.0,,Offensive rebound by W. Matthews,89,85
376,4,2:55.0,,W. Matthews makes 3-pt jump shot from 25 ft,89,88
377,4,2:43.0,Cleveland full timeout,,89,88
378,4,2:30.0,I. Shumpert misses 2-pt layup from 1 ft,,89,88
379,4,2:29.0,,Defensive rebound by Z. Pachulia,89,88
380,4,2:05.0,,W. Matthews makes 3-pt jump shot from 24 ft (assist by C. Parsons),89,91
381,4,1:41.0,Shooting foul by D. Williams (drawn by K. Irving),,89,91
382,4,1:41.0,K. Irving makes free throw 1 of 2,,90,91
383,4,1:41.0,K. Irving makes free throw 2 of 2,,91,91
384,4,1:21.0,,Shooting foul by J. Smith (drawn by W. Matthews),91,91
