,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DENVER_ACTION,WASHINGTON_SCORE,DENVER_SCORE
394,4,7:13.0,J. Wall misses 2-pt jump shot from 19 ft,,89,89
395,4,7:13.0,,Defensive rebound by W. Barton,89,89
396,4,7:09.0,,W. Barton makes 2-pt layup from 1 ft,89,91
397,4,7:08.0,Washington full timeout,,89,91
398,4,7:08.0,M. Morris enters the game for J. Dudley,,89,91
399,4,7:08.0,O. Porter enters the game for M. Thornton,,89,91
400,4,6:58.0,Turnover by J. Wall (bad pass; steal by W. Barton),,89,91
401,4,6:44.0,,D. Arthur makes 3-pt jump shot from 25 ft (assist by J. Nurkić),89,94
402,4,6:28.0,Offensive foul by O. Porter (drawn by J. Nurkić),,89,94
403,4,6:28.0,Turnover by O. Porter (offensive foul),,89,94
404,4,6:14.0,,D. Augustin makes 2-pt layup from 2 ft,89,96
405,4,5:56.0,Turnover by M. Morris (lost ball; steal by A. Toupane),,89,96
406,4,5:51.0,,Turnover by W. Barton (lost ball; steal by O. Porter),89,96
407,4,5:47.0,Shooting foul by D. Augustin (drawn by O. Porter),,89,96
408,4,5:47.0,O. Porter makes free throw 1 of 2,,90,96
409,4,5:47.0,O. Porter makes free throw 2 of 2,,91,96
410,4,5:32.0,,A. Toupane makes 3-pt jump shot from 23 ft (assist by D. Augustin),91,99
411,4,5:15.0,Personal foul by A. Toupane,,91,99
412,4,5:08.0,G. Temple misses 3-pt jump shot from 24 ft,,91,99
413,4,5:06.0,Offensive rebound by J. Wall,,91,99
414,4,5:02.0,J. Wall misses 2-pt jump shot from 23 ft,,91,99
415,4,5:01.0,,Defensive rebound by W. Barton,91,99
416,4,4:55.0,,Shooting foul by O. Porter (drawn by W. Barton),91,99
417,4,4:55.0,,W. Barton misses free throw 1 of 2,91,99
418,4,4:55.0,,Offensive rebound by Team,91,99
419,4,4:55.0,,W. Barton makes free throw 2 of 2,91,100
420,4,4:55.0,Personal foul by A. Toupane,,91,100
421,4,4:55.0,J. Wall makes free throw 1 of 2,,92,100
422,4,4:55.0,J. Wall makes free throw 2 of 2,,93,100
423,4,4:38.0,,W. Barton makes 2-pt layup from 2 ft,93,102
424,4,4:35.0,Shooting block foul by A. Toupane (drawn by O. Porter),,93,102
425,4,4:35.0,O. Porter makes free throw 1 of 2,,94,102
426,4,4:35.0,O. Porter makes free throw 2 of 2,,95,102
427,4,4:22.0,,A. Toupane misses 3-pt jump shot from 23 ft,95,102
428,4,4:21.0,Defensive rebound by M. Morris,,95,102
429,4,4:15.0,Turnover by J. Wall (bad pass; steal by A. Toupane),,95,102
430,4,4:11.0,,Shooting foul by G. Temple (drawn by A. Toupane),95,102
431,4,4:11.0,,A. Toupane makes free throw 1 of 2,95,103
432,4,4:11.0,,A. Toupane makes free throw 2 of 2,95,104
433,4,3:54.0,N. Hilário misses 2-pt layup from 2 ft (block by J. Nurkić),,95,104
434,4,3:52.0,,Defensive rebound by J. Nurkić,95,104
435,4,3:34.0,,Personal block foul by G. Temple,95,104
436,4,3:34.0,,D. Augustin makes free throw 1 of 2,95,105
437,4,3:34.0,,D. Augustin makes free throw 2 of 2,95,106
438,4,3:21.0,Washington full timeout,,95,106
439,4,3:21.0,M. Thornton enters the game for O. Porter,,95,106
440,4,3:21.0,J. Hickson enters the game for N. Hilário,,95,106
441,4,3:17.0,M. Thornton misses 3-pt jump shot from 23 ft,,95,106
442,4,3:16.0,Offensive rebound by M. Morris,,95,106
443,4,3:16.0,Loose ball foul by G. Temple,,95,106
444,4,3:16.0,Turnover by G. Temple (offensive foul),,95,106
445,4,3:16.0,,D. Augustin makes free throw 1 of 2,95,107
446,4,3:16.0,,D. Augustin makes free throw 2 of 2,95,108
447,4,3:07.0,Turnover by J. Wall (bad pass; steal by J. Nurkić),,95,108
448,4,3:02.0,,D. Arthur misses 3-pt jump shot from 25 ft,95,108
449,4,3:01.0,,Offensive rebound by W. Barton,95,108
450,4,2:58.0,,W. Barton misses 2-pt layup from 2 ft,95,108
451,4,2:58.0,Defensive rebound by M. Morris,,95,108
452,4,2:47.0,M. Thornton misses 3-pt jump shot from 23 ft,,95,108
453,4,2:46.0,,Defensive rebound by W. Barton,95,108
454,4,2:31.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Augustin),95,110
455,4,2:31.0,,Shooting foul by G. Temple (drawn by J. Nurkić),95,110
456,4,2:31.0,R. Sessions enters the game for J. Hickson,,95,110
457,4,2:31.0,O. Porter enters the game for G. Temple,,95,110
458,4,2:31.0,,J. Nurkić misses free throw 1 of 1,95,110
459,4,2:30.0,Defensive rebound by M. Morris,,95,110
460,4,2:15.0,R. Sessions makes 2-pt layup at rim,,97,110
461,4,2:15.0,,Denver full timeout,97,110
462,4,2:15.0,,G. Harris enters the game for J. Nurkić,97,110
463,4,1:55.0,,A. Toupane makes 3-pt jump shot from 22 ft (assist by D. Augustin),97,113
464,4,1:48.0,Turnover by O. Porter (lost ball; steal by D. Augustin),,97,113
465,4,1:32.0,,D. Augustin makes 2-pt layup from 1 ft,97,115
466,4,1:19.0,Personal foul by G. Harris,,97,115
467,4,1:19.0,Technical foul by J. Wall,,97,115
468,4,1:19.0,,D. Augustin makes technical free throw,97,116
469,4,1:19.0,M. Morris misses free throw 1 of 2,,97,116
470,4,1:19.0,Offensive rebound by Team,,97,116
471,4,1:19.0,K. Oubre enters the game for J. Wall,,97,116
472,4,1:19.0,M. Morris makes free throw 2 of 2,,98,116
473,4,1:00.0,,A. Toupane misses 2-pt jump shot from 21 ft,98,116
474,4,1:00.0,,Offensive rebound by D. Arthur,98,116
475,4,0:42.0,,A. Toupane misses 3-pt jump shot from 23 ft,98,116
476,4,0:41.0,Defensive rebound by K. Oubre,,98,116
477,4,0:36.0,Turnover by K. Oubre (lost ball; steal by D. Arthur),,98,116
478,4,0:12.0,,Turnover by Team (shot clock),98,116
479,4,0:12.0,J. Eddie enters the game for O. Porter,,98,116
480,4,0:12.0,,J. Sampson enters the game for D. Arthur,98,116
481,4,0:08.0,K. Oubre misses 2-pt layup from 2 ft,,98,116
482,4,0:07.0,Offensive rebound by K. Oubre,,98,116
483,4,0:06.0,K. Oubre makes 2-pt layup from 2 ft,,100,116
