,QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
143,2,9:07.0,D. Lee misses free throw 1 of 2,,18,24
144,2,9:07.0,Offensive rebound by Team,,18,24
145,2,9:07.0,D. Lee makes free throw 2 of 2,,19,24
146,2,8:52.0,,R. Stuckey misses 2-pt layup from 1 ft,19,24
147,2,8:52.0,,Offensive rebound by Team,19,24
148,2,8:52.0,Official timeout,,19,24
149,2,8:36.0,,Turnover by C. Budinger (traveling),19,24
150,2,8:25.0,D. Lee makes 2-pt layup from 1 ft (assist by E. Turner),,21,24
151,2,8:10.0,,C. Budinger misses 3-pt jump shot from 24 ft,21,24
152,2,8:09.0,Defensive rebound by D. Lee,,21,24
153,2,8:02.0,J. Jerebko makes 2-pt layup at rim (assist by E. Turner),,23,24
154,2,7:41.0,,Shooting foul by R. Hunter (drawn by G. Robinson),23,24
155,2,7:41.0,,G. Robinson makes free throw 1 of 2,23,25
156,2,7:41.0,,G. Robinson misses free throw 2 of 2,23,25
157,2,7:41.0,Defensive rebound by J. Jerebko,,23,25
158,2,7:29.0,E. Turner misses 2-pt jump shot from 16 ft,,23,25
159,2,7:28.0,,Defensive rebound by M. Turner,23,25
160,2,7:20.0,,G. Hill misses 2-pt jump shot from 18 ft,23,25
161,2,7:18.0,Defensive rebound by E. Turner,,23,25
162,2,7:16.0,Turnover by E. Turner (bad pass; steal by G. Robinson),,23,25
163,2,7:14.0,,G. Robinson makes 2-pt layup at rim,23,27
164,2,7:14.0,,Shooting foul by E. Turner (drawn by G. Robinson),23,27
165,2,7:14.0,,G. Robinson makes free throw 1 of 1,23,28
166,2,7:07.0,I. Thomas makes 2-pt jump shot from 7 ft,,25,28
167,2,6:44.0,,Shooting foul by D. Lee (drawn by M. Turner),25,28
168,2,6:44.0,,M. Turner makes free throw 1 of 2,25,29
169,2,6:44.0,,M. Turner makes free throw 2 of 2,25,30
170,2,6:33.0,E. Turner misses 3-pt jump shot from 25 ft,,25,30
171,2,6:31.0,Offensive rebound by Team,,25,30
172,2,6:26.0,Turnover by I. Thomas (bad pass; steal by C. Budinger),,25,30
173,2,6:20.0,,R. Stuckey makes 2-pt layup from 1 ft (assist by C. Budinger),25,32
174,2,6:08.0,I. Thomas makes 2-pt layup from 1 ft,,27,32
175,2,5:51.0,,Indiana full timeout,27,32
176,2,5:51.0,,J. Hill enters the game for M. Turner,27,32
177,2,5:51.0,J. Sullinger enters the game for E. Turner,,27,32
178,2,5:51.0,J. Crowder enters the game for J. Jerebko,,27,32
179,2,5:51.0,A. Johnson enters the game for D. Lee,,27,32
180,2,5:40.0,,G. Robinson misses 2-pt jump shot from 16 ft,27,32
181,2,5:39.0,,Offensive rebound by C. Budinger,27,32
182,2,5:39.0,,C. Budinger misses 2-pt layup from 1 ft,27,32
183,2,5:38.0,Defensive rebound by J. Crowder,,27,32
184,2,5:23.0,R. Hunter makes 2-pt jump shot from 19 ft (assist by I. Thomas),,29,32
185,2,5:16.0,,L. Allen enters the game for C. Budinger,29,32
186,2,5:07.0,,Turnover by J. Hill (lost ball; steal by J. Crowder),29,32
187,2,5:03.0,I. Thomas makes 2-pt layup at rim,,31,32
188,2,5:03.0,Shooting block foul by R. Stuckey (drawn by I. Thomas),,31,32
189,2,5:03.0,,P. George enters the game for G. Robinson,31,32
190,2,5:03.0,,M. Ellis enters the game for R. Stuckey,31,32
191,2,5:03.0,I. Thomas makes free throw 1 of 1,,32,32
192,2,4:49.0,,P. George misses 2-pt jump shot from 20 ft,32,32
193,2,4:48.0,Defensive rebound by J. Crowder,,32,32
194,2,4:43.0,I. Thomas misses 2-pt jump shot from 18 ft,,32,32
195,2,4:43.0,,Defensive rebound by J. Hill,32,32
196,2,4:28.0,,G. Hill makes 3-pt jump shot from 26 ft (assist by M. Ellis),32,35
197,2,4:14.0,Turnover by A. Johnson (bad pass; steal by G. Hill),,32,35
198,2,3:55.0,,M. Ellis misses 3-pt jump shot from 23 ft,32,35
199,2,3:54.0,,Offensive rebound by L. Allen,32,35
200,2,3:50.0,,G. Hill misses 3-pt jump shot from 26 ft,32,35
201,2,3:49.0,Defensive rebound by J. Crowder,,32,35
202,2,3:43.0,Shooting foul by P. George (drawn by A. Johnson),,32,35
203,2,3:43.0,A. Johnson makes free throw 1 of 2,,33,35
204,2,3:43.0,A. Bradley enters the game for R. Hunter,,33,35
205,2,3:43.0,A. Johnson makes free throw 2 of 2,,34,35
206,2,3:26.0,,J. Hill misses 2-pt jump shot from 18 ft,34,35
207,2,3:25.0,,Offensive rebound by Team,34,35
208,2,3:02.0,,M. Ellis makes 3-pt jump shot from 23 ft (assist by G. Hill),34,38
209,2,2:55.0,I. Thomas misses 2-pt layup from 1 ft,,34,38
210,2,2:54.0,,Defensive rebound by J. Hill,34,38
211,2,2:45.0,,M. Ellis misses 3-pt jump shot from 24 ft,34,38
212,2,2:44.0,,Offensive rebound by P. George,34,38
213,2,2:39.0,,Personal foul by J. Sullinger (drawn by P. George),34,38
214,2,2:39.0,Boston full timeout,,34,38
215,2,2:39.0,,R. Stuckey enters the game for G. Hill,34,38
216,2,2:39.0,,P. George misses free throw 1 of 2,34,38
217,2,2:39.0,,Offensive rebound by Team,34,38
218,2,2:39.0,K. Olynyk enters the game for A. Johnson,,34,38
219,2,2:39.0,,P. George makes free throw 2 of 2,34,39
220,2,2:24.0,Turnover by I. Thomas (step out of bounds),,34,39
221,2,2:13.0,,P. George makes 3-pt jump shot from 24 ft (assist by M. Ellis),34,42
222,2,1:57.0,K. Olynyk misses 3-pt jump shot from 24 ft,,34,42
223,2,1:57.0,,Defensive rebound by M. Ellis,34,42
224,2,1:50.0,,J. Hill makes 2-pt layup at rim (assist by M. Ellis),34,44
225,2,1:42.0,Personal foul by M. Ellis (drawn by I. Thomas),,34,44
226,2,1:35.0,Shooting foul by L. Allen (drawn by I. Thomas),,34,44
227,2,1:35.0,I. Thomas makes free throw 1 of 2,,35,44
228,2,1:35.0,,G. Hill enters the game for M. Ellis,35,44
229,2,1:35.0,I. Thomas makes free throw 2 of 2,,36,44
230,2,1:27.0,,Turnover by G. Hill (bad pass),36,44
231,2,1:27.0,,G. Robinson enters the game for R. Stuckey,36,44
232,2,1:20.0,Shooting foul by L. Allen (drawn by I. Thomas),,36,44
233,2,1:20.0,I. Thomas makes free throw 1 of 2,,37,44
234,2,1:20.0,I. Thomas makes free throw 2 of 2,,38,44
235,2,1:10.0,,L. Allen misses 2-pt jump shot from 15 ft,38,44
236,2,1:09.0,Defensive rebound by A. Bradley,,38,44
237,2,1:02.0,A. Bradley misses 2-pt layup from 1 ft,,38,44
238,2,1:00.0,Offensive rebound by J. Sullinger,,38,44
239,2,1:00.0,J. Sullinger makes 2-pt layup at rim,,40,44
240,2,0:42.0,,G. Hill misses 3-pt jump shot from 22 ft,40,44
241,2,0:40.0,,Offensive rebound by L. Allen,40,44
242,2,0:36.0,,P. George makes 3-pt jump shot from 26 ft (assist by L. Allen),40,47
243,2,0:29.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by A. Bradley),,43,47
244,2,0:29.0,,Indiana full timeout,43,47
245,2,0:29.0,J. Jerebko enters the game for I. Thomas,,43,47
246,2,0:29.0,A. Johnson enters the game for K. Olynyk,,43,47
247,2,0:29.0,,M. Ellis enters the game for G. Hill,43,47
248,2,0:29.0,,Violation by Team (delay of game),43,47
249,2,0:10.0,,M. Ellis misses 2-pt jump shot from 16 ft,43,47
250,2,0:09.0,,Offensive rebound by M. Ellis,43,47
251,2,0:04.0,,P. George misses 3-pt jump shot from 25 ft,43,47
252,2,0:03.0,,Offensive rebound by J. Hill,43,47
253,2,0:01.0,,J. Hill makes 2-pt jump shot from 11 ft,43,49
254,2,0:01.0,Boston full timeout,,43,49
255,2,0:01.0,I. Thomas enters the game for A. Johnson,,43,49
256,2,0:01.0,R. Hunter enters the game for J. Jerebko,,43,49
257,2,0:01.0,,G. Hill enters the game for L. Allen,43,49
258,2,0:01.0,,C. Budinger enters the game for M. Ellis,43,49
259,2,0:01.0,Turnover by J. Crowder (inbound),,43,49
260,2,0:01.0,E. Turner enters the game for I. Thomas,,43,49
261,2,0:01.0,A. Johnson enters the game for R. Hunter,,43,49
262,2,0:01.0,,L. Allen enters the game for C. Budinger,43,49
263,2,0:00.0,,P. George misses 2-pt jump shot from 14 ft (block by J. Sullinger),43,49
264,2,0:00.0,,Offensive rebound by P. George,43,49
265,3,11:49.0,J. Sullinger misses 2-pt jump shot from 19 ft,,43,49
266,3,11:49.0,,Defensive rebound by G. Hill,43,49
267,3,11:28.0,,L. Allen misses 2-pt jump shot from 7 ft,43,49
268,3,11:27.0,Defensive rebound by A. Johnson,,43,49
269,3,11:13.0,J. Crowder makes 3-pt jump shot from 26 ft (assist by J. Sullinger),,46,49
270,3,10:50.0,,J. Hill misses 2-pt jump shot from 11 ft,46,49
271,3,10:49.0,,Offensive rebound by L. Allen,46,49
272,3,10:49.0,,Personal foul by A. Johnson (drawn by L. Allen),46,49
273,3,10:40.0,,P. George makes 3-pt jump shot from 26 ft,46,52
274,3,10:26.0,J. Crowder misses 2-pt jump shot from 20 ft,,46,52
275,3,10:25.0,,Defensive rebound by P. George,46,52
276,3,10:10.0,,P. George makes 3-pt jump shot from 27 ft (assist by M. Ellis),46,55
277,3,9:54.0,Shooting foul by P. George (drawn by J. Crowder),,46,55
278,3,9:54.0,J. Crowder makes free throw 1 of 2,,47,55
279,3,9:54.0,J. Crowder makes free throw 2 of 2,,48,55
280,3,9:41.0,,Offensive foul by J. Hill (drawn by I. Thomas),48,55
281,3,9:41.0,,Turnover by J. Hill (offensive foul),48,55
282,3,9:30.0,I. Thomas makes 2-pt layup from 1 ft,,50,55
283,3,9:14.0,,Shooting foul by A. Bradley (drawn by G. Hill),50,55
284,3,9:14.0,,G. Hill makes free throw 1 of 2,50,56
285,3,9:14.0,,G. Hill makes free throw 2 of 2,50,57
286,3,9:03.0,A. Bradley makes 2-pt layup from 1 ft (assist by I. Thomas),,52,57
287,3,8:48.0,,Turnover by P. George (lost ball; steal by A. Bradley),52,57
288,3,8:48.0,,Loose ball foul by P. George (drawn by J. Crowder),52,57
289,3,8:39.0,J. Sullinger makes 2-pt layup from 1 ft (assist by A. Bradley),,54,57
290,3,8:39.0,,Indiana full timeout,54,57
291,3,8:20.0,,P. George misses 3-pt jump shot from 25 ft,54,57
292,3,8:19.0,Defensive rebound by A. Johnson,,54,57
293,3,8:01.0,A. Johnson misses 2-pt layup from 1 ft,,54,57
294,3,8:00.0,Offensive rebound by J. Sullinger,,54,57
295,3,8:00.0,J. Sullinger misses 2-pt layup from 1 ft,,54,57
296,3,7:59.0,,Defensive rebound by P. George,54,57
297,3,7:45.0,,G. Hill misses 2-pt jump shot from 6 ft,54,57
298,3,7:43.0,,Offensive rebound by L. Allen,54,57
299,3,7:41.0,,L. Allen misses 2-pt hook shot from 3 ft,54,57
300,3,7:40.0,Defensive rebound by A. Johnson,,54,57
301,3,7:34.0,I. Thomas misses 3-pt jump shot from 25 ft,,54,57
302,3,7:32.0,Offensive rebound by I. Thomas,,54,57
303,3,7:29.0,J. Crowder makes 2-pt layup at rim (assist by I. Thomas),,56,57
304,3,7:12.0,,L. Allen makes 2-pt layup at rim (assist by G. Hill),56,59
305,3,6:49.0,J. Sullinger misses 2-pt layup from 1 ft,,56,59
306,3,6:49.0,,Defensive rebound by L. Allen,56,59
307,3,6:43.0,,Personal foul by J. Sullinger (drawn by G. Hill),56,59
308,3,6:33.0,,M. Ellis misses 2-pt jump shot from 10 ft,56,59
309,3,6:32.0,Defensive rebound by J. Sullinger,,56,59
310,3,6:31.0,Personal foul by P. George (drawn by I. Thomas),,56,59
311,3,6:31.0,,C. Budinger enters the game for P. George,56,59
312,3,6:18.0,I. Thomas misses 2-pt jump shot from 6 ft,,56,59
313,3,6:17.0,Offensive rebound by J. Sullinger,,56,59
314,3,6:17.0,Shooting foul by J. Hill (drawn by J. Sullinger),,56,59
315,3,6:17.0,J. Sullinger makes free throw 1 of 2,,57,59
316,3,6:17.0,J. Sullinger makes free throw 2 of 2,,58,59
317,3,5:57.0,,J. Hill misses 2-pt jump shot from 18 ft,58,59
318,3,5:56.0,Defensive rebound by J. Crowder,,58,59
319,3,5:56.0,,Loose ball foul by L. Allen (drawn by J. Crowder),58,59
320,3,5:56.0,J. Crowder makes free throw 1 of 2,,59,59
321,3,5:56.0,J. Crowder misses free throw 2 of 2,,59,59
322,3,5:56.0,,Defensive rebound by J. Hill,59,59
323,3,5:33.0,,M. Ellis misses 2-pt jump shot from 6 ft,59,59
324,3,5:32.0,,Offensive rebound by J. Hill,59,59
325,3,5:30.0,,J. Hill makes 2-pt layup at rim,59,61
326,3,5:19.0,Turnover by A. Bradley (bad pass; steal by J. Hill),,59,61
327,3,5:09.0,,C. Budinger misses 3-pt jump shot from 24 ft,59,61
328,3,5:07.0,,Offensive rebound by L. Allen,59,61
329,3,5:07.0,,L. Allen misses 2-pt layup at rim,59,61
330,3,5:07.0,Defensive rebound by J. Sullinger,,59,61
331,3,4:55.0,J. Sullinger makes 3-pt jump shot from 26 ft (assist by I. Thomas),,62,61
332,3,4:38.0,,J. Hill makes 2-pt jump shot from 16 ft (assist by M. Ellis),62,63
333,3,4:16.0,Turnover by I. Thomas (lost ball; steal by J. Hill),,62,63
334,3,4:10.0,,C. Budinger makes 2-pt layup from 1 ft (assist by G. Hill),62,65
335,3,3:46.0,J. Sullinger misses 3-pt jump shot from 26 ft,,62,65
336,3,3:44.0,,Defensive rebound by L. Allen,62,65
337,3,3:38.0,,Turnover by M. Ellis (bad pass; steal by I. Thomas),62,65
338,3,3:36.0,Shooting foul by L. Allen (drawn by J. Crowder),,62,65
339,3,3:36.0,J. Crowder misses free throw 1 of 2,,62,65
340,3,3:36.0,Offensive rebound by Team,,62,65
341,3,3:36.0,,R. Stuckey enters the game for L. Allen,62,65
342,3,3:36.0,,M. Turner enters the game for J. Hill,62,65
343,3,3:36.0,,G. Robinson enters the game for G. Hill,62,65
344,3,3:36.0,E. Turner enters the game for A. Johnson,,62,65
345,3,3:36.0,J. Jerebko enters the game for J. Sullinger,,62,65
346,3,3:36.0,D. Lee enters the game for I. Thomas,,62,65
347,3,3:36.0,J. Crowder makes free throw 2 of 2,,63,65
348,3,3:18.0,,C. Budinger makes 2-pt layup from 1 ft,63,67
349,3,3:05.0,E. Turner makes 2-pt jump shot from 18 ft,,65,67
350,3,2:51.0,,M. Ellis makes 2-pt jump shot from 20 ft,65,69
351,3,2:35.0,A. Bradley makes 2-pt jump shot from 19 ft,,67,69
352,3,2:14.0,,M. Ellis makes 2-pt jump shot from 18 ft,67,71
353,3,2:00.0,Turnover by D. Lee (bad pass; steal by M. Ellis),,67,71
354,3,1:52.0,,M. Ellis misses 2-pt jump shot from 8 ft,67,71
355,3,1:51.0,Defensive rebound by J. Jerebko,,67,71
356,3,1:38.0,E. Turner makes 2-pt jump shot from 16 ft,,69,71
357,3,1:25.0,,R. Stuckey makes 2-pt jump shot from 19 ft (assist by M. Turner),69,73
358,3,1:17.0,Boston full timeout,,69,73
359,3,1:17.0,R. Hunter enters the game for J. Crowder,,69,73
360,3,1:10.0,A. Bradley misses 3-pt jump shot from 25 ft,,69,73
361,3,1:10.0,,Defensive rebound by R. Stuckey,69,73
362,3,0:55.0,,R. Stuckey misses 2-pt layup from 1 ft,69,73
363,3,0:54.0,Defensive rebound by J. Jerebko,,69,73
364,3,0:45.0,D. Lee makes 2-pt layup at rim (assist by E. Turner),,71,73
365,3,0:45.0,Shooting foul by C. Budinger (drawn by D. Lee),,71,73
366,3,0:45.0,D. Lee makes free throw 1 of 1,,72,73
367,3,0:36.0,,Personal foul by D. Lee (drawn by M. Turner),72,73
368,3,0:28.0,,M. Ellis misses 2-pt jump shot from 11 ft,72,73
369,3,0:27.0,Defensive rebound by D. Lee,,72,73
370,3,0:02.0,E. Turner misses 2-pt jump shot from 13 ft,,72,73
371,3,0:01.0,,Defensive rebound by M. Ellis,72,73
372,4,11:45.0,Offensive charge foul by G. Hill (drawn by A. Bradley),,72,73
373,4,11:45.0,,Turnover by G. Hill (offensive foul),72,73
374,4,11:31.0,D. Lee misses 2-pt hook shot from 8 ft,,72,73
375,4,11:30.0,,Defensive rebound by G. Robinson,72,73
376,4,11:18.0,,Personal foul by J. Jerebko (drawn by G. Hill),72,73
377,4,11:09.0,,R. Stuckey misses 2-pt jump shot from 16 ft,72,73
378,4,11:08.0,,Offensive rebound by G. Robinson,72,73
379,4,11:08.0,,G. Robinson makes 2-pt layup at rim,72,75
380,4,10:52.0,D. Lee makes 2-pt layup from 1 ft (assist by E. Turner),,74,75
381,4,10:30.0,I. Thomas enters the game for A. Bradley,,74,75
382,4,10:25.0,,G. Robinson makes 2-pt jump shot from 18 ft,74,77
383,4,10:11.0,D. Lee misses 2-pt hook shot from 5 ft,,74,77
384,4,10:11.0,,Defensive rebound by C. Budinger,74,77
385,4,9:55.0,,Shooting foul by R. Hunter (drawn by M. Turner),74,77
386,4,9:55.0,,M. Turner makes free throw 1 of 2,74,78
387,4,9:55.0,,M. Turner misses free throw 2 of 2,74,78
388,4,9:55.0,Defensive rebound by E. Turner,,74,78
389,4,9:38.0,J. Jerebko makes 2-pt jump shot from 10 ft (assist by I. Thomas),,76,78
390,4,9:20.0,,R. Stuckey misses 2-pt jump shot from 20 ft,76,78
391,4,9:20.0,,Offensive rebound by M. Turner,76,78
392,4,9:20.0,,Personal foul by J. Jerebko (drawn by M. Turner),76,78
393,4,9:16.0,,M. Turner misses 2-pt jump shot from 6 ft (block by E. Turner),76,78
394,4,9:15.0,Defensive rebound by E. Turner,,76,78
