,QUARTER,TIME_REMAINING,UTAH_ACTION,LA LAKERS_ACTION,UTAH_SCORE,LA LAKERS_SCORE
111,2,10:35.0,,N. Young makes 2-pt jump shot from 17 ft (assist by R. Sacre),20,16
112,2,10:09.0,C. Johnson makes 2-pt layup at rim (assist by T. Burke),,22,16
113,2,9:53.0,,J. Randle makes 2-pt jump shot from 17 ft (assist by M. World Peace),22,18
114,2,9:39.0,Shooting foul by M. Huertas (drawn by J. Withey),,22,18
115,2,9:39.0,J. Withey makes free throw 1 of 2,,23,18
116,2,9:39.0,J. Withey makes free throw 2 of 2,,24,18
117,2,9:25.0,,M. Huertas misses 2-pt jump shot from 17 ft,24,18
118,2,9:24.0,Defensive rebound by J. Withey,,24,18
119,2,9:12.0,Shooting foul by M. World Peace (drawn by J. Withey),,24,18
120,2,9:12.0,J. Withey makes free throw 1 of 2,,25,18
121,2,9:12.0,J. Withey makes free throw 2 of 2,,26,18
122,2,8:52.0,,Turnover by R. Sacre (bad pass; steal by J. Withey),26,18
123,2,8:47.0,C. Johnson makes 2-pt layup at rim,,28,18
124,2,8:47.0,,LA Lakers full timeout,28,18
125,2,8:47.0,,L. Nance enters the game for R. Sacre,28,18
126,2,8:24.0,,L. Nance misses 2-pt jump shot from 14 ft (block by T. Booker),28,18
127,2,8:22.0,Defensive rebound by C. Johnson,,28,18
128,2,8:04.0,Turnover by R. Hood (lost ball; steal by L. Nance),,28,18
129,2,7:54.0,,N. Young misses 2-pt jump shot from 10 ft,28,18
130,2,7:52.0,Defensive rebound by C. Johnson,,28,18
131,2,7:37.0,T. Burke makes 3-pt jump shot from 24 ft (assist by R. Hood),,31,18
132,2,7:24.0,,M. World Peace misses 3-pt jump shot from 24 ft,31,18
133,2,7:23.0,Defensive rebound by T. Booker,,31,18
134,2,7:12.0,T. Burke makes 2-pt jump shot from 7 ft,,33,18
135,2,6:57.0,,M. World Peace makes 3-pt jump shot from 24 ft (assist by M. Huertas),33,21
136,2,6:21.0,R. Hood misses 3-pt jump shot from 25 ft,,33,21
137,2,6:20.0,Offensive rebound by J. Withey,,33,21
138,2,6:15.0,R. Hood misses 2-pt jump shot from 3 ft (block by L. Nance),,33,21
139,2,6:15.0,Offensive rebound by Team,,33,21
140,2,6:15.0,Utah full timeout,,33,21
141,2,6:15.0,,J. Clarkson enters the game for N. Young,33,21
142,2,6:15.0,,L. Williams enters the game for M. Huertas,33,21
143,2,6:15.0,G. Hayward enters the game for R. Hood,,33,21
144,2,6:15.0,R. Gobert enters the game for C. Johnson,,33,21
145,2,6:15.0,J. Ingles enters the game for J. Withey,,33,21
146,2,6:13.0,Personal foul by L. Nance (drawn by R. Gobert),,33,21
147,2,6:00.0,T. Booker misses 3-pt jump shot from 22 ft,,33,21
148,2,6:00.0,,Defensive rebound by L. Williams,33,21
149,2,5:36.0,,J. Randle makes 2-pt jump shot from 5 ft,33,23
150,2,5:23.0,Offensive foul by G. Hayward (drawn by M. World Peace),,33,23
151,2,5:23.0,Turnover by G. Hayward (offensive foul),,33,23
152,2,5:23.0,T. Lyles enters the game for T. Booker,,33,23
153,2,5:23.0,R. Neto enters the game for T. Burke,,33,23
154,2,5:11.0,,J. Clarkson misses 2-pt jump shot from 5 ft,33,23
155,2,5:11.0,Defensive rebound by R. Gobert,,33,23
156,2,4:58.0,G. Hayward makes 2-pt layup from 1 ft,,35,23
157,2,4:36.0,,L. Williams misses 2-pt jump shot from 12 ft,35,23
158,2,4:35.0,Defensive rebound by T. Lyles,,35,23
159,2,4:29.0,Personal foul by J. Randle (drawn by R. Gobert),,35,23
160,2,4:29.0,R. Gobert makes free throw 1 of 2,,36,23
161,2,4:29.0,,R. Hibbert enters the game for J. Randle,36,23
162,2,4:29.0,R. Gobert misses free throw 2 of 2,,36,23
163,2,4:29.0,,Defensive rebound by R. Hibbert,36,23
164,2,4:05.0,,M. World Peace misses 3-pt jump shot from 26 ft,36,23
165,2,4:04.0,Defensive rebound by R. Gobert,,36,23
166,2,3:51.0,J. Ingles misses 2-pt layup from 2 ft,,36,23
167,2,3:50.0,,Defensive rebound by Team,36,23
168,2,3:50.0,,A. Brown enters the game for M. World Peace,36,23
169,2,3:50.0,C. Johnson enters the game for J. Ingles,,36,23
170,2,3:43.0,,Offensive foul by R. Hibbert (drawn by R. Neto),36,23
171,2,3:43.0,,Turnover by R. Hibbert (offensive foul),36,23
172,2,3:25.0,C. Johnson makes 2-pt jump shot from 8 ft (assist by G. Hayward),,38,23
173,2,3:08.0,,L. Williams misses 2-pt jump shot from 6 ft,38,23
174,2,3:07.0,Defensive rebound by C. Johnson,,38,23
175,2,2:53.0,R. Neto misses 2-pt jump shot from 3 ft (block by J. Clarkson),,38,23
176,2,2:52.0,,Defensive rebound by L. Williams,38,23
177,2,2:49.0,,Turnover by L. Williams (bad pass; steal by C. Johnson),38,23
178,2,2:30.0,R. Gobert makes 2-pt jump shot from 9 ft (assist by C. Johnson),,40,23
179,2,2:15.0,,J. Clarkson makes 2-pt jump shot from 3 ft,40,25
180,2,1:54.0,Shooting foul by L. Nance (drawn by G. Hayward),,40,25
181,2,1:54.0,G. Hayward makes 2-pt jump shot from 11 ft,,42,25
182,2,1:54.0,Official timeout,,42,25
183,2,1:54.0,G. Hayward makes free throw 1 of 1,,43,25
184,2,1:41.0,,Turnover by L. Williams (bad pass; steal by R. Neto),43,25
185,2,1:23.0,C. Johnson misses 2-pt jump shot from 9 ft,,43,25
186,2,1:22.0,Offensive rebound by G. Hayward,,43,25
187,2,1:21.0,G. Hayward misses 2-pt layup from 2 ft,,43,25
188,2,1:21.0,,Defensive rebound by Team,43,25
189,2,1:21.0,Loose ball foul by R. Gobert (drawn by J. Clarkson),,43,25
190,2,1:10.0,,J. Clarkson misses 2-pt layup from 1 ft,43,25
191,2,1:08.0,,Offensive rebound by L. Williams,43,25
192,2,1:01.0,,Shooting block foul by C. Johnson (drawn by A. Brown),43,25
193,2,1:01.0,,A. Brown makes free throw 1 of 2,43,26
194,2,1:01.0,R. Hood enters the game for C. Johnson,,43,26
195,2,1:01.0,,A. Brown makes free throw 2 of 2,43,27
196,2,0:52.0,G. Hayward misses 2-pt jump shot from 3 ft,,43,27
197,2,0:52.0,,Defensive rebound by Team,43,27
198,2,0:47.0,,Shooting foul by R. Gobert (drawn by L. Williams),43,27
199,2,0:47.0,Violation by Team (delay of game),,43,27
200,2,0:47.0,,L. Williams makes free throw 1 of 2,43,28
201,2,0:47.0,T. Burke enters the game for R. Neto,,43,28
202,2,0:47.0,J. Withey enters the game for R. Gobert,,43,28
203,2,0:47.0,,L. Williams misses free throw 2 of 2,43,28
204,2,0:46.0,,Offensive rebound by R. Hibbert,43,28
205,2,0:45.0,,R. Hibbert makes 2-pt layup from 1 ft,43,30
206,2,0:32.0,G. Hayward misses 2-pt jump shot from 13 ft,,43,30
207,2,0:31.0,,Defensive rebound by R. Hibbert,43,30
208,2,0:14.0,,L. Williams misses 3-pt jump shot from 24 ft,43,30
209,2,0:13.0,Defensive rebound by J. Withey,,43,30
210,2,0:02.0,T. Burke misses 3-pt jump shot from 24 ft,,43,30
211,2,0:00.0,,Defensive rebound by A. Brown,43,30
212,3,11:39.0,R. Hood misses 2-pt jump shot from 6 ft,,43,30
213,3,11:37.0,,Defensive rebound by J. Clarkson,43,30
214,3,11:14.0,,J. Clarkson misses 3-pt jump shot from 24 ft,43,30
215,3,11:13.0,Defensive rebound by R. Hood,,43,30
216,3,10:58.0,Turnover by R. Gobert (lost ball; steal by L. Williams),,43,30
217,3,10:53.0,,J. Clarkson misses 2-pt layup from 1 ft (block by G. Hayward),43,30
218,3,10:53.0,,Offensive rebound by Team,43,30
219,3,10:37.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by R. Hibbert),43,33
220,3,10:25.0,Shooting foul by R. Hibbert (drawn by R. Gobert),,43,33
221,3,10:25.0,R. Gobert makes free throw 1 of 2,,44,33
222,3,10:25.0,R. Gobert makes free throw 2 of 2,,45,33
223,3,10:01.0,,J. Clarkson makes 2-pt jump shot from 6 ft,45,35
224,3,9:50.0,G. Hayward makes 3-pt jump shot from 23 ft,,48,35
225,3,9:34.0,,A. Brown makes 2-pt jump shot from 18 ft (assist by L. Nance),48,37
226,3,9:23.0,G. Hayward makes 2-pt dunk at rim (assist by R. Neto),,50,37
227,3,9:23.0,Shooting foul by R. Hibbert (drawn by G. Hayward),,50,37
228,3,9:23.0,G. Hayward makes free throw 1 of 1,,51,37
229,3,8:58.0,,L. Nance misses 2-pt jump shot from 20 ft,51,37
230,3,8:58.0,Defensive rebound by R. Hood,,51,37
231,3,8:39.0,R. Hood makes 2-pt jump shot from 14 ft (assist by R. Gobert),,53,37
232,3,8:31.0,,Shooting foul by R. Gobert (drawn by L. Williams),53,37
233,3,8:31.0,,L. Williams makes 2-pt jump shot from 3 ft,53,39
234,3,8:31.0,,L. Williams makes free throw 1 of 1,53,40
235,3,8:10.0,G. Hayward misses 2-pt jump shot from 18 ft,,53,40
236,3,8:10.0,,Defensive rebound by L. Williams,53,40
237,3,8:02.0,,L. Nance makes 2-pt dunk at rim (assist by L. Williams),53,42
238,3,7:46.0,G. Hayward makes 2-pt jump shot from 7 ft,,55,42
239,3,7:30.0,,R. Hibbert misses 2-pt jump shot from 3 ft (block by R. Gobert),55,42
240,3,7:29.0,Defensive rebound by T. Lyles,,55,42
241,3,7:18.0,Turnover by G. Hayward (lost ball; steal by J. Clarkson),,55,42
242,3,7:16.0,,Turnover by A. Brown (bad pass),55,42
243,3,7:16.0,J. Withey enters the game for R. Gobert,,55,42
244,3,6:58.0,G. Hayward misses 2-pt layup from 2 ft (block by R. Hibbert),,55,42
245,3,6:58.0,Offensive rebound by Team,,55,42
246,3,6:54.0,R. Hood makes 2-pt jump shot from 6 ft (assist by T. Lyles),,57,42
247,3,6:48.0,,Shooting foul by J. Withey (drawn by L. Williams),57,42
248,3,6:48.0,,L. Williams makes free throw 1 of 2,57,43
249,3,6:48.0,C. Johnson enters the game for R. Hood,,57,43
250,3,6:48.0,,L. Williams misses free throw 2 of 2,57,43
251,3,6:46.0,,Offensive rebound by L. Nance,57,43
252,3,6:36.0,,R. Hibbert makes 2-pt dunk at rim (assist by L. Williams),57,45
253,3,6:24.0,Turnover by R. Neto (bad pass; steal by J. Clarkson),,57,45
254,3,6:18.0,,J. Clarkson misses 2-pt layup at rim (block by G. Hayward),57,45
255,3,6:16.0,,Offensive rebound by A. Brown,57,45
256,3,6:12.0,,L. Williams misses 3-pt jump shot from 25 ft,57,45
257,3,6:11.0,Defensive rebound by J. Withey,,57,45
258,3,6:10.0,Turnover by J. Withey (bad pass; steal by J. Clarkson),,57,45
259,3,6:05.0,,J. Clarkson misses 2-pt layup from 1 ft (block by J. Withey),57,45
260,3,6:03.0,,Offensive rebound by L. Williams,57,45
261,3,5:58.0,,L. Williams misses 3-pt jump shot from 24 ft,57,45
262,3,5:57.0,Defensive rebound by J. Withey,,57,45
263,3,5:37.0,Turnover by Team (shot clock),,57,45
264,3,5:14.0,,J. Clarkson misses 3-pt jump shot from 24 ft,57,45
265,3,5:14.0,Defensive rebound by T. Lyles,,57,45
266,3,4:52.0,C. Johnson misses 3-pt jump shot from 25 ft,,57,45
267,3,4:52.0,,Defensive rebound by L. Nance,57,45
268,3,4:41.0,,L. Williams misses 2-pt layup from 1 ft,57,45
269,3,4:41.0,,Offensive rebound by R. Hibbert,57,45
270,3,4:41.0,,R. Hibbert makes 2-pt layup at rim,57,47
271,3,4:41.0,Utah full timeout,,57,47
272,3,4:37.0,T. Burke enters the game for G. Hayward,,57,47
273,3,4:37.0,T. Booker enters the game for T. Lyles,,57,47
274,3,4:37.0,J. Ingles enters the game for R. Neto,,57,47
275,3,4:30.0,,M. Huertas enters the game for J. Clarkson,57,47
276,3,4:22.0,Offensive foul by J. Withey (drawn by L. Williams),,57,47
277,3,4:22.0,Turnover by J. Withey (offensive foul),,57,47
278,3,4:14.0,,L. Williams misses 3-pt jump shot from 25 ft,57,47
279,3,4:13.0,Defensive rebound by T. Booker,,57,47
280,3,4:02.0,Personal foul by M. Huertas (drawn by T. Burke),,57,47
281,3,4:02.0,,J. Randle enters the game for R. Hibbert,57,47
282,3,4:02.0,,N. Young enters the game for A. Brown,57,47
283,3,3:54.0,T. Burke misses 2-pt jump shot from 3 ft,,57,47
284,3,3:54.0,,Defensive rebound by L. Nance,57,47
285,3,3:46.0,,Turnover by L. Williams (traveling),57,47
286,3,3:29.0,C. Johnson misses 3-pt jump shot from 22 ft,,57,47
287,3,3:29.0,Offensive rebound by Team,,57,47
288,3,3:29.0,,Loose ball foul by J. Randle (drawn by J. Withey),57,47
289,3,3:21.0,Turnover by J. Ingles (bad pass; steal by L. Nance),,57,47
290,3,3:12.0,,L. Williams misses 2-pt jump shot from 5 ft,57,47
291,3,3:10.0,Offensive rebound by J. Withey,,57,47
292,3,2:52.0,C. Johnson misses 3-pt jump shot from 24 ft,,57,47
293,3,2:52.0,,Defensive rebound by Team,57,47
294,3,2:52.0,Loose ball foul by T. Booker,,57,47
295,3,2:52.0,,LA Lakers full timeout,57,47
296,3,2:38.0,,L. Williams misses 3-pt jump shot from 25 ft,57,47
297,3,2:37.0,Defensive rebound by C. Johnson,,57,47
298,3,2:18.0,C. Johnson misses 2-pt layup from 2 ft,,57,47
299,3,2:17.0,Offensive rebound by C. Johnson,,57,47
300,3,1:56.0,T. Booker makes 2-pt jump shot from 4 ft (assist by J. Ingles),,59,47
301,3,1:45.0,,Personal foul by J. Withey (drawn by J. Randle),59,47
302,3,1:37.0,,J. Randle misses 3-pt jump shot from 25 ft,59,47
303,3,1:34.0,,Offensive rebound by L. Nance,59,47
304,3,1:22.0,,M. Huertas misses 3-pt jump shot from 25 ft,59,47
305,3,1:20.0,Defensive rebound by T. Booker,,59,47
306,3,1:01.0,J. Ingles misses 2-pt layup from 2 ft,,59,47
307,3,1:01.0,Offensive rebound by Team,,59,47
308,3,0:58.0,C. Johnson misses 3-pt jump shot from 23 ft,,59,47
309,3,0:57.0,Offensive rebound by Team,,59,47
310,3,0:57.0,,Loose ball foul by J. Randle (drawn by T. Booker),59,47
311,3,0:57.0,T. Booker makes free throw 1 of 2,,60,47
312,3,0:57.0,T. Booker makes free throw 2 of 2,,61,47
313,3,0:44.0,,J. Randle makes 2-pt layup at rim,61,49
314,3,0:44.0,,Shooting foul by J. Withey (drawn by J. Randle),61,49
315,3,0:44.0,,J. Randle makes free throw 1 of 1,61,50
316,3,0:22.0,T. Burke misses 2-pt jump shot from 13 ft,,61,50
317,3,0:20.0,Offensive rebound by T. Booker,,61,50
318,3,0:20.0,T. Booker misses 2-pt layup from 1 ft,,61,50
319,3,0:18.0,,Defensive rebound by J. Randle,61,50
320,3,0:01.0,,Turnover by L. Williams (bad pass; steal by T. Booker),61,50
321,4,11:46.0,,N. Young makes 2-pt jump shot from 15 ft (assist by M. Huertas),61,52
322,4,11:26.0,R. Hood makes 2-pt jump shot from 10 ft,,63,52
323,4,11:11.0,,N. Young misses 2-pt jump shot from 16 ft,63,52
324,4,11:10.0,Defensive rebound by R. Hood,,63,52
325,4,11:03.0,Turnover by R. Hood (lost ball; steal by J. Clarkson),,63,52
326,4,10:42.0,,J. Randle misses 2-pt jump shot from 4 ft,63,52
327,4,10:41.0,,Offensive rebound by N. Young,63,52
328,4,10:34.0,,J. Randle misses 2-pt layup from 1 ft (block by R. Gobert),63,52
329,4,10:33.0,Defensive rebound by T. Lyles,,63,52
330,4,10:20.0,Turnover by R. Gobert (lost ball; steal by J. Randle),,63,52
331,4,10:14.0,,J. Randle makes 2-pt dunk at rim,63,54
332,4,9:52.0,R. Hood makes 2-pt jump shot from 9 ft,,65,54
333,4,9:27.0,,M. Huertas misses 2-pt layup from 2 ft,65,54
334,4,9:26.0,Defensive rebound by R. Hood,,65,54
335,4,9:13.0,Shooting foul by R. Hibbert (drawn by R. Gobert),,65,54
336,4,9:13.0,R. Gobert misses free throw 1 of 2,,65,54
337,4,9:13.0,Offensive rebound by Team,,65,54
338,4,9:13.0,G. Hayward enters the game for J. Ingles,,65,54
339,4,9:13.0,,M. World Peace enters the game for M. Huertas,65,54
340,4,9:13.0,R. Neto enters the game for T. Burke,,65,54
341,4,9:13.0,R. Gobert makes free throw 2 of 2,,66,54
342,4,9:00.0,,J. Clarkson makes 2-pt jump shot from 7 ft,66,56
343,4,8:43.0,Personal foul by J. Clarkson (drawn by R. Gobert),,66,56
344,4,8:43.0,Official timeout,,66,56
345,4,8:30.0,R. Hood misses 2-pt jump shot from 14 ft,,66,56
346,4,8:30.0,,Defensive rebound by J. Randle,66,56
347,4,8:17.0,,J. Randle misses 2-pt layup from 1 ft,66,56
348,4,8:16.0,Defensive rebound by T. Lyles,,66,56
349,4,8:02.0,Shooting foul by R. Hibbert (drawn by G. Hayward),,66,56
350,4,8:02.0,,L. Nance enters the game for R. Hibbert,66,56
351,4,8:02.0,G. Hayward misses free throw 1 of 2,,66,56
352,4,8:02.0,Offensive rebound by Team,,66,56
353,4,8:02.0,T. Booker enters the game for T. Lyles,,66,56
354,4,8:02.0,G. Hayward makes free throw 2 of 2,,67,56
355,4,7:38.0,,L. Nance makes 2-pt hook shot from 4 ft (assist by J. Randle),67,58
356,4,7:20.0,Turnover by R. Neto (bad pass),,67,58
357,4,7:04.0,,N. Young misses 2-pt jump shot from 20 ft,67,58
358,4,7:03.0,Defensive rebound by T. Booker,,67,58
359,4,6:46.0,G. Hayward misses 2-pt layup from 2 ft (block by M. World Peace),,67,58
360,4,6:44.0,,Defensive rebound by L. Nance,67,58
361,4,6:36.0,,J. Clarkson misses 2-pt jump shot from 15 ft,67,58
362,4,6:34.0,Defensive rebound by R. Gobert,,67,58
363,4,6:14.0,T. Booker makes 2-pt layup from 1 ft (assist by R. Hood),,69,58
364,4,6:06.0,,LA Lakers full timeout,69,58
365,4,6:06.0,,L. Williams enters the game for N. Young,69,58
366,4,5:57.0,,J. Clarkson misses 2-pt jump shot from 7 ft,69,58
367,4,5:56.0,Defensive rebound by Team,,69,58
368,4,5:31.0,R. Neto makes 3-pt jump shot from 25 ft,,72,58
369,4,5:14.0,,M. World Peace misses 2-pt jump shot from 4 ft (block by G. Hayward),72,58
370,4,5:13.0,,Offensive rebound by J. Randle,72,58
371,4,5:04.0,,J. Randle misses 2-pt layup from 2 ft,72,58
372,4,5:01.0,,Offensive rebound by L. Williams,72,58
373,4,5:01.0,,L. Williams makes 2-pt layup at rim,72,60
374,4,4:45.0,G. Hayward makes 2-pt jump shot from 14 ft,,74,60
375,4,4:30.0,,L. Williams makes 2-pt layup at rim,74,62
376,4,4:05.0,G. Hayward misses 3-pt jump shot from 26 ft,,74,62
377,4,4:02.0,Offensive rebound by T. Booker,,74,62
378,4,4:02.0,Turnover by Team (back court),,74,62
379,4,4:02.0,,A. Brown enters the game for M. World Peace,74,62
380,4,3:55.0,,L. Nance makes 2-pt jump shot from 11 ft (assist by L. Williams),74,64
381,4,3:39.0,R. Neto makes 2-pt layup from 1 ft,,76,64
382,4,3:26.0,,L. Williams misses 3-pt jump shot from 24 ft,76,64
383,4,3:26.0,Defensive rebound by Team,,76,64
384,4,3:26.0,,Loose ball foul by J. Randle (drawn by R. Gobert),76,64
385,4,3:08.0,Turnover by G. Hayward (bad pass; steal by L. Williams),,76,64
386,4,2:50.0,,A. Brown misses 2-pt jump shot from 20 ft,76,64
387,4,2:50.0,,Offensive rebound by J. Clarkson,76,64
388,4,2:50.0,Loose ball foul by R. Hood (drawn by J. Clarkson),,76,64
389,4,2:50.0,Utah full timeout,,76,64
390,4,2:41.0,,L. Nance makes 2-pt layup from 1 ft (assist by L. Williams),76,66
391,4,2:18.0,R. Hood misses 2-pt jump shot from 8 ft,,76,66
392,4,2:18.0,,Defensive rebound by L. Nance,76,66
393,4,2:08.0,,J. Randle makes 2-pt dunk at rim (assist by L. Williams),76,68
