,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHOENIX_ACTION,SACRAMENTO_SCORE,PHOENIX_SCORE
128,2,9:21.0,,S. Weems makes free throw 2 of 2,23,34
129,2,9:05.0,C. Butler misses 3-pt jump shot from 24 ft,,23,34
130,2,9:03.0,,Defensive rebound by S. Weems,23,34
131,2,8:51.0,,Offensive foul by A. Len (drawn by O. Casspi),23,34
132,2,8:51.0,,Turnover by A. Len (offensive foul),23,34
133,2,8:51.0,Official timeout,,23,34
134,2,8:51.0,W. Cauley-Stein enters the game for K. Koufos,,23,34
135,2,8:51.0,,D. Booker enters the game for S. Weems,23,34
136,2,8:37.0,M. Belinelli misses 3-pt jump shot from 24 ft,,23,34
137,2,8:35.0,,Defensive rebound by J. Leuer,23,34
138,2,8:22.0,R. Gay enters the game for C. Butler,,23,34
139,2,8:12.0,,R. Price misses 2-pt jump shot from 21 ft,23,34
140,2,8:10.0,Defensive rebound by W. Cauley-Stein,,23,34
141,2,7:57.0,R. Gay misses 2-pt layup from 1 ft,,23,34
142,2,7:55.0,,Defensive rebound by J. Leuer,23,34
143,2,7:50.0,,Turnover by R. Price (bad pass),23,34
144,2,7:50.0,,T. Chandler enters the game for A. Len,23,34
145,2,7:50.0,,M. Teletović enters the game for J. Leuer,23,34
146,2,7:39.0,D. Collison makes 2-pt jump shot from 16 ft,,25,34
147,2,7:28.0,,D. Booker makes 3-pt jump shot from 25 ft,25,37
148,2,7:06.0,Turnover by R. Gay (lost ball; steal by R. Price),,25,37
149,2,7:01.0,,Personal foul by M. Belinelli (drawn by D. Booker),25,37
150,2,7:01.0,,B. Knight enters the game for R. Price,25,37
151,2,7:01.0,,M. Morris enters the game for T. Warren,25,37
152,2,7:01.0,J. Anderson enters the game for O. Casspi,,25,37
153,2,6:56.0,,D. Booker misses 2-pt jump shot from 20 ft,25,37
154,2,6:54.0,Defensive rebound by D. Collison,,25,37
155,2,6:49.0,D. Collison makes 2-pt layup from 1 ft (assist by J. Anderson),,27,37
156,2,6:36.0,,M. Morris misses 3-pt jump shot from 25 ft,27,37
157,2,6:34.0,Defensive rebound by M. Belinelli,,27,37
158,2,6:15.0,M. Belinelli makes 2-pt layup at rim,,29,37
159,2,5:56.0,,Personal block foul by D. Collison (drawn by B. Knight),29,37
160,2,5:56.0,,Phoenix full timeout,29,37
161,2,5:41.0,,Turnover by Team (shot clock),29,37
162,2,5:29.0,Shooting foul by B. Knight (drawn by D. Collison),,29,37
163,2,5:29.0,D. Collison misses free throw 1 of 2,,29,37
164,2,5:29.0,Offensive rebound by Team,,29,37
165,2,5:29.0,B. McLemore enters the game for M. Belinelli,,29,37
166,2,5:29.0,,E. Bledsoe enters the game for D. Booker,29,37
167,2,5:29.0,D. Collison makes free throw 2 of 2,,30,37
168,2,5:18.0,,B. Knight misses 2-pt jump shot from 18 ft,30,37
169,2,5:16.0,Defensive rebound by W. Cauley-Stein,,30,37
170,2,5:09.0,B. McLemore misses 2-pt layup from 2 ft,,30,37
171,2,5:05.0,,Defensive rebound by M. Morris,30,37
172,2,5:02.0,,Turnover by B. Knight (lost ball),30,37
173,2,5:02.0,,P. Tucker enters the game for M. Teletović,30,37
174,2,4:50.0,Turnover by D. Collison (bad pass; steal by B. Knight),,30,37
175,2,4:39.0,,Personal foul by B. McLemore (drawn by M. Morris),30,37
176,2,4:39.0,K. Koufos enters the game for W. Cauley-Stein,,30,37
177,2,4:27.0,,E. Bledsoe misses 2-pt jump shot from 20 ft,30,37
178,2,4:25.0,,Offensive rebound by T. Chandler,30,37
179,2,4:18.0,,M. Morris makes 2-pt layup from 2 ft (assist by B. Knight),30,39
180,2,4:16.0,,Violation by Team (delay of game),30,39
181,2,3:52.0,R. Gay makes 2-pt layup from 2 ft,,32,39
182,2,3:42.0,,M. Morris misses 2-pt layup from 3 ft (block by R. Gay),32,39
183,2,3:42.0,R. Rondo enters the game for D. Collison,,32,39
184,2,3:41.0,,Offensive rebound by Team,32,39
185,2,3:34.0,,Turnover by P. Tucker (bad pass; steal by R. Gay),32,39
186,2,3:32.0,R. Gay misses 2-pt layup at rim,,32,39
187,2,3:30.0,Offensive rebound by R. Gay,,32,39
188,2,3:30.0,R. Gay misses 2-pt dunk at rim,,32,39
189,2,3:28.0,,Defensive rebound by B. Knight,32,39
190,2,3:23.0,,B. Knight misses 2-pt layup from 1 ft (block by K. Koufos),32,39
191,2,3:21.0,Defensive rebound by K. Koufos,,32,39
192,2,3:09.0,K. Koufos makes 2-pt layup from 2 ft (assist by R. Rondo),,34,39
193,2,2:54.0,,Personal foul by B. McLemore (drawn by M. Morris),34,39
194,2,2:54.0,Sacramento full timeout,,34,39
195,2,2:54.0,,M. Morris makes free throw 1 of 2,34,40
196,2,2:54.0,,M. Morris makes free throw 2 of 2,34,41
197,2,2:34.0,K. Koufos makes 2-pt hook shot from 5 ft (assist by R. Rondo),,36,41
198,2,2:19.0,,E. Bledsoe misses 2-pt layup at rim,36,41
199,2,2:16.0,Defensive rebound by R. Gay,,36,41
200,2,1:56.0,J. Anderson misses 3-pt jump shot from 23 ft,,36,41
201,2,1:53.0,Offensive rebound by K. Koufos,,36,41
202,2,1:42.0,J. Anderson misses 2-pt layup from 1 ft,,36,41
203,2,1:38.0,,Defensive rebound by T. Chandler,36,41
204,2,1:34.0,,E. Bledsoe makes 2-pt jump shot from 17 ft,36,43
205,2,1:12.0,B. McLemore makes 2-pt layup at rim,,38,43
206,2,0:59.0,,Shooting foul by R. Gay (drawn by T. Chandler),38,43
207,2,0:59.0,,T. Chandler makes free throw 1 of 2,38,44
208,2,0:59.0,,T. Chandler makes free throw 2 of 2,38,45
209,2,0:49.0,J. Anderson misses 3-pt jump shot from 24 ft,,38,45
210,2,0:47.0,Offensive rebound by K. Koufos,,38,45
211,2,0:41.0,K. Koufos makes 2-pt hook shot from 11 ft (assist by B. McLemore),,40,45
212,2,0:29.0,,Personal block foul by R. Gay (drawn by E. Bledsoe),40,45
213,2,0:29.0,,E. Bledsoe misses free throw 1 of 2,40,45
214,2,0:29.0,,Offensive rebound by Team,40,45
215,2,0:29.0,O. Casspi enters the game for R. Gay,,40,45
216,2,0:29.0,,E. Bledsoe makes free throw 2 of 2,40,46
217,2,0:11.0,R. Rondo misses 2-pt jump shot from 4 ft,,40,46
218,2,0:09.0,Offensive rebound by K. Koufos,,40,46
219,2,0:05.0,J. Anderson misses 3-pt jump shot from 24 ft,,40,46
220,2,0:05.0,Offensive rebound by Team,,40,46
221,2,0:05.0,Turnover by Team (shot clock),,40,46
222,2,0:00.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by B. Knight),40,49
223,3,11:35.0,Turnover by Team (shot clock),,40,49
224,3,11:25.0,,Turnover by B. Knight (bad pass; steal by J. Anderson),40,49
225,3,11:19.0,Turnover by D. Collison (bad pass; steal by T. Chandler),,40,49
226,3,11:07.0,,M. Morris makes 2-pt dunk at rim (assist by E. Bledsoe),40,51
227,3,10:41.0,Turnover by D. Collison (bad pass; steal by E. Bledsoe),,40,51
228,3,10:27.0,,Turnover by E. Bledsoe (bad pass; steal by R. Rondo),40,51
229,3,10:23.0,D. Collison misses 2-pt jump shot from 4 ft (block by B. Knight),,40,51
230,3,10:23.0,Offensive rebound by Team,,40,51
231,3,10:13.0,R. Gay makes 2-pt jump shot from 15 ft (assist by J. Anderson),,42,51
232,3,9:54.0,,E. Bledsoe misses 2-pt jump shot from 13 ft,42,51
233,3,9:52.0,,Offensive rebound by T. Chandler,42,51
234,3,9:52.0,,T. Chandler misses 2-pt layup at rim,42,51
235,3,9:49.0,Defensive rebound by R. Gay,,42,51
236,3,9:42.0,J. Anderson makes 3-pt jump shot from 23 ft (assist by D. Collison),,45,51
237,3,9:26.0,,B. Knight makes 2-pt jump shot from 20 ft,45,53
238,3,9:06.0,J. Anderson makes 3-pt jump shot from 26 ft (assist by R. Gay),,48,53
239,3,8:57.0,,Personal foul by R. Gay (drawn by M. Morris),48,53
240,3,8:57.0,K. Koufos enters the game for W. Cauley-Stein,,48,53
241,3,8:54.0,,Personal foul by J. Anderson (drawn by E. Bledsoe),48,53
242,3,8:38.0,,M. Morris misses 2-pt jump shot from 15 ft,48,53
243,3,8:35.0,Defensive rebound by R. Rondo,,48,53
244,3,8:33.0,R. Gay makes 2-pt dunk at rim (assist by R. Rondo),,50,53
245,3,8:26.0,,Shooting foul by K. Koufos (drawn by T. Chandler),50,53
246,3,8:26.0,,T. Chandler makes free throw 1 of 2,50,54
247,3,8:26.0,,T. Chandler makes free throw 2 of 2,50,55
248,3,8:04.0,J. Anderson makes 3-pt jump shot from 24 ft,,53,55
249,3,7:48.0,,Turnover by E. Bledsoe (bad pass; steal by J. Anderson),53,55
250,3,7:43.0,D. Collison makes 2-pt layup from 1 ft (assist by R. Rondo),,55,55
251,3,7:42.0,,Phoenix full timeout,55,55
252,3,7:22.0,,B. Knight makes 3-pt jump shot from 25 ft (assist by P. Tucker),55,58
253,3,6:58.0,R. Gay misses 3-pt jump shot from 24 ft,,55,58
254,3,6:56.0,,Defensive rebound by E. Bledsoe,55,58
255,3,6:51.0,,Turnover by E. Bledsoe (bad pass; steal by K. Koufos),55,58
256,3,6:46.0,D. Collison misses 2-pt jump shot from 17 ft,,55,58
257,3,6:44.0,,Defensive rebound by E. Bledsoe,55,58
258,3,6:44.0,,Personal foul by K. Koufos (drawn by E. Bledsoe),55,58
259,3,6:44.0,Technical foul by K. Koufos,,55,58
260,3,6:44.0,,M. Morris makes technical free throw,55,59
261,3,6:24.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,55,59
262,3,6:23.0,Defensive rebound by Team,,55,59
263,3,6:13.0,Turnover by J. Anderson (traveling),,55,59
264,3,6:13.0,O. Casspi enters the game for R. Gay,,55,59
265,3,5:54.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by B. Knight),55,62
266,3,5:33.0,J. Anderson misses 3-pt jump shot from 25 ft,,55,62
267,3,5:31.0,,Defensive rebound by Team,55,62
268,3,5:16.0,,B. Knight makes 2-pt jump shot from 17 ft,55,64
269,3,5:11.0,Turnover by R. Rondo (bad pass),,55,64
270,3,5:11.0,M. Belinelli enters the game for R. Rondo,,55,64
271,3,5:01.0,,E. Bledsoe misses 2-pt layup from 1 ft,55,64
272,3,4:57.0,,Offensive rebound by B. Knight,55,64
273,3,4:55.0,,B. Knight makes 2-pt layup at rim,55,66
274,3,4:55.0,Sacramento full timeout,,55,66
275,3,4:36.0,K. Koufos makes 2-pt hook shot from 9 ft (assist by O. Casspi),,57,66
276,3,4:14.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),57,69
277,3,4:03.0,M. Belinelli misses 2-pt jump shot from 20 ft,,57,69
278,3,4:01.0,,Defensive rebound by E. Bledsoe,57,69
279,3,3:55.0,,E. Bledsoe makes 2-pt jump shot from 5 ft,57,71
280,3,3:55.0,,Shooting block foul by D. Collison (drawn by E. Bledsoe),57,71
281,3,3:55.0,B. McLemore enters the game for J. Anderson,,57,71
282,3,3:55.0,,T. Warren enters the game for M. Morris,57,71
283,3,3:55.0,,E. Bledsoe misses free throw 1 of 1,57,71
284,3,3:54.0,Defensive rebound by O. Casspi,,57,71
285,3,3:43.0,O. Casspi makes 3-pt jump shot from 24 ft,,60,71
286,3,3:33.0,,P. Tucker misses 3-pt jump shot from 23 ft,60,71
287,3,3:31.0,Defensive rebound by O. Casspi,,60,71
288,3,3:23.0,B. McLemore makes 2-pt jump shot from 5 ft (assist by D. Collison),,62,71
289,3,3:13.0,,B. Knight misses 3-pt jump shot from 25 ft,62,71
290,3,3:11.0,Defensive rebound by B. McLemore,,62,71
291,3,3:08.0,Turnover by B. McLemore (bad pass; steal by P. Tucker),,62,71
292,3,3:03.0,,E. Bledsoe makes 2-pt jump shot from 18 ft,62,73
293,3,2:48.0,K. Koufos misses 2-pt hook shot from 8 ft,,62,73
294,3,2:46.0,,Defensive rebound by T. Chandler,62,73
295,3,2:38.0,,E. Bledsoe makes 2-pt jump shot from 5 ft,62,75
296,3,2:30.0,O. Casspi misses 2-pt jump shot from 5 ft,,62,75
297,3,2:28.0,,Defensive rebound by T. Chandler,62,75
298,3,2:16.0,,Shooting foul by B. McLemore (drawn by P. Tucker),62,75
299,3,2:16.0,,P. Tucker misses free throw 1 of 3,62,75
300,3,2:16.0,,Offensive rebound by Team,62,75
301,3,2:16.0,,P. Tucker misses free throw 2 of 3,62,75
302,3,2:16.0,,Offensive rebound by Team,62,75
303,3,2:16.0,,A. Len enters the game for T. Chandler,62,75
304,3,2:16.0,,R. Price enters the game for E. Bledsoe,62,75
305,3,2:16.0,,P. Tucker makes free throw 3 of 3,62,76
306,3,2:05.0,D. Collison makes 2-pt jump shot from 15 ft,,64,76
307,3,1:49.0,,A. Len misses 2-pt jump shot from 8 ft,64,76
308,3,1:47.0,Defensive rebound by B. McLemore,,64,76
309,3,1:41.0,Turnover by B. McLemore (lost ball; steal by T. Warren),,64,76
310,3,1:36.0,,T. Warren makes 2-pt dunk at rim (assist by P. Tucker),64,78
311,3,1:17.0,O. Casspi makes 3-pt jump shot from 26 ft (assist by D. Collison),,67,78
312,3,1:00.0,,B. Knight makes 3-pt jump shot from 24 ft (assist by A. Len),67,81
313,3,0:52.0,Personal foul by T. Warren (drawn by O. Casspi),,67,81
314,3,0:42.0,K. Koufos makes 2-pt dunk at rim (assist by D. Collison),,69,81
315,3,0:32.0,,B. Knight misses 2-pt jump shot from 15 ft,69,81
316,3,0:30.0,Defensive rebound by M. Belinelli,,69,81
317,3,0:06.0,K. Koufos misses 2-pt jump shot from 12 ft,,69,81
318,3,0:04.0,,Defensive rebound by A. Len,69,81
319,3,0:00.0,,B. Knight misses 3-pt jump shot from 48 ft,69,81
320,3,0:00.0,,Offensive rebound by Team,69,81
321,4,11:45.0,,Personal block foul by K. Koufos (drawn by B. Knight),69,81
322,4,11:30.0,,R. Price misses 3-pt jump shot from 24 ft,69,81
323,4,11:28.0,Defensive rebound by O. Casspi,,69,81
324,4,11:13.0,O. Casspi misses 2-pt jump shot from 5 ft,,69,81
325,4,11:12.0,,Defensive rebound by T. Warren,69,81
326,4,10:55.0,,B. Knight makes 3-pt jump shot from 24 ft,69,84
327,4,10:39.0,M. Belinelli makes 2-pt layup from 1 ft,,71,84
328,4,10:26.0,,Shooting foul by B. McLemore (drawn by J. Leuer),71,84
329,4,10:26.0,,J. Leuer misses free throw 1 of 2,71,84
330,4,10:26.0,,Offensive rebound by Team,71,84
331,4,10:26.0,W. Cauley-Stein enters the game for K. Koufos,,71,84
332,4,10:26.0,R. Gay enters the game for B. McLemore,,71,84
333,4,10:26.0,,J. Leuer misses free throw 2 of 2,71,84
334,4,10:25.0,Defensive rebound by O. Casspi,,71,84
335,4,10:22.0,Turnover by O. Casspi (bad pass; steal by A. Len),,71,84
336,4,10:19.0,,A. Len makes 2-pt dunk at rim,71,86
337,4,10:04.0,R. Rondo makes 2-pt layup from 2 ft,,73,86
338,4,9:57.0,,T. Warren misses 2-pt jump shot from 20 ft,73,86
339,4,9:52.0,Defensive rebound by W. Cauley-Stein,,73,86
340,4,9:48.0,M. Belinelli makes 3-pt jump shot from 23 ft (assist by R. Gay),,76,86
341,4,9:31.0,,A. Len makes 2-pt dunk at rim (assist by B. Knight),76,88
342,4,9:13.0,M. Belinelli misses 2-pt jump shot from 20 ft,,76,88
343,4,9:11.0,,Defensive rebound by Team,76,88
344,4,8:59.0,,B. Knight misses 2-pt jump shot from 4 ft,76,88
345,4,8:57.0,,Offensive rebound by A. Len,76,88
346,4,8:55.0,,Turnover by A. Len (lost ball; steal by M. Belinelli),76,88
347,4,8:55.0,Personal foul by J. Leuer (drawn by O. Casspi),,76,88
348,4,8:55.0,Official timeout,,76,88
349,4,8:55.0,,E. Bledsoe enters the game for B. Knight,76,88
350,4,8:43.0,M. Belinelli makes 3-pt jump shot from 24 ft (assist by R. Rondo),,79,88
351,4,8:24.0,,A. Len makes 2-pt dunk at rim (assist by T. Warren),79,90
352,4,8:12.0,O. Casspi misses 2-pt layup from 1 ft,,79,90
353,4,8:11.0,,Defensive rebound by A. Len,79,90
354,4,8:06.0,,R. Price makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),79,93
355,4,7:52.0,R. Rondo makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,82,93
356,4,7:36.0,,R. Price makes 3-pt jump shot from 25 ft,82,96
357,4,7:25.0,Turnover by R. Rondo (bad pass; steal by R. Price),,82,96
358,4,7:21.0,,T. Warren makes 2-pt layup at rim (assist by E. Bledsoe),82,98
359,4,7:20.0,Sacramento full timeout,,82,98
360,4,7:20.0,K. Koufos enters the game for W. Cauley-Stein,,82,98
361,4,7:20.0,D. Collison enters the game for O. Casspi,,82,98
362,4,7:04.0,R. Gay misses 2-pt jump shot from 7 ft,,82,98
363,4,7:03.0,,Defensive rebound by J. Leuer,82,98
364,4,7:03.0,,Personal foul by R. Gay (drawn by J. Leuer),82,98
365,4,6:41.0,,A. Len misses 2-pt hook shot from 6 ft,82,98
366,4,6:38.0,Defensive rebound by K. Koufos,,82,98
367,4,6:34.0,Turnover by M. Belinelli (bad pass),,82,98
368,4,6:11.0,,A. Len makes 2-pt jump shot from 18 ft (assist by E. Bledsoe),82,100
369,4,5:51.0,K. Koufos makes 2-pt hook shot from 6 ft (assist by D. Collison),,84,100
370,4,5:26.0,,A. Len makes 2-pt jump shot from 8 ft (assist by T. Warren),84,102
371,4,5:09.0,R. Rondo misses 2-pt jump shot from 19 ft,,84,102
372,4,5:07.0,,Defensive rebound by E. Bledsoe,84,102
373,4,5:05.0,,Personal foul by R. Rondo (drawn by T. Warren),84,102
374,4,5:05.0,S. Curry enters the game for R. Rondo,,84,102
375,4,4:59.0,,E. Bledsoe misses 2-pt jump shot from 4 ft,84,102
376,4,4:57.0,,Offensive rebound by A. Len,84,102
377,4,4:57.0,,A. Len makes 2-pt layup at rim,84,104
378,4,4:57.0,,Shooting foul by M. Belinelli (drawn by A. Len),84,104
379,4,4:57.0,,B. Knight enters the game for R. Price,84,104
380,4,4:57.0,,A. Len makes free throw 1 of 1,84,105
381,4,4:46.0,S. Curry makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,87,105
382,4,4:27.0,,A. Len misses 2-pt jump shot from 13 ft,87,105
383,4,4:23.0,Defensive rebound by R. Gay,,87,105
384,4,4:14.0,M. Belinelli misses 3-pt jump shot from 29 ft,,87,105
