,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MINNESOTA_ACTION,LA LAKERS_SCORE,MINNESOTA_SCORE
99,1,0:05.0,,Offensive rebound by Team,32,33
100,1,0:00.0,,S. Muhammad makes 2-pt layup at rim,32,35
101,2,11:44.0,R. Sacre makes 2-pt jump shot from 16 ft (assist by N. Young),,34,35
102,2,11:24.0,,N. Bjelica misses 3-pt jump shot from 24 ft,34,35
103,2,11:23.0,,Offensive rebound by S. Muhammad,34,35
104,2,11:21.0,,S. Muhammad makes 2-pt layup from 1 ft,34,37
105,2,11:05.0,Def 3 sec tech foul by G. Dieng,,34,37
106,2,11:05.0,N. Young makes technical free throw,,35,37
107,2,10:59.0,D. Russell misses 3-pt jump shot from 24 ft,,35,37
108,2,10:58.0,,Defensive rebound by G. Dieng,35,37
109,2,10:50.0,,G. Dieng misses 2-pt jump shot from 18 ft,35,37
110,2,10:47.0,Defensive rebound by D. Russell,,35,37
111,2,10:38.0,Shooting foul by N. Bjelica (drawn by J. Randle),,35,37
112,2,10:38.0,J. Randle makes free throw 1 of 2,,36,37
113,2,10:38.0,K. Bryant enters the game for N. Young,,36,37
114,2,10:38.0,J. Randle makes free throw 2 of 2,,37,37
115,2,10:22.0,,S. Muhammad makes 2-pt jump shot from 8 ft (assist by T. Prince),37,39
116,2,10:04.0,J. Randle misses 2-pt jump shot from 3 ft,,37,39
117,2,10:03.0,,Defensive rebound by Team,37,39
118,2,9:53.0,,Personal foul by D. Russell (drawn by S. Muhammad),37,39
119,2,9:44.0,,Turnover by S. Muhammad (bad pass; steal by M. Huertas),37,39
120,2,9:31.0,K. Bryant makes 2-pt jump shot from 16 ft (assist by M. Huertas),,39,39
121,2,9:16.0,,Z. LaVine makes 2-pt jump shot from 20 ft,39,41
122,2,9:04.0,K. Bryant misses 2-pt jump shot from 19 ft,,39,41
123,2,9:03.0,,Defensive rebound by Z. LaVine,39,41
124,2,8:57.0,,N. Bjelica makes 2-pt dunk at rim (assist by S. Muhammad),39,43
125,2,8:57.0,,Shooting foul by R. Sacre (drawn by N. Bjelica),39,43
126,2,8:57.0,,Minnesota full timeout,39,43
127,2,8:57.0,,N. Bjelica misses free throw 1 of 1,39,43
128,2,8:57.0,Defensive rebound by Team,,39,43
129,2,8:41.0,D. Russell misses 3-pt jump shot from 24 ft,,39,43
130,2,8:39.0,Offensive rebound by R. Sacre,,39,43
131,2,8:21.0,K. Bryant misses 2-pt jump shot from 19 ft,,39,43
132,2,8:20.0,,Defensive rebound by N. Bjelica,39,43
133,2,8:14.0,,N. Bjelica misses 2-pt layup at rim,39,43
134,2,8:12.0,Defensive rebound by R. Sacre,,39,43
135,2,8:04.0,D. Russell misses 2-pt layup from 1 ft,,39,43
136,2,8:03.0,,Defensive rebound by Z. LaVine,39,43
137,2,7:57.0,,S. Muhammad makes 2-pt dunk at rim (assist by N. Bjelica),39,45
138,2,7:37.0,R. Sacre makes 2-pt jump shot from 11 ft (assist by M. Huertas),,41,45
139,2,7:19.0,,Turnover by T. Prince (bad pass),41,45
140,2,7:19.0,R. Hibbert enters the game for R. Sacre,,41,45
141,2,7:19.0,J. Clarkson enters the game for D. Russell,,41,45
142,2,7:19.0,L. Williams enters the game for M. Huertas,,41,45
143,2,6:59.0,J. Randle misses 2-pt jump shot from 7 ft,,41,45
144,2,6:58.0,,Defensive rebound by S. Muhammad,41,45
145,2,6:54.0,,Turnover by S. Muhammad (bad pass),41,45
146,2,6:38.0,L. Williams makes 2-pt jump shot from 16 ft,,43,45
147,2,6:17.0,,S. Muhammad makes 2-pt hook shot from 7 ft (assist by G. Dieng),43,47
148,2,5:54.0,J. Clarkson makes 2-pt layup at rim,,45,47
149,2,5:46.0,,Minnesota full timeout,45,47
150,2,5:46.0,,K. Martin enters the game for S. Muhammad,45,47
151,2,5:46.0,,A. Wiggins enters the game for T. Prince,45,47
152,2,5:46.0,L. Nance enters the game for J. Randle,,45,47
153,2,5:39.0,,K. Martin misses 2-pt jump shot from 15 ft,45,47
154,2,5:38.0,Defensive rebound by K. Bryant,,45,47
155,2,5:22.0,Turnover by L. Williams (bad pass; steal by G. Dieng),,45,47
156,2,5:17.0,,Turnover by Z. LaVine (bad pass; steal by K. Bryant),45,47
157,2,5:12.0,L. Williams makes 2-pt layup at rim (assist by K. Bryant),,47,47
158,2,4:57.0,,A. Wiggins misses 2-pt jump shot from 12 ft,47,47
159,2,4:56.0,Defensive rebound by J. Clarkson,,47,47
160,2,4:49.0,Turnover by J. Clarkson (bad pass),,47,47
161,2,4:49.0,,K. Towns enters the game for N. Bjelica,47,47
162,2,4:49.0,,R. Rubio enters the game for Z. LaVine,47,47
163,2,4:36.0,,A. Wiggins makes 2-pt dunk at rim (assist by K. Towns),47,49
164,2,4:26.0,Personal foul by R. Rubio (drawn by J. Clarkson),,47,49
165,2,4:26.0,,K. Garnett enters the game for G. Dieng,47,49
166,2,4:15.0,K. Bryant misses 2-pt jump shot from 14 ft,,47,49
167,2,4:14.0,,Defensive rebound by K. Garnett,47,49
168,2,4:04.0,,A. Wiggins misses 2-pt jump shot from 16 ft,47,49
169,2,4:02.0,,Offensive rebound by K. Towns,47,49
170,2,3:58.0,,K. Martin misses 2-pt jump shot from 17 ft,47,49
171,2,3:56.0,,Offensive rebound by K. Towns,47,49
172,2,3:53.0,,R. Rubio misses 3-pt jump shot from 25 ft,47,49
173,2,3:51.0,Defensive rebound by L. Williams,,47,49
174,2,3:43.0,L. Williams makes 2-pt jump shot from 15 ft,,49,49
175,2,3:25.0,,K. Towns makes 2-pt hook shot from 5 ft (assist by K. Martin),49,51
176,2,3:12.0,J. Clarkson makes 2-pt layup from 2 ft,,51,51
177,2,2:58.0,,K. Martin makes 2-pt jump shot from 16 ft (assist by R. Rubio),51,53
178,2,2:43.0,K. Bryant makes 2-pt jump shot from 17 ft,,53,53
179,2,2:29.0,LA Lakers full timeout,,53,53
180,2,2:29.0,N. Young enters the game for K. Bryant,,53,53
181,2,2:28.0,,Turnover by R. Rubio (lost ball; steal by L. Nance),53,53
182,2,2:12.0,N. Young makes 3-pt jump shot from 26 ft (assist by L. Williams),,56,53
183,2,1:46.0,,K. Towns makes 2-pt hook shot from 6 ft (assist by K. Martin),56,55
184,2,1:24.0,Shooting foul by K. Garnett (drawn by L. Williams),,56,55
185,2,1:24.0,L. Williams misses free throw 1 of 2,,56,55
186,2,1:24.0,Offensive rebound by Team,,56,55
187,2,1:24.0,L. Williams makes free throw 2 of 2,,57,55
188,2,1:12.0,,K. Martin makes 2-pt jump shot from 7 ft,57,57
189,2,0:50.0,J. Clarkson misses 2-pt jump shot from 14 ft,,57,57
190,2,0:49.0,,Defensive rebound by K. Towns,57,57
191,2,0:47.0,,Turnover by K. Towns (bad pass; steal by L. Williams),57,57
192,2,0:41.0,L. Williams misses 3-pt jump shot from 25 ft,,57,57
193,2,0:40.0,,Defensive rebound by K. Towns,57,57
194,2,0:33.0,,R. Rubio misses 2-pt jump shot from 15 ft,57,57
195,2,0:32.0,,Offensive rebound by K. Towns,57,57
196,2,0:32.0,,K. Towns makes 2-pt layup from 1 ft,57,59
197,2,0:11.0,,Offensive charge foul by J. Clarkson (drawn by R. Rubio),57,59
198,2,0:11.0,Turnover by J. Clarkson (offensive foul),,57,59
199,2,0:11.0,,Z. LaVine enters the game for K. Garnett,57,59
200,2,0:11.0,J. Randle enters the game for R. Hibbert,,57,59
201,2,0:01.0,,Z. LaVine misses 2-pt jump shot from 21 ft,57,59
202,2,0:00.0,Defensive rebound by J. Randle,,57,59
203,3,11:42.0,K. Bryant misses 2-pt jump shot from 7 ft,,57,59
204,3,11:41.0,,Defensive rebound by K. Towns,57,59
205,3,11:23.0,Loose ball foul by L. Nance (drawn by A. Wiggins),,57,59
206,3,11:19.0,,K. Martin makes 2-pt jump shot from 19 ft (assist by K. Garnett),57,61
207,3,10:57.0,L. Williams misses 2-pt layup from 1 ft,,57,61
208,3,10:56.0,Offensive rebound by R. Hibbert,,57,61
209,3,10:56.0,R. Hibbert makes 2-pt layup from 2 ft,,59,61
210,3,10:44.0,,K. Garnett makes 2-pt layup from 1 ft (assist by R. Rubio),59,63
211,3,10:24.0,L. Nance misses 2-pt jump shot from 15 ft,,59,63
212,3,10:23.0,,Defensive rebound by R. Rubio,59,63
213,3,10:15.0,,K. Garnett makes 2-pt jump shot from 19 ft (assist by R. Rubio),59,65
214,3,9:51.0,R. Hibbert misses 2-pt jump shot from 7 ft,,59,65
215,3,9:50.0,,Defensive rebound by K. Garnett,59,65
216,3,9:47.0,,A. Wiggins makes 2-pt jump shot from 4 ft,59,67
217,3,9:47.0,,Shooting foul by K. Bryant (drawn by A. Wiggins),59,67
218,3,9:47.0,J. Clarkson enters the game for D. Russell,,59,67
219,3,9:47.0,,A. Wiggins makes free throw 1 of 1,59,68
220,3,9:34.0,K. Bryant misses 2-pt jump shot from 16 ft,,59,68
221,3,9:32.0,,Defensive rebound by K. Garnett,59,68
222,3,9:14.0,,K. Towns misses 2-pt hook shot from 7 ft,59,68
223,3,9:13.0,Defensive rebound by L. Nance,,59,68
224,3,9:04.0,R. Hibbert makes 2-pt hook shot from 5 ft (assist by J. Clarkson),,61,68
225,3,8:53.0,,Personal foul by J. Clarkson (drawn by R. Rubio),61,68
226,3,8:53.0,,R. Rubio misses free throw 1 of 2,61,68
227,3,8:53.0,,Offensive rebound by Team,61,68
228,3,8:53.0,,R. Rubio makes free throw 2 of 2,61,69
229,3,8:41.0,J. Clarkson misses 3-pt jump shot from 24 ft,,61,69
230,3,8:40.0,,Defensive rebound by K. Towns,61,69
231,3,8:28.0,,K. Martin misses 2-pt jump shot from 4 ft,61,69
232,3,8:27.0,Defensive rebound by R. Hibbert,,61,69
233,3,8:12.0,L. Williams makes 3-pt jump shot from 25 ft,,64,69
234,3,7:47.0,,K. Martin misses 2-pt jump shot from 21 ft,64,69
235,3,7:46.0,Defensive rebound by L. Nance,,64,69
236,3,7:42.0,Personal foul by K. Garnett (drawn by R. Hibbert),,64,69
237,3,7:42.0,,N. Bjelica enters the game for K. Garnett,64,69
238,3,7:34.0,R. Hibbert makes 2-pt jump shot from 18 ft (assist by L. Williams),,66,69
239,3,7:22.0,,Minnesota full timeout,66,69
240,3,7:07.0,,K. Towns makes 2-pt hook shot from 8 ft,66,71
241,3,6:49.0,L. Nance misses 2-pt layup from 1 ft (block by N. Bjelica),,66,71
242,3,6:47.0,Offensive rebound by L. Williams,,66,71
243,3,6:46.0,L. Williams misses 2-pt jump shot from 12 ft (block by K. Towns),,66,71
244,3,6:44.0,,Defensive rebound by R. Rubio,66,71
245,3,6:38.0,,Shooting foul by L. Nance (drawn by K. Martin),66,71
246,3,6:38.0,,K. Martin makes free throw 1 of 2,66,72
247,3,6:38.0,,K. Martin makes free throw 2 of 2,66,73
248,3,6:29.0,K. Bryant misses 2-pt jump shot from 16 ft,,66,73
249,3,6:28.0,,Defensive rebound by Team,66,73
250,3,6:18.0,,A. Wiggins misses 2-pt jump shot from 14 ft,66,73
251,3,6:17.0,Defensive rebound by L. Nance,,66,73
252,3,6:08.0,Shooting foul by K. Towns (drawn by R. Hibbert),,66,73
253,3,6:08.0,R. Hibbert makes free throw 1 of 2,,67,73
254,3,6:08.0,J. Randle enters the game for L. Nance,,67,73
255,3,6:08.0,R. Hibbert makes free throw 2 of 2,,68,73
256,3,5:58.0,,K. Towns misses 2-pt jump shot from 17 ft,68,73
257,3,5:57.0,Defensive rebound by L. Williams,,68,73
258,3,5:47.0,R. Hibbert misses 2-pt jump shot from 17 ft,,68,73
259,3,5:46.0,,Defensive rebound by K. Towns,68,73
260,3,5:36.0,,K. Martin misses 2-pt jump shot from 18 ft,68,73
261,3,5:35.0,,Offensive rebound by K. Towns,68,73
262,3,5:32.0,,K. Towns makes 2-pt layup from 1 ft,68,75
263,3,5:13.0,Shooting foul by K. Martin (drawn by L. Williams),,68,75
264,3,5:13.0,L. Williams misses free throw 1 of 2,,68,75
265,3,5:13.0,Offensive rebound by Team,,68,75
266,3,5:13.0,L. Williams makes free throw 2 of 2,,69,75
267,3,5:07.0,,A. Wiggins misses 3-pt jump shot from 25 ft,69,75
268,3,5:06.0,Defensive rebound by J. Randle,,69,75
269,3,4:44.0,J. Randle misses 2-pt jump shot from 21 ft,,69,75
270,3,4:43.0,,Defensive rebound by R. Rubio,69,75
271,3,4:35.0,,Turnover by R. Rubio (lost ball; steal by R. Hibbert),69,75
272,3,4:30.0,Shooting foul by N. Bjelica (drawn by J. Randle),,69,75
273,3,4:30.0,J. Randle misses free throw 1 of 2,,69,75
274,3,4:30.0,Offensive rebound by Team,,69,75
275,3,4:30.0,D. Russell enters the game for L. Williams,,69,75
276,3,4:30.0,,S. Muhammad enters the game for K. Martin,69,75
277,3,4:30.0,J. Randle makes free throw 2 of 2,,70,75
278,3,4:20.0,,K. Towns misses 2-pt layup from 2 ft,70,75
279,3,4:18.0,,Offensive rebound by N. Bjelica,70,75
280,3,4:18.0,,N. Bjelica makes 2-pt layup from 1 ft,70,77
281,3,4:04.0,K. Bryant misses 2-pt jump shot from 7 ft,,70,77
282,3,4:03.0,,Defensive rebound by S. Muhammad,70,77
283,3,3:56.0,,Shooting foul by R. Hibbert (drawn by K. Towns),70,77
284,3,3:56.0,,K. Towns makes free throw 1 of 2,70,78
285,3,3:56.0,N. Young enters the game for K. Bryant,,70,78
286,3,3:56.0,,Z. LaVine enters the game for R. Rubio,70,78
287,3,3:56.0,,K. Towns misses free throw 2 of 2,70,78
288,3,3:55.0,Defensive rebound by R. Hibbert,,70,78
289,3,3:42.0,J. Clarkson makes 2-pt jump shot from 12 ft,,72,78
290,3,3:27.0,,Shooting foul by J. Randle (drawn by S. Muhammad),72,78
291,3,3:27.0,,S. Muhammad makes free throw 1 of 2,72,79
292,3,3:27.0,M. Huertas enters the game for J. Clarkson,,72,79
293,3,3:27.0,R. Sacre enters the game for R. Hibbert,,72,79
294,3,3:27.0,,G. Dieng enters the game for K. Towns,72,79
295,3,3:27.0,,S. Muhammad makes free throw 2 of 2,72,80
296,3,3:14.0,Turnover by M. Huertas (traveling),,72,80
297,3,3:02.0,,Z. LaVine misses 3-pt jump shot from 24 ft,72,80
298,3,2:59.0,,Offensive rebound by S. Muhammad,72,80
299,3,2:55.0,,S. Muhammad misses 3-pt jump shot from 23 ft,72,80
300,3,2:54.0,Defensive rebound by Team,,72,80
301,3,2:54.0,LA Lakers full timeout,,72,80
302,3,2:42.0,N. Young misses 3-pt jump shot from 23 ft,,72,80
303,3,2:41.0,,Defensive rebound by G. Dieng,72,80
304,3,2:18.0,,Turnover by G. Dieng (lost ball; steal by M. Huertas),72,80
305,3,2:12.0,D. Russell makes 2-pt layup from 2 ft (assist by N. Young),,74,80
306,3,2:12.0,Shooting foul by S. Muhammad (drawn by D. Russell),,74,80
307,3,2:12.0,D. Russell makes free throw 1 of 1,,75,80
308,3,1:57.0,,Shooting foul by R. Sacre (drawn by A. Wiggins),75,80
309,3,1:57.0,,A. Wiggins makes free throw 1 of 2,75,81
310,3,1:57.0,,A. Wiggins makes free throw 2 of 2,75,82
311,3,1:31.0,D. Russell misses 3-pt jump shot from 25 ft,,75,82
312,3,1:31.0,Offensive rebound by Team,,75,82
313,3,1:31.0,,Loose ball foul by N. Bjelica (drawn by J. Randle),75,82
314,3,1:31.0,J. Randle misses free throw 1 of 2,,75,82
315,3,1:31.0,Offensive rebound by Team,,75,82
316,3,1:31.0,J. Randle makes free throw 2 of 2,,76,82
317,3,1:18.0,,S. Muhammad misses 2-pt layup from 1 ft,76,82
318,3,1:17.0,Defensive rebound by J. Randle,,76,82
319,3,1:03.0,D. Russell makes 2-pt jump shot from 16 ft,,78,82
320,3,0:50.0,,Z. LaVine makes 2-pt layup from 1 ft,78,84
321,3,0:36.0,D. Russell makes 3-pt jump shot from 24 ft,,81,84
322,3,0:31.0,,Z. LaVine misses 3-pt jump shot from 24 ft,81,84
323,3,0:30.0,Defensive rebound by J. Randle,,81,84
324,3,0:07.0,J. Randle misses 2-pt jump shot from 9 ft,,81,84
325,3,0:05.0,,Defensive rebound by G. Dieng,81,84
326,3,0:00.0,,Z. LaVine misses 2-pt layup at rim,81,84
327,3,0:00.0,,Offensive rebound by Team,81,84
328,4,11:48.0,,K. Martin makes 2-pt jump shot from 18 ft (assist by A. Payne),81,86
329,4,11:48.0,,Shooting foul by D. Russell (drawn by K. Martin),81,86
330,4,11:48.0,,K. Martin makes free throw 1 of 1,81,87
331,4,11:35.0,D. Russell misses 3-pt jump shot from 24 ft,,81,87
332,4,11:34.0,,Defensive rebound by S. Muhammad,81,87
333,4,11:26.0,,Turnover by K. Martin (bad pass; steal by N. Young),81,87
334,4,11:20.0,N. Young makes 3-pt jump shot from 24 ft (assist by M. Huertas),,84,87
335,4,10:59.0,,K. Martin misses 2-pt jump shot from 20 ft,84,87
336,4,10:58.0,Defensive rebound by J. Randle,,84,87
337,4,10:49.0,J. Randle makes 2-pt jump shot from 5 ft,,86,87
338,4,10:49.0,,Minnesota full timeout,86,87
339,4,10:28.0,,Z. LaVine misses 2-pt jump shot from 7 ft,86,87
340,4,10:25.0,Defensive rebound by M. Huertas,,86,87
341,4,10:12.0,N. Young makes 2-pt jump shot from 17 ft,,88,87
342,4,9:57.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by Z. LaVine),88,90
343,4,9:39.0,R. Sacre makes 2-pt dunk at rim (assist by D. Russell),,90,90
344,4,9:22.0,,Z. LaVine misses 2-pt jump shot from 13 ft,90,90
345,4,9:21.0,,Offensive rebound by G. Dieng,90,90
346,4,9:20.0,,Shooting foul by R. Sacre (drawn by G. Dieng),90,90
347,4,9:20.0,,G. Dieng misses free throw 1 of 2,90,90
348,4,9:20.0,,Offensive rebound by Team,90,90
349,4,9:20.0,,G. Dieng makes free throw 2 of 2,90,91
350,4,9:08.0,N. Young makes 2-pt jump shot from 15 ft (assist by D. Russell),,92,91
351,4,8:49.0,,T. Prince enters the game for S. Muhammad,92,91
352,4,8:40.0,,G. Dieng misses 2-pt jump shot from 18 ft,92,91
353,4,8:38.0,Defensive rebound by J. Randle,,92,91
354,4,8:31.0,,Violation by G. Dieng (def goaltending),92,91
355,4,8:31.0,J. Randle makes 2-pt layup from 2 ft,,94,91
356,4,8:19.0,,K. Martin makes 3-pt jump shot from 25 ft (assist by Z. LaVine),94,94
357,4,8:00.0,M. Huertas makes 3-pt jump shot from 24 ft (assist by D. Russell),,97,94
358,4,7:42.0,,K. Martin misses 2-pt jump shot from 16 ft,97,94
359,4,7:41.0,Defensive rebound by N. Young,,97,94
360,4,7:26.0,D. Russell makes 2-pt jump shot from 20 ft,,99,94
361,4,7:12.0,,Offensive foul by Z. LaVine (drawn by M. Huertas),99,94
362,4,7:12.0,,Turnover by Z. LaVine (offensive foul),99,94
363,4,7:12.0,,K. Towns enters the game for A. Payne,99,94
364,4,7:12.0,,R. Rubio enters the game for Z. LaVine,99,94
365,4,6:52.0,Shooting foul by G. Dieng (drawn by J. Randle),,99,94
366,4,6:52.0,J. Randle misses free throw 1 of 2,,99,94
367,4,6:52.0,Offensive rebound by Team,,99,94
368,4,6:52.0,J. Randle misses free throw 2 of 2,,99,94
369,4,6:52.0,,Defensive rebound by K. Towns,99,94
370,4,6:41.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by R. Rubio),99,97
371,4,6:24.0,R. Sacre misses 2-pt jump shot from 11 ft,,99,97
372,4,6:22.0,,Defensive rebound by R. Rubio,99,97
373,4,6:01.0,,Shooting foul by R. Sacre (drawn by G. Dieng),99,97
374,4,6:01.0,,G. Dieng makes free throw 1 of 2,99,98
375,4,6:01.0,,G. Dieng makes free throw 2 of 2,99,99
376,4,5:43.0,D. Russell misses 2-pt jump shot from 20 ft,,99,99
377,4,5:42.0,,Defensive rebound by R. Rubio,99,99
378,4,5:27.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by R. Rubio),99,102
379,4,5:25.0,LA Lakers full timeout,,99,102
380,4,5:25.0,L. Williams enters the game for M. Huertas,,99,102
381,4,5:02.0,D. Russell misses 2-pt jump shot from 17 ft,,99,102
382,4,5:00.0,Offensive rebound by L. Williams,,99,102
383,4,4:55.0,R. Sacre makes 2-pt layup from 2 ft (assist by L. Williams),,101,102
384,4,4:26.0,,K. Martin misses 2-pt jump shot from 12 ft,101,102
385,4,4:25.0,,Offensive rebound by K. Towns,101,102
