,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,GOLDEN STATE_ACTION,MEMPHIS_SCORE,GOLDEN STATE_SCORE
96,1,1:08.0,,Defensive rebound by H. Barnes,22,19
97,1,0:59.0,,S. Curry misses 3-pt jump shot from 24 ft,22,19
98,1,0:59.0,,Offensive rebound by H. Barnes,22,19
99,1,0:59.0,,Shooting foul by M. Gasol (drawn by H. Barnes),22,19
100,1,0:59.0,,H. Barnes makes free throw 1 of 2,22,20
101,1,0:59.0,B. Wright enters the game for M. Gasol,,22,20
102,1,0:59.0,,H. Barnes makes free throw 2 of 2,22,21
103,1,0:47.0,B. Udrih misses 2-pt layup from 1 ft,,22,21
104,1,0:47.0,,Defensive rebound by M. Speights,22,21
105,1,0:39.0,,H. Barnes misses 3-pt jump shot from 26 ft,22,21
106,1,0:39.0,Defensive rebound by J. Green,,22,21
107,1,0:31.0,Offensive foul by J. Green (drawn by M. Speights),,22,21
108,1,0:31.0,Turnover by J. Green (offensive foul),,22,21
109,1,0:07.0,,S. Curry misses 2-pt jump shot from 3 ft,22,21
110,1,0:06.0,Defensive rebound by B. Udrih,,22,21
111,1,0:01.0,B. Udrih misses 3-pt jump shot from 24 ft,,22,21
112,1,0:00.0,Offensive rebound by Team,,22,21
113,2,11:36.0,,A. Iguodala misses 2-pt layup from 1 ft,22,21
114,2,11:35.0,Defensive rebound by B. Wright,,22,21
115,2,11:21.0,J. Green misses 2-pt jump shot from 10 ft,,22,21
116,2,11:20.0,,Defensive rebound by M. Speights,22,21
117,2,11:03.0,,H. Barnes makes 2-pt jump shot from 17 ft (assist by S. Livingston),22,23
118,2,10:49.0,Turnover by J. Green (traveling),,22,23
119,2,10:22.0,,L. Barbosa misses 2-pt jump shot from 19 ft,22,23
120,2,10:22.0,,Offensive rebound by M. Speights,22,23
121,2,10:19.0,,M. Speights misses 2-pt jump shot from 13 ft,22,23
122,2,10:17.0,Defensive rebound by B. Wright,,22,23
123,2,10:13.0,B. Wright makes 2-pt jump shot from 16 ft (assist by B. Udrih),,24,23
124,2,10:07.0,,Personal foul by B. Udrih (drawn by L. Barbosa),24,23
125,2,10:05.0,V. Carter enters the game for J. Green,,24,23
126,2,9:59.0,,M. Speights makes 2-pt jump shot from 20 ft (assist by S. Livingston),24,25
127,2,9:32.0,B. Wright misses 2-pt jump shot from 8 ft,,24,25
128,2,9:31.0,,Defensive rebound by S. Livingston,24,25
129,2,9:24.0,,A. Iguodala makes 2-pt dunk at rim (assist by H. Barnes),24,27
130,2,9:10.0,M. Barnes misses 2-pt jump shot from 7 ft,,24,27
131,2,9:08.0,Offensive rebound by M. Barnes,,24,27
132,2,9:08.0,M. Barnes makes 2-pt layup at rim,,26,27
133,2,9:04.0,,H. Barnes makes 2-pt dunk at rim (assist by A. Iguodala),26,29
134,2,9:04.0,Memphis full timeout,,26,29
135,2,8:47.0,J. Green makes 2-pt jump shot from 13 ft (assist by B. Udrih),,28,29
136,2,8:34.0,,L. Barbosa misses 2-pt jump shot from 6 ft (block by B. Wright),28,29
137,2,8:33.0,Defensive rebound by B. Udrih,,28,29
138,2,8:18.0,V. Carter misses 2-pt jump shot from 20 ft,,28,29
139,2,8:17.0,,Defensive rebound by M. Speights,28,29
140,2,8:09.0,,S. Livingston makes 2-pt jump shot from 8 ft,28,31
141,2,7:51.0,B. Udrih misses 2-pt jump shot from 18 ft,,28,31
142,2,7:50.0,,Defensive rebound by S. Livingston,28,31
143,2,7:37.0,,M. Speights misses 2-pt jump shot from 8 ft (block by M. Barnes),28,31
144,2,7:36.0,,Offensive rebound by A. Iguodala,28,31
145,2,7:32.0,,A. Iguodala makes 2-pt jump shot from 19 ft,28,33
146,2,7:12.0,J. Green misses 2-pt jump shot from 6 ft (block by A. Iguodala),,28,33
147,2,7:12.0,Offensive rebound by Team,,28,33
148,2,7:12.0,,K. Thompson enters the game for A. Iguodala,28,33
149,2,7:12.0,,D. Green enters the game for M. Speights,28,33
150,2,7:12.0,M. Conley enters the game for B. Udrih,,28,33
151,2,7:12.0,Z. Randolph enters the game for B. Wright,,28,33
152,2,7:07.0,M. Barnes misses 2-pt jump shot from 16 ft (block by S. Livingston),,28,33
153,2,7:07.0,,Defensive rebound by D. Green,28,33
154,2,7:07.0,,Turnover by D. Green (bad pass),28,33
155,2,6:44.0,J. Green misses 2-pt layup from 2 ft,,28,33
156,2,6:43.0,,Defensive rebound by H. Barnes,28,33
157,2,6:34.0,,S. Livingston makes 2-pt jump shot from 14 ft,28,35
158,2,6:26.0,Shooting foul by L. Barbosa (drawn by M. Conley),,28,35
159,2,6:26.0,M. Conley misses free throw 1 of 2,,28,35
160,2,6:26.0,Offensive rebound by Team,,28,35
161,2,6:26.0,,S. Curry enters the game for S. Livingston,28,35
162,2,6:26.0,C. Lee enters the game for V. Carter,,28,35
163,2,6:26.0,M. Conley makes free throw 2 of 2,,29,35
164,2,6:09.0,,D. Green makes 2-pt jump shot from 3 ft (assist by L. Barbosa),29,37
165,2,5:42.0,J. Green misses 2-pt jump shot from 18 ft,,29,37
166,2,5:42.0,,Defensive rebound by K. Thompson,29,37
167,2,5:33.0,,D. Green makes 3-pt jump shot from 26 ft (assist by K. Thompson),29,40
168,2,5:28.0,Memphis full timeout,,29,40
169,2,5:28.0,Official timeout,,29,40
170,2,5:28.0,,B. Rush enters the game for H. Barnes,29,40
171,2,5:25.0,T. Allen enters the game for M. Barnes,,29,40
172,2,5:14.0,C. Lee misses 3-pt jump shot from 25 ft,,29,40
173,2,5:13.0,Offensive rebound by J. Green,,29,40
174,2,5:10.0,J. Green misses 2-pt jump shot from 3 ft (block by K. Thompson),,29,40
175,2,5:07.0,,Defensive rebound by B. Rush,29,40
176,2,5:01.0,,K. Thompson misses 2-pt layup from 1 ft,29,40
177,2,5:01.0,Defensive rebound by J. Green,,29,40
178,2,4:54.0,Z. Randolph misses 2-pt layup from 2 ft (block by D. Green),,29,40
179,2,4:52.0,,Defensive rebound by B. Rush,29,40
180,2,4:42.0,,B. Rush misses 2-pt layup from 1 ft,29,40
181,2,4:42.0,,Offensive rebound by Team,29,40
182,2,4:41.0,,F. Ezeli enters the game for L. Barbosa,29,40
183,2,4:41.0,M. Gasol enters the game for J. Green,,29,40
184,2,4:35.0,,Turnover by B. Rush (bad pass; steal by C. Lee),29,40
185,2,4:27.0,Personal foul by D. Green (drawn by Z. Randolph),,29,40
186,2,4:13.0,T. Allen misses 3-pt jump shot from 23 ft,,29,40
187,2,4:13.0,,Defensive rebound by F. Ezeli,29,40
188,2,4:06.0,,Personal foul by T. Allen (drawn by S. Curry),29,40
189,2,4:01.0,,Shooting foul by T. Allen (drawn by B. Rush),29,40
190,2,4:01.0,,B. Rush misses free throw 1 of 2,29,40
191,2,4:01.0,,Offensive rebound by Team,29,40
192,2,4:01.0,,B. Rush misses free throw 2 of 2,29,40
193,2,4:00.0,Defensive rebound by T. Allen,,29,40
194,2,3:42.0,T. Allen misses 2-pt layup from 2 ft (block by F. Ezeli),,29,40
195,2,3:40.0,,Defensive rebound by B. Rush,29,40
196,2,3:27.0,,K. Thompson makes 2-pt jump shot from 20 ft (assist by D. Green),29,42
197,2,3:02.0,Z. Randolph misses 2-pt jump shot from 15 ft,,29,42
198,2,3:01.0,,Defensive rebound by B. Rush,29,42
199,2,2:53.0,,D. Green misses 2-pt jump shot from 5 ft,29,42
200,2,2:51.0,,Offensive rebound by S. Curry,29,42
201,2,2:48.0,,S. Curry misses 3-pt jump shot from 26 ft,29,42
202,2,2:46.0,Defensive rebound by C. Lee,,29,42
203,2,2:43.0,C. Lee makes 2-pt layup from 2 ft,,31,42
204,2,2:43.0,Shooting foul by B. Rush (drawn by C. Lee),,31,42
205,2,2:43.0,,Golden State full timeout,31,42
206,2,2:43.0,,A. Iguodala enters the game for B. Rush,31,42
207,2,2:43.0,C. Lee misses free throw 1 of 1,,31,42
208,2,2:42.0,,Defensive rebound by D. Green,31,42
209,2,2:34.0,,S. Curry makes 2-pt jump shot from 6 ft,31,44
210,2,2:34.0,,Shooting foul by M. Conley (drawn by S. Curry),31,44
211,2,2:34.0,,S. Curry makes free throw 1 of 1,31,45
212,2,2:20.0,T. Allen misses 2-pt jump shot from 4 ft (block by D. Green),,31,45
213,2,2:18.0,,Defensive rebound by S. Curry,31,45
214,2,2:12.0,,K. Thompson misses 2-pt layup from 1 ft (block by T. Allen),31,45
215,2,2:10.0,,Offensive rebound by F. Ezeli,31,45
216,2,2:10.0,,F. Ezeli makes 2-pt dunk at rim,31,47
217,2,1:56.0,Def 3 sec tech foul by A. Iguodala,,31,47
218,2,1:56.0,M. Conley makes technical free throw,,32,47
219,2,1:56.0,J. Green enters the game for T. Allen,,32,47
220,2,1:43.0,J. Green misses 2-pt jump shot from 3 ft (block by F. Ezeli),,32,47
221,2,1:43.0,Offensive rebound by Team,,32,47
222,2,1:41.0,Z. Randolph misses 2-pt jump shot from 18 ft,,32,47
223,2,1:41.0,Offensive rebound by Team,,32,47
224,2,1:41.0,Turnover by Team (shot clock),,32,47
225,2,1:29.0,,K. Thompson makes 3-pt jump shot from 24 ft (assist by A. Iguodala),32,50
226,2,1:14.0,M. Conley makes 2-pt jump shot from 21 ft (assist by J. Green),,34,50
227,2,1:01.0,,Turnover by A. Iguodala (lost ball),34,50
228,2,0:49.0,C. Lee misses 3-pt jump shot from 24 ft,,34,50
229,2,0:49.0,,Defensive rebound by F. Ezeli,34,50
230,2,0:35.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),34,53
231,2,0:19.0,M. Conley misses 3-pt jump shot from 24 ft,,34,53
232,2,0:19.0,,Defensive rebound by A. Iguodala,34,53
233,2,0:01.0,,Golden State full timeout,34,53
234,2,0:01.0,M. Barnes enters the game for Z. Randolph,,34,53
235,3,11:45.0,,Turnover by K. Thompson (lost ball),34,53
236,3,11:33.0,Shooting foul by D. Green (drawn by M. Gasol),,34,53
237,3,11:33.0,M. Gasol makes free throw 1 of 2,,35,53
238,3,11:33.0,M. Gasol makes free throw 2 of 2,,36,53
239,3,11:17.0,,F. Ezeli makes 2-pt dunk at rim (assist by D. Green),36,55
240,3,10:55.0,Z. Randolph misses 2-pt jump shot from 19 ft,,36,55
241,3,10:55.0,,Defensive rebound by D. Green,36,55
242,3,10:51.0,,Turnover by S. Curry (lost ball; steal by T. Allen),36,55
243,3,10:45.0,Z. Randolph misses 2-pt layup from 1 ft,,36,55
244,3,10:44.0,,Defensive rebound by F. Ezeli,36,55
245,3,10:32.0,,D. Green misses 3-pt jump shot from 25 ft,36,55
246,3,10:32.0,Defensive rebound by M. Gasol,,36,55
247,3,10:22.0,C. Lee misses 2-pt jump shot from 3 ft,,36,55
248,3,10:22.0,Offensive rebound by M. Gasol,,36,55
249,3,10:15.0,C. Lee misses 3-pt jump shot from 23 ft,,36,55
250,3,10:15.0,Offensive rebound by T. Allen,,36,55
251,3,10:14.0,T. Allen misses 2-pt layup from 2 ft (block by D. Green),,36,55
252,3,10:14.0,,Defensive rebound by D. Green,36,55
253,3,10:14.0,,Personal foul by T. Allen (drawn by D. Green),36,55
254,3,10:00.0,,S. Curry makes 2-pt jump shot from 16 ft (assist by D. Green),36,57
255,3,9:37.0,Turnover by T. Allen (lost ball; steal by S. Curry),,36,57
256,3,9:31.0,,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),36,59
257,3,9:31.0,Memphis full timeout,,36,59
258,3,9:31.0,M. Barnes enters the game for T. Allen,,36,59
259,3,9:17.0,M. Gasol makes 2-pt jump shot from 18 ft (assist by M. Conley),,38,59
260,3,9:05.0,,S. Curry makes 3-pt jump shot from 25 ft,38,62
261,3,8:42.0,M. Barnes misses 3-pt jump shot from 26 ft,,38,62
262,3,8:42.0,,Defensive rebound by K. Thompson,38,62
263,3,8:31.0,,F. Ezeli makes 2-pt dunk at rim (assist by D. Green),38,64
264,3,8:31.0,,Shooting foul by M. Barnes (drawn by F. Ezeli),38,64
265,3,8:31.0,,F. Ezeli makes free throw 1 of 1,38,65
266,3,8:16.0,Turnover by M. Gasol (bad pass; steal by H. Barnes),,38,65
267,3,8:13.0,,Shooting foul by M. Barnes (drawn by H. Barnes),38,65
268,3,8:13.0,,H. Barnes makes free throw 1 of 2,38,66
269,3,8:13.0,J. Green enters the game for Z. Randolph,,38,66
270,3,8:13.0,,H. Barnes makes free throw 2 of 2,38,67
271,3,7:58.0,M. Gasol misses 2-pt jump shot from 9 ft,,38,67
272,3,7:57.0,,Defensive rebound by Team,38,67
273,3,7:49.0,,S. Curry misses 2-pt layup from 1 ft,38,67
274,3,7:48.0,Defensive rebound by M. Conley,,38,67
275,3,7:40.0,Shooting foul by F. Ezeli (drawn by M. Conley),,38,67
276,3,7:40.0,M. Conley makes free throw 1 of 2,,39,67
277,3,7:40.0,M. Conley makes free throw 2 of 2,,40,67
278,3,7:25.0,,D. Green makes 3-pt jump shot from 26 ft (assist by K. Thompson),40,70
279,3,7:11.0,J. Green misses 3-pt jump shot from 26 ft,,40,70
280,3,7:09.0,,Defensive rebound by K. Thompson,40,70
281,3,7:03.0,,Turnover by K. Thompson (bad pass; steal by J. Green),40,70
282,3,6:47.0,Turnover by M. Barnes (bad pass; steal by S. Curry),,40,70
283,3,6:43.0,,S. Curry makes 2-pt layup from 2 ft,40,72
284,3,6:43.0,,Shooting foul by C. Lee (drawn by S. Curry),40,72
285,3,6:43.0,,A. Iguodala enters the game for H. Barnes,40,72
286,3,6:43.0,,S. Curry makes free throw 1 of 1,40,73
287,3,6:33.0,Turnover by M. Gasol (bad pass; steal by S. Curry),,40,73
288,3,6:28.0,,S. Curry makes 2-pt layup from 2 ft,40,75
289,3,6:28.0,Memphis full timeout,,40,75
290,3,6:05.0,M. Gasol makes 2-pt jump shot from 16 ft (assist by M. Conley),,42,75
291,3,5:50.0,,F. Ezeli misses 2-pt hook shot from 6 ft (block by M. Gasol),42,75
292,3,5:48.0,Defensive rebound by C. Lee,,42,75
293,3,5:38.0,C. Lee misses 2-pt jump shot from 5 ft,,42,75
294,3,5:38.0,,Defensive rebound by K. Thompson,42,75
295,3,5:32.0,,S. Curry makes 3-pt jump shot from 25 ft (assist by D. Green),42,78
296,3,5:09.0,M. Conley misses 2-pt jump shot from 5 ft (block by S. Curry),,42,78
297,3,5:07.0,Offensive rebound by C. Lee,,42,78
298,3,5:03.0,C. Lee misses 2-pt jump shot from 4 ft,,42,78
299,3,5:02.0,,Defensive rebound by A. Iguodala,42,78
300,3,4:58.0,,S. Curry makes 3-pt jump shot from 22 ft (assist by A. Iguodala),42,81
301,3,4:36.0,M. Gasol misses 2-pt jump shot from 10 ft,,42,81
302,3,4:35.0,Offensive rebound by M. Barnes,,42,81
303,3,4:31.0,M. Barnes misses 2-pt jump shot from 6 ft,,42,81
304,3,4:30.0,,Defensive rebound by F. Ezeli,42,81
305,3,4:28.0,,Shooting foul by M. Barnes (drawn by S. Curry),42,81
306,3,4:28.0,,S. Curry makes free throw 1 of 3,42,82
307,3,4:28.0,,S. Curry makes free throw 2 of 3,42,83
308,3,4:28.0,J. Green enters the game for J. Green,,42,83
309,3,4:28.0,,J. McAdoo enters the game for F. Ezeli,42,83
310,3,4:28.0,,S. Curry makes free throw 3 of 3,42,84
311,3,4:21.0,M. Conley misses 3-pt jump shot from 25 ft,,42,84
312,3,4:21.0,,Defensive rebound by J. McAdoo,42,84
313,3,4:10.0,,K. Thompson misses 2-pt jump shot from 17 ft,42,84
314,3,4:09.0,Defensive rebound by Team,,42,84
315,3,3:49.0,M. Conley misses 2-pt jump shot from 7 ft,,42,84
316,3,3:48.0,,Defensive rebound by D. Green,42,84
317,3,3:46.0,,Turnover by D. Green (bad pass; steal by M. Barnes),42,84
318,3,3:42.0,Shooting foul by S. Curry (drawn by M. Conley),,42,84
319,3,3:42.0,M. Conley makes free throw 1 of 2,,43,84
320,3,3:42.0,M. Conley makes free throw 2 of 2,,44,84
321,3,3:26.0,,J. McAdoo misses 2-pt jump shot from 3 ft,44,84
322,3,3:25.0,Defensive rebound by M. Gasol,,44,84
323,3,3:05.0,M. Gasol misses 2-pt jump shot from 12 ft,,44,84
324,3,3:04.0,,Defensive rebound by Team,44,84
325,3,2:55.0,,A. Iguodala misses 3-pt jump shot from 25 ft,44,84
326,3,2:54.0,Defensive rebound by M. Gasol,,44,84
327,3,2:43.0,C. Lee misses 2-pt jump shot from 18 ft,,44,84
328,3,2:42.0,,Defensive rebound by K. Thompson,44,84
329,3,2:33.0,,S. Curry makes 2-pt jump shot from 9 ft (assist by D. Green),44,86
330,3,2:06.0,M. Barnes misses 3-pt jump shot from 24 ft,,44,86
331,3,2:05.0,,Defensive rebound by S. Curry,44,86
332,3,2:02.0,,Shooting foul by C. Lee (drawn by J. McAdoo),44,86
333,3,2:02.0,,J. McAdoo makes 2-pt dunk at rim (assist by S. Curry),44,88
334,3,2:02.0,B. Wright enters the game for M. Gasol,,44,88
335,3,2:02.0,B. Udrih enters the game for M. Conley,,44,88
336,3,2:02.0,,Golden State full timeout,44,88
337,3,2:02.0,,S. Livingston enters the game for S. Curry,44,88
338,3,2:02.0,,M. Speights enters the game for D. Green,44,88
339,3,2:02.0,,L. Barbosa enters the game for K. Thompson,44,88
340,3,2:02.0,J. Adams enters the game for C. Lee,,44,88
341,3,2:02.0,,J. McAdoo misses free throw 1 of 1,44,88
342,3,2:01.0,Defensive rebound by B. Wright,,44,88
343,3,1:43.0,M. Barnes makes 2-pt layup from 1 ft (assist by B. Wright),,46,88
344,3,1:21.0,,J. McAdoo makes 2-pt layup from 1 ft (assist by L. Barbosa),46,90
345,3,1:08.0,B. Wright misses 2-pt jump shot from 11 ft,,46,90
346,3,1:07.0,,Defensive rebound by J. McAdoo,46,90
347,3,0:51.0,,M. Speights misses 2-pt jump shot from 16 ft,46,90
348,3,0:51.0,Defensive rebound by M. Barnes,,46,90
349,3,0:42.0,Personal foul by M. Speights (drawn by B. Wright),,46,90
350,3,0:38.0,Shooting foul by M. Speights (drawn by B. Wright),,46,90
351,3,0:38.0,B. Wright makes free throw 1 of 2,,47,90
352,3,0:38.0,B. Wright misses free throw 2 of 2,,47,90
353,3,0:38.0,,Defensive rebound by M. Speights,47,90
354,3,0:26.0,,L. Barbosa makes 3-pt jump shot from 25 ft (assist by A. Iguodala),47,93
355,3,0:04.0,M. Barnes makes 2-pt layup from 1 ft (assist by B. Udrih),,49,93
356,3,0:00.0,,A. Iguodala misses 3-pt jump shot from 26 ft,49,93
357,3,0:00.0,,Offensive rebound by Team,49,93
358,4,11:45.0,B. Wright makes 2-pt dunk at rim (assist by J. Adams),,51,93
359,4,11:32.0,,Personal foul by J. Adams (drawn by L. Barbosa),51,93
360,4,11:20.0,,M. Speights misses 2-pt jump shot from 16 ft,51,93
361,4,11:18.0,,Offensive rebound by I. Clark,51,93
362,4,11:18.0,,Personal foul by V. Carter (drawn by I. Clark),51,93
363,4,11:18.0,,I. Clark makes free throw 1 of 2,51,94
364,4,11:18.0,,I. Clark makes free throw 2 of 2,51,95
365,4,11:03.0,V. Carter misses 3-pt jump shot from 25 ft,,51,95
366,4,11:02.0,,Defensive rebound by M. Speights,51,95
367,4,10:55.0,,Turnover by A. Iguodala (bad pass; steal by B. Udrih),51,95
368,4,10:49.0,B. Udrih misses 2-pt layup at rim (block by L. Barbosa),,51,95
369,4,10:47.0,Offensive rebound by J. Green,,51,95
370,4,10:37.0,Personal foul by M. Speights (drawn by B. Udrih),,51,95
371,4,10:37.0,,B. Rush enters the game for A. Iguodala,51,95
372,4,10:27.0,J. Green makes 2-pt jump shot from 17 ft (assist by B. Udrih),,53,95
373,4,10:10.0,,Personal foul by J. Adams (drawn by L. Barbosa),53,95
374,4,10:10.0,,J. Thompson enters the game for M. Speights,53,95
375,4,10:00.0,,L. Barbosa misses 3-pt jump shot from 25 ft,53,95
376,4,9:58.0,Defensive rebound by J. Adams,,53,95
377,4,9:53.0,Turnover by J. Adams (lost ball; steal by J. Thompson),,53,95
378,4,9:50.0,,Personal foul by B. Wright (drawn by J. McAdoo),53,95
379,4,9:50.0,,J. McAdoo misses free throw 1 of 2,53,95
380,4,9:50.0,,Offensive rebound by Team,53,95
381,4,9:50.0,,J. McAdoo misses free throw 2 of 2,53,95
382,4,9:49.0,Defensive rebound by J. Green,,53,95
383,4,9:34.0,B. Wright misses 2-pt jump shot from 9 ft,,53,95
384,4,9:33.0,,Defensive rebound by B. Rush,53,95
385,4,9:22.0,,J. Thompson misses 2-pt jump shot from 14 ft,53,95
386,4,9:21.0,Defensive rebound by J. Adams,,53,95
387,4,9:15.0,J. Adams makes 2-pt layup from 1 ft,,55,95
