,QUARTER,TIME_REMAINING,TORONTO_ACTION,INDIANA_ACTION,TORONTO_SCORE,INDIANA_SCORE
0,1,11:39.0,,M. Ellis misses 3-pt jump shot from 26 ft,0,0
1,1,11:39.0,Defensive rebound by T. Ross,,0,0
2,1,11:22.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,3,0
3,1,11:09.0,,P. George misses 2-pt jump shot from 19 ft,3,0
4,1,11:09.0,Defensive rebound by B. Biyombo,,3,0
5,1,11:00.0,L. Scola misses 2-pt jump shot from 7 ft,,3,0
6,1,10:59.0,,Defensive rebound by M. Ellis,3,0
7,1,10:53.0,,Turnover by M. Ellis (lost ball; steal by K. Lowry),3,0
8,1,10:42.0,Personal foul by P. George (drawn by D. DeRozan),,3,0
9,1,10:32.0,K. Lowry makes 2-pt jump shot from 20 ft,,5,0
10,1,10:19.0,,I. Mahinmi misses 2-pt hook shot from 9 ft,5,0
11,1,10:19.0,Defensive rebound by B. Biyombo,,5,0
12,1,10:06.0,D. DeRozan makes 2-pt jump shot from 12 ft,,7,0
13,1,9:51.0,,M. Ellis misses 3-pt jump shot from 24 ft,7,0
14,1,9:50.0,Defensive rebound by L. Scola,,7,0
15,1,9:37.0,T. Ross misses 2-pt jump shot from 13 ft,,7,0
16,1,9:36.0,,Defensive rebound by I. Mahinmi,7,0
17,1,9:29.0,,C. Miles makes 3-pt jump shot from 24 ft,7,3
18,1,9:07.0,L. Scola makes 2-pt hook shot from 5 ft,,9,3
19,1,8:59.0,,Turnover by P. George (bad pass; steal by B. Biyombo),9,3
20,1,8:53.0,K. Lowry makes 3-pt jump shot from 25 ft,,12,3
21,1,8:41.0,,I. Mahinmi misses 2-pt layup at rim,12,3
22,1,8:40.0,Defensive rebound by L. Scola,,12,3
23,1,8:33.0,D. DeRozan makes 3-pt jump shot from 26 ft (assist by K. Lowry),,15,3
24,1,8:32.0,,Indiana full timeout,15,3
25,1,8:32.0,,Violation by Team (delay of game),15,3
26,1,8:20.0,,I. Mahinmi makes 2-pt dunk at rim (assist by P. George),15,5
27,1,7:54.0,Shooting foul by I. Mahinmi (drawn by D. DeRozan),,15,5
28,1,7:54.0,D. DeRozan makes free throw 1 of 2,,16,5
29,1,7:54.0,D. DeRozan makes free throw 2 of 2,,17,5
30,1,7:43.0,,Turnover by G. Hill (bad pass; steal by D. DeRozan),17,5
31,1,7:24.0,T. Ross makes 3-pt jump shot from 27 ft (assist by K. Lowry),,20,5
32,1,7:15.0,,I. Mahinmi misses 2-pt layup from 1 ft (block by B. Biyombo),20,5
33,1,7:14.0,,Offensive rebound by Team,20,5
34,1,7:11.0,,G. Hill misses 2-pt jump shot from 18 ft,20,5
35,1,7:11.0,Defensive rebound by B. Biyombo,,20,5
36,1,6:49.0,D. DeRozan makes 2-pt jump shot from 16 ft,,22,5
37,1,6:40.0,,P. George misses 2-pt layup at rim,22,5
38,1,6:39.0,Defensive rebound by B. Biyombo,,22,5
39,1,6:32.0,L. Scola makes 2-pt layup from 1 ft (assist by K. Lowry),,24,5
40,1,6:32.0,,Indiana full timeout,24,5
41,1,6:32.0,,L. Allen enters the game for C. Miles,24,5
42,1,6:32.0,,R. Stuckey enters the game for G. Hill,24,5
43,1,6:19.0,,Turnover by L. Allen (3 sec),24,5
44,1,6:00.0,K. Lowry makes 2-pt jump shot from 17 ft,,26,5
45,1,5:43.0,,R. Stuckey makes 2-pt jump shot from 16 ft,26,7
46,1,5:20.0,D. DeRozan misses 2-pt jump shot from 19 ft,,26,7
47,1,5:20.0,,Defensive rebound by L. Allen,26,7
48,1,5:15.0,,M. Ellis makes 2-pt layup at rim,26,9
49,1,5:15.0,,Shooting foul by B. Biyombo (drawn by M. Ellis),26,9
50,1,5:15.0,,M. Ellis makes free throw 1 of 1,26,10
51,1,5:01.0,T. Ross misses 3-pt jump shot from 24 ft,,26,10
52,1,5:00.0,,Defensive rebound by L. Allen,26,10
53,1,4:48.0,,Turnover by M. Ellis (bad pass; steal by L. Scola),26,10
54,1,4:27.0,Turnover by D. DeRozan (bad pass; steal by M. Ellis),,26,10
55,1,4:14.0,,P. George makes 3-pt jump shot from 27 ft (assist by M. Ellis),26,13
56,1,4:05.0,Toronto full timeout,,26,13
57,1,4:05.0,C. Joseph enters the game for T. Ross,,26,13
58,1,4:05.0,P. Patterson enters the game for L. Scola,,26,13
59,1,4:05.0,,J. Hill enters the game for I. Mahinmi,26,13
60,1,3:50.0,Turnover by K. Lowry (bad pass),,26,13
61,1,3:33.0,,J. Hill makes 2-pt dunk at rim (assist by P. George),26,15
62,1,3:05.0,C. Joseph misses 2-pt jump shot from 20 ft,,26,15
63,1,3:04.0,,Defensive rebound by J. Hill,26,15
64,1,2:53.0,,P. George misses 3-pt jump shot from 27 ft,26,15
65,1,2:52.0,,Offensive rebound by J. Hill,26,15
66,1,2:50.0,,J. Hill makes 2-pt hook shot from 3 ft,26,17
67,1,2:24.0,B. Biyombo misses 2-pt jump shot from 3 ft,,26,17
68,1,2:23.0,Offensive rebound by B. Biyombo,,26,17
69,1,2:21.0,B. Biyombo misses 2-pt layup from 1 ft,,26,17
70,1,2:20.0,,Defensive rebound by J. Hill,26,17
71,1,2:18.0,,Turnover by J. Hill (lost ball; steal by P. Patterson),26,17
72,1,2:18.0,Toronto full timeout,,26,17
73,1,2:18.0,T. Ross enters the game for K. Lowry,,26,17
74,1,2:15.0,Turnover by C. Joseph (bad pass; steal by R. Stuckey),,26,17
75,1,2:11.0,,M. Ellis makes 2-pt layup at rim (assist by L. Allen),26,19
76,1,1:46.0,C. Joseph misses 2-pt layup from 2 ft,,26,19
77,1,1:45.0,Offensive rebound by B. Biyombo,,26,19
78,1,1:44.0,Turnover by Team (shot clock),,26,19
79,1,1:44.0,L. Scola enters the game for B. Biyombo,,26,19
80,1,1:33.0,,R. Stuckey makes 2-pt jump shot from 16 ft,26,21
81,1,1:12.0,P. Patterson misses 3-pt jump shot from 27 ft,,26,21
82,1,1:11.0,,Defensive rebound by J. Hill,26,21
83,1,0:59.0,,J. Hill makes 2-pt layup at rim,26,23
84,1,0:59.0,,Shooting foul by L. Scola (drawn by J. Hill),26,23
85,1,0:59.0,,J. Hill makes free throw 1 of 1,26,24
86,1,0:46.0,Turnover by P. Patterson (bad pass; steal by P. George),,26,24
