,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,UTAH_ACTION,BROOKLYN_SCORE,UTAH_SCORE
59,1,4:45.0,,R. Gobert makes 2-pt dunk at rim (assist by R. Hood),10,13
60,1,4:34.0,Shooting foul by R. Hood (drawn by D. Sloan),,10,13
61,1,4:34.0,D. Sloan misses free throw 1 of 2,,10,13
62,1,4:34.0,Offensive rebound by Team,,10,13
63,1,4:34.0,,C. Johnson enters the game for R. Hood,10,13
64,1,4:34.0,,R. Neto enters the game for S. Mack,10,13
65,1,4:34.0,D. Sloan makes free throw 2 of 2,,11,13
66,1,4:17.0,,R. Neto misses 3-pt jump shot from 23 ft,11,13
67,1,4:16.0,Defensive rebound by M. Brown,,11,13
68,1,4:04.0,Turnover by B. Lopez (offensive goaltending),,11,13
69,1,3:50.0,,G. Hayward makes 2-pt jump shot from 3 ft,11,15
70,1,3:50.0,,Shooting foul by D. Sloan (drawn by G. Hayward),11,15
71,1,3:50.0,,G. Hayward makes free throw 1 of 1,11,16
72,1,3:36.0,W. Ellington misses 2-pt jump shot from 19 ft,,11,16
73,1,3:36.0,,Defensive rebound by R. Neto,11,16
74,1,3:29.0,,Offensive foul by R. Gobert (drawn by W. Ellington),11,16
75,1,3:29.0,,Turnover by R. Gobert (offensive foul),11,16
76,1,3:29.0,T. Robinson enters the game for B. Lopez,,11,16
77,1,3:15.0,M. Brown misses 2-pt jump shot from 5 ft,,11,16
78,1,3:15.0,,Defensive rebound by T. Booker,11,16
79,1,3:08.0,,Shooting foul by T. Young (drawn by R. Gobert),11,16
80,1,3:08.0,,R. Gobert misses free throw 1 of 2,11,16
81,1,3:08.0,,Offensive rebound by Team,11,16
82,1,3:08.0,,R. Gobert misses free throw 2 of 2,11,16
83,1,3:07.0,Defensive rebound by T. Robinson,,11,16
84,1,2:54.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by D. Sloan),,14,16
85,1,2:37.0,,G. Hayward makes 2-pt layup from 2 ft,14,18
86,1,2:26.0,T. Young misses 2-pt layup from 3 ft,,14,18
87,1,2:25.0,,Defensive rebound by R. Gobert,14,18
88,1,2:19.0,,Personal foul by T. Robinson (drawn by R. Neto),14,18
89,1,2:19.0,,Utah full timeout,14,18
90,1,2:19.0,,D. Favors enters the game for R. Gobert,14,18
91,1,2:19.0,,R. Neto makes free throw 1 of 2,14,19
92,1,2:19.0,,R. Neto makes free throw 2 of 2,14,20
93,1,2:04.0,T. Young misses 2-pt jump shot from 5 ft,,14,20
94,1,2:03.0,Offensive rebound by T. Robinson,,14,20
95,1,2:03.0,T. Robinson makes 2-pt layup from 1 ft,,16,20
96,1,1:50.0,,Turnover by G. Hayward (lost ball; steal by M. Brown),16,20
97,1,1:48.0,Personal foul by G. Hayward (drawn by T. Young),,16,20
98,1,1:48.0,W. Reed enters the game for T. Young,,16,20
99,1,1:48.0,S. Larkin enters the game for D. Sloan,,16,20
100,1,1:31.0,W. Ellington misses 3-pt jump shot from 24 ft,,16,20
101,1,1:29.0,,Defensive rebound by Team,16,20
102,1,1:29.0,,J. Ingles enters the game for G. Hayward,16,20
103,1,1:18.0,,D. Favors misses 2-pt jump shot from 3 ft,16,20
104,1,1:16.0,Defensive rebound by W. Ellington,,16,20
105,1,1:00.0,W. Ellington makes 2-pt layup from 1 ft (assist by T. Robinson),,18,20
106,1,0:45.0,,C. Johnson misses 3-pt jump shot from 23 ft,18,20
107,1,0:45.0,Defensive rebound by M. Brown,,18,20
108,1,0:42.0,Turnover by M. Brown (bad pass; steal by R. Neto),,18,20
109,1,0:40.0,,Personal foul by T. Robinson (drawn by R. Neto),18,20
110,1,0:40.0,,R. Neto makes free throw 1 of 2,18,21
111,1,0:40.0,S. Karasev enters the game for W. Ellington,,18,21
112,1,0:40.0,,R. Neto makes free throw 2 of 2,18,22
113,1,0:27.0,Turnover by M. Brown (bad pass),,18,22
114,1,0:09.0,,Turnover by D. Favors (bad pass; steal by W. Reed),18,22
115,1,0:03.0,M. Brown makes 2-pt dunk from 2 ft (assist by T. Robinson),,20,22
116,1,0:00.0,,R. Neto misses 2-pt jump shot from 18 ft,20,22
117,1,0:00.0,,Offensive rebound by Team,20,22
118,2,11:42.0,W. Reed misses 2-pt hook shot from 3 ft,,20,22
119,2,11:41.0,Offensive rebound by M. Brown,,20,22
120,2,11:34.0,T. Robinson makes 2-pt jump shot from 15 ft,,22,22
121,2,11:16.0,,R. Neto misses 3-pt jump shot from 24 ft,22,22
122,2,11:15.0,Defensive rebound by M. Brown,,22,22
123,2,11:08.0,Turnover by M. Brown (bad pass; steal by R. Neto),,22,22
124,2,10:49.0,,R. Hood misses 2-pt jump shot from 7 ft,22,22
125,2,10:48.0,Defensive rebound by T. Robinson,,22,22
126,2,10:40.0,Turnover by S. Larkin (bad pass; steal by R. Neto),,22,22
127,2,10:35.0,,Turnover by R. Neto (bad pass; steal by M. Brown),22,22
128,2,10:35.0,Personal foul by R. Neto (drawn by M. Brown),,22,22
129,2,10:35.0,,T. Lyles enters the game for T. Booker,22,22
130,2,10:23.0,S. Larkin misses 3-pt jump shot from 24 ft,,22,22
131,2,10:22.0,Offensive rebound by W. Reed,,22,22
132,2,10:17.0,M. Brown misses 2-pt jump shot from 3 ft,,22,22
133,2,10:16.0,,Defensive rebound by R. Neto,22,22
134,2,10:05.0,,D. Favors makes 2-pt dunk at rim (assist by J. Ingles),22,24
135,2,9:52.0,Turnover by M. Brown (lost ball; steal by R. Hood),,22,24
136,2,9:45.0,,T. Lyles misses 2-pt layup from 1 ft,22,24
137,2,9:44.0,Defensive rebound by S. Karasev,,22,24
138,2,9:25.0,S. Larkin misses 2-pt jump shot from 19 ft,,22,24
139,2,9:24.0,Offensive rebound by T. Robinson,,22,24
140,2,9:21.0,W. Reed makes 2-pt dunk at rim (assist by T. Robinson),,24,24
141,2,9:01.0,,T. Lyles makes 2-pt layup from 2 ft (assist by R. Hood),24,26
142,2,8:44.0,W. Reed makes 2-pt jump shot from 2 ft (assist by M. Brown),,26,26
143,2,8:44.0,Shooting foul by D. Favors (drawn by W. Reed),,26,26
144,2,8:44.0,Brooklyn full timeout,,26,26
145,2,8:44.0,,G. Hayward enters the game for R. Neto,26,26
146,2,8:44.0,,S. Mack enters the game for J. Ingles,26,26
147,2,8:44.0,W. Reed makes free throw 1 of 1,,27,26
148,2,8:28.0,,G. Hayward makes 2-pt layup from 1 ft (assist by R. Hood),27,28
149,2,8:28.0,,Shooting foul by W. Reed (drawn by G. Hayward),27,28
150,2,8:28.0,B. Bogdanović enters the game for M. Brown,,27,28
151,2,8:28.0,,R. Gobert enters the game for D. Favors,27,28
152,2,8:28.0,,G. Hayward makes free throw 1 of 1,27,29
153,2,8:09.0,T. Robinson misses 2-pt jump shot from 14 ft,,27,29
154,2,8:08.0,,Defensive rebound by R. Gobert,27,29
155,2,8:04.0,,Turnover by S. Mack (bad pass; steal by S. Larkin),27,29
156,2,7:58.0,B. Bogdanović makes 2-pt layup at rim (assist by S. Larkin),,29,29
157,2,7:40.0,,T. Lyles misses 2-pt layup from 2 ft (block by W. Reed),29,29
158,2,7:38.0,Defensive rebound by W. Reed,,29,29
159,2,7:14.0,W. Reed makes 2-pt jump shot from 2 ft (assist by T. Robinson),,31,29
160,2,6:56.0,,G. Hayward makes 3-pt jump shot from 23 ft (assist by S. Mack),31,32
161,2,6:43.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by S. Larkin),,34,32
162,2,6:30.0,,G. Hayward misses 3-pt jump shot from 23 ft,34,32
163,2,6:30.0,Defensive rebound by W. Reed,,34,32
164,2,6:14.0,,Violation by T. Lyles (kicked ball),34,32
165,2,6:14.0,B. Lopez enters the game for T. Robinson,,34,32
166,2,6:14.0,T. Young enters the game for W. Reed,,34,32
167,2,6:14.0,,C. Johnson enters the game for R. Hood,34,32
168,2,6:05.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,34,32
169,2,6:05.0,,Defensive rebound by T. Lyles,34,32
170,2,6:01.0,,Turnover by C. Johnson (traveling),34,32
171,2,5:47.0,B. Lopez makes 2-pt jump shot from 7 ft (assist by S. Karasev),,36,32
172,2,5:47.0,,Utah full timeout,36,32
173,2,5:47.0,,D. Favors enters the game for T. Lyles,36,32
174,2,5:47.0,,J. Ingles enters the game for C. Johnson,36,32
175,2,5:29.0,,D. Favors makes 2-pt layup from 2 ft,36,34
176,2,5:29.0,,Shooting foul by S. Larkin (drawn by D. Favors),36,34
177,2,5:29.0,,D. Favors misses free throw 1 of 1,36,34
178,2,5:28.0,Defensive rebound by T. Young,,36,34
179,2,5:19.0,Personal foul by J. Ingles (drawn by S. Karasev),,36,34
180,2,5:10.0,S. Larkin misses 2-pt jump shot from 18 ft,,36,34
181,2,5:09.0,,Defensive rebound by G. Hayward,36,34
182,2,5:04.0,Offensive charge foul by G. Hayward (drawn by S. Karasev),,36,34
183,2,5:04.0,,Turnover by G. Hayward (offensive foul),36,34
184,2,5:04.0,W. Ellington enters the game for S. Karasev,,36,34
185,2,4:50.0,B. Bogdanović misses 2-pt layup from 2 ft,,36,34
186,2,4:49.0,,Defensive rebound by D. Favors,36,34
187,2,4:44.0,,Shooting foul by B. Lopez (drawn by R. Gobert),36,34
188,2,4:44.0,,R. Gobert makes free throw 1 of 2,36,35
189,2,4:44.0,,R. Gobert misses free throw 2 of 2,36,35
190,2,4:44.0,Defensive rebound by Team,,36,35
191,2,4:28.0,B. Lopez misses 2-pt jump shot from 19 ft,,36,35
192,2,4:27.0,,Defensive rebound by S. Mack,36,35
193,2,4:18.0,,J. Ingles makes 2-pt layup from 2 ft,36,37
194,2,4:08.0,Turnover by B. Bogdanović (lost ball; steal by G. Hayward),,36,37
195,2,4:02.0,,J. Ingles makes 2-pt layup from 2 ft (assist by G. Hayward),36,39
196,2,4:02.0,Brooklyn full timeout,,36,39
197,2,4:02.0,D. Sloan enters the game for S. Larkin,,36,39
198,2,3:43.0,T. Young makes 2-pt jump shot from 7 ft (assist by D. Sloan),,38,39
199,2,3:23.0,,G. Hayward misses 2-pt jump shot from 6 ft,38,39
200,2,3:23.0,Defensive rebound by T. Young,,38,39
201,2,3:10.0,B. Lopez makes 2-pt dunk at rim (assist by D. Sloan),,40,39
202,2,2:52.0,,D. Favors misses 2-pt jump shot from 14 ft,40,39
203,2,2:51.0,,Offensive rebound by D. Favors,40,39
204,2,2:47.0,,S. Mack makes 2-pt jump shot from 5 ft,40,41
205,2,2:29.0,B. Lopez misses 2-pt layup from 2 ft (block by R. Gobert),,40,41
206,2,2:28.0,Offensive rebound by T. Young,,40,41
207,2,2:21.0,B. Lopez makes 2-pt jump shot from 9 ft,,42,41
208,2,2:10.0,,G. Hayward misses 2-pt dunk at rim,42,41
209,2,2:09.0,Defensive rebound by W. Ellington,,42,41
210,2,2:03.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by W. Ellington),,45,41
211,2,1:42.0,,S. Mack makes 2-pt jump shot from 2 ft,45,43
212,2,1:26.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,45,43
213,2,1:26.0,,Defensive rebound by J. Ingles,45,43
214,2,1:12.0,,R. Gobert misses 2-pt layup from 1 ft,45,43
215,2,1:12.0,,Offensive rebound by R. Gobert,45,43
216,2,1:12.0,,D. Favors misses 2-pt jump shot from 3 ft,45,43
217,2,1:10.0,Defensive rebound by B. Bogdanović,,45,43
218,2,1:04.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by D. Sloan),,48,43
219,2,1:04.0,,Utah full timeout,48,43
220,2,1:04.0,,R. Hood enters the game for J. Ingles,48,43
221,2,1:04.0,,T. Booker enters the game for D. Favors,48,43
222,2,0:47.0,,Turnover by G. Hayward (offensive foul),48,43
223,2,0:47.0,,Offensive foul by G. Hayward (drawn by D. Sloan),48,43
224,2,0:47.0,,J. Ingles enters the game for G. Hayward,48,43
225,2,0:31.0,W. Ellington misses 2-pt jump shot from 3 ft (block by R. Gobert),,48,43
226,2,0:30.0,Offensive rebound by T. Young,,48,43
227,2,0:23.0,D. Sloan misses 3-pt jump shot from 24 ft,,48,43
228,2,0:23.0,,Defensive rebound by R. Gobert,48,43
229,2,0:07.0,,Personal foul by D. Sloan (drawn by S. Mack),48,43
230,2,0:07.0,S. Karasev enters the game for D. Sloan,,48,43
231,2,0:07.0,S. Larkin enters the game for B. Bogdanović,,48,43
232,2,0:01.0,,R. Hood misses 2-pt jump shot from 10 ft,48,43
233,2,0:00.0,Defensive rebound by S. Karasev,,48,43
234,3,11:41.0,B. Lopez misses 2-pt layup from 2 ft (block by D. Favors),,48,43
235,3,11:39.0,,Defensive rebound by D. Favors,48,43
236,3,11:17.0,,D. Favors makes 2-pt hook shot from 2 ft,48,45
237,3,10:57.0,T. Young misses 2-pt layup from 2 ft,,48,45
238,3,10:56.0,,Defensive rebound by R. Gobert,48,45
239,3,10:52.0,,S. Mack misses 2-pt layup from 1 ft,48,45
240,3,10:50.0,Defensive rebound by B. Lopez,,48,45
241,3,10:42.0,T. Young makes 2-pt layup from 1 ft,,50,45
242,3,10:20.0,,D. Favors misses 2-pt jump shot from 17 ft,50,45
243,3,10:20.0,Defensive rebound by W. Ellington,,50,45
244,3,10:03.0,B. Bogdanović misses 2-pt jump shot from 19 ft,,50,45
245,3,10:02.0,,Defensive rebound by D. Favors,50,45
246,3,9:50.0,,D. Favors makes 2-pt dunk at rim (assist by G. Hayward),50,47
247,3,9:30.0,B. Lopez misses 2-pt jump shot from 12 ft,,50,47
248,3,9:29.0,,Defensive rebound by R. Gobert,50,47
249,3,9:17.0,,Turnover by S. Mack (bad pass; steal by W. Ellington),50,47
250,3,9:13.0,W. Ellington makes 2-pt layup from 2 ft,,52,47
251,3,9:06.0,,Shooting foul by B. Lopez (drawn by D. Favors),52,47
252,3,9:06.0,,D. Favors makes free throw 1 of 2,52,48
253,3,9:06.0,,D. Favors makes free throw 2 of 2,52,49
254,3,8:58.0,Shooting foul by S. Mack (drawn by D. Sloan),,52,49
255,3,8:58.0,D. Sloan makes free throw 1 of 2,,53,49
256,3,8:58.0,D. Sloan misses free throw 2 of 2,,53,49
257,3,8:57.0,,Defensive rebound by D. Favors,53,49
258,3,8:42.0,,Turnover by D. Favors (lost ball; steal by T. Young),53,49
259,3,8:36.0,D. Sloan makes 2-pt jump shot from 2 ft,,55,49
260,3,8:20.0,,R. Hood misses 3-pt jump shot from 24 ft,55,49
261,3,8:20.0,Defensive rebound by D. Sloan,,55,49
262,3,8:14.0,,R. Neto enters the game for S. Mack,55,49
263,3,8:12.0,Turnover by T. Young (lost ball),,55,49
264,3,7:52.0,,G. Hayward misses 2-pt jump shot from 14 ft,55,49
265,3,7:51.0,,Offensive rebound by R. Gobert,55,49
266,3,7:49.0,,R. Gobert makes 2-pt dunk at rim,55,51
267,3,7:35.0,B. Bogdanović misses 2-pt layup from 2 ft (block by D. Favors),,55,51
268,3,7:34.0,,Defensive rebound by D. Favors,55,51
269,3,7:25.0,,G. Hayward makes 3-pt jump shot from 22 ft (assist by R. Neto),55,54
270,3,7:25.0,Brooklyn full timeout,,55,54
271,3,7:05.0,T. Young makes 2-pt jump shot from 15 ft,,57,54
272,3,6:41.0,,D. Favors misses 2-pt jump shot from 17 ft,57,54
273,3,6:40.0,Defensive rebound by B. Bogdanović,,57,54
274,3,6:24.0,B. Lopez makes 2-pt jump shot from 20 ft (assist by D. Sloan),,59,54
275,3,6:07.0,,R. Hood misses 2-pt jump shot from 19 ft,59,54
276,3,6:06.0,,Offensive rebound by R. Hood,59,54
277,3,5:57.0,,G. Hayward misses 2-pt jump shot from 5 ft,59,54
278,3,5:57.0,,Offensive rebound by R. Gobert,59,54
279,3,5:55.0,,R. Gobert misses 2-pt layup from 1 ft,59,54
280,3,5:54.0,,Offensive rebound by D. Favors,59,54
281,3,5:49.0,,Turnover by D. Favors (bad pass),59,54
282,3,5:49.0,,T. Booker enters the game for D. Favors,59,54
283,3,5:39.0,T. Young misses 2-pt jump shot from 8 ft,,59,54
284,3,5:38.0,,Defensive rebound by R. Gobert,59,54
285,3,5:29.0,,G. Hayward makes 2-pt jump shot from 21 ft,59,56
286,3,5:03.0,D. Sloan makes 2-pt jump shot from 5 ft,,61,56
287,3,4:49.0,,R. Neto misses 2-pt layup from 2 ft,61,56
288,3,4:48.0,,Offensive rebound by T. Booker,61,56
289,3,4:48.0,,T. Booker makes 2-pt layup from 1 ft,61,58
290,3,4:31.0,B. Bogdanović misses 2-pt layup from 2 ft (block by R. Gobert),,61,58
291,3,4:31.0,,Defensive rebound by Team,61,58
292,3,4:17.0,Violation by D. Sloan (kicked ball),,61,58
293,3,4:17.0,S. Karasev enters the game for B. Bogdanović,,61,58
294,3,4:03.0,,R. Hood misses 3-pt jump shot from 23 ft,61,58
295,3,4:02.0,Defensive rebound by W. Ellington,,61,58
296,3,3:52.0,B. Lopez makes 2-pt layup from 2 ft (assist by D. Sloan),,63,58
297,3,3:35.0,,Personal foul by W. Ellington (drawn by G. Hayward),63,58
298,3,3:35.0,,J. Ingles enters the game for R. Hood,63,58
299,3,3:35.0,,T. Burke enters the game for R. Neto,63,58
300,3,3:35.0,S. Larkin enters the game for D. Sloan,,63,58
301,3,3:31.0,,Personal foul by B. Lopez (drawn by G. Hayward),63,58
302,3,3:25.0,,T. Burke misses 2-pt jump shot from 3 ft,63,58
303,3,3:24.0,Defensive rebound by S. Larkin,,63,58
304,3,3:13.0,S. Larkin misses 2-pt jump shot from 12 ft,,63,58
305,3,3:12.0,Offensive rebound by Team,,63,58
306,3,3:09.0,W. Ellington misses 2-pt jump shot from 18 ft,,63,58
307,3,3:09.0,,Defensive rebound by R. Gobert,63,58
308,3,2:56.0,,Shooting foul by S. Karasev (drawn by R. Gobert),63,58
309,3,2:56.0,,Utah full timeout,63,58
310,3,2:56.0,,R. Gobert makes free throw 1 of 2,63,59
311,3,2:56.0,,R. Gobert misses free throw 2 of 2,63,59
312,3,2:55.0,,Offensive rebound by G. Hayward,63,59
313,3,2:40.0,,J. Ingles misses 3-pt jump shot from 24 ft,63,59
314,3,2:39.0,Defensive rebound by T. Young,,63,59
315,3,2:39.0,Turnover by T. Young (lost ball),,63,59
316,3,2:31.0,,G. Hayward misses 2-pt jump shot from 6 ft (block by B. Lopez),63,59
317,3,2:30.0,Defensive rebound by S. Karasev,,63,59
318,3,2:15.0,B. Lopez misses 2-pt jump shot from 5 ft (block by R. Gobert),,63,59
319,3,2:14.0,,Defensive rebound by T. Burke,63,59
320,3,2:11.0,,Turnover by T. Booker (bad pass),63,59
321,3,1:59.0,Personal foul by G. Hayward (drawn by S. Karasev),,63,59
322,3,1:59.0,,R. Hood enters the game for G. Hayward,63,59
323,3,1:59.0,,D. Favors enters the game for R. Gobert,63,59
324,3,1:43.0,B. Lopez misses 2-pt jump shot from 5 ft,,63,59
325,3,1:43.0,,Defensive rebound by D. Favors,63,59
326,3,1:22.0,,Turnover by R. Hood (lost ball; steal by T. Young),63,59
327,3,1:17.0,T. Young makes 2-pt layup at rim,,65,59
328,3,0:59.0,,D. Favors misses 2-pt jump shot from 13 ft,65,59
329,3,0:58.0,Defensive rebound by T. Young,,65,59
330,3,0:47.0,W. Ellington makes 3-pt jump shot from 22 ft (assist by B. Lopez),,68,59
331,3,0:30.0,,T. Burke misses 2-pt jump shot from 14 ft,68,59
332,3,0:29.0,Defensive rebound by B. Lopez,,68,59
333,3,0:10.0,S. Larkin makes 2-pt layup from 2 ft,,70,59
334,3,0:02.0,,T. Booker makes 2-pt jump shot from 19 ft,70,61
335,3,0:00.0,W. Ellington misses 3-pt jump shot from 33 ft,,70,61
336,3,0:00.0,Offensive rebound by Team,,70,61
337,4,11:45.0,,R. Hood makes 2-pt jump shot from 3 ft,70,63
338,4,11:31.0,T. Young makes 2-pt jump shot from 5 ft (assist by S. Larkin),,72,63
339,4,11:16.0,,R. Hood makes 3-pt jump shot from 24 ft,72,66
340,4,10:56.0,T. Young makes 2-pt jump shot from 13 ft (assist by S. Larkin),,74,66
341,4,10:45.0,,T. Burke misses 2-pt layup from 1 ft,74,66
342,4,10:44.0,,Offensive rebound by D. Favors,74,66
343,4,10:42.0,,D. Favors misses 2-pt layup from 1 ft,74,66
344,4,10:40.0,Defensive rebound by T. Robinson,,74,66
345,4,10:20.0,T. Young makes 3-pt jump shot from 24 ft,,77,66
346,4,10:04.0,Offensive charge foul by J. Ingles (drawn by S. Karasev),,77,66
347,4,10:04.0,,Turnover by J. Ingles (offensive foul),77,66
348,4,10:04.0,M. Brown enters the game for W. Ellington,,77,66
349,4,10:04.0,W. Reed enters the game for T. Young,,77,66
350,4,9:54.0,Turnover by S. Larkin (bad pass; steal by J. Ingles),,77,66
351,4,9:50.0,,J. Ingles makes 2-pt layup from 1 ft,77,68
352,4,9:33.0,S. Karasev makes 3-pt jump shot from 24 ft (assist by S. Larkin),,80,68
353,4,9:15.0,,T. Burke misses 3-pt jump shot from 25 ft,80,68
354,4,9:14.0,Defensive rebound by Team,,80,68
355,4,9:14.0,,R. Gobert enters the game for T. Booker,80,68
356,4,9:14.0,,S. Mack enters the game for T. Burke,80,68
357,4,9:02.0,S. Larkin misses 2-pt jump shot from 14 ft,,80,68
358,4,9:00.0,,Defensive rebound by Team,80,68
359,4,8:36.0,,S. Mack misses 3-pt jump shot from 24 ft,80,68
360,4,8:35.0,Defensive rebound by S. Karasev,,80,68
361,4,8:18.0,Turnover by T. Robinson (lost ball; steal by R. Gobert),,80,68
362,4,8:07.0,,Personal foul by T. Robinson (drawn by R. Gobert),80,68
363,4,8:07.0,,Utah full timeout,80,68
364,4,8:07.0,,G. Hayward enters the game for J. Ingles,80,68
365,4,7:55.0,,R. Gobert misses 2-pt hook shot from 2 ft,80,68
366,4,7:54.0,,Offensive rebound by R. Gobert,80,68
367,4,7:54.0,,Shooting foul by S. Larkin (drawn by R. Gobert),80,68
368,4,7:54.0,,R. Gobert makes free throw 1 of 2,80,69
369,4,7:54.0,B. Lopez enters the game for W. Reed,,80,69
370,4,7:54.0,,R. Gobert misses free throw 2 of 2,80,69
371,4,7:53.0,Defensive rebound by T. Robinson,,80,69
372,4,7:34.0,M. Brown misses 3-pt jump shot from 24 ft,,80,69
373,4,7:33.0,,Defensive rebound by S. Mack,80,69
374,4,7:25.0,,Turnover by R. Gobert (offensive goaltending),80,69
375,4,7:07.0,S. Larkin makes 2-pt jump shot from 13 ft,,82,69
376,4,6:53.0,,D. Favors makes 2-pt dunk at rim (assist by S. Mack),82,71
377,4,6:39.0,T. Robinson misses 2-pt jump shot from 9 ft,,82,71
378,4,6:38.0,,Defensive rebound by R. Gobert,82,71
379,4,6:30.0,,R. Hood misses 3-pt jump shot from 23 ft,82,71
380,4,6:29.0,Defensive rebound by T. Robinson,,82,71
381,4,6:23.0,S. Karasev makes 2-pt layup from 1 ft (assist by T. Robinson),,84,71
382,4,6:05.0,,Turnover by G. Hayward (lost ball; steal by M. Brown),84,71
383,4,6:05.0,Personal foul by G. Hayward (drawn by M. Brown),,84,71
384,4,6:05.0,T. Young enters the game for T. Robinson,,84,71
385,4,6:05.0,,C. Johnson enters the game for G. Hayward,84,71
386,4,6:05.0,,T. Booker enters the game for R. Gobert,84,71
387,4,5:45.0,S. Larkin misses 2-pt jump shot from 21 ft,,84,71
388,4,5:45.0,Offensive rebound by B. Lopez,,84,71
389,4,5:38.0,S. Karasev misses 2-pt layup from 1 ft,,84,71
