,QUARTER,TIME_REMAINING,DENVER_ACTION,GOLDEN STATE_ACTION,DENVER_SCORE,GOLDEN STATE_SCORE
29,1,7:28.0,,S. Curry misses 3-pt jump shot from 25 ft,2,19
30,1,7:27.0,Defensive rebound by N. Jokić,,2,19
31,1,7:20.0,Shooting foul by D. Green (drawn by D. Gallinari),,2,19
32,1,7:20.0,D. Gallinari misses free throw 1 of 2,,2,19
33,1,7:20.0,Offensive rebound by Team,,2,19
34,1,7:20.0,D. Gallinari misses free throw 2 of 2,,2,19
35,1,7:18.0,,Defensive rebound by D. Green,2,19
36,1,7:13.0,,Turnover by D. Green (traveling),2,19
37,1,6:58.0,Turnover by N. Jokić (traveling),,2,19
38,1,6:43.0,,D. Green misses 3-pt jump shot from 24 ft,2,19
39,1,6:42.0,Defensive rebound by G. Harris,,2,19
40,1,6:37.0,Turnover by G. Harris (lost ball),,2,19
41,1,6:37.0,J. Nurkić enters the game for N. Jokić,,2,19
42,1,6:16.0,,D. Green makes 2-pt dunk at rim (assist by A. Iguodala),2,21
43,1,6:07.0,Turnover by W. Barton (bad pass; steal by S. Curry),,2,21
44,1,6:01.0,,K. Thompson misses 3-pt jump shot from 24 ft,2,21
45,1,6:00.0,Defensive rebound by J. Nurkić,,2,21
46,1,5:52.0,W. Barton makes 2-pt layup from 1 ft,,4,21
47,1,5:46.0,,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),4,23
48,1,5:46.0,Denver full timeout,,4,23
49,1,5:46.0,R. Foye enters the game for J. Nelson,,4,23
50,1,5:38.0,Turnover by J. Nurkić (lost ball; steal by S. Curry),,4,23
51,1,5:21.0,,S. Curry misses 3-pt jump shot from 24 ft,4,23
52,1,5:19.0,Defensive rebound by W. Barton,,4,23
53,1,5:11.0,J. Nurkić misses 2-pt jump shot from 5 ft (block by A. Bogut),,4,23
54,1,5:10.0,Offensive rebound by J. Nurkić,,4,23
55,1,5:07.0,J. Nurkić misses 2-pt hook shot from 3 ft,,4,23
56,1,5:06.0,,Defensive rebound by A. Bogut,4,23
57,1,4:51.0,,D. Green makes 2-pt layup from 1 ft,4,25
58,1,4:38.0,G. Harris misses 2-pt jump shot from 15 ft,,4,25
59,1,4:38.0,,Defensive rebound by A. Bogut,4,25
60,1,4:29.0,,K. Thompson misses 3-pt jump shot from 24 ft,4,25
61,1,4:29.0,Defensive rebound by W. Barton,,4,25
62,1,4:14.0,J. Nurkić misses 2-pt jump shot from 3 ft (block by D. Green),,4,25
63,1,4:13.0,Offensive rebound by D. Gallinari,,4,25
64,1,4:13.0,D. Gallinari makes 2-pt layup from 2 ft,,6,25
65,1,4:13.0,Shooting foul by A. Bogut (drawn by D. Gallinari),,6,25
66,1,4:13.0,,Golden State full timeout,6,25
67,1,4:13.0,,S. Livingston enters the game for A. Iguodala,6,25
68,1,4:13.0,D. Gallinari misses free throw 1 of 1,,6,25
69,1,4:10.0,,Defensive rebound by K. Thompson,6,25
70,1,4:01.0,,Personal foul by G. Harris (drawn by D. Green),6,25
71,1,3:58.0,,Turnover by S. Curry (bad pass),6,25
72,1,3:40.0,Shooting foul by S. Livingston (drawn by J. Nurkić),,6,25
73,1,3:40.0,J. Nurkić makes free throw 1 of 2,,7,25
74,1,3:40.0,,I. Clark enters the game for S. Curry,7,25
75,1,3:40.0,,M. Speights enters the game for A. Bogut,7,25
76,1,3:40.0,J. Nurkić misses free throw 2 of 2,,7,25
77,1,3:39.0,,Defensive rebound by D. Green,7,25
78,1,3:26.0,,S. Livingston makes 2-pt layup at rim (assist by D. Green),7,27
79,1,3:18.0,Shooting foul by M. Speights (drawn by J. Nurkić),,7,27
80,1,3:18.0,J. Nurkić makes free throw 1 of 2,,8,27
81,1,3:18.0,M. Miller enters the game for D. Gallinari,,8,27
82,1,3:18.0,J. Nurkić makes free throw 2 of 2,,9,27
83,1,3:08.0,,Shooting foul by M. Miller (drawn by D. Green),9,27
84,1,3:08.0,,D. Green makes free throw 1 of 2,9,28
85,1,3:08.0,,D. Green makes free throw 2 of 2,9,29
86,1,2:45.0,J. Nurkić misses 2-pt jump shot from 4 ft,,9,29
87,1,2:44.0,,Defensive rebound by M. Speights,9,29
88,1,2:37.0,,M. Speights makes 2-pt jump shot from 18 ft (assist by S. Livingston),9,31
89,1,2:23.0,W. Barton makes 2-pt layup from 2 ft,,11,31
90,1,2:09.0,,M. Speights misses 2-pt jump shot from 16 ft,11,31
91,1,2:08.0,Defensive rebound by W. Barton,,11,31
92,1,2:00.0,J. Nurkić misses 2-pt hook shot from 5 ft,,11,31
93,1,1:59.0,,Defensive rebound by D. Green,11,31
94,1,1:50.0,,Personal foul by M. Miller (drawn by S. Livingston),11,31
95,1,1:50.0,D. Arthur enters the game for J. Nurkić,,11,31
96,1,1:50.0,J. Nelson enters the game for G. Harris,,11,31
97,1,1:41.0,,Shooting foul by D. Arthur (drawn by M. Speights),11,31
98,1,1:41.0,,M. Speights misses free throw 1 of 2,11,31
99,1,1:41.0,,Offensive rebound by Team,11,31
100,1,1:41.0,,M. Speights makes free throw 2 of 2,11,32
101,1,1:25.0,D. Arthur misses 2-pt jump shot from 20 ft,,11,32
102,1,1:24.0,Offensive rebound by M. Miller,,11,32
103,1,1:19.0,J. Nelson misses 3-pt jump shot from 25 ft,,11,32
104,1,1:17.0,,Defensive rebound by K. Thompson,11,32
105,1,1:09.0,,S. Livingston makes 2-pt jump shot from 13 ft,11,34
106,1,0:51.0,W. Barton misses 3-pt jump shot from 24 ft,,11,34
107,1,0:51.0,Offensive rebound by J. Nelson,,11,34
108,1,0:43.0,M. Miller misses 3-pt jump shot from 25 ft,,11,34
109,1,0:42.0,Offensive rebound by W. Barton,,11,34
110,1,0:40.0,W. Barton misses 2-pt jump shot from 16 ft,,11,34
111,1,0:37.0,Offensive rebound by D. Arthur,,11,34
112,1,0:36.0,W. Barton misses 3-pt jump shot from 26 ft,,11,34
113,1,0:34.0,,Defensive rebound by K. Thompson,11,34
114,1,0:22.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),11,37
115,1,0:03.0,J. Nelson makes 2-pt layup at rim,,13,37
116,1,0:01.0,,K. Thompson misses 3-pt jump shot from 47 ft,13,37
117,1,0:00.0,,Offensive rebound by Team,13,37
118,2,11:50.0,M. Miller misses 3-pt jump shot from 24 ft,,13,37
119,2,11:49.0,Offensive rebound by M. Miller,,13,37
120,2,11:39.0,D. Arthur makes 2-pt jump shot from 8 ft,,15,37
121,2,11:39.0,Shooting foul by J. Thompson (drawn by D. Arthur),,15,37
122,2,11:39.0,D. Arthur misses free throw 1 of 1,,15,37
123,2,11:36.0,,Defensive rebound by A. Iguodala,15,37
124,2,11:20.0,,M. Speights misses 2-pt jump shot from 1 ft,15,37
125,2,11:20.0,,Offensive rebound by M. Speights,15,37
126,2,11:20.0,,M. Speights misses 2-pt layup from 1 ft,15,37
127,2,11:20.0,,Offensive rebound by Team,15,37
128,2,11:07.0,,J. Thompson misses 2-pt jump shot from 12 ft,15,37
129,2,11:07.0,Defensive rebound by W. Barton,,15,37
130,2,10:54.0,D. Arthur makes 2-pt hook shot from 5 ft (assist by R. Foye),,17,37
131,2,10:43.0,,Turnover by S. Livingston (bad pass; steal by W. Barton),17,37
132,2,10:37.0,W. Barton makes 2-pt jump shot from 3 ft,,19,37
133,2,10:09.0,,A. Iguodala makes 2-pt jump shot from 16 ft,19,39
134,2,9:58.0,J. Nelson makes 3-pt jump shot from 25 ft,,22,39
135,2,9:46.0,,Turnover by M. Speights (3 sec),22,39
136,2,9:26.0,D. Arthur misses 2-pt jump shot from 3 ft (block by S. Livingston),,22,39
137,2,9:25.0,Offensive rebound by D. Arthur,,22,39
138,2,9:24.0,D. Arthur misses 2-pt jump shot from 3 ft,,22,39
139,2,9:22.0,,Defensive rebound by M. Speights,22,39
140,2,9:16.0,,Shooting foul by J. Nelson (drawn by S. Livingston),22,39
141,2,9:16.0,,S. Livingston makes free throw 1 of 2,22,40
142,2,9:16.0,,S. Livingston makes free throw 2 of 2,22,41
143,2,8:55.0,R. Foye misses 2-pt jump shot from 3 ft,,22,41
144,2,8:55.0,,Defensive rebound by J. Thompson,22,41
145,2,8:43.0,,I. Clark makes 2-pt layup from 2 ft,22,43
146,2,8:33.0,J. Nelson makes 3-pt jump shot from 25 ft (assist by M. Miller),,25,43
147,2,8:19.0,,Shooting foul by M. Miller (drawn by J. Thompson),25,43
148,2,8:19.0,Official timeout,,25,43
149,2,8:19.0,,S. Curry enters the game for M. Speights,25,43
150,2,8:19.0,,J. Thompson misses free throw 1 of 2,25,43
151,2,8:19.0,,Offensive rebound by Team,25,43
152,2,8:19.0,,J. Thompson makes free throw 2 of 2,25,44
153,2,8:05.0,J. Nelson misses 3-pt jump shot from 24 ft,,25,44
154,2,8:03.0,Offensive rebound by D. Arthur,,25,44
155,2,8:00.0,R. Foye misses 3-pt jump shot from 26 ft,,25,44
156,2,7:59.0,,Defensive rebound by J. Thompson,25,44
157,2,7:45.0,,Personal foul by J. Nelson (drawn by S. Curry),25,44
158,2,7:45.0,,K. Thompson enters the game for S. Livingston,25,44
159,2,7:45.0,G. Harris enters the game for R. Foye,,25,44
160,2,7:45.0,D. Gallinari enters the game for M. Miller,,25,44
161,2,7:33.0,,K. Thompson misses 2-pt jump shot from 21 ft,25,44
162,2,7:33.0,Defensive rebound by Team,,25,44
163,2,7:14.0,D. Arthur makes 2-pt jump shot from 13 ft (assist by W. Barton),,27,44
164,2,6:53.0,,J. Thompson makes 2-pt dunk at rim (assist by S. Curry),27,46
165,2,6:36.0,G. Harris makes 2-pt jump shot from 8 ft (assist by J. Nelson),,29,46
166,2,6:25.0,,Turnover by S. Curry (bad pass; steal by G. Harris),29,46
167,2,6:25.0,K. Faried enters the game for D. Arthur,,29,46
168,2,6:25.0,,D. Green enters the game for J. Thompson,29,46
169,2,6:04.0,W. Barton misses 2-pt jump shot from 10 ft,,29,46
170,2,6:03.0,Offensive rebound by J. Nelson,,29,46
171,2,5:53.0,G. Harris misses 3-pt jump shot from 23 ft,,29,46
172,2,5:52.0,Offensive rebound by K. Faried,,29,46
173,2,5:40.0,D. Gallinari makes 2-pt jump shot from 15 ft (assist by W. Barton),,31,46
174,2,5:25.0,,Shooting foul by D. Gallinari (drawn by K. Thompson),31,46
175,2,5:25.0,,Golden State full timeout,31,46
176,2,5:25.0,,A. Bogut enters the game for I. Clark,31,46
177,2,5:25.0,,K. Thompson makes free throw 1 of 2,31,47
178,2,5:25.0,,K. Thompson misses free throw 2 of 2,31,47
179,2,5:24.0,Defensive rebound by W. Barton,,31,47
180,2,5:10.0,K. Faried makes 2-pt hook shot from 2 ft,,33,47
181,2,4:48.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Green),33,50
182,2,4:34.0,Turnover by J. Nelson (bad pass; steal by D. Green),,33,50
183,2,4:25.0,,S. Curry misses 3-pt jump shot from 25 ft,33,50
184,2,4:24.0,,Offensive rebound by D. Green,33,50
185,2,4:22.0,,Turnover by A. Bogut (back court),33,50
186,2,4:04.0,D. Gallinari makes 2-pt jump shot from 17 ft (assist by J. Nelson),,35,50
187,2,3:43.0,,A. Iguodala makes 2-pt dunk at rim,35,52
188,2,3:43.0,Denver full timeout,,35,52
189,2,3:43.0,,S. Livingston enters the game for A. Iguodala,35,52
190,2,3:28.0,D. Gallinari makes 2-pt dunk at rim (assist by G. Harris),,37,52
191,2,3:07.0,,S. Curry misses 3-pt jump shot from 25 ft,37,52
192,2,3:06.0,,Offensive rebound by Team,37,52
193,2,3:06.0,Loose ball foul by D. Gallinari (drawn by D. Green),,37,52
194,2,3:06.0,,D. Green misses free throw 1 of 2,37,52
195,2,3:06.0,,Offensive rebound by Team,37,52
196,2,3:06.0,,J. Thompson enters the game for A. Bogut,37,52
197,2,3:06.0,,D. Green misses free throw 2 of 2,37,52
198,2,3:04.0,Defensive rebound by W. Barton,,37,52
199,2,2:53.0,J. Nelson makes 2-pt layup at rim,,39,52
200,2,2:35.0,,S. Livingston makes 2-pt layup from 1 ft (assist by J. Thompson),39,54
201,2,2:16.0,Shooting foul by S. Livingston (drawn by D. Gallinari),,39,54
202,2,2:16.0,D. Gallinari makes free throw 1 of 2,,40,54
203,2,2:16.0,,I. Clark enters the game for S. Curry,40,54
204,2,2:16.0,D. Gallinari makes free throw 2 of 2,,41,54
205,2,2:01.0,,D. Green makes 3-pt jump shot from 25 ft (assist by I. Clark),41,57
206,2,1:48.0,Shooting foul by S. Livingston (drawn by W. Barton),,41,57
207,2,1:48.0,W. Barton misses free throw 1 of 2,,41,57
208,2,1:48.0,Offensive rebound by Team,,41,57
209,2,1:48.0,,A. Iguodala enters the game for S. Livingston,41,57
210,2,1:48.0,W. Barton misses free throw 2 of 2,,41,57
211,2,1:47.0,,Defensive rebound by D. Green,41,57
212,2,1:29.0,,K. Thompson misses 2-pt jump shot from 19 ft,41,57
213,2,1:27.0,Defensive rebound by Team,,41,57
214,2,1:13.0,J. Nelson makes 2-pt jump shot from 20 ft,,43,57
215,2,0:56.0,,K. Thompson makes 2-pt jump shot from 22 ft (assist by J. Thompson),43,59
216,2,0:44.0,J. Nelson misses 3-pt jump shot from 24 ft,,43,59
217,2,0:43.0,,Defensive rebound by Team,43,59
218,2,0:43.0,Loose ball foul by K. Faried (drawn by J. Thompson),,43,59
219,2,0:43.0,,J. Thompson misses free throw 1 of 2,43,59
220,2,0:43.0,,Offensive rebound by Team,43,59
221,2,0:43.0,,J. Thompson makes free throw 2 of 2,43,60
222,2,0:33.0,Shooting foul by I. Clark (drawn by J. Nelson),,43,60
223,2,0:33.0,J. Nelson makes free throw 1 of 2,,44,60
224,2,0:33.0,N. Jokić enters the game for D. Gallinari,,44,60
225,2,0:33.0,J. Nelson makes free throw 2 of 2,,45,60
226,2,0:33.0,,Personal foul by N. Jokić (drawn by J. Thompson),45,60
227,2,0:33.0,,J. Thompson misses free throw 1 of 2,45,60
228,2,0:33.0,,Offensive rebound by Team,45,60
229,2,0:33.0,D. Gallinari enters the game for N. Jokić,,45,60
230,2,0:33.0,,J. Thompson makes free throw 2 of 2,45,61
231,2,0:19.0,K. Faried misses 2-pt layup from 2 ft,,45,61
232,2,0:19.0,,Defensive rebound by K. Thompson,45,61
233,2,0:16.0,,Personal foul by K. Faried (drawn by J. Thompson),45,61
234,2,0:16.0,,J. Thompson makes free throw 1 of 2,45,62
235,2,0:16.0,,J. Thompson makes free throw 2 of 2,45,63
236,2,0:01.0,W. Barton makes 2-pt jump shot from 17 ft (assist by J. Nelson),,47,63
237,2,0:00.0,,Technical foul by D. Green,47,63
238,3,12:00.0,W. Barton makes technical free throw,,48,63
239,3,11:46.0,Shooting foul by A. Iguodala (drawn by W. Barton),,48,63
240,3,11:46.0,W. Barton makes free throw 1 of 2,,49,63
241,3,11:46.0,W. Barton misses free throw 2 of 2,,49,63
242,3,11:45.0,,Defensive rebound by D. Green,49,63
243,3,11:39.0,,Personal foul by W. Barton (drawn by A. Iguodala),49,63
244,3,11:25.0,,D. Green makes 2-pt layup from 2 ft (assist by A. Iguodala),49,65
245,3,11:08.0,W. Barton misses 2-pt jump shot from 9 ft,,49,65
246,3,11:07.0,,Defensive rebound by D. Green,49,65
247,3,10:49.0,,I. Clark makes 3-pt jump shot from 25 ft (assist by A. Iguodala),49,68
248,3,10:34.0,G. Harris makes 2-pt layup from 1 ft (assist by K. Faried),,51,68
249,3,10:21.0,,K. Thompson makes 2-pt jump shot from 15 ft (assist by A. Bogut),51,70
250,3,10:10.0,Personal foul by A. Bogut (drawn by D. Gallinari),,51,70
251,3,10:00.0,Turnover by J. Nelson (bad pass; steal by K. Thompson),,51,70
252,3,9:47.0,,K. Thompson makes 2-pt jump shot from 13 ft (assist by D. Green),51,72
253,3,9:46.0,Denver full timeout,,51,72
254,3,9:34.0,J. Nelson misses 3-pt jump shot from 25 ft,,51,72
255,3,9:33.0,Offensive rebound by K. Faried,,51,72
256,3,9:33.0,K. Faried makes 2-pt dunk at rim,,53,72
257,3,9:09.0,,I. Clark makes 2-pt jump shot from 8 ft,53,74
258,3,8:56.0,G. Harris misses 3-pt jump shot from 24 ft,,53,74
259,3,8:55.0,,Defensive rebound by I. Clark,53,74
260,3,8:41.0,,Shooting foul by J. Nelson (drawn by D. Green),53,74
261,3,8:41.0,,D. Green makes free throw 1 of 2,53,75
262,3,8:41.0,,D. Green makes free throw 2 of 2,53,76
263,3,8:25.0,Turnover by W. Barton (bad pass; steal by D. Green),,53,76
264,3,8:19.0,,Turnover by D. Green (bad pass),53,76
265,3,8:06.0,G. Harris misses 2-pt layup from 2 ft,,53,76
266,3,8:04.0,Offensive rebound by K. Faried,,53,76
267,3,8:04.0,K. Faried misses 2-pt layup from 1 ft,,53,76
268,3,7:59.0,Offensive rebound by K. Faried,,53,76
269,3,7:59.0,K. Faried misses 2-pt layup from 1 ft (block by A. Bogut),,53,76
270,3,7:57.0,,Defensive rebound by D. Green,53,76
271,3,7:39.0,,Turnover by I. Clark (lost ball; steal by D. Gallinari),53,76
272,3,7:29.0,D. Gallinari makes 2-pt dunk at rim (assist by K. Faried),,55,76
273,3,7:29.0,Shooting foul by A. Bogut (drawn by D. Gallinari),,55,76
274,3,7:29.0,D. Gallinari makes free throw 1 of 1,,56,76
275,3,7:21.0,,Turnover by I. Clark (bad pass; steal by D. Gallinari),56,76
276,3,7:16.0,J. Nelson makes 2-pt layup at rim (assist by D. Gallinari),,58,76
277,3,6:59.0,,K. Thompson misses 2-pt jump shot from 12 ft,58,76
278,3,6:56.0,,Offensive rebound by A. Bogut,58,76
279,3,6:56.0,,A. Bogut misses 2-pt layup from 2 ft,58,76
280,3,6:55.0,,Offensive rebound by A. Bogut,58,76
281,3,6:55.0,,A. Bogut misses 2-pt layup from 2 ft,58,76
282,3,6:53.0,Defensive rebound by J. Nelson,,58,76
283,3,6:50.0,W. Barton misses 3-pt jump shot from 26 ft,,58,76
284,3,6:48.0,Offensive rebound by K. Faried,,58,76
285,3,6:48.0,K. Faried misses 2-pt layup from 2 ft,,58,76
286,3,6:46.0,Offensive rebound by J. Nelson,,58,76
287,3,6:34.0,D. Gallinari misses 3-pt jump shot from 25 ft,,58,76
288,3,6:34.0,,Defensive rebound by D. Green,58,76
289,3,6:19.0,,D. Green misses 3-pt jump shot from 25 ft,58,76
290,3,6:18.0,Defensive rebound by K. Faried,,58,76
291,3,6:07.0,K. Faried makes 2-pt layup from 1 ft (assist by W. Barton),,60,76
292,3,6:06.0,,Golden State full timeout,60,76
293,3,5:44.0,,A. Iguodala misses 3-pt jump shot from 24 ft,60,76
294,3,5:43.0,Defensive rebound by D. Gallinari,,60,76
295,3,5:19.0,D. Gallinari misses 2-pt jump shot from 10 ft,,60,76
296,3,5:18.0,,Defensive rebound by A. Bogut,60,76
297,3,5:07.0,,A. Bogut makes 2-pt dunk at rim (assist by K. Thompson),60,78
298,3,4:44.0,J. Nelson misses 2-pt jump shot from 17 ft,,60,78
299,3,4:43.0,,Defensive rebound by D. Green,60,78
300,3,4:33.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by D. Green),60,80
301,3,4:01.0,J. Nelson makes 2-pt layup from 1 ft (assist by K. Faried),,62,80
302,3,3:52.0,,K. Thompson misses 2-pt jump shot from 18 ft,62,80
303,3,3:49.0,Defensive rebound by G. Harris,,62,80
304,3,3:42.0,G. Harris misses 2-pt jump shot from 11 ft,,62,80
305,3,3:42.0,Offensive rebound by Team,,62,80
306,3,3:42.0,,Loose ball foul by A. Bogut (drawn by K. Faried),62,80
307,3,3:42.0,,S. Livingston enters the game for A. Iguodala,62,80
308,3,3:42.0,,M. Speights enters the game for A. Bogut,62,80
309,3,3:35.0,D. Gallinari misses 3-pt jump shot from 23 ft,,62,80
310,3,3:33.0,,Defensive rebound by M. Speights,62,80
311,3,3:10.0,,I. Clark makes 2-pt layup from 2 ft,62,82
312,3,2:58.0,Shooting foul by S. Livingston (drawn by W. Barton),,62,82
313,3,2:58.0,W. Barton makes free throw 1 of 2,,63,82
314,3,2:58.0,D. Arthur enters the game for K. Faried,,63,82
315,3,2:58.0,R. Foye enters the game for J. Nelson,,63,82
316,3,2:58.0,W. Barton makes free throw 2 of 2,,64,82
317,3,2:40.0,,Turnover by M. Speights (bad pass; steal by G. Harris),64,82
318,3,2:34.0,G. Harris makes 2-pt layup from 2 ft,,66,82
319,3,2:20.0,,K. Thompson misses 2-pt layup from 2 ft,66,82
320,3,2:20.0,,Offensive rebound by M. Speights,66,82
321,3,2:20.0,,M. Speights makes 2-pt layup from 1 ft,66,84
322,3,2:20.0,,Shooting foul by D. Arthur (drawn by M. Speights),66,84
323,3,2:20.0,,M. Speights makes free throw 1 of 1,66,85
324,3,2:04.0,G. Harris makes 2-pt layup at rim (assist by R. Foye),,68,85
325,3,1:45.0,,M. Speights misses 2-pt jump shot from 12 ft,68,85
326,3,1:42.0,Defensive rebound by W. Barton,,68,85
327,3,1:34.0,D. Gallinari makes 2-pt layup from 2 ft (assist by W. Barton),,70,85
328,3,1:23.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),70,88
329,3,1:01.0,D. Gallinari makes 3-pt jump shot from 24 ft (assist by W. Barton),,73,88
330,3,0:48.0,,Personal foul by D. Arthur (drawn by M. Speights),73,88
331,3,0:48.0,,J. Thompson enters the game for D. Green,73,88
332,3,0:48.0,J. Nelson enters the game for G. Harris,,73,88
333,3,0:44.0,,M. Speights misses 2-pt jump shot from 19 ft,73,88
334,3,0:43.0,Defensive rebound by J. Nelson,,73,88
335,3,0:32.0,W. Barton misses 3-pt jump shot from 26 ft,,73,88
336,3,0:32.0,Offensive rebound by D. Gallinari,,73,88
337,3,0:32.0,D. Gallinari makes 2-pt layup at rim,,75,88
338,3,0:10.0,,I. Clark makes 2-pt jump shot from 9 ft,75,90
339,3,0:03.0,J. Nelson makes 2-pt jump shot from 20 ft,,77,90
340,3,0:01.0,,M. Speights misses 3-pt jump shot from 76 ft,77,90
341,3,0:00.0,,Offensive rebound by Team,77,90
342,4,11:41.0,,I. Clark misses 3-pt jump shot from 24 ft,77,90
343,4,11:38.0,,Offensive rebound by M. Speights,77,90
344,4,11:28.0,,A. Iguodala misses 2-pt jump shot from 19 ft,77,90
345,4,11:27.0,Defensive rebound by J. Nelson,,77,90
346,4,11:15.0,M. Miller misses 2-pt jump shot from 3 ft,,77,90
347,4,11:15.0,Offensive rebound by R. Foye,,77,90
348,4,11:06.0,W. Barton makes 3-pt jump shot from 25 ft (assist by R. Foye),,80,90
349,4,11:06.0,Violation by Team (delay of game),,80,90
350,4,10:42.0,,S. Livingston misses 2-pt jump shot from 13 ft,80,90
351,4,10:41.0,Defensive rebound by M. Miller,,80,90
352,4,10:36.0,W. Barton misses 3-pt jump shot from 25 ft,,80,90
353,4,10:34.0,,Defensive rebound by J. Thompson,80,90
354,4,10:25.0,,J. Thompson makes 2-pt dunk at rim (assist by S. Livingston),80,92
355,4,10:04.0,Personal foul by J. Thompson (drawn by M. Miller),,80,92
356,4,9:58.0,D. Arthur makes 2-pt jump shot from 13 ft (assist by J. Nelson),,82,92
357,4,9:34.0,,J. Thompson misses 2-pt jump shot from 7 ft,82,92
358,4,9:34.0,Defensive rebound by W. Barton,,82,92
359,4,9:22.0,D. Arthur makes 2-pt jump shot from 10 ft (assist by W. Barton),,84,92
360,4,9:13.0,,Golden State full timeout,84,92
361,4,9:13.0,,K. Thompson enters the game for I. Clark,84,92
362,4,9:13.0,,D. Green enters the game for M. Speights,84,92
363,4,9:13.0,,A. Bogut enters the game for J. Thompson,84,92
364,4,8:57.0,,S. Livingston misses 2-pt jump shot from 6 ft,84,92
365,4,8:56.0,,Offensive rebound by D. Green,84,92
366,4,8:56.0,,D. Green misses 2-pt layup at rim,84,92
367,4,8:55.0,,Offensive rebound by D. Green,84,92
368,4,8:55.0,,D. Green misses 2-pt layup at rim,84,92
369,4,8:53.0,,Offensive rebound by D. Green,84,92
370,4,8:52.0,,Personal foul by M. Miller (drawn by D. Green),84,92
371,4,8:45.0,,K. Thompson misses 2-pt jump shot from 17 ft,84,92
372,4,8:44.0,Defensive rebound by J. Nelson,,84,92
373,4,8:35.0,Turnover by W. Barton (bad pass; steal by D. Green),,84,92
374,4,8:22.0,Violation by D. Arthur (def goaltending),,84,92
375,4,8:22.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Livingston),84,94
376,4,7:57.0,J. Nelson misses 3-pt jump shot from 24 ft,,84,94
377,4,7:57.0,,Defensive rebound by A. Iguodala,84,94
378,4,7:43.0,,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),84,96
379,4,7:43.0,Denver full timeout,,84,96
380,4,7:43.0,D. Gallinari enters the game for M. Miller,,84,96
381,4,7:24.0,R. Foye makes 2-pt layup from 1 ft (assist by D. Gallinari),,86,96
382,4,7:08.0,,K. Thompson misses 2-pt jump shot from 21 ft,86,96
383,4,7:07.0,Defensive rebound by W. Barton,,86,96
384,4,6:49.0,Personal foul by A. Bogut (drawn by D. Gallinari),,86,96
385,4,6:40.0,D. Arthur makes 2-pt jump shot from 6 ft (assist by W. Barton),,88,96
386,4,6:23.0,,K. Thompson misses 3-pt jump shot from 25 ft,88,96
387,4,6:22.0,Defensive rebound by W. Barton,,88,96
388,4,6:10.0,W. Barton makes 2-pt jump shot from 15 ft,,90,96
389,4,5:52.0,,Turnover by D. Green (bad pass; steal by R. Foye),90,96
390,4,5:44.0,Turnover by W. Barton (lost ball; steal by A. Iguodala),,90,96
