,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PHILADELPHIA_ACTION,CLEVELAND_SCORE,PHILADELPHIA_SCORE
0,1,11:42.0,,J. Grant misses 2-pt layup from 2 ft,0,0
1,1,11:40.0,Defensive rebound by K. Love,,0,0
2,1,11:25.0,K. Irving makes 2-pt jump shot from 5 ft (assist by L. James),,2,0
3,1,11:15.0,,Turnover by I. Smith (lost ball),2,0
4,1,11:02.0,L. James makes 3-pt jump shot from 25 ft,,5,0
5,1,11:00.0,,Philadelphia full timeout,5,0
6,1,10:48.0,,N. Noel makes 2-pt dunk at rim (assist by I. Smith),5,2
7,1,10:26.0,K. Love makes 2-pt jump shot from 8 ft (assist by L. James),,7,2
8,1,10:17.0,,N. Noel makes 2-pt layup from 2 ft (assist by I. Smith),7,4
9,1,10:01.0,K. Love misses 3-pt jump shot from 25 ft,,7,4
10,1,10:00.0,,Defensive rebound by N. Stauskas,7,4
11,1,9:51.0,,J. Okafor misses 2-pt jump shot from 14 ft,7,4
12,1,9:50.0,Defensive rebound by K. Love,,7,4
13,1,9:43.0,Shooting foul by J. Okafor (drawn by T. Thompson),,7,4
14,1,9:43.0,T. Thompson makes free throw 1 of 2,,8,4
15,1,9:43.0,T. Thompson misses free throw 2 of 2,,8,4
16,1,9:42.0,,Defensive rebound by N. Noel,8,4
17,1,9:31.0,,Def 3 sec tech foul by T. Thompson,8,4
18,1,9:31.0,,I. Smith makes technical free throw,8,5
19,1,9:22.0,,N. Stauskas misses 3-pt jump shot from 25 ft,8,5
20,1,9:21.0,Defensive rebound by L. James,,8,5
21,1,9:15.0,L. James misses 2-pt jump shot from 20 ft,,8,5
22,1,9:12.0,,Defensive rebound by J. Grant,8,5
23,1,8:58.0,,I. Smith makes 2-pt jump shot from 10 ft,8,7
24,1,8:40.0,J. Smith makes 2-pt layup at rim (assist by L. James),,10,7
25,1,8:28.0,,J. Okafor misses 2-pt layup from 2 ft (block by K. Irving),10,7
26,1,8:26.0,,Offensive rebound by N. Noel,10,7
27,1,8:22.0,,I. Smith makes 2-pt jump shot from 9 ft (assist by N. Noel),10,9
28,1,8:14.0,K. Irving misses 3-pt jump shot from 26 ft,,10,9
29,1,8:13.0,,Defensive rebound by J. Grant,10,9
30,1,8:04.0,,Turnover by I. Smith (bad pass),10,9
31,1,7:50.0,J. Smith misses 3-pt jump shot from 25 ft,,10,9
32,1,7:49.0,,Defensive rebound by J. Okafor,10,9
33,1,7:36.0,,J. Okafor makes 2-pt jump shot from 7 ft (assist by I. Smith),10,11
34,1,7:21.0,K. Irving misses 2-pt jump shot from 17 ft,,10,11
35,1,7:20.0,,Defensive rebound by N. Noel,10,11
36,1,7:06.0,,N. Noel misses 2-pt jump shot from 16 ft,10,11
37,1,7:05.0,Defensive rebound by K. Love,,10,11
38,1,6:49.0,,Offensive charge foul by K. Love (drawn by J. Grant),10,11
39,1,6:49.0,Turnover by K. Love (offensive foul),,10,11
40,1,6:31.0,,J. Grant makes 2-pt layup at rim (assist by N. Noel),10,13
41,1,6:17.0,Personal foul by J. Grant (drawn by K. Love),,10,13
42,1,6:17.0,,C. Landry enters the game for N. Noel,10,13
43,1,6:17.0,,H. Thompson enters the game for N. Stauskas,10,13
44,1,6:13.0,Def 3 sec tech foul by J. Okafor,,10,13
45,1,6:13.0,K. Irving makes technical free throw,,11,13
46,1,6:03.0,Personal foul by J. Okafor (drawn by T. Thompson),,11,13
47,1,6:03.0,,N. Noel enters the game for J. Okafor,11,13
48,1,5:52.0,J. Smith makes 3-pt jump shot from 24 ft (assist by L. James),,14,13
49,1,5:39.0,,Turnover by J. Grant (bad pass; steal by L. James),14,13
50,1,5:32.0,Personal foul by C. Landry (drawn by K. Love),,14,13
51,1,5:32.0,M. Dellavedova enters the game for K. Irving,,14,13
52,1,5:32.0,,J. Sampson enters the game for J. Grant,14,13
53,1,5:16.0,L. James makes 2-pt dunk at rim (assist by M. Dellavedova),,16,13
54,1,4:50.0,,I. Smith makes 2-pt jump shot from 18 ft,16,15
55,1,4:39.0,J. Smith misses 2-pt jump shot from 18 ft,,16,15
56,1,4:37.0,,Defensive rebound by Team,16,15
57,1,4:37.0,,T. McConnell enters the game for I. Smith,16,15
58,1,4:19.0,,J. Sampson misses 3-pt jump shot from 24 ft,16,15
59,1,4:18.0,Defensive rebound by K. Love,,16,15
60,1,4:16.0,Shooting foul by H. Thompson (drawn by L. James),,16,15
61,1,4:16.0,L. James misses free throw 1 of 2,,16,15
62,1,4:16.0,Offensive rebound by Team,,16,15
63,1,4:16.0,T. Mozgov enters the game for T. Thompson,,16,15
64,1,4:16.0,L. James makes free throw 2 of 2,,17,15
65,1,4:01.0,,H. Thompson makes 2-pt jump shot from 5 ft,17,17
66,1,3:52.0,Personal foul by C. Landry (drawn by K. Love),,17,17
67,1,3:52.0,K. Love misses free throw 1 of 2,,17,17
68,1,3:52.0,Offensive rebound by Team,,17,17
69,1,3:52.0,,R. Covington enters the game for C. Landry,17,17
70,1,3:52.0,K. Love makes free throw 2 of 2,,18,17
71,1,3:40.0,,T. McConnell makes 2-pt jump shot from 16 ft (assist by N. Noel),18,19
72,1,3:23.0,K. Love misses 2-pt layup from 1 ft,,18,19
73,1,3:20.0,Offensive rebound by K. Love,,18,19
74,1,3:20.0,K. Love makes 2-pt layup from 1 ft,,20,19
75,1,2:58.0,,H. Thompson misses 3-pt jump shot from 25 ft,20,19
76,1,2:53.0,Defensive rebound by K. Love,,20,19
77,1,2:47.0,T. Mozgov misses 2-pt jump shot from 4 ft (block by H. Thompson),,20,19
78,1,2:44.0,,Defensive rebound by J. Sampson,20,19
79,1,2:43.0,,Turnover by J. Sampson (traveling),20,19
80,1,2:43.0,Cleveland full timeout,,20,19
81,1,2:43.0,I. Shumpert enters the game for L. James,,20,19
82,1,2:23.0,I. Shumpert misses 2-pt jump shot from 10 ft (block by N. Noel),,20,19
83,1,2:21.0,,Defensive rebound by T. McConnell,20,19
84,1,2:20.0,,Personal foul by M. Dellavedova (drawn by T. McConnell),20,19
