,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,WASHINGTON_ACTION,OKLAHOMA CITY_SCORE,WASHINGTON_SCORE
223,2,1:35.0,,J. Wall misses 2-pt jump shot from 18 ft,60,49
224,2,1:34.0,Defensive rebound by R. Westbrook,,60,49
225,2,1:20.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,63,49
226,2,1:12.0,,Turnover by O. Porter (lost ball; steal by R. Westbrook),63,49
227,2,1:12.0,Personal foul by O. Porter (drawn by R. Westbrook),,63,49
228,2,1:12.0,R. Westbrook misses free throw 1 of 2,,63,49
229,2,1:12.0,Offensive rebound by Team,,63,49
230,2,1:12.0,R. Westbrook makes free throw 2 of 2,,64,49
231,2,1:00.0,,K. Humphries misses 3-pt jump shot from 26 ft,64,49
232,2,0:59.0,Defensive rebound by R. Westbrook,,64,49
233,2,0:54.0,Shooting foul by K. Humphries (drawn by K. Durant),,64,49
234,2,0:54.0,K. Durant makes free throw 1 of 2,,65,49
235,2,0:54.0,K. Durant makes free throw 2 of 2,,66,49
236,2,0:34.0,,Shooting block foul by E. Freedom (drawn by O. Porter),66,49
237,2,0:34.0,,O. Porter misses free throw 1 of 2,66,49
238,2,0:34.0,,Offensive rebound by Team,66,49
239,2,0:34.0,,G. Temple enters the game for J. Wall,66,49
240,2,0:34.0,,O. Porter makes free throw 2 of 2,66,50
241,2,0:27.0,R. Westbrook makes 2-pt jump shot from 12 ft,,68,50
242,2,0:20.0,,Washington full timeout,68,50
243,2,0:20.0,M. McGary enters the game for S. Ibaka,,68,50
244,2,0:20.0,,J. Wall enters the game for G. Temple,68,50
245,2,0:20.0,,G. Neal enters the game for K. Humphries,68,50
246,2,0:04.0,,O. Porter misses 3-pt jump shot from 26 ft,68,50
247,2,0:03.0,Defensive rebound by K. Durant,,68,50
248,2,0:00.0,R. Westbrook misses 3-pt jump shot from 31 ft,,68,50
249,2,0:00.0,Offensive rebound by Team,,68,50
250,3,11:35.0,,M. Gortat misses 2-pt jump shot from 4 ft,68,50
251,3,11:34.0,Defensive rebound by R. Westbrook,,68,50
252,3,11:30.0,R. Westbrook misses 2-pt layup from 1 ft,,68,50
253,3,11:27.0,,Defensive rebound by O. Porter,68,50
254,3,11:22.0,,G. Neal misses 3-pt jump shot from 25 ft,68,50
255,3,11:21.0,Defensive rebound by S. Ibaka,,68,50
256,3,11:09.0,Shooting foul by D. Gooden (drawn by S. Ibaka),,68,50
257,3,11:09.0,S. Ibaka misses free throw 1 of 2,,68,50
258,3,11:09.0,Offensive rebound by Team,,68,50
259,3,11:09.0,S. Ibaka makes free throw 2 of 2,,69,50
260,3,10:55.0,,O. Porter misses 2-pt jump shot from 19 ft,69,50
261,3,10:54.0,Defensive rebound by S. Adams,,69,50
262,3,10:46.0,K. Singler makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,72,50
263,3,10:25.0,,J. Wall misses 2-pt jump shot from 17 ft,72,50
264,3,10:24.0,Defensive rebound by A. Roberson,,72,50
265,3,10:14.0,S. Ibaka misses 2-pt jump shot from 17 ft,,72,50
266,3,10:13.0,Offensive rebound by Team,,72,50
267,3,10:10.0,A. Roberson misses 3-pt jump shot from 27 ft,,72,50
268,3,10:08.0,,Defensive rebound by O. Porter,72,50
269,3,9:48.0,,Personal foul by K. Singler (drawn by G. Neal),72,50
270,3,9:36.0,,Shooting foul by K. Singler (drawn by M. Gortat),72,50
271,3,9:36.0,,M. Gortat makes free throw 1 of 2,72,51
272,3,9:36.0,,M. Gortat makes free throw 2 of 2,72,52
273,3,9:18.0,R. Westbrook makes 3-pt jump shot from 27 ft,,75,52
274,3,9:04.0,,G. Neal misses 2-pt jump shot from 3 ft,75,52
275,3,9:03.0,Defensive rebound by K. Singler,,75,52
276,3,8:58.0,A. Roberson makes 2-pt layup at rim (assist by R. Westbrook),,77,52
277,3,8:58.0,,Washington full timeout,77,52
278,3,8:42.0,,Shooting foul by A. Roberson (drawn by O. Porter),77,52
279,3,8:42.0,,O. Porter makes free throw 1 of 2,77,53
280,3,8:42.0,,O. Porter makes free throw 2 of 2,77,54
281,3,8:31.0,S. Ibaka makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,80,54
282,3,8:18.0,,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),80,56
283,3,8:01.0,S. Ibaka misses 2-pt jump shot from 14 ft,,80,56
284,3,8:00.0,Offensive rebound by S. Adams,,80,56
285,3,7:59.0,Personal foul by M. Gortat (drawn by S. Adams),,80,56
286,3,7:49.0,R. Westbrook makes 2-pt layup from 1 ft,,82,56
287,3,7:41.0,,Personal foul by A. Roberson (drawn by M. Gortat),82,56
288,3,7:27.0,,Turnover by M. Gortat (bad pass),82,56
289,3,7:16.0,Turnover by R. Westbrook (lost ball; steal by O. Porter),,82,56
290,3,7:10.0,,Shooting foul by K. Singler (drawn by G. Neal),82,56
291,3,7:10.0,,G. Neal makes free throw 1 of 2,82,57
292,3,7:10.0,,G. Neal makes free throw 2 of 2,82,58
293,3,6:46.0,R. Westbrook misses 2-pt jump shot from 20 ft,,82,58
294,3,6:45.0,Offensive rebound by S. Ibaka,,82,58
295,3,6:44.0,S. Ibaka makes 2-pt layup from 1 ft,,84,58
296,3,6:32.0,,G. Neal misses 3-pt jump shot from 25 ft,84,58
297,3,6:31.0,Defensive rebound by R. Westbrook,,84,58
298,3,6:21.0,A. Roberson misses 3-pt jump shot from 25 ft,,84,58
299,3,6:20.0,,Defensive rebound by J. Wall,84,58
300,3,6:10.0,,D. Gooden misses 3-pt jump shot from 26 ft,84,58
301,3,6:08.0,Defensive rebound by R. Westbrook,,84,58
302,3,6:05.0,A. Roberson misses 2-pt layup at rim,,84,58
303,3,6:03.0,,Defensive rebound by G. Neal,84,58
304,3,5:57.0,,G. Neal makes 2-pt layup from 1 ft,84,60
305,3,5:41.0,S. Ibaka misses 2-pt jump shot from 14 ft,,84,60
306,3,5:40.0,,Defensive rebound by D. Gooden,84,60
307,3,5:37.0,,Personal foul by S. Ibaka (drawn by M. Gortat),84,60
308,3,5:37.0,Oklahoma City full timeout,,84,60
309,3,5:37.0,,R. Sessions enters the game for J. Wall,84,60
310,3,5:37.0,,K. Oubre enters the game for D. Gooden,84,60
311,3,5:37.0,E. Freedom enters the game for S. Adams,,84,60
312,3,5:37.0,,M. Gortat misses free throw 1 of 2,84,60
313,3,5:37.0,,Offensive rebound by Team,84,60
314,3,5:37.0,,M. Gortat makes free throw 2 of 2,84,61
315,3,5:20.0,Turnover by R. Westbrook (bad pass; steal by G. Neal),,84,61
316,3,5:16.0,,G. Neal misses 2-pt jump shot from 16 ft,84,61
317,3,5:14.0,Defensive rebound by E. Freedom,,84,61
318,3,4:56.0,R. Westbrook misses 2-pt jump shot from 15 ft,,84,61
319,3,4:55.0,,Defensive rebound by R. Sessions,84,61
320,3,4:50.0,,R. Sessions makes 2-pt layup from 1 ft,84,63
321,3,4:31.0,S. Ibaka makes 2-pt jump shot from 9 ft (assist by R. Westbrook),,86,63
322,3,4:12.0,,M. Gortat makes 2-pt jump shot from 9 ft (assist by R. Sessions),86,65
323,3,3:54.0,E. Freedom misses 2-pt jump shot from 11 ft,,86,65
324,3,3:53.0,,Defensive rebound by K. Oubre,86,65
325,3,3:40.0,,M. Gortat misses 2-pt jump shot from 10 ft,86,65
326,3,3:39.0,Defensive rebound by S. Ibaka,,86,65
327,3,3:39.0,Personal foul by K. Oubre (drawn by S. Ibaka),,86,65
328,3,3:39.0,D. Waiters enters the game for S. Ibaka,,86,65
329,3,3:39.0,A. Morrow enters the game for K. Singler,,86,65
330,3,3:39.0,,G. Temple enters the game for M. Gortat,86,65
331,3,3:39.0,,D. Blair enters the game for G. Neal,86,65
332,3,3:27.0,Turnover by R. Westbrook (lost ball; steal by R. Sessions),,86,65
333,3,3:22.0,,K. Oubre makes 2-pt dunk at rim (assist by R. Sessions),86,67
334,3,3:04.0,Turnover by R. Westbrook (bad pass),,86,67
335,3,2:54.0,,Turnover by D. Blair (bad pass; steal by A. Roberson),86,67
336,3,2:51.0,R. Westbrook makes 2-pt dunk at rim (assist by A. Roberson),,88,67
337,3,2:36.0,,K. Oubre misses 3-pt jump shot from 25 ft,88,67
338,3,2:35.0,Defensive rebound by E. Freedom,,88,67
339,3,2:21.0,R. Westbrook makes 3-pt jump shot from 28 ft,,91,67
340,3,2:11.0,,R. Sessions makes 2-pt hook shot from 3 ft,91,69
341,3,1:48.0,E. Freedom makes 2-pt jump shot from 11 ft (assist by R. Westbrook),,93,69
342,3,1:36.0,,O. Porter misses 2-pt jump shot from 9 ft,93,69
343,3,1:35.0,,Offensive rebound by D. Blair,93,69
344,3,1:34.0,,D. Blair misses 2-pt layup from 1 ft,93,69
345,3,1:34.0,Defensive rebound by Team,,93,69
346,3,1:34.0,,Loose ball foul by G. Temple (drawn by E. Freedom),93,69
347,3,1:34.0,D. Augustin enters the game for R. Westbrook,,93,69
348,3,1:34.0,,K. Humphries enters the game for O. Porter,93,69
349,3,1:18.0,A. Morrow misses 3-pt jump shot from 26 ft,,93,69
350,3,1:17.0,,Defensive rebound by D. Blair,93,69
351,3,1:02.0,,D. Blair misses 2-pt jump shot from 3 ft,93,69
352,3,1:01.0,Defensive rebound by D. Augustin,,93,69
353,3,0:52.0,D. Waiters makes 2-pt jump shot from 14 ft,,95,69
354,3,0:45.0,,R. Sessions makes 2-pt layup from 1 ft,95,71
355,3,0:22.0,D. Waiters misses 3-pt jump shot from 23 ft,,95,71
356,3,0:21.0,,Defensive rebound by K. Humphries,95,71
357,3,0:15.0,,K. Oubre misses 3-pt jump shot from 27 ft,95,71
358,3,0:13.0,Defensive rebound by D. Waiters,,95,71
359,3,0:02.0,Personal foul by K. Oubre (drawn by D. Waiters),,95,71
360,3,0:02.0,D. Waiters makes free throw 1 of 2,,96,71
361,3,0:02.0,D. Waiters makes free throw 2 of 2,,97,71
362,4,11:45.0,D. Waiters makes 2-pt layup at rim,,99,71
363,4,11:29.0,,K. Oubre misses 2-pt layup from 1 ft,99,71
364,4,11:28.0,,Offensive rebound by K. Humphries,99,71
365,4,11:22.0,,K. Humphries makes 2-pt layup at rim,99,73
366,4,11:12.0,Turnover by D. Waiters (lost ball),,99,73
367,4,11:02.0,,D. Blair makes 2-pt layup from 1 ft (assist by R. Sessions),99,75
368,4,10:52.0,S. Adams makes 2-pt dunk at rim (assist by D. Augustin),,101,75
369,4,10:34.0,,G. Temple misses 3-pt jump shot from 28 ft,101,75
370,4,10:33.0,Defensive rebound by D. Augustin,,101,75
371,4,10:17.0,D. Waiters makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,104,75
372,4,10:05.0,,G. Temple makes 2-pt layup from 1 ft (assist by K. Humphries),104,77
373,4,10:05.0,,Shooting foul by A. Morrow (drawn by G. Temple),104,77
374,4,10:05.0,,G. Temple makes free throw 1 of 1,104,78
375,4,9:43.0,A. Morrow misses 2-pt jump shot from 22 ft,,104,78
376,4,9:42.0,,Defensive rebound by G. Temple,104,78
377,4,9:30.0,,K. Oubre makes 2-pt jump shot from 12 ft (assist by K. Humphries),104,80
378,4,9:13.0,A. Morrow misses 2-pt layup from 2 ft (block by K. Humphries),,104,80
379,4,9:11.0,,Defensive rebound by R. Sessions,104,80
380,4,9:11.0,,Turnover by R. Sessions (lost ball),104,80
381,4,9:11.0,,J. Dudley enters the game for K. Humphries,104,80
382,4,8:55.0,Turnover by S. Ibaka (lost ball),,104,80
383,4,8:55.0,Official timeout,,104,80
384,4,8:43.0,,Personal foul by A. Morrow (drawn by K. Oubre),104,80
385,4,8:32.0,,R. Sessions makes 3-pt jump shot from 23 ft (assist by G. Temple),104,83
386,4,8:11.0,Shooting foul by D. Blair (drawn by D. Waiters),,104,83
387,4,8:11.0,D. Waiters makes free throw 1 of 2,,105,83
388,4,8:11.0,D. Waiters makes free throw 2 of 2,,106,83
