,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,HOUSTON_ACTION,WASHINGTON_SCORE,HOUSTON_SCORE
419,4,3:46.0,,Turnover by C. Capela (bad pass; steal by G. Temple),110,113
420,4,3:42.0,G. Temple misses 2-pt layup from 1 ft,,110,113
421,4,3:40.0,,Defensive rebound by C. Capela,110,113
422,4,3:35.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),110,116
423,4,3:20.0,B. Beal misses 3-pt jump shot from 24 ft,,110,116
424,4,3:20.0,Offensive rebound by Team,,110,116
425,4,3:20.0,,Loose ball foul by C. Capela (drawn by M. Gortat),110,116
426,4,3:20.0,M. Gortat makes free throw 1 of 2,,111,116
427,4,3:20.0,M. Gortat makes free throw 2 of 2,,112,116
428,4,3:06.0,,Personal foul by G. Temple (drawn by J. Harden),112,116
429,4,3:04.0,,Personal take foul by B. Beal (drawn by C. Capela),112,116
430,4,3:04.0,,C. Capela misses free throw 1 of 2,112,116
431,4,3:04.0,,Offensive rebound by Team,112,116
432,4,3:04.0,,C. Capela misses free throw 2 of 2,112,116
433,4,3:04.0,Defensive rebound by B. Beal,,112,116
434,4,2:45.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,114,116
435,4,2:41.0,,Personal take foul by B. Beal (drawn by C. Capela),114,116
436,4,2:41.0,,C. Capela makes free throw 1 of 2,114,117
437,4,2:41.0,,C. Capela misses free throw 2 of 2,114,117
438,4,2:40.0,Defensive rebound by B. Beal,,114,117
439,4,2:27.0,J. Wall makes 3-pt jump shot from 25 ft,,117,117
440,4,2:22.0,,Houston full timeout,117,117
441,4,2:02.0,,T. Ariza misses 3-pt jump shot from 24 ft,117,117
442,4,1:59.0,Defensive rebound by J. Dudley,,117,117
443,4,1:58.0,Personal foul by P. Beverley (drawn by J. Dudley),,117,117
444,4,1:58.0,J. Dudley makes free throw 1 of 2,,118,117
445,4,1:58.0,R. Sessions enters the game for M. Gortat,,118,117
446,4,1:58.0,,C. Brewer enters the game for C. Capela,118,117
447,4,1:58.0,,C. Capela enters the game for C. Brewer,118,117
448,4,1:58.0,,J. Terry enters the game for C. Capela,118,117
449,4,1:58.0,J. Dudley makes free throw 2 of 2,,119,117
450,4,1:47.0,,J. Harden misses 2-pt layup from 1 ft (block by J. Wall),119,117
451,4,1:46.0,,Offensive rebound by J. Terry,119,117
452,4,1:32.0,,J. Terry misses 3-pt jump shot from 22 ft,119,117
453,4,1:31.0,Defensive rebound by G. Temple,,119,117
454,4,1:22.0,R. Sessions misses 2-pt layup from 4 ft,,119,117
455,4,1:21.0,,Defensive rebound by T. Ariza,119,117
456,4,1:13.0,,J. Terry misses 3-pt jump shot from 24 ft,119,117
457,4,1:13.0,Defensive rebound by J. Wall,,119,117
458,4,1:13.0,Personal foul by T. Lawson (drawn by J. Wall),,119,117
459,4,1:13.0,J. Wall makes free throw 1 of 2,,120,117
460,4,1:13.0,J. Wall makes free throw 2 of 2,,121,117
461,4,1:00.0,,Shooting block foul by J. Dudley (drawn by J. Harden),121,117
462,4,1:00.0,,J. Harden makes free throw 1 of 2,121,118
463,4,1:00.0,,J. Harden makes free throw 2 of 2,121,119
464,4,0:39.0,J. Wall misses 2-pt layup from 3 ft,,121,119
465,4,0:38.0,Offensive rebound by Team,,121,119
466,4,0:37.0,J. Dudley makes 2-pt layup from 1 ft (assist by G. Temple),,123,119
467,4,0:32.0,,J. Harden makes 2-pt layup from 4 ft,123,121
468,4,0:32.0,,Shooting foul by G. Temple (drawn by J. Harden),123,121
469,4,0:32.0,G. Neal enters the game for G. Temple,,123,121
470,4,0:32.0,,J. Harden makes free throw 1 of 1,123,122
471,4,0:10.0,J. Wall misses 2-pt layup from 2 ft,,123,122
472,4,0:09.0,,Defensive rebound by T. Ariza,123,122
473,4,0:09.0,,Houston full timeout,123,122
474,4,0:09.0,O. Porter enters the game for G. Neal,,123,122
475,4,0:09.0,,J. Smith enters the game for T. Lawson,123,122
476,4,0:05.0,,J. Harden misses 2-pt layup from 1 ft,123,122
477,4,0:04.0,,Offensive rebound by J. Smith,123,122
478,4,0:03.0,,J. Smith misses 2-pt layup from 4 ft,123,122
479,4,0:02.0,Defensive rebound by J. Wall,,123,122
480,4,0:00.0,J. Wall misses 3-pt jump shot from 73 ft,,123,122
481,4,0:00.0,Offensive rebound by Team,,123,122
