,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DETROIT_ACTION,CHICAGO_SCORE,DETROIT_SCORE
0,1,11:43.0,,M. Morris misses 2-pt jump shot from 13 ft,0,0
1,1,11:42.0,Defensive rebound by P. Gasol,,0,0
2,1,11:24.0,P. Gasol makes 2-pt jump shot from 17 ft,,2,0
3,1,11:09.0,,A. Drummond misses 2-pt hook shot from 7 ft,2,0
4,1,11:08.0,Defensive rebound by J. Butler,,2,0
5,1,10:56.0,T. Snell misses 3-pt jump shot from 24 ft,,2,0
6,1,10:56.0,,Defensive rebound by A. Drummond,2,0
7,1,10:43.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by K. Caldwell-Pope),2,3
8,1,10:37.0,D. Rose misses 2-pt jump shot from 3 ft (block by A. Drummond),,2,3
9,1,10:37.0,Offensive rebound by Team,,2,3
10,1,10:29.0,P. Gasol misses 3-pt jump shot from 23 ft,,2,3
11,1,10:29.0,,Defensive rebound by M. Morris,2,3
12,1,10:18.0,,Personal foul by T. Snell (drawn by A. Drummond),2,3
13,1,10:09.0,,R. Jackson misses 2-pt layup from 1 ft,2,3
14,1,10:07.0,,Offensive rebound by A. Drummond,2,3
15,1,10:06.0,,A. Drummond misses 2-pt layup from 1 ft,2,3
16,1,10:05.0,,Offensive rebound by A. Drummond,2,3
17,1,10:04.0,,A. Drummond misses 2-pt layup from 1 ft,2,3
18,1,10:01.0,,Offensive rebound by A. Drummond,2,3
19,1,10:01.0,,A. Drummond makes 2-pt layup at rim,2,5
20,1,9:46.0,J. Butler misses 2-pt jump shot from 15 ft,,2,5
21,1,9:46.0,Offensive rebound by P. Gasol,,2,5
22,1,9:40.0,P. Gasol makes 2-pt layup at rim,,4,5
23,1,9:22.0,,K. Caldwell-Pope makes 2-pt jump shot from 7 ft,4,7
24,1,9:20.0,Turnover by P. Gasol (bad pass; steal by A. Drummond),,4,7
25,1,9:13.0,,A. Drummond misses 2-pt jump shot from 9 ft,4,7
26,1,9:11.0,,Offensive rebound by R. Jackson,4,7
27,1,9:06.0,,R. Jackson makes 2-pt layup from 1 ft,4,9
28,1,9:00.0,,Violation by E. İlyasova (def goaltending),4,9
29,1,9:00.0,N. Mirotić makes 2-pt layup at rim (assist by P. Gasol),,6,9
30,1,8:41.0,,Shooting foul by T. Snell (drawn by M. Morris),6,9
31,1,8:41.0,,M. Morris makes free throw 1 of 2,6,10
