,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,OKLAHOMA CITY_ACTION,MINNESOTA_SCORE,OKLAHOMA CITY_SCORE
0,1,11:45.0,,Turnover by R. Westbrook (lost ball),0,0
1,1,11:33.0,A. Wiggins misses 2-pt jump shot from 15 ft,,0,0
2,1,11:32.0,,Defensive rebound by R. Westbrook,0,0
3,1,11:14.0,,R. Westbrook misses 2-pt jump shot from 6 ft,0,0
4,1,11:13.0,Defensive rebound by T. Prince,,0,0
5,1,11:00.0,Personal foul by S. Adams (drawn by T. Prince),,0,0
6,1,10:45.0,K. Garnett misses 2-pt jump shot from 19 ft,,0,0
7,1,10:44.0,,Defensive rebound by S. Ibaka,0,0
8,1,10:32.0,,K. Durant misses 2-pt jump shot from 18 ft,0,0
9,1,10:31.0,Defensive rebound by K. Towns,,0,0
10,1,10:19.0,K. Towns misses 3-pt jump shot from 24 ft,,0,0
11,1,10:18.0,,Defensive rebound by R. Westbrook,0,0
12,1,10:10.0,,R. Westbrook misses 2-pt jump shot from 6 ft,0,0
13,1,10:09.0,Defensive rebound by R. Rubio,,0,0
14,1,9:57.0,R. Rubio misses 2-pt jump shot from 18 ft,,0,0
15,1,9:56.0,Offensive rebound by K. Towns,,0,0
16,1,9:53.0,K. Towns misses 2-pt jump shot from 17 ft,,0,0
17,1,9:53.0,,Defensive rebound by K. Durant,0,0
18,1,9:34.0,,A. Roberson makes 2-pt hook shot from 3 ft (assist by S. Ibaka),0,2
19,1,9:18.0,A. Wiggins misses 2-pt jump shot from 4 ft,,0,2
20,1,9:18.0,,Defensive rebound by K. Durant,0,2
21,1,9:06.0,,S. Ibaka makes 2-pt jump shot from 20 ft (assist by K. Durant),0,4
22,1,8:44.0,K. Garnett misses 2-pt jump shot from 17 ft,,0,4
23,1,8:43.0,,Defensive rebound by R. Westbrook,0,4
24,1,8:28.0,,S. Adams makes 2-pt hook shot from 5 ft (assist by R. Westbrook),0,6
25,1,8:22.0,Minnesota full timeout,,0,6
26,1,8:11.0,A. Wiggins misses 2-pt jump shot from 18 ft,,0,6
27,1,8:10.0,,Defensive rebound by K. Durant,0,6
28,1,8:04.0,,K. Durant misses 3-pt jump shot from 24 ft,0,6
29,1,8:04.0,,Offensive rebound by A. Roberson,0,6
30,1,8:02.0,,A. Roberson makes 2-pt layup at rim,0,8
31,1,7:41.0,K. Towns misses 2-pt hook shot from 7 ft,,0,8
32,1,7:40.0,Offensive rebound by K. Towns,,0,8
33,1,7:39.0,K. Towns misses 2-pt hook shot from 1 ft,,0,8
34,1,7:38.0,Offensive rebound by K. Towns,,0,8
35,1,7:38.0,K. Towns makes 2-pt layup from 1 ft,,2,8
36,1,7:38.0,Shooting foul by S. Adams (drawn by K. Towns),,2,8
37,1,7:38.0,,E. Freedom enters the game for S. Adams,2,8
38,1,7:38.0,K. Towns makes free throw 1 of 1,,3,8
39,1,7:23.0,,S. Ibaka misses 2-pt jump shot from 14 ft,3,8
40,1,7:22.0,Defensive rebound by R. Rubio,,3,8
41,1,7:12.0,K. Garnett misses 2-pt jump shot from 3 ft,,3,8
42,1,7:11.0,,Defensive rebound by A. Roberson,3,8
43,1,7:00.0,G. Dieng enters the game for K. Garnett,,3,8
44,1,6:57.0,,K. Durant makes 2-pt dunk at rim (assist by R. Westbrook),3,10
45,1,6:33.0,A. Wiggins misses 2-pt jump shot from 2 ft,,3,10
46,1,6:31.0,Offensive rebound by A. Wiggins,,3,10
47,1,6:31.0,A. Wiggins makes 2-pt layup from 1 ft,,5,10
48,1,6:17.0,,E. Freedom makes 2-pt layup at rim (assist by R. Westbrook),5,12
49,1,6:00.0,A. Wiggins misses 2-pt jump shot from 17 ft,,5,12
50,1,5:59.0,,Defensive rebound by R. Westbrook,5,12
51,1,5:44.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by K. Durant),5,14
52,1,5:24.0,T. Prince makes 2-pt jump shot from 21 ft (assist by A. Wiggins),,7,14
53,1,5:08.0,,E. Freedom misses 2-pt jump shot from 6 ft,7,14
54,1,5:07.0,Defensive rebound by T. Prince,,7,14
55,1,4:59.0,K. Towns misses 3-pt jump shot from 24 ft,,7,14
56,1,4:59.0,,Defensive rebound by K. Durant,7,14
57,1,4:55.0,,Personal foul by R. Rubio (drawn by K. Durant),7,14
58,1,4:55.0,N. Peković enters the game for K. Towns,,7,14
59,1,4:50.0,,R. Westbrook makes 2-pt jump shot from 14 ft (assist by K. Durant),7,16
60,1,4:24.0,Turnover by Team (shot clock),,7,16
61,1,4:24.0,,D. Waiters enters the game for A. Roberson,7,16
62,1,4:10.0,,D. Waiters makes 2-pt layup from 1 ft (assist by S. Ibaka),7,18
63,1,4:04.0,Minnesota full timeout,,7,18
64,1,4:04.0,,N. Collison enters the game for S. Ibaka,7,18
65,1,3:54.0,N. Peković makes 2-pt hook shot from 5 ft,,9,18
66,1,3:28.0,,R. Westbrook misses 2-pt jump shot from 16 ft,9,18
67,1,3:28.0,,Offensive rebound by R. Westbrook,9,18
68,1,3:20.0,,D. Waiters makes 3-pt jump shot from 25 ft (assist by R. Westbrook),9,21
69,1,3:01.0,T. Prince makes 2-pt jump shot from 21 ft (assist by G. Dieng),,11,21
70,1,2:47.0,,Oklahoma City full timeout,11,21
71,1,2:47.0,,C. Payne enters the game for R. Westbrook,11,21
72,1,2:47.0,S. Muhammad enters the game for T. Prince,,11,21
73,1,2:47.0,Z. LaVine enters the game for R. Rubio,,11,21
74,1,2:35.0,,C. Payne makes 2-pt jump shot from 15 ft,11,23
75,1,2:14.0,N. Peković makes 2-pt hook shot from 6 ft,,13,23
76,1,1:53.0,,K. Durant makes 2-pt jump shot from 14 ft,13,25
