,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,OKLAHOMA CITY_ACTION,PHILADELPHIA_SCORE,OKLAHOMA CITY_SCORE
44,1,5:05.0,,Offensive charge foul by J. Grant (drawn by R. Westbrook),10,14
45,1,5:05.0,Turnover by J. Grant (offensive foul),,10,14
46,1,5:05.0,C. Wood enters the game for N. Noel,,10,14
47,1,5:05.0,J. Sampson enters the game for J. Grant,,10,14
48,1,4:51.0,,S. Adams misses 2-pt hook shot from 4 ft,10,14
49,1,4:51.0,Defensive rebound by C. Wood,,10,14
50,1,4:41.0,J. Okafor misses 2-pt hook shot from 4 ft,,10,14
51,1,4:40.0,,Defensive rebound by S. Ibaka,10,14
52,1,4:35.0,,Turnover by R. Westbrook (bad pass; steal by N. Stauskas),10,14
53,1,4:11.0,T. McConnell makes 2-pt jump shot from 18 ft,,12,14
54,1,3:51.0,,A. Morrow makes 2-pt jump shot from 13 ft (assist by A. Roberson),12,16
55,1,3:39.0,Personal block foul by S. Adams (drawn by J. Okafor),,12,16
56,1,3:39.0,I. Canaan enters the game for T. McConnell,,12,16
57,1,3:39.0,,K. Singler enters the game for A. Roberson,12,16
58,1,3:39.0,,E. Freedom enters the game for S. Adams,12,16
59,1,3:39.0,,D. Waiters enters the game for A. Morrow,12,16
60,1,3:27.0,N. Stauskas misses 3-pt jump shot from 24 ft,,12,16
61,1,3:26.0,Offensive rebound by C. Wood,,12,16
62,1,3:21.0,N. Stauskas makes 3-pt jump shot from 24 ft (assist by I. Canaan),,15,16
63,1,3:04.0,,S. Ibaka misses 2-pt jump shot from 18 ft,15,16
64,1,3:03.0,,Offensive rebound by Team,15,16
65,1,3:03.0,N. Noel enters the game for J. Okafor,,15,16
66,1,3:03.0,H. Thompson enters the game for N. Stauskas,,15,16
67,1,3:03.0,,Oklahoma City full timeout,15,16
68,1,3:00.0,,Turnover by K. Singler (bad pass; steal by N. Noel),15,16
69,1,2:50.0,C. Wood misses 2-pt jump shot from 9 ft,,15,16
70,1,2:50.0,Offensive rebound by C. Wood,,15,16
71,1,2:47.0,C. Wood makes 2-pt layup from 2 ft,,17,16
72,1,2:33.0,,R. Westbrook misses 3-pt jump shot from 24 ft,17,16
73,1,2:33.0,Defensive rebound by Team,,17,16
74,1,2:32.0,,Loose ball foul by E. Freedom (drawn by N. Noel),17,16
75,1,2:32.0,,D. Augustin enters the game for R. Westbrook,17,16
76,1,2:32.0,,N. Collison enters the game for S. Ibaka,17,16
77,1,2:10.0,C. Wood makes 2-pt jump shot from 10 ft (assist by H. Thompson),,19,16
78,1,1:50.0,,E. Freedom makes 2-pt layup from 1 ft,19,18
79,1,1:35.0,Shooting foul by N. Collison (drawn by C. Wood),,19,18
80,1,1:35.0,C. Wood makes free throw 1 of 2,,20,18
81,1,1:35.0,C. Wood makes free throw 2 of 2,,21,18
82,1,1:18.0,,D. Waiters misses 2-pt jump shot from 18 ft,21,18
83,1,1:18.0,Defensive rebound by C. Wood,,21,18
84,1,1:09.0,H. Thompson makes 3-pt jump shot from 24 ft (assist by N. Noel),,24,18
85,1,0:52.0,,E. Freedom misses 2-pt jump shot from 3 ft (block by C. Wood),24,18
86,1,0:51.0,Defensive rebound by N. Noel,,24,18
87,1,0:40.0,Turnover by N. Noel (traveling),,24,18
88,1,0:29.0,,D. Waiters misses 2-pt jump shot from 15 ft,24,18
89,1,0:28.0,,Offensive rebound by E. Freedom,24,18
90,1,0:23.0,,Turnover by E. Freedom (lost ball; steal by I. Canaan),24,18
91,1,0:01.0,H. Thompson misses 2-pt jump shot from 19 ft,,24,18
92,1,0:00.0,,Defensive rebound by N. Collison,24,18
93,2,11:45.0,N. Noel misses 2-pt layup from 1 ft,,24,18
94,2,11:45.0,,Defensive rebound by K. Singler,24,18
95,2,11:30.0,,D. Augustin makes 3-pt jump shot from 24 ft (assist by D. Waiters),24,21
96,2,11:12.0,J. Sampson makes 2-pt jump shot from 6 ft (assist by J. Okafor),,26,21
97,2,10:55.0,,N. Collison makes 2-pt jump shot from 16 ft (assist by D. Waiters),26,23
98,2,10:46.0,Offensive foul by J. Okafor (drawn by N. Collison),,26,23
99,2,10:46.0,Turnover by J. Okafor (offensive foul),,26,23
100,2,10:46.0,N. Stauskas enters the game for J. Sampson,,26,23
101,2,10:46.0,J. Grant enters the game for N. Noel,,26,23
102,2,10:46.0,T. McConnell enters the game for I. Canaan,,26,23
103,2,10:35.0,,E. Freedom misses 2-pt jump shot from 5 ft (block by J. Okafor),26,23
104,2,10:34.0,Defensive rebound by J. Okafor,,26,23
105,2,10:20.0,J. Okafor misses 2-pt jump shot from 5 ft,,26,23
106,2,10:19.0,,Defensive rebound by N. Collison,26,23
107,2,10:17.0,,Shooting foul by H. Thompson (drawn by D. Waiters),26,23
108,2,10:17.0,,D. Waiters makes free throw 1 of 2,26,24
109,2,10:17.0,,D. Waiters makes free throw 2 of 2,26,25
110,2,10:02.0,J. Grant misses 2-pt layup from 1 ft,,26,25
111,2,10:01.0,,Defensive rebound by Team,26,25
112,2,9:41.0,,D. Waiters misses 2-pt layup from 2 ft (block by J. Grant),26,25
113,2,9:40.0,Defensive rebound by T. McConnell,,26,25
114,2,9:33.0,J. Grant misses 2-pt dunk at rim (block by K. Singler),,26,25
115,2,9:32.0,,Defensive rebound by E. Freedom,26,25
116,2,9:26.0,,E. Freedom makes 2-pt dunk at rim,26,27
117,2,9:12.0,J. Grant makes 2-pt dunk at rim (assist by N. Stauskas),,28,27
118,2,8:56.0,,D. Augustin misses 2-pt layup from 2 ft,28,27
119,2,8:56.0,Defensive rebound by J. Okafor,,28,27
120,2,8:50.0,,Offensive charge foul by H. Thompson (drawn by N. Collison),28,27
121,2,8:50.0,Turnover by H. Thompson (offensive foul),,28,27
122,2,8:50.0,Official timeout,,28,27
123,2,8:33.0,,Turnover by N. Collison (bad pass; steal by H. Thompson),28,27
124,2,8:25.0,J. Okafor makes 2-pt layup from 1 ft (assist by T. McConnell),,30,27
125,2,8:14.0,,Shooting foul by J. Grant (drawn by D. Waiters),30,27
126,2,8:14.0,,D. Waiters makes free throw 1 of 2,30,28
127,2,8:14.0,,D. Waiters makes free throw 2 of 2,30,29
128,2,7:55.0,H. Thompson misses 3-pt jump shot from 24 ft,,30,29
129,2,7:55.0,,Defensive rebound by N. Collison,30,29
130,2,7:44.0,,D. Waiters makes 2-pt jump shot from 13 ft (assist by N. Collison),30,31
131,2,7:25.0,J. Okafor misses 2-pt jump shot from 4 ft (block by N. Collison),,30,31
132,2,7:25.0,Offensive rebound by J. Grant,,30,31
133,2,7:25.0,Shooting foul by N. Collison (drawn by J. Grant),,30,31
134,2,7:25.0,J. Grant makes free throw 1 of 2,,31,31
135,2,7:25.0,N. Noel enters the game for H. Thompson,,31,31
136,2,7:25.0,J. Grant makes free throw 2 of 2,,32,31
137,2,7:02.0,,D. Waiters misses 2-pt jump shot from 18 ft,32,31
138,2,7:01.0,,Offensive rebound by E. Freedom,32,31
139,2,6:56.0,,E. Freedom misses 2-pt jump shot from 4 ft,32,31
140,2,6:50.0,,Offensive rebound by N. Collison,32,31
141,2,6:50.0,,N. Collison makes 2-pt jump shot from 1 ft,32,33
142,2,6:47.0,J. Okafor misses 2-pt layup from 3 ft,,32,33
143,2,6:44.0,Offensive rebound by N. Stauskas,,32,33
144,2,6:29.0,J. Okafor misses 2-pt jump shot from 10 ft,,32,33
145,2,6:29.0,,Defensive rebound by E. Freedom,32,33
146,2,6:15.0,,K. Singler misses 3-pt jump shot from 22 ft,32,33
147,2,6:15.0,Defensive rebound by N. Noel,,32,33
148,2,6:00.0,N. Stauskas misses 2-pt layup from 1 ft,,32,33
149,2,5:59.0,,Defensive rebound by K. Singler,32,33
150,2,5:39.0,,D. Augustin misses 2-pt jump shot from 9 ft,32,33
151,2,5:38.0,,Offensive rebound by E. Freedom,32,33
152,2,5:38.0,,E. Freedom makes 2-pt jump shot at rim,32,35
153,2,5:35.0,Philadelphia full timeout,,32,35
154,2,5:35.0,,R. Westbrook enters the game for K. Singler,32,35
155,2,5:35.0,,S. Adams enters the game for E. Freedom,32,35
156,2,5:21.0,N. Stauskas misses 3-pt jump shot from 23 ft,,32,35
157,2,5:20.0,,Defensive rebound by Team,32,35
158,2,5:20.0,C. Wood enters the game for J. Okafor,,32,35
159,2,5:00.0,,D. Augustin misses 3-pt jump shot from 23 ft,32,35
160,2,5:00.0,Defensive rebound by Team,,32,35
161,2,5:00.0,,Loose ball foul by S. Adams (drawn by N. Noel),32,35
162,2,4:48.0,Turnover by J. Grant (lost ball),,32,35
163,2,4:37.0,,R. Westbrook makes 2-pt dunk at rim (assist by N. Collison),32,37
164,2,4:26.0,Turnover by T. McConnell (bad pass; steal by R. Westbrook),,32,37
165,2,4:21.0,,R. Westbrook misses 2-pt layup from 1 ft,32,37
166,2,4:20.0,,Offensive rebound by N. Collison,32,37
167,2,4:20.0,,N. Collison makes 2-pt jump shot from 1 ft,32,39
168,2,4:02.0,N. Stauskas makes 3-pt jump shot from 24 ft (assist by T. McConnell),,35,39
169,2,3:47.0,,N. Collison misses 3-pt jump shot from 24 ft,35,39
170,2,3:46.0,,Offensive rebound by S. Adams,35,39
171,2,3:46.0,,S. Adams makes 2-pt jump shot from 1 ft,35,41
172,2,3:18.0,T. McConnell misses 2-pt jump shot from 5 ft (block by S. Adams),,35,41
173,2,3:18.0,Offensive rebound by Team,,35,41
174,2,3:18.0,Turnover by Team (shot clock),,35,41
175,2,3:18.0,I. Canaan enters the game for C. Wood,,35,41
176,2,3:18.0,,A. Roberson enters the game for D. Waiters,35,41
177,2,3:18.0,,A. Morrow enters the game for D. Augustin,35,41
178,2,3:18.0,,S. Ibaka enters the game for N. Collison,35,41
179,2,3:07.0,,Turnover by R. Westbrook (bad pass; steal by N. Noel),35,41
180,2,2:48.0,Shooting foul by S. Ibaka (drawn by N. Noel),,35,41
181,2,2:48.0,,Oklahoma City full timeout,35,41
182,2,2:48.0,,N. Collison enters the game for S. Adams,35,41
183,2,2:48.0,N. Noel makes free throw 1 of 2,,36,41
184,2,2:48.0,N. Noel misses free throw 2 of 2,,36,41
185,2,2:47.0,,Defensive rebound by R. Westbrook,36,41
186,2,2:36.0,,S. Ibaka makes 3-pt jump shot from 22 ft (assist by R. Westbrook),36,44
187,2,2:21.0,Shooting foul by A. Morrow (drawn by N. Stauskas),,36,44
188,2,2:21.0,N. Stauskas makes free throw 1 of 2,,37,44
189,2,2:21.0,N. Stauskas misses free throw 2 of 2,,37,44
190,2,2:20.0,,Defensive rebound by R. Westbrook,37,44
191,2,2:10.0,,Turnover by N. Collison (lost ball; steal by I. Canaan),37,44
192,2,2:05.0,I. Canaan misses 2-pt layup from 1 ft,,37,44
193,2,2:05.0,,Defensive rebound by A. Morrow,37,44
194,2,1:59.0,,S. Ibaka misses 2-pt layup from 1 ft,37,44
195,2,1:58.0,Defensive rebound by N. Noel,,37,44
196,2,1:39.0,N. Noel misses 2-pt jump shot from 17 ft,,37,44
197,2,1:39.0,,Defensive rebound by R. Westbrook,37,44
198,2,1:28.0,,R. Westbrook misses 2-pt jump shot from 12 ft,37,44
199,2,1:27.0,,Offensive rebound by N. Collison,37,44
200,2,1:27.0,,N. Collison misses 2-pt layup from 1 ft,37,44
201,2,1:26.0,Defensive rebound by Team,,37,44
202,2,1:26.0,,Loose ball foul by N. Collison (drawn by N. Noel),37,44
203,2,1:26.0,N. Noel makes free throw 1 of 2,,38,44
204,2,1:26.0,,E. Freedom enters the game for N. Collison,38,44
205,2,1:26.0,J. Okafor enters the game for I. Canaan,,38,44
206,2,1:26.0,J. Sampson enters the game for N. Stauskas,,38,44
207,2,1:26.0,N. Noel makes free throw 2 of 2,,39,44
208,2,1:12.0,,R. Westbrook misses 2-pt layup from 3 ft,39,44
209,2,1:12.0,Defensive rebound by J. Grant,,39,44
210,2,1:01.0,J. Grant makes 2-pt dunk at rim (assist by J. Sampson),,41,44
211,2,0:50.0,,A. Morrow makes 2-pt jump shot from 17 ft (assist by R. Westbrook),41,46
212,2,0:45.0,Philadelphia full timeout,,41,46
213,2,0:45.0,N. Stauskas enters the game for J. Grant,,41,46
214,2,0:45.0,I. Canaan enters the game for J. Sampson,,41,46
215,2,0:38.0,N. Noel misses 2-pt layup from 1 ft (block by S. Ibaka),,41,46
216,2,0:38.0,Offensive rebound by Team,,41,46
217,2,0:30.0,T. McConnell misses 2-pt jump shot from 13 ft,,41,46
218,2,0:29.0,Offensive rebound by J. Okafor,,41,46
219,2,0:29.0,J. Okafor misses 2-pt jump shot from 1 ft,,41,46
220,2,0:28.0,,Defensive rebound by E. Freedom,41,46
221,2,0:22.0,,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),41,48
222,2,0:03.0,Shooting foul by R. Westbrook (drawn by N. Noel),,41,48
223,2,0:03.0,N. Noel makes free throw 1 of 2,,42,48
224,2,0:03.0,J. Grant enters the game for J. Okafor,,42,48
225,2,0:03.0,J. Sampson enters the game for N. Stauskas,,42,48
226,2,0:03.0,C. Wood enters the game for I. Canaan,,42,48
227,2,0:03.0,N. Noel makes free throw 2 of 2,,43,48
228,2,0:00.0,,R. Westbrook misses 3-pt jump shot from 35 ft,43,48
229,2,0:00.0,,Offensive rebound by Team,43,48
230,3,11:48.0,J. Okafor misses 2-pt jump shot from 6 ft (block by S. Adams),,43,48
231,3,11:48.0,Offensive rebound by Team,,43,48
232,3,11:40.0,T. McConnell makes 2-pt layup from 1 ft,,45,48
233,3,11:20.0,,S. Ibaka misses 2-pt jump shot from 19 ft,45,48
234,3,11:19.0,Defensive rebound by N. Noel,,45,48
235,3,10:56.0,J. Okafor misses 2-pt layup at rim (block by S. Ibaka),,45,48
236,3,10:55.0,,Defensive rebound by R. Westbrook,45,48
237,3,10:50.0,,A. Morrow misses 3-pt jump shot from 24 ft,45,48
238,3,10:49.0,,Offensive rebound by Team,45,48
239,3,10:46.0,,Turnover by A. Roberson (lost ball),45,48
240,3,10:34.0,N. Stauskas makes 2-pt layup from 1 ft,,47,48
241,3,10:21.0,,S. Ibaka misses 2-pt jump shot from 18 ft,47,48
242,3,10:21.0,Defensive rebound by N. Noel,,47,48
243,3,10:02.0,J. Grant misses 3-pt jump shot from 23 ft,,47,48
244,3,10:01.0,,Defensive rebound by A. Roberson,47,48
245,3,9:55.0,,R. Westbrook misses 2-pt jump shot from 17 ft,47,48
246,3,9:54.0,Defensive rebound by N. Stauskas,,47,48
247,3,9:44.0,J. Okafor misses 2-pt layup from 2 ft (block by S. Ibaka),,47,48
248,3,9:44.0,,Defensive rebound by Team,47,48
249,3,9:30.0,,A. Roberson misses 3-pt jump shot from 24 ft,47,48
250,3,9:29.0,,Offensive rebound by R. Westbrook,47,48
251,3,9:29.0,,R. Westbrook misses 2-pt layup at rim,47,48
252,3,9:28.0,,Offensive rebound by R. Westbrook,47,48
253,3,9:24.0,,Shooting block foul by J. Grant (drawn by A. Roberson),47,48
254,3,9:24.0,,A. Roberson misses free throw 1 of 2,47,48
255,3,9:24.0,,Offensive rebound by Team,47,48
256,3,9:24.0,,A. Roberson makes free throw 2 of 2,47,49
257,3,9:07.0,J. Okafor misses 2-pt layup from 1 ft (block by S. Ibaka),,47,49
258,3,9:05.0,Offensive rebound by N. Noel,,47,49
259,3,9:05.0,N. Noel misses 2-pt jump shot from 2 ft,,47,49
260,3,9:04.0,,Defensive rebound by A. Roberson,47,49
261,3,8:56.0,,A. Morrow makes 2-pt jump shot from 11 ft,47,51
262,3,8:43.0,J. Okafor misses 2-pt jump shot from 11 ft,,47,51
263,3,8:43.0,,Defensive rebound by R. Westbrook,47,51
264,3,8:31.0,,S. Ibaka misses 2-pt jump shot from 19 ft,47,51
265,3,8:31.0,Defensive rebound by T. McConnell,,47,51
266,3,8:18.0,Turnover by N. Noel (lost ball; steal by A. Morrow),,47,51
267,3,8:14.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),47,53
268,3,8:14.0,Philadelphia full timeout,,47,53
269,3,7:56.0,J. Okafor makes 2-pt layup at rim,,49,53
270,3,7:37.0,,A. Roberson misses 3-pt jump shot from 24 ft,49,53
271,3,7:36.0,Defensive rebound by T. McConnell,,49,53
272,3,7:29.0,Turnover by T. McConnell (lost ball; steal by R. Westbrook),,49,53
273,3,7:28.0,,Personal take foul by T. McConnell (drawn by R. Westbrook),49,53
274,3,7:28.0,C. Wood enters the game for J. Grant,,49,53
275,3,7:28.0,H. Thompson enters the game for N. Noel,,49,53
276,3,7:28.0,J. Sampson enters the game for N. Stauskas,,49,53
277,3,7:22.0,,A. Roberson makes 2-pt dunk at rim (assist by R. Westbrook),49,55
278,3,7:07.0,Shooting foul by S. Adams (drawn by J. Sampson),,49,55
279,3,7:07.0,J. Sampson misses free throw 1 of 2,,49,55
280,3,7:07.0,Offensive rebound by Team,,49,55
281,3,7:07.0,J. Sampson makes free throw 2 of 2,,50,55
282,3,6:48.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by R. Westbrook),50,57
283,3,6:27.0,J. Okafor misses 2-pt jump shot from 6 ft,,50,57
284,3,6:27.0,,Defensive rebound by R. Westbrook,50,57
285,3,6:21.0,,R. Westbrook makes 2-pt layup from 2 ft,50,59
286,3,5:54.0,J. Sampson misses 2-pt dunk from 1 ft,,50,59
287,3,5:53.0,Offensive rebound by C. Wood,,50,59
288,3,5:51.0,C. Wood makes 2-pt dunk at rim,,52,59
289,3,5:37.0,,R. Westbrook misses 2-pt jump shot from 13 ft,52,59
290,3,5:37.0,Defensive rebound by J. Sampson,,52,59
291,3,5:25.0,Turnover by J. Okafor (lost ball; steal by A. Roberson),,52,59
292,3,5:17.0,,S. Adams misses 2-pt hook shot from 3 ft,52,59
293,3,5:16.0,Defensive rebound by C. Wood,,52,59
294,3,5:00.0,J. Okafor misses 2-pt dunk at rim (block by S. Ibaka),,52,59
295,3,4:59.0,Offensive rebound by J. Okafor,,52,59
296,3,4:58.0,J. Okafor misses 2-pt layup at rim,,52,59
297,3,4:57.0,,Defensive rebound by S. Ibaka,52,59
298,3,4:53.0,,Shooting foul by J. Sampson (drawn by R. Westbrook),52,59
299,3,4:53.0,,R. Westbrook makes free throw 1 of 2,52,60
300,3,4:53.0,,E. Freedom enters the game for S. Adams,52,60
301,3,4:53.0,,D. Waiters enters the game for A. Roberson,52,60
302,3,4:53.0,P. Pressey enters the game for J. Okafor,,52,60
303,3,4:53.0,N. Noel enters the game for T. McConnell,,52,60
304,3,4:53.0,J. Grant enters the game for C. Wood,,52,60
305,3,4:53.0,,R. Westbrook misses free throw 2 of 2,52,60
306,3,4:52.0,Defensive rebound by N. Noel,,52,60
307,3,4:31.0,J. Grant misses 2-pt hook shot from 2 ft,,52,60
308,3,4:31.0,Offensive rebound by N. Noel,,52,60
309,3,4:20.0,Shooting foul by A. Morrow (drawn by H. Thompson),,52,60
310,3,4:20.0,H. Thompson makes free throw 1 of 2,,53,60
311,3,4:20.0,I. Canaan enters the game for J. Sampson,,53,60
312,3,4:20.0,H. Thompson makes free throw 2 of 2,,54,60
313,3,4:02.0,,E. Freedom makes 2-pt hook shot from 2 ft (assist by S. Ibaka),54,62
314,3,3:50.0,Shooting foul by D. Waiters (drawn by I. Canaan),,54,62
315,3,3:50.0,I. Canaan makes free throw 1 of 3,,55,62
316,3,3:50.0,I. Canaan misses free throw 2 of 3,,55,62
317,3,3:50.0,Offensive rebound by Team,,55,62
318,3,3:50.0,I. Canaan makes free throw 3 of 3,,56,62
319,3,3:35.0,,S. Ibaka misses 2-pt jump shot from 17 ft,56,62
320,3,3:35.0,Defensive rebound by N. Noel,,56,62
321,3,3:27.0,H. Thompson misses 3-pt jump shot from 23 ft,,56,62
322,3,3:27.0,,Defensive rebound by S. Ibaka,56,62
323,3,3:12.0,,A. Morrow misses 3-pt jump shot from 24 ft,56,62
324,3,3:11.0,Defensive rebound by J. Grant,,56,62
325,3,3:02.0,N. Noel makes 2-pt dunk at rim (assist by I. Canaan),,58,62
326,3,2:47.0,,E. Freedom misses 2-pt layup from 1 ft (block by J. Grant),58,62
327,3,2:45.0,Defensive rebound by I. Canaan,,58,62
328,3,2:32.0,H. Thompson makes 3-pt jump shot from 23 ft (assist by J. Grant),,61,62
329,3,2:32.0,,Oklahoma City full timeout,61,62
330,3,2:32.0,,K. Singler enters the game for A. Morrow,61,62
331,3,2:13.0,,R. Westbrook makes 2-pt jump shot from 9 ft,61,64
332,3,1:59.0,Turnover by P. Pressey (bad pass; steal by R. Westbrook),,61,64
333,3,1:55.0,,R. Westbrook makes 2-pt dunk at rim,61,66
334,3,1:33.0,N. Noel misses 2-pt layup from 1 ft (block by E. Freedom),,61,66
335,3,1:31.0,,Defensive rebound by S. Ibaka,61,66
336,3,1:15.0,,K. Singler misses 2-pt jump shot from 6 ft,61,66
337,3,1:15.0,,Offensive rebound by E. Freedom,61,66
338,3,1:15.0,,E. Freedom makes 2-pt jump shot from 4 ft,61,68
339,3,1:15.0,,Shooting foul by J. Grant (drawn by E. Freedom),61,68
340,3,1:15.0,,N. Collison enters the game for S. Ibaka,61,68
341,3,1:15.0,,E. Freedom makes free throw 1 of 1,61,69
342,3,1:00.0,C. Wood enters the game for J. Grant,,61,69
343,3,0:55.0,I. Canaan misses 2-pt jump shot from 21 ft,,61,69
344,3,0:54.0,,Defensive rebound by E. Freedom,61,69
345,3,0:46.0,,Turnover by R. Westbrook (bad pass; steal by H. Thompson),61,69
346,3,0:40.0,H. Thompson misses 2-pt layup from 1 ft,,61,69
347,3,0:39.0,,Defensive rebound by N. Collison,61,69
348,3,0:35.0,,R. Westbrook makes 2-pt jump shot from 9 ft,61,71
349,3,0:35.0,,Away from play foul by N. Noel (drawn by E. Freedom),61,71
350,3,0:35.0,,E. Freedom misses free throw 1 of 1,61,71
351,3,0:34.0,Defensive rebound by C. Wood,,61,71
352,3,0:24.0,P. Pressey misses 2-pt jump shot from 9 ft,,61,71
353,3,0:22.0,Offensive rebound by C. Wood,,61,71
354,3,0:22.0,C. Wood misses 2-pt jump shot from 1 ft,,61,71
355,3,0:22.0,,Defensive rebound by K. Singler,61,71
356,3,0:04.0,,Turnover by R. Westbrook (bad pass; steal by P. Pressey),61,71
357,3,0:00.0,P. Pressey misses 2-pt layup from 2 ft,,61,71
358,3,0:00.0,Offensive rebound by Team,,61,71
359,4,11:49.0,,K. Singler misses 3-pt jump shot from 23 ft,61,71
360,4,11:48.0,Defensive rebound by J. Sampson,,61,71
361,4,11:33.0,J. Sampson makes 2-pt layup at rim,,63,71
362,4,11:16.0,,K. Singler misses 2-pt jump shot from 3 ft,63,71
363,4,11:15.0,,Offensive rebound by K. Singler,63,71
364,4,11:11.0,,Shooting foul by J. Okafor (drawn by K. Singler),63,71
365,4,11:11.0,,K. Singler makes free throw 1 of 2,63,72
366,4,11:11.0,,K. Singler makes free throw 2 of 2,63,73
367,4,10:50.0,N. Stauskas misses 2-pt layup from 2 ft,,63,73
368,4,10:50.0,,Defensive rebound by D. Waiters,63,73
369,4,10:43.0,Violation by J. Sampson (def goaltending),,63,73
370,4,10:43.0,,D. Waiters makes 2-pt layup from 2 ft,63,75
371,4,10:43.0,,Shooting foul by N. Stauskas (drawn by D. Waiters),63,75
372,4,10:43.0,,D. Waiters makes free throw 1 of 1,63,76
373,4,10:29.0,J. Okafor makes 2-pt jump shot from 5 ft,,65,76
374,4,10:14.0,,N. Collison misses 2-pt layup from 2 ft (block by C. Wood),65,76
375,4,10:13.0,,Offensive rebound by D. Waiters,65,76
376,4,10:09.0,,K. Singler misses 3-pt jump shot from 24 ft,65,76
377,4,10:08.0,,Offensive rebound by N. Collison,65,76
378,4,10:01.0,,D. Waiters misses 2-pt jump shot from 14 ft,65,76
379,4,10:00.0,Defensive rebound by N. Stauskas,,65,76
380,4,9:53.0,Turnover by N. Stauskas (bad pass; steal by K. Singler),,65,76
381,4,9:45.0,,D. Augustin misses 3-pt jump shot from 24 ft,65,76
382,4,9:45.0,,Offensive rebound by K. Singler,65,76
383,4,9:32.0,,E. Freedom misses 2-pt jump shot from 12 ft,65,76
384,4,9:32.0,Defensive rebound by T. McConnell,,65,76
385,4,9:22.0,Shooting foul by K. Singler (drawn by N. Stauskas),,65,76
386,4,9:22.0,N. Stauskas misses free throw 1 of 2,,65,76
387,4,9:22.0,Offensive rebound by Team,,65,76
