,QUARTER,TIME_REMAINING,UTAH_ACTION,PORTLAND_ACTION,UTAH_SCORE,PORTLAND_SCORE
44,1,6:36.0,,Offensive rebound by M. Plumlee,4,11
45,1,6:35.0,,Turnover by M. Plumlee (bad pass; steal by G. Hayward),4,11
46,1,6:29.0,G. Hayward misses 2-pt jump shot from 17 ft,,4,11
47,1,6:27.0,,Defensive rebound by M. Plumlee,4,11
48,1,6:16.0,,M. Plumlee misses 2-pt jump shot from 4 ft,4,11
49,1,6:15.0,Defensive rebound by R. Hood,,4,11
50,1,6:13.0,Shooting foul by D. Lillard (drawn by S. Mack),,4,11
51,1,6:13.0,S. Mack misses free throw 1 of 2,,4,11
52,1,6:13.0,Offensive rebound by Team,,4,11
53,1,6:13.0,S. Mack makes free throw 2 of 2,,5,11
54,1,5:58.0,,D. Lillard misses 2-pt jump shot from 4 ft,5,11
55,1,5:58.0,Defensive rebound by Team,,5,11
56,1,5:34.0,D. Favors makes 2-pt jump shot from 6 ft (assist by S. Mack),,7,11
57,1,5:14.0,,M. Plumlee misses 2-pt jump shot from 4 ft (block by R. Gobert),7,11
58,1,5:13.0,,Offensive rebound by A. Aminu,7,11
59,1,5:13.0,,Turnover by Team (shot clock),7,11
60,1,5:13.0,C. Johnson enters the game for R. Hood,,7,11
61,1,5:13.0,,A. Crabbe enters the game for C. McCollum,7,11
62,1,5:13.0,,M. Leonard enters the game for N. Vonleh,7,11
63,1,5:06.0,G. Hayward misses 2-pt jump shot from 19 ft,,7,11
64,1,5:05.0,Offensive rebound by R. Gobert,,7,11
65,1,5:02.0,R. Gobert makes 2-pt dunk at rim,,9,11
66,1,4:41.0,,A. Crabbe misses 2-pt jump shot from 15 ft,9,11
67,1,4:39.0,,Offensive rebound by M. Plumlee,9,11
68,1,4:28.0,,M. Leonard misses 3-pt jump shot from 24 ft,9,11
69,1,4:27.0,Defensive rebound by S. Mack,,9,11
70,1,4:18.0,R. Gobert misses 2-pt layup from 1 ft,,9,11
71,1,4:17.0,,Defensive rebound by M. Plumlee,9,11
72,1,4:12.0,,Turnover by D. Lillard (bad pass; steal by C. Johnson),9,11
73,1,4:04.0,S. Mack makes 3-pt jump shot from 24 ft (assist by G. Hayward),,12,11
74,1,4:04.0,,Portland full timeout,12,11
75,1,4:04.0,,G. Henderson enters the game for A. Aminu,12,11
76,1,4:04.0,T. Booker enters the game for R. Gobert,,12,11
77,1,3:39.0,,M. Leonard misses 2-pt jump shot from 19 ft,12,11
78,1,3:39.0,Defensive rebound by S. Mack,,12,11
79,1,3:20.0,T. Booker makes 2-pt layup from 2 ft,,14,11
80,1,3:20.0,Shooting foul by M. Leonard (drawn by T. Booker),,14,11
81,1,3:20.0,,E. Davis enters the game for M. Plumlee,14,11
82,1,3:20.0,T. Booker makes free throw 1 of 1,,15,11
83,1,3:12.0,,Personal foul by S. Mack (drawn by D. Lillard),15,11
84,1,3:03.0,,Turnover by D. Lillard (bad pass; steal by T. Booker),15,11
85,1,2:57.0,G. Hayward misses 2-pt jump shot from 3 ft (block by M. Leonard),,15,11
86,1,2:55.0,Offensive rebound by C. Johnson,,15,11
87,1,2:55.0,C. Johnson makes 2-pt layup from 1 ft,,17,11
88,1,2:42.0,,Turnover by D. Lillard (bad pass),17,11
89,1,2:32.0,D. Favors makes 2-pt layup from 2 ft (assist by S. Mack),,19,11
90,1,2:10.0,,D. Lillard makes 2-pt jump shot from 7 ft,19,13
91,1,1:51.0,T. Booker makes 2-pt layup from 1 ft (assist by S. Mack),,21,13
92,1,1:32.0,,Turnover by E. Davis (bad pass; steal by G. Hayward),21,13
93,1,1:29.0,,Violation by M. Leonard (kicked ball),21,13
94,1,1:29.0,T. Burke enters the game for S. Mack,,21,13
95,1,1:29.0,R. Hood enters the game for G. Hayward,,21,13
96,1,1:22.0,R. Hood misses 2-pt jump shot from 10 ft,,21,13
97,1,1:20.0,Offensive rebound by D. Favors,,21,13
98,1,1:05.0,D. Favors makes 2-pt jump shot from 4 ft,,23,13
99,1,0:48.0,,A. Crabbe misses 3-pt jump shot from 23 ft,23,13
100,1,0:46.0,,Offensive rebound by E. Davis,23,13
101,1,0:36.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by D. Lillard),23,16
102,1,0:32.0,Personal foul by A. Crabbe (drawn by T. Burke),,23,16
103,1,0:26.0,D. Favors makes 2-pt jump shot from 13 ft (assist by T. Burke),,25,16
104,1,0:09.0,,D. Lillard makes 2-pt layup from 1 ft,25,18
105,1,0:02.0,T. Burke misses 3-pt jump shot from 24 ft,,25,18
106,1,0:01.0,,Defensive rebound by D. Lillard,25,18
107,1,0:00.0,,D. Lillard misses 3-pt jump shot from 66 ft,25,18
108,1,0:00.0,,Offensive rebound by Team,25,18
109,2,11:42.0,,G. Henderson misses 2-pt jump shot from 16 ft,25,18
110,2,11:40.0,Defensive rebound by T. Booker,,25,18
111,2,11:22.0,C. Johnson makes 2-pt jump shot from 14 ft (assist by T. Booker),,27,18
112,2,11:07.0,,A. Crabbe misses 2-pt jump shot from 20 ft,27,18
113,2,11:06.0,Defensive rebound by T. Booker,,27,18
114,2,10:53.0,T. Booker misses 2-pt jump shot from 13 ft,,27,18
115,2,10:52.0,,Defensive rebound by A. Crabbe,27,18
116,2,10:40.0,,G. Henderson misses 3-pt jump shot from 22 ft,27,18
117,2,10:40.0,Defensive rebound by T. Booker,,27,18
118,2,10:33.0,C. Johnson misses 3-pt jump shot from 26 ft,,27,18
119,2,10:32.0,,Defensive rebound by G. Henderson,27,18
120,2,10:29.0,,Shooting foul by T. Burke (drawn by C. McCollum),27,18
121,2,10:29.0,,C. McCollum makes free throw 1 of 2,27,19
122,2,10:29.0,,M. Harkless enters the game for M. Leonard,27,19
123,2,10:29.0,,C. McCollum misses free throw 2 of 2,27,19
124,2,10:28.0,Defensive rebound by T. Booker,,27,19
125,2,10:07.0,T. Burke makes 3-pt jump shot from 26 ft (assist by C. Johnson),,30,19
126,2,9:45.0,,C. McCollum misses 3-pt jump shot from 23 ft,30,19
127,2,9:44.0,Defensive rebound by T. Burke,,30,19
128,2,9:36.0,T. Burke misses 2-pt jump shot from 17 ft,,30,19
129,2,9:34.0,Offensive rebound by R. Gobert,,30,19
130,2,9:25.0,T. Booker misses 2-pt layup from 2 ft,,30,19
131,2,9:24.0,T. Lyles enters the game for T. Booker,,30,19
132,2,9:24.0,,Defensive rebound by Team,30,19
133,2,9:14.0,,C. McCollum misses 2-pt jump shot from 12 ft,30,19
134,2,9:13.0,,Offensive rebound by M. Harkless,30,19
135,2,9:11.0,,M. Harkless misses 2-pt layup from 2 ft (block by T. Lyles),30,19
136,2,9:09.0,,Offensive rebound by M. Harkless,30,19
137,2,9:09.0,,E. Davis makes 2-pt layup at rim,30,21
138,2,9:09.0,,M. Harkless misses 2-pt layup at rim,30,21
139,2,9:09.0,,Offensive rebound by E. Davis,30,21
140,2,8:51.0,R. Hood makes 2-pt layup from 2 ft,,32,21
141,2,8:37.0,,E. Davis makes 2-pt layup from 2 ft (assist by G. Henderson),32,23
142,2,8:17.0,R. Hood makes 2-pt jump shot from 13 ft,,34,23
143,2,7:51.0,,G. Henderson misses 2-pt jump shot from 20 ft (block by T. Burke),34,23
144,2,7:51.0,,Offensive rebound by Team,34,23
145,2,7:51.0,,Turnover by Team (shot clock),34,23
146,2,7:51.0,Official timeout,,34,23
147,2,7:51.0,J. Ingles enters the game for C. Johnson,,34,23
148,2,7:42.0,Personal foul by C. McCollum (drawn by R. Hood),,34,23
149,2,7:32.0,R. Hood misses 2-pt jump shot from 8 ft,,34,23
150,2,7:31.0,Offensive rebound by R. Gobert,,34,23
151,2,7:31.0,R. Gobert makes 2-pt layup at rim,,36,23
152,2,7:16.0,,G. Henderson misses 3-pt jump shot from 24 ft,36,23
153,2,7:15.0,,Offensive rebound by Team,36,23
154,2,7:15.0,G. Hayward enters the game for R. Hood,,36,23
155,2,7:03.0,,E. Davis makes 2-pt layup from 1 ft (assist by C. McCollum),36,25
156,2,6:40.0,Turnover by T. Lyles (bad pass; steal by E. Davis),,36,25
157,2,6:31.0,,E. Davis makes 2-pt layup at rim (assist by C. McCollum),36,27
158,2,6:12.0,Turnover by R. Gobert (bad pass; steal by G. Henderson),,36,27
159,2,6:04.0,,G. Henderson misses 2-pt jump shot from 6 ft,36,27
160,2,6:04.0,Defensive rebound by R. Gobert,,36,27
161,2,5:57.0,T. Burke misses 2-pt hook shot from 4 ft,,36,27
162,2,5:56.0,,Defensive rebound by E. Davis,36,27
163,2,5:52.0,,Personal foul by T. Burke (drawn by C. McCollum),36,27
164,2,5:52.0,,Portland full timeout,36,27
165,2,5:52.0,D. Favors enters the game for R. Gobert,,36,27
166,2,5:52.0,S. Mack enters the game for T. Burke,,36,27
167,2,5:52.0,,D. Lillard enters the game for C. McCollum,36,27
168,2,5:52.0,,A. Aminu enters the game for A. Crabbe,36,27
169,2,5:50.0,,Shooting foul by T. Lyles (drawn by M. Harkless),36,27
170,2,5:50.0,,M. Harkless makes free throw 1 of 2,36,28
171,2,5:50.0,,M. Harkless misses free throw 2 of 2,36,28
172,2,5:50.0,Defensive rebound by T. Lyles,,36,28
173,2,5:33.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by S. Mack),,39,28
174,2,5:16.0,,M. Harkless makes 3-pt jump shot from 24 ft (assist by D. Lillard),39,31
175,2,4:54.0,S. Mack makes 2-pt jump shot from 9 ft,,41,31
176,2,4:41.0,,A. Aminu misses 3-pt jump shot from 24 ft,41,31
177,2,4:40.0,Defensive rebound by J. Ingles,,41,31
178,2,4:33.0,Shooting foul by M. Harkless (drawn by G. Hayward),,41,31
179,2,4:33.0,G. Hayward makes free throw 1 of 2,,42,31
180,2,4:33.0,,M. Plumlee enters the game for E. Davis,42,31
181,2,4:33.0,T. Booker enters the game for T. Lyles,,42,31
182,2,4:33.0,G. Hayward makes free throw 2 of 2,,43,31
183,2,4:19.0,,Shooting foul by D. Favors (drawn by M. Harkless),43,31
184,2,4:19.0,,M. Harkless makes free throw 1 of 2,43,32
185,2,4:19.0,,M. Harkless misses free throw 2 of 2,43,32
186,2,4:17.0,Defensive rebound by G. Hayward,,43,32
187,2,4:04.0,Personal foul by A. Aminu (drawn by G. Hayward),,43,32
188,2,4:04.0,,C. McCollum enters the game for G. Henderson,43,32
189,2,3:55.0,D. Favors misses 2-pt jump shot from 19 ft,,43,32
190,2,3:54.0,,Defensive rebound by A. Aminu,43,32
191,2,3:42.0,,A. Aminu makes 2-pt layup from 2 ft (assist by M. Plumlee),43,34
192,2,3:23.0,S. Mack makes 2-pt jump shot from 7 ft (assist by D. Favors),,45,34
193,2,3:16.0,,Personal foul by G. Hayward (drawn by D. Lillard),45,34
194,2,3:16.0,,D. Lillard misses free throw 1 of 2,45,34
195,2,3:16.0,,Offensive rebound by Team,45,34
196,2,3:16.0,R. Hood enters the game for J. Ingles,,45,34
197,2,3:16.0,R. Gobert enters the game for T. Booker,,45,34
198,2,3:16.0,,D. Lillard makes free throw 2 of 2,45,35
199,2,2:59.0,S. Mack makes 2-pt jump shot from 6 ft,,47,35
200,2,2:43.0,,D. Lillard makes 2-pt jump shot from 13 ft,47,37
201,2,2:30.0,R. Hood makes 2-pt hook shot from 6 ft (assist by S. Mack),,49,37
202,2,2:30.0,,Portland full timeout,49,37
203,2,2:30.0,Utah full timeout,,49,37
204,2,2:30.0,,N. Vonleh enters the game for M. Harkless,49,37
205,2,2:16.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by A. Aminu),49,40
206,2,1:53.0,G. Hayward makes 3-pt jump shot from 22 ft (assist by R. Hood),,52,40
207,2,1:41.0,,D. Lillard misses 3-pt jump shot from 25 ft (block by S. Mack),52,40
208,2,1:40.0,,Offensive rebound by N. Vonleh,52,40
209,2,1:39.0,,N. Vonleh misses 2-pt layup from 1 ft (block by D. Favors),52,40
210,2,1:39.0,,Offensive rebound by Team,52,40
211,2,1:25.0,,Personal foul by D. Favors (drawn by N. Vonleh),52,40
212,2,1:07.0,,N. Vonleh misses 2-pt layup from 2 ft (block by R. Gobert),52,40
213,2,1:05.0,,Offensive rebound by N. Vonleh,52,40
214,2,1:05.0,,N. Vonleh makes 2-pt layup from 1 ft,52,42
215,2,0:55.0,Personal foul by M. Plumlee (drawn by R. Gobert),,52,42
216,2,0:55.0,T. Booker enters the game for D. Favors,,52,42
217,2,0:55.0,Technical foul by R. Gobert,,52,42
218,2,0:55.0,,D. Lillard makes technical free throw,52,43
219,2,0:48.0,S. Mack misses 2-pt jump shot from 7 ft,,52,43
220,2,0:48.0,,Defensive rebound by A. Aminu,52,43
221,2,0:40.0,,C. McCollum makes 2-pt dunk at rim,52,45
222,2,0:29.0,T. Booker misses 2-pt layup at rim,,52,45
223,2,0:29.0,,Defensive rebound by M. Plumlee,52,45
224,2,0:14.0,,Personal take foul by R. Hood (drawn by M. Plumlee),52,45
225,2,0:14.0,,M. Plumlee misses free throw 1 of 2,52,45
226,2,0:14.0,,Offensive rebound by Team,52,45
227,2,0:14.0,,M. Plumlee misses free throw 2 of 2,52,45
228,2,0:13.0,,Offensive rebound by A. Aminu,52,45
229,2,0:07.0,,C. McCollum makes 2-pt layup from 1 ft (assist by A. Aminu),52,47
230,3,11:45.0,,D. Lillard misses 3-pt jump shot from 24 ft,52,47
231,3,11:43.0,,Offensive rebound by N. Vonleh,52,47
232,3,11:41.0,,Turnover by C. McCollum (step out of bounds),52,47
233,3,11:25.0,D. Favors misses 2-pt jump shot from 15 ft,,52,47
234,3,11:24.0,Offensive rebound by R. Neto,,52,47
235,3,11:18.0,R. Neto makes 2-pt jump shot from 8 ft,,54,47
236,3,11:11.0,,N. Vonleh misses 2-pt jump shot from 18 ft,54,47
237,3,11:10.0,Defensive rebound by Team,,54,47
238,3,11:10.0,,Loose ball foul by M. Plumlee (drawn by D. Favors),54,47
239,3,11:03.0,,Violation by M. Plumlee (def goaltending),54,47
240,3,11:03.0,R. Neto makes 2-pt layup from 2 ft,,56,47
241,3,10:50.0,,M. Plumlee misses 2-pt layup from 1 ft,56,47
242,3,10:48.0,Defensive rebound by G. Hayward,,56,47
243,3,10:39.0,D. Favors makes 2-pt layup from 2 ft (assist by G. Hayward),,58,47
244,3,10:32.0,,C. McCollum misses 2-pt jump shot from 11 ft,58,47
245,3,10:32.0,,Offensive rebound by N. Vonleh,58,47
246,3,10:28.0,,N. Vonleh misses 2-pt layup from 2 ft,58,47
247,3,10:27.0,Defensive rebound by Team,,58,47
248,3,10:15.0,R. Hood makes 2-pt jump shot from 15 ft,,60,47
249,3,9:50.0,,M. Plumlee misses 2-pt layup from 2 ft (block by R. Gobert),60,47
250,3,9:49.0,,Offensive rebound by M. Plumlee,60,47
251,3,9:48.0,,M. Plumlee makes 2-pt layup from 1 ft,60,49
252,3,9:24.0,G. Hayward makes 2-pt jump shot from 8 ft,,62,49
253,3,9:11.0,,A. Aminu misses 3-pt jump shot from 22 ft,62,49
254,3,9:10.0,Defensive rebound by D. Favors,,62,49
255,3,9:02.0,Turnover by R. Neto (bad pass; steal by A. Aminu),,62,49
256,3,9:01.0,,Personal take foul by G. Hayward (drawn by A. Aminu),62,49
257,3,8:50.0,,D. Lillard makes 3-pt jump shot from 29 ft,62,52
258,3,8:33.0,Turnover by G. Hayward (bad pass; steal by M. Plumlee),,62,52
259,3,8:28.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by M. Plumlee),62,55
260,3,8:05.0,Turnover by R. Neto (traveling),,62,55
261,3,7:54.0,,D. Lillard makes 3-pt jump shot from 25 ft,62,58
262,3,7:41.0,Def 3 sec tech foul by M. Plumlee,,62,58
263,3,7:41.0,G. Hayward makes technical free throw,,63,58
264,3,7:33.0,R. Hood misses 3-pt jump shot from 24 ft,,63,58
265,3,7:33.0,,Defensive rebound by Team,63,58
266,3,7:33.0,Loose ball foul by R. Gobert (drawn by M. Plumlee),,63,58
267,3,7:19.0,,D. Lillard makes 3-pt jump shot from 27 ft,63,61
268,3,7:13.0,Utah full timeout,,63,61
269,3,7:12.0,Turnover by D. Favors (bad pass; steal by M. Plumlee),,63,61
270,3,6:56.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by A. Aminu),63,64
271,3,6:45.0,Shooting foul by M. Plumlee (drawn by D. Favors),,63,64
272,3,6:45.0,D. Favors makes free throw 1 of 2,,64,64
273,3,6:45.0,S. Mack enters the game for R. Neto,,64,64
274,3,6:45.0,D. Favors makes free throw 2 of 2,,65,64
275,3,6:29.0,,D. Lillard misses 3-pt jump shot from 25 ft,65,64
276,3,6:28.0,,Offensive rebound by N. Vonleh,65,64
277,3,6:12.0,,C. McCollum misses 2-pt jump shot from 12 ft,65,64
278,3,6:11.0,Defensive rebound by R. Hood,,65,64
279,3,5:49.0,S. Mack makes 2-pt jump shot from 7 ft,,67,64
280,3,5:38.0,,Turnover by N. Vonleh (bad pass; steal by G. Hayward),67,64
281,3,5:34.0,Personal foul by C. McCollum (drawn by G. Hayward),,67,64
282,3,5:34.0,,A. Crabbe enters the game for C. McCollum,67,64
283,3,5:34.0,C. Johnson enters the game for R. Hood,,67,64
284,3,5:29.0,S. Mack misses 3-pt jump shot from 24 ft,,67,64
285,3,5:29.0,,Defensive rebound by M. Plumlee,67,64
286,3,5:22.0,,Shooting foul by D. Favors (drawn by D. Lillard),67,64
287,3,5:22.0,,D. Lillard misses free throw 1 of 2,67,64
288,3,5:22.0,,Offensive rebound by Team,67,64
289,3,5:22.0,T. Booker enters the game for D. Favors,,67,64
290,3,5:22.0,,M. Harkless enters the game for N. Vonleh,67,64
291,3,5:22.0,,D. Lillard makes free throw 2 of 2,67,65
292,3,4:59.0,G. Hayward misses 2-pt jump shot from 12 ft,,67,65
293,3,4:58.0,,Defensive rebound by D. Lillard,67,65
294,3,4:53.0,,A. Crabbe misses 2-pt jump shot from 3 ft (block by C. Johnson),67,65
295,3,4:50.0,,Offensive rebound by D. Lillard,67,65
296,3,4:50.0,,D. Lillard makes 2-pt dunk at rim,67,67
297,3,4:36.0,Turnover by S. Mack (bad pass; steal by M. Harkless),,67,67
298,3,4:35.0,,Personal foul by S. Mack (drawn by D. Lillard),67,67
299,3,4:24.0,,D. Lillard misses 3-pt jump shot from 22 ft,67,67
300,3,4:23.0,Defensive rebound by G. Hayward,,67,67
301,3,4:12.0,G. Hayward misses 2-pt layup from 1 ft (block by A. Aminu),,67,67
302,3,4:10.0,,Defensive rebound by M. Harkless,67,67
303,3,4:05.0,,M. Plumlee makes 2-pt dunk at rim (assist by M. Harkless),67,69
304,3,3:40.0,Shooting foul by D. Lillard (drawn by G. Hayward),,67,69
305,3,3:40.0,G. Hayward makes free throw 1 of 2,,68,69
306,3,3:40.0,D. Favors enters the game for R. Gobert,,68,69
307,3,3:40.0,,E. Davis enters the game for M. Plumlee,68,69
308,3,3:40.0,G. Hayward makes free throw 2 of 2,,69,69
309,3,3:25.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by D. Lillard),69,72
310,3,3:13.0,T. Booker makes 2-pt dunk at rim (assist by C. Johnson),,71,72
311,3,3:01.0,,A. Aminu misses 3-pt jump shot from 24 ft,71,72
312,3,3:00.0,,Offensive rebound by M. Harkless,71,72
313,3,2:58.0,,M. Harkless makes 2-pt layup from 1 ft,71,74
314,3,2:44.0,S. Mack makes 2-pt layup from 2 ft (assist by T. Booker),,73,74
315,3,2:44.0,,Portland full timeout,73,74
316,3,2:44.0,,G. Henderson enters the game for A. Aminu,73,74
317,3,2:26.0,,Turnover by A. Crabbe (bad pass; steal by G. Hayward),73,74
318,3,2:13.0,Shooting foul by E. Davis (drawn by G. Hayward),,73,74
319,3,2:13.0,G. Hayward makes free throw 1 of 2,,74,74
320,3,2:13.0,G. Hayward makes free throw 2 of 2,,75,74
321,3,1:56.0,,D. Lillard misses 3-pt jump shot from 26 ft,75,74
322,3,1:55.0,,Offensive rebound by A. Crabbe,75,74
323,3,1:50.0,,M. Harkless misses 3-pt jump shot from 23 ft,75,74
324,3,1:50.0,,Offensive rebound by Team,75,74
325,3,1:50.0,Loose ball foul by S. Mack (drawn by E. Davis),,75,74
326,3,1:50.0,,E. Davis misses free throw 1 of 2,75,74
327,3,1:50.0,,Offensive rebound by Team,75,74
328,3,1:50.0,,C. McCollum enters the game for D. Lillard,75,74
329,3,1:50.0,,E. Davis misses free throw 2 of 2,75,74
330,3,1:48.0,Defensive rebound by G. Hayward,,75,74
331,3,1:36.0,Shooting foul by E. Davis (drawn by D. Favors),,75,74
332,3,1:36.0,D. Favors makes free throw 1 of 2,,76,74
333,3,1:36.0,D. Favors makes free throw 2 of 2,,77,74
334,3,1:24.0,,Shooting foul by D. Favors (drawn by M. Harkless),77,74
335,3,1:24.0,,M. Harkless misses free throw 1 of 2,77,74
336,3,1:24.0,,Offensive rebound by Team,77,74
337,3,1:24.0,R. Gobert enters the game for D. Favors,,77,74
338,3,1:24.0,,M. Harkless makes free throw 2 of 2,77,75
339,3,1:12.0,G. Hayward misses 2-pt jump shot from 19 ft,,77,75
340,3,1:11.0,,Defensive rebound by G. Henderson,77,75
341,3,1:05.0,,A. Crabbe misses 3-pt jump shot from 24 ft,77,75
342,3,1:03.0,,Offensive rebound by M. Harkless,77,75
343,3,0:58.0,,G. Henderson makes 2-pt layup from 2 ft (assist by C. McCollum),77,77
344,3,0:41.0,R. Gobert makes 2-pt layup at rim (assist by S. Mack),,79,77
345,3,0:32.0,,Turnover by E. Davis (bad pass),79,77
346,3,0:12.0,S. Mack makes 2-pt jump shot from 9 ft,,81,77
347,3,0:11.0,,Personal take foul by C. Johnson (drawn by E. Davis),81,77
348,3,0:11.0,,E. Davis makes free throw 1 of 2,81,78
349,3,0:11.0,R. Hood enters the game for C. Johnson,,81,78
350,3,0:11.0,,E. Davis makes free throw 2 of 2,81,79
351,3,0:10.0,Personal take foul by G. Henderson (drawn by R. Gobert),,81,79
352,3,0:10.0,R. Gobert makes free throw 1 of 2,,82,79
353,3,0:10.0,C. Johnson enters the game for R. Hood,,82,79
354,3,0:10.0,R. Gobert misses free throw 2 of 2,,82,79
355,3,0:09.0,,Defensive rebound by E. Davis,82,79
356,3,0:09.0,,Personal take foul by T. Booker (drawn by E. Davis),82,79
357,3,0:09.0,,E. Davis makes free throw 1 of 2,82,80
358,3,0:09.0,R. Hood enters the game for C. Johnson,,82,80
359,3,0:09.0,D. Favors enters the game for R. Gobert,,82,80
360,3,0:09.0,,E. Davis misses free throw 2 of 2,82,80
361,3,0:08.0,Defensive rebound by D. Favors,,82,80
362,3,0:00.0,S. Mack misses 2-pt jump shot from 16 ft,,82,80
363,3,0:00.0,,Defensive rebound by A. Crabbe,82,80
364,4,11:41.0,R. Hood makes 2-pt layup from 2 ft (assist by R. Gobert),,84,80
365,4,11:22.0,,C. McCollum misses 2-pt layup from 2 ft (block by R. Gobert),84,80
366,4,11:21.0,Defensive rebound by C. Johnson,,84,80
367,4,11:17.0,Shooting foul by E. Davis (drawn by T. Booker),,84,80
368,4,11:17.0,T. Booker misses free throw 1 of 2,,84,80
369,4,11:17.0,Offensive rebound by Team,,84,80
370,4,11:17.0,T. Booker makes free throw 2 of 2,,85,80
371,4,10:55.0,,C. McCollum misses 3-pt jump shot from 25 ft,85,80
372,4,10:55.0,Defensive rebound by R. Gobert,,85,80
373,4,10:45.0,Turnover by T. Burke (bad pass; steal by C. McCollum),,85,80
374,4,10:39.0,,C. McCollum makes 2-pt layup at rim,85,82
375,4,10:16.0,R. Hood misses 2-pt jump shot from 6 ft (block by E. Davis),,85,82
376,4,10:15.0,,Defensive rebound by A. Crabbe,85,82
377,4,10:10.0,,Shooting foul by C. Johnson (drawn by M. Harkless),85,82
378,4,10:10.0,,M. Harkless makes free throw 1 of 2,85,83
379,4,10:10.0,J. Ingles enters the game for C. Johnson,,85,83
380,4,10:10.0,,M. Harkless makes free throw 2 of 2,85,84
381,4,9:46.0,J. Ingles makes 2-pt jump shot from 14 ft,,87,84
382,4,9:31.0,,C. McCollum makes 2-pt layup at rim,87,86
383,4,9:19.0,Personal foul by C. McCollum (drawn by T. Burke),,87,86
384,4,9:19.0,,D. Lillard enters the game for A. Crabbe,87,86
385,4,9:13.0,T. Burke misses 2-pt layup from 1 ft,,87,86
386,4,9:12.0,,Defensive rebound by E. Davis,87,86
387,4,8:56.0,,M. Harkless makes 2-pt dunk at rim (assist by E. Davis),87,88
388,4,8:37.0,T. Burke makes 3-pt jump shot from 24 ft (assist by R. Gobert),,90,88
