,QUARTER,TIME_REMAINING,MIAMI_ACTION,DENVER_ACTION,MIAMI_SCORE,DENVER_SCORE
42,1,5:43.0,Def 3 sec tech foul by W. Barton,,10,14
43,1,5:43.0,,Denver full timeout,10,14
44,1,5:43.0,G. Green misses technical free throw,,10,14
45,1,5:43.0,Offensive rebound by Team,,10,14
46,1,5:25.0,L. Deng misses 2-pt jump shot from 12 ft,,10,14
47,1,5:23.0,,Defensive rebound by W. Barton,10,14
48,1,5:11.0,,W. Barton misses 2-pt layup from 1 ft (block by H. Whiteside),10,14
49,1,5:09.0,Defensive rebound by L. Deng,,10,14
50,1,5:00.0,B. Udrih makes 2-pt layup from 2 ft (assist by G. Green),,12,14
51,1,4:48.0,,Turnover by J. Nelson (bad pass; steal by H. Whiteside),12,14
52,1,4:34.0,Offensive foul by L. Deng (drawn by J. Nelson),,12,14
53,1,4:34.0,Turnover by L. Deng (offensive foul),,12,14
54,1,4:34.0,T. Johnson enters the game for G. Green,,12,14
55,1,4:34.0,,E. Mudiay enters the game for J. Nelson,12,14
56,1,4:34.0,,N. Jokić enters the game for D. Arthur,12,14
57,1,4:22.0,,Turnover by D. Gallinari (lost ball),12,14
58,1,4:03.0,Shooting foul by N. Jokić (drawn by H. Whiteside),,12,14
59,1,4:03.0,H. Whiteside makes 2-pt hook shot from 5 ft (assist by B. Udrih),,14,14
60,1,4:03.0,H. Whiteside makes free throw 1 of 1,,15,14
61,1,3:50.0,,E. Mudiay makes 3-pt jump shot from 24 ft (assist by D. Gallinari),15,17
62,1,3:42.0,Miami full timeout,,15,17
63,1,3:32.0,T. Johnson misses 2-pt jump shot from 8 ft,,15,17
64,1,3:31.0,,Defensive rebound by Team,15,17
65,1,3:14.0,,N. Jokić makes 2-pt jump shot from 9 ft,15,19
66,1,3:01.0,B. Udrih makes 3-pt jump shot from 24 ft,,18,19
67,1,2:42.0,,E. Mudiay makes 2-pt jump shot from 9 ft,18,21
68,1,2:20.0,H. Whiteside misses 2-pt hook shot from 7 ft,,18,21
69,1,2:19.0,,Defensive rebound by W. Barton,18,21
70,1,2:14.0,,E. Mudiay makes 3-pt jump shot from 24 ft (assist by W. Barton),18,24
71,1,1:58.0,Turnover by T. Johnson (lost ball),,18,24
72,1,1:58.0,J. Richardson enters the game for B. Udrih,,18,24
73,1,1:58.0,C. Bosh enters the game for L. Deng,,18,24
74,1,1:58.0,A. Stoudemire enters the game for H. Whiteside,,18,24
75,1,1:46.0,,G. Harris makes 2-pt dunk at rim (assist by N. Jokić),18,26
76,1,1:24.0,J. Richardson misses 3-pt jump shot from 24 ft,,18,26
77,1,1:23.0,,Defensive rebound by D. Gallinari,18,26
78,1,1:13.0,,E. Mudiay misses 2-pt layup from 2 ft,18,26
79,1,1:12.0,Defensive rebound by J. Winslow,,18,26
80,1,0:49.0,J. Winslow misses 2-pt jump shot from 3 ft (block by N. Jokić),,18,26
81,1,0:47.0,,Defensive rebound by D. Gallinari,18,26
82,1,0:42.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by N. Jokić),18,29
83,1,0:28.0,T. Johnson makes 2-pt jump shot from 7 ft,,20,29
84,1,0:06.0,,N. Jokić makes 2-pt layup from 2 ft (assist by W. Barton),20,31
85,1,0:00.0,T. Johnson misses 2-pt jump shot from 22 ft,,20,31
86,1,0:00.0,Offensive rebound by Team,,20,31
87,2,11:40.0,,W. Barton makes 3-pt jump shot from 23 ft (assist by E. Mudiay),20,34
88,2,11:27.0,Turnover by J. Winslow (bad pass),,20,34
89,2,11:12.0,,N. Jokić makes 2-pt layup from 2 ft (assist by D. Arthur),20,36
90,2,10:46.0,C. Bosh makes 2-pt layup from 1 ft,,22,36
91,2,10:35.0,,Shooting foul by C. Bosh (drawn by D. Arthur),22,36
92,2,10:35.0,,D. Arthur makes free throw 1 of 2,22,37
93,2,10:35.0,,D. Arthur makes free throw 2 of 2,22,38
94,2,10:21.0,T. Johnson makes 2-pt jump shot from 18 ft (assist by A. Stoudemire),,24,38
95,2,10:03.0,,Shooting foul by A. Stoudemire (drawn by W. Barton),24,38
96,2,10:03.0,,W. Barton makes free throw 1 of 2,24,39
97,2,10:03.0,G. Green enters the game for J. Winslow,,24,39
98,2,10:03.0,,W. Barton makes free throw 2 of 2,24,40
99,2,9:43.0,A. Stoudemire misses 2-pt layup from 1 ft (block by W. Barton),,24,40
100,2,9:43.0,Offensive rebound by A. Stoudemire,,24,40
101,2,9:43.0,A. Stoudemire makes 2-pt layup from 1 ft,,26,40
102,2,9:43.0,Shooting foul by D. Arthur (drawn by A. Stoudemire),,26,40
103,2,9:43.0,A. Stoudemire makes free throw 1 of 1,,27,40
104,2,9:18.0,,D. Arthur makes 2-pt jump shot from 20 ft (assist by R. Foye),27,42
105,2,9:00.0,C. Bosh misses 2-pt layup from 1 ft,,27,42
106,2,8:58.0,Offensive rebound by A. Stoudemire,,27,42
107,2,8:58.0,A. Stoudemire makes 2-pt layup from 1 ft,,29,42
108,2,8:40.0,,D. Arthur makes 2-pt layup from 1 ft (assist by N. Jokić),29,44
109,2,8:29.0,T. Johnson misses 2-pt layup from 2 ft,,29,44
110,2,8:28.0,,Defensive rebound by N. Jokić,29,44
111,2,8:18.0,,D. Arthur misses 2-pt jump shot from 14 ft,29,44
112,2,8:17.0,Defensive rebound by T. Johnson,,29,44
113,2,8:04.0,A. Stoudemire misses 2-pt layup from 1 ft,,29,44
114,2,8:04.0,,Defensive rebound by N. Jokić,29,44
115,2,7:55.0,,E. Mudiay misses 3-pt jump shot from 25 ft,29,44
116,2,7:55.0,Defensive rebound by G. Green,,29,44
117,2,7:42.0,J. Richardson misses 2-pt jump shot from 22 ft,,29,44
118,2,7:41.0,,Defensive rebound by N. Jokić,29,44
119,2,7:36.0,,Shooting foul by J. Richardson (drawn by E. Mudiay),29,44
120,2,7:36.0,Official timeout,,29,44
121,2,7:36.0,L. Deng enters the game for C. Bosh,,29,44
122,2,7:36.0,H. Whiteside enters the game for A. Stoudemire,,29,44
123,2,7:36.0,Violation by Team (delay of game),,29,44
124,2,7:36.0,,E. Mudiay makes free throw 1 of 2,29,45
125,2,7:36.0,,E. Mudiay makes free throw 2 of 2,29,46
126,2,7:20.0,Personal foul by W. Barton (drawn by G. Green),,29,46
127,2,7:05.0,H. Whiteside misses 2-pt hook shot from 5 ft,,29,46
128,2,7:04.0,,Defensive rebound by D. Arthur,29,46
129,2,6:56.0,,W. Barton misses 2-pt jump shot from 21 ft,29,46
130,2,6:55.0,Defensive rebound by H. Whiteside,,29,46
131,2,6:45.0,Shooting foul by D. Arthur (drawn by L. Deng),,29,46
132,2,6:45.0,L. Deng makes free throw 1 of 2,,30,46
133,2,6:45.0,,K. Faried enters the game for D. Arthur,30,46
134,2,6:45.0,,D. Gallinari enters the game for N. Jokić,30,46
135,2,6:45.0,L. Deng makes free throw 2 of 2,,31,46
136,2,6:31.0,,Turnover by E. Mudiay (bad pass; steal by L. Deng),31,46
137,2,6:25.0,J. Richardson makes 2-pt layup from 1 ft (assist by T. Johnson),,33,46
138,2,6:08.0,,R. Foye misses 3-pt jump shot from 25 ft,33,46
139,2,6:07.0,Defensive rebound by J. Richardson,,33,46
140,2,5:44.0,J. Richardson misses 2-pt jump shot from 4 ft,,33,46
141,2,5:43.0,,Defensive rebound by R. Foye,33,46
142,2,5:36.0,,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),33,48
143,2,5:18.0,T. Johnson makes 2-pt layup from 2 ft,,35,48
144,2,5:04.0,,Shooting foul by J. Richardson (drawn by W. Barton),35,48
145,2,5:04.0,,Denver full timeout,35,48
146,2,5:04.0,Technical foul by Team,,35,48
147,2,5:04.0,B. Udrih enters the game for J. Richardson,,35,48
148,2,5:04.0,,J. Nelson enters the game for R. Foye,35,48
149,2,5:04.0,,D. Gallinari makes technical free throw,35,49
150,2,5:04.0,,E. Mudiay makes free throw 1 of 2,35,50
151,2,5:04.0,,E. Mudiay makes free throw 2 of 2,35,51
152,2,4:50.0,T. Johnson misses 2-pt jump shot from 17 ft,,35,51
153,2,4:49.0,Offensive rebound by H. Whiteside,,35,51
154,2,4:45.0,H. Whiteside makes 2-pt layup from 2 ft,,37,51
155,2,4:28.0,,K. Faried makes 2-pt jump shot from 3 ft (assist by E. Mudiay),37,53
156,2,4:14.0,B. Udrih makes 2-pt jump shot from 17 ft,,39,53
157,2,3:58.0,,Shooting foul by G. Green (drawn by D. Gallinari),39,53
158,2,3:58.0,,D. Gallinari makes free throw 1 of 2,39,54
159,2,3:58.0,,G. Harris enters the game for W. Barton,39,54
160,2,3:58.0,C. Bosh enters the game for T. Johnson,,39,54
161,2,3:58.0,,D. Gallinari makes free throw 2 of 2,39,55
162,2,3:42.0,L. Deng misses 2-pt jump shot from 21 ft,,39,55
163,2,3:42.0,,Defensive rebound by D. Gallinari,39,55
164,2,3:29.0,,K. Faried makes 2-pt jump shot from 3 ft (assist by J. Nelson),39,57
165,2,3:29.0,,Shooting foul by B. Udrih (drawn by K. Faried),39,57
166,2,3:29.0,,K. Faried misses free throw 1 of 1,39,57
167,2,3:28.0,Defensive rebound by L. Deng,,39,57
168,2,3:24.0,Miami full timeout,,39,57
169,2,3:22.0,Personal foul by J. Nelson (drawn by G. Green),,39,57
170,2,3:12.0,Shooting foul by K. Faried (drawn by C. Bosh),,39,57
171,2,3:12.0,C. Bosh makes free throw 1 of 2,,40,57
172,2,3:12.0,C. Bosh makes free throw 2 of 2,,41,57
173,2,2:54.0,,K. Faried misses 2-pt hook shot from 3 ft,41,57
174,2,2:53.0,Defensive rebound by G. Green,,41,57
175,2,2:46.0,Offensive foul by H. Whiteside (drawn by D. Gallinari),,41,57
176,2,2:46.0,Turnover by H. Whiteside (offensive foul),,41,57
177,2,2:37.0,,E. Mudiay misses 2-pt layup from 1 ft (block by H. Whiteside),41,57
178,2,2:36.0,,Offensive rebound by Team,41,57
179,2,2:27.0,,D. Gallinari misses 3-pt jump shot from 25 ft,41,57
180,2,2:26.0,Defensive rebound by H. Whiteside,,41,57
181,2,2:13.0,H. Whiteside makes 2-pt layup from 1 ft (assist by B. Udrih),,43,57
182,2,2:05.0,,Shooting foul by B. Udrih (drawn by D. Gallinari),43,57
183,2,2:05.0,,D. Gallinari makes free throw 1 of 2,43,58
184,2,2:05.0,,W. Barton enters the game for E. Mudiay,43,58
185,2,2:05.0,T. Johnson enters the game for B. Udrih,,43,58
186,2,2:05.0,,D. Gallinari makes free throw 2 of 2,43,59
187,2,1:58.0,Personal foul by J. Nelson (drawn by T. Johnson),,43,59
188,2,1:58.0,T. Johnson makes free throw 1 of 2,,44,59
189,2,1:58.0,T. Johnson misses free throw 2 of 2,,44,59
190,2,1:57.0,,Defensive rebound by W. Barton,44,59
191,2,1:40.0,,G. Harris misses 2-pt layup from 2 ft (block by H. Whiteside),44,59
192,2,1:38.0,Defensive rebound by G. Green,,44,59
193,2,1:32.0,Offensive foul by G. Green (drawn by D. Gallinari),,44,59
194,2,1:32.0,Turnover by G. Green (offensive foul),,44,59
195,2,1:32.0,,N. Jokić enters the game for K. Faried,44,59
196,2,1:32.0,J. Richardson enters the game for G. Green,,44,59
197,2,1:11.0,,N. Jokić misses 2-pt jump shot from 20 ft (block by H. Whiteside),44,59
198,2,1:10.0,,Offensive rebound by Team,44,59
199,2,1:10.0,,Denver full timeout,44,59
200,2,1:08.0,,Turnover by Team (shot clock),44,59
201,2,0:48.0,C. Bosh makes 2-pt layup from 1 ft (assist by L. Deng),,46,59
202,2,0:45.0,,Turnover by W. Barton (traveling),46,59
203,2,0:30.0,C. Bosh misses 2-pt jump shot from 15 ft,,46,59
204,2,0:29.0,,Defensive rebound by W. Barton,46,59
205,2,0:09.0,,G. Harris misses 3-pt jump shot from 23 ft,46,59
206,2,0:08.0,,Offensive rebound by N. Jokić,46,59
207,2,0:08.0,,N. Jokić makes 2-pt layup from 2 ft,46,61
208,2,0:08.0,,Shooting foul by T. Johnson (drawn by N. Jokić),46,61
209,2,0:08.0,,S. Kilpatrick enters the game for J. Nelson,46,61
210,2,0:08.0,,N. Jokić makes free throw 1 of 1,46,62
211,2,0:05.0,Miami full timeout,,46,62
212,2,0:05.0,G. Green enters the game for J. Richardson,,46,62
213,2,0:05.0,Turnover by Team (5 sec inbounds),,46,62
214,2,0:05.0,,J. Nelson enters the game for S. Kilpatrick,46,62
215,2,0:05.0,J. Richardson enters the game for G. Green,,46,62
216,2,0:01.0,,Turnover by W. Barton (lost ball; steal by T. Johnson),46,62
217,3,11:47.0,,D. Arthur makes 2-pt jump shot from 21 ft (assist by K. Faried),46,64
218,3,11:28.0,C. Bosh makes 2-pt layup from 2 ft,,48,64
219,3,11:17.0,,D. Gallinari misses 3-pt jump shot from 25 ft,48,64
220,3,11:17.0,Defensive rebound by B. Udrih,,48,64
221,3,10:57.0,Shooting foul by K. Faried (drawn by H. Whiteside),,48,64
222,3,10:57.0,H. Whiteside makes free throw 1 of 2,,49,64
223,3,10:57.0,H. Whiteside misses free throw 2 of 2,,49,64
224,3,10:55.0,,Defensive rebound by D. Arthur,49,64
225,3,10:37.0,,D. Gallinari misses 2-pt jump shot from 20 ft,49,64
226,3,10:36.0,Defensive rebound by Team,,49,64
227,3,10:17.0,Turnover by H. Whiteside (3 sec),,49,64
228,3,10:01.0,,G. Harris misses 2-pt jump shot from 12 ft (block by H. Whiteside),49,64
229,3,9:59.0,Defensive rebound by H. Whiteside,,49,64
230,3,9:48.0,B. Udrih makes 2-pt jump shot from 16 ft,,51,64
231,3,9:48.0,,Denver full timeout,51,64
232,3,9:38.0,,G. Harris misses 3-pt jump shot from 23 ft,51,64
233,3,9:37.0,Defensive rebound by H. Whiteside,,51,64
234,3,9:23.0,L. Deng makes 2-pt layup from 1 ft (assist by B. Udrih),,53,64
235,3,9:11.0,,K. Faried misses 2-pt jump shot from 3 ft (block by H. Whiteside),53,64
236,3,9:10.0,,Offensive rebound by Team,53,64
237,3,9:02.0,,D. Gallinari makes 2-pt jump shot from 21 ft (assist by J. Nelson),53,66
238,3,8:45.0,G. Green misses 3-pt jump shot from 25 ft,,53,66
239,3,8:44.0,,Defensive rebound by D. Arthur,53,66
240,3,8:38.0,,Loose ball foul by D. Gallinari (drawn by H. Whiteside),53,66
241,3,8:38.0,,Turnover by D. Gallinari (offensive foul),53,66
242,3,8:27.0,Turnover by C. Bosh (lost ball; steal by K. Faried),,53,66
243,3,8:25.0,,Turnover by J. Nelson (bad pass),53,66
244,3,8:11.0,Shooting foul by D. Arthur (drawn by C. Bosh),,53,66
245,3,8:11.0,C. Bosh makes free throw 1 of 2,,54,66
246,3,8:11.0,C. Bosh makes free throw 2 of 2,,55,66
247,3,7:59.0,,Turnover by D. Arthur (lost ball),55,66
248,3,7:41.0,C. Bosh makes 2-pt jump shot from 14 ft,,57,66
249,3,7:24.0,,Shooting foul by C. Bosh (drawn by K. Faried),57,66
250,3,7:24.0,,K. Faried makes free throw 1 of 2,57,67
251,3,7:24.0,,K. Faried makes free throw 2 of 2,57,68
252,3,7:05.0,C. Bosh makes 2-pt jump shot from 17 ft,,59,68
253,3,6:56.0,,Personal foul by L. Deng (drawn by D. Gallinari),59,68
254,3,6:49.0,,D. Gallinari misses 2-pt layup from 2 ft,59,68
255,3,6:49.0,Defensive rebound by C. Bosh,,59,68
256,3,6:32.0,G. Green misses 2-pt jump shot from 7 ft (block by J. Nelson),,59,68
257,3,6:31.0,,Defensive rebound by D. Arthur,59,68
258,3,6:29.0,,Shooting foul by C. Bosh (drawn by K. Faried),59,68
259,3,6:29.0,,K. Faried makes free throw 1 of 2,59,69
260,3,6:29.0,J. Winslow enters the game for L. Deng,,59,69
261,3,6:29.0,,K. Faried makes free throw 2 of 2,59,70
262,3,6:17.0,Personal foul by D. Arthur (drawn by G. Green),,59,70
263,3,6:17.0,,W. Barton enters the game for D. Arthur,59,70
264,3,6:01.0,B. Udrih misses 2-pt jump shot from 21 ft,,59,70
265,3,6:00.0,,Defensive rebound by K. Faried,59,70
266,3,5:57.0,,E. Mudiay enters the game for J. Nelson,59,70
267,3,5:43.0,,K. Faried makes 2-pt jump shot from 16 ft,59,72
268,3,5:42.0,Miami full timeout,,59,72
269,3,5:21.0,C. Bosh misses 3-pt jump shot from 22 ft,,59,72
270,3,5:20.0,,Defensive rebound by E. Mudiay,59,72
271,3,5:11.0,,W. Barton misses 3-pt jump shot from 24 ft,59,72
272,3,5:11.0,Defensive rebound by J. Winslow,,59,72
273,3,5:08.0,J. Winslow misses 2-pt layup from 2 ft (block by K. Faried),,59,72
274,3,5:07.0,Offensive rebound by Team,,59,72
275,3,4:59.0,C. Bosh makes 2-pt layup from 1 ft (assist by B. Udrih),,61,72
276,3,4:44.0,,E. Mudiay makes 2-pt dunk at rim,61,74
277,3,4:27.0,T. Johnson enters the game for G. Green,,61,74
278,3,4:23.0,T. Johnson misses 2-pt jump shot from 3 ft (block by E. Mudiay),,61,74
279,3,4:21.0,Offensive rebound by T. Johnson,,61,74
280,3,4:19.0,T. Johnson misses 2-pt jump shot from 6 ft (block by K. Faried),,61,74
281,3,4:16.0,Offensive rebound by H. Whiteside,,61,74
282,3,4:15.0,H. Whiteside makes 2-pt dunk at rim,,63,74
283,3,4:02.0,,E. Mudiay misses 2-pt jump shot from 17 ft,63,74
284,3,4:02.0,Defensive rebound by H. Whiteside,,63,74
285,3,3:54.0,,N. Jokić enters the game for K. Faried,63,74
286,3,3:44.0,H. Whiteside makes 2-pt jump shot from 13 ft (assist by T. Johnson),,65,74
287,3,3:23.0,L. Deng enters the game for C. Bosh,,65,74
288,3,3:17.0,,G. Harris misses 3-pt jump shot from 25 ft,65,74
289,3,3:15.0,Defensive rebound by H. Whiteside,,65,74
290,3,3:01.0,H. Whiteside makes 2-pt jump shot from 12 ft (assist by T. Johnson),,67,74
291,3,3:01.0,,Denver full timeout,67,74
292,3,2:51.0,,G. Harris makes 2-pt dunk at rim (assist by N. Jokić),67,76
293,3,2:29.0,H. Whiteside misses 2-pt hook shot from 9 ft,,67,76
294,3,2:28.0,,Defensive rebound by N. Jokić,67,76
295,3,2:18.0,,W. Barton misses 2-pt jump shot from 9 ft,67,76
296,3,2:17.0,,Offensive rebound by W. Barton,67,76
297,3,2:16.0,,Shooting foul by H. Whiteside (drawn by W. Barton),67,76
298,3,2:16.0,,W. Barton makes free throw 1 of 2,67,77
299,3,2:16.0,,W. Barton makes free throw 2 of 2,67,78
300,3,2:04.0,Personal foul by G. Harris (drawn by T. Johnson),,67,78
301,3,2:04.0,T. Johnson makes free throw 1 of 2,,68,78
302,3,2:04.0,T. Johnson makes free throw 2 of 2,,69,78
303,3,1:50.0,,G. Harris misses 2-pt jump shot from 11 ft,69,78
304,3,1:50.0,,Offensive rebound by N. Jokić,69,78
305,3,1:47.0,,N. Jokić misses 2-pt jump shot from 4 ft (block by H. Whiteside),69,78
306,3,1:45.0,,Offensive rebound by W. Barton,69,78
307,3,1:41.0,,D. Gallinari misses 3-pt jump shot from 26 ft,69,78
308,3,1:40.0,Defensive rebound by Team,,69,78
309,3,1:17.0,T. Johnson makes 2-pt jump shot from 21 ft (assist by H. Whiteside),,71,78
310,3,1:06.0,,N. Jokić misses 2-pt layup from 1 ft (block by H. Whiteside),71,78
311,3,1:04.0,Defensive rebound by J. Winslow,,71,78
312,3,1:03.0,Turnover by J. Winslow (bad pass),,71,78
313,3,0:52.0,,G. Harris misses 2-pt jump shot from 7 ft (block by H. Whiteside),71,78
314,3,0:50.0,Defensive rebound by H. Whiteside,,71,78
315,3,0:39.0,J. Winslow makes 3-pt jump shot from 25 ft (assist by B. Udrih),,74,78
316,3,0:29.0,,Offensive foul by N. Jokić (drawn by B. Udrih),74,78
317,3,0:29.0,,Turnover by N. Jokić (offensive foul),74,78
318,3,0:07.0,H. Whiteside makes 2-pt dunk at rim (assist by B. Udrih),,76,78
319,3,0:01.0,,W. Barton misses 2-pt jump shot from 13 ft,76,78
320,3,0:00.0,,Offensive rebound by Team,76,78
321,4,11:43.0,L. Deng misses 2-pt layup from 1 ft,,76,78
322,4,11:42.0,,Defensive rebound by W. Barton,76,78
323,4,11:28.0,,W. Barton makes 2-pt jump shot from 20 ft (assist by N. Jokić),76,80
324,4,11:08.0,L. Deng makes 2-pt jump shot from 20 ft (assist by H. Whiteside),,78,80
325,4,10:57.0,,E. Mudiay makes 2-pt jump shot from 18 ft,78,82
326,4,10:28.0,L. Deng makes 2-pt jump shot from 20 ft (assist by J. Winslow),,80,82
327,4,10:04.0,,E. Mudiay misses 2-pt jump shot from 14 ft (block by H. Whiteside),80,82
328,4,10:03.0,Defensive rebound by B. Udrih,,80,82
329,4,9:51.0,J. Winslow makes 2-pt layup from 1 ft (assist by B. Udrih),,82,82
330,4,9:35.0,,Personal foul by J. Winslow (drawn by W. Barton),82,82
331,4,9:35.0,,K. Faried enters the game for N. Jokić,82,82
332,4,9:35.0,,G. Harris enters the game for W. Barton,82,82
333,4,9:25.0,,G. Harris misses 2-pt layup at rim (block by H. Whiteside),82,82
334,4,9:24.0,,Offensive rebound by Team,82,82
335,4,9:19.0,,K. Faried misses 2-pt hook shot from 3 ft,82,82
336,4,9:18.0,Defensive rebound by H. Whiteside,,82,82
337,4,9:09.0,J. Winslow makes 3-pt jump shot from 26 ft (assist by B. Udrih),,85,82
338,4,8:50.0,,Turnover by E. Mudiay (bad pass; steal by J. Winslow),85,82
339,4,8:45.0,L. Deng makes 2-pt layup from 2 ft (assist by T. Johnson),,87,82
340,4,8:45.0,,Denver full timeout,87,82
341,4,8:28.0,,J. Nelson makes 3-pt jump shot from 25 ft (assist by E. Mudiay),87,85
342,4,8:02.0,B. Udrih misses 2-pt jump shot from 15 ft,,87,85
343,4,8:01.0,Offensive rebound by H. Whiteside,,87,85
344,4,7:46.0,L. Deng misses 2-pt jump shot from 15 ft,,87,85
345,4,7:45.0,Offensive rebound by H. Whiteside,,87,85
346,4,7:42.0,Turnover by H. Whiteside (lost ball; steal by D. Arthur),,87,85
347,4,7:36.0,,E. Mudiay misses 2-pt layup from 2 ft,87,85
348,4,7:36.0,Defensive rebound by T. Johnson,,87,85
349,4,7:18.0,L. Deng misses 3-pt jump shot from 23 ft,,87,85
350,4,7:17.0,Offensive rebound by H. Whiteside,,87,85
351,4,7:17.0,H. Whiteside misses 2-pt layup from 2 ft,,87,85
352,4,7:16.0,Offensive rebound by H. Whiteside,,87,85
353,4,7:15.0,Shooting foul by K. Faried (drawn by H. Whiteside),,87,85
354,4,7:15.0,H. Whiteside makes free throw 1 of 2,,88,85
355,4,7:15.0,C. Bosh enters the game for T. Johnson,,88,85
356,4,7:15.0,H. Whiteside misses free throw 2 of 2,,88,85
357,4,7:13.0,,Defensive rebound by K. Faried,88,85
358,4,6:54.0,,D. Arthur makes 2-pt jump shot from 20 ft,88,87
359,4,6:47.0,Miami full timeout,,88,87
360,4,6:47.0,T. Johnson enters the game for H. Whiteside,,88,87
361,4,6:47.0,,D. Gallinari enters the game for E. Mudiay,88,87
362,4,6:34.0,C. Bosh makes 3-pt jump shot from 25 ft (assist by L. Deng),,91,87
363,4,6:17.0,,J. Nelson makes 2-pt jump shot from 21 ft (assist by G. Harris),91,89
364,4,6:02.0,Turnover by C. Bosh (lost ball; steal by D. Arthur),,91,89
365,4,5:49.0,,Shooting foul by C. Bosh (drawn by K. Faried),91,89
366,4,5:49.0,,K. Faried makes free throw 1 of 2,91,90
367,4,5:49.0,,K. Faried makes free throw 2 of 2,91,91
368,4,5:32.0,T. Johnson makes 2-pt jump shot from 3 ft (assist by C. Bosh),,93,91
369,4,5:14.0,,G. Harris misses 2-pt layup from 1 ft,93,91
370,4,5:13.0,Defensive rebound by C. Bosh,,93,91
371,4,4:56.0,T. Johnson misses 3-pt jump shot from 24 ft,,93,91
372,4,4:56.0,,Defensive rebound by K. Faried,93,91
373,4,4:47.0,,J. Nelson misses 2-pt jump shot from 3 ft,93,91
374,4,4:45.0,,Offensive rebound by J. Nelson,93,91
375,4,4:41.0,,K. Faried misses 2-pt layup from 1 ft (block by J. Winslow),93,91
376,4,4:40.0,Defensive rebound by J. Winslow,,93,91
377,4,4:40.0,Offensive foul by J. Winslow (drawn by D. Gallinari),,93,91
378,4,4:40.0,Turnover by J. Winslow (offensive foul),,93,91
379,4,4:28.0,,J. Nelson misses 3-pt jump shot from 25 ft,93,91
380,4,4:27.0,Defensive rebound by L. Deng,,93,91
381,4,4:08.0,B. Udrih misses 3-pt jump shot from 25 ft,,93,91
382,4,4:08.0,,Defensive rebound by G. Harris,93,91
383,4,3:48.0,,K. Faried misses 2-pt hook shot from 4 ft,93,91
