,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PHILADELPHIA_ACTION,BROOKLYN_SCORE,PHILADELPHIA_SCORE
0,1,11:50.0,B. Lopez makes 2-pt dunk at rim (assist by D. Sloan),,2,0
1,1,11:30.0,,N. Noel misses 2-pt jump shot from 20 ft,2,0
2,1,11:29.0,Defensive rebound by W. Ellington,,2,0
3,1,11:11.0,B. Lopez misses 2-pt layup at rim (block by N. Noel),,2,0
4,1,11:09.0,,Defensive rebound by J. Grant,2,0
5,1,10:56.0,,J. Grant misses 2-pt jump shot from 7 ft (block by B. Lopez),2,0
6,1,10:54.0,Defensive rebound by D. Sloan,,2,0
7,1,10:51.0,W. Ellington misses 3-pt jump shot from 28 ft,,2,0
8,1,10:50.0,,Defensive rebound by N. Noel,2,0
9,1,10:41.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by N. Noel),2,3
10,1,10:27.0,M. Brown misses 2-pt layup from 1 ft,,2,3
11,1,10:26.0,,Defensive rebound by H. Thompson,2,3
12,1,10:15.0,,H. Thompson makes 3-pt jump shot from 24 ft (assist by J. Grant),2,6
13,1,9:59.0,T. Young misses 2-pt jump shot from 16 ft,,2,6
14,1,9:58.0,,Defensive rebound by N. Noel,2,6
15,1,9:44.0,,J. Grant makes 2-pt dunk at rim (assist by I. Smith),2,8
16,1,9:34.0,D. Sloan misses 2-pt layup from 2 ft,,2,8
17,1,9:33.0,,Defensive rebound by I. Smith,2,8
18,1,9:27.0,,H. Thompson misses 3-pt jump shot from 24 ft,2,8
19,1,9:25.0,Defensive rebound by T. Young,,2,8
20,1,9:18.0,M. Brown misses 2-pt layup from 2 ft,,2,8
21,1,9:17.0,,Defensive rebound by R. Covington,2,8
22,1,9:10.0,,H. Thompson misses 3-pt jump shot from 26 ft,2,8
23,1,9:08.0,Defensive rebound by B. Lopez,,2,8
24,1,8:41.0,T. Young misses 2-pt jump shot from 8 ft,,2,8
25,1,8:40.0,,Defensive rebound by N. Noel,2,8
26,1,8:31.0,,I. Smith misses 2-pt layup from 1 ft,2,8
27,1,8:30.0,,Offensive rebound by I. Smith,2,8
28,1,8:24.0,,N. Noel makes 2-pt dunk at rim (assist by H. Thompson),2,10
29,1,8:24.0,Brooklyn full timeout,,2,10
30,1,8:09.0,B. Lopez makes 2-pt jump shot from 4 ft (assist by W. Ellington),,4,10
31,1,7:55.0,,R. Covington makes 3-pt jump shot from 27 ft (assist by I. Smith),4,13
32,1,7:34.0,B. Lopez makes 2-pt jump shot from 18 ft,,6,13
33,1,7:20.0,,H. Thompson makes 2-pt jump shot from 20 ft (assist by I. Smith),6,15
34,1,7:15.0,Turnover by W. Ellington (bad pass),,6,15
35,1,7:06.0,,H. Thompson makes 2-pt layup from 1 ft (assist by N. Noel),6,17
36,1,6:47.0,B. Lopez misses 2-pt jump shot from 14 ft,,6,17
37,1,6:45.0,,Defensive rebound by R. Covington,6,17
38,1,6:37.0,,Turnover by N. Noel (bad pass; steal by W. Ellington),6,17
39,1,6:32.0,W. Ellington misses 2-pt layup from 1 ft,,6,17
40,1,6:30.0,Offensive rebound by T. Young,,6,17
41,1,6:30.0,T. Young makes 2-pt layup at rim,,8,17
42,1,6:11.0,,J. Grant makes 2-pt layup from 2 ft (assist by I. Smith),8,19
43,1,5:58.0,T. Young makes 2-pt layup from 1 ft (assist by D. Sloan),,10,19
44,1,5:57.0,,Philadelphia full timeout,10,19
45,1,5:48.0,,Turnover by N. Noel (bad pass; steal by T. Young),10,19
46,1,5:40.0,T. Young misses 2-pt jump shot from 20 ft,,10,19
47,1,5:39.0,,Defensive rebound by N. Noel,10,19
48,1,5:27.0,,N. Noel misses 2-pt jump shot from 14 ft,10,19
49,1,5:24.0,,Offensive rebound by H. Thompson,10,19
50,1,5:23.0,,H. Thompson makes 2-pt layup at rim,10,21
