,QUARTER,TIME_REMAINING,DETROIT_ACTION,OKLAHOMA CITY_ACTION,DETROIT_SCORE,OKLAHOMA CITY_SCORE
385,4,6:45.0,E. İlyasova enters the game for A. Tolliver,,82,92
386,4,6:45.0,,K. Durant enters the game for A. Roberson,82,92
387,4,6:45.0,,R. Westbrook enters the game for D. Augustin,82,92
388,4,6:45.0,,E. Freedom makes free throw 2 of 2,82,93
389,4,6:36.0,Turnover by K. Caldwell-Pope (step out of bounds),,82,93
390,4,6:20.0,,K. Durant makes 3-pt jump shot from 24 ft (assist by E. Freedom),82,96
391,4,6:19.0,Detroit full timeout,,82,96
392,4,6:05.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,82,96
393,4,6:05.0,,Defensive rebound by K. Durant,82,96
394,4,5:59.0,,R. Westbrook makes 3-pt jump shot from 25 ft (assist by K. Durant),82,99
395,4,5:41.0,M. Morris makes 3-pt jump shot from 24 ft (assist by R. Jackson),,85,99
396,4,5:31.0,,Offensive foul by E. Freedom (drawn by K. Caldwell-Pope),85,99
397,4,5:31.0,,Turnover by E. Freedom (offensive foul),85,99
398,4,5:22.0,R. Jackson misses 2-pt jump shot from 3 ft (block by E. Freedom),,85,99
399,4,5:21.0,Offensive rebound by K. Caldwell-Pope,,85,99
400,4,5:08.0,E. İlyasova misses 3-pt jump shot from 24 ft,,85,99
401,4,5:06.0,,Defensive rebound by E. Freedom,85,99
402,4,5:03.0,,Turnover by R. Westbrook (lost ball; steal by R. Jackson),85,99
403,4,4:57.0,R. Jackson makes 2-pt layup from 1 ft,,87,99
404,4,4:57.0,Shooting foul by R. Westbrook (drawn by R. Jackson),,87,99
405,4,4:57.0,R. Jackson misses free throw 1 of 1,,87,99
406,4,4:56.0,,Defensive rebound by K. Durant,87,99
407,4,4:43.0,,Turnover by R. Westbrook (lost ball),87,99
408,4,4:35.0,R. Jackson misses 2-pt layup from 1 ft (block by S. Ibaka),,87,99
409,4,4:34.0,,Defensive rebound by D. Waiters,87,99
410,4,4:25.0,,Turnover by R. Westbrook (offensive foul),87,99
411,4,4:25.0,,Offensive foul by R. Westbrook (drawn by K. Caldwell-Pope),87,99
412,4,4:25.0,,S. Adams enters the game for E. Freedom,87,99
413,4,4:25.0,,D. Augustin enters the game for R. Westbrook,87,99
414,4,4:12.0,R. Jackson misses 2-pt jump shot from 5 ft,,87,99
415,4,4:11.0,Offensive rebound by A. Drummond,,87,99
416,4,4:11.0,A. Drummond misses 2-pt layup from 1 ft,,87,99
417,4,4:11.0,,Defensive rebound by Team,87,99
418,4,4:11.0,Loose ball foul by R. Jackson (drawn by S. Ibaka),,87,99
419,4,3:49.0,,D. Waiters misses 2-pt jump shot from 16 ft,87,99
420,4,3:49.0,Defensive rebound by M. Morris,,87,99
421,4,3:31.0,M. Morris misses 2-pt jump shot from 15 ft,,87,99
422,4,3:30.0,,Defensive rebound by S. Adams,87,99
423,4,3:14.0,,Oklahoma City full timeout,87,99
424,4,3:08.0,,K. Durant misses 3-pt jump shot from 24 ft,87,99
425,4,3:06.0,,Offensive rebound by Team,87,99
426,4,2:51.0,,D. Waiters makes 2-pt jump shot from 16 ft (assist by D. Augustin),87,101
427,4,2:33.0,A. Drummond misses 2-pt layup at rim,,87,101
428,4,2:33.0,,Defensive rebound by S. Adams,87,101
429,4,2:13.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by K. Durant),87,103
430,4,2:00.0,K. Caldwell-Pope misses 2-pt dunk at rim (block by S. Ibaka),,87,103
431,4,1:59.0,Offensive rebound by K. Caldwell-Pope,,87,103
432,4,1:56.0,K. Caldwell-Pope misses 2-pt jump shot from 4 ft,,87,103
433,4,1:56.0,,Defensive rebound by D. Augustin,87,103
434,4,1:35.0,,D. Waiters misses 3-pt jump shot from 24 ft,87,103
435,4,1:33.0,Defensive rebound by E. İlyasova,,87,103
436,4,1:29.0,,Offensive charge foul by E. İlyasova (drawn by D. Augustin),87,103
437,4,1:29.0,Turnover by E. İlyasova (offensive foul),,87,103
438,4,1:08.0,,K. Durant misses 2-pt jump shot from 3 ft,87,103
439,4,1:07.0,,Offensive rebound by D. Augustin,87,103
440,4,0:47.0,,Turnover by S. Ibaka (step out of bounds),87,103
441,4,0:36.0,K. Caldwell-Pope misses 2-pt jump shot from 14 ft,,87,103
442,4,0:35.0,,Defensive rebound by S. Ibaka,87,103
443,4,0:12.0,,Turnover by Team (shot clock),87,103
444,4,0:00.0,R. Jackson misses 3-pt jump shot from 31 ft,,87,103
445,4,0:00.0,Offensive rebound by Team,,87,103
