,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ATLANTA_ACTION,PHILADELPHIA_SCORE,ATLANTA_SCORE
78,1,3:58.0,Offensive rebound by Team,,14,22
79,1,3:45.0,T. Wroten misses 2-pt jump shot from 7 ft,,14,22
80,1,3:43.0,,Defensive rebound by K. Bazemore,14,22
81,1,3:39.0,,Shooting foul by R. Holmes (drawn by K. Bazemore),14,22
82,1,3:39.0,,K. Bazemore makes free throw 1 of 2,14,23
83,1,3:39.0,,K. Bazemore makes free throw 2 of 2,14,24
84,1,3:24.0,T. Wroten makes 2-pt layup at rim,,16,24
85,1,3:11.0,,D. Schröder misses 2-pt layup from 2 ft (block by R. Holmes),16,24
86,1,3:08.0,Defensive rebound by R. Holmes,,16,24
87,1,3:03.0,Personal foul by T. Sefolosha (drawn by H. Thompson),,16,24
88,1,2:47.0,J. Okafor makes 2-pt jump shot from 9 ft,,18,24
89,1,2:45.0,,Atlanta full timeout,18,24
90,1,2:38.0,,Shooting foul by H. Thompson (drawn by T. Splitter),18,24
91,1,2:38.0,,T. Splitter makes free throw 1 of 2,18,25
92,1,2:38.0,,T. Splitter makes free throw 2 of 2,18,26
93,1,2:21.0,J. Okafor misses 2-pt layup from 1 ft (block by T. Splitter),,18,26
94,1,2:21.0,T. McConnell enters the game for T. Wroten,,18,26
95,1,2:21.0,Offensive rebound by Team,,18,26
96,1,2:14.0,H. Thompson makes 2-pt jump shot from 18 ft (assist by R. Holmes),,20,26
97,1,2:01.0,,D. Schröder misses 2-pt jump shot from 15 ft,20,26
98,1,2:00.0,Defensive rebound by N. Stauskas,,20,26
99,1,1:48.0,H. Thompson misses 3-pt jump shot from 24 ft,,20,26
100,1,1:47.0,,Defensive rebound by Team,20,26
101,1,1:47.0,,A. Horford enters the game for P. Millsap,20,26
102,1,1:47.0,J. Grant enters the game for J. Okafor,,20,26
103,1,1:47.0,,K. Korver enters the game for K. Bazemore,20,26
104,1,1:34.0,,T. Splitter makes 2-pt layup from 1 ft,20,28
105,1,1:13.0,R. Holmes misses 3-pt jump shot from 23 ft,,20,28
106,1,1:12.0,Offensive rebound by Team,,20,28
107,1,1:12.0,,Loose ball foul by T. Sefolosha (drawn by H. Thompson),20,28
108,1,1:12.0,H. Thompson misses free throw 1 of 2,,20,28
109,1,1:12.0,Offensive rebound by Team,,20,28
110,1,1:12.0,H. Thompson makes free throw 2 of 2,,21,28
111,1,0:49.0,,T. Sefolosha makes 2-pt layup from 1 ft (assist by T. Splitter),21,30
112,1,0:40.0,R. Holmes makes 2-pt dunk at rim (assist by H. Thompson),,23,30
113,1,0:34.0,,Personal foul by J. Grant (drawn by A. Horford),23,30
114,1,0:34.0,,M. Scott enters the game for T. Splitter,23,30
115,1,0:34.0,R. Covington enters the game for H. Thompson,,23,30
116,1,0:28.0,,A. Horford makes 2-pt layup from 1 ft (assist by D. Schröder),23,32
117,1,0:06.0,Turnover by N. Stauskas (bad pass; steal by K. Korver),,23,32
118,1,0:01.0,,K. Korver misses 3-pt jump shot from 24 ft,23,32
119,1,0:00.0,Defensive rebound by T. McConnell,,23,32
120,2,11:46.0,,Violation by M. Scott (kicked ball),23,32
121,2,11:38.0,J. Grant makes 2-pt dunk at rim (assist by T. McConnell),,25,32
122,2,11:19.0,,A. Horford makes 2-pt jump shot from 18 ft (assist by D. Schröder),25,34
123,2,11:05.0,Turnover by R. Covington (bad pass; steal by K. Korver),,25,34
124,2,10:57.0,,D. Schröder makes 2-pt layup from 1 ft (assist by K. Korver),25,36
125,2,10:46.0,Personal foul by M. Scott (drawn by N. Stauskas),,25,36
126,2,10:46.0,K. Marshall enters the game for T. McConnell,,25,36
127,2,10:46.0,,L. Patterson enters the game for T. Sefolosha,25,36
128,2,10:32.0,K. Marshall makes 3-pt jump shot from 23 ft (assist by R. Covington),,28,36
129,2,10:20.0,J. Okafor enters the game for R. Holmes,,28,36
130,2,10:18.0,,L. Patterson makes 2-pt layup at rim (assist by K. Korver),28,38
131,2,10:18.0,Philadelphia full timeout,,28,38
132,2,9:56.0,K. Marshall makes 2-pt hook shot from 10 ft,,30,38
133,2,9:45.0,,D. Schröder makes 3-pt jump shot from 24 ft,30,41
134,2,9:33.0,Personal foul by D. Schröder (drawn by K. Marshall),,30,41
135,2,9:19.0,J. Okafor misses 2-pt jump shot from 9 ft,,30,41
136,2,9:18.0,,Defensive rebound by A. Horford,30,41
137,2,9:01.0,,D. Schröder makes 2-pt layup from 1 ft,30,43
138,2,8:47.0,Turnover by K. Marshall (bad pass),,30,43
139,2,8:47.0,Official timeout,,30,43
140,2,8:47.0,,Violation by Team (delay of game),30,43
141,2,8:36.0,,D. Schröder makes 2-pt jump shot from 18 ft,30,45
142,2,8:23.0,K. Marshall misses 3-pt jump shot from 24 ft,,30,45
143,2,8:22.0,,Defensive rebound by L. Patterson,30,45
144,2,8:07.0,,M. Scott makes 2-pt jump shot from 5 ft (assist by D. Schröder),30,47
145,2,8:01.0,Philadelphia full timeout,,30,47
146,2,8:01.0,,T. Splitter enters the game for A. Horford,30,47
147,2,8:01.0,,J. Teague enters the game for K. Korver,30,47
148,2,8:01.0,T. Wroten enters the game for J. Grant,,30,47
149,2,8:01.0,I. Canaan enters the game for K. Marshall,,30,47
150,2,8:01.0,H. Thompson enters the game for N. Stauskas,,30,47
151,2,7:55.0,,Violation by J. Teague (kicked ball),30,47
152,2,7:46.0,I. Canaan misses 2-pt jump shot from 20 ft,,30,47
153,2,7:45.0,,Defensive rebound by J. Teague,30,47
154,2,7:29.0,,J. Teague makes 2-pt layup from 1 ft,30,49
155,2,7:15.0,Shooting foul by J. Teague (drawn by T. Wroten),,30,49
156,2,7:15.0,T. Wroten misses free throw 1 of 2,,30,49
157,2,7:15.0,Offensive rebound by Team,,30,49
158,2,7:15.0,T. Wroten makes free throw 2 of 2,,31,49
159,2,6:58.0,,L. Patterson misses 2-pt layup at rim,31,49
160,2,6:57.0,Defensive rebound by R. Covington,,31,49
161,2,6:47.0,Turnover by T. Wroten (bad pass; steal by T. Splitter),,31,49
162,2,6:38.0,,D. Schröder misses 3-pt jump shot from 24 ft,31,49
163,2,6:37.0,,Offensive rebound by M. Scott,31,49
164,2,6:31.0,,T. Splitter makes 2-pt layup from 1 ft (assist by L. Patterson),31,51
165,2,6:21.0,T. Wroten makes 3-pt jump shot from 24 ft (assist by R. Covington),,34,51
166,2,6:05.0,,J. Teague makes 2-pt jump shot from 10 ft,34,53
167,2,5:55.0,Turnover by I. Canaan (bad pass; steal by D. Schröder),,34,53
168,2,5:50.0,,J. Teague makes 2-pt layup at rim (assist by D. Schröder),34,55
169,2,5:28.0,J. Okafor makes 2-pt layup from 1 ft,,36,55
170,2,5:10.0,,T. Splitter misses 2-pt jump shot from 4 ft,36,55
171,2,5:09.0,,Offensive rebound by T. Splitter,36,55
172,2,5:03.0,,L. Patterson misses 3-pt jump shot from 23 ft,36,55
173,2,5:01.0,Defensive rebound by H. Thompson,,36,55
174,2,4:53.0,T. Wroten misses 3-pt jump shot from 24 ft,,36,55
175,2,4:51.0,,Defensive rebound by L. Patterson,36,55
176,2,4:44.0,,L. Patterson makes 2-pt layup from 2 ft,36,57
177,2,4:35.0,Philadelphia full timeout,,36,57
178,2,4:35.0,,K. Bazemore enters the game for T. Splitter,36,57
179,2,4:35.0,,T. Sefolosha enters the game for D. Schröder,36,57
180,2,4:35.0,,A. Horford enters the game for M. Scott,36,57
181,2,4:35.0,,P. Millsap enters the game for L. Patterson,36,57
182,2,4:35.0,T. McConnell enters the game for R. Covington,,36,57
183,2,4:35.0,J. Sampson enters the game for J. Okafor,,36,57
184,2,4:35.0,J. Grant enters the game for T. Wroten,,36,57
185,2,4:35.0,R. Holmes enters the game for H. Thompson,,36,57
186,2,4:17.0,I. Canaan misses 2-pt jump shot from 10 ft,,36,57
187,2,4:16.0,Offensive rebound by R. Holmes,,36,57
188,2,4:16.0,R. Holmes makes 2-pt layup from 1 ft,,38,57
189,2,3:51.0,,K. Bazemore misses 3-pt jump shot from 24 ft,38,57
190,2,3:48.0,Defensive rebound by J. Sampson,,38,57
191,2,3:44.0,Turnover by T. McConnell (bad pass; steal by J. Teague),,38,57
192,2,3:42.0,,Clear path foul by T. McConnell,38,57
193,2,3:42.0,,J. Teague makes clear path free throw 1 of 2,38,58
194,2,3:42.0,,J. Teague makes clear path free throw 2 of 2,38,59
195,2,3:32.0,,A. Horford makes 2-pt jump shot from 7 ft (assist by K. Bazemore),38,61
196,2,3:24.0,Personal foul by T. Sefolosha (drawn by J. Sampson),,38,61
197,2,3:06.0,I. Canaan makes 2-pt jump shot from 19 ft,,40,61
198,2,3:03.0,Violation by Team (delay of game),,40,61
199,2,2:46.0,,T. Sefolosha makes 2-pt jump shot from 18 ft (assist by A. Horford),40,63
200,2,2:29.0,T. McConnell makes 3-pt jump shot from 24 ft (assist by J. Sampson),,43,63
201,2,2:13.0,Offensive charge foul by P. Millsap (drawn by J. Grant),,43,63
202,2,2:13.0,,Turnover by P. Millsap (offensive foul),43,63
203,2,2:01.0,J. Sampson makes 2-pt hook shot from 1 ft (assist by R. Holmes),,45,63
204,2,1:50.0,,Personal foul by J. Sampson (drawn by K. Bazemore),45,63
205,2,1:43.0,,P. Millsap makes 2-pt jump shot from 18 ft (assist by J. Teague),45,65
206,2,1:31.0,T. McConnell makes 2-pt jump shot from 18 ft,,47,65
207,2,1:16.0,,T. Sefolosha misses 3-pt jump shot from 25 ft,47,65
208,2,1:15.0,Defensive rebound by J. Sampson,,47,65
209,2,1:08.0,I. Canaan makes 3-pt jump shot from 25 ft (assist by J. Sampson),,50,65
210,2,0:57.0,,Personal foul by J. Sampson (drawn by P. Millsap),50,65
211,2,0:57.0,,P. Millsap misses free throw 1 of 2,50,65
212,2,0:57.0,,Offensive rebound by Team,50,65
213,2,0:57.0,,P. Millsap makes free throw 2 of 2,50,66
214,2,0:46.0,I. Canaan makes 3-pt jump shot from 25 ft,,53,66
215,2,0:27.0,,K. Bazemore misses 2-pt jump shot from 19 ft,53,66
216,2,0:26.0,Defensive rebound by J. Sampson,,53,66
217,2,0:06.0,Shooting foul by P. Millsap (drawn by I. Canaan),,53,66
218,2,0:06.0,I. Canaan makes free throw 1 of 2,,54,66
219,2,0:06.0,,K. Korver enters the game for T. Sefolosha,54,66
220,2,0:06.0,I. Canaan makes free throw 2 of 2,,55,66
221,3,11:39.0,K. Marshall misses 3-pt jump shot from 24 ft,,55,66
222,3,11:37.0,,Defensive rebound by K. Bazemore,55,66
223,3,11:25.0,,P. Millsap makes 2-pt jump shot from 3 ft (assist by K. Bazemore),55,68
224,3,11:25.0,,Shooting foul by R. Covington (drawn by P. Millsap),55,68
225,3,11:25.0,,P. Millsap makes free throw 1 of 1,55,69
226,3,11:18.0,Personal foul by K. Korver (drawn by R. Covington),,55,69
227,3,11:07.0,Turnover by I. Canaan (bad pass; steal by J. Teague),,55,69
228,3,10:50.0,,A. Horford misses 2-pt jump shot from 19 ft,55,69
229,3,10:48.0,Defensive rebound by J. Okafor,,55,69
230,3,10:34.0,K. Marshall makes 2-pt jump shot from 22 ft (assist by R. Covington),,57,69
231,3,10:12.0,,Shooting foul by J. Okafor (drawn by J. Teague),57,69
232,3,10:12.0,,J. Teague makes free throw 1 of 2,57,70
233,3,10:12.0,,J. Teague makes free throw 2 of 2,57,71
234,3,9:50.0,J. Okafor makes 2-pt layup from 1 ft,,59,71
235,3,9:30.0,,P. Millsap makes 2-pt jump shot from 11 ft (assist by K. Bazemore),59,73
236,3,9:16.0,J. Okafor makes 2-pt layup from 2 ft,,61,73
237,3,8:59.0,,Personal foul by I. Canaan (drawn by K. Bazemore),61,73
238,3,8:53.0,,Turnover by A. Horford (lost ball; steal by I. Canaan),61,73
239,3,8:43.0,I. Canaan makes 3-pt jump shot from 24 ft,,64,73
240,3,8:28.0,,A. Horford misses 2-pt hook shot from 6 ft,64,73
241,3,8:28.0,,Offensive rebound by Team,64,73
242,3,8:28.0,Loose ball foul by J. Grant (drawn by P. Millsap),,64,73
243,3,8:28.0,T. Wroten enters the game for K. Marshall,,64,73
244,3,8:23.0,,Personal foul by R. Covington (drawn by P. Millsap),64,73
245,3,8:23.0,,P. Millsap makes free throw 1 of 2,64,74
246,3,8:23.0,,P. Millsap makes free throw 2 of 2,64,75
247,3,8:12.0,Shooting foul by K. Korver (drawn by R. Covington),,64,75
248,3,8:12.0,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Grant),,67,75
249,3,8:12.0,R. Covington makes free throw 1 of 1,,68,75
250,3,8:02.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),68,78
251,3,7:49.0,J. Grant misses 2-pt layup from 1 ft (block by K. Bazemore),,68,78
252,3,7:49.0,Offensive rebound by Team,,68,78
253,3,7:49.0,R. Holmes enters the game for J. Grant,,68,78
254,3,7:35.0,I. Canaan misses 3-pt jump shot from 25 ft,,68,78
255,3,7:34.0,,Defensive rebound by Team,68,78
256,3,7:19.0,,Def 3 sec tech foul by R. Holmes,68,78
257,3,7:19.0,,K. Korver makes technical free throw,68,79
258,3,7:12.0,,K. Korver makes 3-pt jump shot from 24 ft (assist by J. Teague),68,82
259,3,6:56.0,Turnover by T. Wroten (lost ball),,68,82
260,3,6:49.0,,A. Horford misses 2-pt jump shot from 15 ft,68,82
261,3,6:48.0,Defensive rebound by T. Wroten,,68,82
262,3,6:41.0,T. Wroten makes 2-pt layup at rim,,70,82
263,3,6:27.0,,A. Horford misses 2-pt layup from 1 ft (block by R. Holmes),70,82
264,3,6:24.0,Defensive rebound by J. Okafor,,70,82
265,3,6:21.0,Philadelphia full timeout,,70,82
266,3,6:21.0,,T. Sefolosha enters the game for K. Bazemore,70,82
267,3,6:21.0,,T. Splitter enters the game for A. Horford,70,82
268,3,6:12.0,Shooting foul by T. Sefolosha (drawn by I. Canaan),,70,82
269,3,6:12.0,I. Canaan misses free throw 1 of 3,,70,82
270,3,6:12.0,Offensive rebound by Team,,70,82
271,3,6:12.0,I. Canaan makes free throw 2 of 3,,71,82
272,3,6:12.0,I. Canaan makes free throw 3 of 3,,72,82
273,3,5:49.0,,Turnover by K. Korver (lost ball; steal by R. Covington),72,82
274,3,5:39.0,R. Holmes misses 2-pt layup from 1 ft (block by J. Teague),,72,82
275,3,5:37.0,,Defensive rebound by K. Korver,72,82
276,3,5:30.0,,T. Splitter makes 2-pt layup from 1 ft (assist by K. Korver),72,84
277,3,5:15.0,R. Covington misses 2-pt layup at rim (block by P. Millsap),,72,84
278,3,5:12.0,,Defensive rebound by K. Korver,72,84
279,3,4:57.0,,P. Millsap makes 3-pt jump shot from 24 ft,72,87
280,3,4:29.0,Turnover by Team (shot clock),,72,87
281,3,4:29.0,J. Grant enters the game for J. Okafor,,72,87
282,3,4:29.0,N. Stauskas enters the game for I. Canaan,,72,87
283,3,4:15.0,Violation by R. Holmes (def goaltending),,72,87
284,3,4:15.0,,P. Millsap makes 2-pt jump shot from 3 ft (assist by J. Teague),72,89
285,3,4:03.0,T. Wroten misses 2-pt jump shot from 7 ft (block by J. Teague),,72,89
286,3,4:03.0,Offensive rebound by Team,,72,89
287,3,4:03.0,,D. Schröder enters the game for J. Teague,72,89
288,3,4:03.0,,K. Bazemore enters the game for K. Korver,72,89
289,3,4:03.0,H. Thompson enters the game for R. Covington,,72,89
290,3,3:51.0,J. Grant misses 3-pt jump shot from 24 ft,,72,89
291,3,3:50.0,,Defensive rebound by K. Bazemore,72,89
292,3,3:44.0,,Shooting foul by R. Holmes (drawn by P. Millsap),72,89
293,3,3:44.0,,P. Millsap makes free throw 1 of 2,72,90
294,3,3:44.0,,P. Millsap makes free throw 2 of 2,72,91
295,3,3:30.0,Turnover by T. Wroten (bad pass),,72,91
296,3,3:11.0,Violation by J. Grant (def goaltending),,72,91
297,3,3:11.0,,T. Splitter makes 2-pt layup from 1 ft (assist by P. Millsap),72,93
298,3,3:00.0,T. Wroten makes 2-pt jump shot from 16 ft,,74,93
299,3,3:00.0,Shooting foul by D. Schröder (drawn by T. Wroten),,74,93
300,3,3:00.0,T. Wroten makes free throw 1 of 1,,75,93
301,3,3:00.0,,Atlanta full timeout,75,93
302,3,2:48.0,,Personal foul by T. Wroten (drawn by D. Schröder),75,93
303,3,2:48.0,,D. Schröder makes free throw 1 of 2,75,94
304,3,2:48.0,J. Okafor enters the game for R. Holmes,,75,94
305,3,2:48.0,,D. Schröder makes free throw 2 of 2,75,95
306,3,2:34.0,Turnover by H. Thompson (lost ball; steal by K. Bazemore),,75,95
307,3,2:28.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by D. Schröder),75,97
308,3,2:12.0,T. Wroten misses 2-pt layup from 1 ft (block by K. Bazemore),,75,97
309,3,2:12.0,Offensive rebound by Team,,75,97
310,3,2:12.0,,A. Horford enters the game for P. Millsap,75,97
311,3,2:05.0,T. Wroten misses 3-pt jump shot from 25 ft,,75,97
312,3,2:02.0,,Defensive rebound by T. Sefolosha,75,97
313,3,1:53.0,,K. Bazemore misses 2-pt jump shot from 19 ft,75,97
314,3,1:51.0,Defensive rebound by T. Wroten,,75,97
315,3,1:41.0,H. Thompson misses 3-pt jump shot from 25 ft,,75,97
316,3,1:40.0,,Defensive rebound by A. Horford,75,97
317,3,1:32.0,,D. Schröder makes 2-pt jump shot from 17 ft,75,99
318,3,1:18.0,J. Okafor misses 2-pt jump shot from 15 ft,,75,99
319,3,1:17.0,,Defensive rebound by A. Horford,75,99
320,3,1:03.0,,D. Schröder makes 3-pt jump shot from 24 ft (assist by T. Splitter),75,102
321,3,0:49.0,Turnover by T. Wroten (bad pass),,75,102
322,3,0:49.0,T. McConnell enters the game for T. Wroten,,75,102
323,3,0:49.0,,M. Scott enters the game for T. Splitter,75,102
324,3,0:33.0,,D. Schröder misses 2-pt jump shot from 9 ft,75,102
325,3,0:31.0,Defensive rebound by J. Grant,,75,102
326,3,0:27.0,Shooting foul by T. Sefolosha (drawn by J. Grant),,75,102
327,3,0:27.0,J. Grant makes free throw 1 of 2,,76,102
328,3,0:27.0,,L. Patterson enters the game for T. Sefolosha,76,102
329,3,0:27.0,J. Sampson enters the game for H. Thompson,,76,102
330,3,0:27.0,J. Grant misses free throw 2 of 2,,76,102
331,3,0:26.0,Offensive rebound by T. McConnell,,76,102
332,3,0:01.0,Turnover by Team (shot clock),,76,102
333,3,0:00.0,,D. Schröder misses 3-pt jump shot from 45 ft,76,102
334,3,0:00.0,,Offensive rebound by Team,76,102
335,4,11:37.0,,D. Schröder misses 2-pt layup from 1 ft,76,102
336,4,11:35.0,Defensive rebound by J. Okafor,,76,102
337,4,11:27.0,J. Sampson makes 2-pt layup from 1 ft,,78,102
338,4,11:15.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by K. Korver),78,105
339,4,10:48.0,J. Sampson makes 2-pt hook shot from 8 ft,,80,105
340,4,10:39.0,,Turnover by K. Korver (illegal screen),80,105
341,4,10:22.0,J. Okafor makes 2-pt layup from 1 ft (assist by T. McConnell),,82,105
342,4,10:14.0,,K. Korver misses 3-pt jump shot from 24 ft,82,105
343,4,10:13.0,Defensive rebound by J. Okafor,,82,105
344,4,10:06.0,Turnover by T. McConnell (step out of bounds),,82,105
345,4,9:44.0,,A. Horford makes 2-pt jump shot from 5 ft (assist by L. Patterson),82,107
346,4,9:27.0,Philadelphia full timeout,,82,107
347,4,9:27.0,Turnover by T. McConnell (bad pass),,82,107
348,4,9:14.0,,Personal foul by I. Canaan (drawn by L. Patterson),82,107
349,4,8:59.0,,Turnover by D. Schröder (bad pass; steal by T. McConnell),82,107
350,4,8:50.0,Shooting foul by L. Patterson (drawn by J. Okafor),,82,107
351,4,8:50.0,J. Okafor misses free throw 1 of 2,,82,107
352,4,8:50.0,Offensive rebound by Team,,82,107
353,4,8:50.0,,M. Muscala enters the game for A. Horford,82,107
354,4,8:50.0,R. Holmes enters the game for J. Grant,,82,107
355,4,8:50.0,J. Okafor makes free throw 2 of 2,,83,107
356,4,8:32.0,,M. Scott misses 3-pt jump shot from 26 ft,83,107
357,4,8:32.0,,Offensive rebound by Team,83,107
358,4,8:32.0,Loose ball foul by J. Okafor (drawn by M. Scott),,83,107
359,4,8:21.0,,M. Scott makes 2-pt layup at rim (assist by L. Patterson),83,109
360,4,8:06.0,I. Canaan makes 3-pt jump shot from 24 ft (assist by R. Holmes),,86,109
361,4,7:59.0,,Turnover by K. Korver (bad pass),86,109
362,4,7:59.0,,S. Mack enters the game for L. Patterson,86,109
363,4,7:48.0,R. Holmes makes 3-pt jump shot from 24 ft (assist by T. McConnell),,89,109
364,4,7:34.0,,M. Muscala makes 3-pt jump shot from 24 ft (assist by K. Korver),89,112
365,4,7:24.0,K. Marshall enters the game for I. Canaan,,89,112
366,4,7:24.0,R. Covington enters the game for T. McConnell,,89,112
367,4,7:10.0,Shooting foul by M. Muscala (drawn by J. Okafor),,89,112
368,4,7:10.0,J. Okafor makes free throw 1 of 2,,90,112
369,4,7:10.0,J. Okafor makes free throw 2 of 2,,91,112
370,4,6:54.0,,M. Muscala misses 3-pt jump shot from 22 ft,91,112
371,4,6:53.0,Defensive rebound by J. Okafor,,91,112
372,4,6:41.0,J. Sampson misses 2-pt hook shot from 5 ft,,91,112
373,4,6:38.0,,Defensive rebound by K. Korver,91,112
374,4,6:30.0,,M. Muscala misses 2-pt layup at rim,91,112
375,4,6:25.0,Defensive rebound by J. Okafor,,91,112
376,4,6:16.0,Turnover by J. Okafor (lost ball; steal by D. Schröder),,91,112
377,4,6:12.0,,S. Mack makes 2-pt layup from 2 ft (assist by D. Schröder),91,114
378,4,6:12.0,Philadelphia full timeout,,91,114
379,4,6:12.0,,J. Holiday enters the game for D. Schröder,91,114
380,4,6:12.0,J. Grant enters the game for J. Okafor,,91,114
381,4,6:05.0,Personal foul by M. Muscala (drawn by R. Holmes),,91,114
382,4,5:53.0,Turnover by R. Holmes (bad pass; steal by S. Mack),,91,114
383,4,5:48.0,,S. Mack makes 2-pt layup from 1 ft,91,116
384,4,5:40.0,Turnover by J. Sampson (bad pass),,91,116
385,4,5:40.0,Official timeout,,91,116
386,4,5:40.0,,T. Sefolosha enters the game for K. Korver,91,116
