,QUARTER,TIME_REMAINING,PHOENIX_ACTION,SACRAMENTO_ACTION,PHOENIX_SCORE,SACRAMENTO_SCORE
58,1,5:09.0,,R. Gay misses 2-pt jump shot from 3 ft (block by P. Tucker),12,14
59,1,5:09.0,,Offensive rebound by Team,12,14
60,1,5:08.0,Violation by D. Booker (kicked ball),,12,14
61,1,5:08.0,,Inbound foul by A. Len,12,14
62,1,5:08.0,,D. Cousins makes free throw 1 of 2,12,15
63,1,5:08.0,,D. Cousins makes free throw 2 of 2,12,16
64,1,4:45.0,P. Tucker misses 3-pt jump shot from 22 ft,,12,16
65,1,4:44.0,,Defensive rebound by R. Rondo,12,16
66,1,4:35.0,,D. Cousins makes 2-pt layup from 2 ft,12,18
67,1,4:20.0,A. Len misses 2-pt jump shot from 4 ft (block by R. Gay),,12,18
68,1,4:20.0,,Defensive rebound by Team,12,18
69,1,4:05.0,,R. Rondo makes 2-pt jump shot from 4 ft (assist by B. McLemore),12,20
70,1,4:04.0,Phoenix full timeout,,12,20
71,1,3:49.0,B. Knight makes 2-pt jump shot from 6 ft (assist by M. Teletović),,14,20
72,1,3:30.0,,D. Cousins makes 2-pt jump shot from 17 ft (assist by B. McLemore),14,22
73,1,3:21.0,Personal foul by O. Casspi (drawn by B. Knight),,14,22
74,1,3:21.0,,M. Belinelli enters the game for B. McLemore,14,22
75,1,3:09.0,M. Teletović misses 2-pt jump shot from 17 ft,,14,22
76,1,3:08.0,,Defensive rebound by R. Rondo,14,22
77,1,2:54.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Rondo),14,24
78,1,2:43.0,Personal foul by R. Rondo (drawn by B. Knight),,14,24
79,1,2:43.0,R. Price enters the game for D. Booker,,14,24
80,1,2:43.0,,D. Collison enters the game for R. Gay,14,24
81,1,2:38.0,Turnover by R. Price (lost ball),,14,24
82,1,2:14.0,T. Warren enters the game for P. Tucker,,14,24
83,1,2:12.0,,M. Belinelli misses 2-pt jump shot from 7 ft,14,24
84,1,2:12.0,,Offensive rebound by Team,14,24
85,1,2:12.0,,Turnover by Team (shot clock),14,24
86,1,1:54.0,M. Teletović misses 2-pt jump shot from 11 ft,,14,24
87,1,1:53.0,,Defensive rebound by O. Casspi,14,24
88,1,1:45.0,,O. Casspi makes 3-pt jump shot from 25 ft (assist by R. Rondo),14,27
89,1,1:30.0,B. Knight misses 2-pt jump shot from 20 ft,,14,27
90,1,1:29.0,,Defensive rebound by D. Cousins,14,27
91,1,1:17.0,,D. Cousins makes 2-pt hook shot from 5 ft,14,29
92,1,1:04.0,Offensive foul by A. Len (drawn by D. Cousins),,14,29
93,1,1:04.0,Turnover by A. Len (offensive foul),,14,29
94,1,1:04.0,J. Leuer enters the game for A. Len,,14,29
95,1,0:55.0,,Shooting foul by T. Warren (drawn by M. Belinelli),14,29
96,1,0:55.0,,M. Belinelli makes free throw 1 of 2,14,30
97,1,0:55.0,,M. Belinelli makes free throw 2 of 2,14,31
98,1,0:43.0,T. Warren makes 2-pt jump shot from 18 ft (assist by R. Price),,16,31
99,1,0:27.0,,D. Cousins misses 2-pt layup from 1 ft (block by M. Teletović),16,31
100,1,0:26.0,Defensive rebound by B. Knight,,16,31
101,1,0:06.0,Personal foul by D. Collison (drawn by B. Knight),,16,31
102,1,0:06.0,,R. Gay enters the game for D. Cousins,16,31
103,1,0:01.0,B. Knight makes 2-pt layup from 3 ft,,18,31
104,2,11:47.0,,Personal foul by R. Price (drawn by M. Belinelli),18,31
105,2,11:43.0,,Turnover by R. Gay (bad pass; steal by D. Booker),18,31
106,2,11:41.0,Flagrant foul type 1 by M. Belinelli (drawn by D. Booker),,18,31
107,2,11:41.0,D. Booker makes flagrant free throw 1 of 2,,19,31
108,2,11:41.0,D. Booker makes flagrant free throw 2 of 2,,20,31
109,2,11:31.0,T. Warren makes 2-pt jump shot from 9 ft,,22,31
110,2,11:18.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by R. Rondo),22,33
111,2,11:13.0,Turnover by R. Price (bad pass; steal by R. Gay),,22,33
112,2,11:07.0,,Turnover by R. Rondo (bad pass; steal by D. Booker),22,33
113,2,11:04.0,D. Booker makes 2-pt dunk at rim,,24,33
114,2,10:50.0,,Shooting foul by J. Leuer (drawn by K. Koufos),24,33
115,2,10:50.0,,K. Koufos makes free throw 1 of 2,24,34
116,2,10:50.0,,B. McLemore enters the game for R. Rondo,24,34
117,2,10:50.0,,K. Koufos misses free throw 2 of 2,24,34
118,2,10:49.0,Defensive rebound by M. Teletović,,24,34
119,2,10:37.0,D. Booker misses 3-pt jump shot from 25 ft,,24,34
120,2,10:37.0,,Defensive rebound by K. Koufos,24,34
121,2,10:32.0,,Turnover by B. McLemore (lost ball; steal by J. Leuer),24,34
122,2,10:22.0,M. Teletović makes 3-pt jump shot from 23 ft (assist by D. Booker),,27,34
123,2,10:04.0,,Personal foul by T. Warren (drawn by K. Koufos),27,34
124,2,9:57.0,,D. Collison misses 3-pt jump shot from 24 ft,27,34
125,2,9:56.0,Defensive rebound by Team,,27,34
126,2,9:44.0,M. Teletović makes 2-pt jump shot from 11 ft (assist by R. Price),,29,34
127,2,9:34.0,,Personal foul by R. Price (drawn by R. Gay),29,34
128,2,9:25.0,,R. Gay misses 2-pt hook shot from 5 ft,29,34
129,2,9:23.0,Defensive rebound by T. Warren,,29,34
130,2,9:11.0,Personal foul by D. Collison (drawn by M. Teletović),,29,34
131,2,9:11.0,,Sacramento full timeout,29,34
132,2,9:09.0,M. Teletović misses 2-pt jump shot from 20 ft,,29,34
133,2,9:08.0,,Defensive rebound by M. Belinelli,29,34
134,2,8:47.0,,R. Gay misses 2-pt jump shot from 4 ft (block by R. Price),29,34
135,2,8:46.0,Defensive rebound by Team,,29,34
136,2,8:46.0,,Loose ball foul by K. Koufos (drawn by D. Booker),29,34
137,2,8:30.0,R. Price makes 2-pt jump shot from 19 ft,,31,34
138,2,8:19.0,,Personal foul by D. Booker (drawn by B. McLemore),31,34
139,2,8:19.0,,B. McLemore makes free throw 1 of 2,31,35
140,2,8:19.0,,B. McLemore makes free throw 2 of 2,31,36
141,2,8:02.0,J. Leuer makes 2-pt jump shot from 20 ft (assist by D. Booker),,33,36
142,2,7:46.0,,D. Collison misses 3-pt jump shot from 23 ft,33,36
143,2,7:46.0,Defensive rebound by R. Price,,33,36
144,2,7:40.0,T. Warren misses 2-pt jump shot from 18 ft,,33,36
145,2,7:40.0,,Defensive rebound by K. Koufos,33,36
146,2,7:31.0,,B. McLemore misses 3-pt jump shot from 23 ft,33,36
147,2,7:30.0,Defensive rebound by T. Warren,,33,36
148,2,7:24.0,T. Warren makes 2-pt jump shot from 14 ft,,35,36
149,2,6:56.0,,M. Belinelli makes 3-pt jump shot from 24 ft,35,39
150,2,6:46.0,J. Leuer misses 3-pt jump shot from 24 ft,,35,39
151,2,6:45.0,,Defensive rebound by D. Collison,35,39
152,2,6:35.0,,Shooting foul by M. Teletović (drawn by K. Koufos),35,39
153,2,6:35.0,,K. Koufos misses free throw 1 of 2,35,39
154,2,6:35.0,,Offensive rebound by Team,35,39
155,2,6:35.0,,K. Koufos misses free throw 2 of 2,35,39
156,2,6:34.0,Defensive rebound by J. Leuer,,35,39
157,2,6:23.0,M. Teletović misses 3-pt jump shot from 25 ft,,35,39
158,2,6:22.0,,Defensive rebound by B. McLemore,35,39
159,2,6:07.0,,M. Belinelli misses 3-pt jump shot from 25 ft,35,39
160,2,6:06.0,Defensive rebound by J. Leuer,,35,39
161,2,5:55.0,D. Booker misses 3-pt jump shot from 23 ft,,35,39
162,2,5:55.0,Offensive rebound by T. Warren,,35,39
163,2,5:50.0,T. Warren makes 2-pt jump shot from 9 ft,,37,39
164,2,5:37.0,,M. Belinelli makes 3-pt jump shot from 25 ft (assist by D. Collison),37,42
165,2,5:13.0,T. Warren makes 2-pt jump shot from 5 ft (assist by R. Price),,39,42
166,2,5:12.0,,Turnover by B. McLemore (bad pass; steal by D. Booker),39,42
167,2,5:11.0,Shooting foul by K. Koufos (drawn by D. Booker),,39,42
168,2,5:11.0,Official timeout,,39,42
169,2,5:11.0,P. Tucker enters the game for M. Teletović,,39,42
170,2,5:11.0,,D. Cousins enters the game for B. McLemore,39,42
171,2,5:11.0,,R. Rondo enters the game for D. Collison,39,42
172,2,5:11.0,,O. Casspi enters the game for K. Koufos,39,42
173,2,5:11.0,D. Booker misses free throw 1 of 2,,39,42
174,2,5:11.0,Offensive rebound by Team,,39,42
175,2,5:11.0,D. Booker makes free throw 2 of 2,,40,42
176,2,4:59.0,,Personal foul by P. Tucker (drawn by D. Cousins),40,42
177,2,4:59.0,,D. Cousins makes free throw 1 of 2,40,43
178,2,4:59.0,,D. Cousins makes free throw 2 of 2,40,44
179,2,4:42.0,J. Leuer makes 3-pt jump shot from 24 ft (assist by R. Price),,43,44
180,2,4:36.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),43,46
181,2,4:36.0,,Shooting foul by P. Tucker (drawn by D. Cousins),43,46
182,2,4:36.0,B. Knight enters the game for R. Price,,43,46
183,2,4:36.0,,D. Cousins misses free throw 1 of 1,43,46
184,2,4:34.0,Defensive rebound by P. Tucker,,43,46
185,2,4:30.0,Personal foul by O. Casspi (drawn by B. Knight),,43,46
186,2,4:30.0,B. Knight makes free throw 1 of 2,,44,46
187,2,4:30.0,B. Knight makes free throw 2 of 2,,45,46
188,2,4:13.0,,R. Gay makes 2-pt jump shot from 14 ft,45,48
189,2,4:03.0,B. Knight makes 2-pt jump shot from 19 ft,,47,48
190,2,3:41.0,,M. Belinelli misses 3-pt jump shot from 24 ft,47,48
191,2,3:41.0,Defensive rebound by J. Leuer,,47,48
192,2,3:32.0,Turnover by J. Leuer (bad pass; steal by M. Belinelli),,47,48
193,2,3:20.0,,R. Rondo misses 2-pt jump shot from 19 ft,47,48
194,2,3:19.0,Defensive rebound by Team,,47,48
195,2,3:19.0,,Loose ball foul by D. Cousins (drawn by J. Leuer),47,48
196,2,3:19.0,J. Leuer makes free throw 1 of 2,,48,48
197,2,3:19.0,J. Leuer makes free throw 2 of 2,,49,48
198,2,3:08.0,,Turnover by R. Rondo (bad pass; steal by B. Knight),49,48
199,2,3:04.0,B. Knight makes 2-pt layup from 3 ft,,51,48
200,2,3:04.0,Shooting foul by R. Gay (drawn by B. Knight),,51,48
201,2,3:04.0,,D. Collison enters the game for M. Belinelli,51,48
202,2,3:04.0,B. Knight misses free throw 1 of 1,,51,48
203,2,3:03.0,,Defensive rebound by D. Cousins,51,48
204,2,2:46.0,,R. Rondo makes 2-pt layup from 2 ft,51,50
205,2,2:35.0,Turnover by J. Leuer (lost ball; steal by D. Cousins),,51,50
206,2,2:32.0,,Shooting foul by J. Leuer (drawn by D. Cousins),51,50
207,2,2:32.0,Phoenix full timeout,,51,50
208,2,2:32.0,,J. Anderson enters the game for R. Gay,51,50
209,2,2:32.0,,D. Cousins makes free throw 1 of 2,51,51
210,2,2:32.0,,D. Cousins makes free throw 2 of 2,51,52
211,2,2:18.0,T. Warren misses 2-pt jump shot from 13 ft,,51,52
212,2,2:18.0,,Defensive rebound by O. Casspi,51,52
213,2,2:07.0,,Shooting foul by J. Leuer (drawn by D. Cousins),51,52
214,2,2:07.0,,D. Cousins makes free throw 1 of 2,51,53
215,2,2:07.0,T. Chandler enters the game for J. Leuer,,51,53
216,2,2:07.0,,D. Cousins makes free throw 2 of 2,51,54
217,2,1:55.0,B. Knight misses 2-pt jump shot from 21 ft,,51,54
218,2,1:54.0,,Defensive rebound by D. Collison,51,54
219,2,1:40.0,,O. Casspi misses 3-pt jump shot from 23 ft,51,54
220,2,1:39.0,Defensive rebound by T. Chandler,,51,54
221,2,1:29.0,P. Tucker misses 2-pt layup from 3 ft,,51,54
222,2,1:29.0,,Defensive rebound by J. Anderson,51,54
223,2,1:19.0,,D. Cousins makes 3-pt jump shot from 25 ft (assist by R. Rondo),51,57
224,2,1:05.0,Shooting foul by J. Anderson (drawn by T. Warren),,51,57
225,2,1:05.0,,Technical foul by Team,51,57
226,2,1:05.0,B. Knight makes technical free throw,,52,57
227,2,1:05.0,T. Warren misses free throw 1 of 2,,52,57
228,2,1:05.0,Offensive rebound by Team,,52,57
229,2,1:05.0,T. Warren makes free throw 2 of 2,,53,57
230,2,0:52.0,,Turnover by J. Anderson (bad pass; steal by P. Tucker),53,57
231,2,0:30.0,T. Warren misses 2-pt jump shot from 16 ft,,53,57
232,2,0:30.0,,Defensive rebound by J. Anderson,53,57
233,2,0:09.0,,Turnover by D. Cousins (traveling),53,57
234,2,0:09.0,Phoenix full timeout,,53,57
235,2,0:09.0,,B. McLemore enters the game for O. Casspi,53,57
236,2,0:09.0,J. Leuer enters the game for T. Chandler,,53,57
237,2,0:09.0,,R. Gay enters the game for D. Cousins,53,57
238,2,0:08.0,Turnover by T. Warren (bad pass; steal by R. Rondo),,53,57
239,2,0:05.0,,D. Collison makes 2-pt layup from 2 ft (assist by R. Rondo),53,59
240,2,0:02.0,T. Warren misses 3-pt jump shot from 30 ft,,53,59
241,2,0:01.0,,Defensive rebound by J. Anderson,53,59
242,3,11:45.0,,R. Gay makes 2-pt jump shot from 8 ft,53,61
243,3,11:23.0,B. Knight misses 2-pt layup from 3 ft,,53,61
244,3,11:23.0,,Defensive rebound by D. Cousins,53,61
245,3,11:14.0,,Turnover by R. Gay (bad pass; steal by T. Chandler),53,61
246,3,10:53.0,B. Knight makes 2-pt jump shot from 22 ft (assist by T. Warren),,55,61
247,3,10:44.0,,D. Cousins makes 2-pt jump shot from 19 ft (assist by R. Rondo),55,63
248,3,10:25.0,T. Warren makes 2-pt jump shot from 12 ft (assist by T. Chandler),,57,63
249,3,10:14.0,,R. Gay misses 2-pt layup from 4 ft (block by P. Tucker),57,63
250,3,10:12.0,Defensive rebound by B. Knight,,57,63
251,3,10:10.0,T. Warren makes 2-pt dunk at rim (assist by B. Knight),,59,63
252,3,9:52.0,,R. Gay misses 3-pt jump shot from 23 ft,59,63
253,3,9:50.0,Defensive rebound by B. Knight,,59,63
254,3,9:35.0,T. Chandler makes 2-pt layup from 2 ft (assist by B. Knight),,61,63
255,3,9:35.0,Shooting foul by B. McLemore (drawn by T. Chandler),,61,63
256,3,9:35.0,T. Chandler makes free throw 1 of 1,,62,63
257,3,9:22.0,,Turnover by B. McLemore (bad pass),62,63
258,3,9:16.0,B. Knight makes 2-pt layup from 3 ft,,64,63
259,3,9:11.0,,Sacramento full timeout,64,63
260,3,9:00.0,,R. Gay makes 2-pt layup from 2 ft (assist by R. Rondo),64,65
261,3,8:39.0,Shooting foul by O. Casspi (drawn by P. Tucker),,64,65
262,3,8:39.0,,Technical foul by O. Casspi,64,65
263,3,8:39.0,B. Knight makes technical free throw,,65,65
264,3,8:39.0,P. Tucker makes free throw 1 of 2,,66,65
265,3,8:39.0,P. Tucker makes free throw 2 of 2,,67,65
266,3,8:29.0,,Personal foul by T. Chandler (drawn by D. Cousins),67,65
267,3,8:22.0,,O. Casspi misses 3-pt jump shot from 25 ft,67,65
268,3,8:21.0,,Offensive rebound by R. Rondo,67,65
269,3,8:16.0,,R. Gay makes 2-pt layup from 3 ft (assist by R. Rondo),67,67
270,3,8:03.0,T. Warren makes 2-pt jump shot from 21 ft,,69,67
271,3,7:59.0,,Personal foul by T. Warren (drawn by D. Cousins),69,67
272,3,7:51.0,,Turnover by B. McLemore (3 sec),69,67
273,3,7:46.0,Personal foul by D. Cousins (drawn by B. Knight),,69,67
274,3,7:36.0,T. Chandler makes 2-pt dunk at rim (assist by T. Warren),,71,67
275,3,7:21.0,,R. Rondo makes 2-pt layup from 2 ft,71,69
276,3,7:12.0,B. Knight misses 2-pt jump shot from 12 ft,,71,69
277,3,7:11.0,,Defensive rebound by O. Casspi,71,69
278,3,7:06.0,,Shooting foul by D. Booker (drawn by R. Rondo),71,69
279,3,7:06.0,,R. Rondo makes free throw 1 of 2,71,70
280,3,7:06.0,,D. Collison enters the game for B. McLemore,71,70
281,3,7:06.0,,R. Rondo makes free throw 2 of 2,71,71
282,3,6:56.0,Turnover by T. Warren (lost ball; steal by O. Casspi),,71,71
283,3,6:53.0,,R. Gay makes 2-pt dunk at rim (assist by O. Casspi),71,73
284,3,6:29.0,T. Warren misses 3-pt jump shot from 22 ft,,71,73
285,3,6:29.0,,Defensive rebound by R. Gay,71,73
286,3,6:25.0,,D. Collison misses 2-pt layup from 1 ft (block by P. Tucker),71,73
287,3,6:23.0,,Offensive rebound by D. Cousins,71,73
288,3,6:23.0,,D. Cousins makes 2-pt layup from 2 ft,71,75
289,3,6:23.0,Phoenix full timeout,,71,75
290,3,6:15.0,Personal foul by R. Rondo (drawn by D. Booker),,71,75
291,3,6:03.0,Turnover by T. Warren (bad pass),,71,75
292,3,6:03.0,Loose ball foul by T. Chandler (drawn by R. Gay),,71,75
293,3,6:03.0,Technical foul by T. Chandler,,71,75
294,3,6:03.0,,D. Collison makes technical free throw,71,76
295,3,6:03.0,R. Price enters the game for T. Chandler,,71,76
296,3,6:03.0,J. Leuer enters the game for D. Booker,,71,76
297,3,5:39.0,,R. Rondo makes 3-pt jump shot from 23 ft (assist by D. Collison),71,79
298,3,5:26.0,R. Price makes 3-pt jump shot from 23 ft (assist by P. Tucker),,74,79
299,3,5:19.0,,Turnover by D. Collison (palming),74,79
300,3,5:14.0,B. Knight misses 2-pt jump shot from 4 ft,,74,79
301,3,5:13.0,,Defensive rebound by R. Rondo,74,79
302,3,5:01.0,,D. Cousins makes 2-pt jump shot from 14 ft,74,81
303,3,4:49.0,T. Warren makes 2-pt jump shot from 20 ft (assist by J. Leuer),,76,81
304,3,4:37.0,,Personal foul by R. Price (drawn by D. Cousins),76,81
305,3,4:37.0,,D. Cousins misses free throw 1 of 2,76,81
306,3,4:37.0,,Offensive rebound by Team,76,81
307,3,4:37.0,,M. Belinelli enters the game for R. Gay,76,81
308,3,4:37.0,,D. Cousins makes free throw 2 of 2,76,82
309,3,4:21.0,R. Price makes 3-pt jump shot from 25 ft,,79,82
310,3,4:07.0,,R. Rondo makes 2-pt layup from 2 ft,79,84
311,3,3:59.0,Personal foul by D. Cousins (drawn by J. Leuer),,79,84
312,3,3:59.0,J. Leuer makes free throw 1 of 2,,80,84
313,3,3:59.0,J. Leuer makes free throw 2 of 2,,81,84
314,3,3:45.0,,M. Belinelli makes 2-pt jump shot from 19 ft (assist by R. Rondo),81,86
315,3,3:37.0,T. Warren misses 2-pt jump shot from 5 ft,,81,86
316,3,3:36.0,,Defensive rebound by D. Cousins,81,86
317,3,3:20.0,,O. Casspi makes 2-pt jump shot from 8 ft,81,88
318,3,3:20.0,,Shooting foul by J. Leuer (drawn by O. Casspi),81,88
319,3,3:20.0,,O. Casspi makes free throw 1 of 1,81,89
320,3,3:09.0,J. Leuer misses 3-pt jump shot from 24 ft,,81,89
321,3,3:08.0,,Defensive rebound by O. Casspi,81,89
322,3,3:03.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Rondo),81,91
323,3,2:52.0,J. Leuer makes 2-pt dunk at rim (assist by R. Price),,83,91
324,3,2:28.0,,Shooting foul by B. Knight (drawn by D. Collison),83,91
325,3,2:28.0,,D. Collison makes free throw 1 of 3,83,92
326,3,2:28.0,,D. Collison makes free throw 2 of 3,83,93
327,3,2:28.0,D. Booker enters the game for P. Tucker,,83,93
328,3,2:28.0,M. Teletović enters the game for B. Knight,,83,93
329,3,2:28.0,,D. Collison makes free throw 3 of 3,83,94
330,3,2:09.0,Personal foul by M. Belinelli (drawn by R. Price),,83,94
331,3,2:09.0,R. Price makes free throw 1 of 2,,84,94
332,3,2:09.0,R. Price makes free throw 2 of 2,,85,94
333,3,1:56.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by R. Rondo),85,96
334,3,1:56.0,,Shooting foul by T. Warren (drawn by M. Belinelli),85,96
335,3,1:56.0,,K. Koufos enters the game for D. Cousins,85,96
336,3,1:56.0,,M. Belinelli makes free throw 1 of 1,85,97
337,3,1:42.0,J. Leuer misses 2-pt jump shot from 6 ft,,85,97
338,3,1:42.0,,Defensive rebound by R. Rondo,85,97
339,3,1:22.0,,M. Belinelli makes 2-pt jump shot from 21 ft (assist by R. Rondo),85,99
340,3,1:05.0,R. Price misses 2-pt jump shot from 17 ft,,85,99
341,3,1:04.0,,Defensive rebound by K. Koufos,85,99
342,3,1:00.0,,R. Rondo misses 2-pt layup from 2 ft,85,99
343,3,0:59.0,Defensive rebound by J. Leuer,,85,99
344,3,0:52.0,D. Booker makes 2-pt layup from 1 ft,,87,99
345,3,0:45.0,,K. Koufos makes 2-pt dunk at rim (assist by R. Rondo),87,101
346,3,0:36.0,Turnover by J. Leuer (lost ball),,87,101
347,3,0:30.0,,D. Collison makes 2-pt jump shot from 19 ft,87,103
348,3,0:15.0,R. Price misses 3-pt jump shot from 25 ft,,87,103
349,3,0:15.0,,Defensive rebound by K. Koufos,87,103
350,3,0:02.0,,R. Rondo misses 2-pt layup from 3 ft (block by J. Leuer),87,103
351,3,0:01.0,,Offensive rebound by O. Casspi,87,103
352,3,0:01.0,,O. Casspi misses 2-pt layup from 2 ft,87,103
353,3,0:00.0,,Offensive rebound by K. Koufos,87,103
354,3,0:00.0,Violation by Team (delay of game),,87,103
355,4,11:33.0,D. Booker misses 3-pt jump shot from 25 ft,,87,103
356,4,11:32.0,,Defensive rebound by K. Koufos,87,103
357,4,11:22.0,,K. Koufos makes 2-pt hook shot from 5 ft (assist by D. Collison),87,105
358,4,11:11.0,D. Booker makes 2-pt layup from 2 ft (assist by P. Tucker),,89,105
359,4,10:57.0,,M. Belinelli misses 3-pt jump shot from 27 ft,89,105
360,4,10:55.0,Defensive rebound by B. Knight,,89,105
361,4,10:46.0,T. Warren misses 2-pt jump shot from 14 ft,,89,105
362,4,10:45.0,,Defensive rebound by M. Belinelli,89,105
363,4,10:30.0,,D. Collison makes 2-pt jump shot from 19 ft,89,107
364,4,10:20.0,Turnover by D. Booker (bad pass; steal by R. Gay),,89,107
365,4,10:15.0,,J. Anderson makes 2-pt layup from 2 ft (assist by R. Gay),89,109
366,4,9:54.0,B. Knight makes 2-pt jump shot from 19 ft,,91,109
367,4,9:39.0,,R. Gay misses 2-pt jump shot from 6 ft (block by M. Teletović),91,109
368,4,9:37.0,Defensive rebound by T. Warren,,91,109
369,4,9:27.0,D. Booker makes 2-pt jump shot from 21 ft (assist by T. Warren),,93,109
370,4,9:09.0,,J. Anderson makes 3-pt jump shot from 24 ft (assist by D. Collison),93,112
371,4,8:54.0,B. Knight misses 3-pt jump shot from 25 ft,,93,112
372,4,8:53.0,,Defensive rebound by K. Koufos,93,112
373,4,8:40.0,,D. Collison makes 3-pt jump shot from 24 ft,93,115
374,4,8:20.0,Personal foul by D. Collison (drawn by B. Knight),,93,115
375,4,8:20.0,Official timeout,,93,115
376,4,8:20.0,A. Goodwin enters the game for P. Tucker,,93,115
377,4,8:20.0,S. Weems enters the game for T. Warren,,93,115
378,4,8:10.0,A. Goodwin misses 2-pt jump shot from 5 ft (block by K. Koufos),,93,115
379,4,8:08.0,,Defensive rebound by R. Gay,93,115
380,4,8:00.0,,Personal foul by A. Goodwin (drawn by K. Koufos),93,115
381,4,7:54.0,,R. Gay makes 2-pt jump shot from 6 ft,93,117
382,4,7:37.0,B. Knight makes 3-pt jump shot from 23 ft (assist by A. Goodwin),,96,117
383,4,7:15.0,,D. Collison makes 3-pt jump shot from 25 ft (assist by R. Gay),96,120
384,4,7:04.0,S. Weems makes 3-pt jump shot from 23 ft (assist by B. Knight),,99,120
