,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MILWAUKEE_ACTION,BROOKLYN_SCORE,MILWAUKEE_SCORE
0,1,11:35.0,B. Lopez misses 2-pt jump shot from 12 ft,,0,0
1,1,11:33.0,,Defensive rebound by K. Middleton,0,0
2,1,11:17.0,,G. Monroe misses 2-pt jump shot from 9 ft,0,0
3,1,11:16.0,Defensive rebound by B. Lopez,,0,0
4,1,10:56.0,J. Jack makes 2-pt jump shot from 11 ft,,2,0
5,1,10:34.0,,K. Middleton misses 2-pt jump shot from 17 ft,2,0
6,1,10:33.0,,Offensive rebound by G. Monroe,2,0
7,1,10:32.0,,G. Monroe misses 2-pt layup from 1 ft,2,0
8,1,10:29.0,Defensive rebound by J. Johnson,,2,0
9,1,10:21.0,J. Johnson makes 2-pt layup at rim (assist by J. Jack),,4,0
10,1,10:05.0,,T. Ennis misses 2-pt layup from 2 ft (block by B. Lopez),4,0
11,1,10:01.0,,Offensive rebound by G. Monroe,4,0
12,1,10:00.0,,Shooting foul by R. Hollis-Jefferson (drawn by K. Middleton),4,0
13,1,10:00.0,,K. Middleton makes free throw 1 of 3,4,1
14,1,10:00.0,,K. Middleton makes free throw 2 of 3,4,2
15,1,10:00.0,,K. Middleton makes free throw 3 of 3,4,3
16,1,9:42.0,T. Young misses 2-pt hook shot from 5 ft,,4,3
17,1,9:40.0,,Defensive rebound by G. Monroe,4,3
18,1,9:22.0,,G. Antetokounmpo makes 3-pt jump shot from 22 ft (assist by K. Middleton),4,6
19,1,9:13.0,T. Young misses 2-pt jump shot from 5 ft,,4,6
20,1,9:11.0,,Defensive rebound by K. Middleton,4,6
21,1,9:08.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),4,8
22,1,9:06.0,Brooklyn full timeout,,4,8
23,1,8:51.0,Shooting foul by T. Ennis (drawn by J. Jack),,4,8
24,1,8:51.0,J. Jack makes free throw 1 of 2,,5,8
25,1,8:51.0,J. Jack makes free throw 2 of 2,,6,8
26,1,8:39.0,,Shooting foul by R. Hollis-Jefferson (drawn by K. Middleton),6,8
27,1,8:39.0,,K. Middleton misses free throw 1 of 2,6,8
28,1,8:39.0,,Offensive rebound by Team,6,8
29,1,8:39.0,B. Bogdanović enters the game for R. Hollis-Jefferson,,6,8
30,1,8:39.0,,K. Middleton misses free throw 2 of 2,6,8
31,1,8:38.0,Defensive rebound by B. Lopez,,6,8
32,1,8:18.0,B. Lopez makes 2-pt layup from 1 ft,,8,8
33,1,8:04.0,,Personal block foul by T. Young (drawn by J. Parker),8,8
34,1,7:58.0,,J. Parker makes 2-pt jump shot from 16 ft (assist by K. Middleton),8,10
35,1,7:36.0,B. Lopez misses 2-pt jump shot from 13 ft,,8,10
36,1,7:35.0,Offensive rebound by T. Young,,8,10
37,1,7:35.0,T. Young misses 2-pt layup from 1 ft,,8,10
38,1,7:33.0,Offensive rebound by T. Young,,8,10
39,1,7:31.0,T. Young makes 2-pt layup from 1 ft,,10,10
40,1,7:20.0,,T. Ennis misses 2-pt jump shot from 17 ft,10,10
41,1,7:18.0,Defensive rebound by T. Young,,10,10
42,1,7:12.0,Turnover by J. Jack (bad pass; steal by K. Middleton),,10,10
43,1,7:07.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),10,12
44,1,6:45.0,J. Johnson misses 2-pt jump shot from 8 ft,,10,12
45,1,6:43.0,Offensive rebound by J. Johnson,,10,12
46,1,6:42.0,B. Lopez makes 2-pt layup from 2 ft (assist by J. Johnson),,12,12
47,1,6:21.0,,J. Parker misses 2-pt jump shot from 12 ft,12,12
48,1,6:20.0,Defensive rebound by B. Lopez,,12,12
49,1,6:12.0,Personal block foul by T. Ennis (drawn by J. Jack),,12,12
50,1,6:12.0,,G. Vásquez enters the game for T. Ennis,12,12
51,1,6:12.0,,J. O'Bryant enters the game for J. Parker,12,12
52,1,6:00.0,B. Lopez misses 2-pt hook shot from 3 ft,,12,12
53,1,5:59.0,,Defensive rebound by J. O'Bryant,12,12
54,1,5:46.0,,G. Monroe makes 2-pt jump shot from 16 ft (assist by G. Vásquez),12,14
55,1,5:29.0,J. Jack makes 2-pt layup at rim,,14,14
56,1,5:14.0,,J. O'Bryant misses 2-pt jump shot from 12 ft,14,14
57,1,5:12.0,Defensive rebound by J. Jack,,14,14
58,1,5:03.0,Turnover by J. Johnson (lost ball; steal by G. Vásquez),,14,14
59,1,4:59.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,14,14
60,1,4:57.0,Defensive rebound by J. Jack,,14,14
61,1,4:50.0,B. Bogdanović makes 2-pt jump shot from 15 ft (assist by J. Jack),,16,14
62,1,4:26.0,,G. Monroe makes 2-pt layup from 1 ft,16,16
63,1,4:11.0,Personal foul by K. Middleton (drawn by T. Young),,16,16
64,1,4:11.0,S. Larkin enters the game for J. Jack,,16,16
65,1,4:03.0,S. Larkin misses 2-pt layup at rim,,16,16
66,1,4:00.0,,Defensive rebound by G. Vásquez,16,16
67,1,3:53.0,,G. Antetokounmpo misses 2-pt jump shot from 5 ft,16,16
68,1,3:51.0,Defensive rebound by S. Larkin,,16,16
69,1,3:47.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,16,16
70,1,3:46.0,,Defensive rebound by J. O'Bryant,16,16
71,1,3:39.0,,Turnover by G. Antetokounmpo (bad pass; steal by J. Johnson),16,16
72,1,3:35.0,B. Lopez makes 2-pt layup from 1 ft (assist by J. Johnson),,18,16
73,1,3:34.0,,Milwaukee full timeout,18,16
74,1,3:34.0,,J. Henson enters the game for G. Antetokounmpo,18,16
75,1,3:34.0,,J. Bayless enters the game for G. Monroe,18,16
76,1,3:34.0,W. Ellington enters the game for J. Johnson,,18,16
77,1,3:10.0,,Turnover by Team (shot clock),18,16
78,1,3:10.0,Violation by Team (delay of game),,18,16
79,1,3:02.0,Shooting foul by J. Henson (drawn by B. Bogdanović),,18,16
80,1,3:02.0,B. Bogdanović makes free throw 1 of 2,,19,16
