,QUARTER,TIME_REMAINING,ATLANTA_ACTION,WASHINGTON_ACTION,ATLANTA_SCORE,WASHINGTON_SCORE
116,2,10:32.0,,M. Thornton misses 3-pt jump shot from 26 ft,25,25
117,2,10:31.0,Defensive rebound by M. Scott,,25,25
118,2,10:23.0,K. Korver misses 3-pt jump shot from 27 ft,,25,25
119,2,10:22.0,,Defensive rebound by J. Dudley,25,25
120,2,10:16.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by R. Sessions),25,28
121,2,9:54.0,T. Hardaway misses 3-pt jump shot from 24 ft,,25,28
122,2,9:53.0,,Defensive rebound by M. Thornton,25,28
123,2,9:45.0,,R. Sessions misses 2-pt layup from 2 ft,25,28
124,2,9:44.0,Defensive rebound by M. Scott,,25,28
125,2,9:37.0,T. Hardaway makes 3-pt jump shot from 23 ft (assist by K. Korver),,28,28
126,2,9:23.0,,N. Hilário misses 2-pt jump shot from 15 ft,28,28
127,2,9:22.0,Defensive rebound by D. Schröder,,28,28
128,2,9:20.0,Personal foul by B. Beal,,28,28
129,2,9:08.0,A. Horford makes 3-pt jump shot from 26 ft (assist by D. Schröder),,31,28
130,2,8:52.0,,N. Hilário misses 2-pt jump shot from 8 ft,31,28
131,2,8:52.0,,Offensive rebound by Team,31,28
132,2,8:52.0,Loose ball foul by M. Scott,,31,28
133,2,8:52.0,Official timeout,,31,28
134,2,8:36.0,,B. Beal makes 2-pt layup from 1 ft,31,30
135,2,8:18.0,Shooting foul by R. Sessions (drawn by D. Schröder),,31,30
136,2,8:18.0,D. Schröder makes free throw 1 of 2,,32,30
137,2,8:18.0,D. Schröder makes free throw 2 of 2,,33,30
138,2,8:07.0,,N. Hilário makes 2-pt layup at rim (assist by R. Sessions),33,32
139,2,7:38.0,D. Schröder makes 2-pt jump shot from 17 ft,,35,32
140,2,7:23.0,,M. Thornton misses 3-pt jump shot from 24 ft,35,32
141,2,7:21.0,Defensive rebound by Team,,35,32
142,2,7:21.0,,J. Wall enters the game for R. Sessions,35,32
143,2,7:14.0,A. Horford makes 2-pt dunk at rim (assist by D. Schröder),,37,32
144,2,6:58.0,,Def 3 sec tech foul by A. Horford,37,32
145,2,6:58.0,,B. Beal makes technical free throw,37,33
146,2,6:58.0,T. Sefolosha enters the game for T. Hardaway,,37,33
147,2,6:58.0,,M. Gortat enters the game for N. Hilário,37,33
148,2,6:47.0,,J. Wall makes 2-pt layup from 1 ft (assist by B. Beal),37,35
149,2,6:26.0,M. Scott misses 3-pt jump shot from 27 ft,,37,35
150,2,6:25.0,,Defensive rebound by M. Gortat,37,35
151,2,6:10.0,,M. Thornton makes 2-pt layup from 1 ft (assist by M. Gortat),37,37
152,2,6:10.0,,Shooting foul by K. Korver (drawn by M. Thornton),37,37
153,2,6:10.0,J. Teague enters the game for D. Schröder,,37,37
154,2,6:10.0,,M. Thornton makes free throw 1 of 1,37,38
155,2,5:57.0,K. Korver misses 3-pt jump shot from 29 ft,,37,38
156,2,5:57.0,Offensive rebound by Team,,37,38
157,2,5:57.0,,Loose ball foul by M. Thornton,37,38
158,2,5:57.0,,Washington full timeout,37,38
159,2,5:57.0,,M. Morris enters the game for J. Dudley,37,38
160,2,5:57.0,P. Millsap enters the game for A. Horford,,37,38
161,2,5:57.0,,O. Porter enters the game for M. Thornton,37,38
162,2,5:43.0,K. Korver misses 2-pt jump shot from 8 ft,,37,38
163,2,5:42.0,Offensive rebound by M. Scott,,37,38
164,2,5:41.0,M. Scott misses 2-pt jump shot from 4 ft,,37,38
165,2,5:40.0,,Defensive rebound by M. Gortat,37,38
166,2,5:37.0,,Turnover by O. Porter (traveling),37,38
167,2,5:37.0,K. Humphries enters the game for M. Scott,,37,38
168,2,5:22.0,P. Millsap makes 3-pt jump shot from 28 ft (assist by J. Teague),,40,38
169,2,5:03.0,,B. Beal makes 2-pt jump shot from 6 ft,40,40
170,2,4:50.0,P. Millsap misses 3-pt jump shot from 28 ft,,40,40
171,2,4:49.0,,Defensive rebound by O. Porter,40,40
172,2,4:41.0,,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),40,42
173,2,4:41.0,,Shooting foul by K. Korver (drawn by M. Gortat),40,42
174,2,4:41.0,,M. Gortat makes free throw 1 of 1,40,43
175,2,4:34.0,J. Teague makes 3-pt jump shot from 25 ft,,43,43
176,2,4:08.0,,J. Wall makes 2-pt jump shot from 21 ft (assist by M. Gortat),43,45
177,2,3:46.0,T. Sefolosha makes 3-pt jump shot from 25 ft (assist by P. Millsap),,46,45
178,2,3:36.0,,J. Wall misses 2-pt jump shot from 17 ft,46,45
179,2,3:35.0,,Offensive rebound by Team,46,45
180,2,3:25.0,,B. Beal misses 2-pt jump shot from 18 ft,46,45
181,2,3:24.0,Defensive rebound by J. Teague,,46,45
182,2,3:16.0,J. Teague makes 2-pt layup at rim,,48,45
183,2,3:09.0,,O. Porter misses 2-pt layup from 1 ft,48,45
184,2,3:08.0,,Offensive rebound by M. Morris,48,45
185,2,3:07.0,,M. Morris makes 2-pt dunk at rim,48,47
186,2,2:58.0,Atlanta full timeout,,48,47
187,2,2:58.0,A. Horford enters the game for K. Humphries,,48,47
188,2,2:45.0,Turnover by A. Horford (offensive foul),,48,47
189,2,2:45.0,,Offensive charge foul by A. Horford (drawn by M. Morris),48,47
190,2,2:29.0,,B. Beal misses 2-pt layup from 1 ft,48,47
191,2,2:28.0,Defensive rebound by T. Sefolosha,,48,47
192,2,2:22.0,T. Sefolosha makes 2-pt layup at rim (assist by J. Teague),,50,47
193,2,2:11.0,,M. Morris makes 2-pt jump shot from 20 ft,50,49
194,2,1:59.0,Personal foul by M. Morris,,50,49
195,2,1:59.0,A. Horford makes free throw 1 of 2,,51,49
196,2,1:59.0,T. Hardaway enters the game for K. Korver,,51,49
197,2,1:59.0,,J. Dudley enters the game for M. Morris,51,49
198,2,1:59.0,,M. Thornton enters the game for B. Beal,51,49
199,2,1:59.0,A. Horford makes free throw 2 of 2,,52,49
200,2,1:42.0,,J. Dudley makes 2-pt jump shot from 20 ft (assist by M. Thornton),52,51
201,2,1:29.0,Turnover by P. Millsap (traveling),,52,51
202,2,1:14.0,,J. Dudley misses 3-pt jump shot from 26 ft,52,51
203,2,1:13.0,Defensive rebound by J. Teague,,52,51
204,2,1:00.0,T. Hardaway misses 3-pt jump shot from 27 ft,,52,51
205,2,0:59.0,,Defensive rebound by O. Porter,52,51
206,2,0:51.0,,J. Wall makes 2-pt layup from 1 ft,52,53
207,2,0:32.0,J. Teague misses 3-pt jump shot from 27 ft,,52,53
208,2,0:31.0,,Defensive rebound by O. Porter,52,53
209,2,0:21.0,,M. Thornton makes 3-pt jump shot from 23 ft (assist by J. Dudley),52,56
210,2,0:02.0,P. Millsap misses 2-pt jump shot from 9 ft,,52,56
211,2,0:01.0,,Defensive rebound by O. Porter,52,56
212,3,11:41.0,,O. Porter misses 2-pt layup from 1 ft (block by K. Korver),52,56
213,3,11:40.0,Defensive rebound by J. Teague,,52,56
214,3,11:20.0,K. Korver misses 3-pt jump shot from 26 ft,,52,56
215,3,11:19.0,Offensive rebound by P. Millsap,,52,56
216,3,11:15.0,K. Bazemore makes 2-pt layup from 1 ft (assist by P. Millsap),,54,56
217,3,10:57.0,,Shooting foul by K. Bazemore (drawn by B. Beal),54,56
218,3,10:57.0,,B. Beal makes free throw 1 of 2,54,57
219,3,10:57.0,,B. Beal makes free throw 2 of 2,54,58
220,3,10:39.0,K. Korver makes 3-pt jump shot from 24 ft,,57,58
221,3,10:19.0,,M. Morris makes 2-pt jump shot from 8 ft,57,60
222,3,10:10.0,Turnover by A. Horford (bad pass),,57,60
223,3,9:49.0,,B. Beal misses 2-pt jump shot from 16 ft,57,60
224,3,9:48.0,Defensive rebound by P. Millsap,,57,60
225,3,9:36.0,P. Millsap makes 2-pt jump shot from 14 ft,,59,60
226,3,9:24.0,,J. Wall misses 2-pt jump shot from 20 ft,59,60
227,3,9:23.0,Defensive rebound by P. Millsap,,59,60
228,3,9:13.0,P. Millsap makes 2-pt layup from 1 ft (assist by A. Horford),,61,60
229,3,9:03.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by J. Wall),61,63
230,3,8:59.0,Personal foul by B. Beal,,61,63
231,3,8:44.0,P. Millsap misses 2-pt jump shot from 9 ft,,61,63
232,3,8:43.0,,Defensive rebound by M. Gortat,61,63
233,3,8:41.0,,Personal block foul by J. Teague,61,63
234,3,8:19.0,,B. Beal misses 3-pt jump shot from 27 ft,61,63
235,3,8:18.0,Defensive rebound by P. Millsap,,61,63
236,3,8:16.0,Turnover by P. Millsap (bad pass; steal by J. Wall),,61,63
237,3,8:13.0,,Turnover by M. Morris (offensive goaltending),61,63
238,3,7:55.0,K. Bazemore misses 3-pt jump shot from 26 ft,,61,63
239,3,7:54.0,,Defensive rebound by M. Gortat,61,63
240,3,7:35.0,,O. Porter makes 2-pt jump shot from 19 ft (assist by J. Wall),61,65
241,3,7:26.0,J. Teague misses 3-pt jump shot from 25 ft,,61,65
242,3,7:25.0,,Defensive rebound by M. Gortat,61,65
243,3,7:22.0,,Turnover by J. Wall (lost ball; steal by J. Teague),61,65
244,3,7:14.0,K. Korver misses 3-pt jump shot from 26 ft,,61,65
245,3,7:13.0,,Defensive rebound by M. Morris,61,65
246,3,7:04.0,,Turnover by J. Wall (lost ball),61,65
247,3,7:04.0,T. Sefolosha enters the game for K. Bazemore,,61,65
248,3,6:45.0,P. Millsap makes 2-pt jump shot from 17 ft (assist by K. Korver),,63,65
249,3,6:30.0,,O. Porter makes 2-pt layup from 2 ft,63,67
250,3,6:20.0,Personal foul by O. Porter,,63,67
251,3,6:03.0,P. Millsap makes 2-pt jump shot from 19 ft (assist by J. Teague),,65,67
252,3,5:52.0,,M. Gortat makes 2-pt layup at rim (assist by B. Beal),65,69
253,3,5:43.0,Offensive foul by P. Millsap (drawn by M. Morris),,65,69
254,3,5:43.0,Turnover by P. Millsap (offensive foul),,65,69
255,3,5:43.0,,Washington full timeout,65,69
256,3,5:43.0,T. Hardaway enters the game for A. Horford,,65,69
257,3,5:43.0,K. Humphries enters the game for K. Korver,,65,69
258,3,5:32.0,,Personal foul by T. Sefolosha,65,69
259,3,5:24.0,,M. Morris misses 2-pt jump shot from 19 ft,65,69
260,3,5:23.0,Defensive rebound by J. Teague,,65,69
261,3,5:09.0,K. Humphries makes 2-pt jump shot from 4 ft (assist by T. Sefolosha),,67,69
262,3,4:58.0,,Personal foul by P. Millsap,67,69
263,3,4:49.0,,J. Wall misses 2-pt layup from 1 ft (block by K. Humphries),67,69
264,3,4:48.0,,Offensive rebound by M. Gortat,67,69
265,3,4:47.0,,Shooting foul by K. Humphries (drawn by M. Gortat),67,69
266,3,4:47.0,,M. Gortat misses free throw 1 of 2,67,69
267,3,4:47.0,,Offensive rebound by Team,67,69
268,3,4:47.0,,G. Temple enters the game for B. Beal,67,69
269,3,4:47.0,,M. Gortat makes free throw 2 of 2,67,70
270,3,4:34.0,Turnover by T. Hardaway (bad pass),,67,70
271,3,4:26.0,,O. Porter misses 3-pt jump shot from 24 ft,67,70
272,3,4:25.0,Defensive rebound by P. Millsap,,67,70
273,3,4:16.0,Shooting foul by G. Temple (drawn by J. Teague),,67,70
274,3,4:16.0,J. Teague misses free throw 1 of 2,,67,70
275,3,4:16.0,Offensive rebound by Team,,67,70
276,3,4:16.0,D. Schröder enters the game for T. Hardaway,,67,70
277,3,4:16.0,J. Teague misses free throw 2 of 2,,67,70
278,3,4:15.0,Offensive rebound by P. Millsap,,67,70
279,3,4:06.0,Turnover by D. Schröder (bad pass),,67,70
280,3,4:06.0,T. Hardaway enters the game for J. Teague,,67,70
281,3,3:54.0,,Turnover by J. Wall (bad pass; steal by K. Humphries),67,70
282,3,3:46.0,P. Millsap misses 3-pt jump shot from 26 ft,,67,70
283,3,3:45.0,,Defensive rebound by J. Wall,67,70
284,3,3:33.0,,M. Morris misses 3-pt jump shot from 26 ft,67,70
285,3,3:32.0,Defensive rebound by K. Humphries,,67,70
286,3,3:25.0,Atlanta full timeout,,67,70
287,3,3:25.0,,J. Dudley enters the game for M. Morris,67,70
288,3,3:19.0,P. Millsap misses 2-pt layup from 1 ft (block by M. Gortat),,67,70
289,3,3:19.0,Offensive rebound by Team,,67,70
290,3,3:11.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by P. Millsap),,70,70
291,3,2:52.0,,J. Dudley misses 3-pt jump shot from 25 ft,70,70
292,3,2:51.0,Defensive rebound by K. Humphries,,70,70
293,3,2:44.0,T. Hardaway makes 2-pt layup at rim,,72,70
294,3,2:37.0,Offensive charge foul by J. Wall (drawn by D. Schröder),,72,70
295,3,2:37.0,,Turnover by J. Wall (offensive foul),72,70
296,3,2:25.0,D. Schröder makes 2-pt layup at rim,,74,70
297,3,2:25.0,Shooting foul by G. Temple (drawn by D. Schröder),,74,70
298,3,2:25.0,,M. Thornton enters the game for G. Temple,74,70
299,3,2:25.0,D. Schröder makes free throw 1 of 1,,75,70
300,3,2:02.0,,J. Wall misses 2-pt jump shot from 18 ft,75,70
301,3,2:01.0,Defensive rebound by T. Hardaway,,75,70
302,3,1:55.0,T. Hardaway makes 2-pt layup at rim,,77,70
303,3,1:37.0,,R. Sessions enters the game for J. Wall,77,70
304,3,1:29.0,,J. Dudley misses 2-pt jump shot from 15 ft,77,70
305,3,1:28.0,Defensive rebound by D. Schröder,,77,70
306,3,1:24.0,P. Millsap makes 2-pt layup at rim (assist by D. Schröder),,79,70
307,3,1:08.0,,M. Thornton makes 3-pt jump shot from 26 ft (assist by M. Gortat),79,73
308,3,0:47.0,D. Schröder makes 2-pt jump shot from 9 ft,,81,73
309,3,0:47.0,Shooting foul by J. Dudley (drawn by D. Schröder),,81,73
310,3,0:47.0,A. Horford enters the game for P. Millsap,,81,73
311,3,0:47.0,D. Schröder misses free throw 1 of 1,,81,73
312,3,0:47.0,,Defensive rebound by M. Gortat,81,73
313,3,0:30.0,,M. Thornton misses 2-pt jump shot from 4 ft,81,73
314,3,0:29.0,Defensive rebound by Team,,81,73
315,3,0:07.0,A. Horford misses 3-pt jump shot from 24 ft,,81,73
316,3,0:06.0,,Defensive rebound by J. Dudley,81,73
317,3,0:04.0,,Personal foul by T. Sefolosha,81,73
318,3,0:04.0,,R. Sessions makes free throw 1 of 2,81,74
319,3,0:04.0,,N. Hilário enters the game for M. Gortat,81,74
320,3,0:04.0,K. Korver enters the game for T. Sefolosha,,81,74
321,3,0:04.0,,R. Sessions makes free throw 2 of 2,81,75
322,3,0:01.0,Turnover by D. Schröder (lost ball; steal by N. Hilário),,81,75
323,4,11:39.0,K. Korver makes 3-pt jump shot from 25 ft (assist by A. Horford),,84,75
324,4,11:17.0,,Turnover by J. Dudley (bad pass; steal by T. Hardaway),84,75
325,4,11:13.0,M. Scott makes 2-pt dunk from 1 ft (assist by D. Schröder),,86,75
326,4,11:02.0,,Turnover by R. Sessions (bad pass),86,75
327,4,10:46.0,A. Horford makes 3-pt jump shot from 26 ft (assist by D. Schröder),,89,75
328,4,10:46.0,,Washington full timeout,89,75
329,4,10:46.0,,M. Morris enters the game for J. Dudley,89,75
330,4,10:46.0,,J. Wall enters the game for R. Sessions,89,75
331,4,10:45.0,,Turnover by J. Wall (lost ball),89,75
332,4,10:30.0,Turnover by D. Schröder (discontinued dribble),,89,75
333,4,10:19.0,,Offensive foul by M. Morris (drawn by T. Hardaway),89,75
334,4,10:19.0,,Turnover by M. Morris (offensive foul),89,75
335,4,10:03.0,K. Korver makes 3-pt jump shot from 22 ft (assist by A. Horford),,92,75
336,4,9:41.0,,M. Thornton makes 3-pt jump shot from 27 ft (assist by N. Hilário),92,78
337,4,9:29.0,D. Schröder misses 2-pt layup from 1 ft,,92,78
338,4,9:29.0,,Defensive rebound by M. Morris,92,78
339,4,9:19.0,,J. Wall misses 3-pt jump shot from 27 ft,92,78
340,4,9:18.0,,Offensive rebound by M. Morris,92,78
341,4,9:16.0,,M. Morris makes 2-pt layup at rim,92,80
342,4,9:01.0,Personal foul by N. Hilário,,92,80
343,4,8:53.0,A. Horford misses 3-pt jump shot from 26 ft,,92,80
344,4,8:52.0,,Defensive rebound by M. Morris,92,80
345,4,8:44.0,,N. Hilário misses 2-pt layup at rim,92,80
346,4,8:43.0,Defensive rebound by M. Scott,,92,80
347,4,8:38.0,T. Hardaway makes 3-pt jump shot from 28 ft (assist by D. Schröder),,95,80
348,4,8:23.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by J. Wall),95,83
349,4,8:11.0,Atlanta full timeout,,95,83
350,4,8:03.0,M. Scott makes 3-pt jump shot from 26 ft (assist by D. Schröder),,98,83
351,4,7:44.0,,J. Wall misses 2-pt layup at rim,98,83
352,4,7:43.0,Defensive rebound by A. Horford,,98,83
353,4,7:24.0,T. Hardaway misses 3-pt jump shot from 22 ft,,98,83
354,4,7:23.0,,Defensive rebound by N. Hilário,98,83
355,4,7:15.0,,M. Thornton makes 3-pt jump shot from 26 ft (assist by J. Wall),98,86
356,4,7:00.0,M. Scott makes 3-pt jump shot from 25 ft (assist by D. Schröder),,101,86
357,4,6:48.0,,N. Hilário misses 2-pt layup from 1 ft,101,86
358,4,6:46.0,Defensive rebound by D. Schröder,,101,86
359,4,6:43.0,Turnover by A. Horford (bad pass; steal by M. Morris),,101,86
360,4,6:32.0,,Personal foul by D. Schröder,101,86
361,4,6:32.0,,M. Gortat enters the game for N. Hilário,101,86
362,4,6:32.0,,O. Porter enters the game for B. Beal,101,86
363,4,6:32.0,J. Teague enters the game for A. Horford,,101,86
364,4,6:32.0,P. Millsap enters the game for D. Schröder,,101,86
365,4,6:32.0,T. Sefolosha enters the game for T. Hardaway,,101,86
366,4,6:28.0,,O. Porter misses 3-pt jump shot from 26 ft,101,86
367,4,6:27.0,Defensive rebound by M. Scott,,101,86
368,4,6:07.0,Shooting foul by M. Morris (drawn by J. Teague),,101,86
369,4,6:07.0,J. Teague makes free throw 1 of 2,,102,86
370,4,6:07.0,J. Teague misses free throw 2 of 2,,102,86
371,4,6:05.0,,Defensive rebound by M. Gortat,102,86
372,4,5:54.0,,M. Thornton misses 3-pt jump shot from 26 ft,102,86
373,4,5:53.0,Defensive rebound by M. Scott,,102,86
374,4,5:45.0,J. Teague makes 3-pt jump shot from 25 ft (assist by P. Millsap),,105,86
375,4,5:31.0,,M. Gortat makes 2-pt dunk at rim (assist by M. Morris),105,88
376,4,5:14.0,M. Scott misses 2-pt jump shot from 17 ft,,105,88
377,4,5:12.0,,Defensive rebound by M. Gortat,105,88
378,4,5:06.0,,J. Dudley enters the game for M. Morris,105,88
379,4,5:04.0,,Turnover by J. Dudley (bad pass; steal by P. Millsap),105,88
380,4,5:00.0,Shooting foul by J. Wall (drawn by T. Sefolosha),,105,88
381,4,5:00.0,T. Sefolosha misses free throw 1 of 2,,105,88
382,4,5:00.0,Offensive rebound by Team,,105,88
383,4,5:00.0,T. Hardaway enters the game for K. Korver,,105,88
384,4,5:00.0,T. Sefolosha makes free throw 2 of 2,,106,88
385,4,4:56.0,,Turnover by J. Wall (bad pass; steal by T. Sefolosha),106,88
386,4,4:51.0,M. Scott makes 2-pt dunk at rim (assist by T. Sefolosha),,108,88
387,4,4:36.0,,Turnover by M. Gortat (lost ball; steal by P. Millsap),108,88
388,4,4:24.0,T. Hardaway misses 3-pt jump shot from 24 ft,,108,88
389,4,4:23.0,,Defensive rebound by J. Dudley,108,88
390,4,4:19.0,,Personal foul by J. Teague,108,88
