,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,PORTLAND_ACTION,GOLDEN STATE_SCORE,PORTLAND_SCORE
87,1,2:09.0,,G. Henderson misses 2-pt jump shot from 10 ft,26,30
88,1,2:07.0,Defensive rebound by Team,,26,30
89,1,1:53.0,S. Curry makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,29,30
90,1,1:37.0,,Shooting foul by M. Speights (drawn by G. Henderson),29,30
91,1,1:37.0,,G. Henderson makes free throw 1 of 2,29,31
92,1,1:37.0,H. Barnes enters the game for D. Green,,29,31
93,1,1:37.0,,G. Henderson makes free throw 2 of 2,29,32
94,1,1:25.0,M. Speights misses 2-pt jump shot from 19 ft,,29,32
95,1,1:25.0,,Defensive rebound by E. Davis,29,32
96,1,1:14.0,,D. Lillard makes 2-pt layup from 1 ft,29,34
97,1,1:00.0,L. Barbosa misses 2-pt layup from 1 ft,,29,34
98,1,1:00.0,Offensive rebound by M. Speights,,29,34
99,1,0:53.0,S. Curry misses 2-pt jump shot from 17 ft,,29,34
100,1,0:53.0,,Defensive rebound by A. Crabbe,29,34
101,1,0:47.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by M. Harkless),29,37
102,1,0:37.0,M. Speights makes 2-pt layup from 1 ft (assist by S. Curry),,31,37
103,1,0:33.0,,D. Lillard makes 3-pt jump shot from 24 ft,31,40
104,1,0:15.0,S. Curry misses 2-pt jump shot from 15 ft,,31,40
105,1,0:14.0,,Defensive rebound by E. Davis,31,40
106,1,0:03.0,,D. Lillard makes 2-pt jump shot from 17 ft,31,42
107,1,0:00.0,A. Iguodala misses 3-pt jump shot from 47 ft,,31,42
108,1,0:00.0,Offensive rebound by Team,,31,42
109,2,11:35.0,,G. Henderson misses 2-pt jump shot from 3 ft,31,42
110,2,11:34.0,,Offensive rebound by E. Davis,31,42
111,2,11:29.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by E. Davis),31,45
112,2,11:12.0,Shooting foul by E. Davis (drawn by M. Speights),,31,45
113,2,11:12.0,M. Speights makes free throw 1 of 2,,32,45
114,2,11:12.0,M. Speights makes free throw 2 of 2,,33,45
115,2,10:57.0,,G. Henderson makes 2-pt dunk at rim (assist by A. Crabbe),33,47
116,2,10:48.0,Personal foul by C. McCollum,,33,47
117,2,10:40.0,L. Barbosa misses 2-pt jump shot from 11 ft,,33,47
118,2,10:39.0,Offensive rebound by M. Speights,,33,47
119,2,10:31.0,L. Barbosa misses 2-pt layup at rim,,33,47
120,2,10:30.0,,Defensive rebound by M. Harkless,33,47
121,2,10:24.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by C. McCollum),33,50
122,2,10:06.0,Turnover by A. Iguodala (bad pass; steal by G. Henderson),,33,50
123,2,10:00.0,,G. Henderson misses 2-pt jump shot from 17 ft,33,50
124,2,9:59.0,Defensive rebound by A. Iguodala,,33,50
125,2,9:51.0,M. Speights misses 2-pt jump shot from 3 ft,,33,50
126,2,9:51.0,Offensive rebound by Team,,33,50
127,2,9:51.0,K. Thompson enters the game for L. Barbosa,,33,50
128,2,9:51.0,Golden State full timeout,,33,50
129,2,9:48.0,M. Speights makes 2-pt jump shot from 17 ft (assist by S. Livingston),,35,50
130,2,9:30.0,,G. Henderson misses 3-pt jump shot from 25 ft,35,50
131,2,9:29.0,Defensive rebound by M. Speights,,35,50
132,2,9:21.0,M. Speights misses 2-pt jump shot from 17 ft,,35,50
133,2,9:20.0,,Defensive rebound by E. Davis,35,50
134,2,9:11.0,,C. McCollum misses 2-pt jump shot from 14 ft,35,50
135,2,9:09.0,,Offensive rebound by E. Davis,35,50
136,2,8:46.0,,C. McCollum misses 3-pt jump shot from 24 ft,35,50
137,2,8:45.0,Defensive rebound by Team,,35,50
138,2,8:45.0,D. Green enters the game for M. Speights,,35,50
139,2,8:31.0,K. Thompson misses 2-pt jump shot from 20 ft,,35,50
140,2,8:30.0,,Defensive rebound by E. Davis,35,50
141,2,8:18.0,,Personal foul by K. Thompson,35,50
142,2,8:07.0,,E. Davis makes 2-pt jump shot from 4 ft (assist by C. McCollum),35,52
143,2,8:07.0,,Shooting foul by S. Livingston (drawn by E. Davis),35,52
144,2,8:07.0,,E. Davis misses free throw 1 of 1,35,52
145,2,8:06.0,Defensive rebound by D. Green,,35,52
146,2,7:58.0,K. Thompson misses 3-pt jump shot from 23 ft,,35,52
147,2,7:57.0,,Defensive rebound by A. Crabbe,35,52
148,2,7:44.0,,G. Henderson makes 2-pt jump shot from 21 ft (assist by C. McCollum),35,54
149,2,7:29.0,S. Livingston misses 2-pt jump shot from 14 ft,,35,54
150,2,7:27.0,,Defensive rebound by E. Davis,35,54
151,2,7:19.0,,Turnover by C. McCollum (traveling),35,54
152,2,7:09.0,H. Barnes misses 2-pt jump shot from 21 ft,,35,54
153,2,7:08.0,,Defensive rebound by C. McCollum,35,54
154,2,7:01.0,,Turnover by C. McCollum (bad pass),35,54
155,2,6:47.0,D. Green makes 3-pt jump shot from 24 ft (assist by H. Barnes),,38,54
156,2,6:26.0,,C. McCollum misses 2-pt jump shot from 9 ft,38,54
157,2,6:26.0,,Offensive rebound by M. Harkless,38,54
158,2,6:25.0,,M. Harkless makes 2-pt layup at rim,38,56
159,2,6:15.0,D. Green makes 2-pt layup from 2 ft (assist by A. Iguodala),,40,56
160,2,6:04.0,,C. McCollum makes 2-pt layup from 1 ft,40,58
161,2,5:54.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by A. Iguodala),,43,58
162,2,5:35.0,,G. Henderson misses 3-pt jump shot from 24 ft,43,58
163,2,5:34.0,Defensive rebound by Team,,43,58
164,2,5:34.0,Official timeout,,43,58
165,2,5:34.0,,A. Aminu enters the game for E. Davis,43,58
166,2,5:34.0,,D. Lillard enters the game for C. McCollum,43,58
167,2,5:34.0,S. Curry enters the game for A. Iguodala,,43,58
168,2,5:22.0,D. Green misses 2-pt jump shot from 6 ft,,43,58
169,2,5:21.0,Offensive rebound by H. Barnes,,43,58
170,2,5:20.0,H. Barnes makes 2-pt dunk at rim,,45,58
171,2,5:20.0,Shooting foul by M. Harkless (drawn by H. Barnes),,45,58
172,2,5:20.0,H. Barnes makes free throw 1 of 1,,46,58
173,2,5:07.0,,D. Lillard misses 3-pt jump shot from 26 ft,46,58
174,2,5:06.0,Defensive rebound by D. Green,,46,58
175,2,4:50.0,D. Green makes 2-pt layup from 2 ft,,48,58
176,2,4:33.0,,Turnover by M. Harkless (traveling),48,58
177,2,4:26.0,Turnover by S. Curry (bad pass),,48,58
178,2,4:26.0,B. Rush enters the game for S. Livingston,,48,58
179,2,4:05.0,,A. Aminu misses 2-pt jump shot from 15 ft,48,58
180,2,4:04.0,Defensive rebound by H. Barnes,,48,58
181,2,3:55.0,S. Curry misses 2-pt jump shot from 4 ft,,48,58
182,2,3:54.0,Offensive rebound by D. Green,,48,58
183,2,3:54.0,D. Green makes 2-pt layup from 2 ft,,50,58
184,2,3:39.0,,D. Lillard misses 2-pt jump shot from 19 ft,50,58
185,2,3:37.0,Defensive rebound by D. Green,,50,58
186,2,3:30.0,S. Curry makes 2-pt layup from 1 ft,,52,58
187,2,3:29.0,,Portland full timeout,52,58
188,2,3:29.0,,C. McCollum enters the game for M. Harkless,52,58
189,2,3:29.0,,N. Vonleh enters the game for A. Crabbe,52,58
190,2,3:11.0,,Turnover by G. Henderson (lost ball; steal by B. Rush),52,58
191,2,3:03.0,Turnover by D. Green (bad pass; steal by D. Lillard),,52,58
192,2,2:56.0,,C. McCollum makes 2-pt layup from 1 ft,52,60
193,2,2:32.0,Turnover by D. Green (lost ball; steal by D. Lillard),,52,60
194,2,2:32.0,,Personal foul by D. Green,52,60
195,2,2:32.0,A. Iguodala enters the game for H. Barnes,,52,60
196,2,2:19.0,,Turnover by C. McCollum (traveling),52,60
197,2,2:09.0,S. Curry makes 3-pt jump shot from 24 ft,,55,60
198,2,1:58.0,,Personal foul by S. Curry,55,60
199,2,1:53.0,,Shooting foul by A. Iguodala (drawn by A. Aminu),55,60
200,2,1:53.0,,A. Aminu makes free throw 1 of 2,55,61
201,2,1:53.0,,A. Aminu misses free throw 2 of 2,55,61
202,2,1:52.0,Defensive rebound by K. Thompson,,55,61
203,2,1:40.0,K. Thompson misses 2-pt jump shot from 20 ft,,55,61
204,2,1:39.0,,Defensive rebound by A. Aminu,55,61
205,2,1:33.0,,A. Aminu misses 2-pt jump shot from 3 ft (block by A. Iguodala),55,61
206,2,1:31.0,,Offensive rebound by Team,55,61
207,2,1:25.0,,D. Lillard misses 2-pt jump shot from 19 ft,55,61
208,2,1:25.0,Defensive rebound by D. Green,,55,61
209,2,1:15.0,A. Iguodala misses 2-pt layup from 2 ft,,55,61
210,2,1:15.0,,Defensive rebound by N. Vonleh,55,61
211,2,1:10.0,,Turnover by C. McCollum (lost ball; steal by S. Curry),55,61
212,2,1:07.0,A. Iguodala makes 2-pt dunk at rim (assist by D. Green),,57,61
213,2,1:07.0,Shooting foul by N. Vonleh (drawn by A. Iguodala),,57,61
214,2,1:07.0,,A. Crabbe enters the game for G. Henderson,57,61
215,2,1:07.0,A. Iguodala misses free throw 1 of 1,,57,61
216,2,1:06.0,,Defensive rebound by Team,57,61
217,2,1:06.0,Loose ball foul by D. Green,,57,61
218,2,1:06.0,Technical foul by D. Green,,57,61
219,2,1:06.0,,A. Crabbe makes technical free throw,57,62
220,2,1:06.0,,N. Vonleh makes free throw 1 of 2,57,63
221,2,1:06.0,,N. Vonleh makes free throw 2 of 2,57,64
222,2,1:00.0,S. Curry makes 3-pt jump shot from 26 ft,,60,64
223,2,0:50.0,,Shooting foul by S. Curry (drawn by D. Lillard),60,64
224,2,0:50.0,,D. Lillard makes free throw 1 of 2,60,65
225,2,0:50.0,L. Barbosa enters the game for S. Curry,,60,65
226,2,0:50.0,,D. Lillard makes free throw 2 of 2,60,66
227,2,0:36.0,K. Thompson misses 3-pt jump shot from 24 ft,,60,66
228,2,0:35.0,,Defensive rebound by A. Aminu,60,66
229,2,0:27.0,,D. Lillard misses 2-pt jump shot from 11 ft,60,66
230,2,0:26.0,Defensive rebound by B. Rush,,60,66
231,2,0:07.0,K. Thompson makes 2-pt layup at rim (assist by A. Iguodala),,62,66
232,2,0:00.0,,N. Vonleh makes 2-pt jump shot from 4 ft (assist by D. Lillard),62,68
233,3,11:41.0,,C. McCollum makes 2-pt jump shot from 16 ft,62,70
234,3,11:26.0,Turnover by D. Green (bad pass),,62,70
235,3,11:09.0,,C. McCollum misses 2-pt jump shot from 19 ft,62,70
236,3,11:08.0,Defensive rebound by D. Green,,62,70
237,3,10:57.0,,Violation by C. McCollum (def goaltending),62,70
238,3,10:57.0,K. Thompson makes 2-pt layup from 1 ft (assist by S. Curry),,64,70
239,3,10:42.0,,M. Plumlee makes 2-pt dunk at rim,64,72
240,3,10:36.0,S. Curry misses 3-pt jump shot from 24 ft,,64,72
241,3,10:35.0,,Defensive rebound by M. Plumlee,64,72
242,3,10:27.0,,D. Lillard misses 3-pt jump shot from 26 ft,64,72
243,3,10:27.0,Defensive rebound by A. Bogut,,64,72
244,3,10:12.0,Turnover by A. Bogut (lost ball; steal by D. Lillard),,64,72
245,3,10:05.0,,N. Vonleh misses 3-pt jump shot from 22 ft,64,72
246,3,10:04.0,Defensive rebound by H. Barnes,,64,72
247,3,9:50.0,K. Thompson makes 2-pt jump shot from 12 ft,,66,72
248,3,9:35.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by M. Plumlee),66,75
249,3,9:14.0,A. Bogut misses 2-pt jump shot from 4 ft (block by A. Aminu),,66,75
250,3,9:12.0,,Defensive rebound by C. McCollum,66,75
251,3,8:55.0,,N. Vonleh misses 2-pt jump shot from 9 ft,66,75
252,3,8:55.0,Defensive rebound by A. Bogut,,66,75
253,3,8:55.0,Personal foul by A. Aminu,,66,75
254,3,8:44.0,S. Curry makes 3-pt jump shot from 24 ft (assist by H. Barnes),,69,75
255,3,8:29.0,,D. Lillard makes 2-pt layup from 2 ft (assist by M. Plumlee),69,77
256,3,8:12.0,Personal foul by N. Vonleh,,69,77
257,3,8:08.0,K. Thompson makes 2-pt jump shot from 16 ft (assist by H. Barnes),,71,77
258,3,7:55.0,,M. Plumlee makes 2-pt jump shot from 10 ft (assist by C. McCollum),71,79
259,3,7:48.0,Turnover by S. Curry (lost ball),,71,79
260,3,7:35.0,,C. McCollum makes 2-pt jump shot from 14 ft (assist by M. Plumlee),71,81
261,3,7:34.0,Golden State full timeout,,71,81
262,3,7:34.0,Violation by Team (jump ball),,71,81
263,3,7:14.0,Turnover by D. Green (traveling),,71,81
264,3,6:56.0,,C. McCollum misses 2-pt jump shot from 20 ft,71,81
265,3,6:54.0,,Offensive rebound by A. Aminu,71,81
266,3,6:51.0,,Shooting foul by A. Bogut (drawn by M. Plumlee),71,81
267,3,6:51.0,,M. Plumlee makes free throw 1 of 2,71,82
268,3,6:51.0,,M. Plumlee misses free throw 2 of 2,71,82
269,3,6:49.0,Defensive rebound by D. Green,,71,82
270,3,6:41.0,K. Thompson misses 3-pt jump shot from 26 ft,,71,82
271,3,6:40.0,,Defensive rebound by A. Aminu,71,82
272,3,6:30.0,,N. Vonleh makes 2-pt layup from 1 ft (assist by D. Lillard),71,84
273,3,6:16.0,S. Curry makes 2-pt jump shot from 22 ft (assist by D. Green),,73,84
274,3,6:07.0,,Shooting foul by S. Curry (drawn by D. Lillard),73,84
275,3,6:07.0,,D. Lillard makes 3-pt jump shot from 24 ft,73,87
276,3,6:07.0,A. Iguodala enters the game for A. Bogut,,73,87
277,3,6:07.0,,D. Lillard makes free throw 1 of 1,73,88
278,3,6:01.0,Turnover by A. Iguodala (bad pass; steal by C. McCollum),,73,88
279,3,5:58.0,,Personal foul by A. Iguodala,73,88
280,3,5:49.0,,Turnover by M. Plumlee (bad pass; steal by K. Thompson),73,88
281,3,5:43.0,Personal foul by N. Vonleh,,73,88
282,3,5:43.0,,A. Crabbe enters the game for C. McCollum,73,88
283,3,5:43.0,,G. Henderson enters the game for M. Plumlee,73,88
284,3,5:34.0,Turnover by K. Thompson (bad pass),,73,88
285,3,5:23.0,,D. Lillard misses 3-pt jump shot from 24 ft,73,88
286,3,5:22.0,Defensive rebound by D. Green,,73,88
287,3,5:20.0,Turnover by D. Green (bad pass; steal by D. Lillard),,73,88
288,3,5:10.0,,G. Henderson misses 2-pt jump shot from 13 ft,73,88
289,3,5:09.0,Defensive rebound by S. Curry,,73,88
290,3,5:04.0,Turnover by S. Curry (bad pass; steal by D. Lillard),,73,88
291,3,4:57.0,,A. Crabbe misses 3-pt jump shot from 25 ft,73,88
292,3,4:57.0,Defensive rebound by K. Thompson,,73,88
293,3,4:52.0,Personal foul by A. Crabbe,,73,88
294,3,4:52.0,,M. Harkless enters the game for A. Aminu,73,88
295,3,4:52.0,L. Barbosa enters the game for K. Thompson,,73,88
296,3,4:47.0,S. Curry misses 3-pt jump shot from 24 ft,,73,88
297,3,4:46.0,,Defensive rebound by N. Vonleh,73,88
298,3,4:37.0,,D. Lillard makes 2-pt jump shot from 5 ft,73,90
299,3,4:26.0,S. Curry makes 2-pt layup from 1 ft (assist by L. Barbosa),,75,90
300,3,4:18.0,,D. Lillard makes 3-pt jump shot from 26 ft,75,93
301,3,4:07.0,L. Barbosa misses 2-pt layup from 2 ft (block by G. Henderson),,75,93
302,3,4:06.0,,Defensive rebound by M. Harkless,75,93
303,3,3:46.0,,Shooting foul by A. Iguodala (drawn by G. Henderson),75,93
304,3,3:46.0,,G. Henderson misses free throw 1 of 2,75,93
305,3,3:46.0,,Offensive rebound by Team,75,93
306,3,3:46.0,B. Rush enters the game for H. Barnes,,75,93
307,3,3:46.0,,E. Davis enters the game for N. Vonleh,75,93
308,3,3:46.0,,C. McCollum enters the game for D. Lillard,75,93
309,3,3:46.0,,G. Henderson misses free throw 2 of 2,75,93
310,3,3:45.0,Defensive rebound by B. Rush,,75,93
311,3,3:33.0,Turnover by A. Iguodala (bad pass; steal by M. Harkless),,75,93
312,3,3:21.0,,A. Crabbe misses 2-pt jump shot from 20 ft,75,93
313,3,3:20.0,Defensive rebound by L. Barbosa,,75,93
314,3,3:13.0,S. Curry misses 3-pt jump shot from 26 ft,,75,93
315,3,3:12.0,,Defensive rebound by M. Harkless,75,93
316,3,3:07.0,,Shooting foul by D. Green (drawn by G. Henderson),75,93
317,3,3:07.0,,G. Henderson makes free throw 1 of 2,75,94
318,3,3:07.0,,G. Henderson makes free throw 2 of 2,75,95
319,3,2:52.0,A. Iguodala misses 3-pt jump shot from 22 ft,,75,95
320,3,2:51.0,,Defensive rebound by G. Henderson,75,95
321,3,2:48.0,,Turnover by C. McCollum (lost ball; steal by A. Iguodala),75,95
322,3,2:45.0,Turnover by A. Iguodala (lost ball; steal by C. McCollum),,75,95
323,3,2:35.0,,M. Harkless makes 2-pt layup from 1 ft (assist by C. McCollum),75,97
324,3,2:26.0,Turnover by D. Green (lost ball),,75,97
325,3,2:26.0,,Portland full timeout,75,97
326,3,2:26.0,S. Livingston enters the game for S. Curry,,75,97
327,3,2:03.0,,M. Harkless makes 3-pt jump shot from 22 ft (assist by A. Crabbe),75,100
328,3,1:42.0,L. Barbosa misses 3-pt jump shot from 24 ft,,75,100
329,3,1:41.0,,Defensive rebound by M. Harkless,75,100
330,3,1:24.0,,E. Davis misses 2-pt jump shot from 6 ft,75,100
331,3,1:23.0,,Offensive rebound by M. Harkless,75,100
332,3,1:23.0,,M. Harkless makes 2-pt layup from 1 ft,75,102
333,3,1:07.0,Personal foul by M. Harkless,,75,102
334,3,1:07.0,D. Green makes free throw 1 of 2,,76,102
335,3,1:07.0,D. Green makes free throw 2 of 2,,77,102
336,3,0:52.0,,A. Crabbe misses 2-pt jump shot from 9 ft,77,102
337,3,0:51.0,Defensive rebound by D. Green,,77,102
338,3,0:47.0,L. Barbosa makes 2-pt layup at rim (assist by D. Green),,79,102
339,3,0:32.0,,C. McCollum misses 2-pt jump shot from 19 ft,79,102
340,3,0:31.0,Defensive rebound by D. Green,,79,102
341,3,0:28.0,Turnover by D. Green (lost ball; steal by G. Henderson),,79,102
342,3,0:23.0,,G. Henderson makes 2-pt layup at rim (assist by M. Harkless),79,104
343,3,0:03.0,Turnover by S. Livingston (lost ball; steal by A. Crabbe),,79,104
344,4,11:40.0,S. Livingston misses 2-pt jump shot from 9 ft,,79,104
345,4,11:39.0,,Defensive rebound by M. Harkless,79,104
346,4,11:28.0,,C. McCollum makes 2-pt jump shot from 4 ft,79,106
347,4,11:15.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by M. Speights),,82,106
348,4,10:56.0,,A. Crabbe misses 3-pt jump shot from 24 ft,82,106
349,4,10:55.0,Defensive rebound by M. Speights,,82,106
350,4,10:44.0,K. Thompson misses 2-pt layup from 2 ft,,82,106
351,4,10:43.0,,Defensive rebound by A. Crabbe,82,106
352,4,10:37.0,,G. Henderson misses 3-pt jump shot from 22 ft,82,106
353,4,10:36.0,Defensive rebound by S. Livingston,,82,106
354,4,10:12.0,A. Iguodala misses 3-pt jump shot from 22 ft,,82,106
355,4,10:11.0,,Defensive rebound by G. Henderson,82,106
356,4,10:01.0,,C. McCollum misses 2-pt jump shot from 9 ft,82,106
357,4,10:00.0,,Offensive rebound by E. Davis,82,106
358,4,9:59.0,,E. Davis misses 2-pt layup at rim,82,106
359,4,9:59.0,Defensive rebound by Team,,82,106
360,4,9:59.0,,D. Lillard enters the game for C. McCollum,82,106
361,4,9:39.0,Shooting foul by D. Lillard (drawn by M. Speights),,82,106
362,4,9:39.0,M. Speights makes free throw 1 of 2,,83,106
363,4,9:39.0,,M. Plumlee enters the game for E. Davis,83,106
364,4,9:39.0,,A. Aminu enters the game for M. Harkless,83,106
365,4,9:39.0,B. Rush enters the game for A. Iguodala,,83,106
366,4,9:39.0,M. Speights makes free throw 2 of 2,,84,106
367,4,9:25.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by M. Plumlee),84,109
368,4,9:14.0,M. Speights misses 3-pt jump shot from 24 ft,,84,109
369,4,9:13.0,,Defensive rebound by A. Crabbe,84,109
370,4,9:02.0,,D. Lillard makes 3-pt jump shot from 26 ft,84,112
371,4,8:49.0,Shooting foul by A. Crabbe (drawn by K. Thompson),,84,112
372,4,8:49.0,Official timeout,,84,112
373,4,8:49.0,K. Looney enters the game for H. Barnes,,84,112
374,4,8:49.0,K. Thompson misses free throw 1 of 2,,84,112
375,4,8:49.0,Offensive rebound by Team,,84,112
376,4,8:49.0,K. Thompson makes free throw 2 of 2,,85,112
377,4,8:33.0,,D. Lillard makes 2-pt layup at rim (assist by G. Henderson),85,114
378,4,8:15.0,B. Rush misses 2-pt jump shot from 18 ft,,85,114
379,4,8:14.0,Offensive rebound by K. Looney,,85,114
380,4,8:11.0,B. Rush misses 3-pt jump shot from 23 ft,,85,114
381,4,8:10.0,Offensive rebound by M. Speights,,85,114
382,4,8:01.0,M. Speights misses 2-pt layup at rim,,85,114
383,4,8:00.0,Offensive rebound by K. Looney,,85,114
384,4,8:00.0,K. Looney makes 2-pt layup from 1 ft,,87,114
385,4,7:54.0,,D. Lillard misses 2-pt jump shot from 19 ft,87,114
386,4,7:54.0,Defensive rebound by K. Looney,,87,114
387,4,7:46.0,Shooting foul by D. Lillard (drawn by K. Thompson),,87,114
